DrgsAndMdclSppls_NnCshChckbxInd|Drugs and medical supplies; Checkbox for lines on Part I
DrgsAndMdclSppls_CntrbtnCnt|Drugs and medical supplies; Number of contributions
DrgsAndMdclSppls_NncshCntrbtnsRptF990Amt|Drugs and medical supplies; Revenues reported on F990, Pt VIII, line 1g
DrgsAndMdclSppls_MthdOfDtrmnngRvnsTxt|Drugs and medical supplies; Method of determining revenues
Txdrmy_NnCshChckbxInd|Taxidermy; Checkbox for lines on Part I
Txdrmy_CntrbtnCnt|Taxidermy; Number of contributions
Txdrmy_NncshCntrbtnsRptF990Amt|Taxidermy; Revenues reported on F990, Pt VIII, line 1g
Txdrmy_MthdOfDtrmnngRvnsTxt|Taxidermy; Method of determining revenues
HstrclArtfcts_NnCshChckbxInd|Historical artifacts; Checkbox for lines on Part I
HstrclArtfcts_CntrbtnCnt|Historical artifacts; Number of contributions
HstrclArtfcts_NncshCntrbtnsRptF990Amt|Historical artifacts; Revenues reported on F990, Pt VIII, line 1g
HstrclArtfcts_MthdOfDtrmnngRvnsTxt|Historical artifacts; Method of determining revenues
ScntfcSpcmns_NnCshChckbxInd|Scientific specimens; Checkbox for lines on Part I
ScntfcSpcmns_CntrbtnCnt|Scientific specimens; Number of contributions
ScntfcSpcmns_NncshCntrbtnsRptF990Amt|Scientific specimens; Revenues reported on F990, Pt VIII, line 1g
ScntfcSpcmns_MthdOfDtrmnngRvnsTxt|Scientific specimens; Method of determining revenues
ArchlgclArtfcts_NnCshChckbxInd|Archaeological artifacts; Checkbox for lines on Part I
ArchlgclArtfcts_CntrbtnCnt|Archaeological artifacts; Number of contributions
ArchlgclArtfcts_NncshCntrbtnsRptF990Amt|Archaeological artifacts; Revenues reported on F990, Pt VIII, line 1g
ArchlgclArtfcts_MthdOfDtrmnngRvnsTxt|Archaeological artifacts; Method of determining revenues
SkdM_Frm8283RcvdCnt|Number of 8283s received
ArtHstrclTrsrs_NnCshChckbxInd|Art - Historical treasures; Checkbox for lines on Part I
ArtHstrclTrsrs_CntrbtnCnt|Art - Historical treasures; Number of contributions
ArtHstrclTrsrs_NncshCntrbtnsRptF990Amt|Art - Historical treasures; Revenues reported on F990, Pt VIII, line 1g
ArtHstrclTrsrs_MthdOfDtrmnngRvnsTxt|Art - Historical treasures; Method of determining revenues
SkdM_AnyPrprtyThtMstBHldInd|Any property that must be held?
SkdM_RvwPrcssUnslNCGftsInd|Review process reference unusual noncash gifts?
SkdM_ThrdPrtsUsdInd|Third parties used?
ArtFrctnlIntrst_NnCshChckbxInd|Art - fractional interest; Checkbox for lines on Part I
ArtFrctnlIntrst_CntrbtnCnt|Art - fractional interest; Number of contributions
ArtFrctnlIntrst_NncshCntrbtnsRptF990Amt|Art - fractional interest; Revenues reported on F990, Pt VIII, line 1g
ArtFrctnlIntrst_MthdOfDtrmnngRvnsTxt|Art - fractional interest; Method of determining revenues
BksAndPblctns_NnCshChckbxInd|Books and publications; Checkbox for lines on Part I
BksAndPblctns_CntrbtnCnt|Books and publications; Number of contributions
BksAndPblctns_NncshCntrbtnsRptF990Amt|Books and publications; Revenues reported on F990, Pt VIII, line 1g
BksAndPblctns_MthdOfDtrmnngRvnsTxt|Books and publications; Method of determining revenues
ClthngAndHshldGds_NnCshChckbxInd|Clothing and household goods; Checkbox for lines on Part I
ClthngAndHshldGds_CntrbtnCnt|Clothing and household goods; Number of contributions
ClthngAndHshldGds_NncshCntrbtnsRptF990Amt|Clothing and household goods; Revenues reported on F990, Pt VIII, line 1g
ClthngAndHshldGds_MthdOfDtrmnngRvnsTxt|Clothing and household goods; Method of determining revenues
CrsAndOthrVhcls_NnCshChckbxInd|Cars and other vehicles; Checkbox for lines on Part I
CrsAndOthrVhcls_CntrbtnCnt|Cars and other vehicles; Number of contributions
CrsAndOthrVhcls_NncshCntrbtnsRptF990Amt|Cars and other vehicles; Revenues reported on F990, Pt VIII, line 1g
CrsAndOthrVhcls_MthdOfDtrmnngRvnsTxt|Cars and other vehicles; Method of determining revenues
BtsAndPlns_NnCshChckbxInd|Boats and planes; Checkbox for lines on Part I
BtsAndPlns_CntrbtnCnt|Boats and planes; Number of contributions
BtsAndPlns_NncshCntrbtnsRptF990Amt|Boats and planes; Revenues reported on F990, Pt VIII, line 1g
BtsAndPlns_MthdOfDtrmnngRvnsTxt|Boats and planes; Method of determining revenues
IntllctlPrprty_NnCshChckbxInd|Intellectual property; Checkbox for lines on Part I
IntllctlPrprty_CntrbtnCnt|Intellectual property; Number of contributions
IntllctlPrprty_NncshCntrbtnsRptF990Amt|Intellectual property; Revenues reported on F990, Pt VIII, line 1g
IntllctlPrprty_MthdOfDtrmnngRvnsTxt|Intellectual property; Method of determining revenues
ScrtsPblclyTrdd_NnCshChckbxInd|Securities - publicly traded; Checkbox for lines on Part I
ScrtsPblclyTrdd_CntrbtnCnt|Securities - publicly traded; Number of contributions
ScrtsPblclyTrdd_NncshCntrbtnsRptF990Amt|Securities - publicly traded; Revenues reported on F990, Pt VIII, line 1g
ScrtsPblclyTrdd_MthdOfDtrmnngRvnsTxt|Securities - publicly traded; Method of determining revenues
