object_id,ein,OrgnztnBsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,FndrsrActvtyInf_ActvtyTxt,FndrsrActvtyInf_FndrsrCntrlOfFndsInd,FndrsrActvtyInf_GrssRcptsAmt,FndrsrActvtyInf_RtndByCntrctrAmt,FndrsrActvtyInf_NtTOrgnztnAmt
201500339349300705,470377991,NELNET Business Solutions Inc,121 S 13th Street STE 201,Lincoln,NE,685081911,PHONE SOLICITATIO,false,9000
201500339349300705,470377991,THE STELTER COMPANY,PLANNED GIVING,false,6290
201520419349301982,540505922,Kughn & Associates,3015 Sedgewick Drive,Lynchburg,VA,24503,Campaign Consulting,0,0,22000,-22000
201520419349300217,340714629,RUFFALOCODY,1025 Kignswood pkwy SW,Cedar Rapids,IA,52404,PHONESOLIC,false,324682,134226,190456
201540429349301964,010271210,WINTON SMITH ASSOC,4934 WILLIAM ARNOLD ROAD,MEMPHIS,TN,38112,CONSULTING,0,0,27500,-27500
201510409349300646,370864020,Ramona Munsell & Associates LLC,5208 Village Parkway,Rogers,AR,727588199,Services in connection with securing federal grant funds,0,1421770,45922,1375848
201530379349301253,470378777,Meyer Partners LLC,1701 E Woodfield Rd Ste 425,Schaumburg,IL,601735313,Consult on direct mail programs,0,655387,35250,620137
201530379349301253,470378777,Gonser Gerber LLP,1776 Legacy Cir Ste 100,Naperville,IL,605631673,Fundraising Consultant,0,0,52791,-52791
201530429349301473,941585735,MARTS & LUNDY INC,1200 WALL ST W,LYNDHURST,NJ,07071,CAMPAIGN CONSULTING,0,713735,41827,671907
201530429349301473,941585735,JANET GREENBERG,PO BOX 72587,JACKSON HEIGHTS,NY,11372,GRANT WRITING,0,150000,53400,96600
201530429349301473,941585735,RUFFALO CODY & ASSOCIATES INC,221 3RD AVE SE STE 10 PO BOX 3018,CEDAR RAPIDS,IA,52406,TELEMARKETING,0,136609,81839,54770
201530439349301828,150532239,Community Counseling Services,461 Fifth Ave,New York,NY,10017,consulting,0,0,348000,-348000
201520429349300812,620484185,GONSER GERBER LLP,1775 LEGACY CIRCLE SUITE 100,NAPERVILLE,IL,60563,ADVANCEMENT CONSULTANTS,0,61693,61263,430
201510439349300711,390806263,Campbell & Company,One E Wacker Dr,Ste 3350,Chicago,IL,60601,Campaign Consulting,0,0,22722,-22722
201510409349300951,362177133,LAURUS BRUNI PARTNERS LLC,55 W MONROE STREET,CHICAGO,IL,60603,CONSULTING RELATED TO CAPITAL CAMPAIGN,0,938658,270099,668559
201530429349300323,382410852,Ruffalo Cody,PO Box 3018,Cedar Rapids,IA,524063018,Phone solicitation,0,142964,92657,50307
201500439349302020,131628149,Kathleen Hyppolite,425 Lincoln Pl Suite 2R,Brooklyn,NY,11238,Seating coordinator,0,0,5200,-5200
201500439349302020,131628149,Meredith Heuer,24 Grove St,Beacon,NY,12508,Photographer,0,0,5400,-5400
201500439349302020,131628149,Joseph W Morrisey III,5 ROEBLING STREET,Brooklyn,NY,11211,Campaign Design,0,0,6600,-6600
201500439349302020,131628149,Luis O Bravo,1715 Carpenter Street,Philadelphia,PA,19146,Campaign Design,0,0,8066,-8066
201500439349302020,131628149,Silver Lining Communications Llc,237 Franklin Avenue,Hasbrouck Heights,NJ,07604,Campaign Counsultant,0,0,24000,-24000
201500439349302020,131628149,Generation Branding and Communication Inc,55 Washington Street,No 802,Brooklyn,NY,11201,Manage Telemarketing,0,0,24644,-24644
201500439349302020,131628149,Plus Delta Partners,6965 El Camino Real,Carlsbad,CA,92009,Campaign Training,0,0,43817,-43817
201500439349302020,131628149,Development Guild Ddi Inc,233 Harvard Street,Suite 107,Brookline,MA,02446,Campaign Counsel,0,0,84473,-84473
201500439349302020,131628149,Harris Connect Llc,1400-A Crossways Blvd,Chesapeake,VA,23320,Manage Telemarketing,0,0,131300,-131300
201520419349302012,222547262,PARTNERS IN PHILANTHROPY LLC,2 KNOTTY OAK SHORES,COVENTRY,RI,02816,GUIDANCE ON DONOR CULTIVATION,0,0,36000,-36000
201500419349301300,540575812,The Virginia College Fund,4900 August Ave Ste 101,Richmond,VA,23230,The Virginia College Fund solicits contributions from Virginia businesses and individuals on behalf of five private colleges located in Virginia.,1,149841,59851,89990
201500439349300100,951744369,Langley Innovations LLC,10958 Bloomingdale Drive,Rockville,MD,20852,Consulting,0,0,20784,-20784
201500439349300100,951744369,Crescendo Interactive Inc,110 Camino Ruiz,Camarillo,CA,93012,Consulting,0,0,5897,-5897
201510479349302271,952501387,Charles R Feldstein Co,980 North Michigan Ave,Chicago,IL,60611,CONSULTING,false,0,60000,-60000
201510479349302316,950549600,Fulcrum Philanthropy,15707 Coit Road Ste C PMB 166,Dallas,SC,752484463,Fundraising,false,132000,-132000
201530479349301843,570314408,ALEXANDER HAAS MARTIN,3520 PIEDMONT ROAD NE SUITE 300,ATLANTA,GA,303051512,FUNDRAISING CONSULTANT,0,0,49207,-49207
201540449349302909,480547846,WILSON BENNETT TECHNOLOGY,PHONATHON,false,111941,36000,75941
201520449349302342,430356250,RuffaloCody LLC,Tele- fundraising,false,112666,50203
201520449349302342,430356250,Gonser Gerber Tinker Stuher,Consulting,false,11675
201520449349302342,430356250,DAVID H WEBSTER,Consulting,false,8055
201520449349302342,430356250,Phillip Osborne Bethea Jr,Consulting,false,8175
201520449349302342,430356250,PELOPIDAS LLC,CONSULTING,false,40000
201540449349301184,750827409,RUFFALO CODY,221 3RD AVE SE,PO BOX 3018,CEDAR RAPIDS,IA,524063018,FDNRAISER,false,65217,-65217
201510449349300026,141468399,LESTER INC,18 BUSINESS PARK DRIVE,BRANDFORD,CT,06405,FUNDRAISING,false,60503,24157,36346
201540479349300419,560530242,CAPITAL DEVELOPMENT SERVICES,633 WEST 4TH ST STE 202,WINSTONSALEM,NC,27101,FUNDRAISING,0,1432457,43200,1389257
201500479349301665,350868086,JOHNSON GROSSNICKLE AND ASSOCIATES,29 SOUTH PARK BLVD,GREENWOOD,IN,46143,CAMPAIGN CONSULTING,false,0,21704,-21704
201500619349300775,231526668,RUFFALO CODY,PO BOX 3018,CEDAR RAPIDS,IA,52406,CONSULTS ON DIRECT MAIL AND PHONE SOLICITATION,0,136203,71397,64806
201500619349300775,231526668,GONSER GERBER,1776 LEGACY CIRCLE STE 100,NAPERVILLE,IL,60563,GENERAL CONSULTING,0,0,74315,0
201500619349300775,231526668,CRESCENDO,100 CAMINO RUIZ,CARMARILLO,CA,93012,PLANNED GIVING CONSULTING,0,0,5500,0
201500619349300775,231526668,EXECUTIVE DIVERSIONS,1870 COLT ROAD SUITE 110,MEDIA,PA,19063,CONSULTING,0,0,26500,0
201500619349300775,231526668,BLACK BAUD ANALYTICS,PO BOX 930256,ATLANTA,GA,31193,DATABASE CONSULTING FOR PROSPECTS,0,0,19200,0
201530619349300303,910564993,RuffaloCody LLC,P O Box 3018,Cedar Rapids,IA,524063018,"Performs direct mail, email and phone solicitations",0,76799,68934,7865
201540659349300524,420681046,RUFFALO CODY,65 KIRKWOOD NORTH RD SW,CEDAR RAPIDS,IA,52404,"RESEARCH, MAIL, EMAIL",0,140638,80911,59727
201520709349300217,231657958,RUFFALOCODY,65 KIRKWOOD NORTH ROAD SW,CEDAR RAPIDS,IA,52404,PHONE SOLICITATIONS,0,38730,21875,16855
201530719349300423,440617326,JF ENTERPRISES,FUNDRAISING PROJECTS,false
201520699349300502,480777079,WILSON BENNET,FUNDRAISING,false,319726,55000,264726
201500779349300430,952415066,AMY LARSON POPPYFIELD CONSULTING SERVICES,8 POPPYFIELD LANE,RANCHO SANTA MARGARITA,CA,92688,GRANT WRITER,0,114000,16000,98000
201520759349300442,941156599,RUFFALO CODY,PO BOX 3018,CEDAR RAPIDS,IA,52401,PHONE SOLICITATION,0,290337,128420,161917
201520769349300527,640428676,Westfall Group,1300 Peachtree Industrial Blvd Ste,Suwanee,GA,30024,Consulting,false,36124,-36124
201520769349300527,640428676,Westfall Gold,1300 Peachtree Industrial Blvd Ste,Suwanee,GA,30024,Consulting,false,34121,-34121
201500729349300130,390806196,RUFFALOCODY,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,PHON-A-THON,0,27984,36502,-8518
201500729349300130,390806196,THE LAWRENCE GROUP,35 MAIN STREET,NEWCASTLE,ME,04553,FUNDRAISING CONSULTING SERVICES,0,0,13967,-13967
201520729349300742,730739626,BBS & Associates,130 Springside Dr Ste 200,Akron,OH,443334543,Fundraising consulting,0,2081721,72459,2009262
201520729349300742,730739626,The FOCUS Group,521 A1A Beach Blvd,St Augustine,FL,32080,Fundraising consulting,0,0,61221,0
201540899349300534,470376551,GRAHAM PELTON CONSULTING INC,39 BIRCHWOOD RD,SUMMIT,NJ,07901,FUNDRAISING CONSULTING,0,0,191269,-191269
201500899349300745,710239576,ShareMedia Services,PO Box 46695,Eden Prairie,MN,55344,Share-a-Thon Radio Talent,0,770980,23000,747980
201530909349300818,231352621,Creative Communications,16 Sage Estates,Albany,NY,12204,consulting and planning for campaign,0,0,59507,-59507
201530909349300818,231352621,MCL Consulting,2601 Pennsylvania Avenue,Suite 1125,Philadelphia,PA,19130,consulting and planning for campaign,0,0,46842,-46842
201540919349300404,042620216,BRAVERMAN FUNDRAISING COUNSEL INC,32 CANDLEWOOD LANE,WELLS,ME,04090,FUNDRAISING CONSULTANT,0,0,96000,-96000
201530899349300023,362166962,RUFFALOCODY,65 KIRKWOOD NORTH RD SW,CEDAR RAPIDS,IA,524040000,PHONE-A-THON,false,256829,80880,175949
201540989349300024,410695524,Bentz Whaley Flessner,7251 Ohms Lane,Minneapolis,MN,55439,Advancement Consultant,0,0,30521,-30521
201540989349300024,410695524,RuffaloCODY,PO Box 718,Des Moines,IA,503030718,Software Calling System,0,0,12549,-12549
201540989349300024,410695524,Community Phonecast,800 Fourth Ave Suite 4,Grinnell,IA,50112,Community Conference Call,0,0,8739,-8739
201530879349300513,141338488,POLARIS PHILANTHROPY GROUP,420 LEXINGTON AVE STE 300,NEW YORK,NY,10170,COUNSEL ON FUNDRAISING PROCEDURES/STRATEGIES,0,5226005,166250,5059755
201530879349300513,141338488,STOCKADE CONSULTING GROUP INC,650 FRANKLIN ST STE 502,SCHENECTADY,NY,12305,COUNSEL FOR PHONE SOLICITATION AND BACK-UP,0,100191,35548,64643
201510859349300331,135562314,TELECOMP TELEFUNDRAISING,Tele- fundraising,false,234923,205096,29827
201510859349300331,135562314,HOSPITALITY RESOURCE GROUP SPECIAL,STRATEGY & EXECUTION,true,272408,38000,234408
201510859349300331,135562314,RUFFALO CODY LLC CONSULTING MARKE,Tele- Fundraising,false,63568,29935,33633
201520839349300852,420707114,PRO COM,PO BOX 27,LAMONI,IA,50140,TELEMARKETING FUNDRAISING,0,36222,21000,15222
201520989349300612,042104229,KATHY MILLER AND ASSOCIATES LLC,FUNDRAISING CONSULTING,false,44473,6096,38377
201520989349300612,042104229,WASHBURN MCGOLDRICK INC,FUNDRAISING CONSULTING,false,31780
201520919349300232,340714818,STUDDES GROUP FOR IMPACT LLC,6655 EAGLE CREEK LANE,OSTRANDER,OH,43061,FEASIBILITY STUDY AND FUNDRAISING CONSULTANTS,0,0,189885,-189885
201520869349300342,381358014,Wilson-Bennett Technology Inc,140 Professional Dr Ste 2,Cabot,AR,72023,Phonathon,0,392946,78838,314108
201520869349300737,410693979,Langley Innovat,Consulting,false,25690
201520869349300737,410693979,Appleby Arganbr,Consulting,false,15000
201520869349300737,410693979,Plus Delta Part,Consulting,false,6651
201520869349300737,410693979,false
201520869349300737,410693979,false
201531129349300433,210634981,MWW GROUP LLC,ONE MEADOWLANDS PLAZA,EAST RUTHERFORD,NJ,07073,GRANT ASSISTANCE,false,0,20538,-20538
201541059349301114,750800653,121 Services,2520 StRose,Henderson,NV,89074,Capital,false,179058
201541059349301134,590624440,Royal & Company,1920 E Parham,Richmond,VA,23228,Consulting,false,87500
201521049349300802,251120678,ADVANCEMENT SERVICES INC,1920 EAST PARHAM RD,RICHMOND,VA,23228,SEE NOTES BELOW,0,54579,91405,36826
201531039349300733,111630830,Lorelei Events Group Inc,355 Lexington Ave,3rd Floor,New York,NY,10017,"The University contracted with Lorelei Events Group, Inc. for $67,000 of fundraising fees related to the annual Insurance Leader of the Year Dinner. Additional expenses incurred by Lorelei totaling $5,168 were reimbursed by the University.",1,2067600,72168,1995432
201531039349300733,111630830,Event Journal Inc,700 Hicksville Rd,Suite 104,Bethpage,NY,11714,"The University contracted with Event Journal, Inc. for $15,575 of fundraising fees related to the annual President's Dinner.",0,1960808,23250,1937558
201521009349300537,750800689,RUFFALOCODY LLC,65 KIRKWOOD NORTH RD SW,CEDAR RAPIDS,IA,524063018,TELEMARKET,false,495371,360171,135200
201521009349300537,750800689,MARTS LUNDY INC,1200 WALL STREET WEST,LYNDHURST,NJ,07071,CONSULTING,false,37444,-37444
201511059349301106,420680412,RUFFALO CODY & ASSOCIATES,PO BOX 3018,CEDAR RAPIDS,IA,52404,PHONATHON,0,324268,79614,244654
201511049349301106,750827465,PENTERA INC,PLANNED GIFT PROGRAM,false,0,30393,-30393
201511049349301106,750827465,WASHBURN AND MCGOLDRICK INC,CONSULTING,false,0,19121,-19121
201501049349300220,951643334,Wares and Associates,150 ALTADENA DRIVE,LOS ANGELES,CA,91001,Phone SOLICITS,false,115863,22201,93662
201501049349300235,362167048,DIAMOND MARKETING SOLUTIONS INC,280 MADSEN DR,BLOOINGDALE,IL,60108,DESIGN,false,106450
201501049349300235,362167048,STAUBER DESIGN STUDIO INC,5419 W WILSON DR,CHICAGO,IL,60630,DESIGN,false,12205
201501049349300235,362167048,STACY SWEAT DESIGNS,1440 N LAKE SHORE DR,CHICAGO,IL,60610,DESIGN,false,12174
201501049349300235,362167048,BLACKBAUD,2000 DANIEL ISLAND DR,CHARLESTON,SC,29492,RESEARCH,false,11410
201501049349300235,362167048,ELLUCIAN SUPPORT INC,4 COUNTRY VIEW RD,MALVERN,PA,19355,RESEARCH,false,10261
201501049349300235,362167048,RIDER DICKERSON,626 S CLARK ST,CHICAGO,IL,60605,DESIGN,false,8365
201501049349300235,362167048,GRENZEBACH GLIER ASSOC I,55 W WACKER DR,CHICAGO,IL,60601,CONSULTING,false,7429
201501019349300605,440567385,JACK HAYES,SEE PART IV,true,41723
201501019349300605,440567385,CARL W SINGER,SEE PART IV,true,36000
201501019349300605,440567385,GRANVILLE H WATSON JR,SEE PART IV,true,39009
201501019349300605,440567385,STEPHEN M WHISLER,SEE PART IV,true,12064
201501039349300210,150545841,HARVEST FRC INC,CONSULTANT,false,25550
201501119349300145,951921340,GRENZEBACH GLIER & ASSOCIATES INC,401 N MICHIGAN AVENUE,CHICAGO,IL,60611,FUNDRAISING PROGRAM CONSULTING,0,0,44755,-44755
201501119349300145,951921340,MARTS & LUNDY,1200 WALL ST WEST,LYNDHURST,NJ,07071,FUNDRAISING PROGRAM CONSULTING,0,0,39006,-39006
201511129349300436,221508627,RUFFALO CODY,65 KIRKWOOD NORTH ROAD,CEDAR RAPIDS,IA,52404,TELEMKTING,false,116793,54142,62651
201511129349300436,221508627,GRAHAM PELTON ASSOCIATES INC,39 BEECHWOOD ROAD,SUMMIT,NJ,07901,STATEGIC ADVICE,false,0,33117,-33117
201511129349300436,221508627,ROYALL COMPANY,1920 EAST PARHAN ROAD,RICHMOND,VA,23228,RECRUITMENT,false,50127,-50127
201511039349301351,910236600,IGNATIAN CONSULTING,5518 S GARFIELD,SPOKANE,WA,99223,GIF/MARKETING CONSULTING SERVICE,0,0,33625,-33625
201511039349301351,910236600,BENTZ WHALEY FLESSNER,7251 OHMS LANE,MINNEAPOLIS,MN,55439,CAMPAIGN CONSULTING,0,0,8030,-8030
201531039349300443,590624458,RuffaloCody LLC,65 Kirkwood N Rd SW,Cedar Rapids,IA,52404,Campaign Management,0,546442,414944,131498
201511209349300246,941358307,Brakely Briscoe,85 Camp Ave 9H,Stamford,CT,06907,F/R services,false,49001
201511209349300246,941358307,Char Devl Cons,Box 1486,Frederick,MD,21702,Planned Giving,false,18769
201511209349301011,060662150,WILSOM-BENNETT TECHNOLOGY INC,140 PROFESSIONAL DRIVE STE 2,CABOT,AR,72023,PHONATHON,1,14325,13250,0
201511269349301446,710236896,Wilson- Bennet,104 S Apple,Searcy,AR,72143,phonathon,false,106501
201511269349301446,710236896,PhilanthroCorp,111 S Tejon St Ste 520,Colorado Springs,CO,80903,mailout teleconference,false,31000
201511279349301381,420703280,RUFFALOCODY,65 KIRKWOOD N RD SW,CEDAR RAPIDS,IA,52404,OUTSOURCE OF PHONATHON,0,88798,22762,66036
201531149349300323,540129860,CAPITAL DEVEL SERVICES INC,633 W 4TH,WINSTONSALEM,NC,27101,CONSULTING ON CAPITAL CAMPAIGN,0,0,12069,0
201531149349300323,540129860,THE VIRGINIA COLLEGE FUND,4900 AUGUSTA AVE,RICHMOND,VA,23230,SOLICITS FOR FINANCIAL SUPPORT,0,0,61273,163090
201541149349300514,231365954,CASE CONSULTING SERVICES,9912 GEORGETOWN PIKE SUITE 202-C,GREAT FALLS,VA,22066,"ORGANIZATIONAL PLANNING,CAMPAIGN ANALYSIS & PROFESSIONAL DEV",0,0,104062,-104062
201541149349300514,231365954,WASHBURN & MCGOLDRICK INC,950 NEW LOUDON ROAD SUITE 210,LATHAM,NY,12110,STRATEGIC CONSULTING FOR PLANNED GIVING,0,0,25244,-25244
201541149349300514,231365954,CHARITABLE DEVELOPMENT CONSULTING,PO BOX 1486,FREDERICK,MD,21702,STRATEGIC CONSULTING FOR PLANNED GIVING,0,0,13372,-13372
201501279349301505,943204136,GARY BESS ASSOCIATES,6931 SKYWAY,PARADISE,CA,95969,GRANT WRITING,0,0,21600,-21600
201531259349300543,560532314,Ruffalo Cody,PO Box 3018,Cedar Rapids,IA,52406,Phone solicitations for annual fund,0,47935,22872,25063
201541279349302104,231352683,MARTS LUNDY 1200 WALL ST LYNDHU,GENERAL CONSULTING,false,24613914,38106,24575808
201541279349302104,231352683,VALERIE M JONES ASSOCIATES 210 IDL,GENERAL CONSULTING,false,726479,5444,721035
201541279349302104,231352683,KIMBIA 1050 EAST 11TH ST Suite 20,GENERAL CONSULTING,false,312607,25160,287447
201511249349300871,240795445,THINK BROWNSTONE INC,201 FAYETTE ST 2ND FLOOR,CONSHOHOCKEN,PA,19428,Campaign strategy,false,34000
201511249349300871,240795445,THE NAPA GROUP,39 PEARL COURT,NOVATO,CA,94947,Campaign strategy,false,62444
201511249349300871,240795445,PENTERA INC,8650 COMMERCE PARK PLACE SUITE G,INDIANAPOLIS,IN,46268,MARKETING CONSULTING,false,5000
201521219349300137,341018992,ADVANCEMENT SERVICES INC,1920 EAST PARHAM ROAD,RICHMOND,VA,23228,CONSULTING SERVICES,0,485545,-485545
201521219349300137,341018992,ROGER CERNE,7690 MOUNTAIN ASH DRIVE,CONCORD,OH,44060,PROFESSIONAL SOLICITATION,false,0,112282,-112282
201521219349300137,341018992,GRENZEBACH GLIER & ASSOCIATES,401 NORTH MICHIGAN AVENUE,CHICAGO,IL,60611,CONSULTING SERVICES,false,0,43551,-43551
201521219349300202,310536715,RUFFALOCODY,65 KIRKWOOD NORTH ROAD SW,CEDAR RAPIDS,IA,52404,TELEFUND,false,766666,288228,478438
201531269349300943,020222120,Ruffalo Cody,PO Box 3018,Cedar Rapids,IA,52406,Phone Solicitation for Fundraising,0,94015,30275,63740
201531279349300403,060646829,PAMELA P WEST,CONSULTING,false,33465,60000,-26535
201531279349300403,060646829,KAREN BUCK,CONSULTING,false,5000,77000,-72000
201521629349300312,951644037,RUFFALOCODY,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,PROGRAM FUNDRAISING,0,222284,253565,-31281
201501199349301020,221494428,RUFFALOCODY,PO BOX 3018,CEDAR RAPIDS,MI,524063018,FUNDRAISING,false,44698,56059,-11361
201531639349300228,362167854,RUFFALOCODY,1025 KIRKWOOD PKWY SW,CEDAR RAPIDS,IA,52404,FUNDRAISING,false,175221,171469,3752
201501319349300825,510197108,SEXTON BLUM AND ASSOCIATES,CONSULTING,false,75888
201501319349300825,510197108,ED GILLENWATER PARTNERS,CONSULTING,false,5000
201501319349302570,041081650,MARTS LUNDY 1200 WALL ST W LYND,1200 WALL STREET,W LYNDHURST,NJ,07071,FUNDRAISING SURVEY,false,0,72868,-72868
201501329349301100,050258810,HARRIS CONNECT,PHONATHON SERVICES,false,153950,103088,50862
201501329349301100,050258810,GRENZBACH GLIER ASSOCIATES,FUNDRAISING CONSULTING,false,167789,-167789
201521769349300802,111630741,RUFFALO CODY - SEE PART IV,PHONATHON,false,118334,162700
201521769349300802,111630741,BENTZ WHALEY FLESSNER,CONSULTING,false,0,24239
201511539349300616,370662594,RUFFALO NOEL LEVITZ LLC,65 KIRKWOOD NO RD SW,CEDAR RAPIDS,IA,52406,TELEFUNDRA,false,211374,78000,133374
201511539349300616,370662594,JOHNSON GROSSNICKLE AND ASSOCIATES,JOHNSON GROSSNICKE AND ASSOCIATES,29 SOUTH PARK BLVD,GREENWOOD,IN,46143,CONSULTANT,false,17016,-17016
201501349349304480,221529785,RUFFALOCODY ASSOCIATES,PHONATON DIRECT MAIL,false,98650,20683,77967
201501329349303325,620497990,Kent Dove,2910 E Olcott Blvd,Bloomington,IN,47401,Consulting,0,0,32000,-32000
201531269349301703,941156566,Bentz Whaley Flessner Inc,7251 Ohms Lane,Minneapolis,MN,55439,Consulting,false,24181
201511339349304781,250965438,DEE JAY OSHRY,1532 ASBURY PLACE,PITTSBURGH,PA,15217,CAMPAIGN SUPPORT,0,0,37578,-37578
201521329349304407,640303069,Ruffalocody,65 Kirkwood North Rd,Cedar Rapids,IA,52406,Telemarket Svc Agr,false,23607,36443
201501349349303165,810235407,Gonser Gerber,1776 Legacy Cir,Naperville,IL,60563,General Consult,false,65925
201501349349303165,810235407,Ruffalo CODY,PO 3018,Cedar Rapi,IA,52406,Phonathon,false,31294,24309,6985
201511339349306106,951664112,MARTS LUNDY INC,DESIGN CAMPAIGN,false,0,71689,0
201501349349303195,042463847,Alyssa Walker,115 Old Farm Circle,Williamsville,NY,14221,Grant Writing,0,0,9863,9863
201501349349303195,042463847,The Focus Group,521 A1A Beach Blvd,St Augustine,FL,32080,Comprehensive Campaign Planning,0,0,6389,6389
201501349349303195,042463847,The DeMoss Group,3343 Peachtree Road NE Suite 1000,Atlanta,GA,30326,Comprehensive Campaign Planning,0,0,44902,44902
201501349349303195,042463847,William R Hausman,10 Wallace Road,Rockport,MA,01966,Comprehensive Campaign Planning,0,0,42518,42518
201521319349302677,361557840,Ter Molen Watkins adn Brandt LLC,Two North Riverside Plaza,Chicago,IL,60606,Firm provides consulting advice on fundraising to the university.,0,0,32155,-32155
201511349349302786,410711610,THE PURSUANT GROUP,PO BOX 203421,DALLAS,TX,75320,MARKETING,0,2791508,1142604,1648904
