object_id,ein,OrgnztnBsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,FndrsrActvtyInf_ActvtyTxt,FndrsrActvtyInf_FndrsrCntrlOfFndsInd,FndrsrActvtyInf_GrssRcptsAmt,FndrsrActvtyInf_RtndByCntrctrAmt,FndrsrActvtyInf_NtTOrgnztnAmt
201723259349300002,041843040,INGEBORG REICHENBACH ITHACA NY 148,CONSULTING,false,70246
201723259349300002,041843040,BLACKBAUD INC CarLsbadCA 92009,CONSULTING,false,10108
201713189349305446,416011702,GRAY PLANT MOOTY,500 IDS CENTER 80 SOUTH 8TH ST,MINNEAPOLIS,MN,55402,CONSULTS ON LEGAL ISSUES,0,0,12108,-12108
201713189349305446,416011702,MAUREEN OTIS,4850 WRIGHT RD STE 168,STAFFORD,TX,77477,CONSULTS ON LEGAL ISSUES,0,0,14338,-14338
201713189349305446,416011702,PMX AGENCY FKA PARADYSZ MATERA COMPANY INC,5 HANOVER SQUARE 6TH FLOOR,NEW YORK,NY,10004,CONSULTING,0,0,14529,-14529
201713189349305446,416011702,CCAH (CHAPMAN CUBINE AND HUSSEY),2000 15TH STREET NORTH SUITE 550,ARLINGTON,VA,22201,CONSULTING,0,0,197150,-197150
201713189349305446,416011702,TARGET MARKETEAM INC,600 NORTHPARK TOWN CTR1200 ABERNAT,ATLANTA,GA,30328,CONSULTING,0,0,333500,-333500
201713189349305446,416011702,FOLEY AND LARDNER,ONE INDEPENDENT DR SUITE 1300,JACKSONVILLE,FL,32202,CONSULTS ON LEGAL ISSUES,0,0,74744,-74744
201713189349305446,416011702,THE STELTER COMPANY,10435 NEW YORK AVE,DES MOINES,IA,50322,DIRECT MAIL SERVICES,0,0,65033,-65033
201723099349300162,540808239,NADJA GUTOWSKI,2000 BREMO ROAD SUITE 105,RICHMOND,VA,23226,FUNDRAISING AND MARKETING,0,48390,29100,19290
201723099349300162,540808239,JANIE W DOWDY,2000 BREMO ROAD SUITE 105,RICHMOND,VA,23226,FUNDRAISING AND MARKETING,0,0,0,0
201733329349300768,750851900,RuffaloCody LLC,1025 KIRKWOOD,CEDARRAPID,IA,52404,Fundraising,false,163924,96887,67037
201713189349304606,131740126,CHANGING OUR WORLD,PLANNING,false
201703119349302515,540129860,THE VIRGINIA COLLEGE FUND,4900 AUGUSTA AVE,RICHMOND,VA,23230,SOLICITS FOR FINANCIAL SUPPORT,0,162819,57849,104969
201703049349300120,350715530,WILSON BENNETT TECHNOLOGY,PHONATHON,false,185182,45000,140182
201840389349301314,410693960,Ruffalo Noel Levitz,1025 Kirkwood Pkwy SW,Cedar Rapids,IA,50303,Call center solitication,0,0,54019,-54019
201840389349301314,410693960,Abbey Showalter-Loch,5204 Vincent Ave S,Minneapolis,MN,55410,Consultant,0,0,27850,-27850
201830309349300513,620476666,REED CONSULTING,11933 Southridge Drive,Little Rock,AR,72212,PAYMENTS FOR CONSULTING SERVICES,0,0,66000,-66000
201830309349300513,620476666,WILSON-BENNETT TECHNOLOGY,140 PROFESSIONAL DR 2,CABOT,AR,72023,PAYMENTS FOR FUNDRAISING SERVICES,0,0,105000,-105000
201830309349300513,620476666,Arnoult & Associates,1662 Autumn Avenue Suite 100,Memphis,TN,38112,PAYMENTS FOR CONSULTING SERVICES,0,0,22000,-22000
201800439349300340,391399196,Wilson-Bennett Technology,140 Professional Drive,Cabot,AR,72023,Consult on Phone-Athon,0,0,93259,-93259
201810389349300041,390806202,McAllister & Quinn,1030 15th Street NW,Washington,DC,20005,Federal and foundation grant submission and procurement serv,0,27500,90546,-63046
201810389349300041,390806202,Bentz Whaley Flessner & Associates,7251 Ohms Lane,Minneapolis,MN,55439,Campaign and strategic services,0,0,49764,-49764
201713129349301526,340714585,BLACKBAUD,2000 DANIEL ISLAND DR,CHARLESTON,SC,29492,ONLINE GIVING,0,2922472,224458,2698014
201713129349301526,340714585,RR DONNELLEY,111 SOUTH WACKER DRIVE,CHICAGO,IL,60606,DIRECT MAIL,0,346174,937813,-591639
201713129349301526,340714585,HARRIS CONNECT LLC,1511 ROUTE 22 STE C-25,BREWSTER,NY,10509,PHONE SOLICITATION,0,206121,362454,-156333
201800259349300735,042108346,GERALD D'AMICO,358 SALISBURY STREET,WORCESTER,MA,01609,FUNDRAISER,0,0,30000,-30000
201830449349300538,131988190,amy gordon,5 Horizon Road Suite 2402,FORT LEE,NJ,07024,Soliciting,0,0,16900,-16900
201830449349300538,131988190,FUTURE FUNDS LLC,129 BAThGATE STREET,STATEN ISLAND,NY,10312,Fundraising Planning,0,0,300000,-300000
201810459349301626,610444650,AMERGENT,9 CENTENNIAL DR,PEABODY,MA,01960,DONOR AND ACQUISITION AND RETENTION,false,473375,-473375
201810459349301626,610444650,ADVISORY BOARD CO,PO BOX 79461,BALTIMORE,MD,212790461,"RESEARCH, CONSULTING AND MANAGEMENT SERVICES",false,21500,-21500
201810459349301626,610444650,Alexander Haas Martin and Partners Inc,3520 Piedmont Rd NE Ste 300,Atlanta,GA,30305,Consulting Services,false,18806,-18806
201810459349301626,610444650,Thomas A Chaves,1001 Kennedy Ct,Jeffersonville,PA,19403,Consulting Services,false,20562,-20562
201810459349300801,231585611,GRENZEBACH GLIER AND ASSOCIATES,401 N MICHIGAN AVENUE,CHICAGO,IL,60611,PROVIDES FUNDRAISING ANALYTICS,0,0,82350,0
201810459349300801,231585611,KARMA AGENCY,230 SOUTH BROAD ST SUITE 1500,PHILADELPHIA,PA,19102,PROVIDES CAMPAIGN-RELATED RESOURCES,0,0,115059,0
201743549349300414,750827421,Todd Dexter Associates,17950 Preston Rd Ste 340,Dallas,TX,75252,Process Direct Mail,false,2179280,354262,1825018
201743549349300414,750827421,Next After LLC,6175 Main St Ste 385,Frisco,TX,750343442,Consultation,false,1007486,153175,854311
201743549349300414,750827421,Westfall Group Inc,1300 Peachtree Indust Blvd Ste 3216,Suwanee,GA,30024,Event Consulting,false,102442,-102442
201820439349300202,042104258,Paul Veerman,259 Grovefield Drive,Fort Mill,SC,29715,Individual donor gift solicitation,0,512942,72328,440614
201743179349300339,362167773,RUFFALO NOEL LEVITZ,PO BOX 718,DES MOINES,IA,503030718,STAFF AND MANAGEMENT OF PHONATHON,0,0,93423,0
201713109349301911,420680408,The Stelter Company,10435 New York Avenue,Des Moines,IA,50322,Planned giving website and newsletter,0,0,6442,-6442
201713109349301911,420680408,Crescendo Interactive Inc,110 Camino Ruiz,Camarillo,CA,93012,Planned giving website and newsletter,0,0,5500,-5500
201713109349301911,420680408,Ruffalo Noel Levitz LLC,1025 Kirkwood Parkway SW,Cedar Rapids,IA,52404,Phone-a-thon,0,0,11004,-11004
201830169349300628,560532303,RUFFALO NOEL LEVITZ,PO BOX 3018,CEDAR RAPIDS,IA,52406,CONSULTATION,false,0,17893,-17893
201830449349301708,951744369,Crescendo Interactive Inc,110 Camino Ruiz,Camarillo,CA,93012,Consulting,0,0,5577,-5577
201830449349301708,951744369,Randy Huston,4345 W Chama Dr,Glendale,AZ,85310,Consulting,0,0,36000,-36000
201820129349300117,410695509,RUFFALO NOEL LEVITZ LLC,PO BOX 3018,CEDAR RAPIDS,IA,52406,PHONATHON CALL SYSTEM,0,0,11045,-11045
201820129349300117,410695509,CAMPBELL & COMPANY,ONE WACKER DR SUITE 2100,CHICAGO,IL,60601,STRATEGIC COUNSEL & CASE DEVELOPMENT,0,0,24828,-24828
201820859349300012,420680335,GRENZEBACH GLIER & ASSOCIATES,PO BOX 88277,CHICAGO,IL,60680,CAMPAIGN FEASABILITY STUDY,0,0,62862,-62862
201820859349301112,640428676,Westfall Group,Consulting,false
201820859349301112,640428676,Westfall Gold,Consulting,false
201820859349301112,640428676,Westfall Productions,Consulting,false
201820859349301112,640428676,Westfall Speakers,Consulting,false
201810549349300436,440589787,THE FOCUS GROUP INC,CONSULTING,false,1980854,107923,1872931
201810549349300436,440589787,BBS ASSOCIATES,CONSULTING,false,214488,10410,204078
201820689349301257,951644035,Westfall Group,PO Box 341,Suwanee,GA,30024,Fundraising and event management,0,0,32600,-32600
201800679349300825,350868095,JOHNSON GROSSNICKLE AND ASSOCIATES,CONSULTING,false,77228
201800679349300825,350868095,212 MEDIA STUDIOS,MARKETING,false,94096
201800859349300215,941156599,Wilson-Bennett Technology Inc,2239 Bill Foster Memorial Hwy W,Cabot,AR,72023,Phonathon,0,139768,110000,29768
201830829349300613,540573801,FMB ADVERTISING,145 S GAY STREET,KNOXILLE,TN,37902,MAIL / PHONE FUNDRAISER,0,0,92708,-92708
201830829349300613,540573801,JESSICA C HASTINGS AKA COLEMAN HAS,905 TURKEY FOOT ROAD,LEXINGTON,KY,40502,PHONE FUNDRAISER,0,0,51514,-51514
201830829349300613,540573801,PRINTING & GRAPHICS COMPANY,7813 DELANO ROAD,CLINTON,MD,20735,MAILING HOUSE,0,0,1051,-1051
201830669349300143,430356250,WILKENSON GROUP LLC,CONSULTING,false,120000,74998,45002
201830669349300143,430356250,MARTS LUNDY INC,CONSULTING,false,0,65448,0
201830669349300143,430356250,RUFFALO NOEL LEVITZ,TELE- FUNDRAISING,false,103757,56475,47282
201800659349300040,344427516,REGISTRY FOR COLLEGE AND UNIVERSITY,SEE PART IV,false,198597
201800869349300500,580566143,Dr John S Burd,2900 Club Place,Gainesville,GA,30506,Consultant/Contractor soliciting gifts of art,0,249595,22096,227499
201800869349300500,580566143,Coxe Curry & Associates,191 Peachtree Street NE,Atlanta,GA,30303,Consultant for Capital Campaign,0,0,84779,-84779
201800869349300905,160746864,RUFFALO NOEL LEVITZ,ONE GROVE STREET,PITTSFORD,NY,14534,PHONE SOLICITATION,0,0,83000,56748
201810859349300711,362170136,Ruffalo Noel Levitz LLC,PO Box 718,Des Moines,IA,503030718,PHONE SOLICITING,false,36142,27291,8851
201810859349300711,362170136,WASHBURN & MCGOLDRICK LLC,950 NEW LOUDON ROAD Suite 210,LATHAM,NY,12110,CONSULT ON RAISING FUNDS,false,21548,-21548
201800889349301100,362169157,WILSON-BENNETT TECH INC,206 W PLAZA BLVD SUITE C,CABOT,AR,72023,PHONATHON,false,58394,46827,11567
201820509349300632,362167048,Blackbaud Inc,2000 Daniel Island Dr,Charleston,SC,29492,SFTW ANLYS,false,5000
201820509349300632,362167048,Grenzebach Glier Assoc,55 W Wacker Dr,Chicago,IL,60601,Consulting,false,14102
201820509349300632,362167048,RR Newkirk Co,8695 S Archer Ave,Willow Springs,IL,60480,Marketing,false,12395
201820509349300632,362167048,Pledgemine,784 Oak Creek Dr,Lombard,IL,60148,Marketing,false,19752
201820509349300632,362167048,Marketing Communication Reso,4800 E 345th St,Willoughby,OH,44094,Marketing,false,137126
201840259349301314,420681046,RUFFALO NOEL LEVITZ,1025 PARKWAY SW,CEDAR RAPIDS,IA,52404,"RESEARCH, MAIL, EMAIL",0,110806,78134,32672
201820729349300307,750851900,RuffaloCody LLC,1025 KIRKWOOD,CEDARRAPID,IA,52404,Fundraising,false,163924,96887,67037
201820889349300107,741159753,RUFFALO NOEL LEVITZ,65 KIRKWOOD N RD SW PO BOX 3018,CEDAR RAPIDS,IA,524063018,ON CAMPUS PHONE MANAGEMENT,false,263827,279970,-16143
201820889349300107,741159753,MY EVENT CENTRAL,4715 N MEADOW RIDGE CIRCLE,MCKINNEY,TX,75070,EVENT MANAGEMENT,false,9300,5250,4050
201820889349300107,741159753,DONALD TRULL,8706 BLOOMFIELD TURN,MISSOURI CITY,TX,774596042,CONSULTING SERVICES FOR ATHLETIC PROJECTS,false,0,20000,-20000
201820889349300107,741159753,Fund Raisers Sports,PO Box 8836,Boise,ID,83707,CHRISTMAS ORNAMENT FUNDRAISER,false,115632,27723,87909
201840449349300149,340868798,MCALLISTER & QUINN,1368 NORTH WASHINGTON AVE,SCRANTON,PA,18509,GRANT SOLICITATION,0,0,72870,0
201800939349300020,362167804,LATZ WALL,954 W WASHINGTON BLVD STE 750,CHICAGO,IL,60607,CONSULTING,false,39557
201810979349300416,160743045,BENTZ WHALEY FLESSNER INC,7251 OHMS LANE,MINNEAPOLIS,MN,55439,CONSULTED ON CAPITAL CAMPAIGN,0,0,17415,-17415
201800899349300715,370661496,Bentz Whaley Flessner,PO Box 718,Des Moines,IA,503030718,Consulting on gift programs,0,0,5625,0
201800899349300715,370661496,Plus Delta Partners,6965 El Camino Real Suite 105-488,Carlsbad,CA,92009,Staff Training,0,0,30373,0
201831029349300243,410695524,Reeher LLC,VB Box 159 PO Box 9202,Minneapolis,MN,554809202,Advancement Consultant,0,0,62000,-62000
201831029349300243,410695524,Bentz Whaley Flessner and Associates Inc,7251 Ohms Lane,Minneapolis,MN,55439,Advancement Consultant,0,0,32883,-32883
201840999349300324,042104149,royall & company,1920 e parham road,richmond,VA,23229,fundraising,0,0,17329,0
201840999349300304,240795506,harvest fundraising counsel inc,82 colonial drive,newtown,PA,18940,consulting services,0,0,33000,-33000
201820969349300722,580566205,RH BOLTON,GALA CONSULTANT,false,872581,15000,857581
201840549349300814,370864020,Ramona Munsell & Associates LLC,5208 Village Parkway,Rogers,AR,727588199,Services in connection with securing federal grant funds,0,1172642,39183,1133459
201810949349300111,231352621,Steege Thompson Communications Inc,230 S Broad Street,Suite 200,Philadelphia,PA,19102,Consulting and planning for capital campaign,0,0,130555,-130555
201800949349301000,042103585,Benefactor Group,450 S Front St,COlumbus,OH,43215,fundraising counsel,0,0,33594,0
201840999349300679,250965376,MEYER PARTNERS LLC,1701 E WOODFIELD RD SUITE 425,SCHAUMBURG,IL,60173,ANNUAL FUND CONSULTANT,0,303232,62611,240621
201830649349300608,240795406,Ruffalo Noel Levitz,1025 kirkwood parkway sw,cedar rapids,IA,52404,Phonathon,0,96034,67646,28388
201830649349300608,240795406,Snavely Associates,112 W Foster Ave 401,State College,PA,16801,Capital Campaign consultant,0,0,122534,122534
201830649349300608,240795406,Marts & Lundy,1200 Wall St W,Lyndhurst,NJ,07071,Capital Campaign consultant,0,0,41166,41166
201830899349300213,560556753,HANOVER RESEARCH COUNCIL,4401 WILSON BLVD 4TH FLOOR,ARLINGTON,VA,22203,GRANT RESEARCH,0,0,48750,-48750
201830899349300213,560556753,EASYFISH MARKETING,110 CAMINO RUIZ,CAMARILLO,CA,93102,ALUMNI DATABASE WORK,0,0,6608,-6608
201830899349300213,560556753,BEN ROBERT BEAVER,7 FALBROOK CT,IRMO,SC,29063,ADVANCEMENT CONSULTING,0,0,5683,-5683
201800759349300330,042111203,Pentera Inc,8650 Commerce Park Place,Suite G,Indianapolis,IN,46268,Planned giving consulting,0,0,24697,-24697
201810689349300306,231352613,SR WODJAK,200 SOUTH BROAD ST STE 850,PHILAELPHIA,PA,19102,GRANT SOLICITATION,0,0,62522,-62522
201800719349300735,370661211,BENTZ WHALEY FLESSNER INC,7251 OHMS LANE,MINNEAPOLIS,MN,55439,CAMPAIGN COUNSEL,0,0,0,58745
201820999349300432,620518288,Thompson and Associates,112 Westwood Place,Suite 250,Brentwood,TN,370275327,Estate planning consulting,0,0,66000,-66000
201800599349301000,411261358,Kaul Consulting LLC,PO BOX 198,Afton,MN,55110,Construction of new Mechanical Building,0,52000,0,52000
201810669349300021,480777079,WILSON AND BENNET,FUNDRAISING,false,280496,55000,225496
201810669349300021,480777079,KELLER MCINTYRE ASSOCIATES,FUNDRAISING,false,91731
201840449349301109,941585735,RUFFALO NOEL LEVITZ,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,TELEMARKETING,0,37941,59062,-21121
201801029349300045,440567385,MR JACK L HAYS,SEE PART IV,true,41608
201801029349300045,440567385,GRANVILLE H WATSON JR,SEE PART IV,true,41211
201801029349300045,440567385,STEPHEN WHISLER,SEE PART IV,true,7500
201811009349301021,742016083,ADVOCACE MEDIA LLC,702 SOUTH DENTON TAP ROAD,COPPELL,TX,75019,DIRECT MAIL CONSULTING,0,0,0,0
201811009349301021,742016083,KATHYM TABOR,661 BERING,HOUSTON,TX,77057,EVENT PLANNING,0,0,0,0
201811009349301021,742016083,GIDEONSTONE LLC,3714 BLACKBERRY COURT,MISSOURI CITY,TX,77459,"FUNDRAISING COUNSEL, PROPOSAL WRITING",0,0,0,0
201820739349300342,710239576,ShareMedia Services,PO Box 46695,Eden Prairie,MN,55344,Share-a-Thon Radio Talent,0,1074098,22151,1051947
201801029349300930,750800689,RUFFALO NOEL LEVITZ LLC,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,TELEMARKET,false,515242,351953,163289
201801029349300930,750800689,GRENZEBACH GLIER ASSOCIATES,401 N MICHIGAN AVE STE 2800,CHICAGO,IL,60611,CONSULTING,false,111316,-111316
201801029349300930,750800689,MARTS LUNDY INC,1200 WALL STREET WEST,LYNDHURST,NJ,07071,CONSULTING,false,34768,-34768
201820979349300602,381367080,RUFFALO NOEL LEVITZ,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,PHONE CENTER,0,134412,75000,59412
201810819349301201,340714818,SUDDES GROUP FOR IMPACT LLC,6655 EAGLE CREEK LANE,OSTRANDER,OH,43061,"CAMPAIGN PREP-MESSAGING,TRAINING,TRACKING AND DOCUMENTATION.",0,0,125000,-125000
201810819349301201,340714818,MARTS & LUNDY INC,1200 WALL STREET WEST,LYNCHHURST,NJ,07071,CONSULTING FOR A DEVELOPMENT PROGRAM,0,0,35200,-35200
201810819349301201,340714818,DIEGO VON STAUFFENBERG,201 W MONTGOMERY AVENUE,ROCKVILLE,MD,20850,DEVELOPMENT,0,0,40000,-40000
201841029349300239,020263136,Brian Rusk,340 Wellingwood Drive,East Amherst,NY,14051,Personal Solicitation,0,25000,24000,1000
201841029349300239,020263136,Robert Pettigrew,117 Middle Road,Hancock,NH,03449,Personal Solicitation,0,6000,20000,-14000
201810519349300881,730739626,The Timothy Group Inc,1663 Sutherland Dr SE,Grand Rapids,MI,495084904,Fundraising consulting,0,869057,10051,859006
201810519349300881,730739626,Byron R Whisler,10850 Church Street 1203,Rancho Cuamonga,CA,91730,Fundraising consulting,0,0,73500,-73500
201820959349300342,480623882,COMMUNITY COUNSELING SERVICE CO LL,CAPITAL CAMPAIGN,false
201830819349300548,135562314,Ruffalo Noel Levitz,1025 Kirkwood Parkway SW,Cedar Rapids,IA,52404,Telefundrai sing,false,136022,310898,174876
201820399349300947,382410852,Ruffalo Noel Levitz,1025 Kirkwood parkway,Cedar Rapids,IA,52404,Phone Solicitation,0,123404,99907,23497
201820399349301062,440545914,GONSER GERBER LLP,CONSULTANT,false,32190
201703129349301625,362167792,Pursuant Group,PO Box 203421,Plano,TX,75320,Direct mail,false,7622437,560483,7061954
201703129349301625,362167792,Messenger Media,869 Schaumburg,Schaumburg,IL,60194,Consulting,false,616013,183228,432785
201703129349301625,362167792,Roger Kemp & Co,31255 Cedar Val,Westlake V,CA,91362,Consulting,false,90500
201703129349301625,362167792,Advocace,702 S Denton Tap Road,Coppell,TX,75019,Consultant,false,84000
201703129349301625,362167792,Five Q,PO Box 346,Atlantic,IA,50022,Consulting,false,69750
201703129349301625,362167792,Timothy Group,1663 Sutherland,Grandrapid,MI,49508,Consulting,false,1440102,60000,1380102
201703129349301625,362167792,Donor Care Center Inc,4535 Strausser Street,North Canton,OH,44720,Calling Donors,false,63470,52679,10791
201810599349300711,141338309,Stockade Consulting Group,650 Franklin Street,Schenectady,NY,12305,The entity assists with phone solicitation for the Albany Law School's annual fund campaign.,0,69602,26181,43421
201840319349301149,231352698,Wilson Bennett,PHONATHON,false
201840749349300749,530196583,RUFFALO NOEL LEVITZ LLC,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,PHONE PROGRAM,0,169560,164234,5326
201840749349300749,530196583,THE STELTER COMPANY,10435 NEW YORK AVENUE,DES MOINES,IA,50322,PLANNED GIVING NEWSLETTER AND DIGITAL MARKETING PLATFORM,0,0,18019,-18019
201841359349301734,951642394,RUFFALO CODYNOEL LEVITZ,PHONE SOLICIT.,false,1007715,607325,400390
201801299349302025,221494434,TELECOMP INC,3375 BRIGHTON HENRIETTA TOWNLINE RD,ROCHESTER,NY,14623,SOLICIT DESIGN,false,114841,95458,19383
201801299349302025,221494434,THE PHONATHON LLC,455 NW 35TH STREET,SUITE 104,BOCA RATON,FL,33431,SOLICIT,false,27878,-27878
201800449349300120,370673484,RUFFALO NOEL LEVITZ LLC,PO BOX 718,DES MOINES,IA,50303,CONSULTING,0,55772,34960,20812
201821349349301617,060646829,RONALD JOYCE,309 OAKWOOD DR,YARMOUTH,ME,04096,FUNDRAISING ADVISOR,false,21750
201841239349300719,381358014,Wilson-Bennett Technology Inc,140 Professional Dr Ste 2,Cabot,AR,72023,Phonathon,0,262742,68662,194080
201801229349301425,141338488,STOCKADE CONSULTING GROUP INC,650 FRANKLIN ST STE 201,SCHENECTADY,NY,12305,COUNSEL FOR PHONE SOLICITATION AND BACK-UP,0,46679,32137,14542
201821229349301487,361557840,Ter Molen Watkins and Brandt,Two North Riverside Plaza,Chicago,IL,606062649,Consulting,1,0,50147,-50147
201831239349301168,440617326,JF ENTERPRISES,FUNDRAISING PROJECTS,false
201830319349300923,131628149,Blackbaud Inc,2000 Daniel Drive,Charleston,SC,29462,Fundraising Analyst,0,0,7550,-7550
201830319349300923,131628149,Jaime M Grant,3318 New Hampshire Avenue NW,washington,DC,200101510,Development Counsel,0,0,8520,-8520
201830319349300923,131628149,Development Guild Ddi Inc,233 Harvard Street,Suite 107,Brookline,MA,02446,Campaign Counsel,0,0,60337,-60337
201830319349300923,131628149,Columbia University,116th Street and Broadway,New York,NY,10027,Telemarketing,0,143399,62863,80536
201821229349301647,061519057,The Garrow Company,6419 S Garfield Avenue,Willowbrook,IL,60527,Consulting,0,0,46361,-46361
201821039349301102,750827465,Grenzebach Glier & Associates Inc,401 N Michigan Avenue Suite 2800,Chicago,IL,60611,FUND RAISING CONSULTING,false,0,65976,-65976
201821039349301102,750827465,PAVLOV ADVERTISING LLC,707 W Vickery Blvd Suite 103,Fort Worth,TX,76104,MARKETING AND FUND RAISING,false,0,17528,-17528
201821039349301102,750827465,ZURI GROUP,328 NW Bond Street Suite 200,Bend,OR,97701,FUND RAISING STRATEGY,false,0,111418,-111418
201821039349301102,750827465,THE HELEN BROWN GROUP,48 SUMMER STREET SUITE 2,WATERTOWN,MA,02472,ADVANCEMENT CONSULTING,false,0,16579,-16579
201821039349301102,750827465,WASHBURN AND MCGOLDRICK INC,24 N BRYN MAWR AVENUE 252,BRYN MAWR,PA,19010,ADVANCEMENT CONSULTING,false,0,24359,-24359
201821039349301102,750827465,Reputation Dynamics,85 Adams Street 12B,Brooklyn,NY,11201,Professional Fund Raising Services,false,0,66000,-66000
201821039349301262,951643334,Stockade Consulting Group,650 Franklin St,Schenectady,NY,12301,Phone Solicitatio,false,30415,23419,6997
201811029349300506,520591661,CHRISTINE LAMBERT PENTINO,GIVING CONSULT,false,12163
201811029349300506,520591661,THE PURSUANT GROUP,GIVING CONSULT,false,11625
201811029349300506,520591661,EVER TURE INC,GIVING CONSULT,false,13788
201811039349300146,430662529,RUFFALO NOEL LEVITZ,DIRECT MAIL PHONATHON,true,58788,95084,-36296
201811069349300841,590624458,Ruffalo Noel Levitz,1025 Kirkwood Pkw,CedarRapids,IA,52404,Campaign Management,0,876628,557078,319550
201841069349301054,951641455,ruffalo Noel Levitz,PO Box 718,Des Moines,IA,503030718,phone solicitation,0,23611,30900,-7289
201801319349303900,952501387,Feldsteinco LLC,400 N Michigan Avenue Ste 1650,Chicago,IL,60611,Consultant,false,72000,-72000
201801319349303885,941156646,RUFFALO NOEL LEVITZ,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,"PHONATHON, MAILING & POSTAGE, DATABASE",0,45238,50387,-5149
201811089349300831,590859121,Witzleben Associates,Consulting,false
201801029349300030,570324906,PhilanthroCorp,111 South Tejon Street,Colorado Springs,CO,80903,Fundraising consultant,0,0,32500,-32500
201830789349300138,480730814,Hartsook Companies Inc,PO Box 21647,Shawnee Mission,KS,66225,Consulting & Introductions to Potential Donors,0,0,91019,-91019
201840959349300339,580633971,SDA TELESERVICES,TELEFUNDING,false,613078,232928,380150
201840959349300339,580633971,DIRECT RESOURCE GROUP,CONSULTING,false,111355,188104,0
201840959349300339,580633971,AVALON,CONSULTING,false,884390,85243,799147
201840969349300349,470378777,Meyer Partners LLC,1701 E Woodfield Rd Ste 425,Schaumburt,IL,601735313,Consultant on direct mail programs.,0,391763,44676,347087
201840969349300349,470378777,Gonser Gerber LLP,1776 Legacy Cir Ste 10,Naperville,IL,605631673,Fundraising Consultant,0,0,58827,-58827
201840969349300709,590637903,MARIANNE B TUCKER,1188 N TAMIAMI TRAIL UNIT 304,SARASOTA,FL,34236,GRANT WRITER,0,75000,19834,55166
201840969349300709,590637903,Bentz Whaley Flessner,7251 Ohms Lane,Minneapolis,MN,55439,Strategic Fundraising Consultant,0,0,10156,-10156
201840969349300709,590637903,iWave Information Systems,28 HILLSTROM AVE,CHARLESTOWN,PRINCE EDWARD ISL,CA,C1E 2C5,Donor Information Systems Services,0,0,3295,-3295
201820759349300837,310536647,PHILANTHROCORP,111 S TEJON ST STE 520,COLORADO SPRINGS,CO,80903,PLANNED GIVING,false,65000
