object_id,ein,BsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
201900599349301365,640303093,Jenzabar Inc,P O Box 55018,Boston,MA,022055018,Consulting and Training,102588
201900599349301365,640303093,Cline Tours Inc,P O Box 1498,Ridgeland,MS,39158,Transportation,147706
201900599349301365,640303093,Redmond Design,1460 Madison Avenue,Memphis,TN,38104,Web Portal Service,106177
201940359349301054,231352664,Sodexo Dining Services,4880 Paysphere Circle,Chicago,IL,60674,dining services,8675865
201940359349301054,231352664,JOHNSON CONTROLS FIRE PROTECTION LLP,Dept CH 10320,Palatine,IL,60055,Security monitoring services and equipment,514060
201940359349301054,231352664,Academia DellArte,PO Box 10503,Allbany,NY,12201,study abroad,583803
201940359349301054,231352664,DIS,DEPT CH 19918,Palatine,IL,600559918,education abroad,682750
201940359349301054,231352664,Attain LLC,PO BOX 221374,Chantilly,VA,20151,project management consulting,442397
201900799349300340,540505922,Jamerson-Lewis Construction,1306 Stephenson Ave,Lynchburg,VA,24501,Campus renovations and construction,1411389
201900799349300340,540505922,Spider Investments,The Richmond Fund LLC,6802 Paragon Place,Richmond,VA,23230,Investment Management,453373
201900799349300340,540505922,Holiday Tours,10367 Randleman Road,Randleman,NC,27317,Transportation for athletics,260632
201900799349300340,540505922,Dominion Seven Architects,1000 Jefferson Street,Suite 2A,Lynchburg,VA,24504,Architectural design,201149
201900799349300340,540505922,Oligie LLC,447 East Main Street,Columbus,OH,43215,Marketing and rebranding consultants,194870
201900809349300230,020222154,CHARTWELLSCOMPASS GROUP,2400 YORKMONT ROAD,CHARLOTTE,NC,28217,FOOD SERVICES,613633
201900809349300230,020222154,BRADY SULLIVAN,670 N COMMERCIAL STREET 303,MANCHESTER,NH,03101,RENTAL & FACILITY BUILD-OUT SERVICES,251006
201900809349300230,020222154,GRANITE YMCA,117 MARKET STREET,MANCHESTER,NH,03101,RENTAL,187244
201900809349300230,020222154,NIXON PEABODY LLC,PO BOX 28012,NEW YORK,NY,10087,LEGAL FEES,106344
201900809349300240,030482006,MANHATTAN CONSTRUCTION INC,3705-1 WESTVIEW DR,NAPLES,FL,34104,CONSTRUCTION,2344528
201900809349300240,030482006,TAMPA BAY TRANE,PO BOX 919309,ORLANDO,FL,32891,HVAC MAINTENANCE,494214
201900809349300240,030482006,INTEGRATED FIRE & SECURITY SOLUTIONS IN,1970 DANA DRIVE,FORT MYERS,FL,33907,SECURITY SERVICES,311568
201900809349300240,030482006,MADDOX CONSTRUCTION COMPANY,26340 OLD 41 ROAD STE 3,BONITA SPRINGS,FL,34135,CONSTRUCTION,309492
201900809349300240,030482006,SUPPLYWORKS,PO BOX 404468,ATLANTA,GA,30384,CLEANING SERVICES,164644
201930869349300133,930386858,COMPASS GROUP USA INC (DBA BON APPETIT,2400 YORKMONT RD,CHARLOTTE,NC,28217,CATERING & FOOD SERVICE,4952462
201930869349300133,930386858,SKYLINE BUILDING MAINTENANCE,17446 SW BOONES FERRY RD,LAKE OSWEGO,OR,97035,HOUSEKEEPING AND CUSTODIAL,2050251
201930869349300133,930386858,PRECISION CONSTRUCTION COMPANY,8025 NE KILLINGSWORTH ST,PORTLAND,OR,97218,CONSTRUCTION & GENERAL CONTRACTING,1617804
201930869349300133,930386858,IES ABROAD,33 W MONROE ST SUITE 2300,CHICAGO,IL,60603,INTERNATIONAL EDUCATION SERVICES,789383
201930869349300133,930386858,BREMIK CONSTRUCTION INC,1026 SE STARK ST,PORTLAND,OR,97214,CONSTRUCTION & GENERAL CONTRACTING,708056
201910919349300316,231352621,Health Sciences Construction Group,304 New Mill Ln,Exton,PA,19341,Building contractor,3229468
201910919349300316,231352621,Cambridge Associates LLC,100 Summer Street,Boston,MA,021102112,Investment Consultants,1517637
201910919349300316,231352621,Delran Builders,7909 Flourtown Ave,Wyndmoor,PA,19038,Building contractor,1337640
201910919349300316,231352621,Payette Associates Inc,290 Congress St,Fifth Fl,Boston,MA,02210,Architects,938568
201910919349300316,231352621,PABEC Systems Inc,PO Box 60714,King of Prussia,PA,19406,Electrical contractor,572598
201910889349300616,042111203,Sodexo Inc Affiliates,9801 Washington Blvd,Gaithersburg,MD,20878,Food service management,5169716
201910889349300616,042111203,DelSignore Electrical Contractors,849 West Boylston Street,Worcester,MA,01606,Electrical,1197933
201910889349300616,042111203,Umass Memorial Medical Group,Treasury Management Department,Worcester,MA,01604,Healthcare,527501
201910889349300616,042111203,Patriot Restoration,204 Cedar Hill Street,Marlborough,MA,01752,Construction/repair contractor,385066
201910889349300616,042111203,Highclere International Investors,235 Bayberry Lane,Westport,CT,06880,Investment management,274574
201930529349300968,620570060,JACKSON ENERGY AUTHORITY,351 Dr Martin Luther King Jr Drive,Jackson,TN,38301,Utility,1315671
201930529349300968,620570060,Team Clean,PO Box 10277,Jackson,TN,38308,Cleaning Service,1080000
201930529349300968,620570060,Sysco,4359 BF Goodrich Blvd,Memphis,TN,38118,Food Service,1012943
201930529349300968,620570060,SM LAWRENCE CO,245 Preston Street,Jackson,TN,38305,Maintenance,403345
201930529349300968,620570060,D A T STAFFING,65 Murray Guard Dr,Jackson,TN,38305,386944
201920119349300102,131916574,CHARTWELLS DINING SERVICES,PO BOX 417632,BOSTON,MA,02241,DINING SERVICES,910149
201920119349300102,131916574,SENECA SECURITY SERVICE,4922 ROUTE 89,ROMULOUS,NY,14541,SECURITY SERVICES,244624
201920119349300102,131916574,BOND SCHOENECK AND KING PLLC,ONE LINCOLN CENTER,SYRACUSE,NY,13202,LEGAL SERVICES,235523
201920119349300102,131916574,SENECA PIPE & PAVING,184 OVID ST,SENECA FALLS,NY,13148,PAVING,192887
201920119349300102,131916574,MITTIGA GENERAL CONTRACTORS INC,PO BOX 945 2123 RT 14 NORTH,GENEVA,NY,14456,REMODELLING SERVICES,181168
201920919349300307,340714687,BROOKLYN UNITED,20 JAY STREET SUITE 402,BROOKLYN,NY,11201,CONSULTING,164438
201920919349300307,340714687,RUFFALO CODY HOLDINGS LLC,P O BOX 718,DES MOINES,IA,50303,CONSULTING,204357
201920919349300307,340714687,TWGPLUS,4330 GAINES RANCH LOOP SUITE 220,AUSTIN,TX,78735,CONSULTING,129532
201900889349300810,370673484,SODEXO FOOD SERVICES,PO BOX 70060,CHICAGO,IL,60673,CONTRACTED FOOD SERVICES,1206315
201900889349300810,370673484,CORE CONSTRUCTION SERVICES,866 N MAIN STREET,MORTON,IL,61550,CONSTRUCTION,552800
201900889349300810,370673484,FIELDTURF,7445 COTE-DE-LIESSE ROAD STE 200,MONTREAL,QUEBEC,CA,ARTIFICIAL TURF RETAILER,356059
201900889349300810,370673484,BENDER LAND IMPROVEMENTS INC,1394 COUNTY ROAD 1800 N,LOWPOINT,IL,61545,EXCAVATING CONTRACTOR,179894
201900889349300810,370673484,L&F ELECTRIC INC,120 W MADISON,MORTON,IL,61550,ELECTRICAL CONTRACTOR,147648
201930659349300228,510109178,JENZABAR,PO BOX 55018,BOSTON,MA,022055018,COMPUTERING SERVICES,325785
201930659349300228,510109178,NATIONAL HVAC SERVICE,42-A SOUTHGATE BLVD,NEW CASTLE,DE,19720,HVAC SERVICES,276397
201930659349300228,510109178,ALLIED UNIVERSAL SECURITY SERVICES,PO BOX 828854,PHILADELPHIA,PA,191828854,SECURITY SERVICES,248747
201930659349300228,510109178,DELAWARE EXPRESS SHUTTLE,2825 OGLETOWN RD,NEWARK,DE,19713,TRANSPORATION SERVICES,191411
201930659349300228,510109178,T ROWE PRICE,100 E PRATT STREET BA-0840,BALTIMORE,MD,21202,INVESTMENT FEES,160679
201930659349300333,350868096,SODEXO INC AND AFFILIATES,10 EARHART DRIVE,WILLIAMSVILLE,NC,14221,CONTRACTOR,2317529
201930659349300333,350868096,SBM MANAGEMENT SERVICES,5241 ARNOLD AVENUE,MCCLELLAN,CA,95652,CONTRACTOR,765670
201930659349300333,350868096,DAVE OMARA CONTRACTOR INC,1100 E O M AVENUE,NORTH VERNON,IN,47265,CONTRACTOR,500376
201930659349300333,350868096,DWC RESTORATION INC,1052 GREENWOOD SPRINGS BLVD SUITE D,GREENWOOD,IN,46143,CONTRACTOR,493379
201930659349300333,350868096,REPP AND MUNDT INC,1604 COTTAGE AVENUE,COLUMBUS,IN,472020368,CONTRACTOR,210419
201930949349301228,580633971,HOGAN CONSTRUCTION GROUP LLC,5075 AVALON RIDGE PKWY,NORCROSS,GA,30071,CONSTRUCTION,7832043
201930949349301228,580633971,ALLIED UNIVERSAL SECURITY SERVICES,1438 W PEACHTREE ST NE 100,ATLANTA,GA,30309,SECURITY,1199743
201930949349301228,580633971,WALDEN SECURITY,5901-A PEACHTREE DUNWOODY RD STE 30,ATLANTA,GA,30328,SECURITY,1045876
201930949349301228,580633971,ABM JANITORIAL SERVICES - SOUTHEAST,3399 PEACHTREE RD NE STE 1500,ATLANTA,GA,30326,JANITORIAL SERVICES,613751
201930949349301228,580633971,TRAHAN ARCHITECTS APAC,838 NORTH BOULEVARD,BATON ROUGE,LA,70802,ARCHITECTS,566931
201900509349300600,750827421,Todd Dexter Associates,17950 Preston Rd Ste 340,Dallas,TX,75252,Fundraising,423196
201900509349300600,750827421,Dyna Ten Corporation,4375 Diplomacy Rd,Fort Worth,TX,76155,Equipment Maint,404393
201900509349300600,750827421,Westfall Group Inc,75 14th St NE Ste 3050,Atlanta,GA,303097731,Fundraising,195555
201900509349300600,750827421,Next After LLC,6175 Main Street Ste 385,Frisco,TX,75034,Fundraising,156081
201920159349300102,620535755,PIONEER COLLEGE CATERERS INC,303 GLENROSE AVENUE,NASHVILLE,TN,37210,CAFETERIA SERVICES,1227590
201920159349300102,620535755,TEKLINKS INC,P O BOX 830674,BIRMINGHAM,AL,35283,INFORMATION TECHNOLOGY SERVICES,242616
201920159349300102,620535755,US SECURITY ASSOCIATES INC,PO BOX 931703,ATLANTA,GA,31193,SECURITY SERVICES,125890
201920159349300102,620535755,COMFORT SYSTEMS USA,PO BOX 757,BRISTOL,VA,24203,HVAC SERVICES,125190
201920159349300102,620535755,APPALACHIAN COLLEGE ASSOCIATION INC,210 CENTER STREET,BEREA,KY,40403,LIBRARY SERVICES,119607
201940459349300519,340868798,FRED OLIVIERI CONSTRUCTION CO,6315 PROMWAY AVE NW,NORTH CANTON,OH,44720,CONSTRUCTION CONTRACTOR,7608990
201940459349300519,340868798,SODEXO INC & AFFILIATES,4880 PAYSPHERE CIRCLE,CHICAGO,IL,60674,DINING SERVICES,3042255
201940459349300519,340868798,ANDERSON COACH & TRAVEL,ONE ANDERSON PLAZA,GREENVILLE,PA,16125,BUS SERVICES,200510
201940459349300519,340868798,MERCY MEDICAL CENTER,1320 MERCY DRIVE,CANTON,OH,44708,HEALTH SERVICES,131045
201940459349300519,340868798,MARCHIONE STUDIOS INC,1225 MINERVA CT NW,CANTON,OH,44703,STAINED GLASS CONTRACTOR,126500
201910749349300116,941021164,Richard Bubenik,7330 N Palm Ste 106,Fresno,CA,93711,Media Advertisement,671608
201910749349300116,941021164,Maryam Torbati,2535 E Eclipse,Fresno,CA,93710,Educational Services,233107
201910749349300116,941021164,Keypath Education LLC,15500 W 113th St 200,Lenexa,KS,66219,Educational Services,178140
201910749349300116,941021164,CapinCrouse LLP,972 Emerson Parkway Ste A,Greenwood,IN,46143,Auditing Services,142837
201910749349300116,941021164,Steven Young,436 E Shelldrake Circle,Fresno,CA,93720,Educational Services,140622
201930959349300208,560529953,ARAMARK,PO BOX 116,BANNER ELK,NC,28604,FOOD SERVICE,1648345
201930959349300208,560529953,M&T CONSTRUCTION,PO BOX 656,SPRUCE PINE,NC,28777,CONSTRUCTION CONTRACTOR,693486
201930959349300208,560529953,BARNES & NOBLE COLLEGE BOOKSTORE,PO BOX 823660,PHILADELPHIA,PA,19182,BOOK STORE,563536
201930959349300208,560529953,CORESOURCE INC,62707 COLLECTION CENTER DR,CHICAGO,IL,606930627,MEDICAL INSURANCE ADMINISTRATOR,537554
201930959349300208,560529953,ELLUCIAN COMPANY LP,62578 COLLECTIONS CENTER DR,CHICAGO,IL,606930625,HIGHER ED TECHNOLOGY PROVIDER,244214
201930959349300628,042103585,COMMODORE BUILDERS CORP,404 WYMAN STREET SUITE 400,WALTHAM,MA,02451,CONSTRUCTION SERVICES,12079929
201930959349300628,042103585,SODEXO INC,9801 WASHINGTON BLVD,GAITHERSBURG,MD,20878,FOOD SERVICES,2854419
201930959349300628,042103585,COMPASS GROUP USA,2400 YORKMONT RD,CHARLOTTE,NC,28217,FOOD SERVICES,1723071
201930959349300628,042103585,GCA SERVICES GROUP,1350 EUCLID AVE SUITE 1500,CLEVELAND,OH,44115,HOUSEKEEPING SERVICES,1141185
201930959349300628,042103585,METRO WEST CONTRACTING CORP,6 BEAUMONTS POND DRIVE,FOXBORO,MA,02035,CONSTRUCTION SERVICES,782296
201930979349300603,620485733,SODEXO INC AND AFFILIATES,1 UNIVERSITY PARK DR,NASHVILLE,TN,372043956,FOOD SERVICE,5711428
201930979349300603,620485733,SOLOMON BUILDERS INC,4539 TROUSDALE DR,NASHVILLE,TN,372044513,CONSTRUCTION,5613937
201930979349300603,620485733,US BANK,PO BOX 86,MINNEAPOLIS,MN,554860086,FINANCIAL MANAGEMENT,3989350
201930979349300603,620485733,CASE RESTORATION CO,PO BOX 171053,NASHVILLE,TN,37217,CONSTRUCTION,3088637
201930979349300603,620485733,AMERICAN CONSTRUCTORS INC,PO BOX 120129,NASHVILLE,TN,372120129,CONSTRUCTION,1852522
201930329349300928,370681530,Sodexo Inc,4880 Paysphere Circle,Chicago,IL,60674,Food Services,1644270
201930329349300928,370681530,Pinnacle Sign Group,505 N Glenstone Ave,Springfield,MO,65802,Signage,1063644
201930329349300928,370681530,Plocher Construction,2808 Thole Plocher Rd,Highland,IL,62249,Construction,388925
201930329349300928,370681530,Ruffalo Noel Levitz,PO Box 718,Des Moines,IA,50303,Marketing/Admissions,388049
201930329349300928,370681530,Jewett Roofing Company,1800 South Elm St,Greenville,IL,62246,Roofing,357975
201900079349300305,350868101,CHARTWELLS DINING SERVICE,PO BOX 91337,CHICAGO,IL,606931337,FOOD SERVICE,1960493
201900079349300305,350868101,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,CUSTODIAL AND MAINT,892481
201900079349300305,350868101,GLENWOOD DEVELOPMENT CO LLC,4360 E BROWN RD 106,MESA,AZ,85205,LEASING,689785
201900079349300305,350868101,APOGEE TELECOM INC,715 W 23RD ST SUITE M,AUSTIN,TX,78705,TELECOM,289713
201900079349300305,350868101,WINANDY GREENHOUSE CO INC,2211 PEACOCK RD,RICHMOND,IN,47374,CONSTRUCTION,282065
201940159349301154,060647016,JHS HOME IMPROVEMENTS,15 CROYDON DRIVE,WEST HARTFORD,CT,06117,FACILITIES REMODEL & UPGRASE,129008
201940159349301154,060647016,CT COMPUTER SERVICEINC,PO BOX 35,PLANTSVILLE,CT,06479,IT SERVICES,114621
201910919349300006,540505977,MAKENA CAPITAL LP,2755 SAND HILL ROAD,MENLO PARK,CA,94025,INVESTMENT MGMT,6143446
201910919349300006,540505977,KJELLSTROM LEE INC,1607 OWNBY LANE,RICHMOND,VA,23220,CONSTRUCTION,4132249
201910919349300006,540505977,CANNON WASHINGTON INC,19824 CHICAGO,PALATINE,IL,60055,CONSTRUCTION,2358875
201910919349300006,540505977,TAYLOR PARRISH INC,710 PERRY ST,RICHMOND,VA,23224,CONSTRUCTION,1831167
201910919349300006,540505977,THE WHITING-TURNER CONTRACTING CO,3000 E JOPPA ROAD,BALTIMORE,MD,21286,CONSTRUCTION,1523403
201930639349300998,956002998,BON APPETIT,2400 YORKMONT RD,CHARLOTTE,NC,28217,FOOD SERVICES,2873280
201930639349300998,956002998,ARAMARK,24818 NETWORK PLACE,CHICAGO,IL,606731248,MAINTENANCE AND GROUNDS KEEPING,1849858
201930639349300998,956002998,THE HILL PARTNERSHIP INC,115 22ND STREET,NEWPORT BEACH,CA,92663,ARCHITECT,1467164
201930639349300998,956002998,CONSOLIDATED CONTRACTED SERVICES,181 AVENIDA LA PATA 200,SAN CLEMENTE,CA,92673,BASEBALL FIELD RENOVATION,564100
201930639349300998,956002998,NET DEVELOPMENT COMPANY,3130 AIRWAY AVE,COSTA MESA,CA,92626,THEATRE IMPROVEMENTS,457129
201900919349300850,160755807,METZ CULINARY MANAGEMENT,2 WOODLAND DRIVE,DALLAS,PA,18612,FOOD SERVICE PROVIDER,4715696
201900919349300850,160755807,C&W FACILITY SERVICES INC,4002 SOLUTIONS CENTER,CHICAGO,IL,60677,CUSTODIAL SERVICE PROVIDER,1711481
201900919349300850,160755807,ANASTASI TRACKING & PAVING CO,4430 WALDEN AVE,LANCASTER,NY,14086,PAVING COMPANY,1265340
201900919349300850,160755807,DUKE HOLZMAN PHOTIADIS & GRESENS LLP,701 SENECA ST,BUFFALO,NY,14210,LEGAL SERVICE PROVIDER,1088691
201900919349300850,160755807,JOHN DANFORTH CO,300 COLVIN WOODS PARKWAY,TONAWANDA,NY,14150,CONSTRUCTION CONTRACTOR,1070935
201803179349304965,042702102,GRAHAM-PELTON CONSULTING INC,101 FEDERAL STREET,BOSTON,MA,02110,FUNDRAISING CONSULTANT,172843
201900849349300635,344431169,RUSCILLI CONSTRUCTION INC,5000 Arlington Centre Blvd,Suite 300,Columbus,OH,43220,CONSTRUCTION,12438210
201900849349300635,344431169,THE LEARNING HOUSE INC,427 South Fourth Street,SUITE 300,Louisville,KY,40202,Online Academic Course Program,1287243
201900849349300635,344431169,ACI CONSTRUCTION COMPANY INC,2959 SOUTH US 23,ALVADA,OH,44802,CONSTRUCTION,1065200
201900849349300635,344431169,VAUGHN INDUSTRIES LLC,1201 EAST FINDLAY STREET,CAREY,OH,43316,Construction,992431
201900849349300635,344431169,WORKDAY INC,PO BOX 396106,SAN FRANCISCO,CA,94139,SOFTWARE,544215
