object_id,ein,BsnssNmLn1Txt,EIN,OrgnztnCd,GvrnngDcmntLstdInd,SpprtAmt,OthrSpprtAmt
202131169349300903,381870664,CENTRAL HEALTH ADVANCEMENT SOLUTIONS,CENTRAL HEALTH ADVANCEMENT SOLUTIONS,453862232,5,true,0,0
202043209349300624,137096544,University of Virginia,546001796,5,true,40000,0
202013189349305221,541863192,CHRISTOPHER NEWPORT UNIVERSITY,540701501,2,1,1800470,0
202141279349301019,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,546001758,6,1,44268,0
202013219349311426,640902475,UNIVERSITY OF SOUTHERN MISSISSIPPI,646000818,2,1,0,82138
202120269349300202,550788917,EAST TENNESSEE STATE UNIVERSITY,626021046,5,true,87960,0
202043189349309339,472553196,University of Wisconsin School of Medicine and Public Health,391805963,6,0,0,0
202043189349309339,472553196,University of Wisconsin Hospitals and Clinics,391835630,3,0,143405605,0
202043189349309339,472553196,University of Wisconsin Medical Foundation,391824445,10,0,188005926,0
202041889349201109,833076664,DUKE UNIVERSITY HEALTH SYSTEM INC,562070036,3,1,0,0
202003289349200600,843771381,NORTHCENTRAL TECHNICAL COLLEGE FOUNDATION INC,391266481,7,1,0,0
202141349349304354,208096718,UNITED LUTHERAN SEMINARY,231365169,1,1,3500000,0
202012609349300916,134356799,FLORIDA STATE UNIVERSITY,591961248,2,1,125883,0
202130639349300808,237133739,City of Arlington Texas,756004503,6,1,0,24317445
202120859349300227,452543410,College Track,943279613,7,false,0,0
202101379349303175,311574931,THE CURATORS OF THE UNIVERSITY OF MISSOURI,436003859,6,1,0,0
202131379349304643,202951275,BAYLOR COLLEGE OF MEDICINE,741613878,2,true,6117743,0
202110649349300616,061256949,UNIVERSITY OF HARTFORD,060731360,5,true,1050460,0
202141329349304314,366056201,UNIVERSITY OF CHICAGO,362177139,2,true,3168370,0
202130449349301003,820538478,COMM COLLEGE OF BALTIMORE CO,521977456,5,false,25000,0
202130449349301003,820538478,GOUCHER COLLEGE,520591613,5,false,29000,0
202130449349301003,820538478,JOHNS HOPKINS UNIVERSITY,520595110,5,false,29000,0
202130449349301003,820538478,LOYOLA UNIVERSITY MARYLAND,520591623,5,false,29000,0
202130449349301003,820538478,MD INSTITUTECOLLEGE OF ART,520591661,5,false,29000,0
202130449349301003,820538478,MORGAN STATE UNIVERSITY,526002033,5,false,25000,0
202130449349301003,820538478,NOTRE DAME OF MARYLAND UNIVERSITY,520591641,5,false,34000,0
202130449349301003,820538478,STEVENSON UNIVERSITY,520705392,5,false,29000,0
202130449349301003,820538478,TOWSON UNIVERSITY,526002033,5,false,29000,0
202130449349301003,820538478,UNIVERSITY OF BALTIMORE,526002033,5,false,29000,0
202130449349301003,820538478,UNIVERSITY OF MD BALTIMORE,526002033,5,false,25000,0
202130449349301003,820538478,UMBC,526002033,5,false,54000,0
202130449349301003,820538478,UNIVERSITY OF MD COLLEGE PARK,526002033,5,false,25000,0
202130449349301003,820538478,COPPIN STATE UNIVERSITY,526002033,5,false,25000,0
202003539349300220,264360361,UNIVERSITY CIRCLE INCORPORATED,340823464,10,1,220000,0
202120679349300142,364682140,Azusa Pacific University,951744369,2,1,0,0
202110449349300701,202394946,Puritan Ref Theo Semin,202394341,2,true,60711,0
202141239349300014,593086453,UNIVERSITY OF CENTRAL FLORIDA,592924021,5,1,12015931,0
202013219349311076,550777066,ALDERSON BROADDUS UNIVERSITY,550357072,2,1,169426,0
202013219349311076,550777066,BETHANY COLLEGE,550356985,2,1,193632,0
202013219349311076,550777066,DAVIS & ELKINS COLLEGE,550357021,2,1,181387,0
202013219349311076,550777066,EMORY & HENRY COLLEGE,540505892,2,1,183682,0
202013219349311076,550777066,UNIVERSITY OF CHARLESTON,550357039,2,1,413077,0
202013219349311076,550777066,WV WESLEYAN COLLEGE,550357056,2,1,185245,0
202013219349311076,550777066,TUSCULUM COLLEGE,620484185,2,1,208686,0
202013219349311076,550777066,WILLIAM PEACE UNIVERSITY,560529988,2,1,204552,0
202013219349311076,550777066,STILLMAN COLLEGE,630315935,2,1,226110,0
202013219349311076,550777066,WHEELING UNIVERSITY,550394213,2,1,271317,0
