object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblCrpTr_EIN,IdRltdOrgTxblCrpTr_PrmryActvtsTxt,IdRltdOrgTxblCrpTr_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblCrpTr_EnttyTxt,IdRltdOrgTxblCrpTr_CntrlldOrgnztnInd
201632519349300313,611339396,McDermott Place,1999 Broadway Suite 1000,Denver,CO,80202,470779682,management,IA,na,c corp,false
201632519349300313,611339396,MCHG Partners Inc (MCHG),1999 Broadway Suite 1000,Denver,CO,80202,208824753,management,GA,na,c corp,false
201632519349300313,611339396,Mercy Affordable Housing Inc (MAHI),1999 Broadway Suite 1000,Denver,CO,80202,820489878,management,ID,na,c corp,false
201632519349300313,611339396,Mercy Commercial California,1999 Broadway Suite 1000,Denver,CO,80202,943382154,management,CA,na,c corp,false
201632519349300313,611339396,Mercy Galewood SLF Inc,1999 Broadway Suite 1000,Denver,CO,80202,205825081,management,IL,na,c corp,false
201632519349300313,611339396,Mercy Housing Georgia XI GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,273316657,management,GA,na,c corp,false
201632519349300313,611339396,Mercy Lithonia Park View Inc (MLithPV),1999 Broadway Suite 1000,Denver,CO,80202,208829364,management,GA,na,c corp,false
201632519349300313,611339396,Mercy Sterling NFP,1999 Broadway Suite 1000,Denver,CO,80202,274446431,management,IL,na,c corp,false
201632519349300313,611339396,MHMP CO GP Inc,1999 Broadway Suite 1000,Denver,CO,80202,611689475,low-inc hsng,CO,na,c corp,false
201632519349300313,611339396,MHSE Adamsville Green Senior Partners,1999 Broadway Suite 1000,Denver,CO,80202,271321251,low-inc hsng,GA,na,c corp,false
201632519349300313,611339396,MHSE Arbors LLC,1999 Broadway Suite 1000,Denver,CO,80202,273284075,low-inc hsng,GA,na,c corp,false
201632519349300313,611339396,MHSE Savannah Gardens Phase III LLC,1999 Broadway Suite 1000,Denver,CO,80202,582434289,low-inc hsng,GA,na,c corp,false
201632519349300313,611339396,MHSE Savannah Gardens Phase IV GP,1999 Broadway Suite 1000,Denver,CO,80202,454967129,management,GA,na,c corp,false
201632519349300313,611339396,MHSE Savannah Gardens Phase V GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,462777338,low-inc hsng,GA,na,c corp,false
201632519349300313,611339396,MHL Keating MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,264584262,management,IL,na,c corp,false
201632519349300313,611339396,MPI Highland Place LLC,1999 Broadway Suite 1000,Denver,CO,80202,262380898,low-inc hsng,GA,na,c corp,false
201632519349300313,611339396,Near North Apartments Corp NF,1999 Broadway Suite 1000,Denver,CO,80202,364570431,management,IL,na,c corp,false
201632519349300313,611339396,New Sterling Park MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,272523309,management,IL,na,c corp,false
201632519349300313,611339396,New Tacoma Condominium Association,1999 Broadway Suite 1000,Denver,CO,80202,473225087,low-inc hsng,WA,na,c corp,false
201632519349300313,611339396,Roseland Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364304417,management,IL,na,c corp,false
201632519349300313,611339396,Savannah Rose of Sharon LLC,1999 Broadway Suite 1000,Denver,CO,80202,203591948,low-inc hsng,GA,na,c corp,false
201632519349300313,611339396,South Loop Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364027475,management,IL,na,c corp,false
201632519349300313,611339396,Stapleton II Mercy LLC,1999 Broadway Suite 1000,Denver,CO,80202,270954394,low-inc hsng,CO,na,c corp,false
201632519349300313,611339396,Winthrop Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,363855355,management,IL,na,c corp,false
201612459349300426,132626135,ASHWATTHA PRIVATE LIMITED,UNIT 6 NEERU SILK MILLS MATHURADA,MUMBAI,IN,400013,DEVELOPMENT,IN,TECHNOSERVE INC,C,1.00000,1
201612459349301101,410128105,CONNEXUS BLOCKER LLC,14601 RAMSEY BLVD,RAMSEY,MN,55303,465423665,HOLDING COMPANY FOR SOLAR ENERGY INVESTMENTS.,MN,CONNEXUS ENERGY,C,-97174,147745,1.00000,1
201612509349300501,431769074,GREAT RIVERS COMMUNITY CAPITAL,1023 N GRAND BLVD,ST LOUIS,MO,63106,431862691,COMMUNITY DEVELOPMENT & INVESTMENT FOR LOW TO MODERATE INCOME,MO,JUSTINE PETERSEN HOUSING AND REINVESTMENT CORPORATION,C,-11950,10555755,1.00000,0
201612509349300501,431769074,TWENTY FIRST HOMES DEVELOPERS NFP,1023 N GRAND BLVD,ST LOUIS,MO,63106,261484259,DEVELOPMENT OF RESIDENTIAL RENTAL REAL ESTATE,IL,C,-16,311,1.00000,0
201602159349300625,416031510,CHARITABLE REMAINDER ANNUITY TRUSTS (9),CHARITABLE REMAINDER TRUSTS,MN,THE SAINT PAUL FOUNDATION,T,0
201602159349300625,416031510,CHARITABLE REMAINDER UNITRUSTS (34),CHARITABLE REMAINDER TRUSTS,MN,THE SAINT PAUL FOUNDATION,T,0
201602159349300625,416031510,CHARITABLE GIFT ANNUITIES (49),CHARITABLE GIFT ANNUITIES,MN,THE SAINT PAUL FOUNDATION,T,0
201602159349300625,416031510,CHARITABLE LIFE ESTATES (2),CHARITABLE LIFE ESTATES,MN,THE SAINT PAUL FOUNDATION,T,0
201602149349300040,521231931,ENTERPRISE GROUP INC,11000 broken land parkway 700,COLUMBIA,MD,21044,521348268,AFF. HOUSING,MD,ECP INC,C CORP,1.00000,false
201602149349300040,521231931,ENTERPRISE NEW ORLEANS LLC,11000 broken land parkway 700,COLUMBIA,MD,21044,264201991,AFFORDABLE HS,MD,ECP INC,C CORP,1.00000,false
201632039349300953,770045382,NAC INSURANCE ADMIN CORP,1500 41ST AVENUE 280,CAPITOLA,CA,95010,770057190,INSURANCE,CA,CALIFORNIA,ASSOCIATION OF NONPROFIT,C CORP,4780830,5085073,false
201602159349300225,410832480,CHARITABLE REMAINDER TRUSTS (7),CHARITABLE REMAINDER TRUSTS,MN,MINNESOTA COMMUNITY FOUNDATION,T,0
201602259349303350,131635294,Frontstream Holdings LLC,11480 Commerce Park Dr,Suite 300,Reston,VA,201911575,383913855,PLEDGE PROCESSING,DE,NA,C Corporation,0,0,0,false
201602289349301880,561380249,Charitable Remainder Trusts (11),Remainder Trusts,NC,N/A,T,0
201642229349300884,237175375,EPRI Solutions Inc,942 Corridor Park,Knoxville,TN,37932,770449454,R&D Applic,DE,EPRI,C Corp,-2435,1884296,1.00000,true
201642229349300884,237175375,EPRI International Inc,3420 Hillview Avenue,Palo Alto,CA,94304,522357247,Intl Sales,DE,EPRI,C Corp,249247,1051858,1.00000,true
201622159349300787,020783023,Nobel Group Interests AB,PO Box 5232,Stockholm,SW,Se-102 45,Administration,SW,Nobel Rights Foundation Association,C,1.00000,0
201622159349300787,020783023,Nobel Media AB,PO Box 5232,Stockholm,SW,Se-102 45,"Media rights, web site",SW,Nobel Group Interests AB,C,1.00000,0
201622159349300787,020783023,nobel Museum AB,PO Box 2245,stockholm,SW,103 16,Museum,SW,Nobel Group Interests AB,C,1.00000,0
201622159349300787,020783023,Nobelhuset AB,PO Box 5232,Stockholm,SW,se-102 45,Creating a Nobel center in central Stockholm,SW,Nobel Group Interests AB,C,1.00000,0
201622159349300787,020783023,Nobel Peace Prize Research and Information AS,Henrik Ibsens Gate 51,Oslo,NO,NO-0255,NOBEL PEACE PRIZE CONCERT,NO,Nobel Group Interests AB,C,1.00000,0
201602289349306480,382761126,Technologies Research Corporation,3025 Boardwalk,Ann Arbor,MI,48108,383296434,Program Management,DE,National Center for Manufacturing Sciences,C,1,0
201622249349302802,237069110,CHARITABLE REMAINDER UNITRUST,CHARITABLE TRUST,MA,T,1
201632289349306638,841559406,104th street mm llc,1999 Broadway Suite 1000,Denver,CO,80202,272754418,management,IL,na,c corp,false
201632289349306638,841559406,111th & Wentworth Apartments Corp,1999 Broadway Suite 1000,Denver,CO,80202,383648994,management,IL,na,c corp,false
201632289349306638,841559406,Affordable Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,841173690,management,CA,na,c corp,false
201632289349306638,841559406,Affordable Housing Initiative (AHI),1999 Broadway Suite 1000,Denver,CO,80202,943096988,management,CA,na,c corp,false
201632289349306638,841559406,Antioch II LLC,1999 Broadway Suite 1000,Denver,CO,80202,273209358,management,GA,na,c corp,false
201632289349306638,841559406,Aurora Snior Apartments GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,272564297,management,IL,na,c corp,false
201632289349306638,841559406,Belray Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364027474,management,IL,na,c corp,false
201632289349306638,841559406,Belvidere Place Corp I NFP,1999 Broadway Suite 1000,Denver,CO,80202,263800299,low-inc hsng,KY,na,c corp,false
201632289349306638,841559406,Countryside Seniors LLC,1999 Broadway Suite 1000,Denver,CO,80202,261483851,management,IL,na,c corp,false
201632289349306638,841559406,Englewood Apartments NFP,1999 Broadway Suite 1000,Denver,CO,80202,261233523,management,IL,na,c corp,false
201632289349306638,841559406,Greenwich Park Apartments MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,611750718,management,WI,na,c corp,false
201632289349306638,841559406,Harold Washington Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,363556291,management,IL,na,c corp,false
201632289349306638,841559406,HWA 850 EastWOOD GP,1999 Broadway Suite 1000,Denver,CO,80202,271257072,management,IL,na,c corp,false
201632289349306638,841559406,Impact Family Village GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,364715432,management,WA,na,c corp,false
201632289349306638,841559406,Malden Arms Corp II NFP,1999 Broadway Suite 1000,Denver,CO,80202,363815990,management,CA,na,c corp,false
201632289349306638,841559406,McDermott Place,1999 Broadway Suite 1000,Denver,CO,80202,470779682,management,IA,na,c corp,false
201632289349306638,841559406,MCHG Partners Inc (MCHG),1999 Broadway Suite 1000,Denver,CO,80202,208824753,management,GA,na,c corp,false
201632289349306638,841559406,Mercy Affordable Housing Inc (MAHI),1999 Broadway Suite 1000,Denver,CO,80202,820489878,management,ID,na,c corp,false
201632289349306638,841559406,Mercy Commercial California,1999 Broadway Suite 1000,Denver,CO,80202,943382154,management,CA,na,c corp,false
201632289349306638,841559406,Mercy Galewood SLF Inc,1999 Broadway Suite 1000,Denver,CO,80202,205825081,management,IL,na,c corp,false
201632289349306638,841559406,Mercy Housing Georgia XI GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,273316657,management,GA,na,c corp,false
201632289349306638,841559406,Mercy Lithonia Park View Inc (MLithPV),1999 Broadway Suite 1000,Denver,CO,80202,208829364,management,GA,na,c corp,false
201632289349306638,841559406,Mercy Sterling NFP,1999 Broadway Suite 1000,Denver,CO,80202,274446431,management,IL,na,c corp,false
201632289349306638,841559406,MHMP CO GP Inc,1999 Broadway Suite 1000,Denver,CO,80202,611689475,low-inc hsng,CO,na,c corp,false
201632289349306638,841559406,MHSE Adamsville Green Senior Partners,1999 Broadway Suite 1000,Denver,CO,80202,271321251,low-inc hsng,GA,na,c corp,false
201632289349306638,841559406,MHSE Arbors LLC,1999 Broadway Suite 1000,Denver,CO,80202,273284075,low-inc hsng,GA,na,c corp,false
201632289349306638,841559406,MHSE Savannah Gardens Phase III LLC,1999 Broadway Suite 1000,Denver,CO,80202,582434289,low-inc hsng,GA,na,c corp,false
201632289349306638,841559406,MHSE Savannah Gardens Phase IV GP,1999 Broadway Suite 1000,Denver,CO,80202,454967129,management,GA,na,c corp,false
201632289349306638,841559406,MHSE Savannah Gardens Phase V GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,462777338,low-inc hsng,GA,na,c corp,false
201632289349306638,841559406,MHL Keating MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,264584262,management,IL,na,c corp,false
201632289349306638,841559406,MPI Highland Place LLC,1999 Broadway Suite 1000,Denver,CO,80202,262380898,low-inc hsng,GA,na,c corp,false
201632289349306638,841559406,Near North Apartments Corp NF,1999 Broadway Suite 1000,Denver,CO,80202,364570431,management,IL,na,c corp,false
201632289349306638,841559406,New Sterling Park MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,272523309,management,IL,na,c corp,false
201632289349306638,841559406,New Tacoma Condominium Association,1999 Broadway Suite 1000,Denver,CO,80202,473225087,low-inc hsng,WA,na,c corp,false
201632289349306638,841559406,Roseland Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364304417,management,IL,na,c corp,false
201632289349306638,841559406,Savannah Rose of Sharon LLC,1999 Broadway Suite 1000,Denver,CO,80202,203591948,low-inc hsng,GA,na,c corp,false
201632289349306638,841559406,South Loop Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364027475,management,IL,na,c corp,false
201632289349306638,841559406,Stapleton II Mercy LLC,1999 Broadway Suite 1000,Denver,CO,80202,270954394,low-inc hsng,CO,na,c corp,false
201632289349306638,841559406,Winthrop Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,363855355,management,IL,na,c corp,false
201642229349300839,571192504,SOUTHLAND CARE COORDINATION PARTNERS,600 HOLIDAY PLAZA DR STE 200,MATTESON,IL,60443,465263071,CCE,IL,N/A,CORP,false
201642229349300839,571192504,SOUTHLAND TRAINING INSTITUTE INC,30 E 15TH ST 405,CHICAGO HEIGHTS,IL,60411,464180384,SUBSIDIARY OF THE FORUM,IL,SOUTHLAND HEALTH CAR,CORP,-476,1.00000,false
201602579349300825,043326727,ASAR ELDER SERVICES INC,165 CAPTAINS ROW,CHELSEA,MA,02150,043289287,MANAGEMENT COMPANY & THERAPY SERVICES,MA,N/A,C,0
201602579349300825,043326727,ADMIRAL'S HILL ASSISTED LIVING CORP,165 CAPTAINS ROW,CHELSEA,MA,02150,043255840,ASSISTED LIVING,MA,N/A,C,0
201602579349300825,043326727,ADMIRAL'S HILL ASSISTED LIVING II CORP,165 CAPTAINS ROW,CHELSEA,MA,02150,043538833,ASSISTED LIVING,MA,N/A,C,0
201612379349300036,363891982,TROPIC CONSTRUCTION CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,369000015,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,AFFORDABLE COMMUNITY ENERGY INC,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,453961412,ENERGY COMPANY,IL,N/A,C,0
201612379349300036,363891982,HOGAR DEVELOPMENT CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363406906,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,HOGAR DEVELOPMENT CORPORATION II,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363636018,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,HOGAR DEVELOPMENT CORPORATION III,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,363822590,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,HOGAR DEVELOPMENT CORPORATION IV,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,364009012,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,HISPANIC GATEWAY CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,364417560,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,PALMER SQUARE APARTMENTS NFP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,202925228,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,PASEO BORICUA CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,320061064,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,CONTINENTAL PLAZA PRESERVATION NFP,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,203859744,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,NORTH AND TALMAN CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,203935126,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,BOULEVARD COURT APARTMENTS CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,264147552,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,NORTH AND TALMAN III CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,453265243,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,NORTH AND PULASKI ELDERLY CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,273722253,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,CICERO AND GEORGE ELDERLY CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,451618692,RENTAL REAL ESTATE,IL,N/A,C,0
201612379349300036,363891982,SACRAMENTO AND THOMAS CORPORATION,325 N WELLS STREET 8TH FLOOR,CHICAGO,IL,60654,472359658,RENTAL REAL ESTATE,IL,N/A,C,0
201612389349300206,030331485,SCOTT FARM,707 KIPLING RD,DUMMERSTON,VT,05301,030197370,FARMING,VT,LANDMARK TRUST,C,764239,785446,1.00000,0
201642449349300534,061070285,Masonic Primary Care Physicians PC,PO Box 70,Wallingford,CT,06492,061491820,Medical Practice,CT,NA,C,false
201642449349300534,061070285,Masonic Management Services,PO Box 70,Wallingford,CT,06492,061468972,Provides management services,CT,NA,C,false
201632509349300023,134224803,104th street mm llc,1999 Broadway Suite 1000,Denver,CO,80202,272754418,management,IL,na,c corp,false
201632509349300023,134224803,111th & Wentworth Apartments Corp,1999 Broadway Suite 1000,Denver,CO,80202,383648994,management,IL,na,c corp,false
201632509349300023,134224803,Affordable Housing Corp,1999 Broadway Suite 1000,Denver,CO,80202,841173690,management,CA,na,c corp,false
201632509349300023,134224803,Affordable Housing Initiative (AHI),1999 Broadway Suite 1000,Denver,CO,80202,943096988,management,CA,na,c corp,false
201632509349300023,134224803,Antioch II LLC,1999 Broadway Suite 1000,Denver,CO,80202,273209358,management,GA,na,c corp,false
201632509349300023,134224803,Aurora Snior Apartments GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,272564297,management,IL,na,c corp,false
201632509349300023,134224803,Belray Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364027474,management,IL,na,c corp,false
201632509349300023,134224803,Belvidere Place Corp I NFP,1999 Broadway Suite 1000,Denver,CO,80202,263800299,low-inc hsng,KY,na,c corp,false
201632509349300023,134224803,Countryside Seniors LLC,1999 Broadway Suite 1000,Denver,CO,80202,261483851,management,IL,na,c corp,false
201632509349300023,134224803,Englewood Apartments NFP,1999 Broadway Suite 1000,Denver,CO,80202,261233523,management,IL,na,c corp,false
201632509349300023,134224803,Greenwich Park Apartments MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,611750718,management,WI,na,c corp,false
201632509349300023,134224803,Harold Washington Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,363556291,management,IL,na,c corp,false
201632509349300023,134224803,HWA 850 EastWOOD GP,1999 Broadway Suite 1000,Denver,CO,80202,271257072,management,IL,na,c corp,false
201632509349300023,134224803,Impact Family Village GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,364715432,management,WA,na,c corp,false
201632509349300023,134224803,Malden Arms Corp II NFP,1999 Broadway Suite 1000,Denver,CO,80202,363815990,management,CA,na,c corp,false
201632509349300023,134224803,McDermott Place,1999 Broadway Suite 1000,Denver,CO,80202,470779682,management,IA,na,c corp,false
201632509349300023,134224803,MCHG Partners Inc (MCHG),1999 Broadway Suite 1000,Denver,CO,80202,208824753,management,GA,na,c corp,false
201632509349300023,134224803,Mercy Affordable Housing Inc (MAHI),1999 Broadway Suite 1000,Denver,CO,80202,820489878,management,ID,na,c corp,false
201632509349300023,134224803,Mercy Commercial California,1999 Broadway Suite 1000,Denver,CO,80202,943382154,management,CA,na,c corp,false
201632509349300023,134224803,Mercy Galewood SLF Inc,1999 Broadway Suite 1000,Denver,CO,80202,205825081,management,IL,na,c corp,false
201632509349300023,134224803,Mercy Housing Georgia XI GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,273316657,management,GA,na,c corp,false
201632509349300023,134224803,Mercy Lithonia Park View Inc (MLithPV),1999 Broadway Suite 1000,Denver,CO,80202,208829364,management,GA,na,c corp,false
201632509349300023,134224803,Mercy Sterling NFP,1999 Broadway Suite 1000,Denver,CO,80202,274446431,management,IL,na,c corp,false
201632509349300023,134224803,MHMP CO GP Inc,1999 Broadway Suite 1000,Denver,CO,80202,611689475,low-inc hsng,CO,na,c corp,false
201632509349300023,134224803,MHSE Adamsville Green Senior Partners,1999 Broadway Suite 1000,Denver,CO,80202,271321251,low-inc hsng,GA,na,c corp,false
201632509349300023,134224803,MHSE Arbors LLC,1999 Broadway Suite 1000,Denver,CO,80202,273284075,low-inc hsng,GA,na,c corp,false
201632509349300023,134224803,MHSE Savannah Gardens Phase III LLC,1999 Broadway Suite 1000,Denver,CO,80202,582434289,low-inc hsng,GA,na,c corp,false
201632509349300023,134224803,MHSE Savannah Gardens Phase IV GP,1999 Broadway Suite 1000,Denver,CO,80202,454967129,management,GA,na,c corp,false
201632509349300023,134224803,MHSE Savannah Gardens Phase V GP LLC,1999 Broadway Suite 1000,Denver,CO,80202,462777338,low-inc hsng,GA,na,c corp,false
201632509349300023,134224803,MHL Keating MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,264584262,management,IL,na,c corp,false
201632509349300023,134224803,MPI Highland Place LLC,1999 Broadway Suite 1000,Denver,CO,80202,262380898,low-inc hsng,GA,na,c corp,false
201632509349300023,134224803,Near North Apartments Corp NF,1999 Broadway Suite 1000,Denver,CO,80202,364570431,management,IL,na,c corp,false
201632509349300023,134224803,New Sterling Park MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,272523309,management,IL,na,c corp,false
201632509349300023,134224803,New Tacoma Condominium Association,1999 Broadway Suite 1000,Denver,CO,80202,473225087,low-inc hsng,WA,na,c corp,false
201632509349300023,134224803,Roseland Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364304417,management,IL,na,c corp,false
201632509349300023,134224803,Savannah Rose of Sharon LLC,1999 Broadway Suite 1000,Denver,CO,80202,203591948,low-inc hsng,GA,na,c corp,false
201632509349300023,134224803,South Loop Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,364027475,management,IL,na,c corp,false
201632509349300023,134224803,Stapleton II Mercy LLC,1999 Broadway Suite 1000,Denver,CO,80202,270954394,low-inc hsng,CO,na,c corp,false
201632509349300023,134224803,Winthrop Apartments Corporation,1999 Broadway Suite 1000,Denver,CO,80202,363855355,management,IL,na,c corp,false
