object_id,ein,RcpntBsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,RcpntTbl_RcpntEIN,RcpntTbl_IRCSctnDsc,RcpntTbl_CshGrntAmt,RcpntTbl_PrpsOfGrntTxt
201703189349313625,952158727,SANTA BARBARA COTTAGE HOSPITAL,400 W PUEBLO ST,SANTA BARBARA,CA,93105,951644629,501(C)(3),38245,FAIR MARKET VALUE,PEDIATRIC ONCOLOGY AND GENERAL SERVICES
201703189349313625,952158727,SANSUM CLINIC,470 S PATTERSON,SANTA BARBARA,CA,93111,956419205,501(C)(3),2509953,FAIR MARKET VALUE,"DIAGNOSING, TREATING, RESEARCHING, & GENERAL CANCER CARE"
201703189349313625,952158727,UNIVERSITY OF CALIFORNIA SANTA BARBARA,3227 CHEADLE HALL,SANTA BARBARA,CA,93106,956006145,501(C)(3),10000,FAIR MARKET VALUE,"RESEARCH FELLOWSHIP, MONTORSHIP & GENERAL SERVICES"
201703189349313625,952158727,TEDDY BEAR CANCER FOUNDATION,2320 BATH ST,SANTA BARBARA,CA,93105,141872081,501(C)(3),45000,FAIR MARKET VALUE,PROVIDE FINANCIAL SUPPORT TO FAMILIES OF CHILDREN WITH CANCER
201703189349313625,952158727,SB NEIGHBORHOOD CLINICS,915 N MILPAS STREET,SANTA BARBARA,CA,93101,770496382,501(C)(3),60000,FAIR MARKET VALUE,PROVIDE FINANCIAL SUPPORT TO THE CLINIC'S CANCER PREVENTION & CARE PROGRAM
201703189349313625,952158727,CAMP KESEM FOR KIDS,1111 CHAPALA ST SUITE 200,SANTA BARBARA,CA,93101,510454157,501(C)(3),10000,FAIR MARKET VALUE,PROVIDE FINANCIAL SUPPORT TO FAMILIES OF CHILDREN WITH CANCER TO SUMMER CAMP
201743189349305244,208091013,GEORGE MASON UNIVERSITY FOUNDATION,4400 UNIVERSITY DRIVE MS 1A3,FAIRFAX,VA,22201,541603842,501 (C) 3,125000,N/A,N/A,TO FURTHER THE UNDERSTANDING OF LAW AND ECONOMICS
201743189349305244,208091013,DUKE UNIVERSITY,BOX 90581,DURHAM,NC,277080581,560532129,501 (C) 3,232500,N/A,N/A,TO FURTHER THE UNDERSTANDING OF LAW AND ECONOMICS
201743189349305244,208091013,CLEMSON INSTITUTE STUDY OF CAPITALISM,329 SIRRINE HALL,CLEMSON,SC,29634,616849741,501 (C) 3,750000,N/A,N/A,TO FURTHER THE UNDERSTANDING OF LAW AND ECONOMICS
201743189349305244,208091013,MAD UNIVERSE,10573 W PICO BLVD,LOS ANGELES,CA,90064,274421457,501 (C) 3,96000,N/A,N/A,TO FURTHER THE UNDERSTANDING OF LAW AND ECONOMICS
201743189349305244,208091013,UNIVERSITY OF MARYLAND,3112 LEE BUILDING,COLLEGE PARK,MD,207425141,526002033,501 (C) 3,92500,N/A,N/A,TO FURTHER THE UNDERSTANDING OF LAW AND ECONOMICS
201723199349309022,560554230,100 BLACK MEN OF CHARLOTTE INC,740 W 5TH STREET STE 206,CHARLOTTE,NC,28202,561795371,501(C)(3),7560,COMMUNITY OUTREACH
201723199349309022,560554230,ADA JENKINS FAMILIES AND CAREER DEVELOPMENT CENTER INC,PO BOX 1842,DAVIDSON,NC,28036,561927067,501(C)(3),30000,COMMUNITY OUTREACH
201723199349309022,560554230,ALLEGRO FOUNDATION INC,419 ARDMORE RD,CHARLOTTE,NC,28209,200221482,501(C)(3),10000,COMMUNITY OUTREACH
201723199349309022,560554230,AMERICAN CANCER SOCIETY INC,250 WILLIAMS ST NW SUITE 400,ATLANTA,GA,30303,131788491,501(C)(3),34000,2500,COST,EVENT SUPPLIES,COMMUNITY HEALTH
201723199349309022,560554230,AMERICAN DIABETES ASSOCIATION,1701 N BEAUREGARD STREET,ALEXANDRIA,VA,22311,131623888,501(C)(3),10000,COMMUNITY HEALTH
201723199349309022,560554230,AMERICAN HEART ASSOCIATION,7272 GREENVILLE AVENUE,DALLAS,TX,75231,135613797,501(C)(3),150000,COMMUNITY HEALTH
201723199349309022,560554230,BIG BROTHERS BIG SISTERS OF GREATER CHARLOTTE,3801 INDEPENDENCE BLVD,CHARLOTTE,NC,28205,562264009,501(C)(3),6000,COMMUNITY OUTREACH
201723199349309022,560554230,BRAIN TUMOR FUND FOR THE CAROLINAS,PO BOX 5627,CHARLOTTE,NC,28299,208208247,501(C)(3),80000,COMMUNITY HEALTH
201723199349309022,560554230,CAROLINA RAPIDS SOCCER CLUB,11148 TREYNORTH DR A,CORNELIUS,NC,28031,611556757,501(C)(3),15000,COMMUNITY OUTREACH
201723199349309022,560554230,CCCP COMMUNITY TRUST,200 S TRYON STREET NO 1600,CHARLOTTE,NC,28202,010554275,501(C)(3),85000,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE AFFILIATE OF THE SUSAN G KOMEN BREAST CANCER FOUNDATION,2316 RANDOLPH RD,CHARLOTTE,NC,28207,752854959,501(C)(3),48250,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE BALLET,701 N TRYON STREET,CHARLOTTE,NC,28202,581314711,501(C)(3),15000,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE CENTER CITY PARTNERS,200 SOUTH TRYON STREET SUITE 1600,CHARLOTTE,NC,28202,561247787,501(C)(4),15000,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE CHAMBER OF COMMERCE,PO BOX 32785,CHARLOTTE,NC,28232,560173610,501(C)(6),75000,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE COMMUNITY HEALTH CLINIC INC,8401 MEDICAL PLAZA DR SUITE 300,CHARLOTTE,NC,28262,562274174,501(C)(3),400000,COMMUNITY HEALTH
201723199349309022,560554230,CHARLOTTE HORNETS FOUNDATION,333 EAST TRADE STREET,CHARLOTTE,NC,28202,200946449,501(C)(3),7200,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE MECKLENBURG AFRO-AMERICAN CULTURAL AND SERVICE CENTER INC,551 S TRYON STREET,CHARLOTTE,NC,28202,561152286,501(C)(3),10000,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE SOCCER ACADEMY,901 SAM NEWELL RD,MATTHEWS,NC,28104,561887771,501(C)(3),35000,COMMUNITY OUTREACH
201723199349309022,560554230,CHARLOTTE SYMPHONY ORCHESTRA SOCIETY INC,128 S TRYON ST NO 350,CHARLOTTE,NC,28202,566011568,501(C)(3),15000,COMMUNITY OUTREACH
201723199349309022,560554230,COLON CANCER COALITION,5666 LINCOLN DRIVE SUITE 270,EDINA,MN,55436,300377727,501(C)(3),10000,COMMUNITY HEALTH
201723199349309022,560554230,DISCOVERY PLACE INC,301 N TRYON STREET,CHARLOTTE,NC,28202,560529944,501(C)(3),150000,COMMUNITY OUTREACH
201723199349309022,560554230,FOUNDATION FOR THE CAROLINAS,220 N TRYON ST,CHARLOTTE,NC,28202,566047886,501(C)(3),7000,COMMUNITY OUTREACH
201723199349309022,560554230,GIRLS ON THE RUN INTERNATIONAL,801 E MOREHEAD ST NO201,CHARLOTTE,NC,28202,562201835,501(C)(3),15000,COMMUNITY OUTREACH
201723199349309022,560554230,HEARTBRIGHT FOUNDATION INC,16130 WHITESAIL DRIVE,CHARLOTTE,NC,28278,450496759,501(C)(3),15090,9231,COST,EVENT SUPPLIES,COMMUNITY HEALTH
201723199349309022,560554230,HOOPTEE CHARITIES INC,PO BOX 11683,CHARLOTTE,NC,28220,272186758,501(C)(3),6500,COMMUNITY OUTREACH
201723199349309022,560554230,HOPEWAY FOUNDATION,1717 SHARON ROAD WEST,CHARLOTTE,NC,28210,464510365,501(C)(3),500000,COMMUNITY OUTREACH
201723199349309022,560554230,HOSPITALITY HOUSE OF CHARLOTTE,1400 SCOTT AVENUE,CHARLOTTE,NC,28203,561523878,501(C)(3),10000,COMMUNITY OUTREACH
201723199349309022,560554230,JDRF INTERNATIONAL,26 BROADWAY 15TH FLOOR,NEW YORK,NY,10004,231907729,501(C)(3),9000,COMMUNITY HEALTH
201723199349309022,560554230,JUNIOR ACHIEVEMENT OF CENTRAL CAROLINAS INC,201 S TRYON STREET STE LL100,CHARLOTTE,NC,28202,560672085,501(C)(3),12500,COMMUNITY OUTREACH
201723199349309022,560554230,LAKE NORMAN CHAMBER OF COMMERCE,19900 W CATAWBA AVE STE 101,CORNELIUS,NC,28031,561574848,501(C)(6),13100,COMMUNITY OUTREACH
201723199349309022,560554230,LAKE NORMAN COMMUNITY HEALTH CLINIC INC,PO BOX 2398,HUNTERSVILLE,NC,28070,043723062,501(C)(3),112500,COMMUNITY HEALTH
201723199349309022,560554230,LAKE NORMAN REGIONAL ECONOMIC DEVELOPMENT CORPORATION,13801 REESE BLVD NO 170,HUNTERSVILLE,NC,28078,510463069,501(C)(3),10000,COMMUNITY OUTREACH
201723199349309022,560554230,LEUKEMIA & LYMPHOMA SOCIETY-NC CHAPTER,4530 PARK RD STE 240,CHARLOTTE,NC,28209,135644916,501(C)(3),7500,COMMUNITY HEALTH
201723199349309022,560554230,MAKE-A-WISH FOUNDATION OF CENTRAL AND WESTERN NORTH CAROLINA,1131 HARDING PLACE,CHARLOTTE,NC,28204,561492463,501(C)(3),11240,COMMUNITY OUTREACH
201723199349309022,560554230,MARCH OF DIMES FOUNDATION,1275 MAMARONECK AVE,WHITE PLAINS,NY,10605,131846366,501(C)(3),20000,COMMUNITY HEALTH
201723199349309022,560554230,MECKED,129 W TRADE STREET,CHARLOTTE,NC,28202,561752043,501(C)(3),9695,COMMUNITY HEALTH
201723199349309022,560554230,MEDASSIST OF MECKLENBURG,601 E 5TH STREET SUITE 350,CHARLOTTE,NC,28202,562018957,501(C)(3),24300,COMMUNITY HEALTH
201723199349309022,560554230,MINT MUSEUM OF ART INC,500 S TRYON ST,CHARLOTTE,NC,28202,560670666,501(C)(3),60000,COMMUNITY OUTREACH
201723199349309022,560554230,OPERA CAROLINA,1600 ELIZABETH AVENUE,CHARLOTTE,NC,28204,566019660,501(C)(3),15000,COMMUNITY OUTREACH
201723199349309022,560554230,PRESBYTERIAN HOSPITAL FOUNDATION,2085 FRONTIS PLAZA BLVD,WINSTONSALEM,NC,27103,581413074,501(C)(3),50000,COMMUNITY HEALTH
201723199349309022,560554230,RONALD MCDONALD HOUSE OF CHARLOTTE INC,1613 E MOREHEAD STREET,CHARLOTTE,NC,28207,204671570,501(C)(3),10000,COMMUNITY OUTREACH
201723199349309022,560554230,ROTARY CLUB OF LAKE NORMAN HUNTERSVILLE INC,PO BOX 2306,HUNTERSVILLE,NC,28070,262902286,501(C)(3),12000,COMMUNITY OUTREACH
201723199349309022,560554230,THE FIRST TEE OF CHARLOTTE INC,2661 BARRINGER DRIVE,CHARLOTTE,NC,28208,562245026,501(C)(3),9810,COMMUNITY OUTREACH
201723199349309022,560554230,TOWN OF HUNTERSVILLE,PO BOX 2879,HUNTERSVILLE,NC,28070,566001252,TOWN OF HUNTERSVILLE,7000,COMMUNITY OUTREACH
201723199349309022,560554230,US NATIONAL WHITEWATER CENTER,5000 WHITEWATER CENTER PARK,CHARLOTTE,NC,28214,562247955,501(C)(3),30000,COMMUNITY OUTREACH
201723199349309022,560554230,YMCA OF GREATER CHARLOTTE,400 E MOREHEAD STREET,CHARLOTTE,NC,28202,561045299,501(C)(3),9500,COMMUNITY OUTREACH
201703189349310940,420698265,AMERICAN HEART ASSOCIATION,7272 GREENVILLE AVE,DALLAS,TX,75231,135613797,501(C)(3),7500,PROGRAM SUPPORT
201703189349310940,420698265,IOWA HEALTH SYSTEM,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,421435199,501(C)(3),15939650,PROGRAM SUPPORT
201703189349310940,420698265,MEMORIAL FOUNDATION OF ALLEN HOSPITAL,1825 LOGAN AVE,WATERLOO,IA,50703,421201138,501(C)(3),872535,PROGRAM SUPPORT
201733149349303183,131624135,THE ASPEN INSTITUTE,1 DUPONT CIRCLE NW,WASHINGTON,DC,20036,840399006,501 (C)(3),250000,GENERAL SUPPORT
201733149349303183,131624135,Arthritis Foundation New York,122 E 42nd St18th FL,NEW YORK,NY,10168,800489313,501 (C)(3),65000,GENERAL SUPPORT
201733149349303183,131624135,PREP FOR PREP,328 West 71st St,NEW YORK,NY,10023,132613383,501 (C)(3),55000,GENERAL SUPPORT
201733149349303183,131624135,FRIENDS OF THE EAST RIVER ESPLANADE,525 E 86th ST RM 8A,NEW YORK,NY,10028,460542653,501 (C)(3),20000,GENERAL SUPPORT
201733149349303183,131624135,The ALS Association Greater NY Chapter,162 W 56th St 405,NEW YORK,NY,10019,133616680,501 (C)(3),12500,GENERAL SUPPORT
201733149349303183,131624135,FDNY 343 RIDE INC,87 DUNTHORNE ROAD,DUNTHORNE RD,NY,12721,450824443,501 (C)(3),10000,GENERAL SUPPORT
201733149349303183,131624135,BOHEMIAN BENEVOLENT & LITERARY ASSOCIATION INC,321 EAST 73RD ST 3RD FL,NEW YORK,NY,10021,130508050,501 (C)(3),7000,GENERAL SUPPORT
201713179349305811,250965603,WAYNESBURG franklin townshIp volunteer fire company,55 west greene street,WAYNESBURG,PA,15370,510499260,501(c)(3),10000,N/A,N/A,fire truck and equipment
201713179349305811,250965603,Greene County Memorial Hospital Foundation,7 East High Street,Waynesburg,PA,15370,250523075,501(c)(3),10000,n/a,n/a,fitness center
201703179349303905,541547408,EASTERN VIRGINIA MEDICAL SCHOOL,PO BOX 1980,NORFOLK,VA,23501,237053208,501(C)(3),842678,OPERATING FUND AND INDIGENT CARE
201703179349303905,541547408,OLDE TOWNE MEDICAL CENTER,5249 OLDE TOWNE RD,WILLIAMSBURG,VA,23188,541663905,501(C)(3),100000,COMMUNITY HEALTH SUPPORT
201703179349303905,541547408,SENTARA HEALTHCARE,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,521271901,501(C)(3),15330672,OVERHEAD ALLOCATIONS
201703179349303905,541547408,PENINSULA EMS COUNCIL,PO BOX 1297,GLOUCESTER,VA,23061,541064500,501(C)(3),10000,DONATION/SPONSORSHIP
201703179349303905,541547408,TIDEWATER EMS COUNCIL INC,1104 MADISON PLAZA,CHESAPEAKE,VA,23320,540977032,501(C)(3),25000,ANNUAL SUPPORT
201703179349303905,541547408,ALBEMARLE HOSPITAL FOUNDATION,PO BOX 1412,ELIZABETH CITY,NC,27906,432031990,501(C)(3),334872,PROGRAM SUPPORT
201703179349303905,541547408,COLLEGE OF THE ALBEMARLE FOUNDATION INC,PO BOX 2327,ELIZABETH CITY,NC,27906,581399254,501(C)(3),16000,CLINICAL EDUCATION OPPORTUNITIES
201703179349303905,541547408,ALBEMARLE REGIONAL HEALTH SERVICES,711 ROANOKE AVENUE,ELIZABETH CITY,NC,27909,566000798,PASQUOTANK COUNTY,95000,FUNDING FOR CLINICAL RESOURCES
201703179349303905,541547408,PASQUOTANK COUNTY,PO BOX 586,ELIZABETH CITY,NC,27907,566000328,PASQUOTANK COUNTY,450000,PROGRAM SUPPORT
201703179349303905,541547408,AMERICAN ASSOCIATION OF PHYSICIANS OF INDIA ORIGIN HAMPTON ROADS,600 ENTERPRISE DRIVE STE 108,OAK BROOK,IL,60523,510569999,501(C)(3),10000,DONATION/SPONSORSHIP
201703179349303905,541547408,THOMAS NELSON COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC,525 BUTLER FARM ROAD STE 716,HAMPTON,VA,23666,521217532,501(C)(3),10000,DONATION/SPONSORSHIP
201703179349303905,541547408,LD BRITT MD SCHOLARSHIP COMMITTEE,825 FAIRFAX AVENUE,NORFOLK,VA,23507,272915957,501(C)(3),6000,DONATION/SPONSORSHIP
201703179349303905,541547408,CHILD DEVELOPMENT RESOURCES INC,PO BOX 280,NORGE,VA,23127,540791991,501(C)(3),5050,DONATION/SPONSORSHIP
201733179349302768,362169147,A RAY OF HOPE ON EARTH,1901 S Meyers Rd,STE 310,Oakbrook Terrace,IL,60181,263906476,501(c)(3),10000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,ALLIANCE OF LOCAL SERVICE ORGANIZATIONS,2401 West North Ave,Chicago,IL,60647,364207887,501(C)(3),30000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,ALZHEIMERS ASSOCIATION,850 Essington Rd STE 200,Joliet,IL,60435,133039601,501(c)(3),6075,SUPPORT EXEMPT MISSION
201733179349302768,362169147,AMERICAN CANCER SOCIETY INC,225 N Michigan Ave 1200,STE 1200,Chicago,IL,60601,131788491,501(c)(3),154000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,AMERICAN DIABETES ASSOCIATION,55 E Monroe St Ste 3420,Chicago,IL,60603,131623888,501(c)(3),45000,SPONSOR EVENTS
201733179349302768,362169147,AMERICAN HEART ASSOCIATION,PO Box 50035,Prescott,AZ,863045035,135613797,501(c)(3),75906,SUPPORT EXEMPT MISSION
201733179349302768,362169147,AMERICAN MEDICAL GROUP ASSOC,One Prince Street,Alexandria,VA,22314,546059304,501(c)(3),16666,SUPPORT EXEMPT MISSION
201733179349302768,362169147,ARTHRITIS FOUNDATION,1355 Peachtree St 600,Atlanta,GA,30309,581341679,501(c)(3),8750,SPONSOR EVENTS
201733179349302768,362169147,BARBARA J TIMMER FAMILY FND,219 Austin Avenue,Park Ridge,IL,60068,367602887,501(c)(3),6000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,BARRINGTON CHILDRENS CHARITIES,117 S Cook St 235,Ste 100,Barrington,IL,60010,270963289,501(c)(3),5250,SPONSOR EVENTS
201733179349302768,362169147,BETHANY CHRISTIAN SERVICES INC,12416 S Harlem Av,Ste 305,Palos Heights,IL,604633701,381405282,501(c)(3),11000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,BLOCKS TOGETHER,3711 W Chicago Ave,Ste 305,Chicago,IL,60651,363983087,501(C)(3),25000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,BOY SCOUTS OF AMERICA,614 NE Madison Ave,Ste 710,Peoria,IL,61603,370661188,501(c)(3),9460,SUPPORT EXEMPT MISSION
201733179349302768,362169147,BREAKTHROUGH URBAN MINISTRIES,402 N Louis Ave,Chicago,IL,60624,363810926,501(C)(3),20000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,BUILD INC,5100 West Harrison St,Chicago,IL,60644,237022085,501(C)(3),25000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CARSON SCHOLARS FUND INC,305 W Chesapeake Ave,Ste 310,Towson,MD,21204,521851346,501(c)(3),67500,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CASA CENTRAL,1343 N California Ave,Chicago,IL,60622,362728618,501(C)(3),20000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CHICAGO JESUIT ACADEMY,5058 W Jackson Blvd,Chicago,IL,60644,530196617,501(C)(3),24000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CHICAGO LAWNDALE AMACHI MENTORING PROGRAM,3508 West Ogden Ave,Chicago,IL,60623,260907131,501(C)(3),25000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CHICAGO METROPOLITAN ASSN,1840 Westchester Blvd,Suite 200,Westchester,IL,60154,362167040,501(c)(3),1501500,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CHICAGO URBAN LEAGUE,4510 S Michigan Avenue,Chicago,IL,60653,362225483,501(c)(3),7580,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CHILDRENS HEART FOUNDATION,PO Box 2844,Glenview,IL,60026,364077528,501(c)(3),8400,SPONSOR EVENTS
201733179349302768,362169147,CHOOSE DUPAGE,2525 Cabot Drive Ste 303,Lisle,IL,60532,320177792,501(C)(6),10000,COMMUNITY SUPPORT
201733179349302768,362169147,CHRIST THE KING JESUIT COLLEGE PREP,5088 West Jackson Blvd,Chicago,IL,60644,260556958,501(C)(3),25000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,COMMUNITY CHRISTIAN ALTERNATIVE ACADEMY,1231 S Pulaski Road,Ste 402,Chicago,IL,60623,363001358,501(C)(3),30000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,COMMUNITY HEALTH,2611 West Chicago Ave,Chicago,IL,60622,363831793,501(c)(3),23776,SUPPORT EXEMPT MISSION
201733179349302768,362169147,COMPASSION BAPTIST CHURCH,2560 E 95th Street,Chicago,IL,60617,363119861,501(C)(3),8000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CONCORDIA PLACE,3300 N Whipple,Chicago,IL,60618,320033719,501(c)(3),6835,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CONNECTIONS FOR ABUSED WOMEN &THEIR CHILDRN,1116 N Kedzie Ave 5th Fl,Chicago,IL,60651,362950380,501(C)(3),20000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,COUNCIL FOR HEALTH & HUMAN SVS MINISTRIES,700 Prospect Avenue,Cleveland,OH,44115,133118966,501(c)(3),10000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CRISIS CENTER SO SUBURBIA CORP,PO Box 39,MS 514,Tinley Park,IL,60477,363039964,501(c)(3),9152,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CRISTO REY JESUIT HIGH SCHOOL,1852 West 22nd Place,Chicago,IL,60608,043730980,501(c)(3),67760,SUPPORT EXEMPT MISSION
201733179349302768,362169147,CROHNS & COLITIS FOUNDATI,2200 E Devon Ave 392,Des Plaines,IL,60018,136193105,501(c)(3),5500,SUPPORT EXEMPT MISSION
201733179349302768,362169147,DOWNERS GROVE ECONOMIC,5159 Mochel,Downers Grove,IL,60515,870772222,501(C)(6),7500,COMMUNITY SUPPORT
201733179349302768,362169147,DUPAGE HEALTH COALITION,511 Thornhill Drive,Ste M,Carol Stream,IL,60188,364448208,501(c)(3),238471,SUPPORT EXEMPT MISSION
201733179349302768,362169147,FAITHHEALTH INNOVATIONS INC,Medical Ctr Blvd,ROOM 3101,WinstonSalem,NC,27157,237426944,501(c)(3),12000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,FOX VALLEY HANDS OF HOPE,200 Whitfield Drive,Geneva,IL,60134,363111451,501(c)(3),8000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,FRIENDS OF MCHENRY COUNTY,8900 US Highway 14,Crystal Lake,IL,60014,237418071,501(c)(3),10000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,GARFIELD PARK CONSERVATORY ALLIANCE,300 N Central Park Ave,STE 1C,Chicago,IL,60624,364200490,501(C)(3),20000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,GENEVIEVE MELODY STEM SCHOOL,3937 W Wilcox St,Chicago,IL,60624,366005821,501(C)(3),25000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,GILDA'S CLUB CHICAGO,205 W Wacker Dr Ste 1400,Chicago,IL,60606,364115144,501(c)(3),58900,SUPPORT EXEMPT MISSION
201733179349302768,362169147,GIRLS IN THE GAME,1401 S Sacramento Drive,Chicago,IL,60623,364024533,501(C)(3),20000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,GREATER WEST TOWN COMMUNITY DEVLPMT PROJECT,500 N Sacramento Blvd,Chicago,IL,60612,363657734,501(C)(3),35000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,HEALTHY SCHOOLS CAMPAIGN,175 N Franklin Ste 300,Chicago,IL,60606,364308068,501(c)(3),26930,SUPPORT EXEMPT MISSION
201733179349302768,362169147,HOLY FAMILY MINISTRIES,3415 W Arthington,Chicago,IL,60624,364320533,501(C)(3),20000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,IHREF,24676 Network Place,Chicago,IL,606731246,237421930,501(c)(3),575569,SUPPORT EXEMPT MISSION
201733179349302768,362169147,ILLINOIS BUSINESS & ECONOMIC,333 W Wacker Suite 2600,10th Floor,Chicago,IL,60606,811265157,501(c)(3),50000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,ILLINOIS MANUFACTURING EXCELLENCE CENTER,1501 W Bradley Ave,1268,Peoria,IL,61625,371368934,501(c)(3),43650,SUPPORT EXEMPT MISSION
201733179349302768,362169147,ILLINOIS STATE UNIVERSITY,Campus Box 2660,Normal,IL,617902660,376014070,501(c)(3),101350,SUPPORT EXEMPT MISSION
201733179349302768,362169147,ILLINOIS WESLEYAN UNIVERSITY,PO Box 2900,Bloomington,IL,61702,370662594,501(c)(3),20000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,IMMANUEL HEALTH CENTER,502 S Morris Ave,Ste D,Bloomington,IL,61701,550918192,501(c)(3),15000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,INDIAN AMERICAN MED ASSOC,9 Sylvan Glen Court,Burr Ridge,IL,60527,363333867,501(C)(6),10000,SPONSOR EVENTS
201733179349302768,362169147,INDIAN BOUNDARY YMCA,711 59th Street,Downers Grove,IL,60516,362179782,501(c)(3),6050,SUPPORT EXEMPT MISSION
201733179349302768,362169147,INST FOR DIVERSITY IN HLTHMGMT,155 N Wacker Dr Ste 400,Chicago,IL,60606,582094118,501(c)(3),14405,SUPPORT EXEMPT MISSION
201733179349302768,362169147,KELLY CARES FOUNDATION,1251 N Eddy St,Ste 200,South Bend,IN,46617,263591070,501(c)(3),15000,SUPPORT EXEMPT MISSION
201733179349302768,362169147,LAWNDALE CHRISTIAN LEGAL CENTER,1530 South Hamlin Ave,Chicago,IL,60623,272285007,501(C)(3),45000,SUPPORT EXEMPT MISSION
