object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201612669349300306,751786007,Tuition & Fees,611310,5973001,5973001,0,0
201612669349300306,751786007,Bad Debt Recovery,611310,110052,110052,0,0
201612669349300306,751786007,Auxillary,611310,19826,19826,0,0
201612669349300306,751786007,Finance Charges,611310,53832,53832,0,0
201612669349300781,463103295,Tuition and fees,611600,777310,777310
201612669349300781,463103295,Conferences,611600,52890,52890
201612649349300516,272190032,Tuition and fees,611310,81386
201602649349300650,616002351,"Tuition, fees, room an",611710,415969,415969
201602649349300650,616002351,Auxiliary enterprises,611710,314118,314118
201602649349300650,616002351,Other sources,611710,57766,57766
201612639349300046,462795989,TUITION AND FEES,611600,322759,322759
201642579349300429,200258004,TUITION,900099,1901788,1901788
201642579349300429,200258004,CONTINUING EDUCATION,900099,2200,2200
201622679349300547,850164940,TUITION REVENUE UNDERGRADUATE,611600,6327185,6327185
201622679349300547,850164940,TUITION REVENUE GRADUATE,611600,4487401,4487401
201622679349300547,850164940,ROOM AND BOARD,611600,1368465,1368465
201622679349300547,850164940,OTHER PROGRAM SERVICE REVENUE,611600,78897,78897
201612749349300936,954452381,TUITION & PROGRAM FEE,611710,1127380,1127380
201612749349300936,954452381,CLINIC FEE,611710,13419,13419
201643029349301114,450231180,Tuition & Fees,611600,19608810,19608810
201643029349301114,450231180,Auxillary Income,611710,4925694,4925694
201643029349301114,450231180,Federal Aid Reimb,611600,30153,30153
201643029349301114,450231180,Student Loan Interest,611600,3128,3128
201623069349300122,980149857,TUITION INCOME,611600,7722988,7722988
201623069349300122,980149857,BANANA/PLANTATION/AGRICULTURAL PRODUCT,611600,7341138,7341138
201623069349300122,980149857,SEMINARS,611600,3396308,3396308
201623069349300122,980149857,STUDENT RECRUITMENT,611600,849238,849238
201623069349300122,980149857,STUDENT & VISITOR TOURS/PROGRAMS,611600,532048,532048
201602919349300015,240795439,TUITION & FEES,611710,7747460,7747460
201602919349300015,240795439,HOUSING/FOOD SERVICES,611710,339030,339030
201602919349300015,240795439,AUXILIARY PROGRAMS-CON,611710,277661,277661
201642989349301074,710236867,STUDENT TUITION AND FEES,611310,16975917,16975917
201622919349301112,951916051,Tuition and fees,611600,23244767,23244767
201622919349301112,951916051,Auxiliary,611600,3056766,3056766
201622919349301112,951916051,Other program revenue,900099,271820,271820
201633029349301093,942881684,TUITION,611600,1497882,1497882
201633029349301093,942881684,CLINICAL PRACTICE,611600,176705,176705
201633029349301093,942881684,FEDERAL REVENUE PROGRAM,611600,14145,14145
201633029349301093,942881684,OTHER REVENUE,611600,8956,8956
201632879349300938,900131526,MANAGEMENT FEE INCOME,531110,2546115,2546115
201632879349300938,900131526,RENTAL INCOME,531110,1168023,1168023
201633029349300518,263664845,CONFERENCE INCOME,611600,15518,15518
201633029349300518,263664845,MISCELLANEOUS,611600,2620,2620
201633029349300518,263664845,TUITION AND FEES,611600,204991,204991
201633029349300128,208434503,CONTRACT INCOME - SSG,541700,145203,145203
201613029349300501,561388743,TUITION,757927,757927
201602919349301055,344429091,TUITION AND FEES,611710,92540649,92540649
201602919349301055,344429091,AUXILIARY,611710,17552969,17552969
201602919349301055,344429091,OTHER INCOME,900099,1283268,1283268
201612779349300556,273343277,PROGRAM SERVICE FEES,611710,1184640,1184640
201602879349300925,942401323,Tuition & Fees,611600,31258,31258
201632749349300108,541743079,STUDENT TUITION & FEES,1792113,1792113
201602859349300910,270932196,Education & Training Services,611430,266063
201622599349300892,611124267,Tuition Revenue,611710,23473742,23473742
201622599349300892,611124267,Auxiliary Services,611710,271456,271456
201602879349301310,541854399,ROYALTY/LICENSE FEES,900099,1219707,1219707
201602879349301310,541854399,PATENT COST REIMBURSED,900099,589668,589668
201622729349300122,561065978,TUITION AND FEES,611710,2193376,2193376
201622729349300122,561065978,AUXILIARY ENTERPRISES,611710,1099195,1099195
201622729349300122,561065978,OTHER INCOME,611710,48283,48283
201632859349300403,480559090,TUITION,611600,3607106,3607106
201632859349300403,480559090,DORMS/RENTALS,611600,667911,667911
201632859349300403,480559090,DINING HALL,611600,663091,663091
201642889349301169,800257911,Student Tuition,611710,5486665,5486665
201642889349301169,800257911,Students with Disabili,611710,812241,812241
201642889349301169,800257911,Food Service,611710,321863,321863
201642889349301169,800257911,Other Student Revenue,611710,95300,95300
201642889349301169,800257911,Textbook Revenue,611710,18445,18445
201602779349300900,760765625,CLINICAL FEES,611600,100,100
201602889349300030,020344073,TUITION AND FEES,2056674,2056674
201602889349300030,020344073,ROOM AND BOARD,826529,826529
201602889349300030,020344073,AUXILIARY ENTERPRISES,5253,5253
201602889349300030,020344073,COMMUNITY RELIGIOUS ED. PROG.,4258,4258
201602889349300030,020344073,OTHER INCOME,951,951
201632869349301233,460320561,CAMP AND RETREAT FEES,900099,1726136,1726136
201622819349300402,381443369,Tuition fee revenue,611710,41794360,41794360
201622819349300402,381443369,Organized activity revenue,611710,808866,808866
201622819349300402,381443369,Radio auxiliary revenue,611710,473905,473905
201622819349300402,381443369,Other auxiliary revenue,611710,7519238,7519238
201602929349301000,562231069,TUITION & FEES,611600,1478324,1478324
201602929349301000,562231069,HOUSING FEES,611710,73832,73832
201602929349301000,562231069,MEAL PLAN FEES,611710,32495,32495
201602869349301460,452940053,ACTIVITY FEES,900099,461544,461544
201602869349301460,452940053,EVENTS REVENUE,900099,89986,89986
201632879349300743,750855633,Tuition and Fees,611600,23432479,23432479
201632879349300743,750855633,Auxiliary Enterprises,611710,2339187,2339187
201632879349300743,750855633,Other Revenues,611710,418730,418730
201632879349300743,750855633,Athletic Events,611710,212400,212400
201622849349301117,461549605,TUITION,7037,7037
201622849349301117,461549605,SOCCER CAMP,6075,6075
201602859349300515,203185510,TUITION,611710,1233630,1233630
201602859349300515,203185510,PROGRAM INCOME,611710,56120,56120
201602779349300960,264789471,0,0
201602779349300960,264789471,0,0
201602779349300960,264789471,0,0
201602779349300960,264789471,0,0
201602779349300960,264789471,0,0
201622709349300907,364500805,ACCELERATOR REVENUE,900099,28960,28960
201622709349300907,364500805,PROJECT REVENUE,900099,7662,7662
201612949349300501,596605703,TUITION AND FEES,611600,27919022,27919022
201602799349300315,850303705,Tuition and Fees,611310,1096576,1096576,0,0
201602799349300315,850303705,Bookstore,611310,1101510,1101510,0,0
201602799349300315,850303705,Food Service,611310,466308,466308,0,0
201602799349300315,850303705,Housing,611310,596718,596718,0,0
201602799349300315,850303705,Other,611310,131063,131063,0,0
201613149349302221,420680408,Tuition and fees,611310,27941941,27941941
201613149349302221,420680408,Auxiliary enterprises,611710,4099527,4099527
201613149349302221,420680408,Conferences & events,611710,196300,196300
201603199349310195,390978445,TUITION & FEES,611600,47618093,47618093
201603199349310195,390978445,DORM/FOOD & OTHER AUXILARY,611710,5842926,5842926
201603199349310195,390978445,EVENT ADMISSIONS,711110,444265,444265
201603199349310195,390978445,OTHER STUDENT SERVICES,611600,281761,281761
201633129349302543,752760831,Tuition,611310,662478,662478,0,0
201633129349302543,752760831,Fees,611310,81522,81522,0,0
201603199349305315,591092732,TUITION & FEES,611310,82098391,82098391
201603199349305315,591092732,AUXILIARY,611310,10883151,10883151
201603199349305315,591092732,MISC SERVICE CHGES/ACCOUNT FEES,611310,733869,733869
201603189349300805,201612906,RENT,531110,10371277,10371277
201603189349300805,201612906,PARKING,531190,127565,127565
201603189349300805,201612906,GAIN ON SALE OF PROPERTY,531390,25913,25913
201603189349300805,201612906,LOSS - EXTINGUISHMENT OF DEBT,531390,-1472640,-1472640
201603129349301210,470553011,PATIENT SVC-MEDICARE/MEDICAID,624100,2546433,2546433
201603129349301210,470553011,PATIENT SVC-PRIVATE PAY,624100,1506663,1506663
201603129349301210,470553011,TUITION,624100,210351,210351
201603129349301210,470553011,MEDICAL INFORMATION,624100,5527,5527
201603129349301015,420681049,TUITION & FEES,611600,40111596,40111596
201603129349301015,420681049,DORM & DINING HALL,611710,6928268,6928268
201603129349301015,420681049,FINANCIAL AID FEES,611710,29935,29935
201643159349303234,810231774,TUITION AND FEES,611600,42987885,42987885
201643159349303234,810231774,AUXILIARY ENTERPRISES,611600,7863598,7863598
201643159349303234,810231774,OTHER SOURCES,611600,932583,932583
201643159349303234,810231774,ATHLETICS,611600,661811,661811
201643149349302579,912120259,PROGRAM FEES,611600,843105,843105
201643149349302579,912120259,STUDENT HOUSING,532000,287433,287433
201633139349302173,231501197,Tuition & Fees,990009,51853009
201623149349302402,370706154,TUITION & FEES,900099,58778724,58778724
201623149349302402,370706154,REVENUE-AUXILIARY,900099,5438088,5438088
201623149349302402,370706154,REVENUE-ED ACTIVITIES,900099,366817,366817
201603199349302670,421351526,EDUCATION REVENUE,611310,9589133,9589133
201603199349302670,421351526,RENTAL INCOME,531100,68090,68090
201633109349300603,942992642,TUITION & OTHER,611420,65721077,65721077
201603129349302435,136171197,PATIENT CARE/LAB SERVICES,621500,878411280,878411280
201603129349302435,136171197,FEDERAL CONTRACTS,541700,74644245,74644245
201603129349302435,136171197,NYC HEALTH AND HOSP. CORP.,621400,214032420,214032420
201603129349302435,136171197,MOUNT SINAI HOSPITAL CARTS,561000,263871660,263871660
201603129349302435,136171197,PRIVATE CONTRACTS,541700,47935765,47935765
201633159349302003,237456795,PATIENT SERVICES,624100,2407921,2407921
201603209349300635,470424785,Tuition and fees,611310,14198566,14198566
201603209349300635,470424785,Auxiliary enterprises,611710,2252155,2252155
201603069349301115,454620000,TUITION AND FEES,611600,13000058,12974576,25482
201603179349300045,273002117,TUITION FEES,635230,635230
201603179349300045,273002117,OTHER INCOME,15647,15647
201613089349302451,560529972,TUITION AND FEES,900099,69129768,69129768
201603149349301725,480543766,TUITION AND FEES,611600,40719592,40719592
201603149349301725,480543766,STUDENT EDUCATION ACTIVITIES,611600,2113808,2113808
201603149349301725,480543766,ROOM & BOARD,721310,1616637,1616637
201603149349301725,480543766,STUDENT CAFETERIA,722320,79912,79912
201603169349302320,510205293,TUITION & FEES,611600,64763,64763
201623099349301137,540129860,TUITION & FEES,900099,34745200,34745200
201623099349301137,540129860,AUXILIARY ENTERPRISES,900099,4590359,4590359
201613129349302061,231382408,TUITION AND FEES,13556921,13556921
201613129349302061,231382408,AUXILIARY ENTERPRISES,4356276,4356276
201613129349302061,231382408,OTHER,987696,987696
201623069349301782,953384325,TUITION REVENUE,216015,216015
201603099349300500,362167792,Auxilliary Services,900099,12759223,12759223
201603099349300500,362167792,Other-Public Service,900099,7779264,7779264
201603099349300500,362167792,Sales of Literature,900099,20285758,20285758
201603099349300500,362167792,Tuition and Student Fees,900099,22929627,22929627
201603099349301200,232215278,TUITION,900099,5042675,5042675
201603099349301200,232215278,APARTMENT RENT,531110,275440,275440
201603099349301200,232215278,PROG.SERV.REVENUE-RELATED-990,900099,10522,10522
201603169349302535,900893455,Direct Patient Care,621110,30311079,30311079
201603169349302535,900893455,Other Health Care,621110,15234331,15234331
201633129349300503,272918042,Tuition,611600,433745,433745
201633129349300503,272918042,Institutional Aid,611600,-12733,-12733
201633129349300503,272918042,Auxiliary Enterprises,611600,42687,42687
201633129349300503,272918042,Miscellaneous,611600,6013,6013
201603199349308345,910615846,TUITION AND FEES,611600,37928632,37928632
201603199349308345,910615846,STUDENT HOUSING,611710,5457510,5457510
201603199349308345,910615846,AUXILIARY,611710,151568,151568
201633129349300918,150532053,TUITION & FEES,611600,229419,229419
201623159349303032,231937954,STUDENT TUITION & FEES,900099,2501842,2501842
201623159349303032,231937954,AUXILIARY ENTERPRISE,611710,90339,90339
201633019349301238,201116697,RENT INCOME,8313343,8313343
201633019349301238,201116697,STUDENT FEES,1771474,1771474
201633019349301238,201116697,OTHER INCOME,14514,14514
201642899349300704,900606459,CHILD CARE INCOME,624410,824197
201632889349300933,160909446,STUDENT TUITION AND FEES,611710,18349917,18349917
201632889349300933,160909446,AUXILIARY ENTERPRISES - BOOKSTORE,451211,302444,302444
201632889349300933,160909446,LIFELONG LEARNING,611710,109940,109940
201632889349301018,362919340,PROGRAM SERVICE REVENUE-EXCL,1642337,1642337
201632889349301163,161476258,Student Tuition and Fees,611710,97132473,97132473,0,0
201632889349301163,161476258,Auxilliary Enterprises,611710,12633266,12598266,35000,0
201622789349300447,042104775,Program income,611710,104141,104141
201622789349300447,042104775,Tuition and fees,611600,2880408,2880408
201632589349301463,943109801,CCGC fund,611600,120000,120000
201632589349301463,943109801,Endowment,198300,198300
201632589349301463,943109801,Hsu Fund,611600,1000000,1000000
201632589349301463,943109801,Scholarship Fund,611600,126480,126480
201632589349301463,943109801,Seminary,611600,280929,280929
201632799349300248,231608264,TUITION,611600,9458309
201632799349300248,231608264,WORKSHOPS,611600,176015
201632799349300248,231608264,RESIDENCE HALLS,611600,126884
201632799349300248,231608264,DENTAL HEALTH CENTER,621300,322321
201632799349300248,231608264,DINING HALL,611600,483032
201602919349301375,570650419,TUITION,611310,39453,39453
201602919349301375,570650419,ROOM AND BOARD,611310,29105,29105
201602919349301375,570650419,STUDENT FEES,611310,7018,7018
201623019349300322,383790195,Endovascular Fellowship Grants,621111,444065,444065,0,0
201623019349300322,383790195,Pediatric Neurosurgery Fellowship Grant,621111,118000,118000,0,0
201623019349300322,383790195,Clinical Research Grants,621111,57789,57789,0,0
201632799349301308,480543782,STUDENT TUITION & FEES,611600,6365611,6365611
201632799349301308,480543782,ROOM & BOARD,611710,2959554,2959554
201632799349301308,480543782,AUXILIARY INCOME,611710,605076,605076
201642819349300604,630329409,TUITION & FEES,900099,46567859,46567859
201642819349300604,630329409,AUXILIARY ENTERPRISES,900099,4360653,4360653
201642529349300149,920166297,TARIFF REVENUE & CONTR,55530,55530
201632999349301133,750827409,TUITION AND FEES,45524357,45524357
201632999349301133,750827409,AUXILIARY INCOME,11140808,11140808
201622879349301617,263031521,TUITION & FEES,611310,269844,269844
201603129349302145,200551778,TUITION AND FEES,78657,78657
201633129349301688,460229820,TUITION/EDUCATIONAL,741537,741537
201633129349301688,460229820,MUSEUM,5611,5611
201633069349300533,237275328,ADMIN FEE,561000,87890,87890
201633069349300533,237275328,JATP ADMIN FEE,561000,8544,8544
201623149349302412,341726619,Tuition and Fees,19748075,19748075
201623149349302412,341726619,Continuing Education,480321,480321
201633099349301163,471826429,INTERFAITH ACADEMICS ED,611600,206893,206893
201603199349310725,954469618,TUITION AND FEES,611710,441702
201633079349301018,208384273,TUITION,900099,7719030,7719030
201633079349301018,208384273,RENTAL INCOME,531190,848377,848377
201633079349301018,208384273,AUXILIARY ENTERPRISES,900099,633833,633833
201633079349301018,208384273,BOOKSTORE,451211,62372,62372
201633079349301018,208384273,OTHER REVENUE,900099,33150,33150
201603079349301485,953104298,TUITIONS,2321435,2321435
201603079349301215,591298070,TUITION REVENUE,900099,1030132,1030132
201603079349301215,591298070,LEARNING GROUPS,900099,199290,199290
201603079349301215,591298070,ANNUAL MEETING,900099,177075,177075
201603079349301215,591298070,HOUSING REVENUE,900099,157230,157230
201603079349301215,591298070,MANAGEMENT FEE,900099,74095,74095
201642579349300329,830306202,TUITION INCOME,241811,241811
201623029349300217,640303086,TUITION AND FEES,611600,80530462,80530462
201623029349300217,640303086,AUXILIARY SERVICES,611710,15298974,15298974
201623029349300217,640303086,OTHER REVENUE,611710,2272287,2272287
201633139349300223,620476661,TUITION,624310,20511602,20511602
201633139349300223,620476661,FOOD SERVICE,722210,1720493,1720493
201633139349300223,620476661,RESIDENCE HALL,721310,1058215,1058215
201633139349300223,620476661,CAMPS AND CONFERENCES,900099,78223,78223
201633139349300223,620476661,BOOKSTORE,451211,44951,44951
201633139349301738,362310478,Student tuition and Fees,611310,26094319,26094319,0,0
201633139349301738,362310478,Patient Services and Materials,900099,8045473,8045473
201633139349301738,362310478,Bookstore and Dormitory,900099,1794644,1794644
201633139349301738,362310478,Faculty Research,900099,1988,1988
201633139349301738,362310478,Student Loan Interest,900099,27278,27278
201603179349300000,460515673,Teaching theology,611600,231541
201622899349300307,942254303,TUITION AND FEES,611710,22575350,22575350
201622899349300307,942254303,OTHER PROGRAM REVENUE,611710,999056,999056
201603199349305795,710887547,AIA CONVOCATION DINNER,900099,154015,154015
201603199349305795,710887547,AIA BUSINESS LUNCHEON,900099,13440,13440
201623129349302022,460224589,TUITION & FEES,16783032,16783032
201623129349302022,460224589,SALES & SERVICES OF AUX ENT,2985536,2985536
201613159349302271,954366755,ACADEMIC SERVICE,611710,432742,432742
201633079349301433,410694721,TUITION AND FEES,611710,86466782,86466782
201633079349301433,410694721,AUXILIARY ENTERPRISES,711210,9679263,9679263
201633079349301433,410694721,OTHER STUDENT SERVICES,900099,1313568,1250833,62735
201633079349301433,410694721,EDUCATIONAL ACTIVITIES,611710,341191,341191
201633079349301198,570324916,Tuition/Room/Board,611310,18028301,18028301,0,0
201633129349301343,742841146,RENTAL INCOME,1657216,1657216
201633129349301343,742841146,DEPOSIT FORFEITURE,5500,5500
201633129349301343,742841146,FINES AND DAMAGE,1015,1015
201633129349302363,391894395,NET PATIENT REVENUE,621110,1009384,1009384
201612649349300006,161359213,FEE FOR SERVICE,621110,7252945,7252945
201612649349300006,161359213,CONTRACT REVENUE,621110,4771410,4771410
201612649349300006,161359213,SALARY SUPPORT,621110,1703722,1703722
201612649349300006,161359213,GRADUATE MEDICAL DEUCATION REVENU,621110,577096,577096
201612649349300006,161359213,CLINICAL INCOME,621110,49500,49500
201633129349301458,420730347,TUITION & FEES,611710,55063597,55063597
201633129349301458,420730347,PATIENT CARE,621110,4515264,4515264
201623149349302467,364303682,NET PATIENT SERVICE RE,621990,30730,30730
201603209349300545,352194526,EDUCATIONAL REVENUE,611600,87671,87671
201603209349300545,352194526,CONSULTING,611710,56680,56680
201633159349301618,541919810,TUITION AND FEES,611600,8258651,8258651
201633159349301618,541919810,ROOM AND BOARD,721310,2225210,2225210
201633159349301618,541919810,SUMMER CAMPS,900099,155515,155515
201613069349301216,620548917,TUITION AND FEES,541900,17912279,17912279
201613069349301216,620548917,EDUCATIONAL DEPT,541900,6098400,6098400
201613069349301216,620548917,STUDENT LOAN INTEREST REVENUE,541900,399504,399504
201623159349300622,620812782,TUITION AND FEES,4493235,4493235
201623159349300622,620812782,STUDENT HOUSING,391734,391734
201623159349300622,620812782,BOOKSTORE & CAFETERIA,1601,1601
201623079349300022,562195966,TUITION AND FEES,568565,568565
201643129349302344,770495799,TICKET SALES AND SEMINARS,900099,295375,295375,0,0
201633099349301573,274269892,TUITION,611600,300743,300743
201633099349301573,274269892,DAY & NIGHT COLLEGE FEES,611600,53392,53392
201623209349316657,463683453,Christian Life School,611110,632793,632793
201603159349303160,640329300,EDUCATION & GENERAL REVENUE,611600,51745418,51745418
201603159349303160,640329300,ADVERTISING,541800,107039,107039
201633149349300528,350885591,TUITION AND FEES,900099,177201465,177201465
201633149349300528,350885591,BOOKSTORE,451211,8907066,8907066
201633149349300528,350885591,FOOD SERVICE,721310,9304980,9304980
201633149349300528,350885591,RESIDENCE HALLS,721310,9325514,9325514
201633149349300528,350885591,CONFERENCES,900099,2804541,2804541
201623169349303237,942515428,TUITION AND FEES,611600,12788965,12788965
201623169349303237,942515428,CLINIC REVENUE,611710,509994,509994
201623169349303237,942515428,AUXILIARY SERVICES,611710,333451,333451
201623209349306522,260069167,TUITION & FEES,7235914,7235914
201623199349311217,452880238,EVANGELIZATION,611310,240000,240000
201623199349311217,452880238,TUITION AND FEES,611310,46872,46872
201623199349310192,541954969,Consulting Income,611710,84590,84590
201623199349310192,541954969,Student Tuition,611600,19816375,19816375
201623199349301242,550788917,CONTRACT REVENUE,402291,402291
201623199349301242,550788917,RENTAL INCOME,53722,53722
201623199349301242,550788917,SERVICES,5655,5655
201613209349306051,060646520,TUITION AND FEES,900099,28489494,28489494
201613209349306051,060646520,STUDENT SUPPORT SERVICE,611710,2449970,2449970
201613209349306051,060646520,MISCELLANEOUS,611710,366067,366067
201613209349306051,060646520,ATHLETIC MEMBERSHIPS,713940,104805,104805
201613209349309596,270342896,TUITION,611600,136276
201623199349302117,141423161,EDUCATION,611600,53286006,53286006
201623199349302117,141423161,RESEARCH,611600,1997778,1997778
201623199349302117,141423161,COMMUNITY SERVICE,611600,68600,68600
201623199349302557,042104451,TUITION AND FEES,900099,55197876,55197876
201623199349302557,042104451,AUXILIARY ENTERPRISES,900099,11014010,11014010
201603209349314600,273321328,TUITION,611600
201603209349314600,273321328,APP FEES,611600
201623129349302082,463779216,"TUITION, STUDENT FEES",611600,35564,35564
201623129349302082,463779216,VISITING PROFESSORS &,611710,19117,19117
201613199349308441,274188208,TUITION,611430,2834243,2834243
201623209349309222,710959302,TUITION INCOME,611600,466306,466306
201613149349301631,020309681,"TUITION, ROOM, & BOARD - NET",611600,2166940,2166940
201613149349301631,020309681,SUMMER PROGRAM,611600,6250,6250
201603149349303245,260833212,CORAM DEO,68030,68030
201603149349303245,260833212,LEADERSHIP DEVELOP MENTOR PRO,35000,35000
201603149349303245,260833212,UGANDA CBCT,274,274
201623209349306792,311395941,OUTREACH PROGRAMS,712110,71808,71808
201623209349306792,311395941,ADMISSIONS,712110,69206,69206
201623209349306792,311395941,GLASS STUDIO,712110,24082,24082
201623209349306792,311395941,ROOM RENTALS,712110,23639,23639
201623209349306792,311395941,ART GALLERY,712110,3103,3103
201623199349310302,870641318,Tuition,611310,82599,82599,0,0
201623199349310302,870641318,Seminars,611310,3200,3200,0,0
201623209349303527,250965603,TUITION & FEES,611600,33619720,33619720
201623209349303527,250965603,AUXILIARY ENTERPRISES,611600,9358138,9358138
201613169349302021,204905370,SERVICE FEES,185518,185518
201633209349302448,204075974,Tuition Income,611600,32860,32860
201633209349302448,204075974,Misc Program Income,611600,16549,16549
201623209349305232,980148939,TUITION AND FEES,611710,184798724,184798724
201623209349305232,980148939,SERVICE INCOME,611710,67061869,67061869
201623209349305812,753220279,LEADERSHIP CONFERENCE,27111,27111
201633209349305118,260811975,OTHER REVENUE,624110
201633209349305118,260811975,TUITION,624110,47831,47831
201613209349303511,350886846,Tuition and Fees,611310,49174916,49174916,0,0
201613209349303511,350886846,Auxilliary Enterprises,611310,3316603,3316603,0,0
201613209349303511,350886846,Sales and Service,611310,17821,17821,0,0
201613209349303511,350886846,Miscellaneous,611310,215960,215960,0,0
201633209349305663,416059072,TUITION,833500,833500
201633209349305663,416059072,ASSESSMENTS,87360,87360
201633209349305663,416059072,STUDENT APPLICATION FEE,20000,20000
201633209349305663,416059072,STUDENT ENROLLMENT FEE,12400,12400
201603199349310290,770495439,Program Fee,20286853,20286853
201613169349302491,473609601,TUITION,611600,1001597,1001597
201613169349302491,473609601,AUXILIARY,611600,92912,92912
201613169349302491,473609601,STUDENT FEES,611600,82579,82579
201633209349316838,202884155,College Extension Program,611600,27239,27239
201633209349316838,202884155,"Tuition, books & fees",611600,135974,135974
201633209349307343,260337511,Clinic income,29981,29981
201633209349307343,260337511,Medical supplies & Books,6893,6893
201633209349307343,260337511,Seminars
201633209349307343,260337511,Training of Chinese Medic,325863,325863
201603209349304625,550777066,MEMBERSHIP,611710,2282836,2282836
201623209349309182,112206183,VOCATIONAL TRAINING FEES & REIMBU,611519,1680941,1680941
201623209349309182,112206183,EXEMPT FUNCTION RENTS,611519,1343301,1343301
201623209349309182,112206183,STEWARD TRAINING REST. INCOME,611519,1172426,1172426
201623209349309182,112206183,RENTAL INCOME FROM AFFILIATE EXEM,900099,635888,635888
201613209349318556,731679393,EDUCATION SERVICE,106378,106378
201613209349318556,731679393,SCHOLARSHIPS,-22120,-22120
201613209349309286,160743900,Tuition & Fees,611310,52744854,52744854,0,0
201613209349309286,160743900,Auxiliary Services to School,611710,15900226,15690043,210183,0
201613209349309286,160743900,Educational Activities,611710,408913,408913,0,0
201633199349301938,510413351,COLLEGE TUITION,611600,180995,180995
201623199349304132,943200772,HIGH HOLY DAY SERVICES,94888,94888
201623199349304132,943200772,PROGRAMMING INCOME,22575,22575
201623199349304132,943200772,B'NAI MITZVAH,19550,19550
201623199349304132,943200772,TORAT HALEV,6575,6575
201613209349304336,231352008,Solomon S. Huebner Sch,611310,22721217,22721217
