object_id,ein,PrsnNm,TtlTxt,AvrgHrsPrWkRt,AvrgHrsPrWkRltdOrgRt,IndvdlTrstOrDrctrInd,OffcrInd,RprtblCmpFrmOrgAmt,RprtblCmpFrmRltdOrgAmt,OthrCmpnstnAmt
201612439349300006,042662873,ROBERT A BURKE,DIRECTOR,X,0,0,0
201612439349300006,042662873,BRUCE HOLMES,PRESIDENT,X,X,0,0,0
201612439349300006,042662873,BOB EVERS,SECRETARY,X,X,0,0,0
201612439349300006,042662873,BRIAN QUINN,DIRECTOR,X,0,0,0
201612439349300006,042662873,LAURA SEAMAN,DIRECTOR,X,0,0,0
201612439349300006,042662873,CHERYL LAGATTA,DIRECTOR,X,0,0,0
201612439349300006,042662873,BILL PLASKO,VICE-PRESIDE,X,X,0,0,0
201612439349300006,042662873,BRIAN KNELL,DIRECTOR,X,0,0,0
201612439349300006,042662873,THOMAS TOBIN,TREASURER,X,X,0,0,0
201612439349300006,042662873,TIMOTHY O'CONNELL,DIRECTOR,X,0,0,0
201612439349300006,042662873,JOHN J FOLEY,DIRECTOR,X,0,0,0
201612439349300006,042662873,PERRY SIEGEL,DIRECTOR,X,0,0,0
201612439349300006,042662873,PETER KING,DIRECTOR,X,0,0,0
201612439349300006,042662873,JAMES MORRISSEY,DIRECTOR,X,0,0,0
201612439349300006,042662873,JAMES SULLIVAN,DIRECTOR,X,0,0,0
201612439349300006,042662873,PETER CONNEELY,DIRECTOR,X,0,0,0
201612439349300026,042964630,DHARMENA DOWNEY,BOARD MEMBER,1.00,X,0,0,0
201612439349300026,042964630,ROSE FIORE,BOARD MEMBER,1.00,X,0,0,0
201612439349300026,042964630,MARY ELLEN WELCH,BOARD MEMBER,1.00,X,0,0,0
201612439349300601,251525572,CHRIS MCCLURE,BOARD MEMBER,1.00,X,0,0,0
201612439349300601,251525572,KATRINA VINCENT,PRESIDENT & CEO,1.00,40.00,X,0,131681,15777
201612439349300601,251525572,MIKE LESNIEWSKI,CFO,1.00,40.00,X,0,37613,0
201612439349300601,251525572,WILLIAM SAMLUK,CONTROLLER,1.00,40.00,X,0,30513,0
201612439349300621,810593280,JONATHAN DOLAN,PRESIDENT,X,0,0,0
201612439349300746,561434187,MONTAY LOCKAMY,PRESIDENT,2.00,X,0,0,0
201612439349300746,561434187,JO ANN HORNE,SECRETARY,2.00,X,0,0,0
201612439349300746,561434187,AMBER HINSON,TREASURER,5.00,X,0,0,0
201612439349300746,561434187,ALEX RIKOND,VICE PRESIDE,2.00,X,0,0,0
201612439349300861,936027198,DIANA BRAY,President,0.50,X,X,0,0,0
201612439349300861,936027198,NORM PENDELL,TREASURER,0.10,X,X,0,0,0
201612439349300861,936027198,KAREN SCHEELAND,Secretary,0.10,X,X,0,0,0
201612439349300861,936027198,Ron Gietter,MEMBER,0.10,X,0,0,0
201612439349300861,936027198,Ingrid Kessler,MEMBER,0.10,X,0,0,0
201612439349300861,936027198,GEORGE MCCULLEY,MEMBER,0.10,X,0,0,0
201612439349300861,936027198,Michael Simon-Deglar,mEMBER,0.10,X,0,0,0
201612439349300861,936027198,Ed Barclay,MembER,0.10,X,0,0,0
201612439349300861,936027198,JOHN SATHER,mEMBER,0.10,X,0,0,0
201612449349300216,204212837,Alexander Black,Chair treasurer,020.00,X,X,0,0,0
201612449349300216,204212837,Michael Freeman,Vice Chair,005.00,X,X,0,0,0
201612449349300216,204212837,Evelyn-Anne Bryan,Secretary,005.00,X,X,0,0,0
201612449349300216,204212837,Kimberly Potter,Trustee,005.00,X,0,0,0
201612449349300216,204212837,Earsell Hudson,Trustee,005.00,X,0,0,0
201612449349300336,954820311,Leah Harden,President,10,0,X,0,0,0
201612449349300336,954820311,B Burroughs,Secretary,10,0,X,0,0,0
201612449349300336,954820311,Yvonne Oprea,Treasurer,10,0,X,0,0,0
201612449349300406,631282125,Greg Norris,President,8.00,X,0,0,0
201612449349300406,631282125,Bill English,Vice-President,8.00,X,0,0,0
201612449349300406,631282125,John Earl Paluzzi,Secretary,8.00,X,0,0,0
201612449349300406,631282125,Wes Allen,Treasurer,8.00,X,0,0,0
201612449349300606,411375036,WILLIAM ERHART,PRESIDENT,3.00,X,X,0,0,0
201612449349300606,411375036,HARVEY GREENBERG,VICE PRESIDE,3.00,X,X,0,0,0
201612449349300606,411375036,LORI YAGER,TREASURER,3.00,X,X,0,0,0
201612449349300606,411375036,PAUL PIERCE III,SECRETARY,3.00,X,X,0,0,0
201612449349300606,411375036,AL PEARSON,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,WILLIAM NELSON,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,ORVILLE LINDQUIST,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,LOTUS HUBBARD,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,KATE MORPHEW,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,MARY CAPRA,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,BART WARD,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,DENNIS BERG,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,TOM WARD,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,DICK LANG,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,CATHERINE VESLEY,DIRECTOR,3.00,X,0,0,0
201612449349300606,411375036,REBECCA MAVENCAMP,EXECUTIVE DI,40.00,X,33050,0,0
201612449349300636,946181807,JOE BARTON,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,PETER BERCK,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,ANDREW BUTT,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,DEREK BROWN,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,BOB CARNS,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,EMILY CHAN,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,JOHN COLEMAN,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,TOM COOPER,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,BILL COLLETT,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,VINCENT DESPAIN,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,DRAKE DIERKHISING,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,TOM EDWARDS,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,BRIAN GARLINGTON,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,NORMAN GEE,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,TOM GIUGNI,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,BARTON GLEDHILL,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,ALAN GOULD,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,PAT GRIFFITH,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,JONNIE HAGAN,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,RUSS HARRISON,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,TYLER HIGGINS,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,JAMES JONES,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,STAN JUNGENBERG,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,ALFRED KAPPADAHL,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,STEPHEN LAREN,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,RICK MATHEWS,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,ROB MILLBERRY,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,KEN MINTZ,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,DAVE NEWTON,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,STEVE PHILLIPS,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,MICHELE POLOKA,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,SUE RAINEY,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,JP SALGADO,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,JON SARGENT,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,KENT SCREECHFIELD,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,CHUCK SMITH,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,FRANK STARN,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,JAMES TEARE,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,BRIAN THIESSEN,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,GENE VOELKEL,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,DOUGLAS WACKER,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,RUSTY WATTS,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,RACHEL YOUNGER,BOARD MEMBER (THRU FEBRUARY),1.00,5.00,X,0,0,0
201612449349300636,946181807,ANDREW ZUCKER,BOARD MEMBER,1.00,5.00,X,0,0,0
201612449349300636,946181807,MICHAEL PETERSON,PRESIDENT,1.00,10.00,X,X,0,0,0
201612449349300636,946181807,KEN LAMBERT,COMMISSIONER,1.00,10.00,X,X,0,0,0
201612449349300636,946181807,SCOTT HAMILTON,TREASURER,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,JERRY DEES,VP ADMINISTRATION,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,RODNEY MANGUS,VP PROPERTIES,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,ANNE O'NEAL,VP ADMINISTRATION,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,LOU PAULSON,PAST COUNCIL PRESIDENT,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,PETER SCHAKOW,VP OPERATIONS,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,PAUL SHIMOTAKE,VP PROGRAM,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,KEN STRONGMAN,VP STRATEGIC PLANNING,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,TOM WEIBERT,VP COMMUNICATIONS,1.00,5.00,X,X,0,0,0
201612449349300636,946181807,LARRY ABRAMSON,VP DEVELOPMENT (THRU FEBRUARY),1.00,5.00,X,X,0,0,0
201612449349300636,946181807,JOHN C FENOGLIO,SCOUT EXECUTIVE,1.00,40.00,X,0,190191,64138
201612449349300756,412164361,JOHN WYSS,BOARD CHAIRM,5.00,X,X,0,0,0
201612449349300756,412164361,MIKE LOFTON,VICE CHAIR,2.00,X,X,0,0,0
201612449349300756,412164361,JENNIFER STEELE,TREASURER,0.50,X,X,0,0,0
201612449349300756,412164361,TIM ZIMMERMANN,SECRETARY,1.00,X,X,0,0,0
201612449349300786,221936892,JOHN J CONNORS,EXECUTIVE DI,10.00,10.00,X,108578,0,0
201612449349300786,221936892,DAN FALASCA JR,CHAIRMAN,X,0,0,0
201612449349300786,221936892,JAY MCGINNISS,BOARD MEMBER,X,0,0,0
201612449349300786,221936892,GARY FOROSISKY,BOARD MEMBER,X,0,0,0
201612449349300786,221936892,WAYNE HOFFMAN,SECRETARY/TR,X,X,0,0,0
201612449349300786,221936892,MARK CATTERALL,BOARD MEMBER,X,0,0,0
201612449349300786,221936892,JIM DOLAN,BOARD MEMBER,X,0,0,0
201612449349301061,436050205,BILL THOGMARTIN,PRESIDENT,X,X,0,0,0
201612449349301061,436050205,BOBBY HARRIS,VICE PRESIDE,X,X,0,0,0
201612449349301061,436050205,BOBBIE SWEET,TREASURER,X,X,0,0,0
201612449349301061,436050205,CHRIS BARKER,SECRETARY,X,X,0,0,0
201612449349301061,436050205,CHARLIE GRAY,DIRECTOR,X,0,0,0
201612449349301061,436050205,KACIE CLONTS,DIRECTOR,X,0,0,0
201612449349301061,436050205,DAVE DONICA,DIRECTOR,X,0,0,0
201612449349301061,436050205,GRANT KRUMMEL,DIRECTOR,X,0,0,0
201612449349301061,436050205,GREG RUARK,DIRECTOR,X,0,0,0
201612449349301061,436050205,ED WARTHEN,DIRECTOR,X,0,0,0
201612449349301061,436050205,JAMES LANKFORD,DIRECTOR,X,0,0,0
201612449349301061,436050205,JESSE SWEET,DIRECTOR,X,0,0,0
201612449349301061,436050205,ESTELLA OSBORN,DIRECTOR,X,0,0,0
201612449349301071,042466767,BUD WILLIAMS,VICE CHAIRMAN,0.00,X,X,0,0,0
201612449349301071,042466767,ALISON WALSH,TREASURER/CLERK,0.00,X,X,0,0,0
201612449349301071,042466767,JENNIFER WALLACE JACOBY,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,JOANN ASSELIN,CHAIRMAN,0.00,X,X,0,0,0
201612449349301071,042466767,GARY RUSSETT,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,JOHN BAKER,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,RAYMOND AKERS,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,EILEEN SULLIVAN-BOSS,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,JEAN CANOSA-ALBANO,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,ANDREW BALDER MD,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,LOU CURTO,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,CAROLYN LORION,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,DAVID SILVA,BOARD MEMBER,0.00,X,0,0,0
201612449349301071,042466767,JANIS SANTOS,EXECUTIVE DIRECTOR,40.00,X,120832,0,0
201612449349301076,630797410,GERALD SIMONS MPAS PA-C,DIRECTOR OF,40.00,40.00,X,0,0,0
201612449349301076,630797410,ERIN SHERER MPAS PA-C,DIRECTOR OF,40.00,40.00,X,0,0,0
201612449349301076,630797410,SHI CHIAN KHOR PA-C,DIRECTOR OF,40.00,40.00,X,0,0,0
201612449349301076,630797410,MARGARET HOLLAND PA-C,STUDENT RESP,40.00,40.00,X,0,0,0
201612449349301076,630797410,JORDAN BARNER PA-S,ASST STUDENT,40.00,40.00,X,0,0,0
201612449349301076,630797410,ROY CONSTANTINE PHD PA-C,ACS-CSPS REP,40.00,40.00,X,X,0,0,0
201612449349301076,630797410,DAN VETROSKY PHD PA-C,ACS-CSPS REP,40.00,40.00,X,0,0,0
201612449349301076,630797410,LINDA KOTRBA,CEO,40.00,40.00,X,0,0,0
201612449349301076,630797410,JON VAN HORN MPAS PA-C,PRESIDENT,40.00,40.00,X,0,0,0
201612449349301076,630797410,THOMAS O'BRIEN PA-C,SECRETARY/TR,40.00,40.00,X,0,0,0
201612449349301076,630797410,ERIKA NIGAM MPAS PA-C,PRESIDENT-EL,40.00,40.00,X,0,0,0
201612449349301076,630797410,CATHERINE GAINES MMS PA-C,IMMEDIATE PA,40.00,40.00,X,0,0,0
201612459349300241,952058103,NICK FRANKART,President,4.00,0.00,X,X,0,0,0
201612459349300241,952058103,HAROLD TSEKLENIS,Vice President,4.00,0.00,X,X,0,0,0
201612459349300241,952058103,RUTH HILLECKE,Secretary,3.00,0.00,X,X,0,0,0
201612459349300241,952058103,WILLAIM HARE,Treasurer,6.00,0.00,X,X,0,0,0
201612459349300241,952058103,MARK ARTUSIO,Director,6.00,0.00,X,0,0,0
201612459349300241,952058103,PAT GILL,Director,4.00,0.00,X,0,0,0
201612459349300241,952058103,BOB GOLDSTEIN,Director,2.00,0.00,X,0,0,0
201612459349300241,952058103,CAROL KEARNS,Director,2.00,0.00,X,0,0,0
201612459349300241,952058103,KAROL MORRISON,Director,2.00,0.00,X,0,0,0
201612459349300241,952058103,SHARON LAVERY,Director,5.00,0.00,X,0,0,0
201612459349300241,952058103,LORINE PARKS,Director,2.00,0.00,X,0,0,0
201612459349300241,952058103,JOYCE SHERWIN,Director,3.00,0.00,X,0,0,0
201612459349300241,952058103,MARY STEVENS,Director,3.00,0.00,X,0,0,0
201612459349300241,952058103,LARRY LEWIS,Director,2.00,0.00,X,0,0,0
201612459349300241,952058103,ELOISA BALL,Director,3.00,0.00,X,0,0,0
201612459349300241,952058103,MARK KELLER,Director,4.00,0.00,X,0,0,0
201612459349300241,952058103,DON MARSHALL,Director,4.00,0.00,X,0,0,0
201612459349300241,952058103,JOANNE GRONLEY,Director,2.00,0.00,X,0,0,0
201612459349300301,465215047,CHRISTINE SIPPERLEY,PRESIDENT,1.00,0.00,X,0,0,0
201612459349300301,465215047,TOM HAND,VICE PRESIDENT,1.00,0.00,X,0,0,0
201612459349300301,465215047,ANDREW DENISON,TRUSTEE,1.00,0.00,X,0,0,0
201612459349300301,465215047,RENE ZIAJA,SECRETARY,1.00,0.00,X,0,0,0
201632519349300958,640877906,DIANE BARRENTINE,BOARD PRESID,X,0,0,0
201632519349300958,640877906,MARGARET KING,BOARD VICE-P,X,0,0,0
201632519349300958,640877906,TENASHA HARBIN,BOARD SECRET,X,0,0,0
201632469349300108,223091017,KEITH MACFARLAND ESQ,TREASURER,0.10,1.70,X,X,0,0,0
201632469349300108,223091017,SARITIN RIZZUTO,PRESIDENT,0.10,1.70,X,X,0,0,0
201632469349300108,223091017,RENEE CASO GRIFFIN,CLERK,0.10,1.70,X,X,0,0,0
201632469349300108,223091017,JACKIE K MOORE,CHIEF EXECUTIVE OFFICER,2.00,38.00,X,0,279565,11999
201632469349300108,223091017,RITA INGERSOLL,CHIEF FINANCIAL OFFICER,2.00,38.00,X,0,133578,6845
201632519349300313,611339396,FRANCENA MARIE LOWE,DIRECTOR/ President,1.0,40.0,X,X,0,185374,2156
201632519349300313,611339396,anyeka wallace,director,1.0,40.0,X,0,99016,12968
201632519349300313,611339396,christopher burckhardt,director,1.0,40.0,X,0,253663,37879
201632519349300313,611339396,bobby artis,director,1.0,40.0,X,0,91984,35565
201632519349300313,611339396,terry steiden,director,1.0,40.0,X,0,40419,19931
201632519349300313,611339396,Elaine Williams,director,1.0,40.0,X,0,23345,3944
201632519349300313,611339396,Shirley Harris,director,1.0,40.0,X,0,61138,2701
201632519349300313,611339396,VINCENT DODDS,TREASURER,1.0,40.0,X,0,179192,32549
201632519349300313,611339396,JOE ROSENBLUM,SECRETARY,1.0,40.0,X,0,85134,24357
201632519349300313,611339396,BRUCE SAAB,VICE PRESIDENT,1.0,40.0,X,0,117836,15283
201632519349300313,611339396,MELISSA CLAYTON,VICE PRESIDENT,1.0,40.0,X,0,174565,25759
201642509349300319,760312087,ELIZABETH F BURLEIGH JD,CHIEF FINANCIAL OFFICER,50.00,X,X,60000,0,5145
201642509349300319,760312087,DIANA C DALE DMIN PHD,PRESIDENT,60.00,X,X,102000,0,5441
201642509349300319,760312087,JAMIE CARSEY JD,DIRECTOR,1.00,X,0,0,0
201642509349300319,760312087,JOHN KENYON,DIRECTOR,1.00,X,0,0,0
201642509349300319,760312087,JEFFREY R NEWPORT JD,DIRECTOR,1.00,X,0,0,0
201642509349300319,760312087,JIM REVIS FACHE CHFM MBA JD,DIRECTOR,1.00,X,0,0,0
201642509349300319,760312087,ELIZABETH SMITH PHD,VICE PRESIDENT,1.00,X,X,0,0,0
201642509349300319,760312087,KEITH THAYER,TREASURER,1.00,X,X,0,0,0
201642509349300704,481267982,Frances Zuckswert,Secretary,0.00,0.00,X,0,0,0
201642509349300704,481267982,Shannon Funk,Director,0.00,0.00,X,0,0,0
201642509349300704,481267982,Nancy Funk,Treasurer,6.00,0.00,X,0,0,0
201642509349300704,481267982,Robert C Funk,Director,0.00,0.00,X,0,0,0
201642509349300704,481267982,Deborah Cartwright,Director,0.00,0.00,X,0,0,0
201642509349300704,481267982,Patricia E Stamps,President,0.00,0.00,X,0,0,0
201642509349300209,300308421,THOMAS BROWNFIELD,Director,0.50,X,0,0,0
201642509349300209,300308421,JOHN COOK,Director,0.05,X,0,0,0
201642509349300209,300308421,DAVID LONG-HIGGINS,President,0.05,X,X,0,0,0
201642509349300209,300308421,ALAN MIKESELL,Vice President,0.05,X,0,0,0
201642509349300209,300308421,REV KENNETH DANIEL,Asst. V.P.,0.05,X,0,436392,103080
201642509349300209,300308421,JOHN K RENNER,Secretary/Treasurer,0.10,X,0,247791,25752
201642509349300209,300308421,CHERYL WICKERSHAM,Asst. Sec/Treas,0.15,X,0,131797,22367
201642469349300244,311475577,NA,N/A,0.00,X,0,0,0
201632529349300833,201811745,PAMELA COPE,DIRECTOR/CO-,35.00,X,X,24000,0,0
201632529349300833,201811745,RANDALL COPE,DIRECTOR/CO-,2.00,X,X,0,0,0
201632529349300833,201811745,WARREN LANGLAND,DIR/SECRETAR,2.00,X,X,0,0,0
201632529349300833,201811745,JD YOUNG,DIRECTOR/CHA,2.00,X,X,0,0,0
201632529349300833,201811745,COLIN BATCHELOR,DIRECTOR/TRE,2.00,X,X,0,0,0
201632529349300833,201811745,TERRA MCCLELLAND,DIRECTOR,2.00,X,0,0,0
201632529349300833,201811745,JORDAN WOLLMAN,DIRECTOR,2.00,X,0,0,0
201632529349300833,201811745,JOHN O'TOOLE,EXECUTIVE DI,40.00,X,31500,0,0
201632519349301153,364592698,DIRK BAK,CHAIRMAN OF THE BOARD,1.00,X,0,0,0
201632519349301153,364592698,STEVE KNUTH,DIRECTOR,1.00,X,0,0,0
201632519349301153,364592698,BRIAN SULLIVAN,DIRECTOR,1.00,X,0,0,0
201632519349301153,364592698,VIN WEBER,DIRECTOR,1.00,X,0,0,0
