object_id,ein,NnCshChckbxInd,Dsc,CntrbtnCnt,NncshCntrbtnsRptF990Amt,MthdOfDtrmnngRvnsTxt
202001949349300600,610444763,X,AIRLINE FEES,1,3659,FAIR MARKET VALUE
202000079349302115,131916574,X,SOFTWARE AND SERVICES,1,16000,COST
202000079349302115,131916574,X,EQUIPMENT,1,10000,COST
202000079349302115,131916574,X,SUPPLIES/SUPPLEMENTS,3,8977,COST
202000079349302115,131916574,X,EQUIPMENT LEASE,1,7058,COST
202020599349301402,956001907,X,Furniture & Office Equip,2,5079,Fair Market Value
202020599349301402,956001907,X,Piano,1,3500,cost
202020599349301402,956001907,X,Telescope,1,1199,Cost
202030699349301008,986001141,X,Media production,20,2940000,Appraisal
202030699349301008,986001141,X,Other items,12,94000,Appraisal
201933199349320313,640902475,X,CONTRIBUTED SUPPORT,1,109910,FOR TIME WORKED
202000769349300545,350867954,X,Equipment,1,8000,Selling price
202000769349300545,350867954,X,Stamps,3,5036,Selling price
202000769349300545,350867954,X,Gift cards,12,3900,Selling price
201903169349301975,240795439,X,2011 CUMMINS ISX ENGINE,1,41640,FMV
201903169349301975,240795439,X,CARRIER /KUBOTA ENGINE,1,4500,FMV
201903169349301975,240795439,X,2 ROOFTOP HVAC UNITS,2,3925,FMV
201903169349301975,240795439,X,ISUZU 3.0 LITER DIESEL ENGINE,1,3500,FMV
201903169349301975,240795439,X,GOLF SPRINT PRINT,1,1035,FMV
201903169349301975,240795439,X,NU STEP BIKE,1,600,FMV
202020139349300717,381369604,X,EQUIPMENT,5,135236,FMV
202001259349300000,953127273,X,Equipment,3,288500,Market Value
202001259349300000,953127273,X,Pet Food,2,90971,Market Value
201903189349302870,454620000,X,AIRCRAFT ENGINES,14,852000,FMV
202041609349301424,340714363,X,MUSICAL INSTRUMENTS,11,58510,COST/APPRAISAL
202041609349301094,590949880,X,SILENT AUCTION,52,9992,SALE PRICE
202010989349300831,930386858,X,SUPPLIES,147,51164,COST
202010989349300831,930386858,X,MUSICAL INSTRUMENTS,1,4000,OPINION OF EXPERT
202011069349301816,510198454,X,Global Classroom Equip,1,10743
202011369349303706,141338580,X,Miscellaneous,38,30657,cost
202021049349300412,237223216,X,Piano,1,11000,FAIR MARKET VALUE
202010209349300716,750851900,X,LIFE INSURANCE,1,39703,CASH VALUE
202001969349302350,030179414,X,OTHER,67,1326,Market value
202000439349300615,311682468,X,Musical instruments,1,4500,Selling Price
202000439349300615,311682468,X,Other,4,88069,Selling Price
202030099349300123,344428207,X,MUSICAL,1,27500,FMV
202031679349300623,470378777,X,LIVESTOCK,1,4137,MARKET VALUE
202031679349300623,470378777,X,NEW GRAIN,2,4035,MARKET VALUE
202020669349300017,980042539,X,Insurance Premiums,5,7764,Values of premiums
202020669349300017,980042539,X,Furniture & Other,3,7420,Appraisals
202020669349300017,980042539,X,Musical Instruments,2,47500,Appraisals
202031059349300313,590637903,X,ART SUPPLIES,4,1264,FMV
202041339349302344,250969449,X,SOFTWARE LICENSE,1,100000,FAIR MARKET VALUE
202041339349302344,250969449,X,SCIENTIFIC/ENGINEERING/MUSIC EQPT,9,55095,FAIR MARKET VALUE
202041339349302344,250969449,X,ALUMNI EVENT,27,36830,COST
202041339349302344,250969449,X,TOOLS,1,27506,COST
202041359349303179,880121831,X,Miscellaneous Items,8,2745,General Ledger
202030879349300438,430653369,X,SPORTING EVENT TICKETS,3,18862,FMV
202030879349300438,430653369,X,AUCTION ITEMS,2,5500,FMV
202030879349300438,430653369,X,EVENT CATERING,1,26500,FMV
202041009349300524,231352652,X,VARIOUS ITEMS & DISCOUNTS ON PRINTED ITEMS,4,1357,FMV
202041009349300524,231352652,X,SUBSCRIPTION TO CONSTANT CONTACT,1,540,FMV
202011069349300716,411607453,X,EQUIPMENT/PRINTER,1,107059,FAIR MARKET VALUE
202011069349300716,411607453,X,COMPUTERS,6,8820,FAIR MARKET VALUE
202011069349301111,231352615,X,AREA RUGS,1,9500,RETAIL SALE PRICE
202011069349301111,231352615,X,AUCTION ITEMS,8,0,VALUES NOT PROVIDED
202041979349304394,240795453,X,HOSTED EVENTS,8,5882,COST
202041979349304394,240795453,X,VARIOUS LEARNING/LAB SUPPLIES,2,3539,COST
202041979349304394,240795453,X,PIANO,1,3500,COST
202041979349304394,240795453,X,GIFT CERTIFICATES,4,651,COST
202041979349304394,240795453,X,FOOD,2,402,COST
202031979349303368,570314404,X,Equipment/gifts,7,8083,Cost
202031979349303368,570314404,X,Athletic supplies,1,7194,Cost
202031979349303368,570314404,X,Other,1,2526,Cost
202011909349301116,470405319,X,MUSICAL INSTRUMENTS,3,27885,ESTIMATED FAIR VALUE
202040569349300909,202173923,X,OPERATING LEASE,1,410614
202030579349301648,942356338,X,IMPROVEMENTS TO PROPERTY HELD ON EQUITY METHOD,1,372408,COST
202001269349302150,953909672,X,GIFT CARDS & CERTIFICATES,53,26517,MARKET VALUE
202001269349302150,953909672,X,COLLECTIBLES,9,20725,MARKET VALUE
202001269349302150,953909672,X,ELECTRONICS/TOYS/GIFT BASKET,14,8265,MARKET VALUE
202001269349302150,953909672,X,WINE & BEVERAGES,32,5215,MARKET VALUE
202001269349302150,953909672,X,JEWLERY/ACCESSORIES,6,710,MARKET VALUE
202020999349300017,410693979,X,OTHER GIFTS IN KIND,30,27482,REPLACEMENT COST
202020999349300017,410693979,X,MUSICAL INSTRUMENTS,1,1900,REPLACEMENT COST
202021009349300737,582624570,X,Equipment,9,106267,Appraisal
202021009349300737,582624570,X,Carpet,1,64638,Purchase price
202021009349300737,582624570,X,Misc,13,8864,Replacement cost
202021009349300737,582624570,X,Travel/Meals,6,4408,Purchase price
202011149349300811,042108376,X,Fundraising event,2,1093,ACTUAL INVOICE
202011149349300811,042108376,X,Equipment,1,1081,ACTUAL INVOICE
202000719349301410,730739626,X,Computer Equipment,1,202303,Estimated FMV
202000719349301410,730739626,X,Piano,1,12000,Appraisal
202001349349302790,111630822,X,TEXTILES,1,5000,FMV
202031059349300448,010211810,X,Office Furn & Supplies,10,41355,Market Value
202001969349303880,920023588,X,Staff Assembly Retreat,17,1699,FMV
202001969349303880,920023588,X,Ski Team Auction Items,38,13594,FMV
202001969349303880,920023588,X,Chess Fellowship Auction Items,6,2398,FMV
202001969349303880,920023588,X,Airline Vouchers,25,31250,FMV
202001969349303880,920023588,X,Supplies,6,1081,FMV
202041329349301204,470376583,X,"Under $100,000",69,181331,Various
202041329349301204,470376583,X,Equipment/Office Furniture for new Dental School building,1,752498,FMV
202041329349301204,470376583,X,333 Dental Simulation and Clinic units,1,1755752,FMV
202041329349301204,470376583,X,Aircraft Usage,1,300000,FMV
202021329349300207,250965591,X,RESEARCH EQUIPMENT,2,49764,WRITTEN APPRAISAL
202021329349300207,250965591,X,RELAY PANEL,1,21334,WRITTEN APPRAISAL
202021329349300207,250965591,X,LIFE INS PREM.,1,4165,FMV
202021329349300207,250965591,X,TRAVEL&AIRFARE,1,1081,FMV
202021329349300207,250965591,X,LUNCHEON,1,610,FMV
202031489349301308,510671019,X,BACKPACKS AND SCHOOL SUPPLIES,1,675710,LOWEST CONTARCT COST
202031489349301308,510671019,X,BABIES R US DIAPER KITS,1,26218,WEARHOUSE PRICING
202031489349301308,510671019,X,LAPTOPS,1,8000,COMPARABLE SALES
202031489349301308,510671019,X,DONATED SERVICES,1,4753,ACTUAL COSTS
202031339349301533,231353385,X,TRAVEL EXPENSE,1,666,MARKET VALUE
202030369349301408,381627600,X,Classroom and Laboratory Equipment,2,123,Donor Estimates
201913189349301541,591092732,X,CLOTHING & HOUSEHOLD,214,2319,FAIR MARKET VALUE
202010229349301506,610660795,X,FOOD,9,13256,DONOR PROVIDED
202010229349301506,610660795,X,PRINTING,2,5026,DONOR PROVIDED
202010229349301506,610660795,X,ADVERTISING,1,4710,DONOR PROVIDED
202010229349301506,610660795,X,FURNITURE,1,1397,DONOR PROVIDED
202010509349301301,910564993,X,GALA AUCTION,176,145429,FAIR MARKET VALUE
202010509349301416,951744369,X,Musical Instruments,2,114750,Appraisal
202020839349300902,160743942,X,MISCELLANEOUS,16,56168,COST
202020839349300902,160743942,X,TICKETS/PASSES,4,13700,COST
202020839349300902,160743942,X,GIFT CARDS,10,5822,COST
202040349349300714,480543736,X,EQUIPMENT/MISC,6,19133,MARKET VALUE
202001269349300545,941156525,X,Medical equipment,1,18431,FMV
202001269349300545,941156525,X,Event items donated,78,13410,FMV
202001269349300545,941156525,X,Furniture,1,415,FMV
202001269349300605,020222120,X,27 prs of Nike shoes for M/W Cross Country T&F teams,1,3265,Receipt of purchase
202001269349300605,020222120,X,"Misc. enhancements to the President's House (blinds for sun room, garb",1,2719,Receipt of purchase
202001269349300605,020222120,X,4 Red Sox tickets for the 2019 season,1,760,Receipt of purchase
202001269349300605,020222120,X,Catering & beverage faculty/staff opening reception,1,671,Receipt of purchase
202001269349300605,020222120,X,Red Sox tickets for giving promotion,1,512,Receipt of purchase
202001269349300605,020222120,X,Materials for Baird Health & Counseling for CSC Medicine Program,1,476,Receipt of purchase
202001269349300605,020222120,X,Printer & cartridge for President's Office,1,414,Receipt of purchase
202001269349300605,020222120,X,Drinks for the Pub Social 2/22/19,1,359,Receipt of purchase
202001269349300605,020222120,X,"Purchased student art for Ware 005. Eagle series, Wolf series, 2 print",1,320,Receipt of purchase
202001269349300605,020222120,X,Ski swap proceeds 2018,1,311,Receipt of purchase
202001269349300605,020222120,X,Food & beverages for the holiday luncheon.,1,271,Receipt of purchase
202001269349300605,020222120,X,purchased a Swingaway Bryce Harper MVP LTD for baseball team,1,200,Receipt of purchase
202001269349300605,020222120,X,12 training shirts for M&W X-Country Teams,1,194,Receipt of purchase
202001269349300605,020222120,X,Misc. items purchased for Library open house,1,144,Receipt of purchase
202001269349300605,020222120,X,'Great Place to Work' buttons for CSC employees,1,129,Receipt of purchase
202001269349300605,020222120,X,Underwrite breakfast at Advancement staff's retreat,1,120,Receipt of purchase
202001269349300605,020222120,X,Jim Herrick's piano tuning invoice (for piano in Wheeler Hall),1,85,Receipt of purchase
202001269349300605,020222120,X,2018 Tennis Sponsor,1,38,Receipt of purchase
202001269349300605,020222120,X,Candy for Trustee meetings,1,17,Receipt of purchase
202041009349301029,050465628,X,BARBRI courses,4,15180,Vendor Valued
202021269349301812,362167725,X,Departmental Supplies,21,47775,Market value
202021269349301812,362167725,X,Special Events,16,20837,Market value
201923189349304737,251065148,X,TRAVEL EXPENSE,13,24977,EXPENSE REPORT/RECEI
201923189349304737,251065148,X,EQUIPMENT,2,13259,RETAIL VALUE
201923189349304737,251065148,X,EVENT EXPENSE,13,5585,RECEIPTS
202040249349300009,860711495,X,Forgiveness of debt,1,190000,Fair value
202041979349304134,570314395,X,SUPPLIES,6,2892,Cost
201923029349301652,541919810,X,DEBT FORGIVENESS,1,349557,LOAN FORGIVENESS AGR
201923029349301652,541919810,X,GIFT IN KIND,1,2639,FAIR MARKET VALUE
202012469349300421,540646523,X,FURNITURE & EQUIPMENT,1,29791,FMV
202012469349300421,540646523,X,PAINT,1,560,FMV
202031769349300203,540534105,X,HORSES,2,200000,FMV
202031769349300203,540534105,X,VARIOUS-OTHER,39,34069,FMV
202000649349300020,566049935,X,SOFTWARE,2,144063,DONOR STATED
202000649349300020,566049935,X,EQUIPMENT/FURNITURE,6,5222,DONOR STATED
202000649349300020,566049935,X,AWARDS,15,375,DONOR STATED
202010979349300716,362191252,X,Donated Airfare,1,1073,FMV
202010979349300716,362191252,X,Bequest,1,449708,FMV
202010979349300716,362191252,X,Furniture,1,921,FMV
202010979349300716,362191252,X,Equipment,1,20,FMV
202010979349300716,362191252,X,Gift Cards,8,2000,FMV
202010979349300716,362191252,X,Lab Equipment,1,2744,FMV
202010979349300716,362191252,X,Event Fees,1,3903,FMV
202010979349300716,362191252,X,Piano,1,8500,FMV
202031209349300938,221500645,X,MISCELLANEOUS,31,325000,Cost
202020809349300922,350868086,X,Equipment,2,2550,Market value
202020809349300922,350868086,X,Supplies,17,2570,Market value
202031009349301553,560529940,X,VARIOUS EQUIPMENT USED IN PROGRAMS,5,34565,COMPARABLE EQUIPMENT
202031009349301553,560529940,X,RETREAT FOOD & SUPPLIES,2,2069,COMPARABLE PRICING
202031009349301553,560529940,X,ACCUTRUST SOFTWARE,1,120000,VENDOR PRICING
202020919349300502,231352641,X,EVENT EXPENSES,3,4457,FMV
202020919349300502,231352641,X,SUPPLIES,3,16954,FMV
202011299349300336,741109620,X,Airline tickets,4,1600,Market value
202011299349300336,741109620,X,Musical instruments,2,2,Other
202011299349300336,741109620,X,"Royalty interest, land",1,3020,Cost
202011299349300336,741109620,X,Instructional and scientific equipment and supplies,1,3100,Opinions of experts
202011299349300336,741109620,X,Furniture,1,5000,Market value
202040919349300834,590624401,X,DONATED PRIZES,2,6700,FMV
202040919349300834,590624401,X,VARIOUS ITEMS,38,50,VALUED AT $1 EACH
202010089349300531,660177776,X,Equipment,1,8760,FMV
202001409349301025,340714600,X,INSTRUMENTS,4,106064,INDEP.APPRAISAL
202001409349301025,340714600,X,LIBRARY MATERIALS,12,522,AVG 3 YR.PRICE/NEW I
202030769349301568,131740445,X,Persian Rug,1,10500,FMV
202000519349300500,930391586,X,MORTGAGE NOTES RECEIVABLE ON REAL ESTATE,3,586904,FACE VALUE
202031339349301123,590624364,X,Misc.,19,30312,FMV
202031339349301123,590624364,X,Food/Beverages,18,23762,FMV
202031339349301123,590624364,X,Events/Hotel,7,5095,FMV
202031339349301123,590624364,X,Gift Cards,5,3470,FMV
202021359349302367,231352661,X,Other - Equipment,3,3,Comparable sales
202021359349302367,231352661,X,Other - Program Supplies,4,1018,Comparable sales
202021359349302327,050306206,X,HORSE,4,175000,SALE COMPARABLE ITEM
202021359349302327,050306206,X,CLASSROOM,22,61096,SALE COMPARABLE ITEM
202021359349302327,050306206,X,OTHER,29,30982,SALE COMPARABLE ITEM
202011369349302556,231365971,X,Medical Equipment,2,31000,Market value
202011369349302556,231365971,X,Musical instruments,1,5000,Market value
202011369349302556,231365971,X,Supplies,2,44000,Market value
202041979349303834,060646936,X,LAB EQUIPMENT,3,12393,FMV
202041979349303834,060646936,X,FURNITURE,3,9766,FMV
202041979349303834,060646936,X,SUPPLIES,1,4100,FMV
202031909349302358,620516509,X,VARIOUS,17,29329
202040979349300944,350867977,X,PRIZES,11,9060,COST
202040979349300944,350867977,X,BANNERS/SIGNS/PICTURES,17,11468,FMV
202040979349300944,350867977,X,EQUIPMENT,6,11122,COST
202040979349300944,350867977,X,FOOD/BEVERAGES/MEALS,11,7412,COST
202040979349300944,350867977,X,INSTRUCTIONAL MATERIAL,5,5389,COST
202041349349302444,042300472,X,Gift Cards,186,18600,FMV
202041349349302444,042300472,X,Instruments,72,213742,FMV
202001189349300445,956002998,X,WATER SYSTEM,1,110000,FMV
202011069349300021,150545841,X,EVENT,2,656,FMV
202011069349300021,150545841,X,TRAVEL EXPENSES,1,2176,FMV
202021329349301037,436052681,X,AUCTION ITEMS,1,20315,FAIR MARKET VALUE
202011689349300611,610444788,X,PLANTS,1,7744,FMV
202011689349300611,610444788,X,GIFT CARDS & VOUCHERS,20,3520,FMV
202011689349300611,610444788,X,EQUIPMENT,5,2846,FMV
202011689349300611,610444788,X,MISCELLANEOUS GIFTS,13,858,FMV
201931349349303268,030179414,X,OTHER,57,418764,Market value
202000659349300915,310544271,X,COMPUTERS & EQUIPMENT,1,153116,FMV
201933189349304228,562195966,X,1,68800
202010869349300601,580593414,X,EQUIPMENT/FURNITURE,2,6001,ESTIMATED FAIR VALUE
202010869349300601,580593414,X,SUPPLIES,2,2199,ESTIMATED FAIR VALUE
202041349349302239,350868149,X,EQUIPMENT,4,61211,FMV
202041349349302239,350868149,X,SOFTWARE,2,4993,FMV
202031979349300128,110461385,X,HELIO. ENGINES,1,36380,FMV
202031979349300128,110461385,X,FLIGHT TICKETS,9,20267,FMV
202031979349300128,110461385,X,MISCELLANEOUS,3,1445,FMV
202021369349304427,250965438,X,"TICKETS, PASSES, GIFT CARDS & VOUCHERS",92,25327,FAIR MARKET VALUE
202021369349304427,250965438,X,VARIOUS ITEMS,14,3446,FAIR MARKET VALUE
202021369349304427,250965438,X,TRAVEL/ACCOMODATIONS,7,2281,FAIR MARKET VALUE
202021339349301017,041958460,X,Discounted equipment,31,236162,Fair market value
202021339349301017,041958460,X,Equipment,36,50000,Fair market value
202041849349301499,986001269,X,GENERAL ACCESSORIES,12,151786,COST
202030839349300418,420707120,X,2
202001339349302120,350868107,X,Supplies,9,32,Cost
202001339349302120,350868107,X,Small prize give aways,133,133,Cost
202001339349302130,250912618,X,AVIATION RELATED PARTS,3,24948
202001339349302130,250912618,X,DONATED RENT,1,3540
202001399349300870,310537177,X,REAL PROPERTY,8,31936,COST
202001399349300870,310537177,X,PERSONAL PROPERTY,4,25850,COST
202031269349301148,350868125,X,ATHLETIC ITEMS,2,16800,FAIR MARKET VALUE
202010729349300801,410695527,X,CONSTRUCTION MATERIALS,1,5610,COST
202001329349302080,910564961,X,"Furniture, Equip and Supplies",26,13561,Estimated FMV
202001329349302080,910564961,X,Gift certificates,70,8300,Value of certificates
202001329349302080,910564961,X,Event/Admission Tickets,28,2072,Value of Tickets
202041749349300714,560529990,X,MISCELLANEOUS,111,21884,COST
202041749349300714,560529990,X,SOFTBALL SCOREBOARD,1,15000,COST
202041749349300714,560529990,X,USED TORO FIELD GROOMER,1,8500,COST
202041749349300714,560529990,X,SOFTBALL FIELD MATERIALS,1,4145,COST
202041749349300714,560529990,X,SOFTBALL FIELD IRRIGATION SYSTEM,1,4000,COST
202011199349301501,420680344,X,TRAVEL&LODGING,1,488,FAIR VALUE
202001919349301975,560532314,X,Food Truck event,1,28250,Retail value
202001919349300145,020222111,X,Self-created items/archival records,2,2,Other - Valued at $1 per allocation/donor credit
202001919349300145,020222111,X,Horses and equestrian equipment,2,2,Other - Valued at $1 per allocation/donor credit
202001919349300145,020222111,X,Specialized equipment/musical instruments,2,2,Other - Valued at $1 per allocation/donor credit
202001919349300145,020222111,X,Miscellaneous,1,2,Other - Valued at $1 per allocation/donor credit
202041689349300144,231653718,X,MEDICAL EQUIPMENT,1,14883,COMPARABLE SALES
202041689349300144,231653718,X,PRINTING SERVICE,5,10275,RETAIL VALUE
202041689349300144,231653718,X,AUCTION - TICKETS,15,7756,COMPARABLE SALES
202041689349300144,231653718,X,SUPPLIES,4,6455,COMPARABLE SALES
202041689349300144,231653718,X,AUCTION - OTHER,16,6400,COMPARABLE SALES
202041689349300144,231653718,X,AUCTION - GIFT CARDS,12,2148,COST
202041689349300144,231653718,X,FREEZER,1,2000,COMPARABLE SALES
201941339349302264,061013935,X,PIANO,1,35000,FAIR MARKET VALUE
201941339349302304,231365971,X,Equipment,7,215000,Market value
201941339349302304,231365971,X,Musical instruments,1,64000,Market value
201941339349302304,231365971,X,Other,1,50000,Market value
202010249349300116,470376524,X,EQUIPMENT,3,17900,ESTIMATED VALUE
202010249349300116,470376524,X,MISCELLANEOUS,4,16507,ESTIMATED VALUE
202010249349300116,470376524,X,GOLF,1,225,ESTIMATED VALUE
201903199349308290,250965603,X,"FURNITURE, RUG, & MUGS",1,4,FAIR MARKET VALUE
202040509349301019,426081293,X,EQUIPMENT AND SUPPLIES,1,2895,FMV
202010459349301421,440589787,X,LOAN FORGIVENESS,1,10000,0
202040309349300709,593562981,X,OCCUPANCY,1,232000,ACTUAL COST
202040309349300709,593562981,X,COMMUNICATIONS,1,23000,ACTUAL COST
202040309349300709,593562981,X,SUPPLIES,1,7000,ACTUAL COST
202041329349300514,250965557,X,ORTHODONTIC SUPPLIES/EQUIPMENT,5,191481,FAIR MARKET VALUE
202041329349300514,250965557,X,FURNITURE,2,5300,FAIR MARKET VALUE
202041329349300514,250965557,X,EQUIPMENT,2,4291,FAIR MARKET VALUE
202041329349300514,250965557,X,GIFT CARD/BASKET,17,1907,FAIR MARKET VALUE
202041329349300514,250965557,X,JEWELRY,1,310,FAIR MARKET VALUE
202041329349300514,250965557,X,SIGNAGE,1,119,FAIR MARKET VALUE
202041329349300514,250965557,X,ADMISSION TICKETS,1,60,FAIR MARKET VALUE
202001479349300875,381366958,X,MUSICAL EQUIPMENT,3,12450,FAIR MARKET VALUE
202001479349300875,381366958,X,ENTERTAINMENT,38,7017,FAIR MARKET VALUE
202031059349301248,141338498,X,Catering,1,40000,FMV
202031059349301248,141338498,X,Lodging for Coaches,1,15500,FMV
202031059349301248,141338498,X,Misc Items,6,204,FMV
201923459349300107,350715530,X,BUILDINGS & CONSTRUCTION SUPPLIES,1,180230,FAIR MARKET VALUE
201923459349300107,350715530,X,MISCELLANEOUS,4,197661,FAIR MARKET VALUE
201923459349300107,350715530,X,TRIPS,2,8600,FAIR MARKET VALUE
201923459349300107,350715530,X,MEALS,1,17500,FAIR MARKET VALUE
201923459349300107,350715530,X,GOLD COINS,1,6475,FAIR MARKET VALUE
201923459349300107,350715530,X,HISTORIC SHIP REPLICA,1,5000,FAIR MARKET VALUE
202041189349301469,451215081,X,"SERVICES, FACILITIES",1,939265,FAIR MARKET VALUE
202001749349301215,580566167,X,MISCELLANEOUS,2,827,FMV
202000769349301805,741277664,X,Various auction items and other minor donations.,101,83741,Market value
202000359349301400,750808791,X,FOOD,3,9000,FMV
202000359349301400,750808791,X,ADVERTISEMENT,2,8500,FMV
202000359349301400,750808791,X,BOOKS,9,4947,FMV
202000359349301400,750808791,X,MISCELLANEOUS,3,3038,FMV
202000359349301400,750808791,X,JEWLERY,2,514,FMV
202000359349301400,750808791,X,FLOWERS,1,45,FMV
202041979349304914,060646927,X,food for events,4,12062,receipts provided
202041979349304914,060646927,X,"papers, historical letters, Trinity scrapbook",3,10099,receipt provided
202041979349304914,060646927,X,slides,1,5000,receipt provided
202041979349304914,060646927,X,books,1,300,receipt provided
202041979349304914,060646927,X,"memorials, oil painting, atlas, equipment",4,0,receipt provided
202000649349301125,231526668,X,ENTERTAINMENT,42,9190,SELLING PRICE
202000649349301125,231526668,X,SUNDRY,26,5220,SELLING PRICE
202000649349301125,231526668,X,TRAVEL AND VACATION,4,3500,SELLING PRICE
202000649349301125,231526668,X,SERVICES,2,325,SELLING PRICE
202031979349305593,440545286,X,ATHLETIC EQUIPMENT,1,40000,COST
202031979349305593,440545286,X,LOCKERS,1,36500,COST
202031979349305593,440545286,X,TILE,1,25000,COST
202031979349305593,440545286,X,GARAGE DOOR,1,5000,COST
202031979349305593,440545286,X,TICKETS,1,400,COST
202031009349300143,050277222,X,Horse,3,560000,Appraisal
202031009349300143,050277222,X,Trees - Cardi Corp.,1,3168,FMV
201923189349304152,580633977,X,PLEDGE RECEIVABLE,1,26250,NRV
201923189349304152,580633977,X,MORTGAGE RECEIVABLE,1,230840,NRV
201923189349304152,580633977,X,PLEDGE RECEIVABLE,1,75000,NRV
201923189349304152,580633977,X,GENERATOR,1,12000,NRV
201923189349304152,580633977,X,PLEDGE RECEIVABLE,1,69342,NRV
201923189349304152,580633977,HEIFER,1,1250,FMV
202001919349301885,314379507,X,EVENT HOSTING EXPENSES,6,13911,OTHER-EXP INCURRED
