object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdTxExmptOrg_CntrlldOrgnztnInd
202041979349305184,042103542,Amherst College Foundation Trust,JPM Svcs Inc PO Box 6089,Newark,DE,19714,516522862,Support,NY,501(C)(3),PF,Amherst,true
202041979349305184,042103542,AC Harry Elwin Harkness Class of 1898,PNC Bank NA 620 Liberty Ave,Pittsburgh,PA,15222,222891327,Support,PA,501(C)(3),12 III-FI,Amherst,true
202041979349305184,042103542,Associated Kyoto Program Inc,Controllers Office Smith College,Northampton,MA,01063,042996114,Support,MA,501(C)(3),12 III,NA,false
202041979349305184,042103542,Woodside Children's Center,155 Woodside Avenue,Amherst,MA,01002,042888548,Child Care,MA,501(C)(3),12 III-O,Amherst,true
202041979349307414,951664112,THE CLAREMONT COLLEGE SERVICES,100 S MILLS AVE,CLAREMONT,CA,91711,954786748,SUPPORT UNIV,CA,501(C)(3),11A,NA,false
202021929349302767,820200907,NORTHWEST NAZARENE UNIVERSITY FOUNDATION INC,623 S UNIVERSITY BLVD,NAMPA,ID,83686,820432900,PROVIDE SUPPORT TO NW NAZARENE UNIVERSITY INC,ID,501(C)(3),"LINE 12A, I",NORTHWEST NAZARENE UNIVERSITY INC,1
202020859349301407,431408945,STATE FAIR COMMUNITY COLLEGE,3201 WEST 16TH STREET,SEDALIA,MO,65301,430899766,COMMUNITY COLLEGE,MO,501(C)(3),2,N/A,0
202020859349301407,431408945,J HIGDON POTTER EDUCATIONAL FOUNDATION INC,3201 WEST 16TH STREET,SEDALIA,MO,65301,431320429,SUPPORT & ASSIST COMMUNITY COLLEGE,MO,501(C)(3),5,N/A,0
202020699349301007,042111203,Jonas Realty Corp,950 Main Street,Worcester,MA,01610,475234687,Support the Trustees of Clark University and similar nonprofit entities under Section 501(c)(3).,MA,501(c)(3),11c III FI,Trustees of Clark University,1
202020849349300317,237428512,The New York Association for Analytical,28 East 39th Street,NEW YORK,NY,10016,510243845,A professional society of Jungian analysts,NY,N/A,false
202030449349301658,610445823,Asbury Foundation for Theological Education Inc,204 N Lexington Ave,Wilmore,KY,40390,611164593,Support Asbury Theological Seminary,KY,509(a)(3),Supporting Organizat,Asbury Theological Seminary
202042249349300309,980391928,SEE ATTACHED STMT,PO BOX 39040,TEL AVIV,IS,69978,NONPROFIT,IS,false
202011689349300911,630312914,Samford University Foundation,800 Lakeshore Drive,Birmingham,AL,35229,631016371,Educational research,AL,501(c)(3),10,Samford University,true
202001149349301525,951641455,SISTERS OF ST JOSEPH OF CARONDELET,11999 CHALON ROAD,LOS ANGELES,CA,90049,RELIGIOUS,CA,501(C)(3),LINE 1,N/A,0
201943579349300209,562476876,Commission on Accrediting of the Association of Theological Schools,10 Summit Park Drive,Pittsburgh,PA,15275,562476881,accreditation,PA,501c3,509a2,N/A,0
202010079349300536,362216176,TIMBER-LEE MINISTRIES INC,N 8705 SCOUT RD,EAST TROY,WI,53120,390989783,CAMP,WI,501(C)(3),9,TIU,true
202010079349300536,362216176,EFCA,901 E 98TH ST,MINNEAPOLIS,MN,55420,410721672,CHURCH,MN,501(C)(3),1,NA,false
202041369349305314,951664123,The Claremont Colleges Inc,101 S Mills Ave,Claremont,CA,91711,954786748,Provide academic and business services,CA,501(c)(3),"Line 12a, I",N/A,0
202040949349300014,560556753,PIEDMONT EDUCATIONAL FOUNDATION,PO BOX 7280,HICKORY,NC,28603,566061289,PROVIDE ATHLETIC SCHOLARSHIPS FOR LENOIR RHYNE UNIVERSITY,NC,501(C)(3),"LINE 12B, II",N/A,0
202000379349300105,131624158,The Rockefeller University Faculty & Students Club Inc,1230 York Avenue,New York,NY,10065,Social Club,NY,501(c)(7),The Rockefeller University,0
202010919349301701,952962604,CALIFORNIA LUTHERAN EDUCATIONAL FOUNDATION,60 WEST OLSEN ROAD M/C 1200,THOUSAND OAKS,CA,91360,770076535,FUNDRAISING,CA,501(C)(3),"LINE 12A, I",CALIFORNIA LUTHERAN UNIVERSITY,1
201913119349301786,237050293,KIRKWOOD COMMUNITY COLLEGE,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,420924685,HIGHER EDUCATION,IA,N/A,0
201913119349301786,237050293,KIRKWOOD COMMUNITY COLLEGE FOUNDATION,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,237076632,SUPPORT THE EDUCATION AND DEVELOPMENT NEEDS OF KIRKWOOD COMMUNITY COLLEGE,IA,501(C)(3),LINE 5,KIRKWOOD COMMUNITY COLLEGE,0
202030509349301018,942515428,PALMER COLLEGE FOUNDATION,1000 BRADY STREET,DAVENPORT,IA,52803,426081293,EDUCATION,IA,501(C)(3),LINE 2,N/A,0
202030509349301018,942515428,DR DAVID D PALMER ATHLETIC TRUST,1000 BRADY STREET,DAVENPORT,IA,52803,274313852,FUND RAISING,IA,501(C)(3),"LINE 12A, I",PALMER COLLEGE FOUNDATION,0
202011899349301786,050312747,NEW ENGLAND TECHNICAL COLLEGE,2500 POST ROAD,WARWICK,RI,02886,050459858,TECHNICAL EDUCATION SERVICES,RI,170(B)(1)(A)(II),501(C)(3),0
202010729349300726,840402707,REGIS JESUIT HOLDINGS INC,3333 REGIS BLVD,DENVER,CO,80221,840847714,HOLDING TITLE,CO,501(C)(2),REGIS UNIV,true
202031369349300313,560623936,THE UNIVERSITY OF MOUNT OLIVE FOUNDATION,634 HENDERSON STREET,MOUNT OLIVE,NC,28365,200371529,SEE PART VII,NC,501(C)(3),"LINE 12B, II",N/A,0
202040839349300359,410694747,PATRICIA V DAMON SCHOLARSHIP FUND,230 FRONT ST N,LACROSSE,WI,54601,686229419,TRUST,WI,501(C)(3),"LINE 12B, II",CARLETON COLLEGE,1
202040839349300359,410694747,S EUGENE BAILEY SCHOLARSHIP TRUST,PO BOX 64713,ST PAUL,MN,55164,416439914,TRUST,MN,501(C)(3),PF,CARLETON COLLEGE,1
202011919349301236,131624067,Institute of Musical Art,60 Lincoln Center Plaza,New York,NY,10023,136162648,Support,NY,501(C)(3),12a,Juilliard,true
202041979349301854,210634501,FORRESTAL INVESTMENT CORPORATION,701 Carnegie Center Suite 445,Princeton,NJ,08540,222968912,HOLDING CO.,NJ,501(c)(2),PRINCETON UNIVERSITY,true
202041979349301854,210634501,STANLEY J SEEGER HELLENIC FUND,701 Carnegie Center Suite 445,Princeton,NJ,08540,222266810,PROGRAMS,NJ,501(c)(3),Type I,PRINCETON UNIVERSITY,true
202041979349301854,210634501,FORRESTAL AGRICULTURAL CORPORATION,701 Carnegie Center Suite 445,Princeton,NJ,08540,363625291,INVESTMENTS,IA,501(c)(3),Type I,PRINCETON UNIVERSITY,true
202041979349301854,210634501,PRINCETON UNIVERSITY ALUMNI ORGANIZATION,701 Carnegie Center Suite 445,Princeton,NJ,08540,222711242,ALUMNI,NJ,501(c)(3),10,NA,false
202041979349301854,210634501,PRINCETON UNIVERSITY PRESS,41 WILLIAM STREET,Princeton,NJ,08540,210634483,PUBLICATIONS,NJ,501(c)(3),Type I,PRINCETON UNIVERSITY,true
202041979349301854,210634501,PRINCETON IN AFRICA INC,PO BOX 226,Princeton,NJ,08542,223824520,PROGRAMS,NJ,501(c)(3),Type I,PRINCETON UNIVERSITY,true
202041979349301854,210634501,PRINCETON IN ISHIKAWA INC,211 JONES HALL PRINCETON UNIV,Princeton,NJ,08544,223563022,PROGRAMS,NJ,501(c)(3),Type I,PRINCETON UNIVERSITY,true
202041979349301854,210634501,PRINCETON IN BEIJING INC,211 JONES HALL,Princeton University,Princeton,NJ,08544,223779722,PROGRAMS,NJ,501(c)(3),Type I,PRINCETON UNIVERSITY,true
202041979349301854,210634501,FOUNDING FATHERS PAPERS INC,701 Carnegie Center Suite 445,Princeton,NJ,08540,222365602,RESEARCH/PUBLICATION,NJ,501(c)(3),Type I,NA,false
202041979349301854,210634501,RESEARCH COLLECTIONS AND PRESERVATION CONSORTIUM,701 Carnegie Center Suite 445,Princeton,NJ,08540,223751732,BOOK STORAGE,NJ,501(c)(3),Type I,NA,false
202041979349301854,210634501,PRINCETON UNIVERSITY ATHENS CENTER,3 TIMARCHOU STREET,PANGKRATI,ATHENS,GR,11600,PROGRAMS,GR,PRINCETON IN ATHENSLLC,true
202041979349301854,210634501,DIETRICH FOUNDATION,USX TOWER 600 GRANT STNO 5360,PITTSBURGH,PA,15219,364711746,GRANTMAKING,PA,501(c)(3),Type I,NA,false
202041979349301854,210634501,EUGENE HIGGINS CHARITABLE TRUST,PO BOX 1802,PROVIDENCE,RI,02901,136073358,GRANTMAKING,RI,501(c)(3),Type III-O,NA,false
202041979349301854,210634501,CATHARINE D SHARPE CHARITABLE TRUST,C/O L HARNER 3000 TWO LOGAN SQ,PHILADELPHIA,PA,19103,232057737,GRANTMAKING,PA,501(c)(3),Type III-O,NA,false
202001369349301620,330413730,GENERAL CONFERENCE OF SDA,12501 OLD COLUMBIA PIKE,SILVER SPRINGS,MD,20904,520643036,CHURCH,MD,501(c)(3),1,false
202001369349301620,330413730,NAD OF SDA,12501 OLD COLUMBIA PIKE,SILVER SPRINGS,MD,20904,203164300,CHURCH,MD,501(c)(3),1,false
202001369349301620,330413730,PACIFIC UNION CONFERENCE OF SDA,2686 TOWNSGATE ROAD,WESTLAKE VILLAGE,CA,92505,951816033,CHURCH,CA,501(c)(3),1,false
202021409349300347,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH CLINICS,3333 GREEN BAY ROAD,NORTH CHICAGO,IL,60064,770691998,HEALTH CARE,IL,501(c)(3),Type I,RFUMS,true
202022309349302522,464588696,STOWERS INSTITUTE FOR MEDICAL RESEARCH,1000 EAST 50TH STREET,KANSAS CITY,MO,64110,202993509,MED RESEARCH,DE,501(C)(3),4,NA,false
202022309349302522,464588696,STOWERS RESOURCE MANAGEMENT INC,1000 EAST 50TH STREET,KANSAS CITY,MO,64110,412186719,SUPPORT ORG,DE,501(C)(3),"12A, I",SIMR,false
202022309349302522,464588696,STOWERS REAL ESTATE HOLDING CORPORATION,1000 EAST 50TH STREET,KANSAS CITY,MO,64110,261472230,TITLE HOLDING,DE,501(C)(2),N/A,SRM,false
202022309349302522,464588696,BIOMED VALLEY CORPORATION,1000 EAST 50TH STREET,KANSAS CITY,MO,64110,743238244,SUPPORT ORG,DE,501(C)(3),"12A, I",SIMR,false
202022309349302522,464588696,STOWERS SCIENTIFIC EDUCATION INSTITUTE,1000 EAST 50TH STREET,KANSAS CITY,MO,64110,205916445,SUPPORT ORG,DE,501(C)(3),"12A, I",SIMR,false
202022309349302522,464588696,STOWERS POLICY INSTITUTE,1000 EAST 50TH STREET,KANSAS CITY,MO,64110,203270502,SEE PART VII,DE,501(C)(4),N/A,SIMR,false
201902959349300845,581418202,AUGUSTA UNIVERSITY,1120 15TH STREET,AUGUSTA,GA,30912,586002053,INSTITUTION OF HIGHER EDUCATION AND RESEARCH UNIVERSITY,GA,115(1),0
201903179349302475,160743126,NORTHEASTERN SEMINARY,2265 WESTSIDE DRIVE,ROCHESTER,NY,14624,161554414,EDUCATION,NY,501(C)(3),2,RWC,true
201903179349302475,160743126,HOUSING DEVELOPMENT FOUNDATION INC,2301 WESTSIDE DRIVE,ROCHESTER,NY,14624,161583317,HOUSING,NY,501(C)(3),10,NA,false
201903399349301020,237099472,US Foundation for Queens University at K,99 University Avenue,Kingston,Ontario,CA,K7L 3N6,521960422,Support,DC,501(c)(3),7,false
201923189349307612,203185510,ED FOUNDATION,1606 NILES ROAD,AUSTIN,TX,78703,742804730,GRANT-MAKING TO PUBLIC CHARITIES,TX,501(C)(3),170(B)(1)(B),NONE,0
201923199349305957,231352008,The American College Foundation,630 Allendale Road Suite 400,King of Prussia,PA,19406,233015130,Solicit and manage funds for the benefit of The American College,PA,501(c)3,"Line 12a, I",0
201913129349302851,541863192,CHRISTOPHER NEWPORT UNIVERSITY,ONE UNIVERSITY PLACE,NEWPORT NEWS,VA,23606,540701501,EDUCATION,VA,170(C)(1),2,N/A,0
201913129349302851,541863192,CHRISTOPHER NEWPORT UNIVERSITY EDUCATION FOUNDATION,ONE UNIVERSITY PLACE,NEWPORT NEWS,VA,23606,541156248,SUPPORT OF UNIVERSITY,VA,501(C)(3),5,N/A,0
202041329349302209,516017306,UNIVERSITY OF DELAWARE,C/O UDRF 162 CENTER MALL RM 220,NEWARK,DE,19716,516000297,POST-SECONDARY EDUCATION,DE,501(C)(3),509(A)(1) - SCHOOL,0
202011959349303621,462470807,THE METROPOLITAN REGIONAL CAREER AND TECHNICAL CENTER,325 PUBLIC STREET,PROVIDENCE,RI,02905,061492961,EDUCATION,RI,115,0
202011959349303621,462470807,BIG PICTURE COMPANY INC,325 PUBLIC STREET,PROVIDENCE,RI,02905,050485883,EDUCATION,RI,501(C)(3),LINE 7,0
202010649349301211,202394946,Puritan Reformed Theological Sem,2965 Leonard NE,Grand Rapids,MI,49525,202394341,Training Ministers,MI,501c3,2,N/A,false
201923609349300112,452208063,FUTURE GENERATIONS INC,390 ROAD LESS TRAVELED,FRANKLIN,WV,26807,541651305,CONSERVATI,WV,501C3,7,N/A,false
202030569349300503,455507328,MONTANA STATE UNIVERSITY FOUNDATION,PO BOX 172750,BOZEMAN,MT,597172750,816001649,UNIVERSITY SUPPORT,MT,501(C)(3),LINE 5,N/A,0
202030569349300503,455507328,MONTANA STATE UNIVERSITY,PO BOX 172720,BOZEMAN,MT,597172750,363412482,PUBLIC UNIVERSITY,MT,115,N/A,0
202001949349300600,610444763,TURNER FOUNDATION FOR LINDSEY WILSON COLLEGE INC,210 LINDSEY WILSON STREET,COLUMBIA,KY,42728,621495937,FINANCIAL SUPPORT FOR LINDSEY WILSON COLLEGE,KY,501(C)(3),"LINE 12A, I",LINDSEY WILSON COLLEGE INC,1
202020289349301607,596046500,FIT MUSEUM OF ART INC,150 W UNIVERSITY BLVD,MELBOURNE,FL,32901,591804524,MUSEUM,FL,501,10,N/A,false
202001089349301300,741109631,OLLU MAIN BUILDING,411 SW 24TH STREET,SAN ANTONIO,TX,78207,271349237,SUPPORT,TX,501(C)(3),12A,SEE PART VII,true
202031979349306293,237367633,SAN JOAQUIN DELTA COMMUNITY COLLEGE DISTRICT,5151 PACIFIC AVENUE,STOCKTON,CA,95207,941044400,SCHOOL DISTRICT,CA,501(c)(1),NA,false
202040599349301229,231501197,SISTERS OF THE HOLY FAMILY OF,NAZARETH,310 NORTH RIVER ROAD,DES PLAINES,IL,60016,205728349,RELIGIOUS,IL,501C3,1,N/A,false
201933199349320313,640902475,UNIVERSITY OF SOUTHERN MISSISSIPPI,118 COLLEGE DR,HATTIESBURG,MS,39406,646000818,PUBLIC UNIVERSITY,MS,170(B)(1)A,0
202000769349300545,350867954,Flagship Enterprise Center,2701 Enterprise Drive,Anderson,IN,46013,043732583,Serve as a new business incubator & growth stage business accelerator,IN,501(c)(3),7,Anderson University,0
202000769349300545,350867954,Flagship Enterprise Capital Inc,2705 Enterprise Drive Ste 150,Anderson,IN,46013,813693405,Economic devel. by providing access to capital funding for small bus. devel.,IN,501(c)(3),7,Flagship Enterprise Center,0
202000709349300415,620484185,TUSCULUM TOMORROW TRUST,P O BOX 5100,GREENEVILLE,TN,37743,621159245,PROVIDES CHARITABLE GRANTS TO TUSCULUM COLLEGE,TN,501(C)(3),PF,TUSCULUM COLLEGE,0
202011059349300036,160755807,NIAGARA UNIVERSITY ICE COMPLEX INC,PO BOX 2002 ALUMNI HALL,NIAGARA UNIVERSITY,NY,14109,161495560,COMMUNITY SKATING FACILITIES,NY,501C(3),LINE 11,NIAGARA UNIVERSITY,0
202001699349301000,390980974,HOLY FAMILY CONVENT OF THE FRANCISCAN SISTERS OF CHRISTIAN CHARITY,2409 SOUTH ALVERNO ROAD,MANITOWOC,WI,54220,390808523,HEALTH CARE & HIGHER EDUCATION,WI,501(C)(3),LINE 1,N/A,0
202001699349301000,390980974,FRANCISCAN SISTERS OF CHRISTIAN CHARITY SPONSORED MINISTRIES INC,1415 S RAPIDS ROAD,MANITOWOC,WI,54220,391530622,HEALTH CARE & HIGHER EDUCATION,WI,501(C)(3),LINE 1,HOLY FAMILY CONVENT OF THE FRANCISCAN SISTERS OF CHRISTIAN CHARITY INC,1
202001699349301000,390980974,FRANCISCAN CARE SERVICES INC,430 NORTH MONITOR STREET,WEST POINT,NE,68788,470486026,HEALTH CARE,NE,501(C)(3),LINE 3,HOLY FAMILY CONVENT OF THE FRANCISCAN SISTERS OF CHRISTIAN CHARITY INC,1
202001699349301000,390980974,GENESIS HEALTHCARE SYSTEM,800 FOREST AVENUE,ZANESVILLE,OH,43701,314379479,HOLDING COMPANY,OH,501(C)(3),LINE 1,HOLY FAMILY CONVENT OF THE FRANCISCAN SISTERS OF CHRISTIAN CHARITY INC,1
202001699349301000,390980974,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVENUE,MANITOWOC,WI,54220,390806395,HEALTH CARE,WI,501(C)(3),LINE 3,HOLY FAMILY CONVENT OF THE FRANCISCAN SISTERS OF CHRISTIAN CHARITY INC,1
202001699349301000,390980974,ST PAUL ELDER SERVICES INC,316 EAST 14TH STREET,KAUKAUNA,WI,54130,391029149,ELDER CARE,WI,501(C)(3),LINE 1,HOLY FAMILY CONVENT OF THE FRANCISCAN SISTERS OF CHRISTIAN CHARITY INC,1
202001699349301000,390980974,ST JOSEPH'S ELDER SERVICES,540 E WASHINGTON ST,WEST POINT,NE,68788,814879204,ELDER CARE,NE,501(C)(3),LINE 3,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,0
202041609349301424,340714363,COLLEGE PROPERTIES OF OBERLIN INC,173 W LORAIN ST,OBERLIN,OH,44074,341658407,PROPERTY HOLDING,OH,501(C)(3),"LINE 12A, I",OBERLIN COLLEGE,1
202041609349301424,340714363,COLLEGE PROPERTIES OF SOUTHWEST FLORIDA,173 W LORAIN ST,OBERLIN,OH,44074,341568219,PROPERTY HOLDING,OH,501(C)(3),"LINE 12A, I",OBERLIN COLLEGE,1
202041609349301424,340714363,COLLEGE PROPERTIES OF NORTHERN OHIO INC,173 W LORAIN ST,OBERLIN,OH,44074,340960554,PROPERTY HOLDING,OH,501(C)(3),"LINE 12A, I",OBERLIN COLLEGE,1
202041609349301424,340714363,OBERLIN SHANSI MEMORIAL ASSOCIATION,173 W LORAIN ST,OBERLIN,OH,44074,340768350,EDUCATIONAL,OH,501(C)(3),"LINE 12C, III-FI",N/A,0
202041609349301424,340714363,OBERLIN COLLEGE BROADCASTING INC,70 N PROFESSOR ST,OBERLIN,OH,44074,263344852,BROADCASTING EDUCATION,OH,501(C)(3),"LINE 12A, I",OBERLIN COLLEGE,1
202041609349301424,340714363,THE FIVE COLLEGES OF OHIO,209 CHASE AVENUE EATON CENTER,GAMBIER,OH,43022,311440434,EDUCATIONAL CONSORTIUM,OH,501(C)(3),"LINE 12A, I",N/A,0
202041609349301424,340714363,GREAT LAKES COLLEGES ASSOCIATION,535 WEST WILLIAM,ANN ARBOR,MI,48103,381678376,EDUCATIONAL CONSORTIUM,MI,501(C)(3),"LINE 12A, I",N/A,0
202041609349301424,340714363,ASSOCIATED KYOTO PROGRAM,173 W LORAIN ST,OBERLIN,OH,44074,042996114,STUDY ABROAD PROGRAM,MA,501(C)(3),"LINE 12C, III-FI",N/A,0
201913109349302336,463103295,Ligonier Ministries Inc,421 Ligonier Court,Sanford,FL,32771,251298611,Dissemination of info. and training on Reformed Christian doctrine,FL,501(c)(3),Line 7,N/A,0
201913109349302336,463103295,Ligonier Property Holdings Inc,421 Ligonier Court,Sanford,FL,32771,465351003,Real estate holding and management,FL,501(c)(3),"Line 12a, I",Ligonier Ministries Inc,0
202031479349301053,362167773,LEWIS UNIVERSITY ENDOWMENT FUND INC,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,60441,510183519,DORMANT ORG,IL,501(C)3,12,false
202011269349302156,480547702,KANSAS INDEPENDENT COLLEGE FOUNDATION,700 S KANSAS AVE,TOPEKA,KS,66603,480636041,SUPPORT,KS,501(C)(3),12A,false
202041829349301654,562535892,AUBURN UNIVERSITY FOUNDATION,317 S COLLEGE STREET,AUBURN,AL,36849,636022422,SUPPORT AUBURN UNIVERSITY,AL,501(C)(3),170(B)(1)(A) (VI),N/A,0
202011069349301816,510198454,Diocese of the Armenian Church,630 Second Avenue,New York,NY,10016,131628202,Church Entity,NY,501(c)(3),None
202011369349303671,020222182,Saint Anselm Abbey,100 Saint Anselm Drive,Manchester,NH,03102,264322319,Monastery,NH,501(c)(3),1,NA,false
202011369349303671,020222182,Benedictine Fathers of the Priory,320 Portola Road,Portola Valley,CA,94028,941399274,High School,CA,501(c)(3),2,NA,false
202011369349303706,141338580,ALUMNI COUNCIL OF UNION COLLEGE INC,807 UNION ST ABBE HALL,SCHENECTADY,NY,12308,146019466,Fundraising,NY,501(C)(3),12C,NA,true
202021049349300412,237223216,Sarah Lawrence at Oxford,Wadham College,Oxford,England,UK,OX1 3PN,Education,UK,SLC,true
202001649349301100,830686168,JEWELL EDUCATIONAL FUND,1020 S WASHINGTON ST,OWOSSO,MI,48867,382958545,FINANCIAL,MI,501(C)(3),"LINE 12A, I",BAKER COLLEGE,0
202001649349301100,830686168,ST FRANCIS SCHOOL OF LAW,895 DOVE ST,NEWPORT BEACH,CA,92660,471804087,SCHOOL,CA,501(C)(3),LINE 2,BAKER COLLEGE,0
202040849349300734,410695524,Greater Gustavus Fund,800 West College Avenue,Saint Peter,MN,56082,416038632,Fundraising,MN,501(c)(3),"11, I",N/A,1
202031929349302573,041591060,NEW ENGLAND EYE INSTITUTE INC,930 COMMONWEALTH AVENUE,BOSTON,MA,02215,043575676,EYE CARE PROVIDER,MA,501(C)(3),LINE 10,NEW ENGLAND COLLEGE OF OPTOMETRY,1
202021959349301602,060766747,Rensselaer Polytechnic Institute,110 Eighth Street,Troy,NY,12180,141340095,Education,NY,501(c)(3),2,NA,false
201943469349300829,911838771,Metropolitan Community College,PO Box 3777,Omaha,NE,681030777,470557228,Education Government,NE,N/A,N/A,0
201923169349303357,136192377,MCNY Bronx Inc,60 West Street 8th Floor,New York,NY,10006,Holding Corporation,NY,509a3,N/A,false
202011919349302021,311146505,UNIVERSITY OF KENTUCKY,301 PETERSON SERVICE BUILDING,LEXINGTON,KY,40506,616001218,HIGHER ED,KY,6,NA,false
202031479349300958,050258956,RISD HOLDINGS INC,TWO COLLEGE STREET,PROVIDENCE,RI,02903,050508151,REAL ESTATE,RI,501(C)(25),RHODE ISLAND SCHOOL OF DESIGN,1
202010209349300716,750851900,ACIMCO,214 HUNTER WELCOME CT ACU BOX 29125,ABILENE,TX,79699,263598377,INVESTMENT MANAGEMENT FOR ACU,TX,501(C)3,11 TYPE I,ABILENE CHRISTIAN UNIVERSITY,0
202010209349300716,750851900,GRACE L WOODWARD MEMORIAL ENDOWMENT,BOX 29125 ACU STATION,ABILENE,TX,79699,752700815,SUPPORT ACU,TX,501(C)3,11 TYPE I,ABILENE CHRISTIAN UNIVERSITY,0
201903509349300530,350845258,INDEPENDENT COLLEGES OF INDIANA,30 SOUTH MERIDIAN,INDIANAPOLIS,IN,46204,310901001,EDUCATION,IN,503(C)(3),12A,NA,false
201942319349300409,262664906,PINE TREE STATE 4-H FOUNDATION,5717 CORBETT HALL,ORONO,ME,044695741,FINANCIAL RESOURCES FOR 4H DEVELOPMENT,ME,501C3,9,N/A,false
202000439349300615,311682468,UPEI Foundation (US) Inc,550 University Avenue,Charlottetown,PEI,CA,C1A 4P3,311672361,Educational,MA,501 (C) (3),7,NA,false
202041009349300324,464884633,UNIVERSITY STUDIES ABROAD CONSORTIUM,PASEO DE LOS TURISTAS FRENTE AL PA,PUNTARENAS,CS,Study Abroad,CS,USAC,true
202041009349300324,464884633,USAC Foundation of Thailand,Chiang Mai University 239 HuayKaew,Muang Ghiamg Mai,TH,Study Abroad,TH,USAC,true
202041009349300324,464884633,USAC UNITED KINGDOM LIMITED,KILDARE HOUSE 3 DORSET RISE,LONDON,UK,STUDY ABROAD,UK,USAC,true
202031679349300623,470378777,CONCORDIA FOUNDATION NEBRASKA,800 N COLUMBIA AVE,SEWARD,NE,68434,476034005,PROMOTE THE UNIVERSITY THROUGH SOLICIATION OF FUNDS,NE,501(C)(3),LINE 11,CONCORDIA UNIVERSITY NEBRASKA,1
202032539349300123,730590036,BACONE COLLEGE DEVELOPMENT CORPORATION,2299 OLD BACONE ROAD,MUSKOGEE,OK,74403,731288960,"SEE SCH R,VII",OK,501(C)(3),501(A)(3),true
