object_id,ein,NnCshChckbxInd,Dsc,CntrbtnCnt,NncshCntrbtnsRptF990Amt,MthdOfDtrmnngRvnsTxt
201500349349300965,910473310,X,CONSTRUCTION,1,9000,FAIR MARKET VALUE
201530349349300408,410693977,X,COMPUTER EQUI,1,0,N/A
201530349349300408,410693977,X,GIFT CARDS,1,0,N/A
201500349349300510,310544271,X,COMPUTERS & E,1,37171,FMV
201500409349300225,510578495,X,SALARIES,13,231929,% OF TIME DEVOTED
201520419349301407,150533545,X,1,8715
201520419349301982,540505922,X,Travel Expenses,6,2976,FMV
201520419349301982,540505922,X,Miscellaneous,4,4529,FMV
201520419349300217,340714629,X,Musical instruments,2,25000,Expert opinion
201520419349300217,340714629,X,Oreintal rugs,1,14000,Expert opinion
201540429349301289,231352652,X,INAUGURATION,4,18792,DONOR COST
201540429349301289,231352652,X,ELECTRICAL/LI,1,14727,DONOR COST
201540429349301289,231352652,X,PODIUM & COLL,1,13000,DONOR COST
201540429349301289,231352652,X,MISC GIFTS IN,23,10816,DONOR COST
201540429349301289,231352652,X,PIANO,1,6500,APPRAISAL
201530379349301253,470378777,X,Gift of Grain,3,15889,Market Value
201510419349300416,440545914,X,SOCCER TICKET,1,0,N/A
201530429349301473,941585735,X,SOFTWARE,1,37425,FAIR MARKET VALUE
201500439349301035,042104258,X,Event Tickets,2,0,Cost of donated property
201500439349301035,042104258,X,Computers,1,0,Cost of donated property
201500439349301035,042104258,X,Art Supplies,1,0,Cost of donated property
201500439349301035,042104258,X,Event Supplies,1,0,Cost of donated property
201510409349300126,237032625,X,BOOKS AND OTH,17,17235,CASH COST OF GIFT
201530439349301688,590949880,X,ENTERTAINMENT TICKETS,7,1695,SALES PRICE
201530439349301688,590949880,X,HOTELS,1,340,SALES PRICE
201530439349301688,590949880,X,MISC. ITEMS,4,610,SALES PRICE
201530439349301828,150532239,X,horses,2,105000,appraised FMV
201520379349301037,941698615,X,GARDEN PLANTS,1,6790,FMV
201520379349301037,941698615,X,COMPUTER & AC,2,4548,FMV
201520379349301037,941698615,X,MISCELLANEOUS,1,1721,FMV
201520439349301002,930634049,X,Piano,1,25000,Donor
201520439349301002,930634049,X,Tickets and similar,12,4248,Donor
201520439349301002,930634049,X,Materials for Belluschi,1,1130,Replacement cost
201520439349301002,930634049,X,Other,15,0,Not determinable
201530419349300023,470376525,X,RODEO BELT BUCKLES,24,6673,FMV
201530419349300023,470376525,X,MOWER & STARTER,2,5547,FMV
201500419349300505,591237047,X,Plane Tickets,14,5600,Fair Market Value
201500419349300505,591237047,X,Furniture,75,23747,Fair Market Value
201510439349301791,956001907,X,Musical Instr,1,23000,Fair Market Value
201510439349301791,956001907,X,Other,6,3125,Fair Market Value
201510409349300951,362177133,X,MISCELLEANOUS,38,21079,ESTIMATED VALUE OF I
201510409349300951,362177133,X,EVENT TICKETS,16,6793,ESTIMATED VALUE OF T
201510409349300951,362177133,X,BOAT CRUISES/,5,2770,ESTIMATED VALUE OF T
201510409349300951,362177133,X,GIFT CERTIFIC,4,798,DOLLAR VALUE OF GIFT
201530429349300323,382410852,X,Lab Equipment,18,163248,Documentation Supplied by Donor
201530429349300323,382410852,X,Trustee Travel,13,17002,Documentation Supplied by Donor
201520379349301252,381374230,X,Third Party Trust,1,1128137,FMV
201520379349301252,381374230,X,Life Insurance Policies,2,526170,surrender value
201520379349301252,381374230,X,Miscellaneous,28,0,gift-in-kind
201500409349300870,640923875,X,AUTOMOBILE,1,33820,FAIR MARKET VALUE
201500419349301715,390477970,X,MISCELLANEOUS,184,520914,DONOR VALUE
201500419349301300,540575812,X,Music Instruments,1,4450,Experts
201500419349301300,540575812,X,Other Misc Gift,1,5961,Market
201500439349300100,951744369,X,Sony Control,1,50740,Fair market value
201520409349301312,221912028,X,AUCTION ITEMS,27,37250,FMV
201520409349301312,221912028,X,OTHER,20,32375,FMV
201540459349300014,560529982,X,OTHER PERSONA,34,73078,"$5,000 OR GREATER RE"
201510479349302316,950549600,X,Equipment,851,26079,Market Value
201510479349302316,950549600,X,Misc Items,851,10704,Market Value
201510479349302316,950549600,X,Gifts Certificates,245,42892,Market Value
201530479349301653,750917417,X,Food Catering,1,35000,FMV
201520479349301632,570314374,X,MICROSOFT PRO,1,158879,FMV
201520479349301632,570314374,X,OTHER,2,10000,FMV
201520479349301632,570314374,X,INSTRUMENTS,3,8090,FMV
201520479349301632,570314374,X,COMPUTER EQUI,12,6350,FMV
201510479349301421,941156617,X,MISC SUPPLIES,70,441694,SELLING PRICE
201520449349302342,430356250,X,EDUCATIONAL MATERIALS,6,180553,COST
201520449349302342,430356250,X,VARIOUS GIFTS,15,48235,COST
201520449349302387,370661227,X,TREES,1,3600,COST
201500489349301365,610444763,X,MISCELLANEOUS,501,716407,FAIR MARKET VALUE
201500489349301365,610444763,X,TRAVEL,10,5704,FAIR MARKET VALUE
201510449349301416,237367633,X,EQUIPMENT,4,197434,MARKET VALUE
201540449349301184,750827409,X,MISCELLANEOUS,11,47411,"INVOICE,FMV"
201540449349301184,750827409,X,SIMPSON PRIZES,8,6645,FMV
201540449349301184,750827409,X,LEGENDS PRIZES,8,3500,FMV
201540449349301184,750827409,X,CONCERT GRAND,1,40000,FMV
201530489349300713,620483210,X,GIFT-IN-KIND,30,1708350,FMV
201500569349300300,540505977,X,EQUEST. HORSES,2,60000,APPRAISAL
201530449349301713,540506306,X,Other - archival materials,9,9,value to college
201530449349301713,540506306,X,Other - Broadcast services,1,2000,value to college
201530449349301713,540506306,X,Other - miscellaneous items,7,7,value to college
201520449349301697,741180151,X,AUCTION ITEMS,30,7445,FAIR MARKET VALUE
201510519349300311,480543736,X,PARTS & EQUIP,12,8271,FAIR MARKET VALUE
201500449349301620,381624684,X,Furnishings for Gala Event,1,12880
201500449349301620,381624684,X,Hotel Weekend for Auction,1,2000
201500449349301620,381624684,X,Provided invitations for Gala,1,1000
201500449349301620,381624684,X,Donated Hotel Furnishings,1,32381
201500449349301620,381624684,X,Solar Sculpture,1,50000
201500449349301620,381624684,X,Golf Package for Auction,1,800
201530449349301608,314379435,X,SOFTWARE LICENSES,4,1821661,MARKET VALUE
201530449349301608,314379435,X,GIFT CERTIFICATES & AWARDS,13,5192,MARKET VALUE
201530449349301608,314379435,X,MERCHANDISE,6,12571,COST
201530449349301608,314379435,X,MISCELLANEOUS MEETINGS AND TRAVEL COSTS,2,3798,COST
201540579349300229,730774245,9,89,51020,FMV
201500559349300515,420680466,X,PIANO,1,39000,COST
201500559349300515,420680466,X,CAMERA EQUIPM,3,21434,FMV
201500559349300515,420680466,X,DINING EQUIPM,1,18669,COST
201500559349300515,420680466,X,COMPUTER EQUI,1,9080,COST
201500559349300515,420680466,X,BOARD MEETING,2,1682,COST
201500559349300515,420680466,X,ITEMS FOR FUN,3,804,FMV
201500559349300515,420680466,X,DONATED AIRFA,2,630,COST
201530549349300703,160759798,X,Printing services,1,1300,FMV
201530549349300703,160759798,X,Office machines,1,2621,FMV
201500479349300710,135596846,X,SOFTWARE,1,2109870,COMPARABLE SALES
201500479349300710,135596846,X,EQUIPMENT,23,132734,COMPARABLE SALES
201500479349300710,135596846,X,INSURANCE POL,2,4000,COMPARABLE SALES
201520489349301002,420680404,X,AIRPLANE USAG,1,29759,COST
201520489349301002,420680404,X,CAR LEASE,2,15000,COST
201520489349301002,420680404,X,GIFT CARDS/CE,6,2645,COST
201520489349301002,420680404,X,FOOD,1,208,COST
201510489349301166,730579298,X,MISC ITEMS,104,27002,LETTERS FROM DONORS
201510489349301166,730579298,X,CHADDOCK FURN,6,25640,APPRAISAL
201510489349301166,730579298,X,TOBII MOUNTS,3,13300,LETTER FROM DONOR
201510489349301166,730579298,X,SPEECH GENERA,1,4999,LETTER FROM DONOR
201500649349300005,930634049,X,Piano,1,25000,Donor
201500649349300005,930634049,X,Tickets and similar,12,4248,Donor
201500649349300005,930634049,X,Materials for Belluschi,1,1130,Replacement cost
201500649349300005,930634049,X,Other,15,0,Not determinable
201510589349300401,751081109,X,EQUIPMENT,3,21646,FMV
201510589349300401,751081109,X,MISCELLANEOUS,26,28140,REPLACEMENT COST
201530639349300113,930391586,X,Discount on Services,3,0,None
201530639349300113,930391586,X,Equip for Science Lab,1,0,None
201530639349300113,930391586,X,Silent Auction Gifts,22,0,Fair Value
201500619349300775,231526668,X,ENTERTAINMENT,63,24493,SELLING PRICE
201500619349300775,231526668,X,SUNDRY ITEMS,111,7260,SELLING PRICE
201500619349300775,231526668,X,TRAVEL AND VA,4,6000,SELLING PRICE
201500619349300775,231526668,X,SERVICE,19,3993,SELLING PRICE
201540639349300514,750818183,X,Software,1,170440,FMV
201540639349300514,750818183,X,Mens Locker Room,1,36234,FMV
201530619349300303,910564993,X,Gala Auction,57,47679,Cost
201530619349300303,910564993,X,Scoreboards,1,27830,Cost
201530619349300303,910564993,X,Golf Tournament Food,1,6744,Cost
201530619349300303,910564993,X,Promotional Materials,1,2464,Cost
201500639349300210,582624570,X,Meals,3,3105,Donor valued
201500639349300210,582624570,X,Registration,2,1230,Donor valued
201500639349300210,582624570,X,Travel,2,1027,Donor valued
201500639349300210,582624570,X,Event materia,4,867,Donor valued
201500639349300210,582624570,X,Promotional m,1,355,Donor valued
201500639349300210,582624570,X,Photography p,2,228,Donor valued
201530659349300738,237179567,X,IN-KIND PRINT & ADS,3,33340,COST/SELLING PRICE
201530659349300738,237179567,X,IN-KIND MISC.,27,7210,COST/SELLING PRICE
201520689349300347,930401259,X,Furniture,3,35117,Retail price
201520689349300347,930401259,X,Auto lease,2,5897,Market rate
201520689349300347,930401259,X,Airfare,1,5148,Retail price
201520689349300347,930401259,X,Musical Instruments,1,335,Retail price
201520689349300347,930401259,X,Instructional Equipment,2,2,$1
201540729349300509,237213309,X,INSURANCE PREM,10,17057,Payment confirmed by
201540729349300509,237213309,X,EQUIPMENT,1,9244,Indep. Appraisal
201520699349300502,480777079,X,FURNITURE & EQUIPMENT,4,18215,FMV
201520699349300502,480777079,X,DONATED MEALS,4,7579,FMV
201520699349300502,480777079,X,MISCELLANEOUS ITEMS,5,3994,FMV
201540709349300964,870212470,X,Gift certificate,1,2500,Cost
201540709349300964,870212470,X,Event use,1,6000,Cost
201540709349300964,870212470,X,Gift Basket,1,5000,Cost
201540709349300964,870212470,X,Event use,1,5000,Cost
201540709349300964,870212470,X,Instr/Program,1,30000,Cost
201540709349300964,870212470,X,Gift Basket,1,2200,Cost
201540709349300964,870212470,X,Event use,1,5000,Cost
201540709349300964,870212470,X,Gift Basket,1,3000,Cost
201540709349300964,870212470,X,Gift Basket,1,3240,Cost
201540709349300964,870212470,X,Event use,8,6951,Cost
201540709349300964,870212470,X,Furniture,1,1000,Cost
201540709349300964,870212470,X,Gift Basket,184,67267,Cost
201540709349300964,870212470,X,Instr/Program,1,720,Cost
201500779349300430,952415066,X,WINE PAIRING,1,6500,SELLING PRICE
201500779349300430,952415066,X,VACATION PACK,1,2250,SELLING PRICE
201520759349300442,941156599,X,PIANO,1,52000,FAIR MARKET VALUE
201530729349300518,660201206,X,Audio Visual Equipment,1,5150,External third party appraisal
201520769349300712,370661496,X,INSURANCE,2,32466,FAIR MARKET VALUE
201520769349300712,370661496,X,TICKETS,3,540,FAIR MARKET VALUE
201520769349300712,370661496,X,HOUSEHOLD ITE,1,100,FAIR MARKET VALUE
201530769349301008,930386858,X,MISC SUPPLIES,209,26894,COST OF DONATED ITEM
201530769349301008,930386858,X,EDUCATIONAL E,4,13900,COST/COMPARABLE SALE
201530769349301008,930386858,X,ATHLETIC EQUI,1,4500,EXPERT OPINION
201530769349301008,930386858,X,MUSICAL INSTR,1,200,EXPERT OPINION
201520729349300742,730739626,X,Equipment,2,22863,FMV - Similar sales
201540759349300624,131967322,X,Equipment,0,275387,fair market value
201520729349300602,610444708,X,HORSES,3,18500,FAIR MARKET VALUE
201520729349300602,610444708,X,HORSE SUPPLIE,1,380,FAIR MARKET VALUE
201520729349300602,610444708,X,NURSING SUPPL,1,141,FAIR MARKET VALUE
201510729349300421,530196549,X,Software and Licenses,5,457576,Market Value
201510729349300421,530196549,X,Meals and Gift Cards,37,21420,Market Value
201530779349300018,411968798,X,MISCELLANEOUS,100,10995,ACTUAL COST
201530779349300018,411968798,X,PROGRAM EXPEN,40,8293,ACTUAL COST
201530779349300613,061395640,X,SEE PART II,1,170160
201520789349300747,620599339,X,USE OF SPACE/,1,187500,FAIR MARKET VALUE OF
201500729349301160,381945965,X,FACILITY RESO,7,2235,FMV
201540769349300104,840402707,X,GIFT CARDS,4,401,MARKET VALUE
201540769349300104,840402707,X,CATERING,1,4641,MARKET VALUE
201540769349300104,840402707,X,AIRFARE,1,713,MARKET VALUE
201540769349300104,840402707,X,EQUIPMENT,1,400,MARKET VALUE
201510789349300416,952789388,X,Supplies,1,27800,Cost
201510789349300416,952789388,X,Service - Solar Decathalon,1,21300,Comparable services
201510789349300416,952789388,X,Beds for the Solar Decathalon,1,22973,Cost
201540899349300534,470376551,X,ANNUALS AND R,1,16021,FAIR MARKET VALUE
201540899349300534,470376551,X,2 HPLC MACHIN,1,6000,FAIR MARKET VALUE
201540899349300534,470376551,X,AIRLINE TRAVE,1,5038
201520829349300007,352158366,X,EQUIPMENT/SUPPLIES,2,4262,MARKET VALUE
201520829349300007,352158366,X,MUSICAL INSTRUMENTS,1,700,MARKET VALUE
201500999349300615,340714681,X,SERVICES,1,500,COST OR SELLING PRICE
201500999349300615,340714681,X,HOSTING EVENTS,4,7278,COST OR SELLING PRICE
201500999349300615,340714681,X,RAFFLE ITEMS,29,2066,COST OR SELLING PRICE
201500999349300615,340714681,X,PERSONAL PROP,3,5199,COST OR SELLING PRICE
201520999349300802,420680332,X,SOFTBALL TEAM EXPENSE,1,4146,FAIR MARKET
201520999349300802,420680332,X,SUPPLIES,25,11363,FAIR MARKET
201520999349300802,420680332,X,TRAVEL,5,2183,FAIR MARKET
201520999349300802,420680332,X,EVENT,4,1479,FAIR MARKET
201520999349301012,630288811,X,Auction Items,48,6276,FMV
201520999349301012,630288811,X,office supplies,1,839,fmv
201520999349301012,630288811,X,Computers,2,320,fmv
201500929349300400,160743942,X,MISCELLANEOUS,30,17888,COST
201500929349300400,160743942,X,SPORTS EVENTS,3,13500,COST
201500929349300400,160743942,X,HOTEL PACKAGE,4,4766,COST
201500929349300400,160743942,X,GIFT CARDS,27,2230,COST
201500899349300745,710239576,X,Supplies,4,2488,FMV-Supplies
201500899349300745,710239576,X,Equipment,1,1500,FMV-Equipment
201530909349300818,231352621,X,Musical instrument,1,35000,Appraisal
201530909349300818,231352621,X,Musical event subscription,1,2500,Fair Market Value
201520839349300532,344431169,X,LIVESTOCK-HORSES,11,739500,APPRAISED VALUE
201520839349300532,344431169,X,VARIOUS CONTRIBUTIONS,38,19972,COST
201510919349300216,231522643,X,EQUIPMENT,1,72275,DONOR COST
201510919349300216,231522643,X,MARKETING MAT,1,32500,DONOR COST
201510919349300216,231522643,X,AUDIO/VISUAL,1,19050,DONOR COST
201510919349300216,231522643,X,STRATEGIC PLA,1,5500,DONOR COST
201520839349300777,910565571,X,COMPANY PRODU,5,27091,COST OF DONATED ITEM
201520839349300777,910565571,X,UNREIMBURSED,17,11968,COST OF DONATED ITEM
201530899349300023,362166962,X,RADIO AIR TIME,1,1031,MARKET VALUE
201530899349300023,362166962,X,EVENT DONATION,4,6045,MARKET VALUE
201530899349300023,362166962,X,BOARD TRAVEL,2,572,MARKET VALUE
201530899349300023,362166962,X,STEINWAY PIANO,1,5000,OPINIONS OF EXPERTS
201540989349300024,410695524,X,Auction Items,392,77964,Donated Value
201500979349300030,362169145,X,DONATED SUPPLY,5,16328,cost per receipts
201510989349300631,420680389,X,Athletic Fundraising,65,24726,FMV
201510989349300631,420680389,X,Use of vehicle provided to President,1,8933,Dealer lease rate
201510989349300631,420680389,X,Misc gifts in kind,10,6955,FMV
201510859349300331,135562314,X,VARIOUS ITEMS FOR AUCTION AT FUNDRAISING EVENTS,153,42242,RETAIL VALUE
201510859349300331,135562314,X,COMPUTER HARDWARE,1,1,RETAIL VALUE
201510859349300331,135562314,X,COMPUTER SOFTWARE,1,26400,RETAIL VALUE
201520839349300852,420707114,X,ANNUITY,1,122708,FMV
201520839349300852,420707114,X,TRAVEL,24,16425,FMV
201520839349300852,420707114,X,GIFTS CERTIFI,1,480,ACTUAL
201520839349300852,420707114,X,ADVERTISING,1,156,FMV
201540839349300414,560547498,X,PIANOS,2,11120,FAIR MARKET VALUE
201540839349300414,560547498,X,EVENT TICKETS,2,6894,FAIR MARKET VALUE
201520919349300232,340714818,X,ANIMAL RESEAR,1,61583,FMV
201520919349300232,340714818,X,"GAMES, SIMULA",745,15715,FMV
201520919349300232,340714818,X,PIANO,1,7500,FMV
201510909349300771,231639911,X,SCORES,195,0
201510909349300771,231639911,X,RECORDINGS,165,0
201510909349300771,231639911,X,PERIODICAL IS,80,0
201510899349300616,560532297,X,MISCELLANEOUS,45,34898,FMV
201520869349300342,381358014,X,Prints & Paintings,3,0,No value recorded
201520869349300342,381358014,X,Event Expenses,5,7318,Purchase receipts
201520869349300342,381358014,X,Equipment,3,0,Value not recorded
201520869349300737,410693979,X,Event Passes,53,600,Rplcmt Cost
201520869349300737,410693979,X,Equipment,10,186545,Rplcmt Cost
201520869349300737,410693979,X,Gift Certificat,66,1980,Rplcmt Cost
201501059349300730,030179424,X,COMPUTER EQUI,1,53582,LEASE VALUE
201501059349300730,030179424,X,CONSTRUCTION,1,17520,LEASE VALUE
201501059349300730,030179424,X,FOOD & ENTERT,3,8199,COST
201501059349300730,030179424,X,SCIENTIFIC EQ,1,2600,FAIR MARKET VALUE
201501059349300730,030179424,X,BICYCLE,1,567,COST
201541109349300314,560532144,X,FURNITURE,1,21338,FMV
201541109349300314,560532144,X,ORGAN,1,15000,FMV
201511079349300616,133643485,X,"DECOR, LIGHTI",1,173000,FMV
201541059349301134,590624440,X,Air travel services,1,6000,Market value
201541059349301134,590624440,X,Yamaha upright piano,1,5000,Appraisal
201541059349301134,590624440,X,Sports merchandise,1,15000,Market value
201521109349300512,350868127,X,Equipment,2,3200,Fair Market Value
201531059349300523,750800691,X,Baldwin Grand Piano,1,9500,fmv
201511019349300016,350867977,X,ADMISSIONS VIDEO,1,225,COST
201511019349300016,350867977,X,ATHLETIC EQUIPMENT,3,1535,COST
201511019349300016,350867977,X,BANNERS/SIGNS/PICTURES,34,18625,COST
201511019349300016,350867977,X,CDS/MUSIC,1,1,FMV
201511019349300016,350867977,X,DECORATIONS,1,85,COST
201511019349300016,350867977,X,FOOD/BEVERAGE/MEALS,4,3031,COST
201511019349300016,350867977,X,GOLF CART,1,1900,FMV
201511019349300016,350867977,X,PIANO,1,2000,FMV
201511019349300016,350867977,X,PRIZES,4,5525,COST
201521009349300537,750800689,X,EQUIPMENT,13,126028,MARKET OR APPRAISAL
201521009349300537,750800689,X,EVENT TICKETS,794,98058,MARKET OR APPRAISAL
201521009349300537,750800689,X,EVENT EXPENSE,42,30198,MARKET OR APPRAISAL
201521009349300537,750800689,X,OTHER,12,704784,SEE PART II
201501039349300415,141338498,X,LIBRARY ART WORK,24,33155,FMV
201501039349300415,141338498,X,MARKETING SERVICES,1,250000,FMV
201501039349300415,141338498,X,SCHOOL OF SCIENCE COMPUTING EQUIPMENT,1,5000,FMV
201501039349300415,141338498,X,WOMEN'S TENNIS T-SHIRTS,1,322,FMV
201501039349300415,141338498,X,HOCKEY CLUB TEAM TRAVEL MEAL,1,177,FMV
201501039349300415,141338498,X,MISCELLANEOUS ITEMS SARAZEN GOLF TOURNAMENT,26,16480,fmv
201501039349300415,141338498,X,MISCELLAENOUS ITEMS GOLF EVENT,24,6745,fmv
201501039349300415,141338498,X,SENIOR CLASS PARTY GIFT BASKET,1,40,fmv
201511059349301106,420680412,X,LIFE INSURANC,4,80378,FMV
201511059349301106,420680412,X,CONSTRUCTION,1,20000,DONOR VALUATION
201511059349301106,420680412,X,EQUIPMENT,4,18417,DONOR VALUATION
201511059349301106,420680412,X,PRIZES FOR AG,2,9293,DONOR VALUATION
201511059349301106,420680412,X,MEETING EXPEN,3,6193,FMV
201511059349301106,420680412,X,PRIZES FOR EV,2,4657,DONOR VALUATION
201511059349301106,420680412,X,FOOD/BEVERAGE,6,4370,DONOR VALUATION
201511059349301106,420680412,X,FURNITURE/ DE,2,2254,DONOR VALUATION
201511059349301106,420680412,X,RELIGIOUS COL,1,1000,DONOR VALUATION
201511059349301106,420680412,X,PRINT RIGHTS,1,851,DONOR VALUATION
201511059349301106,420680412,X,OFFICE EQUIPM,7,487,DONOR VALUATION
201521049349301262,382395931,X,PROMISE TO GIVE,1,1764000,FAIR MARKET VALUE
201521049349300007,560529999,X,ATHLETIC EQUIPMENT,1,21149,FMV
201541059349301404,741109661,X,HOTEL STAYS,19,7402,Fair market value
201541059349301404,741109661,X,SPORTS AND ENTERTAINMENT ACTIVITIES,65,41584,Fair market value
201541059349301404,741109661,X,GIFT CERTIFICATES,121,28327,Fair market value
201541059349301404,741109661,X,INCLUSIVE TRIPS,4,21880,Fair market value
201541059349301404,741109661,X,PHOTOGRAPHY SERVICES,2,4500,Fair market value
201541059349301404,741109661,X,INSURANCE POLICIES,3,1815,Fair market value
201541069349300219,410693856,X,TOOLS & EQUIP,100,112628,SALES PRICE
201531039349301203,610448560,X,KITCHEN EQUIP,1,124389,FAIR MARKET VALUE
201531039349301203,610448560,X,MISCELLANEOUS,14,9711,FAIR MARKET VALUE
201541009349300504,590624401,X,VARIOUS ITEMS,45,4830,COST
201541009349300504,590624401,X,FURNITURE,1,199,COST
201541009349300514,460280847,X,Recruiting Vo,3,9039,FMV
201541009349300514,460280847,X,Athletes' Foo,3,850,FMV
201511039349300006,756001300,X,OTHER,21,25957,COST OF DONATED PROP
201511039349300006,756001300,X,CATTLE,1,5500,COST OF DONATED PROP
201511039349300826,910916534,X,CONSTRUCTION,1,45049,MARKET VALUE
201511039349300826,910916534,X,PIANO,1,10000,MARKET VALUE
201511049349301106,750827465,X,HORSES,11,944498,MARKET VALUE
201511049349301251,060646623,X,Sport Events,15,7975,Actual Cost
201511049349301251,060646623,X,Golf Fees,8,5115,Actual Cost
201511049349301251,060646623,X,Media Coverag,4,1000,Market Value
201501049349300220,951643334,X,Theatrical cameras,0,103843,FMV
201501049349300220,951643334,X,Athletic Equipment,0,171023,FMV
201501049349300220,951643334,X,FoOD served at events,0,86505,FMV
201501049349300235,362167048,X,Entertainment,3,630,See Part II
201501049349300235,362167048,X,Equipment,9,64933,See Part II
201501049349300235,362167048,X,Media,2,200,See Part II
201501049349300235,362167048,X,Misc.,1,1250,See Part II
201501049349300400,930386972,X,FUNDRAISER,3,1231,COST OF DONATED ITEM
201501049349300400,930386972,X,EQUIPMENT,2,710,COST OF DONATED ITEM
201501049349300400,930386972,X,FOOD/BEVERAGE,10,684,COST OF DONATED ITEM
201511049349300521,042300472,X,SOFTWARE,2,230739,FMV
201511049349300521,042300472,X,MUSICAL INSTRUMENTS,6,179099,FMV
201511049349300521,042300472,X,EVENT TICKETS,2,5975,FMV
201511049349300521,042300472,X,GIFT CARDS,3,194,FMV
201501019349300605,440567385,X,EQUIPMENT,3,7890,FMV
201521049349301037,141338562,X,HORSES,9,545500,EXPERT OPINION
201531039349300023,383333920,X,MEDICAL EQUIPMENT,30,35682,COST
201531059349300108,042104149,X,MISCELLANEOUS,55,36694,FMV ON DATE OF GIFT
201501039349300140,231352615,X,39 NOTEBOOK C,1,40000,FAIR MARKET VALUE
201501039349300210,150545841,X,Musical Instruments,2,7724,FMV AT CONTRIBUTION
201501039349300210,150545841,X,Travel Expenses,2,10645,FMV AT CONTRIBUTION
201501119349300145,951921340,X,FURNITURES,10,0,VALUE NOT ASSIGNED
201501119349300145,951921340,X,PHOTO EQUIP.,50,0,VALUE NOT ASSIGNED
201531079349300308,581216007,X,SELF-CONTAINED SPRAYER,1,1900,APPRAISAL
201511039349301351,910236600,X,BUSINESS EQUI,23,213406,APPRAISAL & COST OF
201531039349300443,590624458,X,Equipment,233,596435,Fair Market Value
201531039349300443,590624458,X,Auction Items,603,0,See Part II
201541179349300639,620476301,X,Donated Events Services,3,47915,Fair value at date received
201541179349300639,620476301,X,Computers Camera equipment,21,621,Fair value at date received
201541179349300639,620476301,X,Reusable water bottles,25,188,Fair value at date received
201511269349301446,710236896,X,Loan forgiveness,9,95769,FMV
201511279349301381,420703280,X,EQUIPMENT/FUR,12,26510,COST/SELLING PRICE
201511279349301381,420703280,X,MISCELLANEOUS,13,3723,COST
201511279349301381,420703280,X,FOOD & SUPPLI,3,2165,COST
201521279349301447,546039600,X,EQUIPMENT,1,16175,FMV
