object_id,ein,Dsc,BkVlAmt
201512859349301031,480543782,CASH SURRENDER VALUE OF LIFE INSURANCE,56594
201512859349301031,480543782,DEPOSITS WITH BOND TRUSTEE,207576
201512789349300856,980149857,DUE FROM RELATED PARTIES,1962769
201512789349300856,980149857,INTEREST RECEIVABLE,14502
201512789349300856,980149857,EDUCATIONAL BOOKS,84473
201512789349300856,980149857,BIOLOGICAL ASSETS,4631799
201512789349300881,620819352,COLLECTION-CHRISTIAN EDUCATION LIBRARY,1506161
201512789349300881,620819352,OTHER ASSETS,9438
201512789349300881,620819352,INTEREST IN ASSETS HELD AS TRUSTEE,1145209
201512789349300881,620819352,INTEREST IN CHARITABLE REMAINDER TRUSTS,74258
201513099349301686,562195966,ART COLLECTION,116275
201620159349300602,470376524,ASSETS HELD BY BOND TRUSTEE,1616475
201620159349300602,470376524,BENEF INTEREST IN PERPETUAL TRUSTS,4485425
201620159349300602,470376524,CHAR REMAINDR TRUSTS HELD BY OTHERS,2268556
201620159349300602,470376524,CHAR REMAINDER TRUSTS,183953
201620159349300602,470376524,DEBT ACQUISITION COSTS (UNAMORTIZED COST),190942
201620159349300602,470376524,OTHER ASSETS,200
201640219349300324,730579264,Trusts administered by Southern Bapt Fdn,186885
201640219349300324,730579264,Trusts administered by Presbyterian Fdn,15682
201640219349300324,730579264,Zoll Trust,1064344
201640219349300324,730579264,Toland Trust,1819164
201640219349300324,730579264,Trusts administered by OK City Comm Found,757787
201640219349300324,730579264,Funds held in trust-Baptist Found of OK,111147271
201630359349301293,364682140,Due From Azusa Pacific University,896978
201640299349300604,381393841,ARTWORK,1112963
201640299349300604,381393841,ART HELD FOR RESALE,323150
201640299349300604,381393841,CHARITABLE REMAINDER UNITRUST INTEREST,500757
201640299349300604,381393841,DEPOSIT WITH TRUSTEE,51
201640299349300604,381393841,"BOND ISSUANCE COSTS, NET",198385
201600359349302110,462192790,DEPOSITS,21488
201600359349302110,462192790,CONSTRUCTION IN PROGRESS,178882
201532579349301228,611124267,Beneficial Interest in Foundation Assets,14383905
201532579349301228,611124267,Accounts Receivable- Foundation LOC,492071
201532579349301228,611124267,Interest Receivable,22939
201532579349301228,611124267,Other Assets,11632
201610429349300326,237075717,CHARITABLE REMAINDER UNITRUST,187890
201610429349300326,237075717,CONSTRUCTION IN PROGRESS,1726228
201600269349300905,650807808,LIBRARY COLLECTION,263878
201600279349300985,756114836,Art and Museum Objects,232950
201600279349300985,756114836,Bond sinking fund cash,141548
201600279349300985,756114836,Bond issuance costs,319536
201600279349300985,756114836,First Dallas Media Inc. Annuity Receivable,6180696
201600279349300985,756114836,Assets held for sale,2232199
201610229349300621,344428207,REAL ESTATE,1628955
201610229349300621,344428207,CASH VALUE OF LIFE INSURANCE,403656
201610229349300621,344428207,BENEFICIAL INTEREST IN TRUSTS,5173057
201600419349300925,931139187,BENEFICIAL INTEREST IN CHARITABLE REMAINDER UNITRUST,47944
201600419349300925,931139187,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,811349
201600419349300925,931139187,BENEFICIAL INTEREST IN INVESTMENTS HELD AT OCF,1563385
201600419349300925,931139187,ASSETS RELATED TO MUSEUM OF CONTEMPORARY ART,3134705
201600419349300925,931139187,INVESTMENT IN SUBSIDIARY,5826019
201600269349300910,042108346,"UNAMORTIZED BOND ISSUANCE COSTS, NET",208434
201600269349300910,042108346,WALLACE FARM SECURITY DEPOSIT,10000
201600269349300910,042108346,OTHER ASSETS,13557
201600269349300910,042108346,ASSETS UNDER CAPITAL LEASING ARRANGEMENTS,2699215
201600359349301705,231352692,ASSETS HELD IN TRUST UNDER SPLIT INTEREST AGREEMENTS,11438426
201610199349300801,370661211,ACCRUED INTEREST RECEIVABLE,738698
201610199349300801,370661211,BENEFICIAL INTEREST NONPERPETUAL TRUST,961940
201610199349300801,370661211,DEFERRED UNDERWRITING CHARGES,214102
201610199349300801,370661211,REAL ESTATE,18979328
201610199349300801,370661211,OTHER ASSETS,63120
201533179349306458,230973290,ASSETS HELD IN TRUST BY AFFILIATE,15999656
201533139349302193,042104451,RESTRICTED CASH,5303483
201533139349302193,042104451,"DEBT ISSUE COSTS, NET",266970
201533099349301973,953890724,LIBRARY BOOKS,246466
201533099349301973,953890724,SECURITY DEPOSIT,16515
201543499349301109,362581098,CERTIFICATES OF DEPOSITS,104140
201610369349300826,750827421,Perpetual trusts held by others,564121
201630289349300723,020344073,BENEFICIAL INTEREST IN TRUST,1145126
201630289349300723,020344073,DEFERRED FINANCING COSTS,33623
201630289349300723,020344073,PROPERTY TAXES HELD IN ESCROW,13666
201610139349300201,464690587,PENSION ASSET,100169
201620219349301407,610510937,"DUE FROM RELATED PARTY (HILLCREST BURIAL PARK, INC.)",17283
201620219349301407,610510937,"DEBT ISSUANCE COSTS, NET",92679
201620219349301407,610510937,RELATED PARTY NOTES RECEIVABLE,85049
201620219349301407,610510937,BENEFICIAL INTEREST IN PERPETUAL TRUST,892415
201620219349301407,610510937,STUDENT LOANS RECEIVABLE,776934
201640609349300624,042104300,DEBT SERVICE AND PAYMENT RESERVE FUND,529941
201640609349300624,042104300,"BOND ISSUANCE COSTS, NET",159982
201640609349300624,042104300,RESTRICTED CASH,433717
201640979349300514,383333920,INTERCOMPANY BALANCE,5192705
201640979349300514,383333920,Due from Campuses
201630979349300208,383474279,Intercompany Balance,7547154
201630469349301973,314379584,REMAINDER INTEREST IN LIFE INCOME TRUST,1943389
201630469349301973,314379584,BENEFICIAL INTEREST IN PERPETUAL TRUST,16971423
201630469349301973,314379584,PREPAID BOND COSTS,571281
201641329349304554,956001907,Contribution Receivable from Trust,2810133
201641329349304554,956001907,"Perkins Loan Note Receivable, net of allowance",435115
201641329349304554,956001907,Faculty/Staff Housing Loans,907791
201620909349300347,750959996,ENDOWMENT ASSETS,1352263
201601039349300320,250965376,CASH SURRENDER VALUE OF LIFE INSURANCE,447283
201601039349300320,250965376,PERPETUAL TRUSTS HELD BY THIRD PARTIES,3921954
201601039349300320,250965376,BOND ISSUANCE COSTS,76986
201601039349300320,250965376,OTHER ASSETS,965732
201621319349302532,237421224,INTERCOMPANY RECEIVABLES,2163517
201621319349302532,237421224,DEPOSITS,850677
201600439349302755,204811544,PLEDGES RECEIVABLE - NON-CURRENT,173884
201630719349300928,742269704,UNBILLED RECEIVABLES,710259
201630719349300928,742269704,INVESTMENT IN AFFILIATE LLC,400
201621339349301887,010356077,INTEREST IN RELATED PARTY,6328786
201630979349300713,383148566,Construction in Progress
201630979349300713,383148566,Due To/From Campuses
201630979349300713,383148566,INTERCOMPANY BALANCE,7555509
201620899349300402,630288850,Bond issuance cost,193850
201620899349300402,630288850,Interests in perpetual trusts,7158482
201620899349300402,630288850,Real estate investments,897190
201620899349300402,630288850,Other assets,224429
201620899349300402,630288850,Insurance claim receivable,169288
201620899349300402,630288850,Estates receivable,110000
201640979349300714,382805044,Long-Term Deposit
201640979349300714,382805044,INTERCOMPANY BALANCE,6185124
201640979349300714,382805044,Due To/From Campuses
201610909349300011,410693979,Assets Held in Charitable Trust,34953998
201610909349300011,410693979,Deferred Debt Acquisition Cost,417996
201610909349300011,410693979,Deposits Held by Trustee,5747970
201610909349300011,410693979,Funds Held in Trust by Others,2209697
201610909349300011,410693979,Other Receivables,1433919
201621339349302817,951699394,Beneficial Interest in Perpetual Tr,3739862
201621339349302817,951699394,Interest in Investments of Financially Interrelated Entity,47398397
201621339349302817,951699394,Interest in Net Assets of Financially Interrelated Entity,31550012
201640439349301969,370673513,BENEFICIAL INTEREST IN PERPETUAL TRUST,12258510
201640439349301969,370673513,STUDENT LOANS RECEIVABLE,3671011
201640439349301969,370673513,DEPOSITS HELD IN TRUST,32319
201601099349300730,910565571,CONSTRUCTION IN PROGRESS,5554597
201601099349300730,910565571,DEPOSITS HELD BY TRUSTEE,11427689
201601099349300730,910565571,CSV OF LIFE INSURANCE,1671647
201601059349301105,231352615,ASSETS HELD IN TRUST BY OTHERS,10951519
201601059349301105,231352615,DEPOSITS HELD BY BOND TRUSTEES,1
201601059349301105,231352615,OTHER RECEIVABLES,44268
201601059349301105,231352615,DUE FROM NTSI,337531
201601059349301105,231352615,OTHER ASSETS,94511
201601059349301105,231352615,DEFERRED FINANCING COSTS,560629
201601329349303705,430654855,BENEFICIAL INTEREST IN REMAINDER TRUSTS,1879512
201601329349303705,430654855,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,313794
201601329349303705,430654855,CSV OF LIFE INSURANCE POLICIES,134079
201601039349300535,560547498,ASSETS HELD UNDER SPLIT-INTEREST AGREEMENT,93131
201601039349300535,560547498,FUNDS HELD IN TRUST,2253555
201610989349300401,520591608,INTEREST HELD IN TRUST BY OTHERS,9428242
201610989349300401,520591608,CASH AND SHORT TERM INVESTMENTS,3286620
201621339349306127,263161884,CASH RESTRICTED FOR IDA,621970
201630399349300883,370673484,OTHER ASSETS,1227
201630399349300883,370673484,CSV LIFE INSURANCE,761340
201630399349300883,370673484,ESTATES,2520456
201630399349300883,370673484,ART & SPECIALTY ITEMS,30966
201630399349300883,370673484,OTHER INVESTMENTS,1000
201630399349300883,370673484,REAL ESTATE,573710
201631339349303588,231355135,CAPTIVE RETO PREMIUMS,12120252
201631339349303588,231355135,DUE TO/FROM FOUNDATION,746597
201631339349303588,231355135,DEPOSITS AND DEFERRED FINANCIN,611385
201631339349303588,231355135,PATENTS,19620
201630439349302958,264509303,DEFERRED OUTFLOWS ON NET PENSION LIA,68290
201640749349300884,560530251,"LOANS TO STUDENTS, NET",2982008
201640749349300884,560530251,"LOAN COSTS, NET",239644
201640749349300884,560530251,BENEFICIAL INTERESTS IN TRUSTS,3227337
201640749349300884,560530251,CASH SURRENDER VALUE OF LIFE INSURANCE,821460
201601329349302350,480556716,OTHER RECEIVABLE,230330
201601329349302350,480556716,CASH VALUE OF LIFE INSURANCE,680393
201601329349302350,480556716,BOND ISSUANCE COSTS,414073
201601329349302350,480556716,BUCK TRUST,1144950
201601329349302350,480556716,DEIMEKE TRUST,198000
201601329349302350,480556716,RESIDENCE SUBJECT TO LIFE INT.,1200000
201611319349302481,362167842,IRREVOCABLE TRUST RECEIVABLE,5170772
201630479349300823,043250289,CSV LIFE INSURANCE,161280
201630479349300823,043250289,SECURITY DEPOSITS,1500
201630439349302543,430356250,Deposits With Trustees,6946896
201630439349302543,430356250,Insurance & Annuities,926341
201630439349302543,430356250,Perpetual Trust Held by Others,7104098
201630439349302543,430356250,Silverware,24657
201610439349300646,381374230,Accrued Interest Receivable,1112771
201610439349300646,381374230,Beneficial Interests in Trusts,68283036
201600929349300010,390806428,CONTRIBUTION RECEIVABLE FROM REMAINDER TRUSTS,693452
201600929349300010,390806428,BENEFICIAL INTEREST IN PERPETUAL TRUST,2132597
201600929349300010,390806428,DEPOSITS HELD BY TRUSTEE,43185
201600929349300010,390806428,SPLIT INTEREST AGREEMENTS,909382
201600929349300010,390806428,DEBT ISSUE COSTS,42715
201600899349300925,263586792,COLLECTIONS,6000
201641179349300604,131740285,DEPOSIT FOR PURCHASE OF NYC CAMPUS,4923345
201641179349300604,131740285,BENEFICIAL INTEREST IN PERPETUAL TRU,1886381
201611269349300706,150533561,DEPOSITS WITH BOND TRUSTEE,25993373
201611269349300706,150533561,SPLIT INTEREST AGREEMENTS,15808794
201600979349300615,381895805,INTERCOMPANY BALANCE,9203171
201601039349301010,231352654,DEFERRED BOND ISSURANCE COSTS,1776139
201601039349301010,231352654,UNEXPENDED BOND PROCEEDS,9527689
201601039349301010,231352654,FUNDS HELD IN TRUST BY OTHERS,3156892
201601039349301010,231352654,COLLECTIONS,4196350
201601039349301010,231352654,SECURITY DEPOSITS,33970
201640919349300604,580566143,Works of art,8137738
201640919349300604,580566143,Other assets,568429
201640469349301694,730579298,DEPOSITS WITH BOND TRUSTEE,19672610
201640469349301694,730579298,FUNDS HELD IN TRUST BY OTHERS,550198996
201630889349300103,231352641,FUNDS HELD IN TRUST BY OTHERS,35414673
201620469349300327,750950119,Annuity Funds,894431
201620469349300327,750950119,Endowment Funds,13173634
201620469349300327,750950119,Life Income Funds,1249819
201620469349300327,750950119,Restricted Funds Long Term Purposes,6483547
201620469349300327,750950119,Unamortized Loan Costs,369341
201601279349301130,364570934,FINANCING COSTS,41301
201601279349301130,364570934,SECURITY DEPOSIT,11849
201601279349301130,364570934,DUE FROM RELATED PARTY,417363
201631309349302153,541666531,CONSTRUCTION IN PROGRESS,5675264
201631309349302153,541666531,OTHER,54212
201631309349302153,541666531,"BOND ISSUANCE COSTS, NET OF ACCUMULATED AMORTIZATION",324287
201621349349305202,636053517,DUE FROM TUSKEGEE UNIVERSITY,268967
201610659349300416,610444788,ASSETS HELD IN TRUSTS BY OTHERS,6421645
201621329349301562,570341191,REAL ESTATE INVESTMENTS,5305000
201621329349301562,570341191,BOND ISSUANCE COST,76606
201601349349306800,841449678,OTHER,171
201601339349304315,550357039,BENEFICIAL INT. IN PERPETUAL TRUSTS,13599050
201611329349302381,010212542,FUNDS DEPOSITED IN ESCROW,294516
201611329349302381,010212542,DEBT FINANCING COSTS,300135
201611329349302381,010212542,SPLIT-INTEREST AGREEMENTS,17664
201611329349302381,010212542,PREPAIDS AND OTHER ASSETS,1117841
201611329349302381,010212542,1342812
201621059349300437,060653264,OTHER RECEIVABLES,1996961
201621059349300437,060653264,DEPOSITIS WITH BOND TRUSTEES,13413711
201600549349300125,480547846,RESTR. FUNDS HELD BY TRUSTEE,161106
201600549349300125,480547846,DEFERRED BONDS,224973
201600549349300125,480547846,BENEFICIAL INT-PERPETUAL TRUST,5961682
201601349349302020,460872490,SECURITY DEPOSIT.,9167
201640469349300729,030179299,ACKLEY SCIENCE LAB CIP,11372
201640469349300729,030179299,BENTLEY HOUSE CIP,23287
201640469349300729,030179299,BOND ISSUANCE COSTS,701836
201640469349300729,030179299,CAPITAL IMPROVEMENT ESCROW,1402421
201640469349300729,030179299,CAT CENTER CIP
201640469349300729,030179299,CIP BUILDINGS CY,3504
201640469349300729,030179299,PRESSURE RELIEF VALVE PHASE 1,80740
201640469349300729,030179299,WEBSITE DESIGN CIP,197299
201621329349302572,111797182,Funds Held with Trustee,20385680
201621329349302572,111797182,Net Cost of Issuance,1815049
201621329349302572,111797182,Cash Surrender Value of Donated Life Insurance,806689
201640439349301449,470376525,CUSTODIAL FUNDS,567172
201640439349301449,470376525,BENEFICIAL INTEREST IN TRUST,1023757
201640439349301449,470376525,FARMLAND HELD FOR INVESTMENT,9560624
201611329349302856,231543518,DUE FROM AFFILIATE,352243
201611329349302856,231543518,BENEFICIAL INTEREST IN PERPETUAL TRUST - THE GARRISON FOUNDATION,3307307
201611329349302856,231543518,DUE FROM EMPLOYEE,455
201611329349302856,231543518,DEFERRED FINANCING FEES,140652
201630719349300903,480547702,CASH SURRENDER VALUE LIFE INS.,314000
201630719349300903,480547702,FUNDS HELD BY TRUSTEE,500000
201630719349300903,480547702,ART,329000
201630719349300903,480547702,OTHER ASSETS,346000
201630719349300903,480547702,INTEREST IN PERPETUAL TRUST,6103000
201630719349300903,480547702,MINERAL INTERESTS,903000
201611379349311021,362167921,Artwork,51915
201611379349311021,362167921,Beneficial Interest in Irrevocable Trust,3937270
201611379349309116,390980974,CASH VALUE OF LIFE INSURANCE,62279
201611379349309116,390980974,LAND HELD FOR SALE,57500
201611379349309116,390980974,REAL ESTATE HELD FOR LEASE,1372114
201601329349300845,640303069,SECURITY DEPOSITS,75797
201601329349300845,640303069,BOND ISSUANCE COSTS,285411
201601329349300845,640303069,BENEFICIAL INTEREST IN CRT,3055456
201641139349300604,462980755,SECURITY DEPOSIT,100000
201611249349301416,910617727,Restricted Cash,734580
201611249349301416,910617727,Deposits,245302
201611249349301416,910617727,Investment in Cooperatives,565080
201611249349301416,910617727,Funds Held in Trust by Others,4145893
201630429349300228,390806202,BENEFICIAL INTEREST IN PRIVATE FOUNDATION,15037250
201630429349300228,390806202,INVESTMENT IN JOINT VENTURE,55758
201611379349310576,060731360,NET DEFERRED GIFTS RECEIVABLE,515222
201611379349310576,060731360,DEPOSITS WITH TRUSTEES,3927853
201611379349310576,060731360,NET BOND ISSUANCE COSTS,2526753
201611379349310576,060731360,PERPETUAL TRUST,13835494
201620469349302027,650683159,Cash value of life insurance policy,146950
201601329349303660,141713034,BENEFICIAL INTEREST IN BARD ENDOWMENT TRUST,129931261
201601329349303660,141713034,BENEFICIAL INTEREST IN PERPETUAL TRUST,7963177
201601329349303660,141713034,DEFERRED FINANCING COSTS,847030
201601329349303660,141713034,DEPOSITS WITH BOND TRUSTEES,4494688
201601329349303660,141713034,OTHER ASSETS,133000
201631309349301168,730579265,BENEFICIAL INTERESTS IN TRUSTS,29570378
201631309349301168,730579265,DEFERRED COSTS,1117650
201631309349301168,730579265,OTHER,992712
201631349349303273,560594591,ASSETS HELD FOR SALE,420622
201631349349303273,560594591,CEMETARY PLOTS,31650
201631349349303273,560594591,NON CASH GIFT ASSETS
201600349349300320,846024048,ACCRUED INTEREST RECEIVABLE,14076
201600349349300320,846024048,"PREPAID RENT, NET OF CURRENT PORTION",295759
201601339349301005,410789402,CASH SURRENDER VALUE OF LIFE INSURANCE,71872
201601339349301005,410789402,CHARITABLE REMAINDER UNITRUST,129575
201601339349301005,410789402,BENEFICIAL INTEREST IN LIFE INSURANCE,294700
201601339349301005,410789402,INTEREST IN NET ASSETS OF CROSSROADS COLLEGE FOUNDATION,136612
201631279349301293,463006107,Deposits,6691
201600439349301715,770342669,RENT DEPOSITS,40808
201600469349301115,753220279,OTHER RECEIVABLE,3900
201600469349301115,753220279,WELLS FARGO INVESTMENT,36121
201641339349304399,522122145,OTHER SHORT TERM RECEIVABLES,733725
201631369349300433,362270695,"REMAINDER INTEREST TRUSTS, AT MARKET VALUE",668626
201631369349300433,362270695,CONTRIBUTIONS RECEIVABLE FROM REMAINDER INTEREST TRUSTS,130561
201631369349300433,362270695,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,2132181
201631369349300433,362270695,CASH SURRENDER VALUE OF LIFE INSURANCE POLICIES,36922
201641279349300629,161532850,Deposits on Property,3285742
201641279349300629,161532850,Interest Receivable,34180
201641279349300629,161532850,"Debt Acquisition cost, net",53302
201641279349300629,161532850,Benefit Plan Funds Held In Trust - FSA,39264
201640999349300864,941156628,INVESTMENTS,157676340
201641069349300729,750800691,BENEFICIAL INTEREST IN TRUSTS,10283275
201621259349300407,620479189,BENEFICIAL INTEREST IN TRUST,6199519
201621259349300407,620479189,ADVANCES TO EAGLE FOUNDATION,5211441
201621259349300407,620479189,PROPERTY HELD FOR RESALE/INVESTMENT,4147738
201641059349301029,750827465,"MINERAL INTERESTS, AT FMV",174861000
201600979349300515,471804087,INTERCOMPANY BALANCE,3936409
201601169349300710,273645560,DUE FROM RELATED PARTIES,4527147
201601169349300710,273645560,OTHER RECEIVABLES,960340
201601169349300710,273645560,ASSETS LIMITED AS TO USE,100260
201621379349301857,550370128,RABBI TRUST LIFE INSURANCE,478815
201621379349301857,550370128,LIFE INSURANCE,17160
