object_id,ein,GrntTxt,RcpntCnt,CshGrntAmt
201513209349302236,591407629,STUDENT FINANCIAL AID,753187
201513199349300621,550526150,Nursing Scholarships,110,151100
201513199349300621,550526150,Allied Health Scholarships,35,44900
201513199349300621,550526150,Medical Scholarships,36,96100
201513199349300621,550526150,Employee Dependent Scholarships,25,31250
201513199349300621,550526150,Employee Scholarships,199,121675
201523179349307722,390806325,SCHOLARSHIPS,2927,35053667,FMV
201523179349304432,410908458,TRANSPORTATION,241,87521,N/A,N/A
201523179349304432,410908458,"DRIVERS LICENSE REACQUISITION, TOOLS, DUES, ETC.",181,51090,N/A,N/A
201523179349304432,410908458,MEALS AND LIVING EXPENSES,377,11557,N/A,N/A
201523179349304432,410908458,SAOIC TUITION GRANTS,536,884124,N/A,N/A
201523179349304432,410908458,GRANT RETURNS,0,-1023,0,N/A,N/A
201523179349301747,540506331,EMPLOYEE RELIEF FUND,35,46050
201523179349301747,540506331,INDIGENT MEDICAL EXPENSES,338,193565
201523179349301747,540506331,FITNESS CENTER SCHOLARSHIPS,104,5903
201523179349301747,540506331,SCHOLARSHIPS,16,30300
201523179349300947,042104258,Scholarships and grants to Gordon College students,1527,20999010,0
201523179349300947,042104258,Federal SEOG Grants,327,162460
201523179349300947,042104258,Federal Work-Study Awards,478,206033
201523179349300947,042104258,Federal Teach Grant,25,82308
201523179349300947,042104258,Dr Marvin Wilson Award for Teaching,1,1000
201523179349300947,042104258,AJG Mission Fellowship Award,5,5000
201523179349300947,042104258,Christian Vocational Institute Award,11,13500
201523179349300947,042104258,Invitation to Leadership Award,6,10000
201503169349303520,420698265,SCHOLARSHIPS,57,15500
201532929349300033,020423502,SCHOLARSHIPS,16,9000,REDUCTION OF TUITION
201513159349303306,953797687,SCHOLARSHIP AWARDS,350,0,368227,FMV,TUITION REDUCTION
201503159349302510,410698301,COLLEGE FUNDED INSTITUTIONAL AID TO STUDENTS,2467,31803311,0,N/A,N/A
201503159349302510,410698301,ENDOWED SCHOLARSHIPS TO STUDENTS,208,428700,0,N/A,N/A
201503159349302510,410698301,FEDERAL GRANTS & SCHOLARSHIPS,333,555294,0,N/A,N/A
201503159349302510,410698301,STATE GRANTS & SCHOLARSHIPS,6,15573,0,N/A,N/A
201503159349302510,410698301,PRIVATE SCHOLARSHIPS,176,514166,0,N/A,N/A
201503159349302510,410698301,FEDERAL SCHOLARSHIP ALLOWANCE PROGRAMS,372,488327,0,N/A,N/A
201503169349301300,221487173,EDUCATIONAL SCHOLARSHIPS,19,22500
201503139349301990,231382408,FINANCIAL AID AND SCHOLAR,882,3974140
201503139349303035,750859801,Educational scholarships,1175,10281590
201513139349302806,451171945,SCHOLARSHIPS,73,448534,FMV,FINANCIAL AID
201503169349302985,810231774,ENDOWED SCHOLARSHIPS,349,1064851
201503169349302985,810231774,CASH GRANTS,129,495320
201503169349302985,810231774,FEDERAL SEOG,192,65326
201503169349302985,810231774,FEDERAL TEACH GRANTS,5,19052
201503169349302985,810231774,FEDERAL PELL,321,1288523
201503169349302985,810231774,VARIOUS FINANCIAL AID PROGRAMS,1418,18214517
201503169349302985,810231774,DESIGNATED,1,789
201513169349302116,570314415,Scholarships and grants awarded to Spartanburg Methodist College Students,800,4753967,0
201503139349302695,742568941,"MEDICAL, DENTAL, AND HOSPITAL COSTS",72,5571
201503159349300445,251065148,SCHOLARSHIPS,1398,6417076,0,BOOK VALUE,N/A
201513159349303901,956102146,Scholarships and grants,1236,16289930
201513159349303901,956102146,SEOG grants,116,174785
201503139349301900,341726619,PELL GRANT,757,2065149
201503139349301900,341726619,OHIO COLLEGE OPPORTUNITY GRANT,385,487689
201503139349301900,341726619,FEDERAL SUPPLEMENTAL EDUCATIONAL GRANT,314,40173
201503139349301900,341726619,FEDERAL WORK STUDY PROGRAM,25,34863
201503159349303900,580685908,Student scholarships and discounts,805,6126513,0
201533149349300713,042702102,FINANCIAL AID FOR STUDENTS ATTENDING COLLEGE PROGRAMS,148,1272237
201533149349300713,042702102,FINANCIAL AID FOR STUDENTS ATTENDING HIGH SCHOOL PROGRAMS,15,28632
201523159349303777,386080947,SCHOLARSHIPS,43,62144
201543159349301319,550357056,SCHOLARSHIPS,1370,23139993
201543169349304754,370706154,INDIVIDUAL SCHOLARSHIPS,1870,28935703,BOOK
201543169349300044,410696906,Student financial aid,1635,7197691,0
201543149349300709,540715569,N/A
201533179349305328,470377991,SCHOLARSHIP ASSISTANCE TO STUDENTS,1084,15258317
201543179349306324,362167773,SCHOLARSHIPS FOR STUDENTS ATTENDING LEWIS UNIVERSITY,4196,51027196,0
201533039349301233,942992642,AUXILIARY,1,3000
201533039349301233,942992642,CSPMMERRITT,12,60000
201533039349301233,942992642,DEAN SCHOLARSHIP,44,187091
201533039349301233,942992642,INSTITUTIONAL NEEDS BASED,10,14434
201533039349301233,942992642,PRESIDENT PODIATRY SCHOLARSHIP,36,238336
201533039349301233,942992642,REGENTS,10,100001
201533039349301233,942992642,THE HOPE SCHOLARSHIP,131,458633
201533039349301233,942992642,SAMUEL MERRITT SCHOLARSHIP,440,1470284
201533039349301233,942992642,SCHOLARS IN SERVICE,6,11000
201533039349301233,942992642,SPECIAL PURPOSE SCHOLARSHIPS,274,973754
201533039349301233,942992642,ENDOWMENT FUND SCHOLARSHIPS,315,493816
201533209349311038,200180768,TUITION GRANTS IN AID,16,22006
201533169349300648,340714585,SCHOLARSHIPS,211,7206254,0
201533169349300648,340714585,FELLOWSHIPS,1844,78906282,0
201533169349300648,340714585,LODGING FOR INDIGENT,377,93624,0
201533169349302953,231937954,"SCHOLARSHIPS AND TUITION DISCOUNTS, WORK STUDY",235,565149,BASED ON STUDENT'S NEED/ENTITLEMENT PROGRAMS
201533169349306368,135564934,NURSING SCHOOL SCHOLARSHIPS,346,344324,BOOK,N/A
201543139349301679,341226547,Donor funded scholarships,261,885534,0,Fair Market Value (Cash)
201543139349301679,341226547,Institutional Scholarships,873,4313023,0,Value of discounts given,Aggregate discounts on tuition benefitting students.
201523209349308027,362167855,UNDERGRADUATE SCHOLARSHIPS & GRANTS,1629,23776650
201523209349308027,362167855,GRADUATE SCHOLARSHIPS & GRANTS,352,1815936
201523209349308027,362167855,FEDERAL PELL GRANTS,1122,4924909
201523209349308027,362167855,FEDERAL SEOG GRANTS,174,326000
201543209349311059,364195126,SCHOLARSHIPS,37,59211
201533159349300908,430471057,STUDENT FINANCIAL AID,1206,4284429
201533159349300908,430471057,VOCATIONAL REHABILITATION,29,327873
201533159349300908,430471057,MO DESE EMPLOYMENT TRAINING SECTION,2,3171
201533159349300908,430471057,TRA - WORKFORCE DEVELOPMENT,5,29079
201533159349300908,430471057,SCHOLARSHIPS,716,2055270
201533159349300908,430471057,IL - WORK INVESTMENT ACT CLUSTER,3,33742
201523149349303137,420681049,MERIT/INSTITUTIONAL NEED BASED,1613,9669490,BOOK
201523149349303137,420681049,FUNDED SCHOLARSHIPS - GRADUATE MS(RESTR),9,46698,BOOK
201523149349303137,420681049,FUNDED SCHOLARSHIPS (RESTR),98,172141,BOOK
201523149349303137,420681049,MEN'S ATHLETIC SCHOLARSHIPS,453,2755557,BOOK
201523149349303137,420681049,WOMEN'S ATHLETIC SCHOLARSHIPS,234,1066743,BOOK
201523149349303137,420681049,ACTIVITY SCHOLARSHIPS,80,138744,BOOK
201523149349303137,420681049,TUITION WAIVER/NON-EMPLOYEE,63,436869,BOOK
201523149349303137,420681049,GOVERNMENT GRANTS,264,106736,BOOK
201523149349303137,420681049,GV ENDOWED SCHOLARSHIPS(UNDERGRAD),124,265712,BOOK
201533209349314783,610461768,SCHOLARSHIPS,789156
201533229349300718,880121831,Scholarships,464,7896025,0,Tuition and Fee Rates
201533419349300518,590624401,TUITION DISCOUNTS/CREDITS,2107,24390540,0,N/A,N/A
201533419349300518,590624401,SCHOLARSHIPS,718,2874682,0,N/A,N/A
201543209349305519,610444671,INSTITUTIONAL SCHOLARSHIPS,1279,24333467,0,N/A,N/A
201513379349300701,150543658,WORKSTUDY GRANT,257,195150,CASH
201513379349300701,150543658,SEOG MATCHING GRANT,347,134700,CASH
201513379349300701,150543658,CAZENOVIA COLLEGE GRANTS,976,18927335,CASH
201513379349300401,340737794,SCHOLARSHIPS,3455,18196677
201543209349308089,310621866,Assistance to employees for hardship,140,29711,FMV
201543209349308089,310621866,"Scholarships, grants, and other assistance to Kettering College students",153,259372,FMV
201513289349300321,390806297,SCHOLARSHIPS TO STUDENTS,1469,31802414,0
201533579349300803,370661217,Scholarships for students,542,4679850,0
201533439349300103,590624459,NEED BASED FINANCIAL AID,2678,9979042,0,N/A,N/A
201533439349300103,590624459,ATHLETIC AWARDS,299,2316004,0,N/A,N/A
201533439349300103,590624459,TALENT AWARDS,161,345000,0,N/A,N/A
201533439349300103,590624459,UNIVERSITY OF TAMPA GRANTS,265,1141499,0,N/A,N/A
201533439349300103,590624459,MERIT AWARDS,5780,36916874,0,N/A,N/A
201533439349300103,590624459,GRAD ASSISTANTSHIPS,83,781200,0,N/A,N/A
201533439349300103,590624459,STIPENDS,164,459155,0,N/A,N/A
201533439349300103,590624459,FEDERAL GIFT AID,2071,929360,0,N/A,N/A
201513489349300201,560767736,FEDERAL CAMPUS NEED-BASED,98,97585,FAFSA RESU
201513489349300201,560767736,NC STATE CAMPUS NEED-BASE,144,610500,FAFSA RESU
201513489349300201,560767736,OTHER NEED BASED/MERIT,760,12171428,FAFSA/ACAD
201533359349300443,850164940,TUITION GRANTS/SCHOLARSHI,261,181647,1771606,AWARD AMOU,TUITION DISCOUN
201523499349300437,480623882,SCHOLARSHIPS,320,700275
201523449349300817,344427516,SCHOLARSHIPS AND DISCOUNTS,2391,19452103
201543519349300144,530196583,ARCHDIOCESAN SCHOLARSHIPS,1,54243,0,n/a,n/a
201543519349300144,530196583,BASSELIN SCHOLARSHIP FUND,10,324500,0,n/a,n/a
201543519349300144,530196583,BOARD OF TRUSTEES SCHOLARSHIP,11,274100,0,n/a,n/a
201543519349300144,530196583,CENTENNIAL SCHOLARSHIP,9,139100,0,n/a,n/a
201543519349300144,530196583,DOCTORAL SCHOLARSHIP TOTAL,9,49500,0,n/a,n/a
201543519349300144,530196583,DOL TOTAL,53,136176,0,n/a,n/a
201543519349300144,530196583,FIRST YEAR EXPERIENCE,60,475500,0,n/a,n/a
201543519349300144,530196583,KNIGHTS OF COLUMBUS GRAD SCHOLARSHIPS,5,102300,0,n/a,n/a
201543519349300144,530196583,LAW SCHOOL SCHOLARSHIPS,304,4175433,0,n/a,n/a
201543519349300144,530196583,MAGI ENDOWMENT,9,132750,0,n/a,n/a
201543519349300144,530196583,MCSHAIN SCHOL FOR SEMINARIANS,27,189000,0,n/a,n/a
201543519349300144,530196583,METROPOLITAN COLLEGE,130,743701,0,n/a,n/a
201543519349300144,530196583,NATIONAL CATHOLIC SCHOOL OF SOCIAL SERVICES,86,550630,0,n/a,n/a
201543519349300144,530196583,OTHER CATHOLIC UNIVERSITY SCHOLARSHIPS,3015,49804283,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF THEOLOGY AND RELIGIOUS STUDIES,227,3444029,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF ARCHITECTURE & PLANNING,59,572516,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF ARTS & SCIENCES,259,3931038,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF CANON LAW,21,408445,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF EDUCATION,9,3025,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF ENGINEERING,29,524088,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF LIBRARY & INFORMATION SCIENCE,19,67350,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF MUSIC,51,838460,0,n/a,n/a
201543519349300144,530196583,SCHOOL OF PHILOSOPHY,109,1856375,0,n/a,n/a
201543519349300144,530196583,SHEEHY SCHOLARSHIP,63,224618,0,n/a,n/a
201543519349300144,530196583,STUDENT AID: ENDOWED FUNDS,401,2669928,0,n/a,n/a
201543519349300144,530196583,STUDENT AID: PRIVATE SOURCES,325,2201626,0,n/a,n/a
201543519349300144,530196583,UNDERGRADUATE TUITION EXCHANGE SCHOLARSHIP,52,1608750,0,n/a,n/a
201543519349300144,530196583,UNIVERSITY GRADUATE SCHOLARSHIPS,674,3164247,0,n/a,n/a
201543519349300144,530196583,KNIGHTS OF COL UNDERGRAD SCHOLAR TOTAL,33,48000,0,n/a,n/a
201543519349300144,530196583,PELL GRANT 2013/2014,23,28296,0,n/a,n/a
201543519349300144,530196583,SEOG GRANT 2013/2014,2,2140,0,n/a,n/a
201543519349300144,530196583,SEOG GRANT 2014/2015,257,472300,0,n/a,n/a
201543519349300144,530196583,PELL GRANT 2014/2015,501,1909315,0,n/a,n/a
201543519349300144,530196583,MOTHER TERESA SCHOLARSHIP FUND,1,789,0,n/a,n/a
201533559349300803,566049935,ENDOWED SCHOLARSHIPS,531,1572395
201533559349300803,566049935,RESTRICTED ANNUAL SCHOLARSHIPS,207,440226
201533559349300803,566049935,ATHLETIC SCHOLARSHIPS,432,4325340
201533559349300803,566049935,ACADEMIC SCHOLARSHIPS,1887,21735689
201533559349300803,566049935,NEED BASED SCHOLARSHIPS,599,1435044
201523499349301057,061744054,SCHOLARSHIPS,6,51000
201503499349300615,363157451,SCHOLARSHIPS FOR STUDENTS ATTENDING THE INSTITUTE FOR CLINICAL SOCIAL WORK,4,16500,0
201533529349300538,750851900,Scholarships - Higher Education,2980,51727184
201543349349300469,350868181,Scholarships & Grants,1843,19653482
201503489349301060,610492351,SCHOLARSHIP/STUDENT AID,632,2031873
201513579349300041,420772559,Scholarships,1690,12735190,0
201503509349300340,480548361,INSTITUTIONAL SCHOLARSHIPS,384,4854658,0
201503509349300340,480548361,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS,181,130325,0
201533459349300328,237013253,SCHOLARSHIPS,360,583569,0,FMV,Not Applicable
201503559349300620,620485733,SCHOLARSHIPS,2785,30164162,0,FMV,NONE
201513529349300801,362170999,SCHOLARSHIPS & GRANTS,1807,18315229
201543509349300704,590737882,STUDENT SCHOLARSHIPS,446,2892283
201503569349300310,580644897,SCHOLARSHIPS AND ASSISTANCE FOR STUDENTS ATTENDING THOMAS UNIVERSITY.,FAIR MARKET VALUE,SCHOLARSHIPS AND ASSISTANCE FOR STUDENTS ATTENDING THOMAS UNIVERSITY ARE PROVIDED AT THE ESTIMATED FAIR MARKET OF VALUE OF ATTENDANCE.
201522959349300202,596605703,"INSTITUTIONAL AID, INCLUDING SCHOLARSHIPS, ASSISTANTSHIPS, AND TUITION WAIVER.",1209,2714847,N/A,N/A
201523169349300212,362167792,Scholarships to students,877,1925141
201523179349301942,570314374,TUITION DISCOUNTS & SCHOLARSHIPS,1040,6431629
201522879349300147,951916051,Tuition Discounts,189,921112
201522879349300147,951916051,Scholarships,535,5410400
201522879349300842,350868095,SCHOLARSHIPS,1410,14549248
201522879349301822,362515868,Scholarships,1105,11258898
201522889349301517,420680323,SCHOLARSHIPS & GRANTS,1755,16936028,N/A,N/A
201522939349300037,580593438,Government Grants,106,171049
201522939349300037,580593438,Wesleyan Grants,463,4747807
201513179349303591,381357020,HELPING HANDS PROGRAM,72,129904
201513179349303591,381357020,PATIENT MEDICAL SUPPLIES & PHARMACEUTICALS,1030,772685,COST,PATIENTS MEETING FINANCIAL ASSISTANCE PROGRAM GUIDELINES MAY BE PROVIDED WITH PHARMACEUTICALS & MEDICAL SUPPLIES AT NO CHARGE UPON DISCHARGE
201513209349307971,470724387,SCHOLARSHIPS,1168,3534721
201513099349301851,630338081,SCHOOL FUNDED GRANTS AND SCHOLARSHIPS,61,136402,0
201513099349301851,630338081,STUDENT LEADERS AND RA SERVICE GRANTS,10,12720
201513169349302691,421351526,SCHOLARSHIPS,376,561219
201513169349302691,421351526,STIPENDS,72,71375
201512589349300616,561065978,"CASH GRANTS/SCHOLARSHIPS WERE MADE FOR STUDENTS ATTENDING MID-ATLANTIC CHRISTIAN UNIVERSITY IN PASQUOTANK COUNTY, NORTH CAROLINA.",221,502890,0,N/A,N/A
201532939349300038,060646813,EMPLOYEE CHILDREN'S SCHOLARSHIP FUND,12,12000,BOOK,N/A
201532939349300038,060646813,MULLANE SCHOLARSHIP FUND,5,5000,BOOK,N/A
201532939349300038,060646813,TRIOMPO HEALING HEARTS & HANDS AWARD,17,5900,BOOK,N/A
201532939349300038,060646813,"S.A. CARRABBA, MD, AWARD (RESEARCH PROJECT)",1,500,BOOK,N/A
201532939349300038,060646813,KATHLEEN WALDRON & MADELINE TAYLOR FUND,3,3000,BOOK,N/A
201532939349300213,420680460,DRAKE UNIVERSITY AWARDED STUDENT AID,3537,50945933
201532939349300213,420680460,RESTRICTED/ENDOWED SCHOLARSHIPS,677,3005670
201533159349303253,420686467,ENDOWED PRIZES,64,23430,N/A,N/A
201533159349303253,420686467,GIFT PRIZES,16,5950,N/A,N/A
201533159349303253,420686467,GIFT SCHOLARSHIPS,75,332593,N/A,N/A
201533159349303253,420686467,ENDOWED SCHOLARSHIPS,343,1448446,N/A,N/A
201533159349303253,420686467,GENERAL SCHOLARSHIPS,1360,25877353,N/A,N/A
201533159349303253,420686467,TUITION DISCOUNTS,299,1007543,N/A,N/A
201542869349301414,566007078,Scholarships,21,144070
201502799349300130,562231069,SCHOLARSHIPS AND FINANCIAL AID,62,51392
201523529349300627,381673400,GRACE BIBLE INSTITUIONAL SCHOLARSHIPS,587,1278024,COST,SCHOLARSHIPS FOR TUITION AND FEES
201523559349300117,840442429,Institutional financial assistance,1802,14525237
201523099349301917,350886846,"See schedule I, Part IV, Statement 1",1598,16160926,0,Cost,"Student Financial Aid (academic, athletic and need-based) for tuition and fees applied directly to the student's account."
201523179349304847,741180155,Outstanding Student Nurse Scholarship,11,11000,0
201523579349300502,010275130,College Work Study,335,318019
201523579349300502,010275130,Federal Pell Grant Program,270,1147568
201523579349300502,010275130,Federal Supplemental Educational Opportunity Grant Program,269,112887
201523579349300502,010275130,State Scholarships,119,111105
201523579349300502,010275130,Unity Grant,599,5719086,FMV,Tuition Discounts
201523179349309337,136171197,SCHOLARSHIPS,232,3885433,OTHER,N/A
201523179349309337,136171197,HONORARIUMS,133,161465
201523179349309337,136171197,STIPENDS,150,225409
201523509349300322,610660795,EDUCATIONAL SCHOLARSHIPS/GRANTS,706,4764917,0
201600119349300525,620570060,STUDENT ASSISTANCE,1374,940229
201640129349300404,382333042,SCHOLARSHIPS TO INDIVID.,14,14000
201620139349300407,560530240,"Scholarships funded by restricted gifts and income, other institutional scholarships and federal and state financial aid.",743,7900415,0
201610129349300516,640303086,TUITION DISCOUNTS/SCHOLARSHIPS,2069,23384569
201600199349300040,436052681,SCHOLARSHIPS TO STUDENTS,166,240319,FMV OF TUITION,SCHOLARSHIPS IN THE FORM OF TUITION REDUCTION
201600129349301000,550370901,SCHOLARSHIPS,194,922557
201600129349300900,310840764,TUITION ASSISTANCE,58,428996,FMV
201600129349300900,310840764,GOVERNMENT STUDENT FINANCIAL AID,684,2064501,FMV
201620099349300107,620475691,Maryville College grants and awards,1112,19244737,0
201620099349300107,620475691,Maryville College direct funded endowed scholarships and awards,34,66114,0
201620099349300107,620475691,Maryville College indirect funded endowed scholarships,88,1774299,0
201620099349300107,620475691,Bonner scholarships,60,243324,0
201620099349300107,620475691,Maryville College faculty/staff dependents,21,540196,0
201620099349300107,620475691,Maryville College tuition exchange,6,186108,0
201620099349300107,620475691,Presidential scholarships,17,301600,0
201620099349300107,620475691,MC Scots annual fund scholarships,35,366530,0
201620099349300107,620475691,Federal work study,68,95275,0
201620099349300107,620475691,Bradford scholarships,5,20000,0
201620099349300107,620475691,Other local scholarships,4,6674,0
201600139349300330,420680389,Scholarships and grants to Simpson College students,1355,22847155,0
201640099349300004,420680400,Activity Grants,713,2604571
201640099349300004,420680400,Academic Scholarships & non-need based grants,1271,11057014
201640099349300004,420680400,Department Grants,335,913833
201640099349300004,420680400,Endowed Scholarships,231,800899
201630149349301103,592139553,ACADEMIC SCHOLARSHIP,10,16800
201630149349301103,592139553,ATHLETIC SCHOLARSHIP,573,3072845
201630149349301103,592139553,RESIDENT ADVISOR SCHOLARS,8,47720
201630149349301103,592139553,PRESIDENTIAL SCHOLARSHIP,131,925436
201630149349301103,592139553,GENERAL SCHOLARSHIP,502,2907095
201600159349300645,620599339,STUDENT SCHOLARSHIPS,1178,13439547
201523249349300032,020223955,State Grant,28,27500
201523249349300032,020223955,Federal Pell Grant,1149,3888319
201523249349300032,020223955,Federal SEOG Grant,278,302517
201523249349300032,020223955,Federal Work Study,172,179582
201523249349300032,020223955,Various Scholarships,861,10738825,FMV,Internal Scholarships
201523249349300032,020223955,Endowed Scholarship Recipients,68,314450
201630149349300213,610466713,STUDENT AID DISCOUNTS,714,6460832
201600159349300625,560532303,FINANCIAL AID TO STUDENTS,4399,37665892
201600159349301560,460224589,SCHOLARSHIP ALLOWANCES,866,8349321
201610149349301216,522027415,NEED BASED GRANTS.,143,477076,FMV,GRANTS TO STUDENTS BASED ON FINANCIAL NEED.
201610149349301216,522027415,SCHOLARSHIPS.,194,753525,FMV,MERIT BASED SCHOLARSHIPS.
201630139349300638,430653369,INSTITUTIONAL FINANCIAL AID,2825,22112122
201600199349300640,440556862,PELL GRANTS/INSTITUTIONAL SCHOLARSHIPS,901,20725870,BOOK
201600199349300640,440556862,WORK STUDY,899,3197280,BOOK
201600199349300610,430764111,SCHOLARSHIPS/FINANCIAL ASSISTANCE,42,53728,0
201610129349300331,042105776,Pell,390,2046876,0
201610129349300331,042105776,SEOG,175,222466,0
201610129349300331,042105776,MA and other state assistance,1498,949362,0
201610129349300331,042105776,Federal work study,505,334800,0
201610129349300331,042105776,Institutional aid,2100,34968910,0
201610129349300331,042105776,Endowment scholarships,975,804432,0
201513459349300341,390806263,Institutional scholarships,1973,11427457,Selection of students is based on established criteria of each scholarship fund and students are awarded scholarships on account through financial aid.
201640149349301354,620518288,STUDENT SCHOLARSHIPS,1317,12978073
201503229349300230,420680408,Endowed scholarships,327,414259
201503229349300230,420680408,Endowed awards,42,9650
201503229349300230,420680408,Institutional scholarships,768,9173232
