object_id,ein,CntrctrNm_PrsnNm,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
202101259349302380,131628206,Winfield Security Corporation,57 West 38th Street Room 501,NEW YORK,NY,10018,SECURITY SERVICES,1369730
202101259349302380,131628206,Highline Building Services,242 West 30th Street Suite 1101,NEW YORK,NY,10001,CLEANING SERVICES,469251
202101259349302380,131628206,3 Enrollment Marketing,352 Main Street 333,ONEONTA,NY,13280,MARKETING SERVICES,431199
202101259349302380,131628206,CHAMPION ELEVATOR CORP,1450 Broadway 5th Floor,NEW YORK,NY,10018,MAINTENANCE,428596
202101349349307730,660259904,DND CONSTRUCTION SERVICES,165 PONCE DE LEON AVE,STE 201,SAN JUAN,PR,00917,CONSTRUCTION,2146247
202101349349307730,660259904,MOZART ADVERTISING LLC,560 PEDRO BIGAY,BALDRICH,SAN JUAN,PR,00918,ADVERTISING,248308
202101349349307730,660259904,SURVEILLANCE NET FORCE INC,PLAZA DE LAS FUENTES 1019,CALLE ITALIA,TOA ALTA,PR,00954,SECURITY,219205
202101349349307730,660259904,AFD CONTRACT FURNITURE,TORRE CHARDON SUITE 250,350 CHARDON AVE,SAN JUAN,PR,00918,OFFICE FURNITUR,193593
202101349349307730,660259904,RM GROUP,PBM 350,220 PLAZA WESTERN AUTO SUITE 101,TRUJILLO ALTO,PR,009763607,MAINTENANCE,168235
202041609349301359,660432514,Springboard LLC,6346 Estate Smith Bay,St Thomas,VI,00802,Consultation/Design Services,1799666
202041609349301359,660432514,DCM,6501 Red Hook Plaza,St Thomas,VI,00802,Construction,528810
202041609349301359,660432514,Ellucian LLP,14083 Collection Center Dr,Chicago,IL,60693,Hospitality,420467
202041609349301359,660432514,Bluewater Construction,6501 Redhook Plaza,St Thomas,VI,00802,Construction,618530
202041609349301359,660432514,Bourne Group,2369 Kronprindsens Gade,St Thomas,VI,00802,Architecture,1031335
202101059349301220,640303086,CAMPUS DINING,PO BOX 4023,CLINTON,MS,39058,FOOD SERVICES,3700885
202101059349301220,640303086,ACADEMIC PARTNERSHIPS,600 N PEARL STREET SUITE 900,DALLAS,TX,75201,MARKETING SERVICES,1518142
202101059349301220,640303086,PREWITT CONTRACT SERVICES,PO BOX 2268,CLINTON,MS,39060,CLEANING SERVICES,854919
202101059349301220,640303086,CLARK COMMUNICATIONS,2 WESTSIDE DRIVE,ASHEVILLE,NC,28806,PUBLIC RELATIONS/PRINTING,685976
202101059349301220,640303086,COOKE DOUGLASS FARR LEMON LTD,3221 OLD CANTON ROAD SUITE 200,JACKSON,MS,39216,ARCHITECTURAL SERVICES,396383
202101059349301655,010211810,Eat'N Park Hosptiality Group Inc,PO Box 644091,Pittsburgh,PA,152644091,Food Service,3512792
202101059349301655,010211810,Sodexo,PO Box 360170,Pittsburgh,PA,152516170,Food Service,3179644
202101059349301655,010211810,Ellucian Company LP,62590 Collections Center Drive,Chicago,IL,60693,Technology Services,2289549
202101059349301655,010211810,Ledgewood Construction,27 Main Street,South Portland,ME,04106,Construction,383792
202101059349301655,010211810,Favreau Electric,37 Jordan Ave,Brunswick,ME,04011,Construction,347933
202101059349301700,150543962,ALADDIN FOOD MANAGEMENT SERVICES,16567 COLLECTIONS CTR DRIVE,CHICAGO,IL,60693,FOOD SERVICE,756206
202101059349301700,150543962,SHARED SERVICES HEALTH PLAN TRUST,514 UNIVERSITY AVENUE,SELINSGROVE,PA,17870,HEALTH INSURANCE,707849
202101059349301700,150543962,INTEGRA BUSINESS CENTER INC,7248 TILGHMAN STREET,ALLENTOWN,PA,18106,IT SUPPORT,176700
202101059349301700,150543962,DIRECT ENERGY,1001 LIBERTY AVENUE,PITTSBURGH,PA,15222,UTILITIES,161286
202101059349301700,150543962,PA AMERICAN WATER COMPANY,1 WATER STREET,CAMDEN,NJ,08102,UTILITIES,102897
202130579349301603,721304948,ACS ACADIANA COMPUTER SYSTEMS,PO BOX 60670,LAFAYETTE,LA,70596,BILLING COMPANY,6543098
202130579349301603,721304948,LSUHSC-NEW ORLEANS,433 BOLIVAR ST,NEW ORLEANS,LA,70112,HEALTHCARE SERVICES,1188314
202130579349301603,721304948,ALLSCRIPTS,24630 NETWORK PLACE,CHICAGO,IL,60673,ELECTRONIC MEDICAL RECORDS,668473
202130579349301603,721304948,ARTIGUES CONSTRUCTION CO INC,1215 FRIED STREET,GRETNA,LA,70053,CONSTRUCTION,633351
202130579349301603,721304948,R1 MEDICAL CONSULTING INC,401 N MICHIGAN AVE STE 2700,CHICAGO,IL,60611,CONSULTING,551242
202141189349300909,520595110,BROADWAY SERVICES INC,3709 E MONUMENT ST,BALTIMORE,MD,21205,"SECURITY, PARKING, SHUTTLE, FACILITY MAN",22945939
202141189349300909,520595110,WHITING TURNER CONTRACTING COMPANY,300 EAST JOPPA RD,BALTIMORE,MD,21286,CONSTRUCTION SERVICES,22184125
202141189349300909,520595110,BON APPETIT MANAGEMENT COMPANY,100 HAMILTON AVE SUITE 400,PALO ALTO,CA,94301,FOOD SERVICE,19097658
202141189349300909,520595110,WILEY EDUCATION LLC,1415 W 22ND STREET 400,OAKBROOK,IL,60523,ONLINE EDUCATION SERVICES,17127475
202141189349300909,520595110,GILBANE BUILDING COMPANY,7 JACKSON WALKWAY,PROVIDENCE,RI,02903,CONSTRUCTION SERVICES,16093566
202121379349308637,381360586,Metz Culinary Management,2 Woodland Dr,Dallas,PA,186129159,Meal and Catering Services,2712809
202121379349308637,381360586,Fairview Construction Services LLC,28339 Beck Rd Ste F1,Wixom,MI,483934753,Construction services,451305
202121379349308637,381360586,Butzel Long,150 W Jefferson Ste 100,Detroit,MI,482264330,Lawyers,255098
202121379349308637,381360586,VHS of Michigan MOB,First Independence Bank,PO Box 33461,Detroit,MI,482325461,Rent - Lease for Dental Clinic Space,321816
202121379349308637,381360586,Outfront Media,185 US Highway 46,Fairfield,NJ,070042321,Advertising,276608
202121379349304057,131740448,CHARTWELLS COMPASS GROUP,3 INTERNATIONAL DR,PORT CHESTER,NY,105737500,FOOD SERVICES,2306164
202121379349304057,131740448,BEIS SEFER GEVOHA LEBANOS SARA SCHENIRER,4622 14TH AVE,BROOKLYN,NY,112192609,EDUCATIONAL SERVICES,2074037
202121379349304057,131740448,ARAMARK SERVICES INC,ARAMARK DALLAS LOCKBOX,DALLAS,TX,753978839,FACILITIES MANAGEMENT,1220816
202121379349304057,131740448,DP WOLFF INC,143 BEDFORD RD STE 2,KATONAH,NY,10536,SERVICE & MAINTENANCE CONTRACTORS,685719
202121379349304057,131740448,BETTER BUILDING CONCEPTS INC,PO BOX 284,SOMERS,NY,10592,HOME IMPROVEMENT,524901
202121379349304182,340733165,METZ & ASSOCIATES,2 WOODLAND DRIVE,DALLAS,PA,18612,DINING SERVICES,1418116
202121379349304182,340733165,RAINFOREST VILLAGE,251 W WALNUT STREET 101,PAINESVILLE,OH,44077,OFF-CAMPUS HOUSING,511738
202121379349304182,340733165,GRAPER & WARMINGTON,180-A MENTOR AVENUE,PAINESVILLE,OH,44077,GENERAL CONTRACTOR,226895
202121379349304182,340733165,TRANE US INC,3600 PAMMEL CREEK ROAD,LA CROSSE,WI,54601,GENERAL CONTRACTOR,205140
202121379349304182,340733165,PRECIOUS CARGO TRANSPORTATION,PO BOX 23617,CHAGRIN FALLS,OH,44077,TRANSPORTATION,193705
202100499349300315,042104778,LAURING CONSTRUCTION,23 BRIGHAM ROAD,WORCESTER,MA,01609,CONSTRUCTION,2563706
202100499349300315,042104778,SODEXO AFFILIATES,10 EARHART DR,BUFFALO,NY,14221,DINING SERVICES,2416035
202100499349300315,042104778,BLUE CROSS & BLUE SHIELD,PO BOX 4701,WOBURN,MA,01888,HEALTH INS.,2212171
202100499349300315,042104778,TIAACREF,PO BOX 8500,PHILADELPHIA,PA,19178,FINANCIAL SERVICE,1967310
202100499349300315,042104778,BANK OF AMERICA,PO BOX 15731,WILMINGTON,DE,19886,PURCHASING CARD VENDOR,1345614
202121189349300517,237179639,CATCON LLC,833 E MICHIGAN ST STE 1000,MILWAUKEE,WI,53202,CONSTRUCTION/REMODELING,2275324
202121189349300517,237179639,TRINITY HOME GROUP LLC,8526 S STONE CREEK DR,OAK CREEK,WI,53154,MAINTENANCE/HOUSEKEEPING,1711980
202121189349300517,237179639,8800 CONCORD LLC - WESTBURY BANK,17160 W NORTH AVE,BROOKFIELD,WI,53005,STUDENT HOUSING,1457333
202121189349300517,237179639,SODEXO INC,13555 BISHOPS CT STE 250,BROOKFIELD,WI,53005,FOOD SERVICES,902856
202121189349300517,237179639,TRACK SURFACES COMPANY,113 READ ST,ELBUM,IL,60119,TRACK RESURFACING,506269
202131349349303603,520591641,SAGE DINING SERVICES INC,1402 YORK ROAD,LUTHERVILLE,MD,21093,FOOD SERVICE,1560300
202131349349303603,520591641,ABM JANITORIAL SERVICES-MID-ATLANTIC,LOCKBOX 787401,PHILADELPHIA,PA,19178,JANITORIAL SERVICE,1112838
202131349349303603,520591641,THE LEARNING HOUSEWILEY EDUCATIOAL SERV,1414 W 22ND STREET,OAKBROOK,IL,60523,ONLINE PROGRAM THIRD PARTY,404853
202131349349303603,520591641,EAB GLOBAL INC,1920 E PARHAM RD,RICHMOND,VA,23228,CONSULTANTS,386283
202131349349303603,520591641,FINANCIAL AID SERVICES,180 INTERSTATE N PKWY E SE,ATLANTA,GA,30339,CONSULTANTS,330403
202141339349303304,061395640,SODEXO EDUCATION SERVICES PO BOX 245,310 BROADWAY,SALFORD,UK,TW10 6JP,FACILITIES/CATERING,4001709
202141339349303304,061395640,AIFS UK LTD,37 QUEENS GATE,LONDON,UK,SW7 5HR,PROPERTY RENTAL,2865909
202141339349303304,061395640,UNIVERSITIES SUPERANNUATION SCHEME,ROYAL LIVER BUILDING PIER HEAD,LIVERPOOL,UK,L3 1PY,FINANCIAL SERVICES,681976
202141339349303304,061395640,LEEDS BECKETT UNIVERSITY,LEEDS CIVIC QUARTER,LEEDS,UK,LS1 3HE,RENTAL CATERING,568330
202141339349303304,061395640,IASA,LEEDS BECKETT UNIVERSITY,LEEDS,UK,LS1 3HE,COACHING,454055
202031569349300418,381624684,Creative Dining Services,1 Royal Park,Zeeland,MI,49464,Food Service,2597543
202031569349300418,381624684,Blasy Electric,1012 Jefferson Ave,Midland,MI,48640,Contractor Services,332341
202031569349300418,381624684,Ellucian,62578 Collections Center Drive,Chicago,IL,60693,IT Sevices,414122
202031569349300418,381624684,Falls Communication,Terminal Tower,Cleveland,OH,44113,Communications,371493
202031569349300418,381624684,STT Inc,1600 N Mission,Mt Pleasant,MI,48858,Security,674614
202001749349300460,221487164,ARAMARK CORPORATION,135 NEW RD,MADISON,NJ,07940,FOOD SERVICES,5707563
202001749349300460,221487164,BRAVO BUILDING SERVICES INC,29 KING GEORGE RD,GREENBROOK,NJ,08812,CLEANING MAINTENANCE,1446545
202001749349300460,221487164,FRANKOSKI CONSTRUCTION CO INC,314 DODD ST,EAST ORANGE,NJ,07017,CONTRACTORS,1319434
202001749349300460,221487164,ARAMARK HIGHER EDUCATION,24818 NETWORK PL,CHICAGO,IL,60673,FACILITIES MAINTENANCE,1289921
202001749349300460,221487164,JOSEPH A NATOLI CONSTRUCTION CORPORATIO,293 CHANGEBRIDGE RD,PINE BROOK,NJ,07058,CONTRACTORS - BUILDING RENOVATION,1123162
202100619349301025,350845258,ASHER AGENCY INC,535 W WAYNE ST,FORT WAYNE,IN,46802,ADVERSTISING,2849465
202100619349301025,350845258,ELAVATUS ARCHITECTURE,111 E WAYNE ST SUITE 555,FORT WAYNE,IN,46802,ARCHITECTURAL SVCS,565906
202100619349301025,350845258,SECURITAS SECURITY SERVICES INC,2 CAMPUS DRIVE,PAPSIPPANY,NH,07054,SECURITY SERVICES,563993
202100619349301025,350845258,MY FOOTPATH LLC,820 W JACKSON,CHICAGO,IL,60607,STUDENT RECRUITING,563306
202100619349301025,350845258,JL SMITH GROUP INC,PO BOX 1197,AUBURN,AL,36831,FUNDRAISING CONSULT,373653
202100619349301135,231352668,CLEMENS CONSTRUCTION COMPANY INC,1435 WALNUT STREET,PHILADELPHIA,PA,19102,CONSTRUCTION,13169795
202100619349301135,231352668,PHILA AREA INDEP SCHOOL BUS OFFICERS ASS,301 IVEN AVENUE SUITE 315,WAYNE,PA,19087,INSURANCE,4835700
202100619349301135,231352668,SODEXO,9801 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,DINING SERVICES,3458461
202100619349301135,231352668,UNIVERSAL PROTECTION SERVICE LP,3606 HORIZON DRIVE,KING OF PRUSSIA,PA,19406,SECURITY SERVICES,2255556
202100619349301135,231352668,SIX RED MARBLES,101 STATION LANDING STE 300,MEDFORD,MA,02155,CONSULTING,1952312
202111379349303216,042108346,CHARTWELLS,91337 COLLECTIONS DRIVE,CHICAGO,IL,60693,FOOD SERVICE VENDOR,2931645
202111379349303216,042108346,SSC SERVICE SOLUTIONS,PO BOX 417632,BOSTON,MA,02241,MAINTENANCE/HOUSEKEEPING/GROUNDS VENDOR,2886036
202111379349303216,042108346,ELLUCIAN,62590 COLLECTIONS CENTER DRIVE,CHICAGO,IL,60693,IT CONSULTANT,1743890
202111379349303216,042108346,WORCESTER FRANKLIN HOLDINGS,50 FRANKLIN STREET,WORCESTER,MA,01608,LEASED PROPERTY LANDLORD,817694
202111379349303216,042108346,WB MASON,PO BOX 981101,BOSTON,MA,02298,OFFICE FURNITURE/SUPPLIES,629168
202013219349306101,541954969,CHAP PETERSEN & ASSOCIATES PLLC,3970 CHAIN BRIDGE ROAD,FAIRFAX,VA,22030,PROFESSIONAL SERVICES,183066
202121319349302287,941358307,EPICUREAN GROUP,111 MAIN ST SUITE 3,LOS ALTOS,CA,94022,CAMPUS FOOD SERVICES,1759456
202121319349302287,941358307,BUILDING SERVICES MAINTENANCE INC,2575 STANWELL DR 2ND FLOOR,CONCORD,CA,94520,MAINTENANCE & JANITORIAL SERVICES,862459
202121319349302287,941358307,ONE SIXTY OVER NINETY LLC,12400 WILSHIRE BLVD,LOS ANGELES,CA,90025,WEBSITE & REBRANDING SERVICES,704876
202121319349302287,941358307,TRIUMPH PROTECTION GROUP INC,853 COTTING COURT STE D,VACAVILLE,CA,95688,CAMPUS SECURITY SERVICES,494723
202121319349302287,941358307,CAPTURE LLC,2303 RIVER RD SUITE 201,LOUISVILLE,KY,40206,MARKETING & ENROLLMENT SERVICES,322034
202121339349304417,630417508,MMI DINING SYSTEMS LLC,1000 RED FERN PL,FLOWOOD,MS,39232,FOOD SERIVICE,2407763
202121339349304417,630417508,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,MAINTENANCE SERVICES,876096
202121339349304417,630417508,DON GORDON CONSTRUCTION,26179B CAPITAL DR,DAPHNE,AL,36526,CONSTRUCTION,635031
202121339349304417,630417508,CALLIS COMMUNICATIONS,PO BOX 549,MEADVILLE,MS,39653,PHONE SERVICE,251873
202121339349304417,630417508,SYNERGY,PO BOX 1224,LAGRANGE,GA,30241,SECURITY,228643
202121379349308647,042105768,UNION THEOLOGICAL SEMINARY,3041 BROADWAY,NEW YORK,NY,10027,UTS PROGRAM FEES,1723973
202121379349308647,042105768,MCCALL & ALMY INC,100 FEDERAL STREET,BOSTON,MA,02110,REAL ESTATE ADVISORY SERVICES,440000
202121379349308647,042105768,CAMBRIDGE ASSOCIATES LLC,PO BOX 412015,BOSTON,MA,022412015,CONSULTING SERVICES,175000
202121379349308697,941156610,MARK CAVAGNERO ASSOCIATES,1045 SANSOME ST 200,SAN FRANCISCO,CA,94111,ARCHITECTURAL SERVICES,1416097
202121379349308697,941156610,EQUITY COMMUNITY BUILDERS,PO BOX 295895,SAN FRANCISCO,CA,94129,PROJECT MANAGEMENT,450292
202121379349308697,941156610,CORPORATE SECURITY SERVICES,5 THIRD ST SUITE 314,SAN FRANCISCO,CA,94103,SECURITY SERVICES,370951
202121379349308697,941156610,PC PROFESSIONAL INC,1615 WEBSTER ST,OAKLAND,CA,94612,PC MAINTENANCE SERVICES,230457
202121379349308697,941156610,CONSTRUCTION TESTING SERVICES,2118 RHEEM DR,PLEASANTON,CA,94588,CONSTRUCTION TESTING,208107
202011819349300041,660350945,CAPITOL SECURITY POLICE,PO BOX 11157 FERNANDEZ JUNCOS STATI,SAN JUAN,PR,00908,SECURITY SERVIC,156799
202141059349300149,741161940,LEE LEWIS CONSTRUCTION INC,7810 ORLANDO AVE,LUBBOCK,TX,79423,CONSTRUCTION,4083451
202141059349300149,741161940,BRAUN AND BUTLER CONSTRUCTION INC,715 DISCOVERY BLVD,CEDAR PARK,TX,78613,CONSTRUCTION,3605904
202141059349300149,741161940,SODEXO SERVICES OF TEXAS LLC,POBOX 352,BUFFALO,NY,14240,FOOD SERVICE,3350679
202141059349300149,741161940,CRW CONSTRUCTION INC,2703 AIRPORT ROAD,TEMPLE,TX,76504,CONSTRUCTION,2020455
202141059349300149,741161940,SSC SERVICE SOLUTIONS,1845 MIDPARK RD SUITE 201,KNOXVILLE,TN,37921,HOUSEKEEPING,1614343
202111249349301961,472507725,Grand Canyon Education,2600 W Camelback Rd,Phoenix,AZ,85017,Support Services,749510621
202111249349301961,472507725,Pono Construction LLC,515 E Carefree Hwy 1241,Phoenix,AZ,85085,Construction Service,109980738
202111249349301961,472507725,Sodexo Inc Affiliates,PO Box 360170,Pittsburgh,PA,15251,FOOD SVC PROVIDER,25029269
202111249349301961,472507725,Panda Express Inc dba Panda Express,1683 Walnut Grove Ave,Rosemead,CA,91770,FOOD SVC PROVIDER,2457439
202111249349301961,472507725,Groupware Technology,541 Division St,Campbell,CA,95008,IT Services Provider,1419045
202101239349300240,060646829,FIP Construction Inc,1536 New Britain Ave,FARMINGTON,CT,06032,Construction,7419774
202101239349300240,060646829,AstroTurf Corporation,2680 Abutment Road,DALTON,GA,30721,Construction,1693513
202101239349300240,060646829,Sodexo Operations LLC,9801 Washingtonian Blvd,GAITHERSBURG,MD,20878,Facility Management,1628765
202101239349300240,060646829,Bon Appetit co Compass Group USA,2400 Yorkmont Road,CHARLOTTE,NC,28217,Food Services,1098030
202101239349300240,060646829,JCJ Architecture,120 Huyshope Ave Suite 400,HARTFORD,CT,06106,Construction,799544
202101239349300245,440545271,CliftonLarsenAllen,PO Box 776376,Chicago,IL,606776376,Accounting Firm,143659
202101239349300245,440545271,David Diggins,Diggins Construction LLC,20800 South 1200 Road,Moundville,MO,64771,Construction Contractor,207420
202101319349303700,951664101,Bon Appetit,PO Box 50196,Los Angeles,CA,90074,Food Service,3442196
202101319349303700,951664101,ABM Onsite Services - West Inc,1150 South Olive Street 19th Floor,Los Angeles,CA,90015,Janitorial Services,1111029
202101319349303700,951664101,Gardner Company Inc,30714 Wealth Street,Murrieta,CA,92563,Heating and Air Conditioning Service,1092902
202101319349303700,951664101,Ronstadt Roofing,7916 Golden Star Avenue,Riverside,CA,92506,Roofing Service,948411
202101319349303700,951664101,O'Melveny & Myers LLP,400 South Hope Street 18th Floor,Los Angeles,CA,90071,Legal Counsel,661928
202043429349300204,610510937,PIONEER COLLEGE CATERERS,25055 WEST VALLEY PARKWAY,OLATHE,KS,66061,FOODSERVICE,792183
202031349349300323,264232788,JENZABAR INC,PO BOX 55018,BOSTON,MA,02205,IT SERVICES,365779
202031349349300323,264232788,CAMPUSWORKS INC,1767 LAKEWOOD RANCH BLVD 305,BRADENTON,FL,34211,IT SERVICES,354484
202031349349300323,264232788,SOFTWARE DEVELOPMENT GROUP INC,6832 RUNNING SPRINGS CT,FREDERICK,MD,21703,IT SERVICES,187708
202031349349300323,264232788,GLENN MCKINLAY,C/-55 ALBERT ROAD,DAVENPORT,AUCKLAND,NZ,CONSULTING,165567
202031349349300323,264232788,RICHARD STURTON,33 PETRIE ROAD,SUVA,FJ,CONSULTING,155356
202011429349301701,391024723,CD SMITH CONSTRUCTION,889 E JOHNSON STREET,FOND DU LAC,WI,54935,CONTRACTOR SERVICES,2734219
202011429349301701,391024723,SODEXO INC & AFFILIATES,4880 PAYSPHERE CIRCLE,CHICAGO,IL,60674,MAINTENANCE SERVICES,1366972
202011429349301701,391024723,SODEXO INC & AFFILIATES,4880 PAYSPHERE CIRCLE,CHICAGO,IL,60674,FOOD SERVICE,1196827
202011429349301701,391024723,PRINTING EXPRESS INC,106 SOUTHSIDE SHOPPING CENTER,CHILTON,WI,53014,PRINTING SERVICES,329728
202011429349301701,391024723,JF AHERN COMPANY,PO BOX 1316,FOND DU LAC,WI,549361316,PLUMBING & ELECTRICAL SERVICES,280754
202043149349301984,452208063,HIGHMARK BCBS WV,120 FIFTH AVE,PITTSBURG,PA,152223099,HEALTH INSUR.,154000
202043149349301984,452208063,AKAL INFORMATION SYSTEMS,N-161A SAIRA TOWER,NEW DELHI,NEW DELHI,IN,INFO TECHNOLOGY,153000
202131339349302998,042103701,CHARTWELLS,4606 CENTRAL SCHOOL RD,SAINT CHARLES,MO,63304,FOOD SERVICES,3708265
202131339349302998,042103701,C&W FACILITY SERVICES INC,275 GROVE ST 3,AUBURNDALE,MA,02466,FACILITY SERVICES,3547426
202131339349302998,042103701,K-12 TEACHERS ALLIANCE,20624 ABBEY WOODS CT,FRANKFORT,IL,60423,RECRUITMENT CONSULTING,1624236
202131339349302998,042103701,G4S SECURE SOLUTIONS INC,PO BOX 277469,ATLANTA,GA,303847469,SECURITY SERVICES,1394020
202131339349302998,042103701,MASSLIVE MEDIA,DEPT 77571 PO BOX 77000,DETROIT,MI,482770571,MARKETING,358308
202131339349303158,911160585,PACIFIC NW UNIVERSITY,111 UNIVERSITY PARKWAY SUITE 202,YAKIMA,WA,98901,EDUCATIONAL SERVICES,597101
202131339349303158,911160585,JENZABAR INC,101 HUNTINGTON AVE SUITE 2200,BOSTON,MA,02119,TECHNOLOGY SUPPORT SERVICES,184855
202131339349303158,911160585,MOSS ADAMS LLC,402 EAST YAKIMA AVENUE,YAKIMA,WA,98901,ACCOUNTING SERVICES,108725
202131339349303158,911160585,HANNA & ASSOCIATES,1090 E LAKESHORE DR,COUER D ALENE,ID,83814,ADVERTISING,106098
202011979349302206,362191242,Educators Advancement Group,20624 Abbey Woods Ct N,Frankfort,IL,604233198,Student services and recruitment,4257614
202011979349302206,362191242,Sodexho Corp,10 Earhart Dr,Williamsville,NY,142217078,Student dining services,3172296
202011979349302206,362191242,Relearnit Inc,655 Craig Rd Ste 318,Saint Louis,MO,631417171,Student services and recruitment,2317664
202011979349302206,362191242,Emerge Education,335 N 21st St,Ste 307,Camp Hill,PA,170113704,Student Services and recruitment,1859234
202011979349302206,362191242,Ragnar Benson LLC,250 S Northwest Hwy,Park Ridge,IL,600684237,Construction Services,1679986
202100329349301765,231352664,Sodexo Dining Services,4880 Paysphere Circle,Chicago,IL,60674,dining services,8171411
202100329349301765,231352664,Collaborative Solutions LLC,11190 Sunrise Valley Drive,Suite 110,Reston,VA,20191,software implementation partners,2474955
202100329349301765,231352664,Jerdon Construction Services,5925 Tilghman Streetr,Allentown,PA,18104,construction services,466163
202100329349301765,231352664,Ebsco Information Services,PO Box 20461,Dallas,TX,753204661,subscription services,374974
202100329349301765,231352664,Comm Tech AV LLC,6786 Stone Croft Circle,Macungie,PA,18062,audio visual services and supplies,343723
202120719349300342,566049935,MARTIN CONTRACTING NC-LLC,2824 SMITH FIELD DR,MONROE,NC,28110,CONTRACTOR,15619327
202120719349300342,566049935,ARAMARK SERVICES,ARAMARK DALLAS LOCKBOX PO BOX 97883,DALLAS,TX,753978839,FOOD SERVICE,6084471
202120719349300342,566049935,CROWNSTONE DESIGN & CONSTRUCTION,8804 UNIONVILLE BRIEF RD,MONROE,NC,28110,CONSTRUCTION,2464456
202120719349300342,566049935,YATES CHREITZBERG HUGHES ARCHITECTS,7035 NORTHWINDS DR NW,CONCORD,NC,28027,ARCHITECTS,1893136
202120719349300342,566049935,EAB GLOBAL INC,PO BOX 603519,CHARLOTTE,NC,282603519,STUDENT RECRUITING,1842723
202111189349301101,391620530,BELLIN HOSPITAL,744 WEBSTER AVE,GREEN BAY,WI,54301,"SUPPORT FOR ACCOUNTING, HR, ADMINISTRATI",142624
202111189349301101,391620530,SINCLAIR BROADCAST GROUP,10706 BEAVER DAM RD,COCKEYSVILLE,MD,21030,ADVERTISING,125430
202111189349301111,370673513,PJ HOERR INC,107 NORTH COMMERCE PLACE,PEORIA,IL,61060,CONTRACTOR/CONSTRUCTION,5300877
202111189349301111,370673513,BON APPETIT,2400 YORKMONT ROAD,CHARLOTTE,NC,28217,DINING MANAGEMENT,2474230
202111189349301111,370673513,LAMAIR-MURDOCK-CONDON COMPANY SUITE 200,4200 UNIVERSITY AVENUE,WEST DES MOINES,IA,502665945,INSURANCE,803645
202111189349301111,370673513,AMP ELECTRICAL SERVICES,3075 GRAND AVENUE,GALESBURG,IL,61401,CONTRACTOR/ELECTRICAL,688862
202111189349301111,370673513,IES,33 WEST MONROE STREET SUITE 2300,CHICAGO,IL,606035405,STUDENT PROGRAMS,277550
202141189349300914,200118161,FBI CONSTRUCTION,PO BOX 4507,FLORENCE,SC,29502,CONSTRUCTION,1335367
202141189349300624,231352648,PARKHURST DINING,PO BOX 644091,PITTSBURGH,PA,15264,CAMPUS SERVICES/FAC MGMT,1971147
202141189349300624,231352648,ELLUCIAN COMPANY LP,2300 MAITLAND CENTER PARKWAY,MAITLAND,FL,32751,TECHNOLOGY SERVICES,1389086
202141189349300624,231352648,CHESTER VALLEY ENGINEERS INC,83 CHESTNUT ROAD,PAOLI,PA,19301,CONSTRUCTION,1149279
202141189349300624,231352648,SISTERS OF IMMACULATE HEART OF MARY,1145 KING ROAD,IMMACULATA,PA,19345,STUDENT TEACHING,1015490
202141189349300624,231352648,SPRINTURF LLC,146 FAIRCHILD STREET,DANIEL ISLAND,SC,29492,TURF REPLACEMENT,381550
202101349349307560,516000297,Whiting Turner Contracting Company,132 Continental Drive Suite 404,Newark,DE,19713,Construction,81649778
202101349349307560,516000297,Aramark,Aramark Tower,Philadelphia,PA,19107,Food Services,37796195
202101349349307560,516000297,BARTON MALOW-EDIS II A JV,300 WEST PRATT STREET SUITE 310,BALTIMORE,MD,21201,Construction,17181556
202101349349307560,516000297,BANCROFT CONSTRUCTION,1300 N GRANT AVE SUITE 101,WILMINGTON,DE,19806,CONSTRUCTION,11091287
202101349349307560,516000297,GBUILD CONSTRUCTION MANAGERS,180 GORDON DR,EXTON,PA,19341,CONSTRUCTION,3517602
202101349349300305,363377698,CHANEN CONSTRUCTION,3300 N THIRD ST,PHOENIX,AZ,85067,GENERAL CONTRACTOR,42055334
202101349349300305,363377698,METRO CLEANING COMPANY,8349 W DESERT SPOON,Peoria,AZ,85383,JANITORIAL SERVICES,3325181
202101349349300305,363377698,DWL Architects Planners Inc,2333 N Central Ave,Phoenix,AZ,85004,Architectural,2887798
202101349349300305,363377698,EBSCO,10 Estes Street,Ipswich,MA,01938,E-Library Services,2193885
202101349349300305,363377698,Building Services of America,10216 Werch Drive,Woodridge,IL,60517,Janitorial Services,1352450
202100479349301520,440545914,FRESH IDEAS FOOD SERVICE,1000 W NIFONG BLVD,COLUMBIA,MO,65203,FOOD SERVICE,1753730
202100479349301520,440545914,JE DUNN CONSTRUCTION CO,1001 LOCUST,KANSAS CITY,MO,64106,CONSTRUCTION,1158017
202100479349301520,440545914,BARKLEY INC,PO BOX 879948,KANSAS CITY,MO,64187,MARKETING,686924
202100479349301520,440545914,HI-GENE'S JANITORIAL,PO BOX 12385,NORTH KANSAS CITY,MO,64116,JANITORIAL SERVICES,459288
202100479349301520,440545914,ELLUCIAN INC,62578 COLLECTIONS CENTER,CHICAGO,IL,60693,SOFTWARE,227331
