object_id,ein,FrmAndLnRfrncDsc
202031969349302723,580603153,"SCHEDULE E, PART I, LINE 3","REINHARDT UNIVERSITY PUBLISHES A STATEMENT IN THE UNIVERSITY CATALOG STATING THE UNIVERSITY IS IN COMPLIANCE WITH TITLE VI OF THE CIVIL RIGHTS ACT OF 1964 AND DOES NOT DISCRIMINATE ON THE BASIS OF RACE, COLOR, OR NATIONAL ORIGIN. THE UNIVERSITY IS ALSO IN COMPLIANCE WITH TITLE IX OF THE EDUCATIONAL AMENDMENTS OF 1972 AND DOES NOT DISCRIMINATE ON THE BASIS OF GENDER."
202031969349302723,580603153,"SCHEDULE E, PART I, LINE 6",REINHARDT UNIVERSITY RECEIVES TITLE IV FINANCIAL ASSISTANCE. THE UNIVERSITY COMPLIES WILL ALL NECESSARY REGULATIONS AND DISCLOSURE REQUIREMENTS ASSOCIATED WITH THESE TYPES OF GOVERNMENTAL ASSISTANCE.
202021929349302767,820200907,"SCHEDULE E, PART I, LINE 3",THE UNIVERSITY'S NONDISCRIMINATION POLICY IS INCLUDED ON THE APPLICATION FORM AND THE CATALOG IN ADDITION TO BEING PUBLISHED ON THE UNIVERSITY WEBSITE.
202021929349302767,820200907,"SCHEDULE E, PART I, LINE 6","THE UNIVERSITY IS THE RECIPIENT AND/OR SUBRECIPIENT OF SEVERAL FEDERAL GRANTS. ADDITIONALLY, THE STATE OF IDAHO AND SOME OTHER STATES PROVIDE FINANCIAL AID FOR STUDENTS FROM THOSE STATES."
201943199349305344,226830873,"SCHEDULE E, PART I, LINE 3",ADVERTISED IN NEWSPAPERS
201943199349305344,226830873,"SCHEDULE E, PART I, LINE 6",SOME STUDENTS RECEIVED FEDERAL AND/OR STATE TUITION AID GRANTS WHICH ARE APPLIED TOWARDS THEIR TUITION BALANCES.
201912849349300401,381443369,6a,Funds are received from the State of Michigan and Federal government agencies for student financial aid and work study programs.
202031019349301603,231937954,"Schedule E, Line 3 - Racially Nondiscriminatory Policy Publicized",NONDISCRIMINATION POLICY IS PUBLICIZED THROUGH VARIOUS ADVERTISING MEDIA TO THE GENERAL PUBLIC.
202031019349301603,231937954,"Schedule E, Line 4 - Explanation of Records and Materials Not Maintained"
202031019349301603,231937954,"Schedule E, Line 5 - Explanation of Organization Discrimination by Race"
202041069349300824,160743040,"Schedule E, LINE 3","HOBART AND WILLIAM SMITH COLLEGES HAVE PUBLICIZED OUR RACIALLY NONDISCRIMINATORY POLICY IN ALL OUR SOLICITATIONS FOR STUDENTS. APPLICANTS ARE RECRUITED THROUGH THE AID OF DIRECT MAIL AND ELECTRONIC DOCUMENTS, GENERAL COLLEGES PUBLICATIONS FREELY ACCESSIBLE TO THE COMMUNITY, ADVERTISEMENTS IN REGIONAL AND GENERAL INTEREST PUBLICATION AND THE COLLEGES' WEBSITE WWW.HWS.EDU."
202041069349300824,160743040,"SCHEDULE E, LINE 6","HOBART AND WILLIAM SMITH COLLEGES RECEIVES STATE AND FEDERAL FUNDING IN RELATION TO STUDENT FINANCIAL ASSISTANCE, RESEARCH AND DEVELOPMENT, AND OTHER EDUCATION RELATED FUNCTIONS ALL USED TO FULFILL THE MISSION OF THE COLLEGES."
202001909349302800,942340692,"SCHEDULE E, PART I, LINE 3","THIS INFORMATION IS INCLUDED IN THE STUDENT HANDBOOK, ON PAU WEBSITE AND IN ALL RECRUITMENT MATERIALS FOR PROSPECTIVE STUDENTS."
202001909349302800,942340692,"SCHEDULE E, PART I, LINE 6","THE UNIVERSITY RECEIVES FEDERAL AID UNDER TITLE IV OF THE STUDENT FINANCIAL ASSISTANCE PROGRAM. THE PROGRAMS THAT THE UNIVERSITY PARTICIPATES IN ARE THE FEDERAL FAMILY EDUCATION LOAN PROGRAM (WHICH INCLUDES FEDERAL STAFFORD SUBSIDIZED, UNSUBSIDIZED AND EXTENDED UNSUBSIDIZED LOANS) AND THE FEDERAL WORK STUDY PROGRAM."
202020699349301007,042111203,"Schedule E, Part I, Line 3","Policy is printed in student handbooks, is available on the school website, and is referenced in all print media. The University also publicizes its non-discriminatory policy in all faculty and staff job ads."
202020699349301007,042111203,"Schedule E, Part I, Line 6","To provide financial assistance to our students, the University participates in the Title IV program for Campus Work Study, Supplemental Education Opportunity Grants and the Perkins Loan program."
202020319349300222,620485733,"SCHEDULE E, PART I, LINE 3","LIPSCOMB UNIVERSITY PUBLISHES ITS NOTICE OF NONDISCRIMINATORY POLICY"" IN BROCHURES, STUDENT HANDBOOKS, CATALOGS, ON THEIR WEBSITE AS WELL AS THEIR JOB POSTING ADS."
202020319349300222,620485733,"SCHEDULE E, PART I, LINE 6","GOVERNMENT GRANTS TOTALED $2,231,834 FOR PERIOD ENDING MAY 31, 2019."
201943189349314554,480842156,"SCHEDULE E, LINE 3",NONDISCRIMINATORY POLICY IS INCLUDED IN REGISTRATION MATERIALS.
201933269349301003,930386890,"SCHEDULE E, LINE 3","WARNER PACIFIC UNIVERSITY PUBLICLY POSTS OUR RACIALLY NONDISCRIMINATORY POLICY ON THE CONSUMER INFORMATION PAGE OF THE INSTITUTION'S WEBSITE AT WWW.WARNERPACIFIC.EDU/CONSUMER-INFO. DUE TO THE IMPORTANCE OF ACCESS TO THIS INFORMATION, A DIRECT HYPERLINK TO THAT PAGE IS INCLUDED IN THE FOOTER OF THE WARNER PACIFIC UNIVERSITY WEBSITE FOR EASY ACCESS ON EVERY WEBPAGE. STUDENTS ARE ALSO MADE AWARE OF THESE POLICIES THROUGH THE RECRUITMENT AND ADMISSION PROCESS THROUGH THE PUBLICATION OF THE STATEMENT ON KEY ADMISSION DOCUMENTS AND FORMS."
201933269349301003,930386890,"SCHEDULE E, LINE 6",WARNER PACIFIC UNIVERSITY PARTICIPATES IN THE FEDERAL TITLE IV STUDENT AID PROGRAM AND ADMINISTERS THE FUNDS IN ACCORDANCE WITH PROGRAM GUIDELINES.
202030449349301658,610445823,"Schedule E, Part I, Line 3",The policy is stated in our catalog
202030449349301658,610445823,"Schedule E, Part I, Line 6",Federal Work Study Funds
202020639349301012,231627436,PUBLICATION OF RACIALLY NON DISCRIMINATORY POLICY,"SCHEDULE E, PART I, LINE 3 PEIRCE COLLEGE GIVES SCHOLARSHIPS AND GRANTS TO STUDENTS BASED UPON FINANCIAL NEED AND ACADEMIC EXCELLENCE. THE SELECTION OF RECIPIENTS IS MADE BASED UPON OBJECTIVE CRITERIA. NO ONE IS DISCRIMINATED AGAINST BASED UPON RACE, RELIGION, GENDER, ETHNIC BACKGROUND, AGE, HANDICAP, STATUS AS A DISABLED VETERAN, OR ANY OTHER REASON."
202020639349301012,231627436,GOVERNMENT ASSISTANCE,"SCHEDULE E, PART I, LINE 6A PEIRCE COLLEGE RECEIVED ASSISTANCE FROM THE U.S. DEPARTMENT OF EDUCATION FOR THE FOLLOWING PROGRAMS: FEDERAL PELL GRANT, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT, FEDERAL WORK STUDY, AND THE CARL D. PERKINS CAREER AND TECHNICAL EDUCATION GRANT. PEIRCE COLLEGE ALSO RECEIVED A PENNSYLVANIA INSTITUTIONAL ASSISTANCE GRANT AND A GRANT FROM THE PENNSYLVANIA HIGHER EDUCATION ASSISTANCE AGENCY."
201942949349301614,640579585,"SCHEDULE E, LINE 3","PUBLICIZED IN ITS ACADEMIC CATALOG, AT LEAST ANNUALLY IN A NEWSPAPER, AND THROUGH VARIOUS OTHER METHODS."
201942949349301614,640579585,"SCHEDULE E, LINE 6",THE SEMINARY PARTICIPATES IN THE U.S. DEPARTMENT OF EDUCATION'S STAFFORD STUDENT LOAN PROGRAM.
202011689349300911,630312914,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY",The University's nondiscrimination statement is available to the public through the University's website and is included on paid advertisements promoting the university and its academic programs.
202011689349300911,630312914,"Schedule E, Part I, Line 6(a) FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENT",The University receives federal financial aid for its students and grant revenue for research.
202001149349301525,951641455,"SCHEDULE E, PART I, LINE 3","THE UNIVERSITY'S NONDISCRIMINATION POLICY IS CLEARLY STATED IN THE UNIVERSITY'S CATALOG AND ADMISSION BROCHURES, AS WELL AS THE WEBSITE AND PRINTED MEDIA PROVIDED TO DONORS."
202001149349301525,951641455,"SCHEDULE E, PART I, LINE 6","THE UNIVERSITY RECEIVES SUPPORT FROM THE US GOVERNMENT IN CONNECTION WITH THE FEDERAL WORK-STUDY PROGRAM, PELL GRANT, AND THE FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT PROGRAM."
202000799349300935,520705392,RACIALLY NONDISCRIMINATORY POLICY,"SCHEDULE E, PART I LINE 3 THE UNIVERSITY'S RACIALLY NON-DISCRIMINATORY POLICY IS PUBLICIZED IN RADIO AND NEWSPAPER ADVERTISEMENTS AND THE UNIVERSITY'S WEBSITE."
202000799349300935,520705392,FINANCIAL AID OR ASSISTANCE FROM A GOVERNMENTAL AGENCY,"SCHEDULE E, PART I LINE 6A STEVENSON UNIVERSITY PARTICIPATES IN SEVERAL FINANCIAL AID PROGRAMS ADMINISTERED BY THE US DEPARTMENT OF EDUCATION AND BY THE STATE OF MARYLAND."
201933369349300203,160909446,"SCHEDULE E, PART I, LINE 3","THE COLLEGE PUBLISHES ITS NONDISCRIMINATORY POLICY IN THE COLLEGE CATALOG, AN IMPORTANT PART OF THEIR PROMOTIONAL LITERATURE. A SHORTENED VERSION APPEARS IN OTHER PUBLICATIONS SUCH AS BROCHURES, ADVERTISEMENTS, AND COURSE SCHEDULES."
201933369349300203,160909446,"SCHEDULE E, PART I, LINE 6",GOVERNMENT SUBSIDIZED LOANS
202010569349300701,560657294,"SCHEDULE E, PART I, LINE 3","METHODIST UNIVERSITY PUBLICIZES ITS RACIALLY NON-DISCRIMINATORY POLICY IN ITS ANNUAL ACADEMIC CATALOG, ON ITS WEBSITE, AND IN ALL ADVERTISEMENTS & SOLICITATIONS"
202010569349300701,560657294,"SCHEDULE E, PART I, LINE 6","THE UNIVERSITY RECEIVES FEDERAL AND STATE AID FOR STUDENT FINANCIAL AID AWARDS, AND FUNDS FOR THE CONSTRUCTION OF FACILITIES AND PURCHASE OF EQUIPMENT FOR THE UNIVERSITY'S EDUCATIONAL PROGRAMS."
201913119349301796,810231774,"SCHEDULE E, PART I, LINE 3","CARROLL COLLEGE ADMITS STUDENTS OF ANY RACE, COLOR, AGE, SEX, NATIONAL AND ETHNIC ORIGIN TO ALL THE RIGHTS, PRIVILEGES, PROGRAMS, AND ACTIVITIES GENERALLY ACCORDED OR MADE AVAILABLE TO STUDENTS AT THE COLLEGE. CARROLL COLLEGE DOES NOT DISCRIMINATE ON THE BASIS OF RACE, COLOR, AGE, SEX, NATIONAL OR ETHNIC ORIGIN IN ADMINISTRATION OF ITS EDUCATIONAL POLICIES, ADMISSION POLICIES, SCHOLARSHIPS AND LOAN PAYMENTS AND ATHLETIC OR OTHER SCHOOL ADMINISTERED PROGRAMS."
201913119349301796,810231774,"SCHEDULE E, PART I, LINE 6",FINANCIAL AID OR ASSISTANCE FROM GOVERNMENTAL AGENCIES: PERKINS LOAN PROGRAM COLLEGE WORK-STUDY PROGRAM SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT PROGRAM PELL GRANT PROGRAM MONTANA GUARANTEED STATE LOAN PROGRAM
202010079349300536,362216176,"SCHEDULE E, PART I, LINE 3","THE STUDENT HANDBOOK AND THE STUDENT CATALOG CONTAIN TRINITY INTERNATIONAL UNIVERSITY'S RACIAL NON-DISCRIMINATION POLICY, EITHER PUBLISHED OR BROADCAST FOR STUDENT RECRUITMENT, REGISTRATION, OR RETENTION AND PERSONNEL RECRUITMENT."
202010079349300536,362216176,"SCHEDULE E, PART I, LINE 6A","TRINITY INTERNATIONAL UNIVERSITY RECEIVES GOVERNMENTAL AID IN THE FORM OF PERKINS AND PELL GRANTS, WORK-STUDY GRANTS, SEOG, AND OTHER GRANTS."
202041369349305314,951664123,"Schedule E, Part I, Line 3","The racial nondiscrimination policy is stated in brochures, the college catalog, and is accessible on the college web-site."
202041369349305314,951664123,"Schedule E, Part I, Line 6",The college participates in the following federal programs: Federal Supplemental Educational Opportunity; Federal Family Education Loans; Federal Work-Study Program; Federal Perkins Loans; Federal Pell Grant Program.
202040949349300014,560556753,"SCHEDULE E, PART I, LINE 3",THE ORGANIZATION HAS NO ADVERTISING DIRECTLY TO STUDENTS. THE ORGANIZATION DISPLAYS THIS POLICY IN ITS CATALOGUE AND ON REGISTRATION MATERIALS.
202040949349300014,560556753,"SCHEDULE E, PART I, LINE 6","LENOIR-RHYNE UNIVERSITY STUDENTS RECEIVE A VARIETY OF FEDERAL AND STATE GRANTS AND LOANS, INCLUDING BUT NOT LIMITED TO, DIRECT LOANS, PELL GRANTS, AND NORTH CAROLINA NEED-BASED SCHOLARSHIP PROGRAM."
202040229349300214,363157451,"SCHEDULE E, PART I, LINE 3",IN ALL CATALOGUES AND BROCHURES.
202040229349300214,363157451,"SCHEDULE E, PART I, LINE 6",THE INSTITUTE PARTICIPATES IN THE DEPARTMENT OF EDUCATION'S FEDERAL DIRECT LOAN AND GRADUATE PLUS LOAN PROGRAMS.
202000379349300105,131624158,"Schedule E, Part I, Line 3","It is the policy of The Rockefeller University to support equality of educational and employment opportunity. No individual shall be discriminated against with respect to admission, access, or employment in or to any University program or activity on the basis of race, color, national origin, religion, sex (including gender, gender identity, gender expression, pregnancy, and sexual harassment), disability, age, citizenship status, military status, marital or partnership status, sexual orientation, genetic information, or any other characteristic protected by law. The Rockefeller University is committed to the maintenance of affirmative action programs that will assure the continuation of such equality of opportunity."
202000379349300105,131624158,"Schedule E, Part I, Line 6",The University receives financial assistance from the State of New York under the Bundy Aid Program.
201923199349304272,581494136,"SCHEDULE E, LINE 3",THE NONDISCRIMINATION POLICY IS PUBLISHED IN THE STUDENT CATALOG.
201923199349304272,581494136,"SCHEDULE E, LINE 6",THE SCHOOL ACTS AS A PASS-THROUGH ORGANIZATION FOR FEDERAL FINANCIAL AID RECEIVED THROUGH THE FEDERAL DIRECT STUDENT LOANS AND THE POST-9/11 VETERANS EDUCATIONAL ASSISTANCE. THE SCHOOL ALSO RECEIVES SMALL GRANTS FROM THE DEPARTMENT OF HEALTH AND HUMAN SERVICES TO BE DISTRIBUTED TO STUDENTS IN THE FORM OF STIPENDS.
202010919349301701,952962604,"SCHEDULE E, PART I, LINE 3","(1) RACIAL NONDISCRIMINATION POLICY IS INCLUDED IN A RESOLUTION OF THE BOARD OF REGENTS (GOVERNING BODY) (2) THE MATERIAL IS LOCATED ON APPLICATIONS (HARD COPY AND ONLINE). (3) STATEMENT - CALIFORNIA LUTHERAN UNIVERSITY IS COMMITTED TO ENSURING EQUAL OPPORTUNITY TO ALL PERSONS, AND DOES NOT DISCRIMINATE ON THE BASIS OF SEX, RACE, COLOR, RELIGION, AGE, SEXUAL ORIENTATION, MARITAL STATUS, VETERAN'S STATUS, NATIONAL ORIGIN, OR ETHNIC ORIGIN. NO QUALIFIED INDIVIDUAL IS EXCLUDED FROM ADMISSION, EMPLOYMENT, PARTICIPATION IN ANY EDUCATIONAL PROGRAM, ACTIVITY, OR FACILITY BY REASON OF DISABILITY, PROVIDING THE INDIVIDUAL CAN PROPERLY PERFORM WITH REASONABLE ACCOMMODATION. (4) RACIALLY NON-DISCRIMINATORY POLICY IS POSTED ON CLU'S WEBSITE AT THE FOLLOWING ADDRESS: HTTPS://WWW.CALLUTHERAN.EDU/DIVERSITY-INITIATIVE/POLICIES.HTML"
202010919349301701,952962604,"SCHEDULE E, PART I, LINE 6",FEDERAL AND LOCAL FINANCIAL AID AND GRANTS.
202030509349301018,942515428,"SCHEDULE E, PART I, LINE 3","PALMER COLLEGE OF CHIROPRACTIC PUBLISHES ITS EQUAL OPPORTUNITY STATEMENT IN PRINTED MATERIALS THROUGHOUT THE STUDENT RECRUITMENT AND ORIENTATION PERIOD. PALMER COLLEGE OF CHIROPRACTIC DOES NOT ROUTINELY USE NEWSPAPER OR BROADCAST MEDIA IN ITS STUDENT RECRUITMENT EFFORTS. HOWEVER, THE COLLEGE DOES PUBLICIZE ITS RACIALLY NONDISCRIMINATORY POLICY IN A WAY THAT MAKES THE POLICY KNOWN TO PROSPECTIVE STUDENTS BY PUBLISHING THE COLLEGE'S EQUAL OPPORTUNITY STATEMENT IN PRINTED MATERIALS PROVIDED THROUGHOUT THE STUDENT RECRUITMENT PERIOD. IN ADDITION, THE COLLEGE'S EQUAL OPPORTUNITY STATEMENT IS PROVIDED TO CURRENT STUDENTS AND THE GREATER COLLEGE COMMUNITY IN THE COLLEGE CATALOG, WHICH IS AVAILABLE IN PRINT AND ON THE PALMER WEBSITE, AS WELL AS IN THE STUDENT HANDBOOK, WHICH IS DISTRIBUTED TO ALL STUDENTS DURING THE STUDENT ORIENTATION PROGRAM."
202030509349301018,942515428,"SCHEDULE E, PART I, LINE 6",FEDERAL GRANTS: FEDERAL WORK STUDY PROGRAMS (FWS) PERKINS LOAN PROGRAM
202021399349300237,540573801,"SCHEDULE E, PART I, LINE 3","PUBLISHED THROUGH NEWSPAPER ADVERTISEMENTS AND UNIVERSITY PUBLICATIONS, CATALOGS, ETC."
202021399349300237,540573801,"SCHEDULE E, PART I, LINE 6","LISTING OF ALL FINANCIAL AID OR ASSISTANCE RECEIVED FROM GROVERNMENTAL AGENCIES, NOT JUST TITLE IV FROM THE DEPARTMENT OF EDUCATION. FEDERAL GRANTS: FWS - $300,000; PELL - $2,967,676; SEOG - $157,961; FFELP- $32,787,855 TOTAL FEDERAL GRANTS - $36,213,492 STATE GRANTS: DISTRICT OF COLUMBIA-TAG GRANT - $156,250; DISTRICT OF COLUMBIA-CAP PROGRAM - $80,000; DISTRICT OF COLUMBIA-MAYOR'S UG SCHOLARS $57,728; VIRGINIA TEACHING SCHOOL - $26,667; VIRGINIA TAG GRANT - $2,201,644 TOTAL STATE GRANTS - $2,522,289 TOTAL FEDERAL AND STATE GRANTS = $38,735,781"
202011899349301786,050312747,"SCHEDULE E, PART I, LINE 3",NOTICE OF NONDISCRIMINATION POLICY PUBLISHED IN THE PROVIDENCE JOURNAL BULLETIN SERVING THE GREATER PROVIDENCE AREA.
202011899349301786,050312747,"SCHEDULE E, PART I, LINE 6",THE INSTITUTE RECEIVES AID FOR ITS STUDENTS UNDER THE PROVISIONS OF TITLE IV OF THE HIGHER EDUCATION ACT.
202041419349301659,951699394,"Schedule E, Part I, Line 3",Non-discrimination policy is published in the course catalog and posted on the Fuller website. The organization currently enrolls students of racial minority groups in meaningful numbers consistent with the publicity exception found in Rev. Proc. 75-50 section 4.03(2)(b).
202041419349301659,951699394,"Schedule E, Part I, Line 6","Fuller Theological Seminary received funds for Student Financial Aid from the U.S. Department of Education, through the Federal Direct Loan Program, the Federal Graduate PLUS Loan Program, the Federal Work-Study Program and the Federal Perkins Loan Program. The Organization is not receiving any new Perkins funds."
201943199349319864,942933165,"SCHEDULE E, PART I, LINE 4","ORGANIZATION WILL MAINTAIN THE RECORDS INDICATING THE RACIAL COMPOSITION OF THE STUDENT BODY, FACULTY AND ADMINISTRATIVE STAFF GOING FORWARD."
202021489349300987,420703280,"SCHEDULE E, PART I, LINE 3",THE RACIALLY NONDISCRIMINATORY POLICIES OF THE SCHOOL ARE INCLUDED ON THE UNIVERSITY WEBSITE.
202021489349300987,420703280,"SCHEDULE E, PART I, LINE 6","US DEPT OF EDUCATION: FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT FEDERAL WORK-STUDY FEDERAL PERKINS LOAN PROGRAM FEDERAL PELL GRANT PROGRAM FEDERAL DIRECT STUDENT LOANS: STAFFORD LOAN, PLUS LOAN TEACHER EDUCATION ASSISTANCE FOR COLLEGE AND HIGHER EDUCATION GRANT POST-SECONDARY EDUCATION SCHOLARSHIP FOR VETERAN'S DEPENDENTS STATE OF IOWA PROGRAMS INCLUDE: IOWA TUITION GRANT IOWA GRANT GEAR UP IOWA NATIONAL GUARD EDUCATIONAL ASSISTANCE GRANT ALL IOWA OPPORTUNITY FOSTER CARE GRANT"
202010729349300726,840402707,"SCHEDULE E, PART I, LINE 3",REGIS UNIVERSITY HAS THE RACIALLY NONDISCRIMINATORY POLICY POSTED ON ITS WEBSITE AT WWW.REGIS.EDU.
202010729349300726,840402707,"SCHEDULE E, PART I, LINE 6A",THE UNIVERSITY RECEIVES FEDERAL FUNDS FROM THE US DEPARTMENT OF EDUCATION AND US DEPARTMENT OF HEALTH AND HUMAN SERVICES FOR STUDENT FINANCIAL AID.
202041419349301764,941156566,"Schedule E, Part I, Line 3 RACIALLY NONDISCRIMINATORY POLICY","MILLS COLLEGE DRAWS STUDENTS FROM A LARGE GEOGRAPHIC REGION AND ENROLLS STUDENTS OF RACIAL MINORITY GROUPS IN MEANINGFUL NUMBERS. MILLS COLLEGE WAS RANKED ONE OF THE TOP 20 MOST DIVERSE LIBERAL ARTS COLLEGES IN THE NATION BY U.S. NEWS AND WORLD REPORT. IN THE ACADEMIC YEAR 2018-2019, 58% OF THE UNDERGRADUATE STUDENTS AND 51% OF THE GRADUATE STUDENTS WERE OF COLOR, INCLUDING STUDENTS THAT IDENTIFIED THEMSELVES AS MULTI-ETHNIC. MILLS COLLEGE INCLUDES A STATEMENT OF ITS RACIALLY NONDISCRIMINATORY POLICY IN ITS CATALOG, STUDENT APPLICATION, AND IN THE MAJORITY OF ITS BROCHURES AND OTHER WRITTEN ADMISSIONS COMMUNICATIONS. THE POLICY IS INCLUDED ON THE COLLEGE WEB PAGE."
