object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201743149349301614,135564934,PATIENT SERVICE REVENUE,621110,1024806968,1024806968
201743149349301614,135564934,PATHOLOGY LAB,621500,32622488,22183292,10439196
201743149349301614,135564934,TUITION FEES / NURSING SCHOOL,611600,2661824,2661824
201743149349301614,135564934,CHILDBIRTH EDUCATION,900099,24021,24021
201713179349305811,250965603,TUITION & FEES,611600,34121332,34121332
201713179349305811,250965603,AUXILIARY ENTERPRISES,611600,9813796,9813796
201733179349308223,850278946,Tuition Revenue,611600,358392,358392
201703179349303905,541547408,PATIENT SERVICE REVENUE,900099,2285290957,2285290957
201703179349303905,541547408,EQUITY IN AFFILIATES,900099,31204450,30772976,431474
201703179349303905,541547408,OUTSIDE LAB SERVICES,621500,17438144,17438144
201703179349303905,541547408,OTHER PROGRAM SERVICE REVENUE,900099,12728391,12728391
201703179349303905,541547408,PREMIUM & CAP REVENUE,900099,3480876,3480876
201703189349313305,451171945,STUDENT TUITION AND FEES,611600,696346,696346
201733179349302768,362169147,MEDICARE/MEDICAID,622110,1396121867,1396121867,0,0
201733179349302768,362169147,BLUE CROSS/MANAGED CARE,622110,1240866895,1240866895,0,0
201733179349302768,362169147,PATIENT SERVICE REVENUE,622110,724817892,724817892,0,0
201733179349302768,362169147,PHARMACY,446110,550998202,550778141,220061,0
201733179349302768,362169147,LABORATORY,621511,428314455,365692711,62621744,0
201733189349309863,111633486,PATIENT SERVICE REVENUE,621990,1119890529,1119890529
201733189349309863,111633486,PHARMACEUTICAL RESEARCH,900099,2325815,2325815
201733189349309863,111633486,RESEARCH,900099,858514,858514
201703189349308985,160743134,NET PATIENT REVENUE,621110,873411588,872648447,763141
201703189349308985,160743134,RESEARCH,541700,3389825,3389825
201703189349308985,160743134,RENTAL REVENUE FROM RELATED PARTI,531120,3219708,3219708
201703189349308985,160743134,SCHOOL OF NURSING,611600,981705,981705
201733149349301638,470394397,Tuition and Fees,900099,2122088
201733149349301638,470394397,Auxiliary enterprises,611710,2242872
201733149349301638,470394397,Miscellaneous fees,900099,112390
201703189349308925,480543728,TUITION AND FEES,12492549,12492549
201703189349308925,480543728,ROOM AND BOARD,3772504,3772504
201703189349308925,480543728,MISC. EDUCATION INCOME,168370,168370
201733149349303603,410698301,TUITION/FEES,900099,95578570,95578570
201733149349303603,410698301,AUXILIARY ENTERPRISES,900099,8771688,8771688
201733149349303603,410698301,OTHER PROGRAM SERVICE REVENUE,900099,480336,480336
201733149349303603,410698301,CONFERENCES/SPEC EVENTS,900099,45519,211,45308
201733149349303603,410698301,SALES/SVCS EDUC ACT,541900,20376,20376
201733179349307748,210662542,NET PATIENT SERVICE REVENUE,541900,121987143,121987143
201733179349307748,210662542,OTHER HEALTHCARE RELATED REVENUE,541900,654774,654774
201713199349318201,953104298,TUITION,2535988,2535988
201703149349302475,363196629,MEDICARE / MEDICAID,622110,194147795,194147795,0,0
201703149349302475,363196629,BLUE CROSS / MANAGED CARE,622110,154085085,154085085,0,0
201703149349302475,363196629,PHARMACY,446110,68984571,68984571,0,0
201703149349302475,363196629,LABORATORY,621511,39164540,39164540,0,0
201703149349302475,363196629,PATIENT SERVICE REVENUE,622110,33598084,33598084,0,0
201713199349319176,566049935,TUITION AND FEES,611310,79766122,79766122
201713199349319176,566049935,HOUSING,611310,15557649,15557649
201713199349319176,566049935,STUDENT FEES & MISC,611310,1331851,1331851
201713199349319176,566049935,BOOKSTORE REVENUE,611310,983285,983285
201713199349319176,566049935,FOOD SERVICE REVENUE,611310,165101,165101
201743189349311234,472578950,TUITION REVENUE,611210,261168522,261168522
201743189349311234,472578950,CONTINUING MEDICAL EDU,611210,42609574,42609574
201713189349311031,370661223,NET PATIENT REVENUE,900099,366118328,366118328
201713189349311031,370661223,EDUCATION & RESEARCH,900099,11386081,11386081
201713189349311031,370661223,LABORATORY SERVICES,900099,3940678,1664754,2275924
201713189349311031,370661223,SUBS & JOINT VENTURES,900099,2365550,2353412,12138
201713189349311031,370661223,"MANAGEMENT, IT AND SUPPORT SERVIC",561000,1550190,1550190
201723429349300542,660498051,FEDERAL STUDENTS FINANCIAL AS,15850925,15850925
201723479349300722,470385129,NET PATIENT SERVICE REVENUE,621300,162015554,162015554
201723479349300722,470385129,COMMUNITY PHARMACY,446110,6364075,6364075
201723479349300722,470385129,RENTAL INCOME - AFFILIATES/NON-AF,531120,1273085,1273085
201723479349300722,470385129,MEDICAL AIR TRANSPORTION,621910,1091036,1091036
201723479349300722,470385129,CAH MANAGEMENT SERVICES,541900,830587,830587
201723489349300207,620548913,INSTRUCTIONAL,611310,55352427,55352427
201723489349300207,620548913,STUDENT AND AUXILIARY SERVICES,611310,7020957,7020957
201723489349300207,620548913,BOOKSTORE INCOME,611310,1101073,1101073
201723469349300327,237032625,TUITION & FEES,13734437,13734437
201723469349300327,237032625,HOUSING & MEALS,1472398,1472398
201723469349300327,237032625,RESEARCH PROJECTS,1219189,1219189
201723469349300327,237032625,SUMMER SCHOOL PROGRAMS,478824,478824
201723199349317017,271503981,TUITION INCOME,900099,124122300,124122300
201723199349317017,271503981,OTHER INCOME,900099,3289060,3289060
201723389349300157,590624459,Tuition and Fees,900099,217207197,217207197,0,0
201723389349300157,590624459,Education Related Auxiliary Sales,900099,42203514,42203514,0,0
201723389349300157,590624459,Educational Services,611710,211096,211096,0,0
201723389349300157,590624459,Student Services,611710,177338,177338,0,0
201723389349300157,590624459,Student Affairs,900099,132646,132646,0,0
201743189349302884,112868878,PATIENT SERVICE REVENUE,621300,644728843,638909167,5819676
201743189349302884,112868878,MEDICARE/MEDICAID PAYMENTS,621300,236424929,236424929
201743189349302884,112868878,PHYSICIAN REVENUE,621300,76976,76976
201733189349311103,421351526,EDUCATION REVENUE,611310,10408215,10408215
201733189349311103,421351526,RENTAL INCOME,531100,21569,21569
201733189349311103,421351526,MGMT & SUPPORT SVCS,900099,1573,1573
201723429349300512,560530240,Tuition and Fees,611310,14554955,14554955,0,0
201723429349300512,560530240,Auxiliary Enterprises,611310,4925434,4925434,0,0
201723429349300512,560530240,Equestrian Revenue,611310,166707,166707,0,0
201713149349301601,136171197,PATIENT CARE/LAB SERVICES,621500,1196356419,1196356419
201713149349301601,136171197,FEDERAL CONTRACTS,541700,45765190,45765190
201713149349301601,136171197,NYC HEALTH AND HOSP. CORP.,621400,214676297,214676297
201713149349301601,136171197,MOUNT SINAI HOSPITAL CARTS,561000,442925435,442925435
201713149349301601,136171197,PRIVATE CONTRACTS,541700,55507132,55507132
201743189349306854,310785684,NET PATIENT SERVICE REVENUE,621990,296364137,296364137
201743189349306854,310785684,INCOME FROM JV'S AND PARTNERSHIPS,900099,703872,703872
201743189349306854,310785684,rental income from affiliates,531120,915840,915840
201743189349306854,310785684,Intercompany,900099,386231,386231
201713149349301516,240795439,TUITION & FEES,611710,7391495,7391495
201713149349301516,240795439,HOUSING/FOOD SERVICES,611710,353377,353377
201713149349301516,240795439,AUXILIARY PROGRAMS,611710,338515,338515
201703179349301205,560767736,TUITION AND FEES,611710,22316290,22316290
201703179349301205,560767736,AUXILIARY ENTERPRISES,611710,5731928,5731928
201703179349301205,560767736,SWANNANOA GATHERING,611600,1117011,1117011
201703179349301200,221487173,NET PATIENT SERVICE REVENUE,622110,552788328,552788328
201703179349301200,221487173,OTHER HEALTHCARE RELATED REVENUE,622110,4054412,4054412
201703179349301200,221487173,INCOME FROM JOINT VENTURE - VNA OF ENG.,621610,1159826,1159826
201703179349301200,221487173,RENTAL INCOME FROM AFFILIATES,531190,200658,200658
201713189349310926,810994377,EDUCATION & RESEARCH,611310,4570745,4570745
201713189349310926,810994377,MGMT & SUPPORT SVCS,561000,72912,72912
201713189349310926,810994377,MISCELLANEOUS REVENUE,900099,7510,7510
201733189349310803,420680452,NET PATIENT REVENUE,900099,697813348,697813348
201733189349310803,420680452,LABORATORY SERVICES,621500,24810692,9728975,15081717
201733189349310803,420680452,MGMT & SUPPORT SVCS,561000,13568280,13568280
201733189349310803,420680452,SUBS & JOINT VENTURES,900099,12023451,12023451
201733189349310803,420680452,RENTAL INCOME,531390,603638,603638
201723389349300437,540575812,Educational Services,611310,41795550,41795550,0,0
201723389349300437,540575812,Auxiliary Services,900099,5491614,5491614,0,0
201743459349300439,840442429,TUITION AND FEES,900099,89564734,89564734
201743459349300439,840442429,STUDENT HOUSING,721310,5528575,5528575
201743459349300439,840442429,FOOD SERVICE,721310,3315143,3315143
201743459349300439,840442429,STUDENT EVENTS AND HOSTING,900099,112673,112673
201743459349300439,840442429,BOOKSTORE REVENUE,451211,142189,142189
201703189349312500,261901554,TUITION AND FEES,113874,113874
201733189349311053,362739299,NET PATIENT REVENUE,900099,314984754,314984754
201733189349311053,362739299,LABORATORY SERVICES,621500,69642630,69642630
201733189349311053,362739299,RENTAL INCOME,531100,2390330,2390330
201733189349311053,362739299,MISCELLANEOUS REVENUE,900099,1882125,1882125
201733189349311053,362739299,SUBS & JOINT VENTURES,900099,1297733,1297733
201703189349312335,430654874,NET PATIENT SERVICE REVENUE,900099,361158909,361158909
201703189349312335,430654874,PHARMACY REVENUE,446110,7495260,7495260
201703189349312335,430654874,TUITION REVENUE,611600,2778235,2778235
201703189349312335,430654874,CAFETERIA REVENUE,722514,841766,841766
201703189349312335,430654874,LAB REVENUE,621500,1847459,1847459
201743199349316699,221487307,INSURERS AND PATIENTS,621990,481763124,481763124
201743199349316699,221487307,MEDICARE/MEDICAID PAYMENTS,621990,196776487,196776487
201703189349306125,020223955,Tuition and Fees,611710,43368340,43368340
201703189349306125,020223955,Auxiliary Services,713990,8131119,8030212,100907
201703189349306125,020223955,Various Other Income,611710,500806,500806
201703189349306125,020223955,Student Services,611710,327549,327549
201703189349306125,020223955,Commencement Income,611710,119195,119195
201723199349310852,710236856,PATIENT SERVICE REVENUE,621990,791019203,791019203
201723199349310852,710236856,MEDICAL OFFICE BUILDING SPACE RENTAL,621110,2007076,2007076
201723199349310852,710236856,SALES TAX REVENUE,621990,1839919,1839919
201723329349300802,560530251,TUITION AND FEES,900099,33830035,33830035
201723329349300802,560530251,AUXILIARY INCOME,900099,7962023,7962023
201723329349300802,560530251,ATHLETIC INCOME,900099,332093,332093
201723329349300722,350868101,TUITION AND FEES,611710,26099074,26099074
201723329349300722,350868101,FOOD SERVICE,611710,2524127,2524127
201723329349300722,350868101,RESIDENCE HALLS,611710,2809655,2809655
201723329349300722,350868101,OTHER PROGRAM,611710,478810,478810
201723329349300722,350868101,SALES & SERVICE OF EDUCATIONAL DEPARTMENT,611710,25926,25926
201743199349318069,112626155,NET PATIENT SERVICE REVENUE,621990,158328503,158328503
201743199349318069,112626155,PROVISION FOR BAD DEBTS,621990,-6318998,-6318998
201713199349309136,350892672,Net Patient Care Revenue,621990,356335673,356335673
201723259349300002,041843040,Undergraduate,611600,152146094,152146094
201723259349300002,041843040,School for Social Work,611600,7719263,7719263
201723259349300002,041843040,Graduate,611600,3785498,3785498
201723259349300002,041843040,Executive Education & Summer Programs,611600,4505112,4018065,487047
201723259349300002,041843040,Campus School & Ctr for Early Childhood,611600,4671570,4671570
201713189349305446,416011702,NET PATIENT CARE,621110,2807819872,2199348634,608471238
201713189349305446,416011702,SHARED SERVICES,561000,820893136,814354836,6538300
201713189349305446,416011702,EDUCATION REVENUE,611600,53957604,53957604
201713189349305446,416011702,MEDICAL PRODUCT SALES,446199,7782471,7782471
201713189349305446,416011702,RESEARCH REVENUE,541700,4926614,2950491,1976123
201713199349309401,930433696,TUITION AND FEES,611600,15068618,15068618
201713199349309401,930433696,AUXILIARY ENTERPRISES,611600,1712111,1712111
201713199349309401,930433696,PUBLIC SVC & PROGRAM,611600,575876,575876
201743199349302999,160743102,PATIENT SERVICE REVENUE,621990,111332561,111332561
201743199349307739,231352626,Tuition,611600,42650919,42650919
201743199349307739,231352626,ROOM AND BOARD,611600,4968874,4968874
201743199349307739,231352626,AUXILIARY FEES,611600,589877,589877
201723329349300637,750808791,Tuition and Fees,611600,41028311,41028311
201723329349300637,750808791,Auxiliary Enterprises,611710,5761463,5761463
201723329349300637,750808791,Other Revenues,611710,353123,353123
201723099349300162,540808239,PROGRAM SERVICES FEES,624100,451565,451565
201743189349312319,953921204,TUITION & OTHER FEE,1570081,1570081
201743189349312319,953921204,SCHOOL CLINIC,299146,299146
201743189349312319,953921204,MISC INCOME,24907,24907
201743189349312319,953921204,DISCOUNT,-1950,-1950
201713189349303296,410956618,PATIENT SERVICES,623990,693155797,693155797
201713189349303296,410956618,CONTRACT REVENUE,900099,33165317,33165317
201713189349303296,410956618,CAFETERIA,722210,3715230,3715230
201713189349303296,410956618,OTHER REVENUE,900099,3196165,3196165
201713189349303296,410956618,PARKING,812930,1577113,1577113
201743189349301804,112673595,PATIENT REVENUE,621300,1570808,1570808
201743189349301804,112673595,CYCLOTRON,541900,1237218,1237218
201713189349303286,390806325,Tuition and Fees,900099,96291935,96291935
201713189349303286,390806325,Auxiliary Enterprises,611710,17325367,17325367
201733329349300203,542052107,SPONSORED RESEARCH,611000,1318934,1318934
201733329349300203,542052107,TUITION AND FEES,611000,75283286,75283286
201723179349302037,430471057,TUITION,611710,23356963,23356963
201723179349302037,430471057,FEES,611710,430912,430912
201723199349317612,364195126,NET PATIENT REVENUE,622110,1056698030,1056698030,0,0
201723199349317612,364195126,RETAIL/CONTRACT PHARMACY,446110,2071644,500714,1570930,0
201723199349317612,364195126,MEDICARE MEANINGFUL USE,622110,2317814,2317814,0,0
201723199349317612,364195126,MEDICAL OFFICE BLDG RENT,561000,2319068,2319068,0,0
201723199349317612,364195126,JOINT VENTURE INCOME,900099,1584505,0,1584505,0
201703469349300115,620812782,TUITION AND FEES,3574952,3574952
201703469349300115,620812782,STUDENT HOUSING,441525,441525
201703469349300115,620812782,"BOOKSTORE, CAFETERIA, VENDING",171682,171682
201703349349300500,510109178,STUDENT TUITION & FEES,611710,37747227,37747227
201703349349300500,510109178,RESIDENCE HALL FEES,721000,1677197,1677197
201703349349300500,510109178,CAMPUS STORE REVENUE,451211,41768,41768
201733179349302873,840166760,NET PATIENT SERVICE REVENUE,622110,911886368,911886368,0,0
201733179349302873,840166760,RESEARCH FUNDING,541900,12276673,12276673,0,0
201733179349302873,840166760,CAFETERIA,722210,4530336,4530336,0,0
201733179349302873,840166760,LAB BILLING,561000,3311333,0,3311333,0
201733179349302873,840166760,ALL OTHER PROGRAM SERVICE,900009,35347001,34822426,524575,0
201703109349302220,931226663,Admin fees & other income,611600,4532,4532
201703109349302220,931226663,Program income,611600,66135,66135
201703109349302220,931226663,Tuition and fees,611600,940639,940639
201733329349300768,750851900,Tuition and Fees,611710,129333174,129333174
201733329349300768,750851900,Auxiliary Enterprises,611710,19339744,19339744
201733329349300768,750851900,Education Services,611710,3596844,3596844
201713189349304606,131740126,NET PATIENT SERVICE REVENUE,623000,219112324,219112324
201713189349304606,131740126,UNCOMPENSATED CARE SUBSIDIZED,623000,8058596,8058596
201713189349304606,131740126,STUDENT TUITION ADMISSIONS,900099,1064334,1064334
201713189349304606,131740126,PHYSICIAN BILLING,900099,4173168,4173168
201713199349314361,112705352,TUITION INCOME,611710,7679256,7679256
201713199349314361,112705352,STUDENT INTERN CLINIC,611710,372560,372560
201713199349314361,112705352,AUXILIARY ACTIVITIES,611710,37420,37420
201723149349303207,472237488,Instruction,611310,181335463,181335463
201723149349303207,472237488,Bookstore,611310,11283491,11283491
201723149349303207,472237488,Student Housing,611310,955014,955014
201733469349300323,316064854,TUITION AND FEES,611710,1419034,1419034
201733469349300323,316064854,PREPARATION ROOM REVEN,611710,131475,131475
201723179349303037,141338428,GENERAL HOSPITAL,621990,384977755,384977755
201723179349303037,141338428,MENTAL HEALTH SERVICES,621990,18561520,18561520
201723179349303037,141338428,LONG TERM CARE,623000,9331492,9331492
201723179349303037,141338428,SUNNYVIEW HOSP SVCS,621990,2823078,2823078
201723179349303037,141338428,LAB-PHYSICIAN REFERRALS,621500,2194804,2194804
201723179349303777,150532245,MEDICARE/MEDICAID PATIENT REVENUE,900099,133032718,133032718
201723179349303777,150532245,PATIENT SERVICE REVENUE,900099,84464338,84464338
201723179349303777,150532245,CYTOLOGY LAB TESTING,621500,134867,134867
201723179349303777,150532245,NURSING HOME LAB TESTING,621500,1546,1546
201713119349302906,340714650,MEDICAID,3341915,3341915
201713119349302906,340714650,SERVICE FEES,2817482,2817482
201713119349302906,340714650,WITH DISABILITIES,2521099,2521099
201713119349302906,340714650,VETERAN'S ADMINISTRATION FEES,487791,487791
201713119349302906,340714650,BWCRD/ PRIVATE REHABILITATION,251530,251530
201743129349303704,521266885,pact program,900099,385541,385541
201743359349300434,231352001,PERFORMANCE AND FEES,711110,293426,293426
201713199349307426,581581103,PATIENT SERVICE REVENUE,900099,481387588,481387588
201713199349307426,581581103,HOME HEALTH SERVICES,621610,8661307,8661307
201713199349307426,581581103,PHYSICIAN ANSWERING SERVICE,541900,419078,419078
201713199349307426,581581103,OTHER PROGRAM SERVICES,900099,325440,325440
201713199349307426,581581103,ASK-A-NURSE,541900,210999,210999
201743429349300619,410970173,Tuition and Fees,611310,3306026,3306026
201733389349300333,237360583,CLINIC REVENUES,621300,642535,642535
201733389349300333,237360583,TUITION,621300,27697,27697
201733389349300333,237360583,STUDENT TRAINING RENTS,621300,11905,11905
201733389349300333,237360583,OTHER REVENUE,621300,449,449
201733409349300858,610492351,STUDENT TUITION & FEES,6366015,6366015
201733409349300858,610492351,ROOM & BOARD,2751231,2751231
201733409349300858,610492351,JUNE BUCHANAN SCHOOL,316494,316494
201733409349300858,610492351,FAC./STAFF HOUSING,83570,83570
201733409349300858,610492351,PRE-SCHOOL TUITION,67292,67292
201713199349317036,111631796,PATIENT CARE,621990,788303735,788303735
201713199349317036,111631796,LABORATORY SERVICES,621500,7359758,5763889,1595869
201743209349300004,521241927,"Certification Training,",531390,784507
201703129349303405,750957351,Student tuition and fees,611310,3894003
201703129349303405,750957351,Endowment income,611310,86218
201703129349303405,750957351,Other sources,611310,38198
201703129349303405,750957351,Auxiliary enterprises,611310,63719
201703119349302980,350886846,Tuition and Fees,611310,50558823,50558823,0,0
201703119349302980,350886846,Auxiliary Enterprises,611310,3122822,3122822,0,0
201703119349302980,350886846,Sales & Service,611310,6445,6445,0,0
201703119349302980,350886846,Miscellaneous,611310,212716,212716,0,0
201743199349313359,640303094,Program Service Fees
201713329349300326,580619030,Tuition and Fees,611710,7830509,7830509
201713329349300326,580619030,Auxiliary Enterprises,611710,2479262,2479262
201713329349300326,580619030,Other income,611710,250279,250279
201743199349313644,580073726,TUITION RECEIPTS,611600,1545016,1545016
201743069349301814,042702102,TUITION AND FEES,611600,5408424,5408424
201703119349302515,540129860,TUITION AND FEES,900099,34154485,34154485
201703119349302515,540129860,AUXILIARY ENTERPRISES,900099,4521547,4521547
201703119349303165,362310478,Student tuition and Fees,611310,27244598,27244598
201703119349303165,362310478,Patient Services and Materials,900099,8095081,8095081
201703119349303165,362310478,Bookstore and Dormitory,900099,1760495,1760495
201703119349303165,362310478,Faculty Research,900099,9152,9152
201703119349303165,362310478,Student Loan Interest,900099,24059,24059
201713119349300501,042037931,TUITION,611600,396941,396941
201703049349300120,350715530,TUITION AND FEES,611710,71489798,71489798
201703049349300120,350715530,AUXILIARY INCOME,900099,12188243,11391738,796505
201703049349300120,350715530,ATHLETIC INCOME,900099,540265,540265
201703049349300120,350715530,CONFERENCE AND EVENTS,900099,290405,134650,155755
201703049349300120,350715530,MISCELLANEOUS INCOME,900099,910827,910827
201723179349303902,540506331,NET PATIENT SRVC REV,621300,424199915,423705141,494774
201723179349303902,540506331,OTHER PROGRAM SERVICES,621300,3620576,3620576
201723179349303902,540506331,PREMIUM & CAPITATION REVENUE,621300,597784,597784
201743199349301474,210634484,NET PATIENT SERVICE REVENUE,622110,451745727,451745727
201743199349301474,210634484,OTHER HEALTHCARE RELATED REVENUE,622110,12679582,12575217,104365
201743199349301474,210634484,RENTAL INCOME FROM TAX-EXEMPT AFFILIATES,531190,541750,541750
201703129349301355,222325405,NET PATIENT REVENUE,622000,190408607,190408607,0,0
201743199349304204,953797687,GEMOLOGICAL LABORATORY,541990,147673550,147673550
201743199349304204,953797687,TUITION & FEES,611519,18535991,18535991
201743199349304204,953797687,GEMOLOGY PUBLICATIONS,511120,119311,119311
201703139349301520,370706154,TUITION & FEES,900099,58029818,58029818
201703139349301520,370706154,AUXILIARY ENTERPRISE REVENUE,900099,5551051,5551051
201703139349301520,370706154,EDUCATIONAL ACTIVITIES REVENUE,900099,330942,330942
201703139349301520,370706154,STUDENT FEES REVENUE,900099,133176,133176
201703319349300770,581126894,HOPWA,624310,195070,195070
201703319349300770,581126894,SCHOOL,611600,10314293,10314293
