object_id,ein,BsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
201703179349301545,810231774,SODEXO OPERATIONS LLC,9801 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,FOOD SERVICE,2706309
201703179349301545,810231774,GOLDEN EAGLE CONSTRUCTION,3020 EAST LYNDALE AVE,HELENA,MT,59601,CONSTRUCTION CONTRACTOR,685376
201703179349301545,810231774,DSA PC,55 W 14TH ST SUITE 103,HELENA,MT,59601,ARCHITECT,514504
201703179349301545,810231774,ROYALL & COMPANY,1920 E PARHAM RD,RICHMOND,VA,23228,PRINTING/PUBLICATION MATERIALS,513949
201703189349308560,581418202,Pabst Patent Group LLP,1545 Peachtree Street NE Suite 320,Atlanta,GA,30309,legal,332454
201703189349308560,581418202,Cornerstone Government Affairs LLC,300 Independence Avenue SE,Washington,DC,20003,consulting,181162
201713189349306656,980148939,JASMAX NORTH LIMITED,2 MARSTON STREET PARNELL,AUCKLAND,0,NZ,1052,Property Consultant,3299356
201713189349306656,980148939,DATACOM SYSTEMS LTD,58 GAUNT STREET,AUCKLAND,0,NZ,1010,IT CONSULTANT,2409070
201713189349306656,980148939,BECA CARTER HOLLINGS FERNER LTD,21 PITT STREET,AUCKLAND,0,NZ,1010,PROPERTY CONSULTANT,2167136
201713189349306656,980148939,J WALTER THOMPSON INTERNATIONAL LT,SUITE 21 IMPERIAL BUILDING 44 QUE,AUCKLAND,0,NZ,1010,Advertising,2098263
201713189349306656,980148939,OPEN SYSTEMS SPECIALISTS OSS,162 GRAFTON RD GRAFTON,AUCKLAND,0,NZ,1010,WEB MANAGEMENT,2041215
201713199349303801,160743900,AVI Foodsystems Inc,2590 Elm Road NE,Warren,OH,44483,Food Service Vendor,3874968
201713199349303801,160743900,LeChase Construction Services LLC,205 Indigo Creek Drive,Rochester,NY,14626,Contracted Services,1247452
201713199349303801,160743900,MJ Mechanical Services Inc,2040 Military Road,Tonawanda,NY,14150,BUILDING CONTRACTOR,577125
201713199349303801,160743900,Duggan& Duggan TGeneral Contractor Inc,85 West Main Street,Allegany,NY,14706,Building Contractor,520925
201713199349303801,160743900,Center for Integrated Teacher Educa,50 Court Street,Suite 1111,Brooklyn,NY,11201,Professional Services,1595722
201743189349312639,231352008,Ernst & Young US LLP,PO Box 640382,Pittsburgh,PA,152640382,Website Design Services,809346
201743189349312639,231352008,The Archer Group,2333 N King Street 4th Floor,Wilmington,DE,19801,Website Design Services,385830
201743189349312639,231352008,Stratus Interactive LLC,144 East Market Street,West Chester,PA,19382,Marketing Consulting,382122
201743189349312639,231352008,Sierra-Cedar Inc,PO Box 402521,Atlanta,GA,303842521,Systems Consulting,350369
201743189349312639,231352008,Sloan & Company,7 Times Square Tower,New York,NY,10036,Public Relations Consulting,261697
201743179349306289,230973290,PIONEER COLLEGE CATERERS INC,C/O PBU 200 MANOR AVENUE,LANGHORNE,PA,19047,FOOD SERVICE,1369865
201743179349306289,230973290,ASPIRE TECHNOLOGY,PO BOX 789172,PHILADELPHIA,PA,19178,INTERNET,169615
201743179349306289,230973290,CONSOLIDATED DRAKE PRESS,5050 PARKSIDE AVE,PHILADELPHIA,PA,19131,PRINTING,157997
201743179349306289,230973290,EBSCO INFORMATION SERVICES,10 ESTES STREET,IPSWICH,MA,01938,BOOKS & PERIODICALS,116077
201733149349303423,042104451,SUFFOLK CONSTRUCTION,65 ALLERTON STREET,BOSTON,MA,02119,CONSTRUCTION SERVICES,2509863
201733149349303423,042104451,ARAMARK CORPORATION,PO BOX 906023,CHARLOTTE,NC,28290,FOOD SERVICE,2419177
201733149349303423,042104451,WRIGHT EXPRESS FINANCIAL SERVICES,33548 TREASURY CENTER,CHICAGO,IL,60694,CREDIT CARD SERVICES,1276167
201733149349303423,042104451,AMERICAN GREEN BUILDING CONSTRUCTION SER,PO BOX 365558,HYDE PARK,MA,02136,MAINTENANCE/CONSTRUCTION SERVICES,424295
201733149349303423,042104451,BR JONES ROOFING CO,PO BOX 175 WINNICUTT ROAD,STRATHAM,NH,03885,ROOFING CONSTRUCTION,259090
201743259349300804,370661231,CHARTWELLS,PO BOX 91337,CHICAGO,IL,606931337,FOOD SERVICE,2626660
201743259349300804,370661231,NATIONAL MANAGEMENT RESOURCES CORP,PO BOX 1224,LAGRANGE,GA,30241,MAINTENANCE OUT,1830752
201743259349300804,370661231,JENZABAR,PO BOX 55018,BOSTON,MA,022055018,COMPUTER SOFTWA,281779
201743259349300804,370661231,BLESSING REIMANN COLLEGE OF NURSING,PO BOX 7005,QUINCY,IL,62301,FACULTY/INSTR,174200
201743259349300804,370661231,GREAT RIVER AVIATION LLC,1647 HWY 104,QUINCY,IL,62305,FACULTY/INSTRUC,136005
201713199349300126,550753754,Marshall University,One John Marshall Drive,Huntington,WV,25755,School of CRNA Faculty,685124
201713199349300126,550753754,WVU Physicians of Charleston,3110 MacCorkle Avenue,Charleston,WV,25304,Physician Support,300253
201743189349307114,370661491,NEWMAN ALTON,719 ESTILL DRIVE,SPRINGFIELD,IL,627918435,GENERAL CONTRACTOR,1245360
201743189349307114,370661491,SODEXO INC,4880 PAYSPERE CIRCLE,CHICAGO,IL,60674,FOOD SERVICE,982614
201743189349307114,370661491,EVAN LLOYD ASSOCIATES,1630 SOUTH 6TH ST,SPRINGFIELD,IL,62701,ARCHITECTS,135013
201743209349301324,237075717,GUFFANTI G,VIA RICCARDO ROSSI 15,ARZO,135480,SZ,6864,CLEANING SERVICES,138812
201743209349301324,237075717,COLT TELECOMMUNICATIONS,MURTSCHENSTRASSE 27,ZURICH,168130,SZ,6864,TELECOMMUNICATIONS,134470
201713179349305811,250965603,Aladdin Food Management,16567 Collections Center Drive,Chicago,IL,60693,Food Management,2082750
201713179349305811,250965603,Key Government Finance,PO Box 74238,Cleveland,OH,44194,Equipment Financing,500000
201713179349305811,250965603,Embassy Park Associates,375 Southpointe Blvd,Canonsburg,PA,15317,BUILDING RENTAL,273715
201713179349305811,250965603,Volpatt Construction,100 Castleview Road,Pittsburgh,PA,15234,Construction,237162
201713179349305811,250965603,Ebsco Information Services,PO Box 204661,Dallas,TX,75320,LIBRARY SERVICES,234694
201703179349304495,462693612,ZEAL CENTER FOR ENTREPRENEURSHIP,2329 N CAREER AVE,SIOUX FALLS,SD,57107,MANAGEMENT/OPERATIONS,227437
201703179349304495,462693612,SAYRE ASSOCIATES,216 S DULUTH AVE,SIOUX FALLS,SD,57104,CIVIL ENGINEERING SERVICES,122928
201703189349313305,451171945,FACEBOOK,15161 COLLECTIONS CENTER DR,CHICAGO,IL,60693,ADVERTISING,273125
201703189349313305,451171945,SNELL & WILMER LLP,400 E VAN BUREN SUITE 1900,PHOENIX,AZ,85004,LEGAL,175953
201703189349313305,451171945,VALIDATED INSIGHTS INC,961 CUMBERLAND LN,BUFFALO GROVE,IL,60089,MARKETING,126833
201733149349301638,470394397,Wells Fargo VISA,P O BOx 6426,Carol Stream,IL,601976426,Credit card payments,427905
201733149349301638,470394397,Wellmark Bluecross Blueshield,O Box 10353,Des Moines,IA,50306,Group medical insurance premiums,399928
201733149349301638,470394397,Sysco Food Services of Iowa,One Sysco Place,Ankeny,IA,500213911,Wholesale food distribution,165664
201733149349301638,470394397,MidAmerican Energy Company,P O Box 657,Des Moines,IA,503060657,Utilities - Gas an electric,165129
201733149349301638,470394397,LMC Insurance & Risk Management,4200 University Avenue Suite 200,West Des Moines,IA,502665945,Insurance premimums,161157
201703189349308925,480543728,COMPASS GROUP,PO BOX 91337,CHICAGO,IL,60693,FOOD SERVICE,1345628
201703189349308925,480543728,STERLING RHODES LLC,12320 SAINT ANDREWS DR,OKLAHOMA CITY,OK,73120,DORM RENTAL,338203
201703189349308925,480543728,ASSOCIATED COLLEGES OF CENTRAL KS,210 S MAIN ST,MCPHERSON,KS,67460,MGMT & ACCT SVC,262180
201703189349308925,480543728,VILLAGE TOURS LLC,8620 W 21ST STREET NORTH,WICHITA,KS,672051755,BUS RENTALS,128484
201703189349308925,480543728,TURF SOLUTIONS,967 COMANCHE ROAD,MCPHERSON,KS,67460,MAINTENANCE,127660
201733149349303603,410698301,ARAMARK CORPORATION,PO BOX 840706,DALLAS,TX,752840706,FOOD SERVICE,2303540
201733149349303603,410698301,DONALD HOLM CONSTRUCTION CO INC,3211 W 3RD STREET,DULUTH,MN,55806,CONSTRUCTION,561598
201733149349303603,410698301,KTM PAVING INC,5513 HWY 2,HERMANTOWN,MN,55810,CONSTRUCTION,342754
201733149349303603,410698301,COLLEGIS LLC,1415 W 22ND STREET SUITE 400,OAK BROOK,IL,60523,MARKETING,327987
201733149349303603,410698301,GOOGLE INC,PO BOX 39000,SAN FRANCISCO,CA,94139,MARKETING,283707
201713199349319176,566049935,CM BLACK CONSTRUCTION COMPANY,797 DAVIDSON DRIVE NE,CONCORD,NC,28025,CONSTRUCTION,8384458
201713199349319176,566049935,ARAMARK SERVICES INC,1101 MARKET ST,PHILADELPHIA,PA,19107,FOOD SERVICE,4564301
201713199349319176,566049935,ROYALL & COMPANY,PO BOX 603519,CHARLOTTE,NC,28260,STUDENT SEARCH,1090156
201713199349319176,566049935,DAN STOKES ASSOCIATES,2701 REYNOLDS DRIVE,WINSTON SALEM,NC,27104,TRIP PLANNER,239170
201713199349319176,566049935,MCGUIRE WOODS LLP,800 EAST CANAL ST,RICHMOND,VA,23219,ATTORNEY,203812
201723489349300207,620548913,LEWIS THOMASON KING KRIEG AND WALDRO,424 CHURCH ST 2500,NASHVILLE,TN,37219,LEGAL SERVICES,394425
201723489349300207,620548913,TNT GREENS,8281 BRYN MANOR LN,GERMANTOWN,TN,38139,ATHLETIC FIELD TURF REPLACEMENT,365910
201723489349300207,620548913,INSTITUTE CONFLICT RESOLUTION,26 CHANDLERS COVE,JACKSON,TN,38305,ACADEMIC PROGRAM,107125
201723389349300157,590624459,CROSSROADS CONSTRUCTION COMPANY,PO BOX 1109,LAKELAND,FL,338021109,CONSTRUCTION SERVICES,20075050
201723389349300157,590624459,SODEXO CAMPUS FOOD SERVICE,401 W KENNEDY BLVD BOX 62F,TAMPA,FL,336061450,FOOD SERVICES,13852355
201723389349300157,590624459,EWI CONSTRUCTION LLC,1717 E 9TH AVE,TAMPA,FL,336053801,CONSTRUCTION SERVICES,12093912
201723389349300157,590624459,SODEXO CAMPUS SERVICES,200 N EDISON AVE,TAMPA,FL,336061435,FACILITIES MAINTENANCE,7104267
201723389349300157,590624459,DYNAMIC CAMPUS SOLUTIONS,2806 FLINTROCK TRACE SUITE A205,AUSTIN,TX,78738,IT MANAGEMENT AND SUPPORT SERVICES,4866234
201733189349311103,421351526,ASCEND LEARNING HOLDINGS LLC,11161 OVERBROOK ROAD,LEAWOOD,KS,66211,OTHER PURCHASED SERVICES,296170
201723429349300512,560530240,Board of Pensions,Presbyterian Church USA,2000 Market Street,Philadelphia,PA,19103,Administrate University's Health Care Plan,1254422
201723429349300512,560530240,Pioneer College Caterers,303 Glenrose Ave,Nashville,TN,37210,Student Food Service Provider,1201740
201723429349300512,560530240,Edge Grading and Hauling,PO Box 221,Wagram,NC,28359,Contractor,613362
201723429349300512,560530240,MSS Solutions LLC,P O Box 538178,Atlanta,GA,30353,Contractor,167544
201723429349300512,560530240,American Coating and Insulation,P O Box 19706,Greensboro,NC,27419,Contractor,165749
201713149349301601,136171197,PST SERVICES,PO BOX 742526,ATLANTA,GA,30374,BILLING SERVICES,9881852
201713149349301601,136171197,HEALTHSMART CARE MANAGEMENT,PO BOX 842088,DALLAS,TX,75284,Management,3720052
201713149349301601,136171197,SEQUENOM INC,DEPT LA 24114,PASADENA,CA,911854114,LAB TESTING,3124845
201713149349301601,136171197,CJS SOLUTIONS GROUP LLC,PO BOX 628370,ORLANDO,FL,328628370,IT CONSULTANT,1843478
201713149349301601,136171197,FORUM TEMPORARY SERVICES INC,260 MADISON AVENUE,NEW YORK,NY,10016,PERSONNEL SERVICES,1710820
201723199349309337,810661056,LOMA LINDA UNIVERSITY MEDICAL CENTER,11165 MTVIEW AVE 137,LOMA LINDA,CA,92354,PURCHASED LABOR,5332319
201723199349309337,810661056,VERECO INC,30012 IVY GLENN DR SUITE 210,LAGUNA NIGUEL,CA,92677,MANAGEMENT SUPPORT SERVICES,4663678
201723199349309337,810661056,SHIFT WISE CO US BANK CORPORATE TRUST,PO BOX 70370,ST PAUL,MN,551709705,PURCHASED LABOR,2543889
201723199349309337,810661056,ORACLE AMERICA INC,PO BOX 44471,SAN FRANCISCO,CA,941444471,SOFTWARE,2041796
201723199349309337,810661056,LOMA LINDA UNIV HEALTH CARE,350 E COMMERCIAL RD SUITE 101,SAN BERNARDINO,CA,92408,PURCHASED LABOR,1511483
201723199349310802,274967732,1888 MANAGEMENT LLC,PO BOX 5004,WICHITA,KS,67201,INVESTMENT MGMT,423852
201723199349310802,274967732,FAIRMONT WASHINGTON DC GEORGETOWN,2401 M STREET NW,WASHINGTON,DC,20037,EVENT SPACE,126375
201723199349310802,274967732,HIRESTRATEGY,1121 14TH STREET NW SUITE 600,WASHINGTON,DC,20005,RECRUITING AGENCY,125839
201723199349310802,274967732,HIGHLINE STRATEGIES,16018 FM 51,GAINESVILLE,TX,67240,COMMUNICATIONS/MKTG,119139
201723199349310802,274967732,LOCHLIN PARTNERS LTD,8484 WESTPARK DRIVE SUITE 630,MCLEAN,VA,22102,RECRUITING AGENCY,115000
201713149349301516,240795439,LR COSTANZO COMPANY INC,123 N MAIN AVENUE,SCRANTON,PA,18504,CONSTRUCTION,402705
201713149349301516,240795439,BLACK OUT DESIGN,527 S BLAKELY ST,DUNMORE,PA,18512,MARKETING CONSULTANT,262983
201713149349301516,240795439,SORDONI CONSTRUCTION SERVICES,45 OWEN STREET,FORTY FORT,PA,18704,CONSTRUCTION,186569
201713149349301516,240795439,METZ AND ASSOCIATES LTD,2 WOODLAND DRIVE,DALLAS,PA,18612,FOOD SERVICE,178938
201713149349301516,240795439,BUSINESS CARD,PO BOX 15796,WILMINGTON,DE,19886,CREDIT CARDS - BUSINESS EXPENSES,147392
201703179349301205,560767736,SODEXO INC & AFFILIATES,PO BOX 536922,ATLANTA,GA,30322,FOOD SVC CONTRA,1782552
201703179349301205,560767736,JENZABAR,101 HUNTINGTON AVENUE SUITE 2220,BOSTON,MA,02199,SOFTWARE,399813
201703179349301205,560767736,LORD AECK & SARGENT INC,1175 PEACHTREE ST NE,ATLANTA,GA,30361,ARCHITECT,320836
201703179349301205,560767736,CENTER FOR CRAFT CREATIVITY & DESIGN,67 BROADWAY,ASHEVILLE,NC,28801,DESIGN,235000
201703179349301205,560767736,BROWN HENDRIX & ASSOCIATES,316 BAYVIEW DRIVE,ARANSAS PASS,TX,78336,BUS. CONSULTING,214075
201723389349300437,540575812,Everence Insurance Company,PO Box 483,Goshen,IN,46527,Health Insurance,4177468
201723389349300437,540575812,Pioneer College Caterers Inc,303 Glenrose Ave,Nashville,TN,37210,Food Services,2211314
201723389349300437,540575812,Siemens Industry Inc,PO Box 2134,Carol Stream,IL,60132,Energy Services,1191640
201723389349300437,540575812,Campbell Insurance,PO Box 677,Lynchburg,VA,24505,Insurance,317806
201723389349300437,540575812,Spark451 Inc,850 Merrick Ave,Westbury,NY,11590,Admissions Services,313486
201703179349302860,550777066,ELLUCIAN INC,4375 FAIR LAKES CT,FAIRFAX,VA,22033,SOFTWARE & SERVICES FOR HIGHER EDUCATION,1011032
201703179349302860,550777066,BLACKBAUD,2000 DANIEL ISLAND DRIVE,CHARLESTON,SC,29492,SOFTWARE & SERVICES FOR NONPROFIT ORGANI,128729
201733149349300543,390978445,ARAMARK,PO BOX 198532,ATLANTA,GA,30384,FOOD SERVICE,1775672
201733149349300543,390978445,BORTON CONSTRUCTION,2 COPELAND AVE STE 201,LA CROSSE,WI,54603,CONSTRUCTION SERVICES,544079
201733149349300543,390978445,WINONA HEATING VENTILATING,374 E 2ND ST,WINONA,MN,55987,CONSTRUCTION SERVICES,228012
201733149349300543,390978445,REACH LOCAL,6111 West Plano Parkway Suite 1000,PLANO,TX,75093,ADVERTISING,182200
201733149349300543,390978445,3RT NETWORKDS,3600 HWY 157 STE 205,LA CROSSE,WI,54601,TECHNOLOGY SERVICES,176885
201743459349300439,840442429,GE Johnson Construction Co Inc,25 N Cascade Ave Ste 400,COLORADO SPRINGS,CO,80903,Construction,9032427
201743459349300439,840442429,Sodexo Inc,PO Box 905374,CHARLOTTE,NC,28290,Food Service,3054658
201743459349300439,840442429,Triad Media Solutions Inc,2 Hudson Place 8th Floor,HOBOKEN,NJ,07030,Advertising,3225745
201743459349300439,840442429,Keypath Education LLC,15500 W 113th Street,LENEX,KS,66219,advertising,1503626
201743459349300439,840442429,Zeta Interactive Corp,185 Madison Avenue 5th Floor,NEW YORK,NY,10010,advertising,1145576
201723199349310332,770495799,WASHINGTON SPEAKERS BUREAU,1663 Prince Street,Alexandria,VA,22314,SPEAKER CONSULTANTS,260000
201703189349306125,020223955,Chartwells (Compass),PO Box 417632,Boston,MA,022417632,Food Services,2527744
201703189349306125,020223955,Southeast Service Corporation,PO Box 742268,Atlanta,GA,303742268,Facility Management,1956549
201703189349306125,020223955,Harvey Construction,10 Harvey Road,Bedford,NH,03110,Construction Services,927490
201703189349306125,020223955,DSK Architects & Planners,30 Monument Services Ste 200B,Concord,MA,01742,Architectural Services,378704
201723329349300802,560530251,Chartwells Dining Services,3 International Drive,Rye Brook,NY,10573,Dining Services,2065015
201723329349300802,560530251,Vertex Construction Company LLC,723 Corporate Circle,Salisbury,NC,28148,Construction,879381
201723329349300802,560530251,union mechanical services,po box 427,monroe,NC,28111,repairs and maintenance,574701
201723329349300802,560530251,Data Network Solutions Inc,629 lake tide drive,chapin,SC,29036,it services,509996
201723329349300802,560530251,Follett Higher Education Group,3146 Solution Center,Chicago,IL,60677,Bookstore Operations,296499
201723329349300722,350868101,SODEXO INC AND AFFILIATES,502 LAKE STREET,HUNTINGTON,IN,46750,FOOD SERVICE,1105778
201723329349300722,350868101,PERFORMANCE SERVICES INC,4670 HAVEN POINT BLVD STE 200,INDIANAPOLIS,IN,46280,ENERGY CONSULTING,2821017
201723329349300722,350868101,CHARTWELLS DINING SERVICE,PO BOX 91337,CHICAGO,IL,606931337,FOOD SERVICE,1812584
201723329349300722,350868101,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,CUSTODIAL & MAINT,839999
201723329349300722,350868101,FETTERS CONSTRUCTION INC,5417 COUNTY ROAD 427,AUBURN,IN,46706,CONSTRUCTION,550603
201713139349300211,200617900,ECHO & CO,1629 K STREET NW SUITE 604,WASHINGTON,DC,20006,ONLINE PROGRAM/TOOL,183200
201713139349300211,200617900,LEXISNEXIS,2112 BUSINESS CENTER DRIVE SUITE 1,IRVINE,CA,92614,ONLINE RESEARCH TOOL,131300
201723259349300002,041843040,CONSIGLI CONSTRUCTION CO INC,72 SUMNER STREET,MILFORD,MA,01757,PROJECT MANAGEMENT,1937274
201723259349300002,041843040,FIVE COLLEGES INC,97 SPRING STREET,AMHERST,MA,010022324,SHARED SERVICES,1552958
201723259349300002,041843040,INVESTURE LLC,126 GARRETT ST,CHARLOTTESVILLE,VA,22902,INVESTMENT MANAGER,4121170
201723259349300002,041843040,AMHERST COLLEGE OFC OF THE COMPTRO,PO BOX 2221,AMHERST,MA,010022221,PROPERTY MANAGEMENT,1061144
201723259349300002,041843040,MOUNT HOLYOKE COLLEGE,OFFICE OF THE CONTROLLER,SOUTH HADLEY,MA,01075,SECURITY SERVICES,1626139
201713199349309401,930433696,Ala Carte,1850 Onyx Street,Eugene,OR,974031451,FOOD SERVICES,545307
201713199349309401,930433696,savant learning systems,311 S LINDELL ST,MARTIN,TN,38237,ACADEMIC INSTRUCTION,329268
201713199349309401,930433696,AHM BRAND,860 WEST PARK ST,EUGENE,OR,97401,RECRUITING,257134
201713199349309401,930433696,Minuteman Services Inc,5729 Main Street,Springfield,OR,97478,Custodial Services,214550
201713199349309401,930433696,Taylor Group Architects of California I,PO Box 3558,Clovis,CA,93613,Architecture Services,191403
201743199349307739,231352626,ARAMARK CORPORATION,24818 NETWORK PLACE,CHICAGO,IL,60673,PHYSICAL PLANT Svcs,1886478
201743199349307739,231352626,ALLIED BARTON SECURITY,161 Washington Street STE 600,Conshohocken,PA,19428,SECURITY SERVICES,1375711
201743199349307739,231352626,160OVER90 INC,ONE SOUTH BROAD STREET 10TH FLOOR,PHILADELPHIA,PA,19107,MARKETINg / COMM,229641
201743199349307739,231352626,Baker Tilly Virchow Krause LLP,PO BOX 78975,Milwaukee,WI,53278,Accounting Svcs,148736
201743199349307739,231352626,LINBACH COMPANY LLC,175 TITUS AVENUE,WARRINGTON,PA,18976,ARCHITECTURE & ENGIN. SVC.,147486
201723329349300637,750808791,ARAMARK,5601 West 19th St,Lubbock,TX,79407,Food Service,2085182
201723329349300637,750808791,American Building,PO Box 2756,Abilene,TX,79604,Construction,580712
201723329349300637,750808791,Monroe Roofing,189 Industrial Blvd,McKinney,TX,75069,Construction,453566
201723329349300637,750808791,The Crowe Group Inc,PO Box 3422,Abilene,TX,79604,Construction,432164
201723329349300637,750808791,Mooring Recovery Services,2110 113th St,Grand Prairie,TX,75050,Construction,316673
201713189349303286,390806325,Next Electric,3325 Gateway Road,Brookfield,WI,53045,Electrical Contractor,269380
201713189349303286,390806325,Jenzabar,1450 Technology Drive,Harrisonburg,VA,22802,Higher Education Software,135016
201713189349303286,390806325,Time Warner Cable,1320 Dr Martin Luther King Drive,Milwaukee,WI,53212,Cable TV,131112
201713189349303286,390806325,Clean Power,124 N 121st Street,Wauwatosa,WI,53226,Janitorial Services,124286
201713189349303286,390806325,JM Brennan Inc,PO 2127,Milwaukee,WI,53201,Plumbing & HVAC Contractor,109184
201723179349302037,430471057,MUSICK,254 HANLEY INDUSTRIAL,ST LOUIS,MO,63144,CONSTRUCTION,140000
201723179349302037,430471057,STANDING PARTNERSHIP,1610 DES PERES RD SUITE 200,ST LOUIS,MO,63131,MEDIA,1142759
201723179349302037,430471057,WHELAN,1750 S HANLEY,ST LOUIS,MO,63144,SECURITY,556084
201723179349302037,430471057,FRESH IDEAS,1000 W NIFONG BLVD,COLUMBIA,MO,65203,FOOD SERVICE,520599
201703469349300115,620812782,BL HARBERT INTERNATIONAL LLC,PO BOX 531390,BIRMINGHAM,AL,35253,CONSTRUCTION,6351356
201703469349300115,620812782,SOUTHWEST CONTRACT,17 PROFESSIONAL DRIVE,TEMPLE,TX,76504,FURN. INSTALL,257231
201703469349300115,620812782,TRANE,PO BOX 406469,ATLANTA,GA,303846469,INSTALL,182822
201703469349300115,620812782,SCHILLER ARCHITECTURAL HARDWARE,AND DOOR SYSTEMS INC,11525 BLANKENBAKER ACCESS DR,LOUISVILLE,KY,40299,INSTALL,173873
201703469349300115,620812782,ARTISAN BUILDERS,8841 MCCRORY LAND,NASHVILLE,TN,37221,CONSTRUCTION,146417
201703349349300500,510109178,POTTER ANDERSON CORROON LLP,1313 NORTH MARKET STREET,WILMINGTON,DE,19899,LEGAL SERVICES,180111
201703349349300500,510109178,NATIONAL HVAC SERVICE,42-A SOUTHGATE BLVD,NEW CASTLE,DE,19720,HVAC SERVICE,162787
201703349349300500,510109178,T ROWE PRICE,100 E PRATT STREET,BALTIMORE,MD,21202,INVESTMENT SERVICES,123309
201703349349300500,510109178,DELAWARE EXPRESS SHUTTLE AND TOURS INC,2825 OGLETOWN ROAD,NEWARK,DE,19713,TRANSPORTATION SERVICES,113894
201733329349300768,750851900,BARR ROOFING COMPANY,3602 SOUTH TREADAWAY,ABILENE,TX,79602,CONSTRUCTION,1379976
201733329349300768,750851900,ARAMARK,1101 MARKET ST,PHILADEPHIA,PA,19107,FOOD SERVICE,6661001
201733329349300768,750851900,Hoar Construction LLC,1300 West Sam Houston Pkwy South,Houston,TX,77042,Construction,42706032
201733329349300768,750851900,WFF FACILITY SERVICE,1600 CAMPUS COURT,ABILENE,TX,79601,CUSTODIAL,1870643
201733329349300768,750851900,HELIX EDUCATION INC,P O BOX 894,SALT LAKE CITY,UT,84110,WEB MARKETING,1953218
201703149349301450,541854399,WHITHAM CURTIS & COOK PC,11491 SUNSET HILLS ROAD SUITE 340,RESTON,VA,20190,DEVELOPMENT COSTS,589110
201703149349301450,541854399,LAWRENCE SCHWARTZ,1 WELWYN PLACE,RICHMOND,VA,23229,ROYALTIES,162531
