object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201703149349301450,541854399,INCOME FROM PARTNERSHI,900099,57848,57848
201703149349301450,541854399,INCOME FROM S-CORP,518210,-93383,-93383
201713199349314361,112705352,OTHER,611710,24803,24803
201723179349301327,274600814,OTHER INCOME,611430,20305,20305
201723149349303207,472237488,Services provided under transition services agreement,249,249
201733469349300323,316064854,MISCELLANEOUS,900099,17796,17796
201713109349300526,150532053,CONSULTING REVENUE,900099,7920,7920
201713109349300526,150532053,MISCELLANEOUS REVENUE,900099,675,675
201743199349301919,820538478,SHUTTLE FEES,900099,599518,599518
201743199349301919,820538478,ADVERTISING,900099,16335,16335
201743199349301919,820538478,EVENT FEES,900099,8961,8961
201723179349305542,541919810,OTHER,611710,359571,359571
201723179349305542,541919810,MANAGEMENT FEE - HSLDA,561000,98508,98508
201733409349300858,610492351,OTHER INCOME,116735,116735
201733409349300858,610492351,OTHER AUXILIARY INCOME,13659,13659
201733409349300858,610492351,ANNUITY INCOME,-40742,-40742
201743209349300104,371542036,MISC INCOME
201703119349303165,362310478,Student Parking,900099,84685,84685
201703119349303165,362310478,Employee Parking,900099,102822,102822
201703119349303165,362310478,Catering - food service,900099,11876,11876
201703049349300120,350715530,GOLF COURSE INCOME,900099,322044,322044
201703329349300735,586055244,GAIN ON SALE OF ASSETS,900099,1385367,1385367
201703329349300735,586055244,OTHER INCOME,900099,32993,32993
201733349349300008,237424429,BUSINESS OFFICE,611710,70504,70504
201703139349301520,370706154,EMPLOYEE INSURANCE PREMIUMS,900099,845901,845901
201703139349301520,370706154,FINES REVENUE,900099,58165,58165
201743429349300309,386080947,CELL TOWER INCOME,517000,10000,10000
201743059349301984,596605703,VIRTUAL BOOKSTORE COMMISSION,900099,22633,22633
201743059349301984,596605703,VENDING MACHINE,900099,8653,8653
201743059349301984,596605703,COPY SERVICES,900099,1584,1584
201723319349300137,381977050,OTHER INCOME,611430,12895,12895
201723319349300137,381977050,OTHER INCOME - COMMUNITY HOSP,611430,2582,2582
201723319349300137,381977050,OTHER INCOME - RADIOLOGY,611430,240,240
201800379349300210,042104775,Food Service,722210,44299,44299
201800379349300210,042104775,Other Revenue,900099,123530,123530
201810169349301016,204574040,FOOD SALES,722210,16305,16305
201820329349301602,660177776,Real State,531390,64874,0,64874,0
201820329349301602,660177776,Other Sources,900099,2363549,2363549,0,0
201820329349301602,660177776,Auxiliary Enterprises,900099,17560096,17560096,0,0
201800399349300300,610444763,Gain from Debt Forgiveness,611310,3831200,3831200
201800399349300300,610444763,Other Revenue,611310,817976,817976
201733209349301023,260069167,OTHER,88141,88141
201840429349300159,208765327,MISCELLANEOUS,896,896
201743559349300029,460385443,MISCELLANEOUS,900099,3433,3433
201830309349300513,620476666,Other Income,611310,2362603,2362603
201830309349300513,620476666,Dorm Support Services,611310,158558,158558
201830309349300513,620476666,pass-through,531390,-11831,-11831
201820099349301307,561388743,Miscellaneous Income,900099,3675,3675
201810389349300041,390806202,Investment Income Beneficial Inte,900099,575000,575000
201810389349300041,390806202,Cell Tower Lease,900099,20250,20250
201810389349300041,390806202,MANAGEMENT SERVICES - CHES,561000,12000,12000
201713499349300956,596046500,INSURANCE RECOVERY,167341,167341
201840189349301104,952882724,other income,611600,2513,2513
201830119349300128,370661217,Miscellaneous revenue,900099,102093,97513,4580,0
201830119349300128,370661217,Parking,900099,22450,22450,0,0
201830119349300128,370661217,Transcripts,900099,12731,12731,0,0
201800269349301025,420680404,CONFERENCE CENTER,721000,312103,19804,292299
201800269349301025,420680404,INCOME FROM PARTNERSHIP,900099,-206440,-206440
201800269349301025,420680404,FITNESS CENTER,713940,7784,7784
201830389349301263,582533742,OTHER INCOME,900099,509,509
201810159349300941,522242995,Insurance Reimbursemen,900099,1274,1274
201830379349300428,275316628,OTHER REVENUE,900000,16119,16119
201733499349301258,550357056,OTHER INCOME,304126,304126
201723079349302042,954559065,OTHER REVENUE,2748,2748
201703569349300100,630771624,REALIZED GAINS ON INV,523000,376988,376988
201703569349300100,630771624,UNREALIZED GAIN ON INV,523000,429040,429040
201703569349300100,630771624,OTHER INCOME,523000,391551,391551
201733209349301513,391894395,MISCELLANEOUS,621110,4618,4618
201810389349300641,350868127,Auxiliary Services,721000,380484,0,105549,274935
201741659349300744,730590036,ENDOWMENT INCOME,611710,1125000,1125000
201741659349300744,730590036,MISCELLANEOUS,611710,686602,686602
201741659349300744,730590036,INSURANCE PROCEEDS,611710,101560,101560
201810459349301626,610444650,Child Dev Lab,624410,580984,580984
201810459349301626,610444650,Admin Cost Allowance,900099,205673,205673
201810459349301626,610444650,Gift Annuity Administration,900099,91684,91684
201810269349301031,912056120,Sales Revenue,611310,2228,2228
201713499349300541,231501197,Auxiliary Enterprises,990009,3223153,3223153
201713499349300541,231501197,General Income,990009,384325,384325
201721719349300042,472702558,BOOSTORE SALES,451211,292,292
201743049349301514,237456795,MISC. INCOME,900099,14001,14001
201743549349300414,750827421,Change value split-int,611710,4098,4098
201820369349300447,150532239,advertising,541800,10000,0,10000,0
201820159349300002,461192687,MISCELLANEOUS INCOME,900099,9074,9074
201830469349302168,430817015,EDUCATIONAL SUPPORT,611710,52920,52920
201723569349300637,382385150,Parking,611710,100738,100738
201723569349300637,382385150,Graduation,611710,3050,3050
201723569349300637,382385150,Transcripts,611710,1834,1834
201810379349301191,730579264,Insurance Proceeds,900099,470586,470586
201810379349301191,730579264,Sponsorships,900099,18760,18760
201713539349300626,237013253,Miscellaneous Revenue,900099,2008,2008
201723559349300027,232215278,GOVERNMENT ADMIN FEES,900099,1893,1893
201723559349300027,232215278,MISCELLANEOUS REVENUE,900099,1316,1316
201800449349301825,390806154,Miscellaneous,611600,206659,206659
201840449349300234,042152671,MISCELLANEOUS INCOME,611110,74567,74567
201733529349300038,474548573,SUB LEASE INCOME,532000,1010,1010
201820469349302137,753220279,MISCELLANEOUS INCOME,100,100
201743529349300854,566061483,OTHER INCOME,611600,20547,20547
201743529349300854,566061483,BOOKSTORE SALES,611600,140,140
201820439349300337,310747997,Miscellaneous Receipts,900099,11660,0,0,11660
201713499349300606,237069575,Unrealized gain,900099,32247902,32247902,0,0
201743539349300929,640923875,Other Income,900099,601070,601070
201830119349301263,952113260,MISCELLANEOUS,900099,75164,75164
201830119349301263,952113260,RECOVERY OF INDIRECT COSTS,900099,50982,50982
201713529349300761,160909446,MISCELLANEOUS,611710,14613,14613
201713529349300761,160909446,BOOKSTORE COMMISSIONS,561439,12022,12022
201713529349300761,160909446,TRAINING FEES,611710,4545,4545
201733499349300803,611103422,RADIO STATION INCOME,179126,179126
201743179349300339,362167773,MISCELLANEOUS,900099,1391947,1391947
201743179349300339,362167773,AVIATION SERVICES,611710,528858,528858
201743179349300339,362167773,CONFERENCING,900099,224676,224676
201743139349301844,470418641,MISC STUDENT CHARGES,611710,2236867,2236867
201743139349301844,470418641,MISCELLANEOUS REVENUE,611710,389664,389664
201712879349300906,362919340,OTHER REVENUE - EXCLUDED,7662,7662
201830169349300628,560532303,ATHLETIC ADVERTISING,900099,151430,151430
201830169349300628,560532303,FUNDRAISING ADVERTISING,900099,950,950
201713569349300306,208939971,CONSULTING,541610,80453,80453
201713569349300306,208939971,CONTRACT SALES REFERRA,541610,54321,54321
201820369349300712,480547702,CHANNEL LEASE REVENUE,900099,172158,172158
201820369349300712,480547702,VENDING REVENUE,900099,19311,19311
201713119349302696,570314415,Other Revenue,900099,16077,0,0,16077
201713119349302696,570314415,Insurance reimbursement,900099,6387,0,0,6387
201713119349302696,570314415,Admin cost allowance for PELL,900099,2115,0,0,2115
201713119349302721,420681049,CAMPUS SERVICES - EXTERNAL,812900,7735,7735
201830449349301708,951744369,Evoke,812900,104032,104032
201810379349300811,160743989,THEATER,611310,279406,279406
201810379349300811,160743989,RECOVERY OF COSTS,900099,251065,251065
201810379349300811,160743989,PARKING,812930,76998,76998
201840379349300034,430653369,COMMISSIONS,900099,20197,20197
201840379349300034,430653369,SOCCER CAMP REVENUE,611600,328400,328400
201840379349300034,430653369,OTHER CAMP REVENUE,611600,63942,63942
201733199349318898,943200772,MERCHANDISE,68,68
201800249349301300,420680466,miscellaneous,611310,1096621,1096621
201800249349301300,420680466,summer programs,721000,440122,440122
201800249349301300,420680466,fines & fortfeitures,611310,212245,212245
201830089349300908,010543513,MISCELLANEOUS INCOME,900099,351,351
201830089349300908,010543513,SNACK SALES,453000,272,272
201820129349300117,410695509,MISCELLANEOUS REVENUE,900099,677454,677454
201820129349300117,410695509,PARKING,611600,266053,266053
201820129349300117,410695509,MEDICAL FEES,611600,255438,255438
201713079349300741,480914282,MISCELLANEOUS REVENUE,611600,88644,88644
201840389349300309,362170142,ENDOWMENT,523000,100000,100000
201840389349300309,362170142,OTHER INVESTMENT INCOME,523000,13268,13268
201840389349300309,362170142,BEQUEST,900099,656,656
201830239349300723,237050293,TOWER INSURANCE PROCEE,531390,62864,62864
201713189349305806,251065148,MISC INCOME,900099,1111260,808350,302910
201713189349305806,251065148,ALUMNI TRAVEL REMUNERATION,900099,6080,6080
201800469349301425,134349811,Contributions,230000,4775,4775
201800469349301425,134349811,Lien Payoff,230000,5602,5602
201800469349301425,134349811,Amazon Smile,230000,41,41
201800549349300820,150532204,REBATES & REFUNDS,900004,206643,206643
201800549349300820,150532204,COMMISSIONS,900004,80939,80939
201800549349300820,150532204,DORMITORY FINES & REPAIR FEES,900004,73621,73621
201820439349300532,131624158,Other,900099,652356,652356
201820439349300532,131624158,Mortgage Interest,900099,327596,327596
201820439349300532,131624158,Parking fees,812930,176862,176862
201820519349300527,060647016,MISCELLANEOUS INCOME,611600,132489,132489
201820519349300617,461812625,MISCELLANEOUS REVENUE,31607,31607
201820859349300012,420680335,BRACKET HOUSE,721310,45648,35257,10391
201820859349300012,420680335,ATHLETICS,900099,19659,19659
201820859349300012,420680335,HLTP FITNESS CENTER,713940,7807,2850,4957
201820859349301112,640428676,COUNSELING INCOME,900099,76681,76681
201820859349301112,640428676,FINANCE CHARGES,900099,35392,35392
201820859349301112,640428676,COUNSELING CONFERENCES,900099,18827,18827
201810549349300436,440589787,GAIN (LOSS) ON FUNDS HELD IN TRUST,900099,228230,228230
201810419349300101,231424055,OTHER INCOME,900099,427321,427321
201810549349300036,231365953,dining fees,611600,2043781,2043781
201810549349300036,231365953,SUMMER CAMPS,900099,65654,65654
201810549349300036,231365953,bookstore,611600,39277,39277
201830669349301353,620570060,Indirect Cost Reimb.,611710,17214,17214
201830669349301353,620570060,OTHER SERVICES,611710,482886,482886
201830749349300728,440556862,MISCELLANEOUS INCOME,900099,1016476,1016476
201830749349300728,440556862,FARM INCOME,111000,46860,46860
201820689349300707,042002060,MISCELLANEOUS,611710,71790,71790
201820689349300707,042002060,COMMISSIONS,611710,11462,11462
201800619349300335,344431169,INTEREST ON STUDENT ACCOUNTS,990009,277780,277780
201800619349300335,344431169,Dining Hall Rebate,722210,176991,176991
201800619349300335,344431169,Overseas Program,990009,159997,159997
201800239349300205,450323401,OTHER REVENUE,611600,445201,445201
201800679349301100,240795441,OTHER PROGRAM SERVICE,900099,354423,354423
201800679349301100,240795441,EARLY ED TRAINING CTR,611710,190545,190545
201830509349300808,452586013,Other Income,611710,1430,1430
201830509349300808,452586013,Washer/Dryer Income,611710,447,447
201830669349300508,591407629,CHOIR AND GOSPEL TEAM REVENUE,86532,86532
201830669349300508,591407629,MISCELLANEOUS INCOME,30519,30519
201840689349301029,611124267,Corporate Cost Allocation,611710,133200,133200
201840689349301029,611124267,Transportation Fees,611710,29355,29355
201840689349301029,611124267,Miscellaneous Income,611710,2718,2718
201820869349300762,231627436,BOOKSTORE,812900,51309,51309
201820869349300762,231627436,VENDING FEES,812900,4267,4267
201820869349300762,231627436,ALL OTHER,812900,31206,31206
201800859349300215,941156599,Laundry Machine,523000,37089,37089
201830829349300613,540573801,SUMMER CAMPS,721000,499171,499171
201830829349300613,540573801,BOOKSTORE,451211,87149,87149
201810859349300311,131662715,MISCELLANEOUS,900099,24691,24691
201830469349301953,620488046,Other Sources,611310,6869278,6869278,0,0
201830469349301953,620488046,Non-Operating,611310,1324846,1324846,0,0
201830469349301953,620488046,Net gain (loss) on investments,611310,8717351,8717351,0,0
201830669349300143,430356250,Miscellaneous Income,900099,854352,854352
201800659349300140,481249429,MISCELLANEOUS RECEIPTS,900099,8233,8233
201820669349300627,430764111,MISCELLANEOUS INCOME,900099,14914,14914
201820669349300627,430764111,CHANGE IN ACTUARIAL VA,900099,3070,3070
201820669349300627,430764111,RECOVERY OF BAD DEBTS,900099,469,469
201840529349301114,340877803,DIRECT LOAN PAYMENTS,89186,89186
201840529349301114,340877803,MISCELLANEOUS,3219,3219
201800459349301225,250965576,Miscellaneous Income,900099,143362,143362,0,0
201800459349301225,250965576,Student Events,900099,58940,58940,0,0
201800459349301225,250965576,Vending Machine Income,900099,2123,2123,0,0
201840119349300829,930461940,MISCELLANEOUS,900099,113336,113336
201840119349300829,930461940,TRANSPORTATION INCOME,900099,97370,97370
201840119349300829,930461940,VENDOR INCOME,900099,14250,14250
201800869349300905,160746864,MISCELLANEOUS,532000,2211318,2211318
201800869349300905,160746864,RESEARCH AND CONTRACT REVENUE,611600,244646,244646
201800869349300905,160746864,PARKING PERMITS/TICKETS,611600,128628,128628
201820689349301122,237213309,ANCILLARY OPERATIONS,23219620,23219620
201820689349301122,237213309,ALL OTHER REVENUE,79641403,79641404
201800889349301100,362169157,THEATRE GATE RECEIPTS,711130,827224,827224
201800889349301100,362169157,PARKING FINES/FEES,812930,230285,230285
201800889349301100,362169157,ATHLETIC GATE RECEIPTS,812900,52303,52303
201800119349300800,510578495,PHOTOGRAPHY,900099,128,128
201820729349300012,986001141,Educational Support,611710,74753000,74753000,0,0
201820729349300012,986001141,Sundry Income,561000,20411000,20411000,0,0
201820729349300012,986001141,Parking Vending Catering Conferences,812930,24158000,24158000,0,0
201830529349300543,521555346,OTHER INCOME,611710,100,100
201800279349300315,610470593,OTHER REVENUE,611710,147044,147044
201820509349300632,362167048,PARKING FEES,812930,1146392,123626,1022766
201820509349300632,362167048,COPYING AND PRINTING,900099,55203,55203
201820509349300632,362167048,OTHER,900099,1366685,1366685
201840259349300034,593086453,MANAGEMENT FEE & F&A INCOME,900099,641699,641699
201840259349300034,593086453,REIMBURSE OF PATENT MAINT COST,900099,485346,485346
201810229349300726,111733439,STUDENT DINING SERVICES,611710,434554,434554
201810229349300726,111733439,ATHLETICS REVENUE,611420,297172,297172
201810229349300726,111733439,BOOKSTORE/VENDING & OTHER COMMISSIONS,611710,76683,76683
201800319349301905,621149976,OTHER INCOME,900099,2638,2638
201820859349300777,640303086,Advertising,515100,106331,106331
201820859349301007,660379122,CONTINUED MEDICAL EDUCATION,900004,164955,164955
201820859349301007,660379122,OTHER,900004,136335,136335
201820859349301007,660379122,EDUCATIONAL SERVICES,900004,100000,100000
201820729349300307,750851900,Other Income,611710,615159,615159
201810749349300911,350867954,Finance charges,611310,272600,272600
201820889349300107,741159753,0,0,0,0
201820889349300107,741159753,0,0,0,0
201820889349300107,741159753,0,0,0,0
201840449349300149,340868798,OTHER REVENUE,611310,623111,623111
201840449349300149,340868798,RECOVERY OF BAD DEBTS,611310,38635,38635
201840449349300149,340868798,INTEREST INCOME STUDENT LOANS,611310,7137,7137
201840749349300514,930391586,Athletics,561740,571741,571741,0,0
201840749349300514,930391586,Parking,611310,68145,68145,0,0
201840749349300514,930391586,Flood Damage Projects-Other Income,611310,248746,248746,0,0
201820579349301152,231352668,SALES & SERVICES,900099,90933,90933
201820579349301152,231352668,INCOME FROM LP INVESTMENTS,900099,1514,1514
201820579349301152,231352668,BOOKSTORE REVENUE,900099,20329,20329
201800999349300000,920158414,OTHER REVENUE,900099,19637,19637
201820659349300437,231352641,WORKSHOP FEES,900099,158733,158733
201820659349300437,231352641,ADMINISTRATIVE FEES,900099,165227,165227
201820659349300437,231352641,STUDENT LOAN INTEREST,900099,126726,126726
201830949349300223,952944594,OTHER REVENUE,611600,24369,24369
201810479349300321,131740469,BOOKSTORE AND OTHER COMMISSIONS,611710,108493,54955,53538
201810479349300321,131740469,EDUCATIONAL/STUDENT PROGRAMS,900099,280733,280733
201810479349300321,131740469,INSURANCE RECOVERIES,900099,24028,24028
201800939349300020,362167804,OTHER,900099,76557,76557
201830969349300603,650807808,INTEREST INCOME,883,883
201830969349300603,650807808,OTHER REVENUE,242,242
201830969349300308,042178860,Cancellation of Debt,171092,171092
201810979349300416,160743045,MISCELLANEOUS,611710,541531,541531
201810669349301301,610444708,MISCELLANEOUS INCOME,900099,41458,30528,10930
201810669349301301,610444708,RECOVERIES OF LOSSES ON UNCOLLECT,900099,32623,32623
201810679349300641,362216176,TIMBER-LEE ACQUISITION,900099,12328941,12328941
201810679349300106,860711495,Other income,611600,16979,16979
201801009349300225,560529953,GAIN FROM FIRE DAMAGE OF ASSET,611310,1346998,1346998
201801009349300225,560529953,BOOKSTORE,611310,6000,6000
201830479349300103,550788917,MANAGEMENT FEES,44789,44789
201830479349300103,550788917,LICENSING AND ROYALTY INCOME,11019,11019
201830479349300103,550788917,OTHER INCOME,1500,1500
201800669349300765,150533545,OTHER,309492,309492
201800669349300765,150533545,CONFERENCE SERVICES,561499,298842,298842
201820679349300207,541911091,Other,900099,21911,21911
201820679349300007,452475221,MEMBERSHIP DUES,900099,95000,95000
201840249349301509,860294012,MISCELLANEOUS REVENUE,686637,686637
201800199349300900,310840764,OTHER INCOME,900099,118774,118774
201840549349300914,233069199,MISCELLANEOUS INCOME,900099,4087,4087
201820789349300017,930845182,MISCELLANEOUS,900099,8907,8907
201840249349301409,381393841,EVENT REVENUE,900099,246405,158795,87610
201840549349300109,231352652,Conferences,900099,479915,479915
201840549349300109,231352652,Facilities Rent - Other,900099,162354,162354
201840549349300109,231352652,ALUMNI EVENT INCOME,900099,140495,140495
201830999349300328,630288811,GAIN ON EXTINGUISHMENT OF DEBT,611710,12527825,12527825
201801019349301035,750926755,Perkins Fees,522291,40576,40576
201801019349301035,750926755,ADVERTISING REVENUE,541800,10000,10000
201801019349301035,750926755,PASS-THROUGH INCOME,900099,7119,7119
201811029349301301,042199867,DAYCARE,624410,807029,807029
201811029349301301,042199867,FACILITIES REVENUE,900099,579776,579776
201811029349301301,042199867,SPORTS CAMP REVENUE,900099,543486,543486
201800599349301500,350868096,HORNER CENTER MEMBERSHIPS,713940,31791,31791
201830819349301113,204741060,OTHER REVENUE,128641,128641
201820629349300007,521859814,MISCELLANEOUS,611710,46521,46521
201840999349300324,042104149,parking,812930,290,290
201840999349300304,240795506,endowment drawdowns,900099,1886837,1886837
201840999349300304,240795506,Camp Revenue,900099,24805,24805
201840999349300304,240795506,ALUMNI HOMECOMING INC,900099,24549,24549
201840539349300509,800957275,OTHER INCOME,900099,38860,38860
201801019349300235,362167770,Glen Rowan Guest House,721000,206785,0,206785,0
201801019349300235,362167770,Print Shop,323100,2982,0,2982,0
201801019349300235,362167770,Ice Rink Rental and Sports Center,713900,322126,0,322126,0
201820969349300722,580566205,AUXILIARY SERVICES,900099,22147827,22147827
201820969349300722,580566205,OTHER INCOME,900099,3493131,3493131
201820509349300912,362166964,CONFERENCE REVENUE,900099,622135,622135
201820509349300912,362166964,MUSIC BY THE LAKE,900099,248104,248104
201800809349300735,420680400,Present Value Adjustment,900099,18027,18027,0,0
201800809349300735,420680400,Iowa Historic Preservation Tax Credit,900099,3342300,0,0,3342300
201800609349300825,260704109,Miscellaneous Income,900099,378,378
201830519349301353,610660795,OTHER INCOME,611600,287089,287089
201800959349300510,461256842,ANNUAL MEETING,900099,4140,4140
201820509349300232,362515868,Conf. Services & Other,721000,14045,14045
201830529349300828,942356338,Miscellaneous,900099,52561,52561
201830529349301123,042271070,MISCELLANEOUS,611600,10555,742,9813
201840549349300814,370864020,Housing,721310,3495600,3495600,0,0
201840549349300814,370864020,Auxiliary Sales Unrelated,451211,120294,0,120294,0
201800609349300110,231352692,CHILD CARE,624410,172503,172503
201800609349300110,231352692,CONFERENCES,611170,125930,60185,65745
201800609349300110,231352692,FEES AND FINES,900099,25565,25565
201800609349300130,340714681,SPINNAKER GLOBAL EMERGING,236000,6356,6356
201800609349300130,340714681,RIVERSIDE CAPITAL APPRECIATION,236000,-286,-286
201800609349300130,340714681,HEARTLAND MANATEE RIVERFRONT,236000,574,574
201810949349300111,231352621,Miscellaneous sales and services,900099,539767,0,0,539767
201810949349300111,231352621,Miscellaneous fees,900099,49133,0,0,49133
201810949349300111,231352621,Vending income,900099,43892,0,0,43892
201800949349301000,042103585,Miscellaneous Income,900099,85383,85383
201800949349301000,042103585,alumni events,900099,4804,4804
201820749349300817,850365964,MISCELLANEOUS INCOME,611600,142864,142864
201830859349300533,362581098,MISCELLANEOUS INCOME,900004,826,826
201840959349300959,910236600,Settlement Income,900099,2306475,2306475
201830719349300503,131632522,PARKING LOT REVENUE,900099,63815,63815
201830719349300503,131632522,MISC. REVENUE,900099,51329,51329
201840619349301039,480543772,All other Misc Revenue,900099,567650,567650
201840619349301039,480543772,Transcript Fees,611710,39367,39367
201840619349301039,480543772,Commissions,541900,7189,7189
201820949349300602,760690847,Other,900099,16921,16921
201810609349301406,930634049,Billing Fees,611310,17815,0,0,17815
201810609349301406,930634049,Library Fees,611310,8276,0,0,8276
201840999349300679,250965376,LIFE INSURANCE COMMISSIONS,900099,179,179
201831009349300933,510198454,Scholarships,813000,44000,44000
201831009349300933,510198454,Other income,813000,1364,1364
201810799349300426,731679393,INTEREST INCOME,3,3
201810769349300706,030482006,CHANGE IN SPLIT INT AGREEMENT,611710,145693,145693
201831079349300238,030179424,STUDENT LOAN INTEREST,900099,188496,188496
201810879349301001,311601569,OTHER INCOME,900099,30127,30127
201830649349300608,240795406,SUMMER CAMPS/CONFeReNCES,611710,250132,63713,186419
201830649349300608,240795406,OUTSIDE PRINTING REVENUE,561439,83007,83007
201830649349300608,240795406,STUDENT PARKING/FINES,812930,74257,74257
201830649349300448,160743942,OTHER INCOME,531190,991799,988718,3081
201830899349300213,560556753,MISCELLANEOUS,611710,685797,685797
