object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201703429349300000,010802914,CSU Channel Islands Site Authority,One University Drive,Camarillo,CA,93012,770578923,Legislative Body,CA,St Agency,N/A,false
201703189349308560,581418202,Augusta University,1120 15TH STREET,AUGUSTA,GA,30912,586002053,institution of higher education and research university,GA,115(1),N/A,0
201713189349306656,980148939,University of Auckland Foundation,19A Princes Street,Auckland,NZ,1001,Reg Charity,NZ,UOA,true
201713199349303801,160743900,Alfred University Housing Corporation,One Saxon Drive,Alfred,NY,14802,166052251,Rental Housing for University Students,NY,501 (c) (2),Alfred University,1
201713199349303801,160743900,Saxon Inn Inc,One Saxon Drive,Alfred,NY,14802,160960711,Provides Services/Sells Beverages,NY,501 (c)(7),Alfred University,1
201713199349303801,160743900,Alfred University Research Fdn Inc,One Saxon Drive,Alfred,NY,14802,161063285,Auxiliary of reporting,NY,501 (c)(3),Line 2,Alfred University,1
201743189349312639,231352008,The American College Foundation,270 S Bryn Mawr Avenue,Bryn Mawr,PA,19010,233015130,Solicit and manage funds for the benefit of The American College,PA,501(c)(3),Line 11,The American College,0
201743179349306289,230973290,THE REGENCY FOUNDATION,200 MANOR AVE,LANGHORNE,PA,19047,232795443,FINANCIAL PLANNING,PA,501C(3),11A,1
201713199349300126,550753754,CAMC Health System Inc,PO Box 1547,Charleston,WV,253261547,550664138,Parent Company,WV,501(c)(3),"Line 12c, III-FI",N/A,0
201713199349300126,550753754,Charleston Area Medical Center Inc,PO Box 1547,Charleston,WV,253261547,550526150,Hospital,WV,501(c)(3),Line 3,CAMC Health System Inc,1
201713199349300126,550753754,CAMC Foundation Inc,PO Box 1547,Charleston,WV,253261547,310887133,Fundraising,WV,501(c)(3),Line 7,CAMC Health System Inc,1
201703149349304050,203185510,ED FOUNDATION,1606 NILES ROAD,AUSTIN,TX,78703,742804730,GRANT-MAKING TO PUBLIC CHARITIES,TX,501(C)(3),170(B)(1)(B),NONE,0
201703179349307890,680298406,University of Northern California Found,1129 Industrial Avenue 107,Petaluma,CA,94954,311672486,Support university,501c3,11b,NA,false
201703179349304495,462693612,SOUTH DAKOTA BOARD OF REGENTS,306 EAST CAPITOL AVE STE 200,PIERRE,SD,57501,466000364,GOVERN THE SYSTEM OF PUBLIC HIGHER EDUCATION IN THE STATE OF SOUTH DAKOTA,SD,N/A,0
201703189349308925,480543728,STERLING FOUNDATION INC,125 W COOPER,STERLING,KS,67579,731635947,SUPPORT ST,KS,STERLING C,false
201703189349308925,480543728,ASSOCIATED COLLEGES OF CENTRAL KANS,210 S MAIN,MCPHERSON,KS,67460,486127349,EDUCATIONA,KS,NA,false
201713189349313481,351358522,FIRST BAPTIST CHURCH OF HAMMOND INDIANA INC,507 STATE ST,HAMMOND,IN,46320,351022949,CHURCH,IN,501c3,CHURCH,N/A,false
201713199349319176,566049935,WINGATE UNIVERSITY FOUNDATION,PO BOX 159,WINGATE,NC,28174,561559907,ORGANIZED SOLELY FOR THE BENEFIT OF WINGATE UNIVERSITY,NC,501(C)(3),"LINE 12A, I",WINGATE UNIVERSITY,1
201723489349300207,620548913,CUMBERLAND PRESBYTERIAN CHURCH,8207 TRADITIONAL PLACE,CORDOVA,TN,38016,621841762,MISSIONARY,TN,LINE 1,N/A,0
201733189349308343,201612906,LONGWOOD UNIVERSITY,201 HIGH STREET,FARMVILLE,VA,23909,546001788,HIGHER ED,VA,STATE,6,NA,false
201723389349300157,590624459,THE CHISELERS INC,PO BOX 13895,TAMPA,FL,33681,596200154,SUPPORT OF UT,FL,501(c)(3),Type III-FI,NA,false
201733189349311103,421351526,ALLEN COLLEGE,1825 LOGAN AVENUE,WATERLOO,IA,50703,421351526,EDUCATE AND DEVELOP HEALTHCARE PROFESSIONALS,IA,501(C)(3),170(B)(1) (A)(II),ALLEN HEALTH SYSTEMS INC,0
201733189349311103,421351526,ALLEN HEALTH SYSTEMS INC,1825 LOGAN AVENUE,WATERLOO,IA,50703,421201924,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,ALLEN MEMORIAL HOSPITAL CORPORATION,1825 LOGAN AVENUE,WATERLOO,IA,50703,420698265,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),ALLEN HEALTH SYSTEMS INC,0
201733189349311103,421351526,ANAMOSA AREA AMBULANCE SERVICE,101 GRANT WOOD DRIVE,ANAMOSA,IA,52205,421466284,PROVIDE AMBULANCE SERVICES,IA,501(C)(3),509(A)(2),ST LUKE'SJONES REGIONAL MEDICAL CENTER,0
201733189349311103,421351526,BLACK HAWK-GRUNDY MENTAL HEALTH CENTER INC,3251 WEST NINTH STREET,WATERLOO,IA,50702,420733463,MENTAL HEALTH CARE,IA,501(C)(3),170(B)(1) (A)(VI),ALLEN HEALTH SYSTEMS INC,0
201733189349311103,421351526,CENTRAL IOWA HEALTH PROPERTIES CORPORATION,1200 PLEASANT STREET,DES MOINES,IA,50309,421233759,PROPERTY HOLDING COMPANY,IA,501(C)(2),CENTRAL IOWA HEALTH SYSTEM,0
201733189349311103,421351526,CENTRAL IOWA HEALTH SYSTEM,1200 PLEASANT STREET,DES MOINES,IA,50309,421189791,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,CENTRAL IOWA HOSPITAL CORPORATION,1200 PLEASANT STREET,DES MOINES,IA,50309,420680452,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),CENTRAL IOWA HEALTH SYSTEM,0
201733189349311103,421351526,DES MOINES AREA MEDICAL EDUCATION CONSORTIUM INC,1415 WOODLAND AVE SUITE 130,DES MOINES,IA,50309,421412497,COORDINATION OF MEDICAL EDUCATION PROGRAMS,IA,501(C)(3),"509(A)(3), TYPE III",0
201733189349311103,421351526,FINLEY TRI-STATES HEALTH GROUP INC,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,421307495,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,FRIENDS OF THE BLACK HAWK-GRUNDY MENTAL HEALTH CENTER,3820 HILLSIDE DRIVE,CEDAR FALLS,IA,50613,421372380,CHARITABLE FUNDRAISING,IA,501(C)(3),170(B)(1) (A)(VI),ALLEN HEALTH SYSTEMS INC,0
201733189349311103,421351526,HULT CENTER FOR HEALTHY LIVING INC,5409 N KNOXVILLE AVE,PEORIA,IL,61614,363510390,HEALTH EDUCATION TO THE COMMUNITY,IL,501(C)(3),170(B)(1) (A)(VI),PROCTOR HOSPITAL,0
201733189349311103,421351526,IOWA HEALTH FOUNDATION,1415 WOODLAND AVE SUITE E-200,DES MOINES,IA,50309,421467682,CHARITABLE FUNDRAISING,IA,501(C)(3),170(B)(1) (A)(VI),CENTRAL IOWA HEALTH SYSTEM,0
201733189349311103,421351526,IOWA HEALTH SYSTEM,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,421435199,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE III",0
201733189349311103,421351526,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8101 BIRCHWOOD COURT,JOHNSTON,IA,50131,421411630,PRIMARY HEALTH CARE SERVICES,IA,501(C)(3),170(B)(1) (A)(III),IOWA HEALTH SYSTEM,0
201733189349311103,421351526,MEMORIAL FOUNDATION OF ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,421201138,CHARITABLE FUNDRAISING,IA,501(C)(3),170(B)(1) (A)(VI),ALLEN HEALTH SYSTEMS INC,0
201733189349311103,421351526,MERITER FOUNDATION INC,202 SOUTH PARK STREET,MADISON,WI,53715,237098688,CHARITABLE FUNDRAISING,WI,501(C)(3),170(B)(1) (A)(VI),MERITER HEALTH SERVICES INC,0
201733189349311103,421351526,MERITER HEALTH SERVICES INC,202 SOUTH PARK STREET,MADISON,WI,53715,391412318,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,WI,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,MERITER HOSPITAL INC,202 SOUTH PARK STREET,MADISON,WI,53715,390806367,HOSPITAL,WI,501(C)(3),170(B)(1) (A)(III),MERITER HEALTH SERVICES INC,0
201733189349311103,421351526,MERITER MEDICAL GROUP INC,202 SOUTH PARK STREET,MADISON,WI,53715,050545222,SUPPORT SERVICES FOR MEDICAL CARE AND HEALTH SERVICES,WI,501(C)(3),"509(A)(3), TYPE II",MERITER HOSPITAL INC,0
201733189349311103,421351526,METHODIST HEALTH SERVICES CORPORATION,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,371111135,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IL,501(C)(3),"509(A)(3), TYPE III",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,METHODIST MEDICAL CENTER FOUNDATION,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,510186460,CHARITABLE FUNDRAISING,IL,501(C)(3),170(B)(1) (A)(VI),METHODIST HEALTH SERVICES CORPORATION,0
201733189349311103,421351526,METHODIST MEDICAL CENTER OF ILLINOIS,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,370661223,HOSPITAL,IL,501(C)(3),170(B)(1) (A)(III),METHODIST HEALTH SERVICES CORPORATION,0
201733189349311103,421351526,METHODIST SERVICES INC,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,371111134,OFFICE RENTAL,IL,501(C)(3),509(A)(2),METHODIST HEALTH SERVICES CORPORATION,0
201733189349311103,421351526,NELLIE R SHERWOOD TRUST,1026 A AVENUE NE,CEDAR RAPIDS,IA,52402,426061621,PAY MEDICAL BILLS OF RETIRED TEACHERS UNABLE TO PAY,IA,501(C)(3),"509(A)(3), TYPE I",ST LUKE'S METHODIST HOSPITAL,0
201733189349311103,421351526,NORTH CENTRAL IOWA MENTAL HEALTH CENTER INCORPORATED,720 KENYON DRIVE,FORT DODGE,IA,50501,420937390,MENTAL HEALTH CARE,IA,501(C)(3),170(B)(1) (A)(III),TRINITY HEALTH SYSTEMS INC,0
201733189349311103,421351526,NORTHWEST IOWA HOSPITAL CORPORATION,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,421019872,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),ST LUKE'S HEALTH SYSTEM INC,0
201733189349311103,421351526,PROCTOR HEALTH CARE INCORPORATED,5409 N KNOXVILLE AVE,PEORIA,IL,61614,371133412,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IL,501(C)(3),170(B)(1) (A)(III),METHODIST HEALTH SERVICES CORPORATION,0
201733189349311103,421351526,PROCTOR HEALTH SYSTEMS,5409 N KNOXVILLE AVE,PEORIA,IL,61614,364147437,PRIMARY HEALTH CARE SERVICES,IL,501(C)(3),170(B)(1) (A)(III),PROCTOR HEALTH CARE INCORPORATED,0
201733189349311103,421351526,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61614,370681540,HOSPITAL,IL,501(C)(3),170(B)(1) (A)(III),PROCTOR HEALTH CARE INCORPORATED,0
201733189349311103,421351526,SELF INSURANCE TRUST AGREEMENT EST BY METHODIST MEDICAL CENTER OF ILLINOIS,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,376181831,FUND SELF-INSURANCE PLAN,IL,501(C)(3),"509(A)(3), TYPE I",METHODIST MEDICAL CENER OF ILLINOIS,0
201733189349311103,421351526,SHARED MAGNETIC RESONANCE IMAGING FACILITY INC,1104 JOHN NOLEN DRIVE,MADISON,WI,53713,391534744,MEDICAL TECHNOLOGY,WI,501(C)(3),"509(A)(3), TYPE I",0
201733189349311103,421351526,SIOUXLAND PACE INC,313 COOK STREET,SIOUX CITY,IA,51103,261120134,ALL-INCLUSIVE CARE FOR THE ELDERLY,IA,501(C)(3),170(B)(1) (A)(III),ST LUKE'S HEALTH SYSTEM INC,0
201733189349311103,421351526,ST LUKE'S HEALTH RESOURCES,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,421059182,OUTPATIENT CLINICS AND HEALTHCARE SERVICES,IA,501(C)(3),509(A)(2),ST LUKE'S HEALTH SYSTEM INC,0
201733189349311103,421351526,ST LUKE'S HEALTH SYSTEM INC,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,421294091,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE III",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,ST LUKE'S HEALTHCARE,1026 A AVENUE NE,CEDAR RAPIDS,IA,52402,421487968,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,ST LUKE'S METHODIST HOSPITAL,1026 A AVENUE NE,CEDAR RAPIDS,IA,52402,420504780,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),ST LUKE'S HEALTHCARE,0
201733189349311103,421351526,ST LUKE'SJONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,421487967,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),ST LUKE'S HEALTHCARE,0
201733189349311103,421351526,STL CARE COMPANY,1026 A AVENUE NE,CEDAR RAPIDS,IA,52402,421276632,IMPROVE PUBLIC HEALTH SERVICES,IA,501(C)(3),509(A)(2),ST LUKE'S HEALTHCARE,0
201733189349311103,421351526,THE DUBUQUE VISITING NURSE ASSOCIATION,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,420680410,PUBLIC HEALTH SERVICES/HOME CARE,IA,501(C)(3),509(A)(2),FINLEY TRI-STATES HEALTH GROUP INC,0
201733189349311103,421351526,THE FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,420680354,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),FINLEY TRI-STATES HEALTH GROUP INC,0
201733189349311103,421351526,THE ROBERT YOUNG CENTER FOR COMMUNITY MENTAL HEALTH,2701 17TH STREET,ROCK ISLAND,IL,61201,363678909,MENTAL HEALTH CARE,IL,501(C)(3),170(B)(1) (A)(VI),TRINITY REGIONAL HEALTH SYSTEM,0
201733189349311103,421351526,TRIMARK PHYSICIANS GROUP,802 KENYON ROAD,FORT DODGE,IA,50501,453791448,SUPPORT SERVICES FOR MEDICAL CARE AND HEALTH SERVICES,IA,501(C)(3),170(B)(1) (A)(III),TRINITY HEALTH SYSTEMS INC,0
201733189349311103,421351526,TRINITY BUILDING CORPORATION,802 KENYON ROAD,FORT DODGE,IA,50501,421376187,PROPERTY HOLDING COMPANY,IA,501(C)(2),TRINITY HEALTH SYSTEMS INC,0
201733189349311103,421351526,TRINITY COLLEGE OF NURSING & HEALTH SCIENCES,2122 25TH AVE,ROCK ISLAND,IL,61201,810994377,EDUCATE AND DEVELOP HEALTHCARE PROFESSIONALS,IL,501(C)(3),170(B)(1) (A)(II),TRINITY MEDICAL CENTER,0
201733189349311103,421351526,TRINITY HEALTH FOUNDATION,802 KENYON ROAD,FORT DODGE,IA,50501,421222381,CHARITABLE FUNDRAISING,IA,501(C)(3),170(B)(1) (A)(VI),TRINITY HEALTH SYSTEMS INC,0
201733189349311103,421351526,TRINITY HEALTH FOUNDATION,2701 17TH STREET,ROCK ISLAND,IL,61201,363321751,CHARITABLE FUNDRAISING,IL,501(C)(3),170(B)(1) (A)(VI),TRINITY REGIONAL HEALTH SYSTEM,0
201733189349311103,421351526,TRINITY HEALTH SYSTEMS INC,802 KENYON ROAD,FORT DODGE,IA,50501,421222877,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,TRINITY MEDICAL CENTER,2701 17TH STREET,ROCK ISLAND,IL,61201,362739299,HOSPITAL,IL,501(C)(3),170(B)(1) (A)(III),TRINITY REGIONAL HEALTH SYSTEM,0
201733189349311103,421351526,TRINITY REGIONAL HEALTH SYSTEM,2701 17TH STREET,ROCK ISLAND,IL,61201,363351952,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IL,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201733189349311103,421351526,TRINITY REGIONAL HOSPITAL AUXILIARY,802 KENYON ROAD,FORT DODGE,IA,50501,426081474,CHARITABLE FUNDRAISING AND VOLUNTEER SERVICES,IA,501(C)(3),509(A)(2),TRINITY REGIONAL MEDICAL CENTER,0
201733189349311103,421351526,TRINITY REGIONAL MEDICAL CENTER,802 KENYON ROAD,FORT DODGE,IA,50501,421009175,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),TRINITY HEALTH SYSTEMS INC,0
201733189349311103,421351526,UNITY HEALTHCARE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,420680337,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),TRINITY REGIONAL HEALTH SYSTEM,0
201733189349311103,421351526,UNITY HEALTHCARE FOUNDATION,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,421525031,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE I",TRINITY REGIONAL HEALTH SYSTEM,0
201733189349311103,421351526,UNITYPOINT AT HOME,11333 AURORA AVENUE,URBANDALE,IA,50322,421477471,HOME HEALTH CARE,IA,501(C)(3),509(A)(2),IOWA HEALTH SYSTEM,0
201733189349311103,421351526,UNITYPOINT HEALTH AT WORK,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,810872241,EMPLOYER ONSITE MEDICAL SERVICES AND OCCUPATIONAL MEDICINE,IA,501(C)(3),170(B)(1) (A)(III),IOWA HEALTH SYSTEM,0
201723479349300827,350869063,OAKLAND CITY UNIVERSITY FOUNDATION,143 N LUCRETIA,OAKLAND CITY,IN,47660,237442945,FUNDRAISING-INACTIVE,IN,501(C)(3),LINE 5,N/A,0
201723429349300512,560530240,Webber International University,1201 N Scenic Hwy,Babson Park,FL,33827,592139553,Four Year University,FL,501(c)(3),Member Corporation,N/A,0
201713149349301601,136171197,THE MOUNT SINAI MEDICAL CENTER INC,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,136271888,SUPPORT,NY,501(C)(3),12 TYPE II,MSHS,true
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,131624096,HOSPITAL,NY,501(C)(3),3,MSHG,true
201713149349301601,136171197,MITRAL FOUNDATION,1190 FIFTH AVENUE,NEW YORK,NY,10029,800468600,RESEARCH,NY,501(C)(3),12 TYPE I,ISMMS,true
201713149349301601,136171197,THE MOUNT SINAI CHILDREN'S CENTER FND,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,223059294,SUPPORT,NY,501(C)(3),12 TYPE I,ISMMS,true
201713149349301601,136171197,MSMC REALTY CORPORATION,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,133852596,REAL ESTATE,NY,501(C)(3),12 TYPE I,SEE PART VII,true
201713149349301601,136171197,MSMC RESIDENTIAL REALTY LLC,1425 MADISON AVENUE,NEW YORK,NY,10029,200244426,REAL ESTATE,NY,501(C)(3),12 TYPE I,SEE PART VII,true
201713149349301601,136171197,MOUNT SINAI DIAG & TREATMENT CENTER,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,450537391,DIAG CLINIC,NY,501(C)(3),3,MSH,true
201713149349301601,136171197,MSMC RESIDENTIAL REALTY MANAGER INC,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,201289396,MGMT,NY,501(C)(3),12 TYPE II,SEE PART VII,true
201713149349301601,136171197,VALENTIN FUSTER MT SINAI FND SCI HLTH,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,800952088,SUPPORT,NY,501(C)(3),12 TYPE I,ISMMS & MSH,true
201713149349301601,136171197,MOUNT SINAI HEALTH SYSTEM INC,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,464248304,HOLDING CO,NY,501(C)(3),12 TYPE II,NA,false
201713149349301601,136171197,MOUNT SINAI HOSPITAL GROUP INC,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,464242915,HOLDING CO,NY,501(C)(3),12 TYPE II,MSHS,true
201713149349301601,136171197,CONTINUUM HEALTH PARTNERS INC,150 EAST 42ND STREET,NEW YORK,NY,10017,133939476,HOLDING CO,NY,501(C)(3),12 TYPE I,NA,false
201713149349301601,136171197,BIMC HOLDING CORPORATION,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,133444730,HOLDING CO,NY,501(C)(3),12 TYPE I,BIMC,true
201713149349301601,136171197,BETH ISRAEL AMBULATORY CARE SERVICES,150 EAST 42ND STREET,NEW YORK,NY,10017,133838460,SURGICENTER,NY,501(C)(3),3,BIMC HOLDCO,true
201713149349301601,136171197,BI NURSING HOME COMPANY,327 EAST 17TH STREET,NEW YORK,NY,10003,133627753,NURSING HOME,NY,501(C)(3),3,BIMC HOLDCO,true
201713149349301601,136171197,EAST 17TH STREET PROPERTIES INC,150 EAST 42ND STREET,NEW YORK,NY,10017,133547502,REAL ESTATE,NY,501(C)(3),10,BIMC HOLDCO,true
201713149349301601,136171197,THE LONG ISLAND COLLEGE HOSPITAL,150 EAST 42ND STREET,NEW YORK,NY,10017,111018985,HOSPITAL,NY,501(C)(3),3,CHP,false
201713149349301601,136171197,ST LUKE'S-ROOSEVELT HOSPITAL CENTER,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,132997301,HOSPITAL,NY,501(C)(3),3,MSHG,true
201713149349301601,136171197,AUGUSTUS & JAMES CORPORATION,150 EAST 42ND STREET,NEW YORK,NY,10017,133392851,REAL ESTATE,NY,501(C)(3),12 TYPE I,SLR,true
201713149349301601,136171197,ST LUKE'S-ROOSEVELT INSTITUTE FOR HEALTH,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,132914343,RESEARCH,NY,501(C)(3),4,SLR,true
201713149349301601,136171197,NEW YORK EYE AND EAR INFIRMARY,310 EAST 14TH STREET,NEW YORK,NY,10003,135562304,HOSPITAL,NY,501(C)(3),3,MSHG,true
201713149349301601,136171197,NEW YORK EYE & EAR INFIRMARY FNDN,310 EAST 14TH STREET,NEW YORK,NY,10003,134012469,PRIVATE FDN,NY,501(C)(3),PF,NYEE,true
201713149349301601,136171197,NYEEI HOUSING COMPANY INC,317-327 EAST 13TH STREET,NEW YORK,NY,10003,311696826,REAL ESTATE,NY,501(C)(2),N/A,NYEE,true
201713149349301601,136171197,BETH ISRAEL MEDICAL CENTER FDN INC,150 EAST 42ND STREET,NEW YORK,NY,10017,300571387,FUNDRAISING,NY,501(C)(3),7,BIMC,true
201713149349301601,136171197,ST LUKE'S-ROOSEVELT HOSPITAL CENTER FDN,150 EAST 42ND STREET,NEW YORK,NY,10017,300571390,FUNDRAISING,NY,501(C)(3),7,SLR,true
201713149349301601,136171197,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,135564934,HOSPITAL,NY,501(C)(3),3,MSHG,true
201713149349301601,136171197,MOUNT SINAI HEALTH PARTNERS PC,150 EAST 42ND STREET 5TH FLR,NEW YORK,NY,10017,812057452,Healthcare,NY,501(C)(3),10,MSH,true
201723199349309337,810661056,GENERAL CONFERENCE OF SEVENTH-DAY ADVENTISTS,12501 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,520643036,CHURCH,MD,501(C)(3),1,N/A,0
