object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdDsrgrddEntts_EIN,IdDsrgrddEntts_PrmryActvtsTxt,IdDsrgrddEntts_LglDmclSttCd,IdDsrgrddEntts_TtlIncmAmt,IdDsrgrddEntts_EndOfYrAsstsAmt,DrctCntrllngEnttyNm_BsnssNmLn1Txt
201703189349301430,541863192,CNU WARWICK LLC,ONE UNIVERSITY PLACE,NEWPORT NEWS,VA,23606,542058737,REAL ESTATE HOLDING COMPANY,VA,CNU REAL ESTATE FOUNDATION
201703189349301430,541863192,RAPPAHANNOCK HALL AT CHRISTOPHER NEWPORT UNIVERSITY LLC,ONE UNIVERSITY PLACE,NEWPORT NEWS,VA,23606,REAL ESTATE HOLDING COMPANY,VA,2600001,41633034,CNU REAL ESTATE FOUNDATION
201703189349301430,541863192,UNIVERSITY PLACE RETAIL LLC,ONE UNIVERSITY PLACE,NEWPORT NEWS,VA,23606,REAL ESTATE HOLDING COMPANY,VA,22603,CNU REAL ESTATE FOUNDATION
201703189349301430,541863192,WARWICK PROPERTIES EAST LLC,ONE UNIVERSITY PLACE,NEWPORT NEWS,VA,23606,REAL ESTATE HOLDING COMPANY,VA,6000,131732,CNU REAL ESTATE FOUNDATION
201703189349301430,541863192,WESTMORELAND MARINA LLC,ONE UNIVERSITY PLACE,NEWPORT NEWS,VA,23606,REAL ESTATE HOLDING COMPANY,VA,12974,3311996,CNU REAL ESTATE FOUNDATION
201703049349300120,350715530,EDUCATION ONE,1 UNIVERSITY AVENUE,ANGOLA,IN,46703,350715530,EDUCATION,IN,377582,304958,TRINE UNIV
201703049349300120,350715530,INNOVATION ONE,1 UNIVERSITY AVENUE,ANGOLA,IN,46703,350715530,EDUCATION,IN,19139,4717,TRINE UNIV
201820329349301602,660177776,Empresas Interex Inc,PO BOX 195274,Hato Rey,PR,00918,660517257,Real Estate Operations,PR,63492,1019832,N/A
201820329349301602,660177776,Inter Agricola Corp,CALL BOX 10004,GUAYAMA,PR,00785,660859450,Agriculture,PR,1382,128763,N/A
201820089349300342,010211497,Elm City LLC,4120 Mayflower Hill,Waterville,ME,04901,473103849,Real Estate Development,ME,0,537000,The President & Trustees of Colby College
201820089349300342,010211497,Elm City 9 LLC,4120 Mayflower Hill,Waterville,ME,04901,474327488,Real Estate Development,ME,0,218000,The President & Trustees of Colby College
201820089349300342,010211497,Elm City 173 LLC,4120 Mayflower Hill,Waterville,ME,04901,474313598,Real Estate Development,ME,0,239000,The President & Trustees of Colby College
201820089349300342,010211497,Elm City 20 LLC,4120 Mayflower Hill,Waterville,ME,04901,474888049,Real Estate Development,ME,0,116000,The President & Trustees of Colby College
201820089349300342,010211497,Elm City 13 LLC,4120 Mayflower Hill,Waterville,ME,04901,475277633,Real Estate Development,ME,0,438000,The President & Trustees of Colby College
201820089349300342,010211497,Elm City 14 LLC,4120 Mayflower Hill,Waterville,ME,04901,810865849,Real Estate Development,ME,0,183000,The President & Trustees of Colby College
201713499349300956,596046500,FIT AVIATION LLC,FIT AVIATION LLC,801 HARRY GOODE WAY,MELBOURNE,FL,32901,593746142,FLIGHT INS,FL,6149513,3233670,NA
201713499349300956,596046500,FIT REALTY LLC,FIT REALTY LLC,150 W UNIVERSITY BLVD,MELBOURNE,FL,32901,REAL EST,FL,NA
201820329349300307,560657294,KING'S GRANT GOLF MANAGEMENT LLC,5400 RAMSEY STREET,FAYETTEVILLE,NC,28311,208176567,GOLF COURSE,NC,-135941,0,SINGLE MEMBER LLC WITH UNIVERSITY AS MEMBER
201820369349300447,150532239,Laurentian Properties LLC,23 Romoda Dr,Canton,NY,13617,200803478,hotel and restaurant,NY,3815770,5401159,St Lawrence University
201800329349300120,271870108,COLLEGE FOR CERTAIN LLC,1001 22ND AVENUE 100,OAKLAND,CA,94606,271870108,"HOLDS TITLE, MANAGES, OPERATES, LEASES PROPERTIES FOR ASPIRE PUBLIC SCHOOLS",CA,5359144,78797164,COLLEGE FOR CERTAIN INC
201800329349300120,271870108,COLLEGE FOR CERTAIN II LLC,1001 22ND AVENUE 100,OAKLAND,CA,94606,271870108,"HOLDS TITLE, MANAGES, OPERATES, LEASES PROPERTIES FOR ASPIRE PUBLIC SCHOOLS",CA,1354614,22378076,COLLEGE FOR CERTAIN INC
201830169349300628,560532303,TRI-STATE REAL PROPERTIES LLC,615 S DUPONT HIGHWAY,DOVER,DE,19901,260353244,REAL ESTATE,DE,57611,459000,ELON UNIVERSITY
201800089349300170,421457548,KRL SCIENCE MANAGEMENT,1609 GOLDEN ASPEN DRIVE SUITE 101,AMES,IA,50010,ADVANCING COMPUTATIONAL SCIENCE,IA,0,76975,THE KRELL INSTITUTE
201830449349301708,951744369,Azusa Pacific Holdings LLC,2575 E Camelback Road,Phoenix,AZ,85016,Real estate,AZ,0,0,N/A
201800249349301300,420680466,luther college wind energy project llc,700 college drive,decorah,IA,52101,352366881,production of electricity,IA,231372,2267003,luther college ventures inc
201742839349301309,350868181,Taylor Angel Fund LLC,236 West Read Ave,Upland,IN,46989,New business/research endeavors,IN,0,0,Taylor University
201830239349300723,237050293,THE WINERY AT KIRKWOOD LLC,6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,271418624,WINERY,IA,14145,82193,KIRKWOOD FACILITIES FOUNDATION
201820859349301112,640428676,Reformed Properties LLC,1231 Reformation Drive,Oviedo,FL,32765,270679756,Rental Real,FL,27809,909230,RTS
201800119349300615,540505892,E&H 1836 LLC,PO BOX 947,EMORY,VA,24327,811665557,REAL ESTATE LEASING,VA,0,59167870,EMORY & HENRY COLLEGE
201830669349300143,430356250,ATSUCHC-U LLC,5850 E STILL CIRCLE,MESA,AZ,85206,EDUCATION,AZ,0,0,ATSU
201800459349301225,250965576,TPR Development,75 College Avenue,Greenville,PA,16125,251401400,Natural Gas Well,PA,0,0,N/A
201800869349300905,160746864,SJFC PRIME CARE LLC,3690 EAST AVENUE,ROCHESTER,NY,14618,455594499,TO ADMINISTER GRANTS IN HEALTH-RELATED ACADEMIC PROGRAMS.,NY,122016,179859,ST JOHN FISHER COLLEGE
201800869349300905,160746864,ST JOHN FISHER REAL ESTATE LLC,3690 EAST AVENUE,ROCHESTER,NY,14618,160746864,TO ASSUME TITLE AND CERTAIN PROPERTY FROM THE COLLEGE,NY,0,0,ST JOHN FISHER COLLEGE
201840259349300034,593086453,UCF RESEARCH FOUNDATION REAL ESTATE LLC,12201 RESEARCH PARKWAY SUITE 501,ORLANDO,FL,328263257,REAL ESTATE,FL,UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION INC
201800449349301485,135596846,JUMP START LLC,3 DAG HAMMARSKJOLD PLAZA 8 FL,NEW YORK,NY,100172303,135596846,THIS LLC OWNS A 1/3 INTEREST IN LIBANCERT SARL & HEALTHY BASKET SARL,DE,13773,23561,AMERICAN UNIVERSITY OF BEIRUT
201800449349301485,135596846,START UP LLC,3 DAG HAMMARSKJOLD PLAZA 8 FL,NEW YORK,NY,100172303,135596846,THIS LLC OWNS A 1/3 INTEREST IN LIBANCERT SARL & HEALTHY BASKET SARL,DE,13773,23561,AMERICAN UNIVERSITY OF BEIRUT
201800449349301485,135596846,NEW IDEAS LLC,3 DAG HAMMARSKJOLD PLAZA 8 FL,NEW YORK,NY,100172303,135596846,THIS LLC OWNS A 1/3 INTEREST IN LIBANCERT SARL & HEALTHY BASKET SARL,DE,13773,23561,AMERICAN UNIVERSITY OF BEIRUT
201820729349300307,750851900,ACU Management LLC,1600 Campus Court,Abilene,TX,79699,571136730,General partner of ACU Foundation Limited,TX,192060,N/A
201810749349300911,350867954,Anderson University Properties LLC,1100 E 5th St,Anderson,IN,46012,472075850,Hold property for new dorm,IN,0,8369085,Anderson University
201820889349300107,741159753,TR UA GEORGE AND SID JONES TRUST #0842,COMMUN BANK AND TRUST PO BOX 2303,WACO,TX,76703,746157568,GRANTOR TRUST IN SUPPORT OF BAYLOR,TX,45439,889157,BAYLOR UNIVERSITY
201820889349300107,741159753,MARY ANN KOKERNOT LAWRENCE LACY TRUST,COMM BANK AND TRUST PO BOX 2303,WACO,TX,76703,GRANTOR TRUST IN SUPPORT OF BAYLOR,TX,0,458393,BAYLOR UNIVERSITY
201820579349301152,231352668,4605 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201820579349301152,231352668,4107 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201820579349301152,231352668,4203 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201820579349301152,231352668,4300 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201820579349301152,231352668,Kingsessing Realty LLC,600 South 43rd Street,Philadelphia,PA,19104,233067213,Real Estate,PA,30089,2370958,USciences
201820659349300437,231352641,GETTYSBURG HOTEL MANAGEMENT LLC,300 NORTH WASHINGTON STREET,GETTYSBURG,PA,17325,412224678,REAL ESTATE,PA,594195,2572602,GETTYSBURG C
201820659349300437,231352641,GETTYSBURG GREAT PRODUCTIONS LLC,300 NORTH WASHINGTON STREET,GETTYSBURG,PA,17325,900845620,FILM PRDN,PA,7868,411780,GETTYSBURG C
201821029349300147,741143128,St Mary's Holdings Inc,One Camino Santa Maria,San Antonio,TX,78228,455275423,Support,TX,1224000,21528000,St Mary's U
201841009349300219,410795255,Mokahum Training Center,1600 Oak Hills Road SW,Bemidji,MN,56601,Discipleship Training Center,MN,19250,217500,Oak Hills Fellowship
201811019349301311,941156628,USF EDUCATIONAL CONSULTING (CHINA) CO,C/O USF 2130 FULTON STREET,SAN FRANCISCO,CA,941171080,981046669,RECRUITING; FUNDRAISING,CH,-14122,473254,UNIVERSITY OF SAN FRANCISCO
201811019349301311,941156628,USF MANILA INC,C/O USF 2130 FULTON STREET,SAN FRANCISCO,CA,941171080,981046690,INSTRUCTION,RP,-4989,51929,UNIVERSITY OF SAN FRANCISCO
201800669349300765,150533545,GREEN & WHITE HOSPITALITY LLC,PO BOX 265,PAUL SMITHS,NY,12970,452110175,HOSPITALIT,DE,2252,PAUL SMITH,COLLEGE
201800199349300900,310840764,Chatfield FM Property LLC,20918 State Route 251,St Martin,OH,45118,471061694,"To invest in 1544 Central Parkway, LLC, which will develop and own property",OH,-362,1843780,Chatfield College
201830729349300643,530196549,American Univ at Connecticut Ave LLC,4400 Massachusetts Ave NW,Washington,DC,20016,455294959,Real Estate,DC,0,AU
201830999349300328,630288811,Birmingham-Southern Real Estate Holding,900 Arkadelphia Road,Birmingham,AL,35254,205391329,Real Estate,AL,2396203,19627683,BSC
201831029349300243,410695524,Tennis and Life Camps LLC,800 West College Avenue,Saint Peter,MN,56082,Summer Camp,MN,923477,698610,N/A
201800599349301500,350868096,OLD MILL LLC,495 COLLEGE AVENUE,HANOVER,IN,47243,351920556,CATERING,IN,9064,1000,HANOVER COLL
201840999349300304,240795506,WU REAL ESTATE LLC,170 S FRANKLIN STREET,WILKES BARRE,PA,18766,205799312,STUDENT RENTAL,PA,27720,11335060,WILKES UNIVERSITY
201840999349300304,240795506,SOUTH CITY PROPERTIES LLC,84 W SOUTH STREET,WILKES BARRE,PA,18766,352497851,REAL ESTATE,PA,0,185167,WILKES UNIVERSITY
201840999349300304,240795506,RASM ENTERPRISE LLC,84 W SOUTH STREET,WILKES BARRE,PA,18766,465148017,REAL ESTATE,PA,0,0,WILKES UNIVERSITY
201800609349300130,340714681,THE 1886 COMPANY LTD LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,1444950,11269052,Y
201800609349300130,340714681,CURA PERSONALIS LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,688405,3522183,Y
201800609349300130,340714681,IGNATIUS LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,482819,2006233,Y
201800609349300130,340714681,INIGO LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,270325,1041058,Y
201800609349300130,340714681,LOYOLA LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,640390,2449762,Y
201800609349300130,340714681,MANRESA LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,204215,1009661,Y
201840619349301039,480543772,Ottawa Investment Management Services,1001 S Cedar 20,Ottawa,KS,66067,480543772,Investment,KS,0,0,Ottawa Univ
201830649349300608,240795406,MU REAL ESTATE LLC,301 LAKE STREET,DALLAS,PA,18612,813351641,REAL ESTATE HOLDING COMPANY,PA,0,16188,MISERICORDIA UNIVERSITY
201830899349300213,560556753,REESE HOLDINGS LLC,PO BOX 7164,HICKORY,NC,28603,560556753,HOLDING OF CONTRIBUTED REAL ESTATE,NC,0,663000,LENOIR RHYNE UNIVERSITY INC
201830899349300118,570967350,ITOLOGY,202 OSBORNE ADMINistration bldg,columbia,SC,29208,570967350,it education,SC,302263,0,SCRF
201830899349300118,570967350,Health Sciences Health Improvement LLC,1320 Main Street Suite 625,Columbia,SC,29201,202849804,HEALTHCARE,SC,0,0,SCRF
201800719349300240,231413680,PENNSYLVANIA EAR INSTITUTE,8380 OLD YORK ROAD,ELKINS PARK,PA,19027,202888384,HEALTHCARE,PA,160100,34421,SALUS UNIVERSITY
201800649349300620,956002998,VU HOLDINGS LLC,55 FAIR DRIVE,COSTA MESA,CA,92626,HOLDING OF ASSETS - OIL/GAS,CA,40435,1847,VANGUARD UNIVERSITY OF SO CAL
201800969349300345,930386972,Willamette Angel Fund LLC,900 State Street,Salem,OR,97301,271638088,Investment,OR,-7327,478661,Willamette University
201800969349300345,930386972,Willamette Angel Fund Conference 2010 LLC,900 State Street,salem,OR,97301,273724001,Investment,OR,0,10400,Willamette Angel Fund LLC
201800969349300345,930386972,Willamette Angel Fund Conference 2011 LLC,900 State Street,salem,OR,97301,453417723,investment,OR,0,21075,Willamette Angel Fund LLC
201800969349300345,930386972,Willamette Angel Fund AthletePath LLC,900 State Street,salem,OR,97301,371816514,investment,OR,0,32500,Willamette Angel Fund LLC
201811029349300016,237225104,Measure for Measure LLC,1209 Orange Street,Wilmington,DE,19801,237325104,To acquire & sell donated assets on behalf of NEC,DE,NEC
201810999349300221,581216007,LIFE STRATEGIC ACCELERATOR LLC,1269 BARCLAY CIRCLE,MARIETTA,GA,30060,383976566,investments,GA,0,0,LIFE UNIV
201801029349301355,570314406,Crusader Mountie LLC,PO BOX 332,Tigerville,SC,29688,471461194,Wastewater Treatment,SC,116010,584151,North Greenville Univ
201810819349301201,340714818,GOOD VENTURE ENTERPRISES LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE DORMITORY & SOCIAL SPACE FOR STUDENTS & GUESTS,OH,-814740,23897397,N/A
201810819349301201,340714818,GOOD VENTURE HIH LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,261329844,PROVIDE HOTEL/REST SVC & LIMITED DORM SPACE FOR STUDENTS/GUESTS,OH,1631002,3177430,N/A
201810819349301201,340714818,GOOD VENTURE BELLEVIEW,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,FUTURE DEVELOPMENT FOR CAMPUS EXPANSION,OH,0,2007865,N/A
201810819349301201,340714818,GOOD VENTURE PROPERTIES,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,DEVELOPMENT FOR CAMPUS EXPANSION,OH,989107,25898437,N/A
201810819349301201,340714818,GOOD VENTURE PARKVIEW CIRCLE LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE RESIDENTIAL AND ACADEMIC SPACE FOR STUDENTS,OH,18025,3550980,N/A
201810819349301201,340714818,GOOD VENTURE S8,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,474901471,PROVIDE HOTEL/REST SVC & LIMITED DORM SPACE FOR STUDENTS/GUESTS,OH,724301,4126498,N/A
201840609349300009,521010577,TAI FUNDING LLC,7750 MONTPELIER ROAD,LAUREl MD,MD,20723,204828055,real property,MD,maryland University of INtegrative Health INc
201820549349300637,390477970,Historic Holdings LLC,1025 N Broadway,Milwaukee,WI,53202,"Acquire, own, operate MSOE property",WI,288010,3107852,Milwaukee School of Engineering
201820549349300637,390477970,MSOE Properties LLC,1025 N Broadway,Milwaukee,WI,53202,"Acquire, own, operate MSOE property",WI,409600,Milwaukee School of Engineering
201830649349300718,520591694,39054 Maycroft Road LLC,2 College Hill,Westminster,MD,21157,471146278,Real Estate Holding,MD,0,190000,McDaniel College Inc
201830649349300718,520591694,23411 Hurry Road LLC,2 College Hill,Westminster,MD,21157,465021012,Real Estate Holding,MD,0,435000,McDaniel College Inc
201830649349300718,520591694,23656 Colton Point Road LLC,2 College Hill,Westminster,MD,21157,471122967,Real Estate Holding,MD,0,470000,McDaniel College Inc
201830649349300718,520591694,41450 Knight Road LLC,2 College Hill,Westminster,MD,21157,565039084,Real Estate Holding,MD,0,1200000,McDaniel College Inc
201830649349300718,520591694,22670 Budds Creek Road LLC,2 College Hill,Westminster,MD,21157,465014523,Real Estate Holding,MD,0,0,McDaniel College Inc
201810689349301256,364682140,Pacific Educational Resources,300 N Lone Hill,San Dimas,CA,91773,383911325,Online Educational,CA,0,0,Los Angeles Pacific University
201800609349301550,951643992,CHAPMAN UNIVERSITY CHARITABLE GIVING LLC,ONE UNIVERSITY DRIVE,ORANGE,CA,92866,330918653,FUNDRAISING,CA,1143130,14566167,CHAPMAN UNIV
201800749349300505,340714687,RAIDERS CORNER LLC,1972 CLARK AVE,ALLIANCE,OH,44601,340714687,RENTAL,OH,216490,1985707,MOUNT UNION
201800749349300505,340714687,RAIDERS PENN LLC,1972 CLARK AVE,ALLIANCE,OH,44601,340714687,REAL ESTATE,OH,340125,MOUNT UNION
201841359349301734,951642394,USC GATEWAY LLC,UNIVERSITY GARDENS - UGB203,LOS ANGELES,CA,90089,202108058,PROPERTY MGMT,CA,0,115582,USC
201841359349301734,951642394,USC VERDUGO HILLS HOSPITAL LLC,UNIVERSITY GARDENS - UGB205,LOS ANGELES,CA,90089,800912056,ACUTE CARE,CA,0,0,USC
201821349349302387,520591672,The Mount Club Inc,16300 Old Emmitsburg Road,Liquour Sales,MD,21272,520591672,Liquour Sales,MD,0,0,mount saint marys university
201801299349302025,221494434,FDU OF BRITISH COLUMBIA FOUNDATION,842 CAMBIE STREET,VANCOUVER,CA,V6B 2P6,EDUCATION,CA,12365946,23190031,FDU - USA
201831069349300623,420680332,IW REAL ESTATE FOUNDATION LLC,601 NORTH MAIN STREET,MT PLEASANT,IA,52641,811054775,PART VII,IA,20143001,PART VII
201831069349301403,953075415,EXPLORER MARITIME LLC,2410 old ivy road,CHARLOTTESVILLE,VA,22903,261598279,dormant entity,DE,0,0,Insitute for Shipboard Education
201831069349300433,560529940,CAMPBELL UNIVERSITY HEALTH CENTER LLC,PO BOX 97,BUIES CREEK,NC,27506,460756986,CLINICAL SERV,NC,273671,530975,CAMPBELL UNI
201811109349300311,390808497,BELOIT POWERHOUSE LLC,700 COLLEGE ST,BELOIT,WI,53511,OWNING & RENOVATING PROPERTY,WI,0,0,BELOIT COLLEGE
201811209349301566,160743140,5257 W HENRIETTA ROAD LLC,5257 W HENRIETTA RD,HENRIETTA,NY,14586,161609483,OWN REAL PROPERTY,NY,5042210,24280543,ROCHESTER INSTITUTE OF TECHNOLOGY
201811209349301566,160743140,MAGIC SPELL STUDIOS LLC,ONE LOMB MEMORIAL DRIVE,ROCHESTER,NY,14623,464163650,DIGITAL RESEARCH CENTER,NY,29921,36449,ROCHESTER INSTITUTE OF TECHNOLOGY
201811209349301566,160743140,RIT VENTURE FUND I LLC,5 LOMB MEMORIAL DRIVE,ROCHESTER,NY,14623,455183880,INVESTMENTS,DE,0,55629,ROCHESTER INSTITUTE OF TECHNOLOGY
201841229349300149,580593438,WESLEYAN COLLEGE PRESS LLC,4760 FORSYTH ROAD,MACON,GA,31210,PUBLISHING,GA,NA
201841229349300149,580593438,HISTORIC PORTER HOUSE MANAGER LLC,4760 FORSYTH ROAD,MACON,GA,31210,MANAGE HPH,GA,N/A
