object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201533069349300408,581666179,PATIENT REVENUES,621110,18114522,18114522
201533069349300408,581666179,PHARMACY REVENUES,621110,2155852,2155852
201523209349314732,275404344,BASKETBALL PROGRAM REV,900099,42806,42806
201523209349314732,275404344,FAST PITCH INCOME,900099,5175,5175
201523209349314732,275404344,"ADULT BOOT CAMP, OTHER",900099,425,425
201533189349300443,201605555,MEMBERSHIP DUES,900099,2606140,2606140
201533189349300443,201605555,SPECIAL ASSESSMENT,900099,400000,400000
201533189349300443,201605555,MEETING REVENUES,900099,89600,89600
201533189349300443,201605555,CERTIFIED INSTALLER PR,900099,70893,70893
201533189349300443,201605555,CERTIFICATION FEES,900099,49854,49854
201533179349309208,391749908,CONTRACTS AND FEES,624100,808537,808537
201533209349305433,581899084,BBB AUTOLINE ARBITRATION,541900,960
201533209349305433,581899084,NON AUTOLINE ARBITRATION,541800,2903
201533179349309268,342013011,ADOPTION FEES,812900,79194,79194
201533179349309348,030593446,FOUNDATIONS,900099,12174,12174
201533179349309348,030593446,INDIVIDUALS,900099,36739,36739
201533179349309348,030593446,CORPORATIONS,900099,9090,9090
201543099349301839,261469065,CULTURAL ENRICHMENT CLASSES,611710,84851,84851
201523069349301057,516028916,AMBULANCE BILLING,1000128,1000128
201523069349301057,516028916,LADIES AUXILIARY,30396,30396
201523069349301057,516028916,CHAMBERS MEMORIAL HALL,14397,14397
201523069349301057,516028916,MISCELLANEOUS INCOME,10915,10915
201523069349301117,990240355,RENTAL INCOME,721310,33104,33104
201523069349301117,990240355,FARM INCOME,111000,7209,7209
201523069349301132,204198413,"TUITION, FEE, & OFFSET",611600,696950,696950
201523089349300312,341933671,Tuition,527697,527697
201523089349300322,953715964,ROYALTIES,37676,37676
201523089349300322,953715964,SALES & RENTALS,5625,5625
201523089349300322,953715964,WORKSHOP AND LECTURE FEES,38987,38987
201533069349300718,030322134,"PRODUCTION, FEES & OTHER",13066,13066
201533069349300718,030322134,PROGRAM REVENUE,283407,283407
201533069349300778,800480295,Clothing program sales and service,900099,14637,14637,0,0
201543089349301374,770132297,Filming,13100,13100
201543089349301374,770132297,Site & Telescope Use Fees,229033,229033
201543089349301374,770132297,Tour Income,7964,7964
201523209349316527,800243988,SPECIAL EVENTS SALES,11697,11697
201533179349305958,161491203,PATIENT REVENUE,25246184,25246184
201533179349303308,593557449,HILLSBOROUGH COUNTY SCHOOLS,4667146,4667146
201533179349303308,593557449,PRESCHOOL & AFTERSCHOOL,1298971,1298971
201533179349303308,593557449,CAPITAL OUTLAY FUNDS,245633,245633
201533179349305888,541595311,EXHIBIT RENTAL REVENUE,900099,513795,513795
201533179349305888,541595311,REGISTRATIONS,900099,410475,410475
201533179349305888,541595311,PUBLICATIONS,900099,72810,72810
201533179349305893,350350880,MEMBERSHIP,900099,238900,238900
201533179349305893,350350880,SEMINARS & EVENTS,900099,47823,47823
201533179349305893,350350880,SEMINARS & EVENTS,900099,45960,45960
201533179349305893,350350880,SEMINARS & EVENTS,900099,45928,45928
201533179349305893,350350880,SEMINARS & EVENTS,900099,43319,43319
201533179349305903,630289642,MEALS,900099,436713,436713
201533179349305903,630289642,HOUSING,900099,389236,389236
201533179349305903,630289642,CHAPTER ACTIVITIES,900099,215276,215276
201533179349305903,630289642,OTHER,900099,102097,102097
201533179349305903,630289642,NATIONAL,900099,56877,56877
201533179349305923,430338091,MEMBERSHIP DUES,900099,3785150,3785150
201533179349305923,430338091,APPLICATIONS,900099,31887,31887
201533179349305923,430338091,SERVICE DUES,900099,28439,28439
201533179349305923,430338091,WITHDRAWALS/REINSTATEMENTS,900099,18727,18727
201533179349305923,430338091,ASSESSMENTS,900099,11460,11460
201533179349306913,231381955,INTEREST ON LOANS,522100,878826,878826
201533179349306913,231381955,INTERCHANGE INCOME,522100,103902,103902
201533179349306913,231381955,FEE INCOME,522100,68378,68378
201533069349300868,208786363,EARNED REVENUES,445200,5977,5977
201533179349301803,311113570,ADMISSIONS,713990,2415637,2415637
201533179349301803,311113570,MEMBERSHIP DUES,900099,503639,503639
201533179349305948,620497990,Tuition and fees,611710,40821645,40821645
201533179349305948,620497990,Auxiliary enterprises,611710,6760561,6760561
201533179349305948,620497990,Other program revenue,611710,265436,265436
201523209349315117,943136500,other income,45,45
201523209349315117,943136500,program fees,510064,510064
201523209349312657,571080743,RENTAL REVENUE,531110,107541,107541
201523209349312657,571080743,OTHER REVENUE,900004,24630,24630
201523209349310667,160618920,Cremation services,812220,59510,59510,0,0
201523209349310667,160618920,Internments,812220,14700,14700,0,0
201523209349310667,160618920,Lot sales,812220,6100,6100,0,0
201523209349310667,160618920,Other income,812220,4287,4287,0,0
201523209349310667,160618920,Annual Care,812220,1680,1680,0,0
201523219349301067,420451561,4-H Program,713990,1235
201523219349301067,420451561,Grounds,713990,8075
201523219349301067,420451561,Amusement,713990,68837
201533179349307523,200013564,ONE HEALTH SUMMIT,40216,40216
201533179349307523,200013564,BIOGENIUS,7600,7600
201533209349306058,251268703,MEMBER ASSESSMENTS,531390,522299,522299
201533209349306058,251268703,TRANSFER FEES,531390,31644,31644
201533209349306058,251268703,BAD DEBT RECOVERY,531390,23386,23386
201533209349306058,251268703,GUEST FEES & PARTY ROOM,531390,14646,14646
201533209349306058,251268703,LATE CHARGES & FINES,531390,12094,12094
201543069349301474,510641923,Booth Commission,2201,2201
201523229349300507,680301012,County of Sacramento,624190,406911,406911,0,0
201523229349300507,680301012,County of Solano,624100,1671,1671,0,0
201523229349300507,680301012,County of Humboldt,624100,8239,8239,0,0
201523229349300507,680301012,County of Yolo,624100,1133,1133,0,0
201533209349301008,232738932,Community Economic Development Services,13107
201533209349301008,232738932,TCMP Commerce Department Contract,93031
201533209349301008,232738932,Econmic Development Tax Credits,85000
201533209349301008,232738932,Cleaning Contract Income,42016
201533209349301008,232738932,PYN Soak It Up Income,21000
201533209349301023,311655288,REHABILITATION PROGRAM,561700,529386,529386
201533179349308653,416042706,Membership Dues & Assessments,1818,1818
201533099349302068,930634959,CONTRIBUTIONS FROM EMPLOYERS,995378,995378
201533099349302068,930634959,OUTSIDE TRAINING,6000,6000
201533099349302068,930634959,SALE OF SCRAP METAL,836,836
201533099349302103,841076613,TRANSACTION COSTS,16525,16525
201523079349300547,010211812,MEMBERSHIP FEES,975841,975841
201523079349300547,010211812,YOUTH AND ADULT PROGRAMS,942854,942854
201523079349300547,010211812,FREEDOM TOUR,258416,258416
201523079349300547,010211812,FACILITIES RENTAL,47200,47200
201523079349300607,146013369,MUSEUM ADMISSION AND EVENTS,4957,4957,0
201523079349300607,146013369,HOME TOURS,4241,4241
201523079349300607,146013369,HISTORIC REGISTER,671,671
201523079349300607,146013369,HISTORICAL TRIPS,2925,2925
201523079349300607,146013369,LIBRARY,591,591
201523039349301092,954574466,RENTAL INCOME,531110,221073,221073
201533099349301028,310930319,ADOPTION FEE INCOME,7181,7181
201533099349301028,310930319,PET CEMETERY,4680,4680
201533089349300648,272273596,HOST FOOD SALES,453000,764271,764271
201533089349300648,272273596,FOOD COUPONS,453000,60870,60870
201533089349300648,272273596,FOOD TRUCKING CHARGE,453000,33375,33375
201533089349300648,272273596,BAGGING DAY SALES,453000,14374,14374
201533089349300648,272273596,BULK FOOD SALES,453000,5681,5681
201523229349300122,201778861,FOOD SERVICES,15143,15143
201523229349300122,201778861,EXTRACURRICULAR,11964,11964
201523229349300122,201778861,OTHER REVENUES,7408,7408
201523229349300122,201778861,CLASSROOM FEES,6306,6306
201533179349303908,411938525,CONTRACT REVENUE,713940,120460,120460
201533179349303908,411938525,TEST REVENUE,713940,2714,2714
201523209349314977,237058876,TRIP REVENUE,244282,244282
201523209349314977,237058876,RENEWALS,23650,23650
201523209349314977,237058876,ADMIN FEE INCOME,6880,6880
201523209349314977,237058876,NEW MEMBERS,2575,2575
201523209349314977,237058876,MEETINGS INCOME,518,518
201533179349302118,237154156,DUES,840417,840417
201533179349302118,237154156,LATE FEES,37148,37148
201533179349302118,237154156,PREVIOUSLY W/O DUES,10271,10271
201523209349313352,133506107,ACCREDITATION SERVICES,900099,13348443,13348443
201523209349313352,133506107,PUBLICATIONS,900099,23286,23286
201523209349313352,133506107,WEBINAR/WORKSHOP,900099,33501,33501
201523209349313392,630302117,FEES,624410,258687,258687
201533179349303723,751094140,RESIDENT REVENUE,623000,31753812,31753812
201533179349302818,510099181,RECIPROCAL BORROWING,519120,116566
201533179349302818,510099181,FINES AND FEES,519120,13599
201533179349302818,510099181,PRINT OUTS,519120,6100
201533179349302818,510099181,MEETING ROOMS,519120,4375
201533179349302818,510099181,LOST BOOKS AND MISC,519120,2588
201523039349300942,237091242,AMBULANCE SERVICE FEES,660626,660626
201523039349300942,237091242,MEMBERSHIP DUES,14355,14355
201523039349300982,131690769,MEDICAID,900099,13004717,13004717
201523039349300982,131690769,FEES FROM GOV'T AGENCY,900099,7833953,7833953
201523039349300982,131690769,CLIENT FEES,624310,434554,434554
201523039349300982,131690769,WORKSHOP SALES,711120,21829,21829
201523039349300982,131690769,OTHER PROGRAM REVENUE,624310,2105,2105
201533039349300948,956187083,Day Camp fees,611600,120654,120654
201533039349300948,956187083,Other program fees,900099,3317,3317
201533039349300948,956187083,Sunrise club,611600,124873,124873
201533039349300948,956187083,Transportation,611710,19995,19995
201543039349300044,030410639,RENT & SUBSIDIES,531110,89965,89965
201543039349300044,030410639,ANCILLARY INCOME,531110,931,931
201543039349301154,310537069,MEDICARE & MEDICAID,623000,4915704,4915704
201543039349301154,310537069,PRIVATE/ASST LIVING,623000,741528,741528
201543039349301154,310537069,VETERANS ADMINISTRATIO,623000,274791,274791
201533079349300213,231584971,MUSEUM ADMISSIONS,713990,396285,396285
201533079349300213,231584971,CURATORIAL INCOME,900099,125562,125562
201533079349300213,231584971,BOAT WORKSHOP,900099,71639,71639
201533079349300213,231584971,EDUCATION & OTHER,900099,58988,58988
201533089349300538,270716777,After School Program Fees,624110,17137
201533089349300538,270716777,Summer Camp Fees,624110,21035
201533089349300538,270716777,Memorials,624110,1325
201533089349300538,270716777,Reimbursed Training and Expense,624110,7047
201533089349300538,270716777,Other Program Inc.,624110,1264
201533099349301313,953523323,Annual Conference,541800,2038599,2015699,22900
201533099349301313,953523323,TV Market,541800,297698,293698,4000
201533099349301313,953523323,Membership,900099,274350,219550,54800
201533099349301313,953523323,Educational Meetings,900099,126851,126851
201533099349301313,953523323,Technology,900099,17300,17300
201533079349301328,130428020,MEMBERSHIP DUES,900099,3635717,3635717
201533079349301328,130428020,PRODUCT DIVISIONS,541900,853429,853429
201533079349301328,130428020,PUBLICATIONS,511190,422184,376836,45348
201533079349301328,130428020,MEETINGS,541900,271990,271990
201533079349301328,130428020,SEMINARS,541900,75475,75475
201533049349300403,043074105,DUES AND ASSESSMENTS,900099,1094840,1094840
201523209349311052,060999696,ANNUAL CONFERENCE,519100,1059174,1059174
201523209349311052,060999696,OTHER CONFERENCES AND,519100,433383,433383
201523209349311052,060999696,WEBINARS,519100,49714,49714
201523209349311052,060999696,PUBLICATIONS AND COMMU,511140,1900,1900
201523209349312367,391669331,EMPLOYER CONTRIBUTIONS,525100,33142961,33142961
201523209349312367,391669331,EMPLOYEE CONTRIBUTIONS,525100,8818902,8818902
201533099349301538,431723659,DPS BUILDING,313017,313017
201523089349301817,840765764,PAYMENTS FOR EMPLOYEE BENEFITS,525100,28066725
201523089349301927,362703057,MEMBERSHIP DUES,900099,1615631,1615631
201523089349301927,362703057,ANNUAL MEETING,900099,865370,865370
201523089349301927,362703057,JRNL OF PROSTHODONTICS,900099,189341,189341
201523089349301927,362703057,OTHER PROGRAM REVENUE,900099,58863,58863
201523089349301927,362703057,EDUCATIONAL PROGRAMS,900099,45892,45892
201533089349300633,770645010,MEMBERSHIP,711210,2715,2715
201533089349300633,770645010,EVENT REVENUE,711210,630275,630275
201523239349300107,042849487,TUITION,458537,458537
201523239349300107,042849487,REGISTRATION,7651,7651
201523239349300107,042849487,FUNDRAISERS,4257,4257
201523239349300202,020347622,INCOME JPS,950734,950734
201523239349300202,020347622,INCOME OT,668498,668498
201523239349300202,020347622,INCOME HOPE,571500,571500
201523239349300202,020347622,INCOME RLA,531490,531490
201523239349300202,020347622,INCOME CONSULTANT,442659,442659
201533179349300543,621674308,NET CLIENT SERVICE REV,624100,50459817,50459817
201533179349300543,621674308,GOVERNMENT CONTRACTS,624100,1892538,1892538
201533179349300543,621674308,RESIDENTIAL HOUSING,623990,118711,118711
201523209349311932,311078646,MEDICAID REVENUE,310000,1986016,1986016
201533179349308283,237323629,National Conference,900099,274731,274731
201533179349308283,237323629,Membership Dues,900099,274305,274305
201533179349308293,260683783,DEVELOPMENT SERVICES,900099,50000,50000
201533179349308293,260683783,SCREENING FEES,900099,6726,6726
201533179349308293,260683783,FISCAL SPONSOR FEES EA,900099,3900,3900
201533179349308308,161588242,TENANT REVENUE,721000,4269213,4269213
201533209349303908,237004662,INTEREST ON LOANS,522100,1614129,1614129
201533209349303908,237004662,FEE INCOME,522100,367771,367771
201533209349303908,237004662,OTHER OPERATING INCOME,522100,181491,181491
201533209349306913,950999010,MEMBER EVENTS,541900,235556,235556
201533209349306913,950999010,TRAINING SEMINARS & SP,541900,5834,5834
201533179349303018,521843341,Educational services,611600,41758,41758
201533179349306963,113463951,MUSEUM ADMISSIONS,1696,1696
201533179349306963,113463951,JOURNAL INCOME,5650,5650
201533179349306963,113463951,GRANT INCOME,37452,37452
201533179349306963,113463951,STORE SALES,147,147
201533179349306108,237382708,SEMINARS,611710,412854,412854
201533179349306108,237382708,PUBLICATIONS,611710,263265,263265
201533179349306108,237382708,RISK MANAGEMENT,611710,17469,17469
201533209349304733,451623204,Lev Shlomo HS Program,611600,137878,137878
201533209349304733,451623204,Summer Extreme,230000,110461,110461
201533209349304733,451623204,JTAP,624110,74928,74928
201533209349304733,451623204,Tiferes College Progra,611600,33361,33361
201533099349301308,341505889,VARIOUS GROUP RENTALS,900099,16693
201503099349300225,541447096,ADMISSIONS,900099,597412,597412
201503099349300225,541447096,EDUCATION PROGRAM FEES,900099,186155,186155
201533109349300523,250569285,MEMBERSHIP DUES,713990,340505,340505
201533109349300523,250569285,DOCKING FEES,713990,11350,11350
201523099349300347,450375190,REGISTRATION FEES,900099,178139,178139
201523099349300347,450375190,SPONSOR SUPPORT,900099,23328,23328
201543079349301354,591227747,JEWISH FILM FESTIVAL,900099,36784,36784
201543079349301354,591227747,WOMENS DAY INCOME,900099,33732,33732
201543079349301354,591227747,MUSIC MAKES COMMUNITY,900099,29495,29495
201543079349301354,591227747,SILENT DISCO,900099,22455,22455
201543079349301354,591227747,PASSOVER CELEBRATION,900009,7254,7254
201523069349301482,841414110,Fees for Services,624100,161868,161868
201523069349301482,841414110,Other Income,624100,108,108
201523229349300047,237123681,TUITION & FEES,611000,478904
201523209349310187,440579850,NET PATIENT REVENUE,621110,178263945,178263945
201523209349310187,440579850,OTHER OPERATING REVENUE,621110,2471142,2471142
201523209349310192,260460395,COMPASSION HOUSE,20343,20343
201523209349312807,020663908,MONTHLY SERVICE FEES,308907,308907
201523209349312807,020663908,AMORTIZATION OF ENTRANCE FEES,74206,74206
201523209349314152,480174340,MEMBER SERVICES,31226,31226
201533209349300603,237154678,Stewardship Summit,900099,91305,91305
201533209349300603,237154678,Earthfest Educators Night,900099,32550,32550
201533209349300603,237154678,Environmental Excellance Awards,900099,186175,186175
201533209349300603,237154678,Canalscape,900099,16090,16090
201533209349300603,237154678,Member lunch programs,900099,16185,16185
201533209349300608,141832659,RENTAL INCOME,531110,12641942
201533209349300618,142002356,PROGRAM INCOME,3369658,3369658
201533209349300623,391770592,SALE OF HOME,49273,49273
201533209349300623,391770592,AMORTIZATION OF MORTGAGE DISCOUNT,15702,15702
201523069349301327,237058116,TORCH NIGHT SERIES,711130,89287,89287
201523069349301327,237058116,FESTIVALS,711130,41213,41213
201523069349301327,237058116,ADVISORY GROUPS,711130,22512,22512
201523069349301327,237058116,GALLERY,711130,9122,9122
201523069349300707,412012707,EVENT ENTRY FEES,17160,17160
201523069349300707,412012707,TRAINING FEES,11380,11380
201523069349300707,412012707,TRAIL USE FEES,9321,9321
201523089349301977,751904829,Community Support Ag.,624210,36354,36354
201523089349301977,751904829,Maintenance and Handling,624210,626489,626489
201523089349301977,751904829,Meals Programs,624210,853757,853757
201523089349301977,751904829,Nutrition and Food Stamps,624210,153798,153798
201533039349300038,720796570,MANAGEMENT & DEVELOPMENT FEES,3956,3956
201523079349301177,420982794,SPECIAL FUNDS AND COMM,900099,36113,36113
201533039349300823,237314735,ANNUAL FARMER FAIR,711300,456671,456671
201543089349301464,383555110,MEMBERSHIP FEES,611710,70000,70000
201533179349303998,740504720,Fees & charges,525990,242553,238350,4203
201533179349303998,740504720,Interest on loans,522291,301436,301436
201523209349314792,860191375,GSC/Client fees,900099,1085,1085
201543079349301174,223058493,COURSE FEES,611600,368241,368241
201543079349301174,223058493,EDUCATION MATERIALS FE,611600,11289,11289
201543079349301174,223058493,SELF-RETREATS AND LODG,721000,9015,9015
201543079349301174,223058493,MISCELLANEOUS,611600,2075,2075
201543079349301309,931039723,TICKET SALES,106478,106478
201533179349308908,911265806,Participation fees,541700,2399521,2399521
201533179349308908,911265806,Member assessments,541700,1491588,1491588
201533179349308908,911265806,Other telescope use fees,541900,679261,679261
201533199349300033,222583099,ART STUDIO RENTAL,531120,25260
201533199349300033,222583099,COMMUNITY PROMOTIONS,900099,18979
201533199349300033,222583099,COMMUNITY OUT REACH,900099,2875
201533199349300033,222583099,FAMILY SUCCESS,900099,18300
201523209349308857,430707914,INTEREST ON LOANS,522100,6495750,6495750
201523209349308857,430707914,FEES & OTHER INCOME,522100,2974386,2964248,10138
201523209349308857,430707914,NON-MEMBER FEES,522100,282747,282747
201523209349308857,430707914,WARRANTY SALES,522100,17778,17778
201543079349300119,161502150,Net resident service revenue,623000,16450950,16450950,0,0
201533179349302383,411673628,RESIDENT REVENUE,623000,4343075,4343075
201533179349302423,710399224,PROGRAM ACTIVITIES,900099,1046652,1046652
201533179349302423,710399224,MEDICAID,900099,95773,95773
201533209349304753,562083776,CONTRACT INCOME (PARTNERS),191515,191515
201533209349304753,562083776,CLIENT INCOME (FEES FOR SERVI,53083,53083
201533209349304753,562083776,OTHER INCOME,131,131
201533209349305143,134062240,TUITION,265049,265049
201533209349305143,134062240,WORKSHOPS,40505,40505
201523089349301007,562039870,NA
201523099349301812,631171328,SECTION 8 HOUSING RENT,531110,42026,42026
201523099349301812,631171328,TENANT RENT,531110,24311,24311
201533099349301168,421154098,MEDICARE/MEDICAID PAYMENTS,5624902,5624902
201533099349301168,421154098,PRIVATE INSURANCE,415365,415365
201533099349301173,411287792,PATIENT CARE,623000,10819239,10819239
201533099349301173,411287792,ADULT DAYCARE,624100,940348,940348
201533099349301173,411287792,CAFETERIA & VENDING,561439,11766,11766
201523059349300002,141885230,PROGRAM SERVICE REVENUE,900099,121537,121537
201523059349300002,141885230,MEMBERSHIP DUES,900099,119681,119681
201523219349300932,542064896,PROGRAMMING FEES,750,750
201533179349303218,521087184,Membership Meetings,541900,487810,151583,0,336227
201533179349303218,521087184,Membership Dues,900099,72797,72797,0,0
201533179349303963,356950388,EMPLOYER CONTRIBUTION,525100,55686190,55686190
201523209349315257,463997491,SEMINARS,611600,365253,365253
201523069349300737,251628168,Contract Service Fees,624410,535113,535113
201523069349300737,251628168,Day Care Subsidies,624410,206398,206398
201523069349300737,251628168,Day Care Tuition and F,624410,96463,96463
201523069349300737,251628168,Summer Camp Fees,624410,32758,32758
201523069349300737,251628168,PEARS,624110,29631,29631
201523039349300142,465485283,Band Programs,611710,131182,131182
201523089349301962,743255972,SUBCONTRACTING,561000,32671,32671
201523089349301962,743255972,UNITED NATIONS INT'L,561000,27975,27975
201523089349301962,743255972,MEETINGS & OUTREACH,561000,7567,7567
201523089349301962,743255972,MISCELLANEOUS,900099,4695,4695
201523099349301322,230400855,FOOD & BEVERAGE SALES,624110,178629,178629
201523099349301322,230400855,OTHER INCOME,624110,61959,61959
201523099349301322,230400855,MEMBERSHIP DUES,624110,27150,27150
201523079349301522,521200060,MEETINGS/SEMINARS,900099,241923,241923
201523079349301522,521200060,MEMBERSHIP DUES,900099,224465,224465
201523079349301522,521200060,PROPERTY TRAINING/EDUC,900099,97975,97975
201523079349301522,521200060,SUBSCRIPTIONS,900099,5353,5353
201523079349301562,464463562,Investiture,900099,167970
201523079349301562,464463562,Luxembourg Dinner,900099,28115
201523079349301562,464463562,Priory Dinner,900099,2550
201533079349300603,208283607,MEMBERSHIP DUES,900099,288955,288955
201533209349307203,953315571,RESIDENTIAL SERVICE GO,624100,2341923,2341923
201533209349307203,953315571,NEW DIRECTION GOVERNME,624100,1463808,1463808
201533209349307203,953315571,COUNSELING SERVICES GO,624100,438478,438478
201543149349303884,112625096,CAPITATION PAYMENTS,524114,799026605,799026605
201543149349303884,112625096,MEMBER SURPLUS INCOME,524114,3252682,3252682
201543149349303884,112625096,RECRUITMENT AND RETENTION FUNDS,525990,2739240,2739240
201543149349303884,112625096,REINSURANCE RECOVERY,524298,670186,670186
201543159349302049,931172164,REGULAR FEES,45713,45713
201543159349302049,931172164,UMESD,27523,27523
201543159349302049,931172164,PRESCHOOL FEES,18940,18940
201543159349302049,931172164,FUNDRAISERS,10165,10165
201543159349302049,931172164,OTHER MISC FEES,3030,3030
201523209349313967,631172019,Northstar Soccer Club,713990,17062,17062
201523209349313967,631172019,Camp Northstar,713990,21928,21928
201523209349313982,920145301,TRAIL CONSTRUCTION/MAI,900099,265383,265383
201523039349301162,237333433,REGISTRATION FEES,143202,143202
201523039349301162,237333433,DONATIONS,5914,5914
201523039349301162,237333433,FUNDRAISING INCOME,16182,16182
201533039349301308,300156392,RENTAL INCOME,531110,230165,230165
201523099349301372,041609295,MEMBERSHIP DUES,6230,6230
201533099349300408,570240935,ELECTRIC REVENUE,221000,138413238,138413238
201533099349300408,570240935,PATRONAGE CAPITAL CREDITS,221000,773039,773039
201533099349300408,570240935,POLE RENTAL,221000,305761,305761
201533099349300433,742937113,EMPLOYER CONTRIBUTIONS,561000,4049372,4049372
201533099349300433,742937113,PARTICIPANT CONTRIB.,561000,16066,16066
201533099349300623,412161648,ANNUAL MEETING,900099,750275,750275
201533099349300623,412161648,CORPORATE PARTNER PROG,900099,62448,62448
201533099349300623,412161648,INTERNATIONAL MEETING,900099,10000,10000
201533099349300623,412161648,PUBLICATION,900099,10000,10000
201523099349301587,471165520,VILLA SERENA PARTIAL PROCEEDS,236425,236425
201533099349300008,341728897,CAMPS AND SUMMER LEAGUE,900099,36500,36500
201533099349300008,341728897,BANNER INCOME,900099,16300,16300
201533099349300008,341728897,PROGRAM SALES,900099,5422,5422
201533099349300008,341728897,LIBTYFI,900099,1850,1850
201533209349304158,351613028,CLUB DUES,69040,69040
201533209349304158,351613028,WORK DAYS,23650,23650
201533209349304158,351613028,AUCTION NIGHT,10265,10265
201533209349304158,351613028,GUN OF THE MONTH CLUB,4529,4529
201533209349304158,351613028,INITIATION FEES,3809,3809
201523209349310107,631219612,Sale of Livestock,900099,16875,16875
