object_id,ein,BsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
201533179349306108,237382708,NACHA,2550 WASSER TERRACE,HERDON,VA,20170,ASSOCIATION,288059
201533179349306108,237382708,PRINCIPAL FINANCIAL,PO BOX 30429,RALEIGH,NC,27622,RETIREMENT PLANS,230969
201533179349306108,237382708,FPG-DMT HARWOOD CENTER,1999 BRYAN STREET,DALLAS,TX,75201,PROPERTY MANAGER-RENT AND BUILDING,197855
201543079349301354,591227747,RICHARD BERGMAN,1255 N GULFSTREAM AVENUE,SARASOTA,FL,34236,FUNDRAISING AND OUTREACH CONSULTANT,120039
201523209349310187,440579850,ALBERICI CONSTRUCTORS INC,8800 PAGE AVE,ST LOUIS,MO,63114,CONSTRUCTION MANAGEMENT,69749017
201523209349310187,440579850,LAWRENCE GROUP INC,319 N 4TH STREET,ST LOUIS,MO,63102,CONSTRUCTION MANAGEMENT,1488151
201523209349310187,440579850,MID-MISSOURI ANESTHESIA,1445 CHRISTY DRIVE,JEFFERSON CITY,MO,65101,MEDICAL PHYSICIAN SERVICES,1323791
201523209349310187,440579850,NORTHSTAR MANAGEMENT COMPANY,10820 SUNSET OFFICE DRIVE,SUITE 200,ST LOUIS,MO,63127,PROJECT MANAGEMENT,1216698
201523209349310187,440579850,MORRISON MANAGEMENT SPECIALIST,5801 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,NUTRITIONAL SERVICES,1173960
201533209349300608,141832659,UNIVERSITY AT ALBANY,1400 WASHINGTON AVE,ALBANY,NY,12222,MANAGEMENT SERVICES,3987288
201533039349300038,720796570,PUBLIC CONSTRUCTION INC,14270 OLD GENESSEE ROAD,TICKFAW,LA,70466,WEATHERIZATION,644454
201533039349300038,720796570,TANGI ENERGY CONSERVATION LLC,27376 EVERETT ROAD,PONCHATOULA,LA,70454,WEATHERIZATION,602949
201533179349308908,911265806,New Mexico State University,Astronomy Dept 30001 Dept 4500,Las Cruces,NM,88003,Observatory Operations Support,3255561
201533179349308908,911265806,University of Washington,Box 351580 Astronomy Dept,Seattle,WA,98195,Observatory Operations Support,1455305
201533179349308908,911265806,Johns Hopkins University,Dept of Physics Astronomy Charle,Baltimore,MD,21218,Observatory Operations Support,556790
201533179349308908,911265806,New England Optical Systems Inc,237 Cedar Hill St,Marlborough,MA,01752,Testing/Equipment Production,468200
201533179349308908,911265806,University of Virginia,Dept of Astronomy PO Box 400325,Charlottesville,VA,22904,Observatory Operations Support,453727
201523209349308857,430707914,MIDWEST FINANCIAL SERVICES,818 N BENTON,SPRINGFIELD,MO,65802,CORE PROCESSOR,253684
201523209349308857,430707914,JACK HENRY & ASSOCIATES,PO BOX 609,MONETT,MO,65708,CORE MAINTENANCE & DATA PROCESSING,152867
201523209349308857,430707914,GROOMS OFFICE ENVIRONMENTS,1285 EAST MONTCLAIR,SPRINGFIELD,MO,65804,OFFICE FURNITURE & INSTALLATION,149988
201523209349308857,430707914,CENTURYLINK,PO BOX 2961,PHOENIX,AZ,85062,COMMUNICATIONS,112374
201533179349302383,411673628,WALKER SENIOR SERVICES INC,3737 BRYANT AVE SOUTH,MINNEAPOLIS,MN,55409,MANAGEMENT SERVICES,358489
201533179349302388,465054207,PUBLIC POLICY ASSOCIATES,119 PERE MARQUETTE DRIVE,LANSING,MI,489121270,"ORGANIZATION SET-UP, GRANT PROGRAMS",745653
201533179349302388,465054207,CLARK HILL,500 WOODWARD AVENUE,DETROIT,MI,482263416,LEGAL SERVICES,134768
201533099349301168,421154098,APEX CONSTRUCTION COMPANY,4218 YVETTE ST SW,PO BOX 2297,IOWA CITY,IA,52244,RENOVATIONS,251535
201533179349303218,521087184,Creative Association Management,38800 Country Club Drive,Farmington Hills,MI,48331,Management Company,229499
201523089349301962,743255972,CURTIN & HEEFNER LLP,250 N PENNSYLVANIA AVE,MORRISVILLE,PA,19067,LEGAL & CONSULTING SERVICES,153823
201523089349300147,382862153,MAUREEN PANONE,1016 BLOOMVIEW CIRCLE,ROCHESTER HILLS,MI,48307,ADMINISTRATIVE,97500
201533209349304958,582033460,AAB Productions Inc,64 Allen Street 5th Flr,NEW YORK,NY,10002,Event Coordinators,126000
201533209349304958,582033460,West Wing Writers,1150 Connecticut Avenue NW,WASHINGTON,DC,20036,Communictaion Cons.,120000
201543149349303884,112625096,BESTCARE INC,PO BOX 9010,LEVITTOWN,NY,11756,HOME HEALTH AGENCY,40116345
201543149349303884,112625096,SPECIAL TOUCH HOME CARE,2091 CONEY ISLAND AVENUE,BROOKLYN,NY,11223,HOME HEALTH AGENCY,39377112
201543149349303884,112625096,ENVISION PHARMACEUTICAL SERVICES INC,2181 E AURORA ROAD SUITE 201,TWINSBURG,OH,44087,PHARMACEUTICAL,35916670
201543149349303884,112625096,METROPOLITAN JEWISH HOMECARE,6323 7TH AVE,BROOKLYN,NY,11220,HOME HEALTH AGENCY,31740352
201543149349303884,112625096,CARING PROFESSIONALS,70-20 AUSTIN STREET,FOREST HILLS,NY,11375,HOME HEALTH AGENCY,21656352
201533099349300408,570240935,JIMMY'S TREE SERVICE INC,753 BROCKINGTON RD,KINGSTREE,SC,29556,TREE SERVICE,1719647
201533099349300408,570240935,TRU-CHECK METER SERVICE,PO BOX 253,SOMERSET,KY,42502,METER SERVICE,327800
201533099349300408,570240935,FORESTRY VEGETATION SERVICES INC,501 E WASHINGTONS ST,WALTERBORO,SC,29488,RIGHT OF WAY,223587
201533099349300623,412161648,SMITHBUCKLIN INC,2025 M STREET NW STE 800,WASHINGTON,DC,20036,MANAGEMENT,298494
201533089349301953,310495220,COLDSPRING,PO BOX 71037,CHICAGO,IL,60694,SUPPLIER OF GRANITE MEMORIALIZATION,146004
201523209349313822,510216589,Healthcare Partner Inc MED,19191 S Vermont Avenue 21F,Torrance,CA,90502,Medical Services,10410687
201523209349313822,510216589,Navigant Cymetrix,4511 Paysphere Circle,Chicago,IL,60674,Consulting/Management Services,5837785
201523209349313822,510216589,Therapeutic Associates Inc,7100 Fort Dent Way Ste 220,Seattle,WA,98188,Physical/Occup. Therapy Svc,5414079
201523209349313822,510216589,Saint Johns Multispecialty Med Group,2121 Santa Monica Blvd,Santa Monica,CA,90404,Medical Services,3313507
201523209349313822,510216589,Buena Vista Anesthesia Med Group,225 South Lake Street,Pasadena,CA,91101,Medical Services,2802646
201533179349302108,900626767,WITTKIEFFERFORDHADELMAN & LLOYD CORP,215 SPRING ROAD STE 510,OAKBROOK,IL,60523,CONSULTING SERVICES,112365
201533209349310413,237204806,UNVERSITY OF MD,2020 HORNS POINT ROAD,CAMBRIDGE,MD,20742,OYSTER PRODUCTI,1575567
201533209349310413,237204806,BEVANS OYSTER COMPANY,1090 SKIPJACK ROAD,KINSALE,VA,22488,OYSTER PRODUCTI,701147
201533209349310413,237204806,SHOP COVE SEAFOOOD AND ICE LLC,38232 PALMER ROAD,COLTONS POINT,MD,20626,OYSTER PRODUCTI,244296
201533209349310413,237204806,PRECISION PLANTING ASSOCIATES,5960 QUAKER NECK LANDI,CHESTERTOWN,MD,21620,OYSTER PLANTING,207940
201533209349310413,237204806,SAMUEL J LEONARD JR,10221 COPPERVILLE ROAD,EASTON,MD,21601,OYSTER PRODUCTI,126420
201533209349310418,010391479,Cambridge Associates LLC,100 Summer Street,Boston,MA,02110,Investment Consulting,188810
201533209349311133,841284437,WASSERMAN MEDIA,10960 WILSHIRE BLVD SUITE 2200,LOS ANGELES,CA,90024,SPONSORSHIP AGENCY,197872
201533209349311133,841284437,MEDALIST SPORTS,PO BOX 415,TYRONE,GA,30290,EVENT ORGANIZATION,149490
201533209349311133,841284437,UNITED STATES ANTI DOPING,5555 TECH CENTER DRIVE SUITE 200,COLORADO SPRINGS,CO,80919,DRUG CONTROL TESTING,136500
201533209349311133,841284437,BREAKAWAY PROMOTIONS LLC,PO BOX 210,THE DALLES,OR,97058,EVENT ORGANIZATION,107440
201523209349311307,660258919,UTEP PSC BANCO POPULAR,PO BOX 362708,SAN JUAN,PR,009362708,MEDICAL,1035000
201523209349311307,660258919,DR JOS A NASSAR Y ASOC,PO BOX 9132,HUMACAO,PR,00791,MEDICAL,567870
201523209349311307,660258919,DR DANIEL AYALA RODRGUEZ,PO BOX 471,CANOVANAS,PR,00729,MEDICAL,173037
201523209349311307,660258919,DRA LUZ E VZQUEZ CANCEL,PO BOX 1646,CANOVANAS,PR,00729,MEDICAL,142351
201523209349311307,660258919,WIGBERTO RAMOS,AP702 COND PARQUE SAN ANTONIO,CAGUAS,PR,00725,CONSTRUCTION,137662
201523209349311582,742052197,Scott & White Memorial Hospital,2401 S 31st Street,Temple,TX,76508,Medical Services,28081211
201523209349311582,742052197,Scott & White Clinic,2401 S 31st Street,Temple,TX,76508,Medical Services,11132534
201523209349311582,742052197,Hillcrest Baptist Medical Center,100 Hillcrest Medical Blvd,Waco,TX,767127910,Medical Services,7296546
201523209349311582,742052197,Providence Health Services of Waco Inc,6901 Medical Pkwy,Waco,TX,767127910,Medical Services,7226126
201523209349311582,742052197,Metroplex Adventist Hospital Inc,PO Box 951557,Dallas,TX,753951557,Medical Services,6037486
201523209349311657,953766170,JAG CONSULTING LLC,4364 BONITA RD SUITE 322,BONITA,CA,91902,CONSULTING SERVICES,453333
201523209349311657,953766170,WEISERMAZERS LLP,2151 RIVER PLAZA DRIVE SUITE 205,SACRAMENTO,CA,95833,CONSULTING SERVICES,359637
201523209349311657,953766170,FOLEY & LARDNER LLP,402 WEST BROADWAY SUITE 2100,SAN DIEGO,CA,92101,LEGAL SERVICES,250019
201523209349311657,953766170,AXENE HEALTH PARTNERS LLC,38975 SKY CANYON DR SUITE 105,MURRIETA,CA,92563,ACTUARIAL SERVICES,214253
201523209349311657,953766170,VERISK HEALTH INC,PO BOX 5992,NEW YORK,NY,10087,CONSULTING SERVICES,145762
201533209349300923,231352227,WOHLSEN CONSTRUCTION CO,PO BOX 4612,LANCASTER,PA,17604,CONTRACTOR,2022997
201533209349300923,231352227,MORRISON SENIOR DINING,PO BOX 102289,ATLANTA,GA,30368,DIETARY SERVICES,1537694
201533209349300923,231352227,REHABCARE GROUP INC - 10,PO BOX 503534,ST LOUIS,MO,63150,THERAPY SERVICES,1015080
201533209349300923,231352227,MARTINO & BINZER,29 WEST MAIN STREET,AVON,CT,06001,MARKETING SERVICES,754712
201533209349306638,582249638,JUPITER MANAGEMENT,PO BOX 1907,KERNERSVILLE,NC,272851907,MANAGEMENT FEES,1071822
201523089349300032,453586123,ACCENTURE LLP,161 N CLARK ST,CHICAGO,IL,60601,BUILDING SERVICES,342656
201533089349300748,411404075,MAYO CLINIC,200 FIRST STREET SW,ROCHESTER,MN,55905,PATIENT/LAB/ADMIN SERVICES,2847013
201533089349300748,411404075,AMPHION MEDICAL SOLUTIONS,8301 EXCELSIOR DRIVE,MADISON,WI,53717,TRANSCRIPTION SERVICES,2340036
201533089349300748,411404075,WEATHERBY LOCUMS INC,PO BOX 972633,DALLAS,TX,75397,PROFESSIONAL SERVICES,896453
201533089349300748,411404075,MEDICAL DOCTOR ASSOCIATES,PO BOX 277185,ATLANTA,GA,30384,PROFESSIONAL SERVICES,735050
201533089349300748,411404075,MASON CITY CLINIC PC,250 SOUTH CRESENT DR,MASON CITY,IA,50401,PROFESSIONAL SERVICES,693211
201533179349301758,314390844,FRANCINE MADDEN,2020 12TH ST NW 506,WASHINGTON,DC,20009,HUMAN WILDLIFE CONFLICT CONSULTANT,140017
201533179349301758,314390844,PRATT CONSTRUCTION LLC,1316 WASHINGTON AVE,WASHINGTON COURTHOUSE,OH,43160,CONSTRUCTION,135794
201533179349302358,261446630,BHS Management Services Inc,725 North Street,Pittsfield,MA,01201,Management services,150000
201533209349306018,201835089,GLYNNDEVINS ADVERTISING,11230 COLLEGE BLVD,OVERLAND PARK,KS,66210,MARKETING,579072
201533209349306018,201835089,GORDON FOOD SERVICE,PO BOX 88029,CHICAGO,IL,60680,DIETARY,497352
201533209349306018,201835089,SYMBRIA RX SERVICES,28100 TORCH PARKWAY,WARRENVILLE,IL,60555,PHARMACY,444863
201533209349306018,201835089,AEP ENERGY,DEPT CH 19346,PALATINE,IL,60055,UTILITY,435256
201533209349306018,201835089,PROVINET SOLUTIONS,18645 WEST CREEK DR,TINLEY PARK,IL,60477,IT SERVICES,213270
201533179349303838,521190661,EDGEWOOD MANAGEMENT CORPORATION,20316 SENECA MEADOWS PARKWAY,GERMANTOWN,MD,20816,MANAGEMENT SERVICES,141295
201533179349303838,521190661,A&D SECURITY CONSULTANTS INC,4400 STAMP RD,TEMPLE HILLS,MD,20748,SECURITY,104700
201533179349303838,521190661,JOHN HEAGY RRC,10921 YORK ROAD,COCKEYSVILLE,MD,21030,REMODELING,102880
201533179349302053,370635502,CALIFORNIA EMERGENCY PHYSICIANS,2100 POWELL ST,EMERYVILLE,CA,94608,PHYSICIAN SERVICES,3824475
201533179349302053,370635502,CROTHALL HEALTHCARE,13028 COLLECTION CTR DR,CHICAGO,IL,60693,CONSULTING SERVICES,3584347
201533179349302053,370635502,ANESTHESIA ASSOCIATES,4500 MEMORIAL DR,BELLEVILLE,IL,62226,ANESTHESIA SERVICES,3106982
201533179349302053,370635502,HURON CONSULTING SERVICES,550 W VAN BUREN,CHICAGO,IL,60607,CONSULTING SERVICES,2416440
201533179349302053,370635502,ARUP LABORATORIES,500 CHIPETA WAY,SALT LAKE CITY,UT,84108,LAB TEST SERVICES,963552
201523209349312337,912141473,Brian Fisher,2120 Hwy 153,Carlton,WA,98814,Consulting,105299
201533089349301428,941156621,TOWERS WATSON DELAWARE INC,28025 NETWORK PL,CHICAGO,IL,60673,CONSULTING SERVICES,15615305
201533089349301428,941156621,PULMONARY MEDICINE ASSOCIATES,1300 ETHAN WY STE 600,SACRAMENTO,CA,95825,MEDICAL SERVICES,5055698
201533089349301428,941156621,ACUTE CARE SURGERY MEDICAL GROUP IN,PO BOX 1528,SACRAMENTO,CA,95812,MEDICAL SERVICES,4947754
201533089349301428,941156621,UNGER CONSTRUCTION COMPANY,910 X STREET,SACRAMENTO,CA,95818,CONSTRUCTION,4643194
201533089349301428,941156621,DIAGNOSTIC PATHOLOGY MEDICAL GROUP,3301 C ST STE 200E,SACRAMENTO,CA,95816,MEDICAL SERVICES,4594841
201533179349306808,770640000,UPWELLING CAPITAL GROUP LLC,2800 FIFTH AVE STE 120,DAVIS,CA,95618,RESEARCH - SEED FUND 2/ONGOING PORTFOLIO,300000
201533179349303978,591475376,ANTHONY ALFERO ESQUIRE,2650 W STATE RD 84 STE 102,FT LAUDERDALE,FL,33312,LEGAL SERVICES,131766
201533179349303978,591475376,LAW OFFICE OF STEPHEN WEBSTER,610 N DUVAL ST,TALLAHASSEE,FL,32301,LEGAL SERVICES,105715
201533179349303518,134165834,Ideation Consultancy Inc,875 N Douglas Street,El Segundo,CA,90245,Website Development and Event Planning,215201
201533179349303518,134165834,Omni Shoreham Hotel,2500 Calvert St NW,Washington,DC,20008,Lodging and Meals for Retreat,211471
201533179349303518,134165834,One Smooth Stone,5222 Main Street,Downers Grove,IL,60515,Event Planning and Media,138116
201533179349303518,134165834,Collective Media Company,1881 Mitchell Ave 67,Tustin,CA,92780,Event Planning and Media,105910
201533209349307363,540979285,FLORIDA PRIDE LLC,611 LINE DRIVE,KISSIMMEE,FL,34744,ADVERTISING & SPONSORSHIP,1205000
201533209349307363,540979285,WINKLER PRODUCTIONS LLC,72 MONCEAU TERRACE,LAKE ST LOUIS,MO,63367,BROADCASTING PRODUCTION,711550
201533209349307363,540979285,300 RESOURCES INC,2800 N DALLAS PKWY STE 100,PLANO,TX,75093,LEGAL,255000
201533209349307363,540979285,FLORIDA SPORTS MANAGEMENT GROUP LLC,1758 LEE JANZEN DR,KISSIMMEE,FL,34744,WEBSITE MANAGEMENT,102000
201533209349303773,455415041,Highbridge Creative Inc,1455 S Jasmine Way,Denver,CO,80224,Website development,139687
201533209349303708,411721815,WOODBURY CONSTRUCTION,613 ORCHARD RD,WORTHINGTON,MN,56187,CONSTRUCTION,187514
201533209349303708,411721815,SOUTHWEST BUILDING SPECIALTIES INC,2401 BROADWAY AVE STE 4,SLAYTON,MN,56172,CONSTRUCTION,169088
201533209349303708,411721815,I&S ENGINEERS & ARCHITECTS INC,115 E HICKORY ST SUITE 300,MANKATO,MN,56001,ARCHITECT & ENGINEERING,163666
201533209349303708,411721815,NUVO CONSTRUCTION CO INC,6045 55TH ST,MILWAUKEE,WI,53218,CONSTRUCTION,123885
201533209349303708,411721815,CLIFTONLARSONALLEN LLP,109 N MAIN ST,AUSTIN,MN,55912,ACCOUNTING SERVICES,106115
201533209349303418,480543792,J E DUNN CONSTRUCTION CO INC,1001 LOCUST,KANSAS CITY,MO,64106,CONSTRUCTION,1369496
201533209349303418,480543792,P1 GROUP INC,16210 W 108TH ST,LENEXA,KS,66219,MAINTENANCE SERVICES,945228
201533209349303418,480543792,EMERGENCY MEDICAL SERVICES KS LLC,920 MAIN STREET SUITE 300,KANSAS CITY,MO,64105,EMERGENCY ROOM PHYSICIANS,617418
201533209349303418,480543792,HEARTLAND ANESTHESIA LLC,PO BOX 410272,KANSAS CITY,MO,64141,ANESTHESIA SERVICES,616631
201533209349303418,480543792,MECHANICAL SALES KC INC,PO BOX 27213,RALSTON,NE,68127,CONSTRUCTION,500896
201543079349300739,521233683,DAAT,19 WASHINGTON STREET PO BOX 71047,JERUSALEM,ISREAL,IS,91710,TRAVEL AGENCY,264913
201543079349300739,521233683,RAFI SHELEF TOURISM,80 MENACHEM BEGIN RD,TEL AVIV,ISREAL,IS,67138,TRAVEL AGENCY,236808
201543079349300739,521233683,THE ASSOCIATIONS,1717 RHODE ISLAND AVE,WASHINGTON,DC,20036,RENT,133992
201523209349311832,680369934,Godfrey Lwanga Kato,1323 Green Ravine Drive,Lincoln,CA,95648,Consulting,131183
201533209349310893,954130773,AMEY ENTERPRISES CO NASA MANAGEMEN,11301 W OLYMPIC BLVD,LOS ANGELES,CA,90064,MGMT CONSULTING,114113
201533209349310893,954130773,MICHAEL TETA ASSOCIATES,13743 VENTURA BLVD STE 220,SHERMAN OAKS,CA,91423,EVENT COORDINATOR,104381
201533069349300618,650922489,CURANT,7209 BRYAN DAIRY ROAD,LARGO,FL,33777,MGMT & DISPENSE,2287181
201533069349300618,650922489,WALGREENS CO,104 WILMOT ROAD MS 1446,DEERFIELD,IL,60015,MGMT & DISPENSE,228798
201533069349300618,650922489,LABCORP OF AMERICA,PO BOX 12140,BURLINGTON,NC,272162140,LABORATORY SVC.,183003
201523209349308752,134009829,SCHNUR ASSOCIATES INC,25 WEST 45TH STREET,SUITE 1405,NEW YORK,NY,10036,PROG & MGMT SER,180000
201503099349300130,464420358,Cardinal Health,PO Box 402574,Atlanta,GA,303842574,Pharmacy services,829002
201503099349300130,464420358,Medhost of Tennessee Inc,2739 Momentum Place,Chicago,IL,606895327,Enterprise support,576167
201503099349300130,464420358,Apogee Medical Management,2525 E Camelback Rd,Phoenix,AZ,850164219,Physician services,530473
201503099349300130,464420358,Resource Anesthesia PC,12752 Kingston Pike Suite E201,Knoxville,TN,37934,Anesthesia mgmt. & staffing,258121
201503099349300130,464420358,GE Healthcare,PO Box 96483,Chicago,IL,60693,Service maintenance contracts,191759
201523079349301527,271879204,GOORU,1032 ELWELL COURT SUITE 210,PALO ALTO,CA,94303,TECHNOLOGY CONSULTANT,300000
201523079349301527,271879204,MAKE IT MATTER LLC,927 N NORTHLAKE WAY SUITE 301,SEATTLE,WA,98103,MARKETING CONSULTANT,105850
