object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,ExclsnAmt
201533209349305433,581899084,MISC INCOME,999999,122,122
201523069349301127,341762284,OTHER INCOME,4269,4269
201523089349300322,953715964,OTHER,624100,314,314
201533069349300718,030322134,OTHER
201543089349301374,770132297,Other Income,10282,10282
201523209349316527,800243988,SALE OF INVENTORY ITEMS,7500,7500
201523229349300237,731674378,Telephone Reimbursement,517000,412,412
201533179349305888,541595311,ADVERTISING,541800,316052,316052
201533179349305888,541595311,OTHER REVENUE,900099,17670,17670
201533179349305888,541595311,MAILING LISTS,900099,16901,16901
201533179349305923,430338091,MISCELLANEOUS RECEIPTS,900099,4176,4176
201533179349306913,231381955,MISC OPERATING INCOME,522100,16628,16628
201533179349301803,311113570,STREAM MITIGATION,900099,100000,100000
201533179349301803,311113570,OTHER INCOME,900099,97526,97526
201533179349301803,311113570,UNCLAIMED FUNDS,900099,61980,61980
201523209349312647,201174366,OTHER REVENUE,900099,786,786
201523219349301067,420451561,Other Revenue,713990,28,28
201523209349313657,383331134,900099,4352,4352
201523069349301752,770505640,OTHER INCOME,900099,10000,10000
201523229349300507,680301012,"Refunds on purchases,county funds, bank returns",446199,3334,3334,0,0
201533209349302098,204210843,OTHER REVENUE,900099,425,425
201533209349301023,311655288,OTHER REVENUE,561700,5057,5057
201523079349300547,010211812,MISCELLANEOUS REVENUE,-6474,-6474
201523079349300607,146013369,PUBLICATION INCOME,304,304
201523079349300607,146013369,SPECIAL EVENTS,2358,2358
201523079349300607,146013369,OTHER,100,100
201523039349301092,954574466,LAUNDRY & VENDING,531110,4161,4161
201523039349301092,954574466,MISCELLANEOUS INCOME,531110,540,540
201523039349301092,954574466,TENANT CHARGES,531110,478,478
201533099349301028,310930319,MISCELLANEOUS REVENUE,174,174
201523229349300122,201778861,INSURANCE PROCEEDS,140000,140000
201523229349300142,061804372,OTHER REVENUE,900099,6264,6264
201533179349302118,237154156,MISCELLANEOUS,23893,23893
201533179349302118,237154156,SUPPLEMENT,9800,9800
201533179349302118,237154156,WHISPERING PINES,511120,1506,1506
201523209349313352,133506107,MISCELLANEOUS,900099,5119,5119
201523209349313392,630302117,MISCELLANEOUS,624410,1503,1503
201533179349303723,751094140,OTHER MISCELLANEOUS REVENUE,900099,174484,174484
201533179349303723,751094140,CHARGEABLE SUPPLIES,900099,105194,105194
201533179349303723,751094140,BEAUTY SHOP,900099,68726,68726
201533179349302818,510099181,HEALTH INS REFUND,519120,3646,3646
201523039349300942,237091242,OTHER INCOME,2942,2942
201533099349301313,953523323,Miscellaneous,900099,1963,1963
201533099349301313,953523323,Website advertising,900004,153,153
201523209349311052,060999696,MISCELLANEOUS,900099,39134,39134
201523209349312367,391669331,BENEFIT PAYMENT REFUNDS,525100,24,24
201523209349312367,391669331,REALIZED CURRENCY LOSS,900099,-262,-262
201533089349300633,770645010,MISCELLANEOUS INCOME,900099,151,151
201523239349300107,042849487,MISCELLANEOUS,590,590
201533179349300543,621674308,OTHER OPERATING REVENUE,624100,667142,667142
201523209349311932,311078646,REFUND OF REAL ESTATE TAX,900099,114261,114261
201523209349311932,311078646,REFUND OF WORKERS COMPENSATION PR,900099,86556,86556
201523209349311932,311078646,OTHER INCOME,310000,1498,1498
201533179349308283,237323629,Miscellaneous income,900099,19103,19103
201533209349306913,950999010,MISCELLANEOUS,900099,1000,1000
201533179349306108,237382708,OTHER INCOME,900099,219,219
201503099349300225,541447096,OTHER SERVICES,561000,128072,128072
201533109349300523,250569285,MISCELLANEOUS,900099,1673,1673
201533089349301458,980031007,FOREIGN EXCHANGE GAIN,900099,484400,484400
201533089349301458,980031007,MISCELLANEOUS INCOME,900099,3139,3139
201523099349300347,450375190,OTHER INCOME,900099,2668,2668
201543079349301354,591227747,ADVERTISING,541800,233932,233932
201543079349301354,591227747,OTHER SUPPORT REVENUE,900099,2505,2505
201523209349310187,440579850,PHARMACY REVENUE,446110,6985306,6985306
201523209349310187,440579850,CHILD CARE CENTER,624410,409753,409753
201523209349310187,440579850,LABORATORY REVENUE,621500,92978,92978
201533209349300603,237154678,Capital gain on investments,900099,5105,5105
201533209349300608,141832659,OTHER REVENUE,531110,112,112
201533209349300618,142002356,MISC. INCOME,157585,157585
201533209349300618,142002356,LEASED LABOR INCOME,69770,69770
201523069349301327,237058116,MISCELLANEOUS,711130,668,668
201523089349301977,751904829,Catering,722320,10348,10348
201523089349301977,751904829,Miscellaneous,900099,8607,8607
201533039349300038,720796570,MISCELLANEOUS INCOME,119759,119759
201533179349303998,740504720,Nonoperating revenue,522291,416,416
201543079349301309,931039723,BROCHURE ADVERTISING,511190,1200,1200
201543079349301309,931039723,MISCELLANEOUS,339,339
201543079349300119,161502150,Pace and Outpatient Clinics,623000,19429,19429,0,0
201543079349300119,161502150,Gift Shop & Cafeteria,623000,64319,0,0,64319
201543079349300119,161502150,Certified Nurse Aide Training & Reimbursement,623000,26096,26096,0,0
201533179349302383,411673628,OTHER REVENUE,900099,15747,15747
201533179349302383,411673628,MEALS REVENUE,900099,6286,6286
201533179349302383,411673628,TELEPHONE REVENUE,900099,4361,4361
201533179349302423,710399224,OTHER REVENUES,900099,261299,261299
201533209349304753,562083776,OTHER INCOME,21000,21000
201533209349304753,562083776,SBA LOAN INTEREST INCOME,10302,10302
201533209349304753,562083776,RMAP LOAN INTEREST INCOME,6023,6023
201533209349305178,260355870,OTHER,11371,11371
201533189349300433,990329344,CLAIMS,900099,1037,1037
201523099349301812,631171328,TENANT CHARGES,531110,204,204
201533099349301168,421154098,OTHER INCOME,15823,15823
201523219349300927,953719543,OBEDIENCE & TRAINING,900099,42,42
201523219349300932,542064896,CATERING INCOME,2397,2397
201523219349300932,542064896,OTHER REVENUE,192,192
201523219349300932,542064896,REIMBURSED TRAVEL EXPENSE,2659,2659
201533209349301013,344466356,Ford UAW Ramp Project,900099,20916,20916
201533209349301013,344466356,Jefferson Award Reimb.,900099,27640,27640
201533209349301013,344466356,Service Fees,900099,51592,51592
201523069349300737,251628168,Misc related revenue,624410,196,196
201523039349300912,546040360,OTHER,999999,1890,1890
201523079349301522,521200060,MISCELLANEOUS,900099,2,2
201533209349304958,582033460,METHOD CHANGE - GRANTS INCREASE,50000,50000
201533209349304958,582033460,METHOD CHANGE - EVENTS,-429039,-429039
201533209349307203,953315571,MISCELLANEOUS REVENUE,900099,855,855
201543149349303884,112625096,MISCELLANEOUS INCOME,900099,16795,16795
201543159349302049,931172164,REIMBURSED EXPENSES,57,57
201533089349300118,870764478,REFUNDS,2230,2230
201543169349301814,200418002,MISCELLANEOUS REVENUE,900099,11602,11602
201523209349313967,631172019,Parking,531390,1892,1892
201523209349313982,920145301,MISC INCOME,900099,628,628
201533039349301308,300156392,MISCELLANEOUS INCOME,531110,1905,1905
201533039349301308,300156392,LAUNDRY & VENDING,531110,1349,1349
201533039349301308,300156392,TENANT CHARGES,531110,195,195
201533099349300513,581784461,EVENT INCOME,900099,2448,2448
201533099349300623,412161648,MISCELLANEOUS,900099,1043,1043
201533089349301623,237335853,Boston Prop - Deferred 2015 Inc,29,29
201533089349301623,237335853,Rounding Adj,12,12
201533089349301943,330111800,SALE OF LU 440 PROPERTY
201523209349313822,510216589,Interaffiliate Revenue,900099,45839968,0,45839968
201523209349313822,510216589,Cafeteria,722210,5652510,5652510
201523209349313822,510216589,Pharmacy Services,446110,2410833,2410833
201533179349302108,900626767,CAFE & CATERING INCOME,722210,36509,36509
201533179349302108,900626767,DISCOUNTS EARNED,623000,1480,1480
201533179349302108,900626767,MISCELLANEOUS INCOME,623000,1355,1355
201533209349310963,262034996,REFUNDS/REIMBURSEMENTS,900099,627,627
201533209349310968,161405925,MEMBERSHIP- SHIRT ITEM,624200,1120,1120
201533209349310968,161405925,MISCELLANEOUS INCOME,624200,325,325
201533209349310998,876164397,MISCELLANEOUS,531110,91681,91681
201533209349310998,876164397,NOTE RECEIVABLE INTEREST,137117,137117
201533209349310413,237204806,MISCELLANEOUS INCOME,900099,25664,25664
201533209349311033,161082636,CABLE,517000,12885,12885
201533209349311033,161082636,MISCELLANEOUS,900099,7554,7554
201533209349311033,161082636,BEAUTY SHOP,446199,6518,6518
201533209349311133,841284437,MAILING LABELS,541860,20029,20029
201533209349311133,841284437,ADVERTISING,541800,15000,15000
201533209349314503,480802260,INSURANCE SETTLEMENT,7323,7323
201533209349314503,480802260,OTHER REVENUE,900,900
201533209349310808,730736604,OTHER INCOME,900099,2420,2420
201533209349314683,471718432,SLATE OJT UNEMPLOYMNET,624310,6004,6004
201533209349314683,471718432,OTHER INCOME,624310,1093,1093
201533209349314723,810235416,SPECIAL EVENTS & APPEA,900099,67478,67478
201533209349314723,810235416,"RENTAL INCOME, COMMERI",900099,7265,7265
201533209349314723,810235416,OTHER INCOME,900099,1985,1985
201523209349310987,237269676,Miscellaneous,712120,1907,1907
201523209349311657,953766170,ADMIN. FEE FROM FNDTN.,900099,18517660,18517660
201523209349311657,953766170,TPA ADMIN. INCOME,900099,94548,94548
201523209349311657,953766170,OTHER OPER. REVENUE,900099,45796,45796
201533209349300923,231352227,FOOD SERVICE,623000,14249,14249
201533209349300923,231352227,GIFT SHOP,623000,9377,9377
201533209349306638,582249638,OTHER INCOME,623000,19792,19792
201533209349306638,582249638,EMPLOYEE/GUEST MEA,623000,5749,5749
201533209349306638,582249638,MEDICAL RECORDS-COPYING,623000,1238,1238
201503069349300805,237029065,"CO-OP ADS, OFFICE SUPPLIES",541800,32920,32920
201503069349300805,237029065,FOOD & BEVERAGE RE-IMBURSEMENT,722320,24201,24201
201503069349300805,237029065,PHOTO REVENUE,453220,3048,3048
201523039349301212,680501459,MISCELLANEOUS,900099,120,120
201523099349300047,341389369,MISCELLANEOUS,60,60
201523099349300047,341389369,UPS,2412,2412
201533089349300748,411404075,CAFETERIA/VENDING,722210,1102818,1102818
201533089349300748,411404075,MEDICAL RECORD/TRANSCR,541900,89278,89278
201533089349300748,411404075,MISC CONSULTING,541610,81642,81642
201543099349301914,450330927,OTHER REVENUE,15,15
201543089349301469,731593275,REFUNDS,355,355
201533179349301758,314390844,CONCESSION REVENUE,900099,10102615,9962664,139951
201533179349301758,314390844,GOLF COURSE REVENUE,713990,1463214,1463214
201533179349301758,314390844,SPONSORSHIP INCOME,900099,119100,119100
201533079349300148,581592141,SPONSORSHIPS,624200,732379,732379
201533079349300148,581592141,RENTAL INCOME,624200,69982,69982
201533079349300148,581592141,OTHER INCOME,624200,17705,17705
201543039349300519,273611908,Miscellaneous,5910,5910
201523069349300217,346556883,MISCELLANEOUS INCOME,900099,5128,5128
201533089349300048,150392700,MISC,900099,8664,8664
201523209349312607,311340842,LOSS ON SALE OF ARTIFACTS,900099,-20900,-20900
201543089349301724,760836534,MISCELLANEOUS,611600,3970,3970
201543089349301724,760836534,FIELD TRIPS,611600,4408,4408
201543089349301724,760836534,ACTIVITIES,611600,5129,5129
201523209349313147,942909773,RECYCLING & MISCELLANEOUS,11049,11049
201533179349302053,370635502,CAFETERIA/COFFEE SHOP SALES,722210,1573801,1573801
201533179349302053,370635502,VHA PATRONAGE PROG,621110,473983,473983
201533179349302053,370635502,EMR INCENTIVE PAYMENT,900099,1596119,1596119
201543079349300814,943305844,UNIFORMS,711190,15384,15384
201543079349300814,943305844,PARENT FEES,711190,3465,3465
201543079349300814,943305844,WORKBOOKS,711190,470,470
201523209349312297,201687722,HALE CHARITABLE LP,531120,1552507,-1785,1554292
201523209349312322,371692998,OTHER REIMBURSMENTS,900099,1097,1097
201523209349312322,371692998,PROMOTIONAL MATERIALS,750,750
201523209349312322,371692998,RENTAL INCOME,500,500
201533089349301428,941156621,UBI - LABORATORY,621500,2188865,2188865
201533089349301428,941156621,UBI - PARKING,812930,199149,199149
201533089349301428,941156621,UBI - PHARMACY,446110,69,69
201523069349300127,431550588,OTHER INCOME,900099,472,472
201533179349303488,742493055,MISCELLANEOUS INCOME,900099,1973,1973
201533179349305663,470824109,CONTRIBUTIONS FROM AFF,532000,3640,3640
201533179349305708,611063997,ADVERTISING INCOME,541800,12592,12592
201523209349312442,640205299,MISCELLANEOUS,900099,17219,17219
201523069349300812,113025942,MISCELLANEOUS,900099,1450,1450
201523069349300827,431563823,CORPUS ADDITIONS,479896,479896
201533179349307778,800567359,STALL FEES,18002,18002
201533179349307778,800567359,APPLICATION FEES,1750,1750
201533179349307778,800567359,DUES,835,835
201533209349307303,250912765,MISCELLANEOUS,1103,1103
201533209349307333,526077887,Other Income,900099,8909,8909
201533209349307363,540979285,INSURANCE ADMIN,524292,431863,431863
201533209349307363,540979285,EXPENSE REIMBURSEMENT,900099,388588,388588
201533209349307363,540979285,STREAMING INCOME,900099,47126,47126
201533209349303283,911694299,Scholarship Fund Revenue,611710,2094,2094
201543149349303704,273813061,MISCELLANEOUS REVENUE,900099,8096,8096
201533089349300043,010556446,OTHER INCOME,900099,4634,4634
201523209349310152,421131866,CROP LEASE SEE 990T,-319,-319
201523209349312222,841706060,Soda Machine Proceeds,900099,1208,1208
201523209349312222,841706060,Sundry,900099,99,99
201523209349312222,841706060,Shirts/Candy Sales,900099,65,65
201523209349312232,954577359,OTHER INCOME,43,43
201533209349307383,951213325,REIMBURSED EXPENSES,900099,65213,65213
201533179349308278,731665266,OTHER,3205,3205
201533209349303308,010588839,NJYSO CONCERT,900004,2315,2315
201533209349303308,010588839,MISCELLANEOUS,900004,364,364
201533209349303708,411721815,MISCELLANEOUS,900099,127896,127896
201533209349303708,411721815,PARTNERSHIP INCOME,900099,-979643,-979643
201543079349300834,840446349,MISCELLANEOUS INCOME,900099,3174,3174
201533179349300308,521318621,Recovered cost,900099,2072,2072
201533179349300333,510284276,MISC REVENUE,900099,3355,3355
201533209349302678,510153996,OTHER INCOME,900099,30926,30926
201533209349306053,760218990,MISCELLANEOUS INCOME,900099,1417,1417
201503039349300600,352056072,HOUSING ASSISTANCE,531110,7977,7977
201503039349300600,352056072,RENT,531110,5800,5800
201533209349310893,954130773,MISCELLANEOUS REVENUE,900099,2112,2112
201533069349300618,650922489,OTHER,1124,1124
201523209349308762,116000821,MISC INCOME,900099,1768,1768
201503099349300130,464420358,Meaningful Use,900099,696157,696157
201503099349300130,464420358,Food Services,722212,72118,72118
201503099349300130,464420358,Miscellaneous,900099,33905,33905
201523079349301702,841504768,MISCELLANEOUS INCOME,409,409
201523079349301702,841504768,PRODUCE SOLD,86,86
201533179349305138,591562196,MISCELLANEOUS INCOME,624110,708,708
201543039349301109,953495141,REFUND OF EMPLOYMENT T,900099,48542,48542
201543039349300544,231596872,MISCELLANEOUS REVENUE,1249,1249
201533039349300923,420212285,INTEREST - HOUSING NOTES,525990,254520,254520
201533039349300923,420212285,MANAGEMENT SERVICES - FDN,561000,33202,33202
201533079349300903,050161286,Miscellaneous,1661,1661
201533079349300903,050161286,Reimbursement of expenses,16817,16817
201523209349312842,620432130,REIMBURSEMENTS,900099,542868,542868
201523209349312842,620432130,MISCELLANEOUS,900099,5695,5695
201523209349312842,620432130,SALES - PUBS AND MERCH,900099,2605,2605
201533209349306133,135601035,MEDICAL RECORDS FEE,900099,3431,3431
201533179349305728,061358298,LOAN FORGIVENESS,900099,300000,300000
201533179349305728,061358298,CAFETERIA,900099,22675,22675
201533179349305728,061358298,CABLE REVENUE,900099,15020,15020
201523209349314587,453767735,MISCELLANEOUS,4062,4062
201533039349300028,331103722,MISCELLANEOUS,3158,3158
201523039349301217,311746242,Partnership Revenue (Schedule O),900099,-41597,0,-40413,-1184
201523089349301822,521514895,ADVERTISING,511120,36550,36550
201523089349301822,521514895,OTHER INCOME,30085,30085
201523089349301822,521514895,PUBLICATION SALES,9717,9717
201523209349311807,133599784,MISCELLANEOUS INCOME,900099,57940,57940
201533179349309368,841248045,PROCEEDS FROM SALE OF EQUIPME,2800,2800
201523219349301402,330923967,MISCELLANEOUS,12
201533179349302848,810379543,GENERAL AND ADMINISTRA,624100,2875,2875
201523069349301342,460671077,INSURANCE REIMBURSE,900099,185,185
201533199349300123,540577900,Miscellaneous,900099,39718,87622,-47904,0
201533209349303018,954231812,REFUND,524298,5165,5165
201533209349307088,550668245,OTHER INCOME,523000,645,645
201523209349309762,430684708,SECTION MISCELLANEOUS INCOME,561499,42164,42164
201523209349309762,430684708,ADVERTISING & SUBSCRIPTION,541800,322645,322645
201523209349309762,430684708,OTHER REVENUE,900099,181114,178688,2426
201523209349309797,621004587,OTHER,37357,37357
201503079349301130,582606951,900099,6971,6971
201503079349301175,210632971,BOOK SALE,561499,698,698
201503079349301175,210632971,MISCELLEANEOUS REVENUE,561499,2785,2785
201503079349301175,210632971,PARTNERSHIP2GETHER,561499,25,25
201503069349301025,942967408,MISCELLANEOUS,900099,4900,4900
201503069349301060,943162876,OTHER INCOME
201503069349301075,141636070,MISCELLANEOUS,621610,21130,21130
201503069349301120,561748033,FORFEITED SECURITY DEPOSITS,531110,1113,1113
201503069349301120,561748033,MISCELLANEOUS,531110,20,20
201503069349301140,237454575,MISCELLANEOUS REVENUE,900099,664,664
201503069349301155,942900226,MISCELLANEOUS,900099,20,20
201503069349301175,223972135,LAUNDRY AND OTHER INCO,812300,492,492
201503069349301210,371415172,LAUNDRY,531390,992,992
201513079349301201,760779755,OTHER REVENUE,900099,15073,15073
201513079349301206,273411679,FISCAL SVC REVENUE,900099,737,737
201513089349301511,133651419,GAIN FROM CURRENCY EXC,711448,711448
201513089349301516,273758609,OTHER INCOME,900099,478,478
201513089349301566,232657944,Capital gain on investments,110000,5392
201513089349301586,943054146,SM EMP HEALTH INS CR,900099,2700,2700
201513089349301611,351118647,Miscellaneous,900099,709,709
201513089349301621,582367819,MISCELLANEOUS OPERATING,900099,3550,3550,0,0
201513089349301651,462034851,FUNDRAISERS,4050,4050
201513089349301651,462034851,PROM,2640,2640
201513089349301651,462034851,SNACK BAR,2052,2052
201513089349301701,382074062,MISCELLANEOUS,4945,4945
201513089349301711,421450291,MISCELLANEOUS,98,98
201503069349301240,943065810,UI REFUND,16743,16743
201503069349301255,410718179,RENTAL INCOME,713990,169245,169245
201503069349301255,410718179,CAMPER RALLY INCOME,713990,11828,11828
201513079349301311,561097597,RENT,35850,35850
201513079349301326,581736428,MISC. REVENUE-RELATED-,531110,394,394
201513079349301351,351404197,OTHER INCOME,900099,20113,20113
201513079349301366,273181226,DISCOUNTS EARNED,62,62
201513079349301376,931109798,INTEREST/LATE FEE,900099,844,844
201513079349301376,931109798,OTHER INCOME,900099,268,268
201513079349301381,431016328,Energy Curtailment Rebate,900099,34215,34215
201513079349301381,431016328,All Other Misc Revenue,900099,1215,1215
201513079349301391,561564832,Laundry & vending,531110,682,682
201513079349301421,741287016,ALL OTHER REVENUE,900099,21599,21599
201513079349301426,113529145,MISC. INCOME,900099,3015,3015
201513079349301456,510252958,ADMINISTRATIVE FEES,541900,325,325
201503089349300220,410841103,MISECELLANEOUS REVENUE,900099,10521,10521
201503089349300305,131628168,MISCELLANEOUS,900099,467800,467800
201503089349300320,611152553,MISCELLANEOUS,4768,4768
201503089349300325,311734034,PROPERTY FUND,611710,1164,1164
201503089349300335,203395474,LEVERAGE LOAN,531390,35297,35297
201503089349300335,203395474,LOSS ON SALE OF PROPER,531390,-4045,-4045
201503099349301225,561827893,MISCELLANEOUS INCOME,900999,1603,1603
201513069349300201,270563603,MISCELLANEOUS,900099,10988,10988
201513069349300206,581669820,Miscellaneous,812900,2160,2160
201513099349300216,510565938,MISCELLANEOUS,900099,11828,11828
201513099349300221,631007280,MISCELLANEOUS INCOME,2293,2293
201513099349300306,760549240,OTHER REVENUE,621400,224,224
201513099349300336,341263226,Miscellaneous Income,900099,18785,18785
201513099349300341,161075068,INSURANCE PROCESSING FEE,524298,651,651
201513099349300341,161075068,MISCELLANEOUS,952,952
201513099349300841,746061449,BENEFICIAL INTERST IN,525920,167802,167802
201513099349300861,841136660,OTHER,3452,3452
201503089349301265,383443135,SPECIAL EVENT,600,600
201503089349301270,920093565,Bad Debt Recovery,900099,1597,1597
201503089349301280,133571733,MARATHON INFANTS & TODDLERS,621300,5971,5971
201503089349301280,133571733,OTHER INCOME,244,244
201503099349301690,911902146,AUCTION/RAFFLE,204885,204885
201503099349301690,911902146,PLAYERS ENTRY FEES,11910,11910
201503099349301690,911902146,DINNER EVENTS/COMMISSIONS,5131,5131
201503099349301760,237409990,SUBLEASE REHEARSAL/PIA,532000,170,170
201503099349301765,351262574,MISCELLANEOUS REVENUE,900099,27,27
201503099349301800,562181393,OTHER REVENUE,2416,2416
201503099349301810,582007287,TENANT CHARGES,531110,206,206
201503099349301820,061464648,INSURANCE PROCEEDS,531110,7000,7000
201503099349301855,311132676,MISCELLANEOUS REVENUE,531110,2218,2218
201503099349301855,311132676,LAUNDRY AND VENDING,531110,2088,2088
201503099349301855,311132676,DAMAGE AND CLEANING,531110,146,146
201503099349301900,311361779,LAUNDRY AND VENDING,531110,3696,3696
201503099349301900,311361779,MISCELLANEOUS REVENUE,531110,1557,1557
201503039349300615,846048416,OTHER REVENUE,900099,944,944
201503039349300620,431841631,PROF DEV - COMMUNITY,900099,492,492
201503039349300620,431841631,NON-PROFIT INCOME,900099,123,123
201503039349300630,956120642,Misc. Reimbursements,1523,1523
201503039349300635,232257065,Rental Income,621990,6800,6800
201503039349300635,232257065,Miscellaneous Income,621990,6137,6137
201503039349300635,232257065,Benefit Concert,621990,6980,6980
201503039349300645,381359218,MEANINGFUL USE REVENUE,900099,313758,313758
201503039349300645,381359218,OTHER INCOME,900099,290184,290184
201503039349300710,311741743,LAUNDRY & VENDING,531110,3117,3117
201503039349300710,311741743,MISCELLANEOUS INCOME,531110,245,245
201503039349300710,311741743,TENANT CHARGES,531110,218,218
201503039349300835,621515995,MISCELLANEOUS GENERAL,900099,6669,6669
201503089349300430,541938921,MISCELLANEOUS,624100,448,448
201503089349300435,300513819,MISCELLANEOUS,900099,518,518
201503089349300445,816053279,COST BASIS ADJUSTMENTS,-476,-476
201503089349300535,133345696,FOREIGN CURRENCY EXCH. GAIN,183,183
201503089349300540,752813850,UNREALIZED GAIN ON SEC,812900,43574,43574
201503089349300540,752813850,MISCANOUS OTHER,812900,1025,1025
201503089349300540,752813850,PRIOR YR ASSETS ADJ,812900,74,74
201503089349300625,133897866,LAUNDRY & VENDING MACH,900099,1224,1224
201503089349300625,133897866,FORFEITED SECURITY DEP,900099,352,352
201503089349301370,510100699,MISCELLANEOUS INCOME,900099,61391,61391
201503089349301420,990330698,MISCELLANEOUS INCOME,4355,4355
201503089349301490,751779401,MISCELLANEOUS REVENUE,900099,4367,4367
201503099349301660,223207958,OTHER INCOME,812900,6426,6426
201503099349301685,731618018,RENTS RECEIVED,9265,9265
201513069349300316,223073668,DEBT FORGIVENESS,900099,13845,13845
201503069349300545,510187567,DIRECTORY ADVERTISING,541800,10980,10980
201503069349300630,362246705,Miscellaneous Income,2758,2758
201503069349300705,720914640,LEA FUNDS FR DEFUNCT LODGE,90887,90887
201503069349300705,720914640,SMALL DONATIONS,771,771
201513079349300526,581413957,OTHER,621400,1981,1981
201513079349300526,581413957,MEDIAL RECORDS,621400,1698,1698
201513079349300526,581413957,INCENTIVE INCOME,621400,682,682
201513079349300616,382075343,Other revenue,900099,12142,12142
201503099349301050,222442017,EDUCATIONAL INCOME,900099,3750,3750
201503099349301050,222442017,OTHER REVENUE,900099,2074,2074
201503099349301090,943337754,LAWSUIT SETTLEMENT,900099,20001,20001
201503099349301090,943337754,OTHER REVENUE,900099,218,218
201503099349301110,141537663,OTHER REVENUE,10079,10079
201503099349301150,541652357,MISCELLANEOUS,2779,2779
201503099349301185,311288289,MISCELLANEOUS REVENUE,531110,10000,10000
201503099349301185,311288289,LAUNDRY AND VENDING,531110,1925,1925
201503099349301185,311288289,DAMAGE AND CLEANING,531110,451,451
201503099349301190,943280315,INC IN FMV OF TRUST FUND,115283,115283
201503099349301190,943280315,INTEREST ON LOANS,30684,30684
201513079349301466,260260117,MISCELLANEOUS,999999,4204,4204
201513079349301511,510154248,MISCELLANEOUS INCOME,900099,22367,22367
201513079349301516,364237214,FOREIGN CURRENCY TRANSACTION LOSS,900099,-213,-213
201513079349301536,510205032,MISSION INN TOURS/DOCENT,900099,158090,158090
201503069349300230,710940451,MISCELLANEOUS INCOME,900099,639,639
201503069349300305,310918497,ARTIFEX,999999,13910,13910
201503069349300305,310918497,OTHER REVENUE,930099,11499,11499
201503069349300305,310918497,ABB ART SALES,999999,5035,5035
201503069349300330,050456800,EMP. DAY CARE,624410,104011,47122,56889
201503069349300330,050456800,MISCELLANEOUS INCOME,900099,4302,4302
201503069349300505,200170554,SNOWPLOWING,811000,230,230
201503069349300505,200170554,RENT,531110,20,20
201503069349300540,510199145,Late Charges & bldg svcs,531110,25339,25339
201513079349300211,530128590,GUEST ROOM/GUEST MEALS,623000,114502,114502
201513079349300211,530128590,BEAUTY/BARBER SHOP INCOME,623000,103356,103356
201513079349300211,530128590,CAFE/DELI INCOME,623000,63264,63264
201513079349300216,200954365,MISCELLANEOUS REVENUES,900099,832,832
201513089349302056,204517269,BOOKS SALES,1442,1442
201513089349302056,204517269,BOOK SALE ROYALTIES,51,51
201503039349300025,830331735,MISCELLANEOUS,900099,18457,18457
201503039349300045,042308993,Miscellaneous Income,1487,1487
201503039349300135,941676464,MISCELLANEOUS INCOME,80729,80729
201503039349300135,941676464,VENDING INCOME,50973,50973
201503039349300140,954364780,MISCELLANEOUS INCOME,3008,3008
