object_id,ein,GrntTxt,RcpntCnt,CshGrntAmt
201403499349301200,237410494,TUITION ASSISTANCE,40,71756,BOOK,REDUCE TUITION
201403529349300205,580566143,Scholarships and Financial aid,2882,8088151
201423529349300412,370661211,STUDENT SCHOLARSHIPS,970,14846825,0,BOOK
201423529349300507,611312812,"SCHOLARSHIPS & FINANCIAL AID PROVIDED TO STUDENTS DURING YEAR ENDING JULY 31, 2014.",35,22085
201423459349300407,204499806,College Scholarships,44,36970
201443399349300804,410970173,SCHOLARSHIPS,14,26071
201423429349300102,560547511,INSTITUTIONAL SCHOLARSHIPS,621,3596669,FMV
201423429349300102,560547511,FEDERAL AND STATE GRANTS,664,47816,FMV
201423519349300952,610660795,EDUCATIONAL SCHOLARSHIPS/GRANTS,957,4420593,0
201423129349300002,566049935,ENDOWED SCHOLARSHIPS,637,932110
201423129349300002,566049935,RESTRICTED ANNUAL SCHOLARSHIPS,190,514960
201423129349300002,566049935,ATHLETIC SCHOLARSHIPS,398,3406014
201423129349300002,566049935,ACADEMIC SCHOLARSHIPS,2001,22016668
201423129349300002,566049935,NEED BASED SCHOLARSHIPS,532,1129691
201443189349306249,133705284,NURSING SCHOLARSHIPS,212,142576,FMV,N/A
201443189349300214,410698301,COLLEGE FUNDED INSTITUTIONAL AID TO STUDENTS,2526,30459032,0,N/A,N/A
201443189349300214,410698301,ENDOWED SCHOLARSHIPS TO STUDENTS,189,384200,0,N/A,N/A
201443189349300214,410698301,FEDERAL GRANTS & SCHOLARSHIPS,322,701980,0,N/A,N/A
201443189349300214,410698301,STATE GRANTS & SCHOLARSHIPS,6,30181,0,N/A,N/A
201443189349300214,410698301,PRIVATE SCHOLARSHIPS,136,553381,0,N/A,N/A
201443189349300214,410698301,FEDERAL SCHOLARSHIP ALLOWANCE PROGRAMS,363,600731,0,N/A,N/A
201443229349301409,237424429,FINANCIAL AID,205,2430785,OTHER,CREDIT TO RECIPIENTS TUITION BILL
201423219349308422,237275328,SCHOLARSHIPS,151,150606
201443189349305919,480554341,STUDENT FINANCIAL AID,217,3401742,0,BOOK
201433449349300008,620202000,SCHOLARSHIPS & FELLOWSHIPS FOR STUDENTS ATTENDING,594,6096271,N/A,N/A
201413399349300426,541919810,VARIOUS EDUCATIONAL SCHOLARSHIPS,320,2897531
201433189349302568,610461768,SCHOLARSHIPS,924423
201433189349304123,390821861,FEDERAL GRANTS,1012,3061354,CASH PROVIDED TO RECIPIENTS
201433189349304123,390821861,FEDERAL WORK STUDY,457,1056400,CASH PROVIDED TO RECIPIENTS
201433189349304123,390821861,INSTITUTIONAL GRANTS,863,8530869,CASH PROVIDED TO RECIPIENTS
201433189349304123,390821861,OUTSIDE GRANTS,250,781712,CASH PROVIDED TO RECIPIENTS
201433189349304123,390821861,STATE GRANTS,414,1138892,CASH PROVIDED TO RECIPIENTS
201443219349305534,591407629,STUDENT FINANCIAL AID,699467
201423219349310327,430652649,SCHOLARSHIPS,8855,43871738
201403439349300910,030197728,GRANTS PAID TO INDIVIDUAL,139,2440159
201433219349301053,470489031,Institutional scholarships,151,388710
201433239349300603,750827421,Emergency Aid,165,103277,109812,Fair mkt value,Insurance premium paid
201433239349300603,750827421,Honor Awards,37,13450,109812,Fair mkt value,Insurance premium paid
201433239349300603,750827421,Insurance,50,129945,109812,Fair mkt value,Insurance premium paid
201433239349300603,750827421,Living Expense,20,129945,5931,Fair mkt value,International travel
201433239349300603,750827421,Missions,26,1715,5931,Fair mkt value,International travel
201433239349300603,750827421,Travel,2,5931,Fair mkt value,International travel
201433239349300603,750827421,Tuitionbooks,763,2724199,Fair mkt value,Tuition discount
201433439349300608,410789397,Academic Scholarships,30,70853
201443369349300524,060646520,STUDENT FINANCIAL AID,1687,0,9535473,FAIR MARKET VALUE,REDUCTION OF TUITION COST CHARGED TO STUDENTS
201423189349306322,591092732,FINANCIAL AID/TUITION REMISSION,3270,22106016,COST OF ATTENDANCE,TUITION ASSISTANCE
201423189349306322,591092732,PELL GRANT AWARDS,1104,4245939,"COST OF ATTENDANCE, FINANCIAL NEED, AND ENROLLMENT STATUS"
201430929349300603,640902475,TUITION ASSISTANCE,1,1056
201430929349300603,640902475,OTHER AWARDS TO FACULTY AND STUDENTS OUTSTANDING IN RESEARCH,11,20710
201440929349300539,270115197,DR SUSAN NASH EDUC CON,1,36242
201440929349300539,270115197,PROF PETER STEARNS,1,10000
201440929349300539,270115197,POWER CAREER DEVELOPMENT,1,19650
201440929349300539,270115197,PROF FRED WILL EDUC CON,1,32000
201440929349300539,270115197,PAUL THOMPSON,1,500
201440929349300539,270115197,PROF ILHAN BASGOZ,1,10000
201440929349300539,270115197,PROF PAUL DAVIS,1,6000
201440929349300539,270115197,PROF TANUX OJARDE,1,11000
201440929349300539,270115197,TERRANCE MCSWEE,1,6000
201440929349300539,270115197,PROF ELIZABETH CLARK,1,6000
201440929349300539,270115197,DR DAVID MCPHERSON,1,9000
201440929349300539,270115197,PROF DEVIN STEWART,1,19500
201440929349300539,270115197,PROF ELIZABETH CLARK,1,8000
201440929349300539,270115197,DAVID JOHNSON,1,3000
201440929349300539,270115197,PROF MARVIN MARCOS,1,6500
201440929349300539,270115197,PROF ENGIN ATAC,1,17000
201440929349300539,270115197,PROF RICHARD DIETRICH,1,30000
201440929349300539,270115197,PROF DIETRICH AND TURAN,2,9000
201412259349303556,260536138,SCHOLARSHIP,1,10066,N/A,N/A
201411259349301806,454971921,Impact 360 tuition discounts,34,87170
201412379349300121,616002351,SCHOLARSHIPS,90,484023
201431259349300328,237242844,REX KASLER,1,6938
201431259349300328,237242844,OUTSTANDING STUDENT,1,500
201431259349300328,237242844,ACADEMIC ACHIEVEMENT,1,500
201431259349300328,237242844,FAMILY DISCOUNT,4,20579
201431259349300328,237242844,INTERNATIONAL SCHOLARSHIP,12,177739
201431259349300328,237242844,ALUMNI SCHOLARSHIP,1,1500
201431259349300328,237242844,LEGACY SCHOLARSHIP,6,6600
201431259349300328,237242844,MARRIAGE DISCOUNT,16,86020
201431259349300328,237242844,ROAR SCHOLARSHIP,25,42000
201431259349300328,237242844,CITIZENSHIP SCHOLARSHIP,1,300
201431259349300328,237242844,PRESIDENT SCHOLARSHIP,11,60890
201431259349300328,237242844,LENFEST SCHOLARSHIP,1,9999
201431259349300328,237242844,MISCELLANEOUS,6,45768
201431259349300328,237242844,BJ PALMER,1,500
201431259349300328,237242844,YORK HEALTH CENTER SCHOLA,1,200
201431259349300328,237242844,FACULTY/STAFF DISCOUNT,1,9190
201412469349300551,610470593,Student financial aid,1366,8039690
201402549349300300,522242995,SCHOLARSHIP,8,157564
201442669349300809,311695478,"CARDIOVASCULAR RESEARCH, TRAINING AND CERTIFICATION",1,30000
201422669349300042,850164940,Tuition grants and scholarships,343,161421,1481593,Actual award amount,Unfunded tuition discounts
201422749349301027,630338081,SCHOOL FUNDED GRANTS AND SCHOLARSHIPS,70,134648
201422749349301027,630338081,STUDENT LEADERS AND RA SERVICE GRANTS,10,12300
201441609349300709,486106237,SCHOLARSHIPS,6,35736
201421679349300807,020332032,Merit Scholarship,113,1051500,0
201421679349300807,020332032,Named Scholarship & Fellowship,19,67500,0
201421679349300807,020332032,Diversity Scholarship,27,162250,0
201421679349300807,020332032,UNH Law grants,130,703801,0
201421679349300807,020332032,Tuition Waivers,128,216550,0
201442269349303034,480851998,NO INDIVIDUAL GRANT OF 5000
201442269349303034,480851998,OR MORE
201412029349300321,620481463,Scholarships to eligible students who meet the criteria of the College and / or the trust instruments which established the scholarship fund.,364,1298807,0,Cash payments or credits against charges
201402559349300200,350715530,STUDENT FINANCIAL AID,1955,21419944
201412179349300006,134304343,"See Schedule I, Part IV, Statement 1",10,38180,Educational grant in the form of reduction from 25% to 50% based on their application forms and financial needs
201402869349300200,480548361,INSTITUTIONAL SCHOLARSHIPS,393,4522636,0
201402869349300200,480548361,FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS,185,130325,0
201412899349300621,562231069,SCHOLARSHIPS AND FINANCIAL AID,149,57956
201402879349301520,954529650,SCHOLARSHIPS,42,51775
201412879349300241,344429091,GRANTS AND ALLOCATIONS,2797,63802058
201412879349300626,550370901,SCHOLARSHIPS,209,989073
201412879349301026,630329409,INSTITUTIONAL AID,1540,10029188,FAIR MARKET VALUE
201412879349301026,630329409,FEDERAL AND STATE AID,337,274091,FAIR MARKET VALUE
201412879349301026,630329409,ENDOWED UNIVERSITY SCHOLARSHIPS,56,148782,FAIR MARKET VALUE
201412879349301026,630329409,OUTSIDE FUNDED SCHOLARSHIPS,170,290998,FAIR MARKET VALUE
201403009349300885,316064854,CCMS GRANT,5,5000
201403009349300885,316064854,SCHOLARSHIP MATCH,34,6831
201403009349300885,316064854,OTHER,99,39278
201442879349300724,350868095,SCHOLARSHIPS,1324,13890802
201422819349300432,620819352,"CASH SCHOLARSHIPS FOR U.S STUDENTS ATTENDING EMMANUEL CHRISTIAN SEMINARY IN CARTER COUNTY, TENNESSEE",115,345306,0,CASH PAID,N/A
201433179349304223,421351526,SCHOLARSHIPS,370,608945,0
201433179349304223,421351526,STIPENDS,94,114805,0
201423149349302187,420686467,ENDOWED PRIZES,41,18541,N/A,N/A
201423149349302187,420686467,GIFT PRIZES,18,8071,N/A,N/A
201423149349302187,420686467,GIFT SCHOLARSHIPS,67,1494029,N/A,N/A
201423149349302187,420686467,ENDOWED SCHOLARSHIPS,355,2721215,N/A,N/A
201423149349302187,420686467,GENERAL SCHOLARSHIPS,1179,21200,N/A,N/A
201423149349302187,420686467,TUITION DISCOUNTS,278,1082646,N/A
201443179349306519,200180768,TUITION GRANTS IN AID,6,6768
201413289349300436,610466713,STUDENT AID DISCOUNTS,677,5600342
201443179349304359,351065063,Educational scholarships for enrolled students,590,5223694,0
201433149349301113,390978445,INSTITUTIONAL GRANTS AND DISCOUNTS TO STUDENTS,1602,15693696
201443159349300979,942515428,EDUCATION GRANTS,230,456487,N/A,N/A
201443159349300979,942515428,STUDENT SCHOLARSHIPS,57,92535,N/A,N/A
201443169349304464,880121831,Scholarships,477,6451887,0,Tuition and Fee Rates
201443159349300804,350885591,SCHOLARSHIPS,2717,29084002
201443179349306614,131662715,SCHOLARSHIPS,79,505675
201443179349306614,131662715,MFA ASSISTANTSHIPS,22,87297
201433179349304333,250965603,EDUCATIONAL SCHOLARSHIPS AND GRANTS,1953,10762559,N/A,N/A
201433179349305423,391620530,BELLIN COLLEGE SCHOLARSHIP,100,290717
201433179349305423,391620530,BOARD ENDOWMENT,15,14352
201433179349305423,391620530,BOARD CURRENT,19,25345
201433179349305423,391620530,NISHIOKA,1,1000
201433179349305423,391620530,CURRENT SCHOLARSHIPS,110,121747
201433179349305423,391620530,ENDOWED SCHOLARSHIP,158,192597
201433179349305423,391620530,GROENDAHL,1,865
201423169349304852,810231774,ENDOWED SCHOLARSHIPS,356,940012
201423169349304852,810231774,CASH GRANTS,104,486041
201423169349304852,810231774,FEDERAL SEOG,189,62131
201423169349304852,810231774,FEDERAL TEACH GRANTS,3,11790
201423169349304852,810231774,FEDERAL PELL,309,1182797
201423169349304852,810231774,VARIOUS FINANCIAL AID PROGRAMS,1389,16185479
201423169349303627,350886846,"See schedule I, Part IV, Statement 1",1687,0,15880942,Cost,"Student Financial Aid (academic, athletic and need-based) for tuition and fees applied directly to the student's account."
201443169349303414,541031437,SCHOLARSHIPS & FINANCIAL AID,329,3015925,FMV,N/A
201443159349301729,450231180,Merit Scholarships,1281,4770041
201443159349301729,450231180,Athletic Scholarships,582,2090989
201443159349301729,450231180,Tuition Waivers,45,437199
201443159349301729,450231180,Fine Art Scholarships,89,194750
201443159349301729,450231180,Other Scholarships,347,437187
201433179349304828,362167773,SCHOLARSHIPS FOR STUDENTS ATTENDING LEWIS UNIVERSITY,3843,46669940
201443149349301499,731303821,FINANCIAL AID,121,363930
201423149349300402,362167792,Scholarships to students,670,1695389
201443149349302769,341726619,PELL GRANT,765,2206538
201443149349302769,341726619,OHIO COLLEGE OPPORTUNITY GRANT,401,514277
201443149349302769,341726619,FEDERAL SUPPLEMENTAL EDUCATIONAL GRANT,340,36226
201443149349302769,341726619,FEDERAL WORK STUDY PROGRAM,28,25400
201403029349300540,150532053,SCHOLARSHIPS,15,30700
201413009349301051,420680460,DRAKE UNIVERSITY AWARDED STUDENT AID,3509,48859681
201413009349301051,420680460,RESTRICTED/ENDOWED SCHOLARSHIPS,712,2855322
201443079349300249,410706151,FEDERAL PELL GRANT,511,2028972,N/A,N/A
201443079349300249,410706151,SUPPLEMENTAL ED. OPPORTUNITY GRANT,133,59772,N/A,N/A
201443079349300249,410706151,MINNESOTA STATE GRANT,309,1181888,N/A,N/A
201443079349300249,410706151,FINANCIAL ASSISTANCE - NORTH CENTRAL UNIVERSITY INSTITUTIONAL AID,747,5628220,N/A,N/A
201423019349300242,580593438,Government Grants,108,161203
201423019349300242,580593438,Wesleyan Grants,439,4537564
201402809349300800,560530251,SCHOLARSHIPS & TUITION DISCOUNTS,819,14700826
201442949349300624,272190032,Pioneer scholarships,17,121160
201442949349300624,272190032,Student scholarships,11,28000
201442949349300624,272190032,Certificate scholarships,1,124
201423039349300627,640303086,TUITION DISCOUNTS/SCHOLARSHIPS,1834,18984906
201412959349301051,350868181,Scholarships & Grants,1780,18856256
201403159349302465,251065148,SCHOLARSHIPS,1249,5524368,BOOK VALUE,N/A
201413009349300501,200617900,CHIPS QUINN SCHOLARS PROGRAM,2,1000
201413009349300501,200617900,FREE SPIRIT JOURNALISM CONFERENCE,51,51000
201403429349300615,460283336,SCHOLARSHIPS,398,2751076,BOOK VALUE
201403429349300615,460283336,STUDENT FAMILY DISCOUNTS,16,31042,BOOK VALUE
201403429349300615,460283336,RELIGIOUS DISCOUNTS,2,9618,BOOK VALUE
201403429349300615,460283336,TALENT AWARDS,55,72200,BOOK VALUE
201403429349300615,460283336,ATHLETIC GRANTS,212,724151,BOOK VALUE
201403429349300615,460283336,NEED BASED GRANTS,285,729146,BOOK VALUE
201403429349300615,460283336,SPECIAL NEEDS,91,49570,BOOK VALUE
201403429349300615,460283336,ROTC,4,6646,BOOK VALUE
201403429349300615,460283336,FSEOG AND MOUNT MARTY COLLEGE MATCHING AMOUNT,175,151656,BOOK VALUE
201403429349300615,460283336,TEACHER,17,62551,BOOK VALUE
201403429349300615,460283336,SD EQUAL OPPORTUNITY SCHOLARSHIPS,60,69500,BOOK VALUE
201403429349300615,460283336,AMERICA READS,11,4788,BOOK VALUE
201403429349300615,460283336,AMERICA COUNTS,11,4638,BOOK VALUE
201403429349300615,460283336,CATHOLIC LEADERSHIP,86,62418,BOOK VALUE
201403429349300615,460283336,DAKOTA CORPS,3,26334,BOOK VALUE
201403429349300615,460283336,MISCELLANEOUS,1,7171,BOOK VALUE
201443429349300414,166031585,Scholarships for students attending Hilbert College,818,3698911,0
201423519349300402,581494136,SCHOLARSHIPS,203,96950
201403459349300820,560767736,FEDERAL CAMPUS NEED-BASED,674,9511557,FAFSA RESU
201403459349300820,560767736,NC STATE CAMPUS NEED-BASE,133,596631,FAFSA RESU
201403459349300820,560767736,OTHER NEED BASED/MERIT,91,1184415,FAFSA/ACAD
201413449349300111,530196583,ARCHDIOCESAN SCHOLARSHIPS,2,101866
201413449349300111,530196583,BASSELIN SCHOLARSHIP FUND,15,472400
201413449349300111,530196583,BOARD OF TRUSTEES SCHOLARSHIP,12,238970
201413449349300111,530196583,CENTENNIAL SCHOLARSHIP,8,150875
201413449349300111,530196583,DOCTORAL SCHOLARSHIP TOTAL,98,2944438
201413449349300111,530196583,DOL TOTAL,100,397326
201413449349300111,530196583,FIRST YEAR EXPERIENCE,47,257475
201413449349300111,530196583,KNIGHTS OF COLUMBUS GRAD SCHOLARSHIPS,3,99025
201413449349300111,530196583,LAW SCHOOL SCHOLARSHIPS,248,2970562
201413449349300111,530196583,MAGI ENDOWMENT,8,146750
201413449349300111,530196583,MCSHAIN SCHOL FOR SEMINARIANS,28,164500
201413449349300111,530196583,METROPOLITAN COLLEGE,115,742976
201413449349300111,530196583,NATIONAL CATHOLIC SCHOOL OF SOCIAL SERVICES,106,623347
201413449349300111,530196583,OTHER CATHOLIC UNIVERSITY SCHOLARSHIPS,3450,48946801
201413449349300111,530196583,SCHOOL OF THEOLOGY AND RELIGIOUS STUDIES,243,2913467
201413449349300111,530196583,SCHOOL OF ARCHITECTURE & PLANNING,53,455335
201413449349300111,530196583,SCHOOL OF ARTS & SCIENCES,287,4169548
201413449349300111,530196583,SCHOOL OF CANON LAW,14,318469
201413449349300111,530196583,DEPARTMENT OF EDUCATION,27,290458
201413449349300111,530196583,SCHOOL OF ENGINEERING,35,692350
201413449349300111,530196583,SCHOOL OF LIBRARY & INFORMATION SCIENCE,56,229278
201413449349300111,530196583,SCHOOL OF MUSIC,48,632173
201413449349300111,530196583,SCHOOL OF PHILOSOPHY,105,1587455
201413449349300111,530196583,SHEEHY SCHOLARSHIP,56,190917
201413449349300111,530196583,STUDENT AID: ENDOWED FUNDS,470,2555102
201413449349300111,530196583,STUDENT AID: PRIVATE SOURCES,419,2768774
201413449349300111,530196583,UNDERGRADUATE TUITION EXCHANGE SCHOLARSHIP,45,1386000
201413449349300111,530196583,UNIVERSITY GRADUATE SCHOLARSHIPS,708,1401698
201413449349300111,530196583,KNIGHTS OF COL UNDERGRAD SCHOLAR TOTAL,36,53250
201413449349300111,530196583,PELL GRANT 2012/2013,26,28091
201413449349300111,530196583,SEOG GRANT 2012/2013,30,28301
201413449349300111,530196583,SEOG GRANT 2013/2014,235,451805
201413449349300111,530196583,PELL GRANT 2013/2014,492,1835001
201413449349300111,530196583,SCHOOL OF BUSINESS & ECONOMICS SCHOLARSHIP,1,15000
201413449349300126,363157451,SCHOLARSHIPS FOR STUDENTS ATTENDING THE INSTITUTE FOR CLINICAL SOCIAL WORK,4,18000,0
201443499349300349,202280759,TUITION ASSISTANCE,3,8384,BOOK,TUITION CREDIT
201433189349302143,810231777,"SCHOLARSHIPS-TUITION, FEES, BOOKS, ETC.",886,8618366,FMV,"SCHOLARSHIPS ARE POSTED TO THE STUDENTS ACCOUNTS FOR USE TOWARDS THE COST OF TUITION, FEES, TEXTBOOKS, ON CAMPUS HOUSING AND OTHER EDUCATION PROGRAM COSTS."
201433189349302143,810231777,SCHOLARSHIPS-HOUSING ALLOWANCE,27,173575,FMV,DIRECT HOUSING ALLOWANCES ARE GRANTED TO CERTAIN STUDENTS WHO MEET SPECIFIC CRITERIA.
201443219349309969,510305893,SCHOLARSHIPS,2516,23684821
201413569349300716,560532296,Privately Funded Student Scholarships,429,1945828
201443189349304694,540646523,RETURNED MISSIONARY SCHOLARSHIPS,177,325445
201443189349304694,540646523,UNIVERSITY GRANTS,266,360462
201443189349304694,540646523,ACADEMIC SCHOLARSHIPS,637,3729211
201443189349304694,540646523,TALENT SCHOLARSHIPS,142,164694
201443189349304694,540646523,VARIOUS OTHER,112,149557
201403219349306475,381673400,GRACE BIBLE INSTITUIONAL SCHOLARSHIPS,580,1180857,COST,SCHOLARSHIPS FOR TUITION AND FEES
201413469349300316,237013253,SCHOLARSHIPS,263,350051,FMV
201403529349300320,620475691,Maryville College grants and awards,1075,17201839,0
201403529349300320,620475691,Maryville College direct funded endowed scholarships and awards,34,69042,0
201403529349300320,620475691,Maryville College indirect funded endowed scholarships,81,1633663,0
201403529349300320,620475691,Bonner scholarships,55,226925,0
201403529349300320,620475691,Maryville College faculty/staff dependents,24,608188,0
201403529349300320,620475691,Maryville College tuition exchange,10,304100,0
201403529349300320,620475691,Presidential scholarships,17,294000,0
201403529349300320,620475691,MC Scots annual fund scholarships,13,158989,0
201403529349300320,620475691,federal work study,42,86276,0
201403529349300320,620475691,Bradford scholarships,16,60000,0
201403529349300320,620475691,other local scholarships,4,3456,0
201403529349300400,741357323,TUITION ASSISTANCE,126,174540,BOOK,TUITION CREDIT
201443189349306734,550357056,SCHOLARSHIPS,1354,21868158
201413459349300011,450306841,STUDENT AID AND SCHOLARSHIPS,217,649542,N/A,N/A
201403579349300505,200258004,FINANCIAL AID,1019947
201413469349300116,570324915,Scholarships and Grants,697,8943797
201423219349305487,476025325,SCHOLARSHIPS,28,25979
201423389349300602,630329409,INSTITUTIONAL AID,1540,10029188,FAIR MARKET VALUE
201423389349300602,630329409,FEDERAL AND STATE AID,337,274091,FAIR MARKET VALUE
201423389349300602,630329409,ENDOWED UNIVERSITY SCHOLARSHIPS,56,148782,FAIR MARKET VALUE
201423389349300602,630329409,OUTSIDE FUNDED SCHOLARSHIPS,170,290998,FAIR MARKET VALUE
201413189349303561,201359433,AULTMAN HEALTH FOUNDATION SCHOLARSHIP,3,9981,0
201403359349300030,160909446,"SCHOLARSHIPS, TUITION DISCOUNTS, AND STUDENT AID FOR STUDENTS ATTENDING TROCAIRE COLLEGE.",1267,1236171,618086,FMV,"EDUCATIONAL SUPPLIES SUCH AS TEXTBOOKS, NOTEBOOKS, WRITING MATERIALS, PROGRAM SPECIFIC SUPPLIES, AND OTHER VARIOUS EDUCATIONAL RELATED SUPPLIES."
201403189349307150,141338310,Educational Scholarships,230,3959647,Book Value
201413369349300501,420680408,Endowed scholarships,240,378014
201413369349300501,420680408,Endowed awards,46,8797
201413369349300501,420680408,Institutional scholarships,790,8982165
201413369349300501,420680408,Federal SEOG grants,180,96920
201413369349300501,420680408,Tuition remission & other waivers,45,636601
201413369349300501,420680408,Tuition exchange,7,155910
201413369349300501,420680408,Advanced education nursing traineeship,35,403519
201413189349307566,820309302,STUDENT FINANCIAL AID,164,2084641,STUDENT FINANCIAL AID
201433189349306488,362167855,UNDERGRADUATE SCHOLARSHIPS & GRANTS,1655,21803182,AMOUNT OF CASH GRANTED
201433189349306488,362167855,GRADUATE SCHOLARSHIPS & GRANTS,439,1903809,AMOUNT OF CASH GRANTED
201433189349306488,362167855,FEDERAL PELL GRANTS,126,4651897,AMOUNT OF CASH GRANTED
201433189349306488,362167855,FEDERAL SEOG GRANTS,948,251222,AMOUNT OF CASH GRANTED
201413159349300826,522027415,NEED BASED GRANTS.,133,447378,FMV,GRANTS TO STUDENTS BASED ON FINANCIAL NEED.
201413159349300826,522027415,SCHOLARSHIPS.,168,707050,FMV,MERIT BASED SCHOLARSHIPS.
201413149349301011,232215278,REMARQUE CIRCLE SCHOLARSHIP,1,1200
201413149349301011,232215278,SEOG AWARDS,60,10500
201413149349301011,232215278,EMPLOYEE DISCOUNT,22,11128
201413149349301011,232215278,FAMILY DISCOUNT,5,300
201413149349301011,232215278,PORTFOLIO PREP DISCOUNT,1,920
201413149349301011,232215278,TEACHER DISCOUNT,2,425
201413149349301011,232215278,YOUTH DISCOUNT,33,9491
201413149349301011,232215278,PCAD SCHOLARSHIP,33,67575
201413149349301011,232215278,PCA & D SCHOASTIC ART AWARD,1,200
201413149349301011,232215278,MISCELLANEOUS CE DISCOUNT,10,936
201413149349301011,232215278,SCHOLARSHIPS- BFA DISCOUNT FOR CE,3,2730
201413149349301011,232215278,UPS SCHOLARSHIP,2,2400
201413149349301011,232215278,CORPORATE SCHOLARSHIPS AWARDED,3,3000
201413149349301011,232215278,SWAIN MEMORIAL SCHOLARSHIP AWARDED,1,1000
201413149349301011,232215278,FREEMAN SCHOLARSHIP AWARDED,1,1500
201413149349301011,232215278,PFALTZGRAFF ( YORK CO.) SCHOLARSHIP AWARDED,4,4475
201413149349301011,232215278,CE RESTRICTED SCHOLARSHIP,30,3033
201413149349301011,232215278,FF ENDOWED SCHOLARSHIPS AWARDED,3,8000
201413149349301011,232215278,PRESIDENTIAL SCHOLARSHIP,24,45500
201413149349301011,232215278,REFER-A-FRIEND SCHOLARSHIP,1,30
201413039349300626,560529972,ACADEMIC SCHOLARSHIPS,1219,11134854
201413039349300626,560529972,ATHLETIC SCHOLARSHIPS,395,6429866
201413039349300626,560529972,OTHER SCHOLARSHIPS,733,2825180
201403149349302770,362310478,FUNDED SCHOLARSHIPS AND AWARDS,42,100150,0,N/A,N/A
201403149349302770,362310478,ICO SCHOLARSHIPS,90,531619,0,N/A,N/A
201413159349301026,426081293,EDUCATIONAL GRANTS,817,313721,N/A,N/A
201413159349301026,426081293,SCHOLARSHIPS,906,1840933,N/A,N/A
201413159349301026,426081293,BENEFITS (GRANTS),30,268609,N/A,N/A
201433169349302723,480543766,SCHOLARSHIPS,1340,12381226
201403149349300005,382812695,Scholarships to Students,92,229444
201443159349303059,250965576,Financial Aid,500,1677218,0,Fair Market Value
201423179349304652,136171197,SCHOLARSHIPS,215,3353876,OTHER,N/A
201423179349306192,640329300,SCHOLARSHIPS FOR STUDENTS @WCU,2612,8568468
201433159349300313,620476661,FINANCIAL-AID SCHOLARSHIP,1188,9331676
