object_id,ein,GrntTxt,RcpntCnt,CshGrntAmt
201530229349300913,381393841,GRADUATE ASSISTANT GRANT,17,155974
201530229349300913,381393841,RITA & CHARLES GELMAN UNDERGRADUATE SCHOLARSHIP,1,2000
201530229349300913,381393841,MARJORY CLEARY MCKENNY & ARTHUR MCKENNY,1,2000
201530229349300913,381393841,ATHLETIC SCHOLARSHIP,51,286772
201530229349300913,381393841,ATHLETIC HOUSING SCHOLARSHIP,36,64450
201530229349300913,381393841,ADMISSIONS HONORS SCHOLARSHIP,19,95100
201530229349300913,381393841,AMERICORPS MATCHING GRANT,1,123
201530229349300913,381393841,ADMISSIONS TRANSFER SCHOLARSHIP,22,56955
201530229349300913,381393841,PHI THETA KAPPA TRANSFER SCHOLARSHIP,1,1000
201530229349300913,381393841,CLEARY BUSINESS PARTNER SCHOLARSHIP,126,222959
201530229349300913,381393841,INTERNATIONAL CPT PROGRAM SCHOLARSHIP,20,21948
201530229349300913,381393841,THE CLEARY COUGAR EXCELLENCE IN LEADERSHIP AWARD,1,1500
201530229349300913,381393841,DONNA B AND JOSEPH L RICHARDS ENDOWED SCHOLARSHIP,1,500
201530229349300913,381393841,MARIE & OWEN J CLEARY ENDOWED SCHOLARSHIP,1,500
201520169349300922,480623882,SCHOLARSHIPS,179,564295
201530139349301413,480914282,STUDENT FINANCIAL AID AWARDED THROUGH SCHOOL'S BUSINESS OFFICE,65,509780
201520099349301152,310970262,SCHOLARSHIPS AND GRANTS,54,13733
201520099349301257,460224589,SCHOLARSHIP ALLOWANCES,757,8418961
201500219349300245,610444788,INSTITUTIONAL SCHOLARSHIPS,2769,11326600
201500129349301275,382333042,SCHOLARSHIPS TO INDIVID.,14,15500
201520299349300737,510175975,Scholarships and stipends,108,238432,TUITION RATE,Scholarships
201520299349300007,430653369,INSTITUTIONAL FINANCIAL AID,2848,20467384
201520239349300007,951716809,Scholarships,869,1286589
201520239349300722,430655867,INSTITUTIONAL SCHOLARSHIPS,2150,7817476
201500239349300505,800477644,Fellowships/Scholarships,132,648926
201520279349300217,440545280,SCHOLARSHIPS,218,1327390
201520279349300217,440545280,DENTAL/VISION VOUCHERS,56,22861
201500239349300105,952592468,Scholarships,21,10270
201540239349300839,111733439,STUDENT AID/SCHOLARSHIPS,3804,25480019
201500289349301350,042325504,FEDERAL AND STATE FINANCIAL AID,101,477938
201500289349301350,042325504,MCC SCHOLARSHIP,95,258098
201520289349300407,941021164,SCHOLARSHIPS FOR STUDENTS ATTENDING FRESNO PACIFIC UNIVERSITY,1727,14176160
201510239349300106,363005527,Fellowships/Scholarships,216,1244834
201500359349300125,131632522,Merit Based Scholarships,159,672504,CASH
201500309349301800,042111203,Undergraduate scholarships,2040,39952008,0
201500309349301800,042111203,Graduate scholarships,95,125090,0
201500309349301800,042111203,Graduate remissions,840,14001122,0
201500309349301800,042111203,Undergraduate remissions,163,939797,0
201500309349301800,042111203,Graduate awards,140,599350,0
201500309349301800,042111203,Undergraduate awards,167,277874,0
201520369349300042,231608264,Scholarships and Financial Aid,806,656513,N/A,N/A
201510309349300546,340868798,SCHOLARSHIPS FOR STUDENTS,1898,22897203
201510309349300546,340868798,DISCOUNTS ON TUITION FOR STUDENTS,309,2019013
201500349349300965,910473310,"FINANCIAL AID FOR TUITION, ROOM AND BOARD EXPENSES",2630,40232654
201530369349300718,362181973,TUITION WAIVERS,635,3965599,0,N/A,N/A
201530369349300718,362181973,PRIVATE SCHOLARSHIPS,186,1374181,0,N/A,N/A
201530369349300718,362181973,DEPT. OF DEFENSE SCHOLARSHIPS,5,258722,0,N/A,N/A
201530369349300718,362181973,DEPENDENT TUITION WAIVERS,5,143499,0,N/A,N/A
201530369349300718,362181973,NRSA SCHOLARSHIP,4,44913,0,N/A,N/A
201500309349300205,350845258,SCHOLARSHIPS FOR TUITION & FEES,5757,23748225
201510369349301501,930309970,CAREER CHANGE SCHOLARSHIP,5,9500
201510369349301501,930309970,CULTURAL DIVERSITY SCHOLARSHIP,3,3500
201510369349301501,930309970,COMMUNITY SERVICE SCHOLARSHIP,6,4500
201510369349301501,930309970,GENERAL MASSAGE PROGRAM SCHOLARSHIP,1,500
201510369349301501,930309970,PRESIDENTIAL SCHOLARSHIP,8,16178
201510369349301501,930309970,WOMEN IN CHIROPRACTIC SCHOLARSHIP,4,5750
201510369349301501,930309970,INTERNATIONAL GRANT,110,144500
201510369349301501,930309970,SEOG,35,11475
201510369349301501,930309970,YELLOW RIBBON,1,4000
201510369349301501,930309970,DEAN'S SCHOLARSHIP,5,7000
201530349349300408,410693977,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,2407,36641628
201530349349300408,410693977,SCHOLARSHIPS AND GRANTS - LANGUAGE VILLAGES,404,348317
201500349349300345,742599785,SCHOLARSHIP/GRANTS,209,555906
201500349349300510,310544271,TUITION ASSISTANCE FOR STUDENTS OF GOD'S BIBLE SCHOOL,176,365582,FMV OF TUITION,SCHOLARSHIPS TO STUDENTS
201500339349300905,233069199,SCHOLARSHIPS,90,151527,BASED ON A STUDENT'S STATEMENT OF NEED
201500339349300705,470377991,SCHOLARSHIP ASSISTANCE TO STUDENTS,1044,14345094
201510359349300401,030213180,Institutional Financial Aid,132,1229871
201530309349301008,231382408,FINANCIAL AID AND SCHOLAR,3614071
201530309349301108,420680351,INSTITUTIONAL SCHOLARSHIPS AND GRANTS,1625,1220292,27719351,TUITION DISCOUNTING,INSTITUTIONAL SCHOLARSHIPS AND GRANTS ARE USED AS A DIRECT REDUCTION OF THE TUITION THAT EACH FULL-TIME STUDENT IS REQUIRED TO PAY.
201530309349301108,420680351,SUPPLEMENTAL EDUCATION OPPORTUNITY GRANT,401,155745,FAIR MARKET VALUE,SUPPLEMENTAL EDUCATION OPPORTUNITY GRANT (SEOG) IS A FEDERAL GRANT THAT IS AWARDED BY THE COLLEGE TO QUALIFIED STUDENTS IN ORDER TO REDUCE THE COST THE STUDENT MUST PAY FOR THEIR EDUCATION.
201510339349300726,161476258,Fellowships,103,109951,FMV
201510339349300726,161476258,Scholarhips,3131,34207400,FMV
201520419349301407,150533545,SCHOLARSHIP AID,10336411
201520419349301982,540505922,Non-funded Financial Aid,1880,28505910,0
201520419349301982,540505922,Funded Financial Aid,84,1278440,0
201530409349300408,420772559,Scholarships,1326,12414135,0
201520419349300217,340714629,Merit Scholarships and need-based financial aid,2297,39118157
201500439349302555,364479457,TUITION AND FEES,22,1352054,N/A,N/A
201540429349301964,010271210,FINANCIAL AID,2614,8368700,FMV OF TUITION,SCHOLARSHIP AID
201540429349301289,231352652,INSTITUTIONAL SCHOLARSHIPS AND GRANTS,1484,28904373,0,CASH,N/A
201530429349300843,930461940,SCHOLARSHIPS,82,166801
201530429349301023,440545271,Grants are used to pay for the college educational expenses for the students.,290,3238391,0
201530429349301108,237373765,"STUDENT AID CONSISTING OF PELL GRANTS, COLLEGE WORK STUDY, GRANTS AND SCHOLARSHIPS",241,781934,0
201510429349301656,721226741,TUITION DISCOUNT/SCHOLARSHIP,287,793701,BASED ON FEE PER CREDIT HOURS,REDUCED TUITION
201510429349301836,043349703,FINANCIAL AID / SCHOLARSHIP,124,127088,FMV OF TUITION,FINANCIAL AID
201530439349301208,440545286,SCHOLARSHIPS,1468,15328842
201540429349301729,061013935,SCHOLARSHIP AND FINANCIAL AID,45,758104
201510409349300646,370864020,Institutional scholarships,2997,0,25009772,FMV
201530409349300913,310536647,Scholarships and Student Aid,3222,27803581
201530379349301253,470378777,Scholarships,1137,14151398,0
201530419349301803,042104778,INSTITUTIONAL FINANCIAL AID,1019,16437489
201530439349301108,560657294,TUITION ASSISTANCE,1837,21410467,0,FMV
201510419349300416,440545914,SCHOLARSHIPS,992,20867962
201530429349301473,941585735,TUITION SCHOLARSHIP,1286,8000815
201530429349301473,941585735,BOOKSTORE GIFT CARDS,6,2000,FMV,GIFT CARDS FOR BOOKS AND SUPPLIES
201500439349301035,042104258,Scholarships and Grants to Gordon College Students,1612,19340750,0
201500439349301035,042104258,Federal SEOG Grants to students,281,162460,0
201500439349301035,042104258,Federal Work Study,426,206033,0
201500439349301035,042104258,Federal Teach Grants,17,59704,0
201500439349301035,042104258,Dr Marvin Wilson Award for Teaching,1,1000,0
201500439349301035,042104258,Center for Faith and Inquiry Award,1,2140
201500439349301035,042104258,AJG Mission Fellowship Award,5,4200,0
201500439349301035,042104258,Christian Vocational Institute Award,13,12000,0
201500439349301035,042104258,Invitation to Leadership Award,5,7500,0
201510409349300126,237032625,SCHOLARSHIPS,363,9153797
201500439349301630,660379122,SCHOLARSHIP ECONOMIC BASE,23,92000
201500439349301630,660379122,SCHOLARSHIP MERIT BASED,11,27984
201500409349301105,952882724,TUITION SCHOLARSHIPS AWARDED TO STUDENTS,232,565068
201500409349301105,952882724,RESEARCH GRANTS AWARDED TO FACULTY MEMBERS,4,2448
201500409349301105,952882724,RESEARCH GRANTS AWARDED TO STUDENTS,5,2700
201510429349300816,042103701,SCHOLARSHIPS FOR STUDENTS OF THE COLLEGE,1581,26549087
201530439349301828,150532239,financial aid,1965,54598901,0
201540419349301529,231352236,Merit/need Based Aid,425,5546054,0
201540419349301529,231352236,Federal Aid,1,5287,0
201520379349301037,941698615,STUDENT GRANTS,270,3316813,NEED BASED AID (GRANTS) PROVIDED TO STUDENTS ATTENDING THOMAS AQUINAS COLLEGE.
201500409349301010,233102135,Financial Aid and Scholarships,26,39929,FMV,SCHOLARSHIP
201520429349300812,620484185,"CASH SCHOLARSHIPS FOR STUDENTS ATTENDING TUSCULUM COLLEGE IN GREENE COUNTY, TENNESSEE.",1766,10785338,N/A,N/A
201540379349301234,620570060,STUDENT ASSISTANCE,899035
201520439349301002,930634049,Tuition Discounts,318,0,656820,Total amount of tuition discounts credited to student account balances.,"The University offers tuition discounts to members of the Armed Services, as well as other students."
201520439349301002,930634049,Supplemental Education Opportunity Grant (SEOG),113,23781,0,Actual dollars paid out to students.,The University matches federal funds dedicated for the SEOG program at the ratio of one dollar for every three dollars of federal aid received.
201520439349301002,930634049,University Scholarships,285,830081,0,Actual dollars paid out to students.,"University scholarships are provided from endowed, temporarily restricted, and unrestricted funds. Generally, they originate from a donor contribution made in order to establish or fund a university scholarship."
201510419349301561,341226547,Donor funded scholarships,244,784032,0,Fair Market Value (Cash)
201510419349301561,341226547,Institutional Scholarships,953,3989469,0,Value of discounts given,Aggregate discounts on tuition benefitting students.
201510439349300711,390806263,Institutional Scholarships,2161,11203349
201500429349301255,440556862,PELL GRANTS/INSTITUTIONAL SCHOLARSHIPS,954,20184789,BOOK
201500429349301255,440556862,WORK STUDY,951,4910863,BOOK
201530419349300023,470376525,SCHOLARSHIPS,1130,15757714
201520409349300862,391024723,SCHOLARSHIPS AND GRANTS (FINANCIAL AID),1592,12216100
201520429349300032,430652675,SEOG,86,164554
201520429349300032,430652675,PRESIDENT'S SCHOLARSHIP,129,1028000
201520429349300032,430652675,FACULTY MEMORIAL SCHOLARSHIP,132,396481
201520429349300032,430652675,HIGH PROFICIENCY SCHOLARSHIP,223,894000
201520429349300032,430652675,TUITION/ROOM/BOARD REMISSION,10,97044
201520429349300032,430652675,NEED BASED GRANTS,119,273984
201520429349300032,430652675,COLLEGE SPONSORED SCHOLARSHIPS - MISC,193,567053
201520429349300032,430652675,COLLEGE CONTRIBUTION-SEOG,86,41138
201520429349300032,430652675,COLLEGE CONTRIBUTION-C/W/S,284,50200
201520429349300032,430652675,COLLEGE CONTRIBUTION-O.J. CLOUGHLY LN. FD.,3,6000
201520429349300032,430652675,DEANS SCHOLARSHIP,293,1615551
201520429349300032,430652675,AMBASSADOR SCHOLARSHIP,51,25500
201520429349300032,430652675,ANNA J CLOUGHLY CONTRIBUTION,1,500
201520429349300032,430652675,ATHLETIC SCHOLARSHIP,161,164500
201520429349300032,430652675,PRESIDENT'S MERIT AWARD,143,809274
201500419349300505,591237047,Annual,58,100479
201500419349300505,591237047,Athletics,257,2607755
201500419349300505,591237047,Endowments,142,375564
201500419349300505,591237047,Merit,5261,13178907
201500419349300505,591237047,Need Based,655,2174906
201500419349300505,591237047,Other Educational,423,2360053,EMPLOYEE FRNG BNFT
201510439349301791,956001907,Institutional Scholarships,1219,10857629
201520419349301562,540505892,"Various amounts and kinds of grants and scholarships were awarded to recipients to assist with the cost of attendance at E&H College, while pursuing a variety of bachelor of art and science degrees. The cost of attendance includes tuition, books, room, board, and other living expenses.",883,14967574,0,Book Value
201520419349301562,540505892,"Grants to faculty and students to aid with research expenses, travel expenses, and supplies and equipment in various academic fields.",50,335154,0,Book Value
201540409349301259,581438873,scholarships paid to morehouse students,111,2244933
201510409349300951,362177133,INSTITUTIONAL AWARDS,2684,28307288
201510409349300951,362177133,ENDOWED AND NAMED SCHOLARSHIPS,74,228112
201530429349300323,382410852,SEOG Financial Aid,177,283455,0
201530429349300323,382410852,Donor Restricted Annual Scholarships,92,1446272,0
201530429349300323,382410852,Endowed Scholarships,359,1378607,0
201500409349300435,540505945,Financial aid to students for tuition and fees,1971,33942812,0
201530439349302123,591146751,Privately Funded Student Scholarships,518,1420085
201500409349300005,030179299,Institutional Financial Aid,585,9318705
201520379349301252,381374230,Scholarships and grants awarded to undergraduate students at Hillsdale College,1412,19572684,0,Book Value
201510419349301001,820200906,Funded Scholarships,270,1211864,0,FMV
201510419349301001,820200906,Unfunded Scholarships,1049,12019406,0,FMV
201510419349301001,820200906,Federal SEOG,251,43526,0,FMV
201500439349302020,131628149,Barnard Grant for Tuition/Board Assistance,967,30345216,0
201500439349302020,131628149,Basic Education Opportunity Grants (Pell),461,2094167
201500439349302020,131628149,Federal College Work Study,352,243547
201500439349302020,131628149,Supplementary Educational Opportunity Grants,122,231670
201500439349302020,131628149,Higher Educational Opportunity Grants (HEOP),85,167000
201500439349302020,131628149,Stipends / Honorarium,139,106946
201520429349301992,770342669,SCHOLARSHIP,12,13800
201500419349301715,390477970,GRANTS/SCHOLARSHIPS/TUITION REMISSION,2238,44272490
201500379349301315,530199507,Scholarships and Awards,1471,8508286
201500419349301300,540575812,Student Financial Assistance,1500,12062428,0
201500439349300100,951744369,Scholarships,6006,64912627
201520409349301312,221912028,ADMISSIONS SCHOLARSHIP,1060,9773723
201520409349301312,221912028,ATHLETIC SCHOLARSHIPS,138,1470030
201520409349301312,221912028,NEED BASED GRANTS,268,838266
201520409349301312,221912028,MERIT AWARDS,271,585301
201520409349301312,221912028,RESTRICED SCHOLASHIPS,79,318529
201520409349301312,221912028,YELLOW RIBBON AWARDS,31,133036
201520409349301312,221912028,COHORT SCHOLARSHIPS,49,39582
201520409349301312,221912028,FFI GRANTS,12,18900
201520479349301397,620550981,SCHOLARSHIPS,56,64562
201540459349300014,560529982,FEDERAL AID-EDUCATION,1611,4564428
201540459349300014,560529982,STATE AID- EDUCATION,959,2412692
201530509349300018,620475690,Privately Funded Student Scholarships,630,982438
201510459349300701,042152671,GRANTS AND SCHOLARSHIPS,450,9488100,CURRENT TUITION RATE,TUITION REMISSION
201510459349300701,042152671,OTHER FINANCIAL AID,4,134930,CURRENT TUITION RATE,TUITION WAIVER
201510479349302316,950549600,Institutional Scholarships,6000,37972236,N/A,N/A
201530479349301653,750917417,Privately Funded Student Scholarships,578,731743
201510479349301931,760057699,SCHOLARSHIPS,6,9500,0,CASH,N/A
201520479349301632,570314374,TUITION DISCOUNTS & SCHOLARSHIPS,1003,7054346
201510449349302496,530196640,SEOG GRANT,97,116430
201510449349302496,530196640,TERM SCHOLARSHIPS,51,414399
201510449349302496,530196640,ENDOWED SCHOLARSHIPS,84,268862
201510449349302496,530196640,SCHOOL OF PROFESSIONAL STUDIES TUITION DISCOUNTS,41,62433
201510449349302496,530196640,SCHOOL OF EDUCATION TUITION DISCOUNTS,11,15290
201510449349302496,530196640,COLLEGE OF ARTS AND SCIENCES UNRESTRICTED SCHOLARSHIPS,1136,8429776
201510449349302496,530196640,CONSORTIUM,26190
201510449349302496,530196640,STATE SCHOLARSHIPS,1598
201530479349301393,362593545,HARRIS LEADERSHIP SCHOLARSHIPS,19,168869
201530479349301393,362593545,BOUNCE SCHOLARSHIPS,25,97140
201530479349301393,362593545,GRAND VICTORIA SCHOLARSHIPS,1,2000
201530479349301393,362593545,ANNE SEARLE SCHOLARSHIP,2,6000
201530479349301393,362593545,DOCTORAL SCHOLARSHIPS,3,16470
201530479349301393,362593545,BARBARA T. BOWMAN SCHOLARSHIP,6,28000
201530479349301393,362593545,CPS COMMUNITY PARTNERSHIP SCHOLARSHIP,14,125161
201530479349301393,362593545,INFANT STUDIES SCHOLARSHIP,16,98355
201530479349301393,362593545,PARTNERSHIP FOR QUALITY CHILD CARE,2,4100
201530479349301393,362593545,ERIKSON INSTITUTE,72,132643
201530479349301393,362593545,PELINO SCHOLARHSIP,24,186398
201530479349301393,362593545,CARI SACKS SCHOLARSHIP,2,18810
201530479349301393,362593545,HERR FELLOWSHIP SCHOLARSHIP,2,22045
201530479349301393,362593545,US DEPARTMENT OF EDUCATION - OSEP,10,54600
201530459349300613,030179419,SEOG,154,87479
201530459349300613,030179419,PELL Grants,155,549486
201530459349300613,030179419,Scholarships to Goddard Students,180,291269
201540449349301824,620502739,SCHOLARSHIP ALLOWANCES TO STUDENTS,3457,18237780,FMV,TUITION CREDIT
201540499349300029,941156485,SCHOLARSHIPS,1593,21959671
201530479349301843,570314408,SCHOLARSHIPS TO ATTEND PRESBYTERIAN COLLEGE,1077,24023032
201530479349301933,351148835,"General, need based, merit based, discretionary, athletic grants and scholarships to students.",446,5114887,0,Cash
201520449349302627,133508093,SCHOLARSHIPS,3306,43754694
201520449349302667,431007642,INSTITUTIONAL SCHOLARSHIPS AND GRANTS,5388458
201510479349301421,941156617,FINANCIAL AID,5257,78872946
201530449349302668,430610813,INSTITUTIONAL SCHOLARSHIPS,1005742
201540449349302909,480547846,SCHOLARSHIPS,597,5917721
201520449349302342,430356250,Scholarships,255,980799
201520449349302342,430356250,Assistance to Individuals,36,15316
201520449349302387,370661227,FEDERAL PELL GRANTS,859,3334126,STUDENT SCHOLARSHIPS
201520449349302387,370661227,FEDERAL SEOG GRANTS,287,107233,STUDENT SCHOLARSHIPS
201520449349302387,370661227,ILLINOIS MAP GRANTS,647,2326687,STUDENT SCHOLARSHIPS
201520449349302387,370661227,LINCOLN COLLEGE SCHOLARSHIPS,902,5582415,AMOUNT OF REDUCTION OF TUITION & FEES,STUDENT SCHOLARSHIPS
201520449349302387,370661227,PRIVATELY FUNDED THROUGH LINCOLN COLLEGE,88,28600,SCHOLARSHIPS GIVEN
201500489349301365,610444763,TUITION ASSISTANCE,1817,22326837,CASH VALUE
201510449349301416,237367633,"SCHOLARSHIPS, GRANTS AND AWARDS",131,24450
201540449349301184,750827409,SCHOLARSHIPS,1183,21883103,CASH
201540449349301184,750827409,GRANTS,255,247000,CASH
201530489349300713,620483210,STUDENT SCHOLARSHIPS AND GRANTS,965,11934628
201500449349301925,237275328,SCHOLARSHIPS,151,150606
201530449349300408,620488046,Scholarships to students,179,1059207,0
201500569349300300,540505977,Student Financial Aid,1325,39312137,book,SEE PART IV
201530449349301713,540506306,institutional scholarships,1773,30713866,0,amount of scholarship credited to students' account
201530449349301713,540506306,VFIC Scholarships,35,61502,0,Scholarship amount posted to students' account
201530449349301713,540506306,Supplemental Educational Opportunity Grant,262,138100,0,Scholarship amount posted to students' account
201530449349301713,540506306,Lettie Pate Whitehead Scholarships,45,149000,0,Scholarship amount posted to students' account
201530449349301713,540506306,Virginia License Plate Scholarship,4,3060,0,Scholarship amount posted to students' account
201520559349300512,131740469,Scholarships - Undergraduate,2071,25512571
201520559349300512,131740469,Scholarships - graduate,133,165614
201520559349300512,131740469,Grants - undergraduate,949,8576471
201520559349300512,131740469,SEOG,128,125000
201500559349300700,660362666,INSTITUTIONAL SCHOLARSHIPS,685,650157,BOOK,N/A
201530489349302068,310971599,SCHOLARSHIPS TO QUALIFYING STUDENTS IN THE FORM OF CREDITS AGAINST TUITION
201500449349301160,160743126,"See Schedule I, Part IV, Statement 1",1700,13531088,0
201510449349300026,141468399,SCHOLARSHIPS,2097,16158664
201540449349301429,410747165,SCHOLARSHIPS AND GRANTS PROVIDED AS FINANCIAL AID TO STUDENTS,545,5780427
201520449349301697,741180151,STUDENT SCHOLARSHIPS,256,1128908
201520489349302187,620814498,SCHOLARSHIPS FOR STUDENTS,174,1179386
201520449349300407,231433899,"BRYN ATHYN COLLEGE AND THEOLOGICAL SCHOOL SCHOLARSHIPS, FINANCIAL AID, AND MUSIC FUND",991,3881280
201520449349300407,231433899,ACADEMY OF THE NEW CHURCH SCHOLARSHIPS,304,1550163
201520449349300407,231433899,EITC,0,173517
201520449349300407,231433899,INSTITUTIONAL GRANTS,1,9920
201520449349300407,231433899,RESEARCH GRANT,13,116222
201520489349302232,931022351,PRIVATE SCHOLARSHIPS,42,22500,FAIR VALUE,FINANCIAL AID TO ELIGIBLE STUDENTS
201520489349302232,931022351,INSTITUTIONAL SCHOLARSHIPS,271,859748,FAIR VALUE,FINANCIAL AID TO ELIGIBLE STUDENTS
201510519349300311,480543736,STUDENT SCHOLARSHIPS,621,7488116,BOOK,TUITION REDUCTI
201500449349301620,381624684,Scholarships for students attending Northwood University,2854,26733121
201520489349300717,860711495,Seminary scholarships,152,426826
201530449349301608,314379435,ENDOWED SCHOLARSHIPS - UNDERGRADUATE,507,1228115
201530449349301608,314379435,INSTITUTIONAL RESTRICTED SCHOLARSHIPS - UNDERGRADUATE,68,140036
201530449349301608,314379435,MUSIC SCHOLARSHIP - UNDERGRADUATE,168,3005825
201530449349301608,314379435,COLLEGIATE FELLOWSHIP AWARDS - UNDERGRADUATE,52,1647485
201530449349301608,314379435,PRESIDENTIAL SCHOLARSHIP - UNDERGRADUATE,1769,12648677
201530449349301608,314379435,GRANT IN AID & OTHER INSTITUTIONAL AID - UNDERGRADUATE,2146,22472556
201530449349301608,314379435,ENDOWED SCHOLARSHIPS - GRADUATE,44,79013
201530449349301608,314379435,INSTITUTIONAL RESTRICTED SCHOLARSHIPS - GRADUATE,20,60400
201530449349301608,314379435,GRANT IN AID & OTHER INSTITUTIONAL AID - GRADUATE,264,2934621
201540489349301744,943153995,SCHOLARSHIPS,533,375654
201500479349301110,846024048,SCHOLARSHIPS,41,53750,BOOK VALUE (CASH)
201540579349300304,344428219,SCHOLARSHIPS,1218,13432696
201500559349300515,420680466,STUDENT GRANTS AND SCHOLARSHIPS,2324,45045910
201510449349301706,381459365,FINANCIAL AID AND SCHOLARSHIPS,1216,9712262
201530549349300703,160759798,Student financial aid grants,2313,22630356,0,book
201500489349302160,251491411,TUITION SCHOLARSHIPS,16,16213
201540479349300419,560530242,"INSTITUTIONAL GRANTS, FINANCIAL AID & SCHOLARSHIPS",1522,16494236
201530489349302263,942382546,ENROLLMENT SERVICE SCHOLARSHIPS,171,154607
201500449349302690,451171945,SCHOLARSHIPS,102,530377,FMV,FINANCIAL AID
201510559349300331,470724387,SCHOLARSHIPS,1227,3352393
