object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,InvlvdAmt,MthdOfAmntDtrmntnTxt
202041059349301334,260152908,CBE EDUCATIONAL SERVICES COMPANY INC,r,1800000,CASH PAID
202041969349300214,042103552,PARTNERSHIP 1,B,30000000,FMV
202041969349300214,042103552,PARTNERSHIP 2,B,492207,FMV
202041969349300214,042103552,PARTNERSHIP 3,B,30000000,FMV
202041969349300214,042103552,PARTNERSHIP 2,S,2111229,FMV
202041969349300214,042103552,NORMA W FINK REMAINDER UNITRUST,S,62175,FMV
202041969349300229,042104230,Beneficial Interest in trust,S,44278955,cash/stock inv.
202041969349301239,042103637,POOLED INCOME FUNDS (5),S,84659,ACCRUAL
202041969349301239,042103637,CHARITABLE REMAINDER TRUSTS (2),S,2609924,ACCRUAL
202121019349300307,231352674,DELVAL EDUCATIONAL TELECOMMUNICATION NETWORK,C,1237956,75% DVETN REV
202021979349302142,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,N,336307,FMV
202021979349302142,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,O,398596,FMV
202021979349302142,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,R,503165,FMV
202021979349302142,060761704,HENRY C LEE INSTITUTE OF FORENSIC SCIENCE,S,187613,FMV
202021979349302142,060761704,LYME ACADEMY COLLEGE OF FINE ARTS INC,O,2377651,FMV
202021979349302142,060761704,LYME ACADEMY COLLEGE OF FINE ARTS INC,R,6202289,FMV
202021979349302142,060761704,LYME ACADEMY COLLEGE OF FINE ARTS INC,S,3824638,FMV
202031779349301703,131632522,PODIA INSURANCE LIMITED,P,87500,COST
202023019349301807,840600653,COLORADO STATE UNIVERSITY RESEARCH FOUNDATION DE MEXICO AC,R,213091,COST
202041119349300514,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),J,1058544,ACTUAL COSTS
202041119349300514,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),O,7823,ACTUAL COSTS
202041119349300514,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),P,3399,ACTUAL COSTS
202041119349300514,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),R,1685608,ACTUAL COSTS
202041119349300514,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),S,2261735,ACTUAL COSTS
202041119349300514,430662529,FONDATION WEBSTER (WEBSTER UNIV - GENEVA),B,693000,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),J,108781,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),L,21742,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),O,10883,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),P,3725,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),R,1427007,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY IN LEIDEN (NETHERLANDS),S,1175262,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - VIENNA,D,231900,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - VIENNA,O,34439,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - VIENNA,P,5355,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - VIENNA,Q,14882,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - VIENNA,R,758501,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - VIENNA,S,1745089,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - ATHENS,D,364360,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - ATHENS,O,3604,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - ATHENS,P,389606,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - ATHENS,S,294725,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - GHANA,P,507,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - GHANA,R,340000,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - GHANA,S,340094,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - LONDON,S,23877,ACTUAL COSTS
202041119349300514,430662529,WEBSTER UNIVERSITY - LONDON,R,60246,ACTUAL COSTS
202041119349300514,430662529,WEBSTER U-TONG TU ENTERPR MGMT CONS,P,16620,ACTUAL COSTS
202041119349300514,430662529,WEBSTER U-TONG TU ENTERPR MGMT CONS,S,22530,ACTUAL COSTS
202140999349301114,520591661,MICA GRADUATE STUDIO CENTER INC,d,15865674,COST
202140999349301114,520591661,MICA Graduate Studio Center Inc,K,509725,COST
202140999349301114,520591661,MICA GRADUATE STUDIO CENTER INC,S,14587934,COST
202021979349302682,570314390,General Synod of the Associate Reformed Presbyterian Church,C,494330,Cash
202041769349300729,560547498,SOUTHERN BENEDICTINE SOCIETY,C,1500000,CASH CONTRIBUTION
202041769349300729,560547498,SOUTHERN BENEDICTINE SOCIETY,K,2694305,FMV - DORM LEASE AND FACILITIES
202041769349300729,560547498,SOUTHERN BENEDICTINE SOCIETY,P,129022,FMV - OTHER OPERATING EXPENSES
202041769349300729,560547498,SOUTHERN BENEDICTINE SOCIETY,Q,586063,FMV - OTHER OPERATING
202042899349300944,621504678,TEMPLE BAPTIST CHURCH,C,2048,CASH RECEIVED
202101309349302485,542116256,MAIN STREET SCHOOL OF PERFORMING ARTS ABC,D,93102,CASH BALANCE
202101309349302485,542116256,MAIN STREET SCHOOL OF PERFORMING ARTS ABC,K,637482,LEASE AGREEMENT
202111049349301026,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,n,247462,ACTUAL COSTS FOR OTHER RELATED EXPENSES AT SINGAPORE
202111049349301026,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,o,1036172,ACTUAL COSTS FOR EMPLOYEES WAGES AND BENEFITS AT SINGAPORE
202021349349301722,520643528,WGTSCUC BROADCASTING INC,A,70187,ACTUAL COST
202021349349301722,520643528,WGTSCUC BROADCASTING INC,Q,678881,ACTUAL COST
202101329349304880,010211497,Mayflower Hill Broadcasting WMHB,b,20000,Cash transactions
202041369349300424,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,J,8654129
202041369349300424,541666531,ART STATION LLC,A,145740
202041369349300424,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,E,38959904
202041369349300424,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,P,1753386
202041369349300424,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,R,1319484
202041369349300424,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,B,50382
202131329349304783,361408475,KRASA FAMILY TRUST,c,1102015,CASH
202021979349303797,560603922,African Methodist Episcopal Zion Church,c,729621,Check Deposit
202031069349301728,730555460,CHRISTIAN CHRONICLE INC,O,436524,GENERAL LEDGER
202013109349302421,571102885,WINTHROP UNIVERSITY,L,PAYMENTS
202013109349302421,571102885,WINTHROP UNIVERSITY,B,MISSION GIFT
202013109349302421,571102885,WINTHROP UNIVERSITY,O,REIMBURSE PAYROLL
202013109349302421,571102885,WINTHROP UNIVERSITY,P,PAYMENTS
202033189349311808,203287316,RAF INC,C,120200
202141339349301724,591083502,NSU Guaranty Insurance Company LTD,S,604493,claims reimbursed
202141339349301724,591083502,NSU Guaranty Insurance Company LTD,Q,37562,expenses reimbursed
202121309349302972,841383926,MILLER BULLEN HANSEN SCHOLARSHIP FOUNDATION INC,C,380000,ACTUAL CONTRIBUTIONS MADE
202121309349302972,841383926,HANSEN SCHOLARS WGU FOUNDATION INC,C,370000,ACTUAL CONTRIBUTIONS MADE
202121309349302972,841383926,WGU ADVANCEMENT,C,1850000,ACTUAL CONTRIBUTIONS MADE
202121309349302972,841383926,WGU ADVANCEMENT,J,50402,ESTIMATE BASED ON SPACE OCCUPIED
202121309349302972,841383926,WGU ADVANCEMENT,L,103100,ESTIMATE BASED ON HEADCOUNT
202121309349302972,841383926,WGU ADVANCEMENT,Q,575011,ACTUAL REIMBURSEMENTS PAID
202121309349302972,841383926,WGU ADVANCEMENT,S,3117295,ACTUAL FUNDS PAID
202121309349302972,841383926,THE CORPORATION OF WESTERN GOVERNORS UNIVERSITY,B,10000000,ACTUAL CONTRIBUTIONS MADE
202121309349302972,841383926,THE CORPORATION OF WESTERN GOVERNORS UNIVERSITY,J,112522,ESTIMATE BASED ON SPACE OCCUPIED
202121309349302972,841383926,THE CORPORATION OF WESTERN GOVERNORS UNIVERSITY,L,232427,ESTIMATE BASED ON HEADCOUNT
202121309349302972,841383926,THE CORPORATION OF WESTERN GOVERNORS UNIVERSITY,M,25000,ACTUAL SERVICES PERFORMED
202121309349302972,841383926,THE CORPORATION OF WESTERN GOVERNORS UNIVERSITY,Q,592027,ACTUAL REIMBURSEMENTS PAID
202121309349302972,841383926,WGU LABS,J,232564,ESTIMATE BASED ON SPACE OCCUPIED
202121309349302972,841383926,WGU LABS,L,1013331,ESTIMATE BASED ON HEADCOUNT
202121309349302972,841383926,WGU LABS,M,380000,ACTUAL SERVICES PERFORMED
202121309349302972,841383926,WGU LABS,Q,2983218,ACTUAL REIMBURSEMENTS PAID
202033299349300503,943477000,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,M,304811,ACTUAL COST
202033299349300503,943477000,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,N
202033299349300503,943477000,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,P,58735,ACTUAL COST
202033299349300503,943477000,ALLIANCE COLLEGE-READY SCHOOLS FACILITIES CORPORATION (LOAN GUARANTEE),D,9314911,ACTUAL COST
202033299349300503,943477000,ALLIANCE COLLEGE-READY SCHOOLS FACILITIES CORPORATION,Q,39785,ACTUAL COST
202033299349300503,943477000,ALLIANCE COLLEGE-READY SCHOOLS FACILITIES CORPORATION,K,294490,ACTUAL COST
202033299349300503,943477000,ALLIANCE GERTZ-RESSLERRICHARD MERKIN 6-12 COMPLEX,Q,186,ACTUAL COST
202033299349300503,943477000,ALLIANCE MARINE - INNOVATION AND TECHNOLOGY 6-12 COMPLEX,Q,186,ACTUAL COST
202031969349301328,135598093,ASM HUDSON RIVER FUND,S,9047894,FMV
202031969349301328,135598093,CALUNIUS LITIGATION RISK FUND LP,S,18297736,FMV
202031969349301328,135598093,CALUNIUS LITIGATION RISK FUND 2 LP,S,47620857,FMV
202031969349301328,135598093,CALUNIUS LITIGATION RISK FUND 3 LP,B,9152906,FMV
202031969349301328,135598093,CANAAN RESOURCE PARTNERS DRILLING FUND LP,S,84549495,FMV
202031969349301328,135598093,CANAAN RESOURCE PARTNERS DRILLING FUND LP,B,128857519,FMV
202031969349301328,135598093,COLUMBIAPATRON SCOTLAND LP,S,813311,FMV
202031969349301328,135598093,GCM GROSVENOR BLUE LP,S,6026309,FMV
202031969349301328,135598093,GCM GROSVENOR BLUE LP,B,78075,FMV
202031969349301328,135598093,HARBOUR LITIGATION INVEST OFFSHORE FUND LP,S,1998085,FMV
202031969349301328,135598093,HARBOUR LITIGATION INVEST OFFSHORE FUND LP,B,369696,FMV
202031969349301328,135598093,MERIT ENERGY PARTNERS V LP,S,7573500,FMV
202031969349301328,135598093,OFS SSMH CI LP,B,5133644,FMV
202031969349301328,135598093,STAR ASIA OPPORTUNITY FUND III,S,5524912,FMV
202031969349301328,135598093,STAR ASIA OPPORTUNITY FUND III,B,23314880,FMV
202031969349301328,135598093,KNIGHT FIRST AMDMT INST AT COLUMBIA,B,1006804,FMV
202031969349301328,135598093,REID HALL INC,B,3279181,FMV
202031969349301328,135598093,COLUMBIA UNIVERSITY HEALTH CARE INC,B,7645014,FMV
202141319349303834,340714363,College Properties of Northern Ohio,D,22809286,FMV
202101379349302530,042103578,Willits Hallowell Center,l,132344,Overhead Alloc.
202101379349302530,042103578,Willits Hallowell Center,m,298326,Internal Sales
202101379349302530,042103578,Willits Hallowell Center,n,350000,Est'd FMV- Bldg
202101379349302530,042103578,Willits Hallowell Center,r,491495,Willits Subsidy
202101379349302530,042103578,Pooled Income Funds (2),s,259021,Mandatory Trans
202101379349302530,042103578,Charitable Remainder Unitrusts (19),s,263902,Mandatory Trans
202111329349303741,860105586,ASU TO THUNDERBIRD (REIMBURSEMENT),Q,360349
202111329349303741,860105586,THUNDERBIRD TO ASU (REIMBURSEMENT),P,1061502
202111329349303741,860105586,SARL TO THUNDERBIRD (ROYALTY),A,92380
202111329349303741,860105586,SARL TO THUNDERBIRD (REIMBURSEMENT),Q,290688
202111329349303741,860105586,SARL TO THUNDERBIRD (REIMBURSEMENT),L,101383
202111329349303741,860105586,THUNDERBIRD TO SARL (REIMBURSEMENT),P,118615
202111329349303741,860105586,THUNDERBIRD TO TB FZ LLC (SERVICE),M,349950
202141339349302799,951644035,Point Loma Nazarene University Foundation,C,133963
202141339349302799,951644035,Point Loma Nazarene University Foundation,N
202141339349302799,951644035,Point Loma Nazarene University Foundation,O
202101329349302500,112553515,State of New York,L,244819,FMV
202041959349302569,237069639,THE LAMB AND FLAG (OXFORD) LTD,S,72153,CASH
202041959349302569,237069639,THOMAS WHITE PROPERTIES LTD,S,325979,CASH
202131389349300608,580531392,GEORGIA BAPTIST CONVENTION,C,1212514,BOOK
202131389349300608,580531392,GEORGIA BAPTIST FOUNDATION,M,2869,BOOK
202002959349300715,455507328,MONTANA STATE UNIVERSITY,C,95236,CASH RECEIVED
202002959349300715,455507328,MSU FOUNDATION,E,78474,LINE OF CREDIT DRAWS
202111329349300246,310643552,CINCINNATI CHRISTIAN UNIVERSITY FOUNDATION,M,352672,CASH
202111329349300341,020222111,Dartmouth Educational Loan Corporation,A,2102100,Cost
202111329349300341,020222111,Dartmouth Educational Loan Corporation,L,183916,Cost
202111329349300341,020222111,Dartmouth Educational Loan Corporation,R,3120731,Cost
202111329349300341,020222111,Foundation for Jewish Life at Dartmouth,L,67928,Cost
202111329349300341,020222111,Foundation for Jewish Life at Dartmouth,R,194157,Cost
202111329349300341,020222111,Foundation for Jewish Life at Dartmouth,S,130432,cost
202111329349300341,020222111,Seven Lebanon Street Inc,B,374840,Cost
202111329349300341,020222111,Seven Lebanon Street Inc,K,1470660,Cost
202111329349300341,020222111,Seven Lebanon Street Inc,L,119736,Cost
202111329349300341,020222111,Seven Lebanon Street Inc,S,674840,Cost
202111329349300341,020222111,South Street Downtown Holdings Inc,K,154159,Cost
202111329349300341,020222111,South Street Downtown Holdings Inc,L,275875,Cost
202111329349300341,020222111,South Street Downtown Holdings Inc,S,800000,Cost
202111329349300341,020222111,Charitable Remainder Trusts,S,1070427,Cost
202111329349300341,020222111,Dartmouth Trust,C,1046936,Cost
202111379349307901,956002998,VANGUARD UNIVERSITY FOUNDATION,C,134329,CASH
202111379349306046,720635884,HOPE REVITALIZATION,R,COST
202101329349301845,113066770,State of New York,L,3773982,FMV
202131349349307773,590936101,Embry-Riddle Aeronautical Univ ASIA LTD,S,904107,CASH TRANSFER
202131349349307773,590936101,Embry-Riddle Aeronautical Univ ASIA LTD,Q,100893,CASH TRANSFER
202131349349307773,590936101,Embry-Riddle Deutschland GmbH,P,390542,CASH TRANSFER
202131349349307773,590936101,Eagle Flying Club of ERAU,B,45000,CASH TRANSFER
202141329349300549,112569522,State of New York,L,9817254,FMV
202141329349303489,870212470,Bill and Vieve Gore Endowment Fund,s,1478419,End Spending Re
202141329349303489,870212470,Westminster Support Foundation Inc,c,115000,Market Value
202101379349300770,610470593,CUMBERLAND WELLNESS PROPERTIES,K,165064,FAIR MARKET VALUE
202141319349301709,310536715,111 RIVER PARK,A,480199,COST
202141319349301709,310536715,111 RIVER PARK,Q,849443,COST
202141319349301709,310536715,111 RIVER PARK,S,2436212,COST
202141319349301709,310536715,RIVER PARK II,S,60000,COST
202031979349301508,311308555,MOUNT CARMEL HEALTH SYSTEM,A,271176,PER BOOKS
202031979349301508,311308555,MOUNT CARMEL HEALTH SYSTEM,C,1506246,PER BOOKS
202031979349301508,311308555,MOUNT CARMEL HEALTH SYSTEM FOUNDATION,C,426239,PER BOOKS
202031979349301508,311308555,TRINITY HEALTH CORPORATION,C,415600,PER BOOKS
202141319349302784,475271468,JOHNSON UNIVERSITY,P,CASH PAID
202041369349304379,237179639,8800 CONCORD LLC,K,1410261,BOOK VALUE
202041909349302099,464071746,UNIVERSITY HEALTHCARE ALLIANCE,P,2220998,COST
202041979349302434,470991892,WILMINGTON COLLEGE,J,416000,FMV
202041979349302434,470991892,WILMINGTON COLLEGE,E,9327038,FMV
202141379349307229,461482891,University of California Berkeley,k,740008,FMV
202141379349307229,461482891,University of California Berkeley,r,2474544,FMV
202141379349307229,461482891,UCB Haas School of Business,d,261971,FMV
202141379349307229,461482891,UCB Haas School of Business,e,1364943,FMV
202141379349307229,461482891,UCB Haas School of Business,n,65170,FMV
202141379349307229,461482891,UCB Haas School of Business,o,3364,FMV
202141379349307229,461482891,UCB Haas School of Business,q,440008,FMV
202141379349307229,461482891,UCB Haas School of Business,r,5592079,FMV
202141379349307229,461482891,UCB Haas School of Business,s,155500,FMV
202141379349307229,461482891,The Faculty Club at UC Berkeley,r,131302,FMV
202141379349307229,461482891,Cal Student Store,r,269291,FMV
202141329349303694,741233796,SOUTHWESTERN FOUNDATION,O,1145994,GROSS WAGES
202131379349306793,030482006,AVE MARIA UNIVERSITY LAND TRUST INC,S,2732600,FMV
202031919349301023,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,n,212001,ACTUAL COSTS FOR OTHER RELATED EXPENSES AT SINGAPORE
202031919349301023,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,o,871112,ACTUAL COSTS FOR EMPLOYEES WAGES AND BENEFITS AT SINGAPORE
202031979349304598,540946734,FREEDOM AVIATION,A,23339,Accrual
202031979349304598,540946734,OLD TIME GOSPEL HOUR,A,10645,Accrual
202031979349304598,540946734,FREEDOM AVIATION,J,40857,Accrual
202031979349304598,540946734,G&J THOMAS INC,K,413325,Accrual
202031979349304598,540946734,FREEDOM AVIATION,M,5343478,Accrual
202031979349304598,540946734,FREEDOM AVIATION,P,185237,Accrual
202131379349300153,560532138,Wake Forest University Foundation,e,23609,Cash Transfer
202131379349300153,560532138,Wake Forest University Foundation,o,78142,Cash Transfer
202131379349300153,560532138,Wake Forest University Health Sciences,c,1000000,Cash Transfer
202131379349300153,560532138,Wake Forest University Health Sciences,p,4266374,Cash Transfer
202131379349300153,560532138,Wake Forest University Health Sciences,q,9028135,Cash Transfer
202131379349300153,560532138,Wake Forest University Development Fndn,c,6081,Cash Transfer
202131379349300153,560532138,Wake Forest University Development Fndn,d,103652,Cash Transfer
202131379349300153,560532138,Wake Forest University Development Fndn,o,54437,Fair Value
202131379349300153,560532138,Reynolda House Inc,b,669000,Cash Transfer
202131379349300153,560532138,Reynolda House Inc,q,176887,Cash Transfer
202131379349300153,560532138,The James W Denmark Loan Fund Inc,s,50900,Cash Transfer
202131379349300153,560532138,Verger Capital Management LLC,a,180865,Interest Pmt
202131379349300153,560532138,Verger Capital Management LLC,d,647585,Loan Repayment
202131379349300153,560532138,Verger Capital Management LLC,j,69127,Cash Transfer
202131379349300153,560532138,Verger Capital Management LLC,m,2689869,Inv Mgmt Fees
202131379349300153,560532138,Verger Capital Management LLC,q,3233039,Cash Transfer
202131379349300153,560532138,Verger Capital Fund LLC,r,21436980,Cash Transfer
202131379349300153,560532138,Verger Capital Fund LLC,s,41956261,Cash Transfer
202041049349300129,520591661,MICA GRADUATE STUDIO CENTER INC,d,2584597,COST
202041049349300129,520591661,MICA Graduate Studio Center Inc,K,679633,COST
202031969349301023,463851186,UNIVERSITY OF NEVADA SCHOOL OF MEDICINE,O,CASH PAID
202002889349301720,344429091,THE INN AT OHIO NORTHERN UNIVERSITY MGMT CO,P,956940,FMV
202002889349301720,344429091,THE INN AT OHIO NORTHERN UNIVERSITY MGMT CO,Q,1900407,FMV
202131379349311768,383985918,HAWKEYE PROPERTIES,C,2027398,CONTRACT
202041979349305114,951642394,LORD FOUNDATION OF CALIFORNIA,S,1217786,FMV
202041979349305114,951642394,MAY ROBERTS DEWRIGHT TRUST,S,793472,FMV
202041979349305114,951642394,LORD FOUNDATION OF CALIFORNIA,C,2500000,FMV
202041979349305114,951642394,DAVID X MARKS FOUNDATION,C,1546000,FMV
202041979349305114,951642394,MAY ROBERTS DEWRIGHT TRUST,C,651478,FMV
202041979349305114,951642394,USC CARE MEDICAL GROUP INC,P,358824375,FMV
202041979349305114,951642394,LAZARD EMERGING MARKETS INST TRUST,P,417896,FMV
202041979349305114,951642394,LAZARD EMERGING MARKETS INST TRUST,R,1384790,FMV
202041979349305114,951642394,WELLINGTON TRUST COMPANY NA CTF REAL TO,S,248439,FMV
202041979349305114,951642394,WELLINGTON TRST CO CTF REAL TOTAL RTRN PORTFO,R,30049794,FMV
202041979349305114,951642394,WELLINGTON TRST CO CTF REAL TOTAL RTRN PORTFO,P,58185,FMV
202041979349305584,231352630,ACADEMIC PROPERTIES INC,K,4081000,BOOK AMOUNT
202041979349305584,231352630,ACADEMIC PROPERTIES INC,M,152000,BOOK AMOUNT
202041979349305584,231352630,THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,Q,58000,BOOK AMOUNT
202041979349305584,231352630,THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,L,1270000,BOOK AMOUNT
202041979349305584,231352630,11TH STREET FAMILY SERVICES INC,K,560000,BOOK AMOUNT
202041979349305584,231352630,3509 SPRING GARDEN LP,K,277000,BOOK AMOUNT
202041979349305584,231352630,3509 SPRING GARDEN MT LP,K,343000,BOOK AMOUNT
202041979349305584,231352630,1200 CHESTNUT STREET I LP,E,152000,BOOK AMOUNT
202041979349305584,231352630,1200 CHESTNUT STREET I LP,A,2360000,BOOK AMOUNT
202041979349305584,231352630,1200 CHESTNUT STREET GP INC,R,558000,BOOK AMOUNT
