202031929349301853,061645496,LG HEALTH COMM CARE COLLAB II,555 NORTH DUKE STREET,LANCASTER,PA,17604,823809581,ACO,PA,NA,N/A,false
202031929349301853,061645496,CYRUS 1740 FUND LP,65 E 55TH STREET 35TH FLOOR,NEW YORK,NY,10022,821211542,INVESTMENT,NY,NA,N/A,false
202111329349303741,860105586,THUNDERBIRD WORLDWIDE KAZAKHSTAN LLP,20A BIOCOMBINAT STREET,ALMANY,KZ,050008,EDUCATION,KZ,THUNDERBIRD WORLDWIDE LLC,NONE,-16440,50089,0,0,1.00000
202033029349300703,540506331,MANAGEMENT SERVICES LLC,814 GREENBRIER CIRCLE,CHESAPEAKE,VA,23320,541365012,HLTH MGT SV,VA,N/A
202033029349300703,540506331,OBICI REAL ESTATE HOLDINGS LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,261749881,RE RENTAL,VA,N/A
202033029349300703,540506331,PRINCESS ANNE AMB SURG MGT LLC,1975 GLENN MITCHELL STE 300,VA BEACH,VA,23456,204920880,HEALTH CARE,VA,N/A
202033029349300703,540506331,VA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DRIVE,VA BEACH,VA,23454,541448218,HEALTH CARE,VA,N/A
202033029349300703,540506331,CANCER CENTERS OF VA LLC,5900 LAKE WRIGHT DRIVE,NORFOLK,VA,23502,201338518,HEALTH CARE,VA,N/A
202033029349300703,540506331,HAMPTON ROADS LITHOTRIPSY LLC,225 CLEARFIELD AVE,VIRGINIA BEACH,VA,23462,200942600,HEALTH CARE,VA,N/A
202033029349300703,540506331,RADIOLOGY SERVICES OF HAMPTON ROADS LC,814 GREENBRIER CIRCLE STE L,CHESAPEAKE,VA,23320,541774472,HEALTH CARE,VA,N/A
202033029349300703,540506331,SENTARA OBICI AMBULATORY SURGERY LLC,2750 GODWIN BLVD,SUFFOLK,VA,23434,260144898,HEALTH CARE,VA,N/A
202033029349300703,540506331,ST LUKES PROPERTIES LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,272774684,MOB RENTAL,VA,N/A
202033029349300703,540506331,POTOMAC INOVA HEALTHCARE ALLIANCE LLC,8110 GATEHOUSE RD STE 400W,FALLS CHURCH,VA,22042,541802733,HEALTHCARE,VA,N/A
202033029349300703,540506331,CAREPLEX ORTHOPAEDIC ASC LLC,3000 COLISEUM DRIVE,HAMPTON,VA,23666,271867311,HEALTH CARE,VA,N/A
202033029349300703,540506331,PHYSICAL THERAPY ACACLLC,501 ALBEMARLE SQUARE,CHARLOTTESVILLE,VA,22901,260080717,HEALTH CARE,VA,N/A
202033029349300703,540506331,MNS SUPPLY CHAIN NETWORK LLC,11525 N COMMUNITY HOUSE RD STE 450,CHARLOTTE,NC,28277,454235238,GPO,DE,N/A
202033029349300703,540506331,LAKE RIDGE AMBULATORY SURGERY CENTER LLC,12825 MINNIEVILLE RD STE 204,WOODBRIDGE,VA,22192,455347932,HEALTH CARE,VA,N/A
202033029349300703,540506331,MEDSTREAMING LLC,9840 WILLOWS ROAD NE SUITE 200,REDMOND,WA,98052,451573625,SOFTWARE DEV,WA,N/A
202033029349300703,540506331,HIGHLAND CORE FIXED INCOME FUND,C/O GTC 12 GILL ST SUITE 2600,WOBURN,MA,01801,474618533,POOLED INV FD,DE,N/A
202033029349300703,540506331,HIGHLAND EQUITY FUND,C/O GTC 12 GILL ST SUITE 2600,WOBURN,MA,01801,474606269,POOLED INV FD,DE,N/A
202033029349300703,540506331,HIGHLAND PUBLIC INFLATION HEDGES FD,C/O GTC 12 GILL ST SUITE 2600,WOBURN,MA,01801,474601867,POOLED INV FD,DE,N/A
202033029349300703,540506331,LEIGH ORTHOPEDIC SURGERY CENTER LLC,830 KEMPSVILLE ROAD,NORFOLK,VA,23502,832402528,HEALTH CARE,VA,N/A
202033029349300703,540506331,SURGICAL SUITES OF COASTAL VIRGINIA LLC,400 SENTARA CIRCLE,WILLLIAMSBURG,VA,23188,833205375,HEAT,VA,N/A
202141319349301709,310536715,GCM GROSVENOR DAYTON INVESTMENT FUND LP,767 FIFTH AVE 14TH FLOOR,NEW YORK,NY,10153,272764289,INVESTMENTS,NY,Univ of Dayton,Excluded,1946565,11819792,false,55640,false,0.995
202141319349301709,310536715,Concord Dayton Hotel II LLC,11410 Common Oaks Drive,Raleigh,NC,27614,472197148,hotel management,OH,1414 South Patterson LLC,Unrelated,2912486,5230094,false,2912486,false,0.9
202141319349301709,310536715,Dayton Hotel II LLC,11410 Common Oaks Drive,Raleigh,NC,27614,472510987,real estate,OH,1414 South Patterson LLC,Unrelated,-871433,6620321,false,-871433,false,0.9
202031979349301508,311308555,ADVENT REHABILITATION LLC,607 DEWEY AVENUE SUITE 300,GRAND RAPIDS,MI,49504,383306673,REHABILITATION THERAPY SERVICES,MI,N/A
202031979349301508,311308555,BH VENTURE ONE LP,905 WATSON STREET,PITTSBURGH,PA,15219,384098074,REAL ESTATE,PA,N/A
202031979349301508,311308555,BIG RUN MEDICAL OFFICE BUILDING LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311608125,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
202031979349301508,311308555,CATHERINE HORAN BUILDING ASSOCIATES LP,1221 MAIN STREET SUITE 105,HOLYOKE,MA,01040,042723429,PROPERTY MANAGEMENT,MA,N/A
202031979349301508,311308555,CENTENNIAL SURGUNIT LLC,502 CENTENNIAL BLVD SUITE 1,VOORHEES,NJ,08043,223580847,HEALTH CARE SERVICES,NJ,N/A
202031979349301508,311308555,CENTER FOR DIGESTIVE CARE LLC,5300 ELLIOTT DRIVE,YPSILANTI,MI,48197,030447062,PROVIDE GASTROINTESTINAL SERVICES,MI,N/A
202031979349301508,311308555,CENTRAL NEW JERSEY HEART SERVICES LLC,45 SAPPHIRE DRIVE,PRINCETON,NJ,08550,208525458,CARDIAC PROGRAM,NJ,N/A
202031979349301508,311308555,CLINTON IMAGING SERVICES LLC,1410 N 4TH STREET,CLINTON,IA,52732,412044739,MRI DIAGNOSTIC SERVICES,IA,N/A
202031979349301508,311308555,DIAGNOSTIC IMAGING OF SOUTHBURY LLC,385 MAIN STREET SOUTH,SOUTHBURY,CT,06488,061487582,IMAGING CENTER,CT,N/A
202031979349301508,311308555,FOREST PARK IMAGING LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134365966,X-RAY AND MAMMOGRAPHY SERVICES,IA,N/A
202031979349301508,311308555,FRANCES WARDE MEDICAL LABORATORY,300 WEST TEXTILE ROAD,ANN ARBOR,MI,48104,382648446,LABORATORY,MI,N/A
202031979349301508,311308555,GATEWAY HEALTH PLAN LP,444 LIBERTY AVE SUITE 2100,PITTSBURGH,PA,15222,251691945,MEDICAID & MEDICARE/SPECIAL NEEDS MANAGED CARE ORGANIZATION,PA,N/A
202031979349301508,311308555,GREATER HARTFORD LITHOTRIPSY LLC,114 WOODLAND STREET,HARTFORD,CT,06105,061578891,LITHOTRIPSY SERVICES,CT,N/A
202031979349301508,311308555,HAWARDEN REGIONAL HEALTH CLINICS LLC,1122 AVENUE L,HAWARDEN,IA,51023,201444339,MEDICAL CLINIC,IA,N/A
202031979349301508,311308555,HEART INSTITUTE OF ST MARY LLC,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,454903701,CARDIOVASCULAR SERVICES,PA,N/A
202031979349301508,311308555,LOYOLA AMBULATORY SURGERY CENTER AT OAKBROOK LP,569 BROOKWOOD VILLAGE SUITE 901,BIRMINGHAM,AL,35209,364119522,SURGICAL SERVICES,IL,N/A
202031979349301508,311308555,MAGNETIC RESONANCE SERVICES PARTNERSHIP,1416 SIXTH STREET SW,MASON CITY,IA,50401,421328388,MRI SERVICES,IA,N/A
202031979349301508,311308555,MASON CITY AMBULATORY SURGERY CENTER LLC,990 4TH STREET SW,MASON CITY,IA,50401,201960348,SURGERY-SAME DAY,IA,N/A
202031979349301508,311308555,MCE MOB IV LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,421544707,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
202031979349301508,311308555,MDRMRI TECHNICAL SERVICES LLC,5640 EAST TAFT ROAD 3770,SYRACUSE,NY,13220,161590982,MRI SERVICES,NY,N/A
202031979349301508,311308555,MEDILUCENT MOB I,6150 EAST BROAD STREET,COLUMBUS,OH,43213,204911370,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
202031979349301508,311308555,MEDWORKS LLC,375 EAST CEDAR STREET,NEWINGTON,CT,06111,061490483,REHABILITATION SERVICES,CT,N/A
202031979349301508,311308555,MERCY HEART CTR OP SERVICES LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134237594,CARDIOVASCULAR SERVICES,IA,N/A
202031979349301508,311308555,MERCYMANOR PARTNERSHIP,PO BOX 10086,TOLEDO,OH,43699,521931012,NURSING HOME,PA,N/A
202031979349301508,311308555,MERCYUSP HEALTH VENTURES LLC,15305 DALLAS PARKWAY STE 1600 LB 28,ADDISON,TX,75001,471290300,OUTPATIENT SURGERY,IA,N/A
202031979349301508,311308555,MOUNT CARMEL EAST POB III LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311369473,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
202031979349301508,311308555,NAUGATUCK VALLEY MRI LLC,385 MAIN STREET SOUTH,SOUTHBURY,CT,06488,061239526,IMAGING CENTER,CT,N/A
202031979349301508,311308555,NAZARETH MEDICAL OFFICE BUILDING ASSOCIATES LP,2601 HOLME AVE,PHILADELPHIA,PA,19152,232388040,MEDICAL OFFICE BUILDING,PA,N/A
202031979349301508,311308555,OSWEGO HEALTH HOME CARE LLC,113 SCHUYLER STREET,FULTON,NY,13069,472463736,HOME HEALTH CARE,NY,N/A
202031979349301508,311308555,PHYSICIANS OUTPATIENT SURGERY CENTER LLC,1000 NE 56TH STREET,OAKLAND PARK,FL,33334,352325646,AMBULATORY SURGERY CENTER,FL,N/A
202031979349301508,311308555,PRIMARY CARE PHYSICIAN CENTER LLC,2160 SOUTH FIRST AVENUE,MAYWOOD,IL,75202,364038505,OFFICE BUILDING RENTAL,IL,N/A
202031979349301508,311308555,RADISSON SJH PROPERTIES LLC,5000 CAMPUSWOOD DRIVE SUITE 101,EAST SYRACUSE,NY,13057,461892799,MEDICAL OFFICE BUILDING,NY,N/A
202031979349301508,311308555,SAINT AGNESUSP SURGERY CENTERS LLC,15305 DALLAS PARKWAY STE 1600 LB 28,ADDISON,TX,75001,364896811,MEDICAL SERVICES,CA,N/A
202031979349301508,311308555,SARMED OUTPATIENT PHARMACY LLC,999 N CURTIS RD STE 102,BOISE,ID,83706,510483218,PHARMACY,ID,N/A
202031979349301508,311308555,SIXTY FOURTH STREET LLC,2373 64TH ST STE 2200,BYRON CENTER,MI,49315,202443646,PROVIDE OUTPATIENT SURGICAL CARE,MI,N/A
202031979349301508,311308555,SJLS LLC,7650 SE 27TH ST STE 200,MERCER ISLAND,WA,98040,201796650,DIALYSIS SERVICES,NY,N/A
202031979349301508,311308555,SJV MANAGEMENT LLC,200 CENTURY PKWY STE 200E,MOUNT LAUREL,NJ,08054,202273476,RADIOLOGY,NJ,N/A
202031979349301508,311308555,SMMC MOB II LP,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,364559869,INVESTMENT AND OPERATION OF A MEDICAL BUILDING,PA,N/A
202031979349301508,311308555,ST AGNES LONG-TERM INTENSIVE CARE LLP,C/O MHS ONE WEST ELM ST STE 100,CONSHOHOCKEN,PA,19428,200984882,LONG TERM INTENSIVE CARE,PA,N/A
202031979349301508,311308555,ST ALPHONSUS CALDWELL CANCER CTR LLC,3123 MEDICAL DR,CALDWELL,ID,83605,820526861,HEALTH CARE SERVICES,ID,N/A
202031979349301508,311308555,ST ANN'S MEDICAL OFFICE BLDG II LIMITED PARTNERSHIP,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311603660,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
202031979349301508,311308555,ST JOSEPH'S IMAGING ASSOCIATES PLLC,104 UNION AVE SUITE 905,SYRACUSE,NY,13203,161104293,RADIOLOGY SERVICES,NY,N/A
202031979349301508,311308555,ST MARY REHABILITATION HOSPITAL LLP,680 SOUTH FOURTH STREET,LOUISVILLE,KY,40202,273938747,HEALTH CARE SERVICES,DE,N/A
202031979349301508,311308555,ST PETER'S AMBULATORY SURGERY CENTER LLC,1375 WASHINGTON AVENUE STE 201,ALBANY,NY,12206,460463892,OUTPATIENT SURGERY,NY,N/A
202031979349301508,311308555,THE AMBULATORY SURGERY CENTER AT ST MARY LLC,1203 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,272871206,OUTPATIENT SURGERY,PA,N/A
202031979349301508,311308555,TRINITY HEALTH OF NEW ENGLAND ACO LLC,95 WOODLAND STREET 4TH FLOOR,HARTFORD,CT,06105,833165256,ACCOUNTABLE CARE ORGANIZATION,CT,N/A
202031979349301508,311308555,WOODLAND IMAGING CENTER LLC,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,760820959,RADIOLOGY/ IMAGING,MI,N/A
202031979349301508,311308555,WOODLAND PARTNERS REAL ESTATE LLC,129 WOODLAND STREET,HARTFORD,CT,06105,833371094,REAL ESTATE,CT,N/A
202041369349304379,237179639,8800 CONCORD LLC,8800 WEST BLUEMOUND ROAD,MILWAUKEE,WI,53226,271463226,STUDENT HOUSING,WI,WISCONSIN LUTHERAN COLLEGE,RELATED,294709,1774515,0,1,0.52580
202131309349302373,550561496,UNITY HOUSING APARTMENTS LP,1644 MILEGROUND,MORGANTOWN,WV,26505,261941800,HUD HSG,WV,N/A,false,false
202131379349300153,560532138,Verger Capital Management LLC,751 W Fourth Street Suite 410,Winston Salem,NC,27101,464037343,Asset Management,DE,Wake Forest Univ,894288,6517517,false,false,1.00000
202131379349300153,560532138,Verger Capital Fund LLC,751 W Fourth Street Suite 410,Winston Salem,NC,27101,464027021,Endowment investing,DE,Verger Fund I,43999225,786258760,false,1691762,false,0.58920
202131379349300153,560532138,Wake Forest Technology Development Prog,2520 Meridian Pkwy 400,Durham,NC,27713,475437596,Tech Devel.,NC,WFU Health Sciences,false,false
202131379349300153,560532138,Verger Fund II LLC,751 W Fourth Street Suite 410,WinstonSalem,NC,27101,352514227,Endowment investing,DE,WFU Health Sciences,false,false
202131379349300153,560532138,Wake Forest Ambulatory VTR LLC,Medical Center Blvd,WinstonSalem,NC,27157,820777206,Healthcare,NC,WFU Health Sciences,false,false
202111349349303421,582032904,COBB SOUTH PARKING DECK,793 SAWYER ROAD,MARIETTA,GA,300622222,752999669,Parking,GA,NA,N/A
202111349349303421,582032904,KENNESTONE EAST PARKING DECK LLC,793 SAWYER ROAD,MARIETTA,GA,30060,200537100,PARKING,GA,NA,N/A
202111349349303421,582032904,GRIFFIN IMAGING LLC,793 SAWYER ROAD,MARIETTA,GA,300622222,IMAGING CENTER,GA,NA,N/A
202111349349303421,582032904,WELLSTAR SPALD EMSSPALD 911,793 SAWYER ROAD,MARIETTA,GA,300622222,OFF. BLDG/EMS CTR,GA,NA,N/A
202111349349303421,582032904,NORTH FULTON PARKING DECK LP,793 SAWYER ROAD,MARIETTA,GA,300622222,PARKING,GA,NA,N/A
202111349349303421,582032904,WELLSTAR COBB HOSPITAL CANCER CENTER LLC,793 SAWYER ROAD,MARIETTA,GA,300622222,464323565,HEALTH SERVICES,GA,NA,N/A
202111349349303421,582032904,SPALDING HEALTH SYSTEM LLC,793 SAWYER ROAD,MARIETTA,GA,300622222,582148398,PHYS. HOSP. ORG.,GA,NA,N/A
202111349349303711,231352152,1100 WALNUT ASSOC,1101 MARKET STREET SUITE 2004,PHILADELPHIA,PA,19107,232332396,MEDICAL OFFICE,PA,NA
202111349349303711,231352152,JEFF UNIV RAD ASSOC,840 CRESCENT CTR DR,FRANKLIN,TN,37067,412043518,HEALTH SVCS.,PA,NA
202111349349303711,231352152,RIVERVIEW SURG CTR LP,3 CRESCENT DR,PHILADELPHIA,PA,19112,263910345,HEALTH SVCS.,PA,NA
202111349349303711,231352152,RIVERVIEW SURG CTR LLC,3 CRESCENT DR,PHILADELPHIA,PA,19112,263911509,HEALTH SVCS.,PA,NA
202111349349303711,231352152,ROTHMAN ORTHO SPEC HOSP,11221 ROE AVE,LEAWOOD,KS,66211,270260289,HEALTH SVCS.,PA,NA
202111349349303711,231352152,JEFFHEDGE LLC,1301 2ND AVE,SEATTLE,WA,98101,453214379,INVESTMENTS,DE,NA
202111349349303711,231352152,JUNIATA MED BLD,1101 MARKET STREET SUITE 2004,PHILADELPHIA,PA,19107,232450132,MEDICAL OFFICE,PA,NA
202111349349303711,231352152,TMB ENTERPRISE,1101 MARKET STREET SUITE 2004,PHILADELPHIA,PA,19107,232400586,MEDICAL OFFICE,PA,NA
202111349349303711,231352152,MED IMAGING ASSOC,1101 MARKET STREET SUITE 2004,PHILADELPHIA,PA,19107,232491498,HEALTH SVCS.,PA,NA
202111349349303711,231352152,GARDEN ST RAD LLC,1101 MARKET STREET SUITE 2004,PHILADELPHIA,PA,19107,471323463,RADIOLOGY,NJ,NA
202111349349303711,231352152,KENNEDY CH SURG,11221 ROE AVE,LEAWOOD,KS,66211,472462625,SURGERY CENTER,NJ,NA
202023169349303312,570828733,Lowcounty Surgery Center (dba Roper St Francis eye Surgery Center),8536 Palmetto Commerce Pky,Ladson,SC,29456,581693021,Eye Surgery,SC,Roper Hospital Inc,Related,180979,437851,false,true,0.6465
202023169349303312,570828733,RSFH - ATI Physical Therapy,125 Doughty St,Ste 760,Charleston,SC,29403,474797980,Physical Therapy,SC,NA,N/A
202131379349311828,550516532,UNITY HOUSING APARTMENTS LP,1644 MILEGROUND,MORGANTOWN,WV,26505,261941800,HUD HSG,WV,N/A,false,false
202041979349305114,951642394,USCSCA SURGICAL HOLDINGS LLC,1510 SAN PABLO ST,LOS ANGELES,CA,90033,HOLDING COMPA,CA,USC,RELATED,0,true
