object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,IdRltdTxExmptOrg_DrctCntrllngNACd,IdRltdTxExmptOrg_CntrlldOrgnztnInd
202023299349300432,510581154,ALLIANCE SUSAN AND ERIC SMIDT TECHNOLOGY HIGH SCHOOL,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,274320694,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE TED K TAJIMA HIGH SCHOOL,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,274320744,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE FOR COLLEGE-READY PUBLIC SCHOOLS,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,954779029,EDUCATION,CA,501(C)(3),7,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE RENEE AND MEYER LUSKIN ACADEMY HIGH SCHOOL,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,453138991,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE MARGARET M BLOOMFIELD TECHNOLOGY ACADEMY HIGH SCHOOL,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,453324807,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE FOR COLLEGE-READY PUBLIC SCHOOLS FACILITIES CORPORATION,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,452947371,EDUCATION,CA,501(C)(3),12A,N/A,0
202023299349300432,510581154,ALLIANCE COLLEGE-READY MIDDLE ACADEMY #12,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,463157726,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE COLLEGE-READY MIDDLE ACADEMY #8,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,463138259,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE KORY HUNTER MIDDLE SCHOOL,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,463174499,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE VIRGIL ROBERTS LEADERSHIP ACADEMY,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,463193388,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE ALICE M BAXTER COLLEGE-READY HIGH SCHOOL,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,460599798,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202023299349300432,510581154,ALLIANCE MARINE - INNOVATION AND TECHNOLOGY 6-12 COMPLEX,601 S FIGUEROA STREET 4TH FLOOR,LOS ANGELES,CA,90017,472892698,EDUCATION,CA,501(C)(3),2,ALLIANCE FOR COLLEGE READY PUBLIC SCHOOLS,0
202030769349301243,530196583,THE CATHOLIC UNIVERSITY OF AMERICA FOUNDATION,620 MICHIGAN AVE NE,WASHINGTON,DC,20064,521284733,SUPPORT UNIV PROGRAMS,DC,501(C)(3),12 TYPE I,CATHOLIC UNIVERSITY,1
202030769349301243,530196583,ALBERT E FARONE & ANGELA T FARONE FOUNDATION,620 MICHIGAN AVE NE,WASHINGTON,DC,20064,160911612,TO PROVIDE SCHOLARSHIPS,NY,501(C)(3),12 TYPE I,CATHOLIC UNIVERSITY,1
202030769349301243,530196583,WASHINGTON RESEARCH LIBRARY CONSORTIUM,901 COMMERCE DRIVE,UPPER MARLBORO,MD,20774,RESEARCH RESOURCES,MD,501 (C)(3),12 TYPE I,N/A,0
202031959349303053,620476822,Vanderbilt Student Communications Inc,2301 Vanderbilt Place,Nashville,TN,37235,237030713,Support Org,TN,501(c)(3),Type I,VU,true
202031959349303053,620476822,Ingram Charitable Fund Inc,4400 Harding Road 9th Floor,Nashville,TN,37203,581916504,Support Org,TN,501(c)(3),Type III-O,NA,false
202031959349303373,042103578,Willits Hallowell Center Inc,c/o MHC 50 College St,South Hadley,MA,01075,042565823,MHC Meetings,MA,501(c)(3),"12b,TYPE II",MHC,true
202031959349303373,042103578,Alumnae Assoc of Mount Holyoke College,c/o MHC 50 College St,South Hadley,MA,01075,042105894,Alumnae Netwk,MA,501(c)(3),"12a, TYPE I",NA,false
202031959349303373,042103578,Associated Kyoto Program Inc,c/o Oberlin College 70 N Professo,Oberlin,OH,44074,042996114,Educ. Exchge,MA,501(c)(3),"12c,TYPEIII",NA,false
202031959349303373,042103578,Center Redevelopment Corporation,17 College Street,South Hadley,MA,01075,042939950,Real Estate,MA,501(c)(3),"12a, TYPE I",MHC,true
202041059349300924,363005527,TCSPP Counseling Centers,1990 Westwood Boulevard Suite 330,Los Angeles,CA,90025,952556403,Education,CA,501(c)(3),Line 2,The Chicago School - California Inc,1
202041059349300924,363005527,The Chicago School - California Inc,707 Wilshire Blvd,Los Angeles,CA,90017,900394713,Education,CA,501(c)(3),Line 2,TCS Education System,0
202041059349300924,363005527,TCS Education System,203 N LaSalle Street Suite 1900,Chicago,IL,60601,270717860,Supporting Organization,IL,501(c)(3),"Line 12b, II",N/A,0
202041059349300924,363005527,The Chicago School- Washington DC Inc,901 15th Street NW,Washington,DC,20005,800477644,Education,DC,501(c)(3),Line 2,The Chicago School - California Inc,1
202041059349300924,363005527,Pacific Oaks Education Corporation,45 Eureka Street,Pasadena,CA,91103,951716809,Education,CA,501(c)(3),Line 2,TCS Education System,0
202041059349300924,363005527,Santa Barbara & Ventura Colleges of Law,4475 Market Street,Ventura,CA,93003,952592468,Education,CA,501(c)(3),Line 2,TCS Education System,0
202041059349300924,363005527,TCS Education - Texas Inc,203 N LaSalle Street Suite 1900,Chicago,IL,60601,364769956,Education,TX,501(c)(3),Line 2,TCS Education System,0
202041059349300924,363005527,Saybrook University,55 Eureka Street,Pasadena,CA,91103,942155109,Education,CA,501(c)(3),Line 2,TCS Education System,0
202041059349300924,363005527,Kansas Health Sciences Center Inc,221 S Topeka Street,Wichita,KS,67202,825178988,Education,KS,501(c)(3),Line 2,TCS Education System,0
202001279349300320,580566116,Avery Properties Inc,141 E College Ave,Decatur,GA,30030,582328397,Real Estate,GA,501(c)(3),"LINE 11B , II",Agnes Scott College,1
202001279349300320,580566116,Ballykeel Inc,141 E College Ave,Decatur,GA,30030,582338224,Holding Co,GA,501(c)(3),"LINE 11B , II",Agnes Scott College,1
202033189349301553,160743126,NORTHEASTERN SEMINARY,2265 WESTSIDE DRIVE,ROCHESTER,NY,14624,161554414,EDUCATION,NY,501(C)(3),2,RWC,true
202033189349301553,160743126,HOUSING DEVELOPMENT FOUNDATION INC,2301 WESTSIDE DRIVE,ROCHESTER,NY,14624,161583317,HOUSING,NY,501(C)(3),10,NA,false
202041059349301334,260152908,CHAPMAN UNIVERSITY,ONE UNIVERSITY DRIVE,ORANGE,CA,92866,951643992,EDUCATION,CA,501(C)(3),2,NA,false
202041059349301334,260152908,CHAPMAN UNIVERSITY FOUNDATION,ONE UNIVERSITY DRIVE,ORANGE,CA,92866,300563618,SUPPORT ORG,CA,501(C)(3),11A,NA,false
202041969349300229,042104230,Forsyth International Inc,245 FIRST STREET,CAMBRIDGE,MA,02142,043443294,DENTAL CARE,MA,501(C)(3),09,FORSYTH,true
202121339349301872,480623882,DONNELLY COLLEGE REAL ESTATE HOLDINGS I,608 N 18TH STREET,KANSAS CITY,KS,66102,834262944,REAL ESTATE,KS,501 (C) 3,11A,DONNELLY COL,true
202121019349300307,231352674,DELVAL EDUCATIONAL TELE NETWORK,5600 CITY AVENUE,PHILADELPHIA,PA,19131,261471973,EDUCATION TV,PA,501(C)(4),SJU,1
202121019349300307,231352674,MIDDLE ATLANTIC CATHOLIC RISK MGMT,5600 CITY AVENUE,PHILADELPHIA,PA,19131,311611958,GROUP INSURANCE,PA,501(C)(3),TYPE III,N/A,0
202021979349301962,550357072,ALDERSON-BROADDUS ENDOWMENT CORP,101 COLLEGE HILL DRIVE,PHILIPPI,WV,26416,550652324,SUPPORT ALDERSON-BROADDUS UNIVERSITY,WV,510(C)(3),"LINE 12A, I",ALDERSON BROADDUS UNIVERSITY INC,1
202021979349302142,060761704,HENRY C LEE INST OF FORENSIC SCIENCE,300 BOSTON POST ROAD,WEST HAVEN,CT,06516,061629144,EDUCATION,CT,501(C) (3),12A(I),UNH,true
202021979349302142,060761704,UNIVERSITY OF NEW HAVEN DENTAL CENTER,300 BOSTON POST ROAD,WEST HAVEN,CT,06516,061629143,INACTIVE CORP,CT,501(C) (3),12A(i),UNH,true
202021979349302142,060761704,LYME ACADEMY COLLEGE OF FINE ARTS INC,84 LYME STREET,OLD LYME,CT,06371,060942210,EDUCATION,CT,501(C) (3),2,UNH,true
202031779349301703,131632522,FOOT CLINICS OF NEW YORK,55 EAST 124TH STREET,NEW YORK,NY,10035,131655230,AMBULATORY PODIATRIC SERVICES,NY,501(C)(3),LINE 10,NEW YORK COLLEGE OF PODIATRIC MEDICINE,1
202023019349301807,840600653,COLORADO STATE UNIVERSITY RESEARCH FOUNDATION DE MEXICO AC,IGNACIO L VALLARTA 811 SUR COLONI,MONTERREY,NUEVO LEON,MX,CP 64070,OPERATE TODOS SANTOS CAMPUS,MX,COLORADO STATE UNIVERSITY RESEARCH FOUNDATION,1
202013189349303356,710236867,UNIVERSITY OF THE OZARKS ALUMNI ASSOCIATION,415 N COLLEGE AVENUE,CLARKSVILLE,AR,72830,237092414,ALUMNI,AR,501(C)(3),"LINE 12D, III-O",N/A,0
202041119349300514,430662529,WEBSTER UNIVERSITY-TONG TU ENTERPRISE MG,ROOM 303 BLDG 4 NO 3288JIN HAI RD,PUDONG NEW AREA,CH,EDUCATION,CH,N/A,N/A,WEBSTER UNIV,true
202041119349300514,430662529,WEBSTER UNIVERSITY-VIENNA,BERCHTOLDGASSE 1 1-1220,VIENNA,AU,EDUCATION,AU,N/A,N/A,WEBSTER UNIV,true
202041119349300514,430662529,WEBSTER UNIVERSITY-GHANA,PLOT 445B LUANDA CLOSE,EAST LEGON ACCRA,GH,EDUCATION,GH,N/A,N/A,WEBSTER UNIV,true
202041119349300514,430662529,FOUNDATION WEBSTER (WEBSTER UNIV-GENEVA),15 ROUTE DE COLLEX 1293 BELL,GENEVA,SZ,EDUCATION,SZ,N/A,N/A,WEBSTER UNIV,true
202041119349300514,430662529,WEBSTER UNIV IN LEIDEN (THE NETHERLANDS),BOOMMARKT 1 2311 E A,LEIDEN,NL,EDUCATION,NL,N/A,N/A,WEBSTER UNIV,true
202041119349300514,430662529,WEBSTER ATHENS COLLEGE,MARCUS AURELIUS 5 KYRISTOU 2 LISIOU,ATHENS,GR,EDUCATION,GR,N/A,N/A,WEBSTER UNIV,true
202041119349300514,430662529,WEBSTER GRADUATE STUDIES CENTRE LTD,LAWRENCE BLDG 104 ROEHAMPTON LANE,LONDON,UK,SW17 5PJ,EDUCATION,UK,N/A,N/A,WEBSTER UNIV,true
202140999349301114,520591661,MICA GRADUATE STUDIO CENTER INC,1300 MOUNT ROYAL AVE,BALTIMORE,MD,21217,274939807,SPECIAL RE,MD,501(C)(3),12A,MICA,true
202031969349303968,760690847,THE GRACE FOUNDATION,THE GRACE FOUNDATION,3705 COLLEGE PARK DRIVE,STE 140,THE WOODLANDS,TX,77384,364793159,S.O.,TX,501C3,12A,N/A,false
202021979349302682,570314390,General Synod of the Associate Reformed Presbyterian Church,1 Cleveland St Ste 110,Greenville,SC,29601,576030380,Convention of churches,SC,501(c)(3),Line 1,N/A,0
202031819349301673,460224600,Hayward Memorial Testamentary Trust,100 S Phillips Ave,Sioux Falls,SD,57104,466010897,Supporting organization,SD,501(c)(3),"Line 12a, I",0
202043189349304149,470724387,NEBRASKA METHODIST HOSPITAL,825 S 169TH STREET,OMAHA,NE,68118,470376604,LICENSED HOSPITAL,NE,501(C)(3),L3,NEBRASKA METHODIST HEALTH SYSTEM INC,0
202043189349304149,470724387,NEBRASKA METHODIST HEALTH SYSTEM INC,825 S 169TH STREET,OMAHA,NE,68118,470639839,ADMINISTRATIVE SUPPORT,NE,501(C)(3),L12: I,N/A,0
202043189349304149,470724387,NEBRASKA METHODIST HEALTH SYSTEM SELF INSURANCE TRUST,825 S 169TH STREET,OMAHA,NE,68118,363699672,INSURANCE,NE,501(C)(3),L12: III-FI,NEBRASKA METHODIST HEALTH SYSTEM INC,0
202043189349304149,470724387,REAL ESTATE HOLDINGS INC,825 S 169TH STREET,OMAHA,NE,68118,470649790,PROPERTY MANAGEMENT,NE,501(C)(2),NEBRASKA METHODIST HEALTH SYSTEM INC,0
202043189349304149,470724387,JENNIE EDMUNDSON MEMORIAL HOSPITAL,933 E PIERCE STREET,COUNCIL BLUFFS,IA,51503,420680355,LICENSED HOSPITAL,IA,501(C)(3),L3,NEBRASKA METHODIST HEALTH SYSTEM INC,0
202043189349304149,470724387,JENNIE EDMUNDSON MEMORIAL HOSPITAL FOUNDATION,933 E PIERCE STREET,COUNCIL BLUFFS,IA,51503,421439454,SUPPORT OF JENNIE EDMUNDSON MEMORIAL HOSPITAL,IA,501(C)(3),L7,JENNIE EDMUNDSON MEMORIAL HOSPITAL,0
202043189349304149,470724387,NEBRASKA METHODIST HOSPITAL FOUNDATION,825 S 169TH STREET,OMAHA,NE,68118,470595345,SUPPORT OF NEBRASKA METHODIST HOSPITAL & METHODIST HEALTH SYSTEM AFFILIATES,NE,501(C)(3),L7,NEBRASKA METHODIST HEALTH SYSTEM INC,0
202043189349304149,470724387,PHYSICIANS CLINIC INC,825 S 169TH STREET,OMAHA,NE,68118,470687317,CLINICAL HEALTH CARE,NE,501(C)(3),L10,NEBRASKA METHODIST HEALTH SYSTEM INC,0
202043189349304149,470724387,METHODIST FREMONT HEALTH,450 E 23RD STREET,FREMONT,NE,68025,831362276,LICENSED HOSPITAL,NE,501(C)(3),L3,NEBRASKA METHODIST HEALTH SYSTEM INC,0
202043189349304149,470724387,FREMONT HEALTH CLINIC,450 E 23RD STREET,FREMONT,NE,68025,470717207,LICENSED HEALTH CLINICS,NE,501(C)(3),L10,NEBRASKA METHODIST HEALTH SYSTEM INC,0
202041759349300209,221815636,Raritan Valley Community College Foundation,PO Box 3300,Somerville,NJ,08876,237138731,Fundraising,NJ,501(c)(3),5,NA,false
202041769349300729,560547498,SOUTHERN BENEDICTINE SOCIETY OF NORTH CAROLINA,100 BELMONT-MOUNT HOLLY ROAD,BELMONT,NC,28012,560530237,RELIGIOUS COMMUNITY,NC,501(C)(3),LINE 1,N/A,0
202042899349300944,621504678,TEMPLE BAPTIST CHURCH,1700 WEST BEAVER CREEK DRIVE,POWELL,TN,37849,620844405,A CHURCH,TN,501(C)(3),LINE 1,N/A,0
202042899349300944,621504678,CROWN SCHOOL OF TRADES AND TECHNOLOGY,2307 WEST BEAVER CREEK DRIVE,POWELL,TN,37849,352470212,TN,501(C)(3),LINE 2,N/A,0
202101309349302485,542116256,MAIN STREET SCHOOL OF PERFORMING ARTS ABC,7255 FLYING CLOUD DRIVE,EDEN PRAIRIE,MN,55344,473923540,LEASE BUILDING TO SCHOOL,MN,501(C)(3),"LINE 12A, I",PIM ARTS HIGH SCHOOL,1
202101309349302485,542116256,PIM FOUNDATION,7255 FLYING CLOUD DRIVE,EDEN PRAIRIE,MN,55344,611844020,SUPPORTING ORGANIZATION,MN,501(C)(3),"LINE 12A, I",PIM ARTS HIGH SCHOOL,1
202013519349300106,237410494,NEW YORK GRADUATE SCHOOL OF PSYCHOANALYSIS,16 WEST 10TH ST,NEW YORK,NY,10011,202280759,EDUCATION,NY,501(C)(3),LINE 2,TRUSTEES,0
202031969349302758,381359081,COLCHESTER PROPERTIES INC,611 EAST PORTER STREET,ALBION,MI,49224,382025320,REAL ESTATE HOLDING,MI,501(C)(2),N/A,ALBION COLLEGE,1
202111049349301136,231352654,COIN CRI CLUB,20TH OLNEY AVENUE,PHILADELPHIA,PA,19141,232075569,HOLDS LICENSE,PA,501(C)(3),11C,N/A,1
202111049349301136,231352654,EMMET CORPORATION,1900 WEST OLNEY AVENUE,PHILADELPHIA,PA,19140,463317692,CHARITABLE,PA,501(C)(3),7,LA SALLE UNIVERSITY,1
202111049349301026,060653264,THE CULINARY INSTITUTE OF AMERICA,SINGAPORE LTD,BLOCK 26,21 TAMPINES AVENUE 1,SINGAPORE,SN,052957,EDUCATION,SN,501C 3,CIA,1
202021349349301722,520643528,WGTS - CUC BROADCASTING INC,WGTS - COLUMBIA UNION COLLEGE BROAD,7600 FLOWER AVE,7600 FLOWER AVE,TAKOMA PARK,MD,20912,521336813,RADIO STAT,MD,501C3,7,WAU,true
202101329349304420,562244952,CENTRAL PIEDMONT COMMUNITY COLLEGE,PO BOX 35009,CHARLOTTE,NC,28235,560797174,EDUCATION,NC,170(C)(1),N/A,0
202101329349304420,562244952,WTVI FOUNDATION,1300 EAST 4TH STREET,CHARLOTTE,NC,28204,455452541,SUPPORT FOR CPCC,NC,501(C)(3),"LINE 12A, I",CENTRAL PIEDMONT COMMUNITY COLLEGE,0
202043379349300424,362310478,ILLINOIS EYE INSTITUTE FOUNDATION,3241 S MICHIGAN AVENUE,CHICAGO,IL,60616,264194132,DORMANT FY20,IL,501(c)(3),7,ILLINOIS COLLEGE OF OPTOMETRY,true
202101329349304880,010211497,Colby College Charitable Trust,4120 Mayflower Hill,Waterville,ME,04901,010529787,supporting organization,ME,501(c)(3),support org- Type I,The President & Trustees of Colby College,1
202101329349304880,010211497,Mayflower Hill Broadcasting WMHB,4000 Mayflower Hill,Waterville,ME,04901,141876184,operation of radio station,ME,501(c)(3),7,The President & Trustees of Colby College,1
202110909349300531,570324906,South Carolina Baptist Convention,190 Stoneridge Drive,Columbia,SC,29210,570360087,Convention of churches,SC,501(c)(3),Line 1,N/A,0
202110909349300531,570324906,The Baptist Foundation of South Carolina,190 Stoneridge Drive,Columbia,SC,29210,570348054,Institution of SCBC designated for the management of trust funds,SC,501(c)(3),Line 1,South Carolina Baptist Convention,0
202041369349300424,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,912 W FRANKLIN STREET POST OFFICE B,RICHMOND,VA,232843035,546001758,PUBLIC UNIVERSITY WITH TWO MAIN CAMPUSES,VA,115,N/A,0
202043149349301534,980149857,Earth University Foundation,Five Piedmont Center 3525 Pie,Atlanta,GA,30305,382920639,education,GA,501(C)(3),7,na,false
202131309349301523,362167773,LEWIS UNIVERSITY ENDOWMENT FUND INC,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,60441,510183519,DORMANT ORG,IL,501(C)3,12,false
202131329349304783,361408475,MUNDELEIN COLLEGE,820 N MICHIGAN AVE,CHICAGO,IL,60611,362179799,EDUCATION,IL,501(c)(3),2,LUC,true
202131329349304783,361408475,KRASA FAMILY TRUST,PO BOX 803878,CHICAGO,IL,60680,366828217,SUPPORT LUC,IL,501(c)(3),12D,NA,true
202021979349303797,560603922,African Methodist Episcopal Zion Church,3225 Sugar Creek Road,Charlotte,NC,28269,581734680,Contributor,NC,501c3,1,N/A,false
202031929349301853,061645496,THE LEONARD AND MADLYN ABRAMSON INST,421 CURIE BLVD 450 BRB II/III,PHILADELPHIA,PA,19104,232929823,MED RESEARCH,PA,501(c)(3),4,NA,false
202031929349301853,061645496,CARL V S PATTERSON 19 UN OF PA,C/O PNC BANK 620 LIBERTY AVE 10FL,PITTSBURGH,PA,15222,236415355,SUPPORT TRUST,PA,4947(A)(1),N/A,NA,false
202031929349301853,061645496,CHESTER COUNTY HOSPITAL & HEALTH SYSTEM,701 E MARSHALL STREET,WEST CHESTER,PA,19380,264233321,MGMT SRVCS,PA,501(C)(3),"12, I",TRUSTEES,false
202031929349301853,061645496,CLINICAL CARE ASSOCIATES OF UPHS,250 KING OF PRUSSIA RD 4TH FL,RADNOR,PA,19087,232729852,HEALTHCARE,PA,501(c)(3),10,TRUSTEES,false
202031929349301853,061645496,FRANKLIN SPECIALTY PHYSICIANS,3451 WALNUT STREET ROOM 305,PHILADELPHIA,PA,19104,232992715,SUPPORT ORG,PA,501(c)(3),"12, II",PA HOSPITAL,false
