object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,InvlvdAmt,MthdOfAmntDtrmntnTxt
201523179349309337,136171197,MOUNT SINAI ST LUKE'S-ROOSEVELT,q,3892838,COST
201523179349309337,136171197,MITRAL FOUNDATION,C,198867,COST
201523179349309337,136171197,THE MOUNT SINAI MEDICAL CENTER INC,i,714163014,fmv
201523179349309337,136171197,THE MOUNT SINAI MEDICAL CENTER INC,i,3208595,fmv
201523179349309337,136171197,THE MOUNT SINAI MEDICAL CENTER INC,i,1245190,fmv
201523179349309337,136171197,THE MOUNT SINAI HOSPITAL,c,3964162,cost
201523179349309337,136171197,THE MOUNT SINAI HOSPITAL,c,654012,cost
201523179349309337,136171197,MSMC RESIDENTIAL REALTY LLC,c,501338,cost
201523179349309337,136171197,MSMC REALTY CORPORATION,c,438848,cost
201523179349309372,943116985,EDUCATIONAL CORPORATION MUKOGAWA GAKUIN,O,263158,BOOK
201523179349309372,943116985,EDUCATIONAL CORPORATION MUKOGAWA GAKUIN,S,3360517,BOOK
201523179349309372,943116985,EDUCATIONAL CORPORATION MUKOGAWA GAKUIN,D,16946,BOOK
201523179349309372,943116985,EDUCATIONAL CORPORATION MUKOGAWA GAKUIN,C,1093695,BOOK
201523209349310817,204775521,BIZDOM FUND,E,4045
201610129349300516,640303086,THE BAPTIST HEALTHPLEX INC,J,702529,FAIR MARKET VALUE
201640149349300229,930386890,CHURCH OF GOD,C,161171,MONTHLY CHECKS
201630149349301103,592139553,ST ANDREWS UNIVERSITY,ST ANDREWS UNIVERSITY,O,56258,50% SPLIT FOR SHARED EMPL
201630149349301103,592139553,ST ANDREWS UNIVERSITY,ST ANDREWS UNIVERSITY,Q,60164,GROSS REIMB-OTHER
201630139349300313,510198454,Diocese of the Armenian Church,e,86680,Cost
201513459349300341,390806263,School Sisters of St Francis,US Province,r,350542
201503519349300545,730739626,ORU Golden Eagle Club,C
201503519349300545,730739626,ORU Golden Eagle Club,L
201503519349300545,730739626,ORU Golden Eagle Club,N
201503519349300545,730739626,ORU Golden Eagle Club,O
201503519349300545,730739626,ORU Golden Eagle Club,Q
201503519349300545,730739626,ORU Golden Eagle Club,R
201503519349300545,730739626,ORU Alumni Foundation,C
201503519349300545,730739626,ORU Alumni Foundation,L
201503519349300545,730739626,ORU Alumni Foundation,N
201503519349300545,730739626,ORU Alumni Foundation,Q
201503519349300545,730739626,University Broadcasting Inc,A,78576,FMV
201503519349300545,730739626,University Broadcasting Inc,J,7744,FMV
201503519349300545,730739626,University Broadcasting Inc,L,125427,FMV
201503519349300545,730739626,University Broadcasting Inc,M,136053,FMV
201503519349300545,730739626,University Broadcasting Inc,Q,97228,FMV
201503519349300545,730739626,Oral Roberts University eAcademy,N
201503519349300545,730739626,Oral Roberts University Educational Fellowship,N
201503219349300305,274967732,EFPRP INVESTMENTS LLC,B,49980000,FMV
201503219349300305,274967732,CHARLES KOCH FOUNDATION (PROVIDED BY ORG),N,154608,FMV
201503219349300305,274967732,CHARLES KOCH FOUNDATION (PROVIDED BY ORG),O,58000,FMV
201503219349300305,274967732,EFPRP MANAGER LLC,S,171025,FMV
201503219349300305,274967732,CHARLES KOCH FOUNDATION (PROVIDED BY ORG),C,57699,FMV
201513489349300916,596046500,FIT MUSEUM OF ART INC,FIT MUSEUM OF ART INC,D,470965,COST
201512829349300441,590936101,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY ASIA LTD,b,250000,CASH TRANSFER
201512859349301031,480543782,ASSOCIATED COLLEGE OF CENTRAL KANSAS,M,287136
201512889349300121,042178860,Atlantic Union Conference,c,3883037
201512889349300121,042178860,Atlantic Union Conference,e,3816992
201512889349300121,042178860,Southern New England Conference,e,842561
201532589349300923,620548919,TENNESSEE TEMPLE UNIVERSITY ENDOWMENT FUND,C,232845,CASH
201640199349300629,381359569,Michindoh Conference Center,o,55053,Fair market value
201640199349300629,381359569,Michindoh Conference Center,p,19906,Fair market value
201640199349300629,381359569,Michindoh Conference Center,r,47850,Fair market value
201630219349301003,020223339,SISTERS OF THE PRESENTATION OF MARY,L,378200,SALARIES AND BENEFITS
201630359349301293,364682140,Azusa Pacific University,S,200000,Cash Transfer
201630359349301293,364682140,Azusa Pacific University,G,83878,Sale of Asset
201630359349301293,364682140,Azusa Pacific University,K,123060,Lease Agreement
201630359349301293,364682140,Azusa Pacific University,M,4890637,Tuition
201630359349301293,364682140,Azusa Pacific University,O,130100,Percent of Salary & Benefits
201630359349301293,364682140,Azusa Pacific University,P,842886,Intercompany General Ledger
201630359349301293,364682140,Azusa Pacific University,Q,72128,Tuition Reimbursement
201630359349301293,364682140,Azusa Pacific University,R,3000000,Set Fee
201630359349301293,364682140,Azusa Pacific University,S,12350315,Transfer Cash
201630359349301293,364682140,Azusa Pacific University,M,112000,General Ledger
201600429349301700,530199507,gallaudet foundation,d,269912,cost
201600359349302110,462192790,UNIVERSAL COMMUNITY HOMES,E,650000,ACTUAL
201532579349301228,611124267,Frontier Nursing Service Incorporated,S,53566
201532579349301228,611124267,Frontier Nursing Service Incorporated,R,302284
201610399349300421,610444825,Bingham Fund for Excellence in Teaching at Transylvania University,b,1029465,Actual expenses
201610399349300421,610444825,Bingham Fund for Excellence in Teaching at Transylvania University,l,0
201600209349300030,941698615,BUENA TERRA INC,S,8877,REDEMPTION/CASH DISTRIBUTIONS
201620329349301027,344430762,Project 701,r,1,"All amounts under $50,000"
201610409349300941,043349703,HUSSON UNIVERSITY,R,2683322,BOOK VALUE
201630259349300603,610445823,Asbury Foundation for Theological Education Inc,c,10000,FMV
201600419349300925,931139187,CHARITABLE REMAINDER TRUST (1),A,9155,AMOUNT RECEIVED
201600419349300925,931139187,PNCA HOLDINGS LLC,D,12680000,LOAN TOTALS
201600419349300925,931139187,PNCA MANAGER LLC,K,661506,LEASE PAYMENTS
201600419349300925,931139187,PNCA MANAGER LLC,P,220772,REIMBURSED COSTS
201630269349300208,930401259,Friends of Saturday Academy,a-iv,18000,Cash
201610429349302416,570324906,South Carolina Baptist Convention,C
201610269349301001,390821861,LAKELAND COLLEGE FOUNDATION INC,C,641258,CASH
201620219349300827,350867954,Orangehaus Records Inc,N
201620219349300827,350867954,Orangehaus Records Inc,O
201640279349300934,221487354,Castle Point Holdings Inc,D,24366,FMV
201630299349300018,200118161,Francis Marion University,b,593711,bookaccrual
201630299349300018,200118161,Francis Marion University,k,233412,bookaccrual
201630299349300018,200118161,Francis Marion University,m,135000,bookaccrual
201630299349300018,200118161,Francis Marion University,p,2141706,bookaccrual
201630299349300018,200118161,Francis Marion University,s,6384947,bookaccrual
201513579349300301,480559090,MANHATTAN CHRISTIAN COLLEGE FOUNDATION,K,87260,ACTUAL RENT PAID
201610339349301001,540575812,Mennonite Education Agency,c,52719
201610339349301001,540575812,Mennonite Education Agency,p,90108
201543149349302634,541863192,CHRISTOPHER NEWPORT UNIVERSITY,B,1530729,CASH
201543149349302634,541863192,CNU EDUCATION FOUNDATION,E,35697031,FAIR MARKET VALUE
201543149349302634,541863192,CHRISTOPHER NEWPORT UNIVERSITY,J,8256159,CASH
201600409349301610,570705675,UNIVERSITY OF SOUTH CAROLINA,K,84651,FAIR MARKET VALUE
201600409349301610,570705675,UNIVERSITY OF SOUTH CAROLINA,P,2593000,FAIR MARKET VALUE
201533179349302208,410706151,SELBY GOSPEL BROADCASTING,S,5008942,FUNDS TRANSFERRED
201543529349300414,351358522,FIRST BAPTIST CHURCH OF HAMMOND INDIANA,c
201640359349301314,951744369,Los Angeles Pacific University,R,200000,Cash Transfer
201640359349301314,951744369,Los Angeles Pacific University,H,83878,Purchase of Asset
201640359349301314,951744369,Los Angeles Pacific University,J,123060,Lease Agreement
201640359349301314,951744369,Los Angeles Pacific University,L,4890637,Tuition
201640359349301314,951744369,Los Angeles Pacific University,O,130100,Percent of Salary & Benefits
201640359349301314,951744369,Los Angeles Pacific University,Q,842886,Intercompany General Ledger
201640359349301314,951744369,Los Angeles Pacific University,P,72128,Tuition Reimbursement
201640359349301314,951744369,Los Angeles Pacific University,S,3000000,Set Fee
201640359349301314,951744369,Los Angeles Pacific University,R,12350315,Transfer Cash
201640359349301314,951744369,Los Angeles Pacific University,L,112000,General Ledger
201640359349301314,951744369,API Education Foundation,B,1867000,Transfer Cash
201640359349301314,951744369,Christian Leadership Alliance,L,5500,General Ledger
201640359349302109,943204136,MENLO SCHOOL AND MENLO COLLEGE,Q,133200,FMV
201640359349302109,943204136,MENLO SCHOOL AND MENLO COLLEGE,P,1849,FMV
201630199349301033,593086453,UNIVERSITY OF CENTRAL FLORIDA,Q,1185216,CASH VALUE
201630199349301033,593086453,UNIVERSITY OF CENTRAL FLORIDA,P,3381300,CASH VALUE
201543299349300119,233069199,COMMUNITY SERVICE FOUNDATION,L,249995
201543299349300119,233069199,BUXMONT ACADEMY,K,80400
201543299349300119,233069199,BUXMONT ACADEMY,L,364800
201543299349300119,233069199,BUXMONT ACADEMY,E,473
201543299349300119,233069199,BUXMONT ACADEMY,D,1236
201543299349300119,233069199,COMMUNITY SERVICE FOUNDATION,E,38419
201600419349301000,420680404,BVU FUND LP,S,3000000,CASH DISTRIBUTION
201630259349300718,440545280,INDEPENDENCE AVENUE DEVELOPMENT,S,1157287,CARRYING VALUE
201610099349300306,391399196,Incredible Edibles Inc,c,1331056,Independent Valuation
201610269349301101,990255042,GAKKO HOJIN TOKAI DAIGAKU (TOKAI UNIVERSITY SYSTEM - JAPAN NONPROFIT),C,950000,ACTUAL AMOUNT ON ACCRUAL BASIS
201610269349301101,990255042,GAKKO HOJIN TOKAI DAIGAKU (TOKAI UNIVERSITY SYSTEM - JAPAN NONPROFIT),S,233401,ACTUAL AMOUNT ON ACCRUAL BASIS
201630149349300013,420680466,LUTHER COLLEGE VENTURES INC,N,50860,COST
201630329349301058,570474291,Charleston Interstate Development Corp,D,9696479,Market Value
201630329349301058,570474291,Charleston Interstate Development Corp,J,142715,Cost
201630329349301058,570474291,Charleston Interstate Development Corp,K,304500,Cost
201600279349300230,231352664,Charitable Remainder Unitrusts (8),a-i,499771,cash
201600279349300230,231352664,Pooled Income Fund,a-i,4838,cash
201610429349301716,741277664,UST REALTY COMPANY,P,88695,ACTUAL DOLLAR AMOUNT
201620369349300532,760796633,KALAMAZOO VALLEY COMMUNITY COLLEGE,S,4615252,AMOUNT OF DEFICIT
201620219349301407,610510937,HILLCREST BURIAL PARK INC,D,17283,CASH
201620219349301407,610510937,UNIVERSITY TELCOM INC,S,274669,CASH
201600439349301745,431408945,STATE FAIR COMMUNITY COLLEGE,J,680777,FAIR MARKET VALUE
201630839349300708,410708577,BETHEL UNIVERSITY FOUNDATION,B,345130,FMV
201630479349300218,620484185,TUSCULUM TOMORROW TRUST,C,32241,CASH RECEIPTS
201601349349306625,951664100,Blais Foundation,C,330000,Book/Actual Value
201620479349301382,510305893,DELAWARE STATE UNIVERSITY FOUNDATION,C,828022
201620479349301382,510305893,DELAWARE STATE UNIVERSITY HOUSING FOUNDATION,P,44752
201621319349302532,237421224,NATIONAL UNIVERSITY SYSTEM,C,5476384,CASH
201621319349302532,237421224,NATIONAL UNIVERSITY SYSTEM,M,646887,CASH
201621319349302532,237421224,NATIONAL UNIVERSITY SYSTEM,E,47050,CASH
201620969349300137,362167048,CHARITABLE REMAINDER TRUSTS,p,27229,ACTUAL COST
201630719349300928,742269704,UNIVERSITY OF WYOMING,K,67275,LEASE AGREEMENT
201630719349300928,742269704,UNIVERSITY OF WYOMING,L,10651,COST
201641199349300809,030179424,NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES,P,95860,AMOUNT INCURRED
201641199349300809,030179424,NORWICH UNIVERSITY APPLIED RESEARCH INSTITUTES,Q,300049,AMOUNT INCURRED
201641199349300809,030179424,CHARITABLE TRUST,S,315927,CASH
201611309349301996,042103544,BABSON GLOBAL INC,B,262423,ACTUAL COST
201611309349301996,042103544,BABSON GLOBAL INC,L,6046843,COST PLUS OVERH
201611309349301996,042103544,BABSON GLOBAL INC,N,INCL IN ABOVE
201611309349301996,042103544,BABSON GLOBAL INC,S,3500002,ACTUAL COST
201640829349300504,231608264,The College paid the Sisters of Saint Basil the Great for services rendered,m,191005,cost
201620929349300637,941156610,200 VAN NESS AVENUE LLC,A,314760,FAIR MARKET VALUE
201620929349300637,941156610,200 VAN NESS AVENUE LLC,D,6295227,FAIR MARKET VALUE
201620929349300637,941156610,214 VAN NESS AVENUE LLC,D,8625544,FAIR MARKET VALUE
201620929349300637,941156610,200 VAN NESS AVENUE LLC,R,6239961,FAIR MARKET VALUE
201620929349300637,941156610,214 VAN NESS AVENUE LLC,R,8625544,FAIR MARKET VALUE
201601319349301715,042104229,PERPETUAL TRUSTS (2),C,50000,FMV
201620479349300017,570314365,Benedict-Allen Community Development Cor,m,14758,FMV
201621339349304412,042104700,NEW ENGLAND SCHOOL OF ACUPUNCTURE INC,B,300000,CASH CONTRIBUTION
201601029349301155,381945965,DAVENPORT UNIVERSITY FOUNDATION,C,2242114,CASH
201601029349301155,381945965,DAVENPORT UNIVERSITY FOUNDATION,L,764602,FMV
201610909349300011,410693979,MN Intercollegiate Nursing Consortium,o,75584
201610909349300011,410693979,MN Intercollegiate Nursing Consortium,p,69135
201610909349300011,410693979,Employer-Contribution VEBA Trust St Olaf,r,867976
201621279349300197,112569522,State of New York,L,6273022,FMV
201621279349300197,112569522,SB CLINICAL PRACTICE MANAGEMENT PLAN INC,M,15700000,FMV
201621279349300197,112569522,SB CLINICAL PRACTICE MANAGEMENT PLAN INC,M,421482,FMV
201600979349300010,470405319,MIDWEST FOUNDATION FOR HIGHER EDUCATION,C,344763,CASH TRANSFERRED
201600979349300010,470405319,UNION COLLEGE HOUSING,Q,85346,CASH TRANSFERRED
201620569349300832,910615846,NORTHWEST UNIVERSITY FOUNDATION,A,128069,ACTUAL COSTS
201620569349300832,910615846,NORTHWEST UNIVERSITY FOUNDATION,C,52257,ACTUAL COSTS
201620569349300832,910615846,NORTHWEST UNIVERSITY FOUNDATION,Q,50896,ACTUAL COSTS
201601329349301715,030179298,President and Friends of Middlebury College,D,12216277,FMV
201601329349301715,030179298,Delineation Corporation,D,20022020,FMV
201601329349301715,030179298,Charitable Remainder Unitrust (10),S,FMV
201601329349301715,030179298,Pooled Income Funds (6),S,FMV
201601329349301715,030179298,International Philanthropy of Middlebury College,S,619916,FMV
201611329349302791,131628206,E 55th St Condominium,p,910492,per ownership %
201611329349302791,131628206,E 55TH ST CONDOMINIUM,M,58985,per ownership %
201630959349300323,520591661,MICA GRADUATE STUDIO CENTER INC,d,4822784,COST
201630849349301118,431658069,WORLD WIDE MISSION OF INTERNATIONAL EVANGELISM ASSOCIATION,K,127540,CASH
201630849349301118,431658069,WORLD WIDE MISSION OF INTERNATIONAL EVANGELISM ASSOCIATION,C,216000,CASH
