object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblCrpTr_EIN,IdRltdOrgTxblCrpTr_PrmryActvtsTxt,IdRltdOrgTxblCrpTr_LglDmclSttCd,IdRltdOrgTxblCrpTr_DrctCntrllngNACd,IdRltdOrgTxblCrpTr_EnttyTxt,IdRltdOrgTxblCrpTr_CntrlldOrgnztnInd
201513099349301401,222325405,RASA SPA,310 TAUGHANNOCK BLVD SUITE 1,ITHACA,NY,14850,204467386,HOLISTIC HEALTH,NY,ISLAND HEALTH AND FITNESS,C,0
201533159349302123,462931956,UNIVERSITY BEHAVIORAL ASSOCIATES INC,111 EAST 210TH STREET,BRONX,NY,10467,133877781,MGMT SERVICES,NY,NA,C Corp,true
201533159349302123,462931956,THE MONTEFIORE IPA INC,111 EAST 210TH STREET,BRONX,NY,10467,134114915,MANAGED CARE,NY,NA,C CORP,true
201533159349302123,462931956,MMC GI HOLDINGS EAST INC,111 EAST 210TH STREET,BRONX,NY,10467,721610013,HOLDING COMPA,NY,NA,C CORP,true
201533159349302123,462931956,MMC GI HOLDINGS WEST INC,111 EAST 210TH STREET,BRONX,NY,10467,721610015,HOLDING COMPA,NY,NA,C CORP,true
201533159349302123,462931956,MONTEFIORE BEHAVIORAL CARE IPA NO 1INC,111 EAST 210TH STREET,BRONX,NY,10467,133952750,INTEG PROV AS,NY,NA,C CORP,true
201533159349302123,462931956,BRONX ACCOUNTABLE CARE NETWORK IPA INC,111 EAST 210TH STREET,BRONX,NY,10467,300689571,MANAGED CARE,NY,NA,C CORP,true
201533159349302123,462931956,Montefiore Consolidated Ventures Inc,111 East 210th Street,Bronx,NY,10467,611728539,Holding Company,NY,N/A,C Corp,true
201533159349302123,462931956,MMC Contract Management Org No 1 Inc,111 East 210th Street,Bronx,NY,10467,133859895,Contract Mgmt,NY,N/A,C Corp,true
201533159349302123,462931956,Montefiore Insurance Company Inc,111 East 210th Street,Bronx,NY,10467,320436594,INACTIVE,NY,N/A,C Corp,true
201533159349302123,462931956,Montefiore Community Network LLC,111 East 210th Street,Bronx,NY,10467,461374475,INACTIVE,NY,N/A,C Corp,true
201523209349309137,591092732,BEGINNINGS OF PALM BEACH COUNTY INC,4765 LANTANA ROAD,LAKE WORTH,FL,33463,592412927,CHILD CARE,FL,C,27918,1611701,1.00000,0
201523209349309137,591092732,D & L LAND INC,901 S FLAGLER DRIVE,WEST PALM BEACH,FL,33401,592688950,RENTAL REAL ESTATE,FL,C,1832,280747,1.00000,0
201543159349300439,160743905,Ivy Street Development Corporation,600 Ivy Street,Elmira,NY,14905,161009245,Real Estate,NY,N/A,C,100,100,1
201543159349300809,560529972,CHARITABLE REMAINDER TRUST (15),INVESTMENTS,NC,N/A,T,0
201533169349302013,391620530,BEL-REGIONAL HOME MEDICAL INC,617 S ROOSEVELT,GREEN BAY,WI,54301,391504766,"DURABLE MEDICAL EQUIPMENT, RETAIL PHARMACY, FITNESS",WI,N/A,C,0
201533169349302013,391620530,BELLIN INVESTMENTS INC,PO BOX 23400,GREEN BAY,WI,54305,391564939,OTHER,WI,N/A,C,0
201542549349300204,350715530,CHARITABLE REMAINDER TRUSTS (8),CHAR. REM. TRUSTS,IN,NA,TRUST,false
201512879349301636,410694721,ZEBRA INVESTMENTS SIX LIMITED,FIVE SIMPSON STREET,"WINDHOEK, WEST",WA,FOREIGN CAMPUS,WA,AUGSBURG COLLEGE,C,240674,1.00000,1
201522879349301422,344429091,THE INN AT ONU MANAGEMENT COMPANY,401 WEST COLLEGE AVENUE,ADA,OH,45810,263068091,HOTEL/RESTAURANT,OH,ONU,C CORP,518534,167540,1.00000,true
201522879349301422,344429091,CHARITABLE REMAINDER TRUSTS (11),CHAR. REM. TRUSTS,OH,NA,TRUST,false
201522879349301422,344429091,PERPETUAL TRUSTS (2),PERPETUAL TRUST,OH,NA,TRUST,false
201532829349300648,750855633,Betty Jo Mowry Inc,McMurry Station Box 308,Abilene,TX,79697,751997720,Oil & Gas Mining and Extraction,TX,N/A,C Corp,132461,13103,1.00000,true
201502589349300015,390813418,BWL HOLDINGS INC,1209 ORANGE STREET,WILMINGTON,DE,19801,472413749,OIL & GAS EXPLORATION,DE,N/A,C,0
201502589349300015,390813418,AMBIENT CLINICAL ANALYTICS INC,221 1ST AVE SW SUITE 202,ROCHESTER,MN,55902,800928405,SOFTWARE,DE,N/A,C,0
201502589349300015,390813418,CAVALRY CLO III LTD,PO BOX 1093 GT QUEENSGATE HOUSE S,GRAND CAYMAN,CJ,INVESTMENT ACTIVITIES,CJ,N/A,C,0
201502589349300015,390813418,CAVALRY CLO IV LTD,PO BOX 1093 GT QUEENSGATE HOUSE S,GRAND CAYMAN,CJ,INVESTMENT ACTIVITIES,CJ,N/A,C,0
201502589349300015,390813418,GMO GLOBAL BOND INVESTMENT FUND,78 SIR JOHN ROGERSONS QUAY,DUBLIN 2,EI,OTHER FINANCIAL INVESTMENT ACTIVITIES,EI,N/A,0
201502589349300015,390813418,HEALTH TRADITION HEALTH PLAN,1808 EAST MAIN STREET,ONALASKA,WI,54650,391545987,MEDICAL SERVICES COMPANY,WI,N/A,C,0
201502589349300015,390813418,LOBSS NETWORK SUPPORT 2002 INC,200 FIRST STREET SW,ROCHESTER,MN,55905,481276150,ADMINISTRATIVE SERVICES,MN,N/A,C,0
201502589349300015,390813418,MAYO CLINIC GBS MAURITIUS,2ND FLOOR EBENE MEWS 57,EBENE CYBERCITY,MP,HEALTHCARE MANAGEMENT,MP,N/A,C,0
201502589349300015,390813418,MAYO CLINIC SUPPORT SERVICES TEXAS,200 FIRST STREET SW,ROCHESTER,MN,55905,471751102,HEALTH SERVICES,TX,N/A,C,0
201502589349300015,390813418,MAYO HOLDING COMPANY,200 FIRST STREET SW,ROCHESTER,MN,55905,411578020,HOLDING COMPANY,MN,N/A,C,0
201502589349300015,390813418,MAYO INSURANCE COMPANY LTD,200 FIRST STREET SW,ROCHESTER,MN,55905,SELF INSURANCE POOL,CJ,N/A,C,0
201502589349300015,390813418,MCHS--DECORAH CLINIC PHYSICIANS,907 MONTGOMERY STREET,DECORAH,IA,52101,411711329,PATIENT CARE - CLINIC,IA,N/A,C,0
201502589349300015,390813418,MCHS--PHARMACY & HOME MEDICAL INC,1221 WHIPPLE STREET,EAU CLAIRE,WI,54703,391528920,PHARMACY SERVICES,WI,N/A,C,0
201502589349300015,390813418,MMSI INC,21 FIRST STREET SW,ROCHESTER,MN,55905,411547003,THIRD PARTY ADMINISTRATION SERVICES,MN,N/A,C,0
201502589349300015,390813418,RESOUNDANT INC,221 1ST AVE SW,ROCHESTER,MN,55902,461661978,MANUFACTURING MEDICAL DEVICE COMPONENT,MN,N/A,C,0
201502589349300015,390813418,ROCHESTER AIRPORT COMPANY,ROUTE 2,ROCHESTER,MN,55902,410506870,AIRPORT MANAGEMENT,MN,N/A,C,0
201502589349300015,390813418,SATILLA HEALTHNET INC,1900 TEBEAU STREET,WAYCROSS,GA,31501,582151076,HEALTH SERVICES,GA,N/A,C,0
201502589349300015,390813418,SUPERBLOCK 3 PROPERTY OWNERS ASSOCIATION,13400 E SHEA BLVD,SCOTTSDALE,AZ,85259,860870505,COMMERCIAL PROPERTY OWNERS ASSOCIATION,AZ,N/A,C,0
201502589349300015,390813418,THE STABILE BUILDING OWNERS' ASSOCIATION,200 FIRST STREET SW,ROCHESTER,MN,55905,208994499,COMMERCIAL PROPERTY OWNERS ASSOCIATION,MN,N/A,C,0
201502589349300015,390813418,CHARITABLE LEAD TRUST,CHARITABLE TRUST,CA,N/A,T,0
201502589349300015,390813418,PERPETUAL TRUST,CHARITABLE TRUST,ND,N/A,T,0
201502589349300015,390813418,PERPETUAL TRUST,CHARITABLE TRUST,AZ,N/A,T,0
201502589349300015,390813418,PERPETUAL TRUST,CHARITABLE TRUST,LA,N/A,T,0
201502589349300015,390813418,PERPETUAL TRUST (2),CHARITABLE TRUST,MA,N/A,T,0
201502589349300015,390813418,PERPETUAL TRUST,CHARITABLE TRUST,MO,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,AZ,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,CO,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST (9),CHARITABLE TRUST,FL,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,LA,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST (73),CHARITABLE TRUST,MN,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,NC,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,NM,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,NV,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,NY,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,TX,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,WI,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,CO,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,IL,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST,CHARITABLE TRUST,MI,N/A,T,0
201502589349300015,390813418,CHARITABLE REMAINDER TRUST (70),CHARITABLE TRUST,MN,N/A,T,0
201503179349300040,586001901,UNIVERSITY HEALTH RESOURCES INC,1350 WALTON WAY,AUGUSTA,GA,30901,581601372,SVC TO PHYSICIANS,GA,UNIVESITY HEALTH INC,C,0
201503179349300040,586001901,UNIVERSITY HOSPITAL AIKEN INC,1350 WALTON WAY,AUGUSTA,GA,30901,472713774,HOSPITAL,SC,UNIVERSITY HEALTH INC,C,0
201522589349301212,237385525,OCM Online Inc,225 Heritage Woods Parkway,Akron,OH,44321,421533231,Online learning,OH,Individual,C Corp,false
201503209349304230,221487322,HEALTH PARTNER SERVICES INC,718 TEANECK ROAD,TEANECK,NJ,07666,223618636,MGMT SERVICES,NJ,HNMC,C CORP.,0,3571594,1.00000,true
201503209349304230,221487322,PEACE HEALTH PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,223618634,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,HOUSE PHYSICIANS PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,223808427,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,HEMATOLOGYONCOLOGY PHYSICIANS,718 TEANECK ROAD,TEANECK,NJ,07666,223808421,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,RIVERSIDE FAMILY CARE,718 TEANECK ROAD,TEANECK,NJ,07666,200446233,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,RADIATION ONCOLOGY PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,201104758,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,EXCELCARE MEDICAL ASSOCIATES,718 TEANECK ROAD,TEANECK,NJ,07666,203130405,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,BREAST IMAGING PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,753226059,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,HOLY NAME CARDIOLOGY ASSOCIATES PC,718 TEANECK ROAD,TEANECK,NJ,07666,753226063,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,BREAST CARE PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,113787403,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,HOLY NAME PULMONARY ASSOCIATES PC,718 TEANECK ROAD,TEANECK,NJ,07666,830511119,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,WOMEN'S CLINIC PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,364635222,HLTHCARE SVCS,NJ,NA,C CORP.,false
201503209349304230,221487322,MULKAY CARDIOLOGY CONSULTANTS AT HNMC,718 TEANECK ROAD,TEANECK,NJ,07666,463392343,HLTHCARE SVCS,NJ,N/A,C CORP.,false
201503209349302675,420680452,BELCREST SERVICES LTD,5409 N KNOXVILLE AVE,PEORIA,IL,61614,371196307,MEDICAL SERVICES,IL,N/A,C,0
201503209349302675,420680452,BROADBAND INC,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,273819741,INFORMATION TECHNOLOGY MGMT.,IA,N/A,C,0
201503209349302675,420680452,DELHI POINT CONDO ASSOCIATION,350 N GRANDVIEW,DUBUQUE,IA,52001,421467002,REAL ESTATE MANAGEMENT,IA,N/A,C,0
201503209349302675,420680452,HCP CORPORATION,202 SOUTH PARK STREET,MADISON,WI,53715,391177562,REAL ESTATE RENTAL,WI,N/A,C,0
201503209349302675,420680452,HEALTH PLUS INC,5409 N KNOXVILLE AVE,PEORIA,IL,61614,371295532,MANAGED CARE ADMINISTRATION,IL,N/A,C,0
201503209349302675,420680452,HNC SERVICES,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,270987243,FIBER OPTIC NETWORK SERVICES,IA,N/A,C,0
201503209349302675,420680452,MEDIMORE INC,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,421414390,MANAGED CARE,IA,N/A,C,0
201503209349302675,420680452,MERITER HEALTH ENTERPRISES INC,202 SOUTH PARK STREET,MADISON,WI,53715,391293620,MANAGEMENT SERVICES,WI,N/A,C,0
201503209349302675,420680452,MERITER MANAGEMENT SERVICES INC,202 SOUTH PARK STREET,MADISON,WI,53715,391458235,ADMINISTRATIVE SERVICES,WI,N/A,C,0
201503209349302675,420680452,METHODIST HEALTH VENTURES INC,PO BOX 87,PEORIA,IL,61650,371140939,PHARMACY/OFFICE STAFFING,IL,N/A,C,0
201503209349302675,420680452,METHODIST PHYSICIAN SERVICES INC,PO BOX 87,PEORIA,IL,61650,363858550,MEDICAL SERVICES,IL,N/A,C,0
201503209349302675,420680452,PRECEDENCE INC,4622 PROGRESS DRIVE STE A,DAVENPORT,IA,52807,371288604,MANAGED MENTAL CARE,IA,N/A,C,0
201503209349302675,420680452,PROVIDER RESOURCE MANAGEMENT INC,PO BOX 87,PEORIA,IL,61650,371223550,RESOURCE MANAGEMENT,IL,N/A,C,0
201503209349302675,420680452,PHYSICIANS PLUS INSURANCE CORPORATION,2650 NOVATION PARKWAY SUITE 400,MADISON,WI,53713,391565691,FEDERALLY QUALIFIED HMO,WI,N/A,C,0
201503209349302675,420680452,RURAL IOWA SPECIALTY PHYSICIAN CONSORTIUM INC,700 E UNIVERSITY AVE,DES MOINES,IA,50316,261271143,SPECIALTY PHYSICIANS MEDICAL CARE,IA,CENTRAL IOWA HOSPITAL CORPORATION,C,164987,100400,0.57000,1
201503209349302675,420680452,STL HEALTH RESOURCES CO,1026 A AVE NE,CEDAR RAPIDS,IA,52402,421193499,PHYSICIAN OFFICE RENTAL,IA,N/A,C,0
201503209349302675,420680452,TRINITY HEALTH ENTERPRISES INC,2701 17TH ST,ROCK ISLAND,IL,61201,363320141,RETAIL DURABLE MEDICAL EQUIPMENT & PHARMACY,IL,N/A,C,0
201503209349302675,420680452,TRINITY PHYSICIAN HOSPITAL ORGANIZATION LTD,4622 PROGRESS DRIVE STE A,DAVENPORT,IA,52807,363924720,MANAGED HEALTH CARE,IA,N/A,C,0
201513209349307126,410956618,HEALTHPARTNERS ADMINISTRATORS INC,8170 33RD AVE S PO BOX 1309,MPLS,MN,554401309,411629390,THIRD PARTY ADMINISTRATOR,MN,HEALTHPARTNERS INC,C,0
201513209349307126,410956618,HEALTHPARTNERS ASSOCIATES INC,8170 33RD AVE S PO BOX 1309,MPLS,MN,554401309,522365151,MEDICAL CLINIC STAFFING AND ASSET MANAGEMENT,MN,HEALTHPARTNERS ADMINISTRATORS INC,C,0
201513209349307126,410956618,HEALTHPARTNERS SERVICES INC,8170 33RD AVE S PO BOX 1309,MPLS,MN,554401309,411683568,MEDICAL CLINIC STAFFING AND ASSET MANAGEMENT,MN,HEALTHPARTNERS ADMINISTRATORS INC,C,0
201513209349307126,410956618,HEALTHPARTNERS INSURANCE COMPANY,8170 33RD AVE S PO BOX 1309,MPLS,MN,554401309,411683523,MEDICAL AND DENTAL INSURANCE,MN,HEALTHPARTNERS ADMINISTRATORS INC,C,0
201513209349307126,410956618,DENTAL SPECIALTIES INC,8170 33RD AVE S PO BOX 1309,MPLS,MN,554401309,451297583,PROFESSIONAL DENTAL SERVICES,MN,HEALTHPARTNERS ADMINISTRATORS INC,C,0
201513209349307126,410956618,HEALTHPARTNERS CENTRAL MINNESOTA CLINICS INC,8170 33RD AVE S PO BOX 1309,MPLS,MN,554401309,411236798,MEDICAL CLINIC STAFFING,MN,HEALTHPARTNERS ADMINISTRATORS INC,C,0
201513209349307126,410956618,PARK NICOLLET ENTERPRISES,6500 EXCELSIOR BLVD,ST LOUIS PARK,MN,55426,411656735,REAL ESTATE FOR RELATED ORGANIZATIONS,MN,PARK NICOLLET HEALTH SERVICES,C,0
201503209349304020,590972013,SUNSTATE COLLEGE INC,2040 COLONIAL BLVD,FORT MYERS,FL,33907,592390702,SCHOOL,FL,N/A,true
201503209349304045,221494442,RARITAN MANAGEMENT CORP,530 NEW BRUNSWICK AVENUE,PERTH AMBOY,NJ,08861,222209778,AMBULANCE SVCS.,NJ,NA,C CORP.,true
201503209349304045,221494442,RARITAN INSURANCE LTD,23 LIME TREE BAY AVE PO BOX 1363,GRAND CAYMAN,CJ,FINANCIAL VEHICLE,CJ,RBMC,FOREIGN CORP.,696238,6451826,1.00000,true
201503209349304045,221494442,RARITAN BAY PHYSICIANS GROUP PC,530 NEW BRUNSWICK AVENUE,PERTH AMBOY,NJ,08861,453998336,HEALTHCARE SVCS.,NJ,NA,C CORP.,true
201503209349306050,150532254,FRANCISCAN MANAGEMENT SERVICES INC,333 BUTTERNUT DRIVE SUITE 100,DEWITT,NY,13214,161351193,MANAGEMENT SERVICES,NY,FRANCISCAN ASSOCIATES INC,C,1
201503209349306050,150532254,FRANCISCAN HEALTH SUPPORT INC,333 BUTTERNUT DRIVE SUITE 100,DEWITT,NY,13214,161236354,DURABLE MEDICAL EQUIPMENT,NY,FRANCISCAN ASSOCIATES INC,C,1
201503209349306050,150532254,FRANCISCAN ASSOCIATES INC,333 BUTTERNUT DRIVE SUITE 100,DEWITT,NY,13214,202991688,HOLDING COMPANY,NY,SJHHC PROPERTIES INC,C,1
201503209349306050,150532254,FHS SERVICES INC,333 BUTTERNUT DRIVE SUITE 100,DEWITT,NY,13214,272995699,HEALTH SERVICE PROVIDER,NY,FRANCISCAN ASSOCIATES INC,C,1
201503209349306050,150532254,SJPE PRACTICE MANAGEMENT SERVICES,301 PROSPECT AVENUE,SYRACUSE,NY,13203,454164964,MANAGEMENT SERVICES,NY,STJOSEPH'S HOSPITAL HEALTH CENTER,C,-130591,5631,1.00000,1
201503209349306050,150532254,HEALTH CARE MANAGEMENT ADMINISTRATORS,333 BUTTERNUT DRIVE SUITE 100,SYRACUSE,NY,13214,161450960,MANAGEMENT AND BILLING SERVICES,NY,FRANCISCAN ASSOCIATES INC,C,1
201513209349302031,560554230,COMMUNICARE INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561952950,RENTAL REAL ESTATE,NC,N/A,C,0
201513209349302031,560554230,CHOICEHEALTH INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561896065,MANAGED CARE,NC,N/A,C,0
201513209349302031,560554230,NOVANT HEALTH SHARED SERVICES INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,562226937,ADMIN SVCS,NC,N/A,C,0
201513209349302031,560554230,SALEM HEALTH SERVICES INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561342654,HEALTH RELATED,NC,N/A,C,0
201513209349302031,560554230,SALEM DIAGNOSTICS INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561513621,HEALTH RELATED,NC,N/A,C,0
201513209349302031,560554230,MEDQUEST INC,3480 PRESTON RIDGE RD STE 600,ALPHARETTA,GA,30005,223860764,DIAGNOSTIC IMAGING,DE,N/A,C,0
201513209349302031,560554230,TRINOVA INSURANCE LTD,58 PAR LA VILLE ROAD PO BOX 1995,HAMILTON,BERMUDA HMHX,BD,980615601,INSURANCE,BD,N/A,C,0
201513209349302031,560554230,NOVANT HEALTH RISK RETENTION GROUP INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,203382230,INSURANCE,SC,N/A,C,0
201513209349302031,560554230,ROWAN MEDICAL FACILITIES INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561424672,MEDICAL SUPPLIES,NC,N/A,C,0
201513209349302031,560554230,ROWAN MEDICAL ALLIANCE INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561992669,INSURANCE,NC,N/A,C,0
201513209349302031,560554230,FISCAL CORP LTD,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,541282069,HEALTH RELATED,VA,N/A,C,0
201513209349302031,560554230,PRINCE WILLIAM FAMILY HEALTHCARE,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,541748199,HEALTH RELATED,VA,N/A,C,0
201513209349302031,560554230,PRINCE WILLIAM MEDICAL SUPPLY,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,541307554,HEALTH RELATED,VA,N/A,C,0
201513209349302031,560554230,THE PARK AT MONROE PROPERTY OWNERS ASSOCIATION INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,463910256,RENTAL REAL ESTATE,NC,N/A,C,0
201513209349302031,560554230,KERNERSVILLE MEDICAL CENTER PARK OWNERS' ASSOCIATION,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,471511401,RENTAL REAL ESTATE,NC,N/A,C,0
201503179349302525,250969492,Burn Care Associates Ltd,4800 Friendship Avenue,Pittsburgh,PA,15224,232899534,Medical Practice,PA,WPAHS Inc,C Corporation,-75,0,1.00000,true
201503179349302525,250969492,Clinical Services Inc,232 West 25th Street,Erie,PA,16544,251403846,Health Care,PA,SVHS,C Corporation
201503179349302525,250969492,Davis Vision IPA Inc,175 East Houston Street,San Antonio,TX,78205,112958041,TPA,TX,Highmark Inc,C Corporation
201503179349302525,250969492,Davis Vision Inc,175 East Houston Street,San Antonio,TX,78205,113051991,Vision Service,TX,Highmark Inc,C Corporation
201503179349302525,250969492,Delaware Ancillary Insurance Agency,800 Delaware Avenue,Wilmington,DE,198011368,510383213,Insurance Service,DE,Highmark Inc,C Corporation
201503179349302525,250969492,ECCA Managed Vision Care Inc,175 East Houston Street,San Antonio,TX,78205,742759084,Physician Service,TX,Highmark Inc,C Corporation
201503179349302525,250969492,Empire Vision Center Inc,175 East Houston Street,San Antonio,TX,78205,141586016,Retail Sales,TX,Highmark Inc,C Corporation
201503179349302525,250969492,Eye Drx Retail Management Inc,175 East Houston Street,San Antonio,TX,78205,742924030,Office Administra,TX,Highmark Inc,C Corporation
201503179349302525,250969492,Family Practice Medical Associates South,2414 Lytle Rd Ste 300,Bethel Park,PA,15102,251684735,Medical Practice,PA,JRMC,C Corporation
201503179349302525,250969492,Gateway Health Plan of Ohio Inc,444 Liberty Avenue Suite 2100,Pittsburgh,PA,15222,300282076,Insurance,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Gateway Health Plan Inc,444 Liberty Avenue Suite 2100,Pittsburgh,PA,15222,251505506,Insurance,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Grandis Rubin Shanahan & Assoc,565 Coal Valley Rd,Jefferson Hills,PA,15025,453355906,Medical Practice,PA,JRMC,C Corporation
201503179349302525,250969492,HCI Inc,120 Fifth Ave Suite 922,Pittsburgh,PA,15222,753002215,Finance & Insuran,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Health System Services Corp & Subs,565 Coal Valley Rd,Jefferson Hills,PA,15025,251403745,Medical Office Bl,PA,JRMC,C Corporation
201503179349302525,250969492,Highmark BCBSD Inc,800 Delaware Avenue,Wilmington,DE,198011368,510020405,Insurance,DE,Highmark Inc,C Corporation
201503179349302525,250969492,Highmark Benefits Group Inc,120 Fifth Ave Suite 922,Pittsburgh,PA,15222,464763378,Insurance Sales,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Highmark Casualty Insurance Company,120 Fifth Ave Suite 922,Pittsburgh,PA,15222,251334623,Insurance,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Highmark Coverage Advantage Inc,120 Fifth Ave Suite 922,Pittsburgh,PA,15222,464757476,Insurance Sales,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Highmark Inc,120 Fifth Ave Suite 922,Pittsburgh,PA,15222,231294723,Insurance,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Highmark Select Resources Inc,120 Fifth Ave Suite 922,Pittsburgh,PA,15222,202353206,Insurance Sales,PA,Highmark Inc,C Corporation
201503179349302525,250969492,Highmark Senior Health Company,120 Fifth Ave Suite 922,Pittsburgh,PA,15222,464156633,Insurance Sales,PA,Highmark Inc,C Corporation
