object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201502859349300720,630329409,FAULKNER UNIVERSITY FOUNDATION,5345 ATLANTA HIGHWAY,MONTGOMERY,AL,36109,061697483,CHRISTIAN EDUCATION AT FAULKNER UNIVERSITY,AL,501(C)(3),170(B)(1)(A),0
201503179349300525,201612906,LONGWOOD UNIVERSITY,201 HIGH STREET,FARMVILLE,VA,23909,546001788,HIGHER ED,VA,STATE,6,NA,false
201502869349300700,710236867,UNIV OF THE OZARKS ALUMNI ASSOC,415 NORTH COLLEGE AVENUE,CLARKSVILLE,AR,72830,237092414,ALUMNI,AR,501C3,11D,NA,false
201503209349301605,262664906,Maine 4-H Foundation,5717 Corbett Hall,Orono,ME,044695741,Financial resources for 4-H Developement,ME,N/A,false
201503279349300010,941339635,SIMPSON UNIVERSITY FOUNDATION,2211 COLLEGE VIEW DRIVE,REDDING,CA,96003,680274677,UNIVERSITY SUPPORT,CA,501(C)(3),LINE 7,SIMPSON UNIVERSITY,0
201513209349308791,741339050,CONGREGATIONAL METHODIST CHURCH,CONGREGATIONAL METHODIST,POST OFFICE BOX 9,FLORENCE,MS,39073,CHURCH,MS,501C3,1,N/A,false
201503179349307750,810661056,GENERAL CONFERENCE OF SEVENTH-DAY ADVENTISTS,12501 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,520643036,CHURCH,CA,501(C)(3),1,N/A,0
201503179349307750,810661056,LOMA LINDA MERCANTILE,PO BOX 2000,LOMA LINDA,CA,92354,953858272,PURCHASING COMPANY,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY,11145 ANDERSON ST,LOMA LINDA,CA,92350,951816009,UNIVERSITY,CA,501(C)(3),2,N/A,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,1710 BARTON RD,REDLANDS,CA,92373,330245579,PSYCHIATRIC HOSPITAL,CA,501(C)(3),3,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY HEALTH CARE,11175 CAMPUS ST,LOMA LINDA,CA,92354,330364239,HEALTHCARE MANAGEMENT SERVICE ORGANIZATION,CA,501(C)(3),11A,N/A,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON STREET,LOMA LINDA,CA,92354,953522679,HOSPITAL,CA,501(C)(3),3,LLUAHSC,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY MEDICAL ENTERPRISES,11234 ANDERSON ST,LOMA LINDA,CA,92354,330873998,OUTPATIENT PHARMACY,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201503179349307750,810661056,NATIONAL MEDICAL TECHNOLOGY TESTBED,11175 CAMPUS ST,LOMA LINDA,CA,92354,330578722,RESEARCH ORGANIZATION,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201503179349307750,810661056,UNIVERSITY INSURANCE COMPANY OF VERMONT,126 COLLEGE ST SUITE 400,BURLINGTON,VT,05401,030311174,CAPTIVE INSURANCE PROVIDER,VT,501(C)(3),1,N/A,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY ADVENTIST HEALTH SCIENCES CENTER,11175 CAMPUS ST,LOMA LINDA,CA,92354,953804495,PARENT COMPANY,CA,501(C)(3),1,N/A,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL FOUNDATION,PO BOX 2000,LOMA LINDA,CA,92354,330565591,FOUNDATION,CA,501(C)(3),11A,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201503179349307750,810661056,LOMA LINDA UNIVERSITY FACULTY PHARMACY,11234 ANDERSON ST,LOMA LINDA,CA,92354,202834636,OUTPATIENT PHARMACY,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201503179349307750,810661056,SOCIAL ACTION COMMUNITY HEALTH SYSTEM,1475 EAST 3RD ST,SAN BERNARDINO,CA,92504,330664371,COMMUNITY HEALTH CLINIC,CA,501(C)(3),11A,N/A,0
201513209349304156,470424785,Sisters of Mercy of the Americas,8380 Colesville Road Suite 300,Silver Spring,MD,20910,262400800,Service Work,MD,501(c)(3),N/A,0
201513209349304156,470424785,College of Saint Mary Spellman Early Childhood Development Center,7000 Mercy Road,Omaha,NE,68106,470817316,Child Care,NE,501(c)(3),Line 9,CSM,0
201503209349305010,236408773,The Guthrie Clinic,One Guthrie Square,Sayre,PA,18840,233055017,Supporting,PA,501(c)(3),"11C,III",NA,false
201503209349305010,236408773,Guthrie Medical Group PC,One Guthrie Square,Sayre,PA,18840,250815795,Healthcare,PA,501(c)(3),3,TGC,false
201503209349305010,236408773,Robert Packer Hospital,One Guthrie Square,Sayre,PA,18840,240795463,Healthcare,PA,501(c)(3),3,TGC,false
201503209349305010,236408773,Donald Guthrie Foundation,South Wilbur Avenue,Sayre,PA,18840,246022957,Med Research,PA,501(c)(3),4,TGC,false
201503209349305010,236408773,Troy Community Hospital Inc,275 Guthrie Drive,Troy,PA,16947,240800337,Healthcare,PA,501(c)(3),3,TGC,false
201503209349305010,236408773,Tioga Healthcare Facility,One Guthrie Square,Sayre,PA,18840,150532257,Healthcare,NY,501(c)(3),3,TGC,false
201503209349305010,236408773,Tioga Nursing Facility,One Guthrie Square,Sayre,PA,18840,222979677,Nursing Fac,NY,501(c)(3),3,TGC,false
201503209349305010,236408773,DarWay Nursing Home Inc,One Guthrie Square,Sayre,PA,18848,231733967,Nursing Fac,PA,501(c)(3),9,TGC,false
201503209349305010,236408773,Sayre House Inc,One Guthrie Square,Sayre,PA,18840,231643404,Nursing Fac,PA,501(c)(3),9,TGC,false
201503209349305010,236408773,Guthrie Home Care,421 Tomahawk Road,Towanda,PA,18848,232394345,Home Health,PA,501(c)(3),9,TGC,false
201503209349305010,236408773,Guthrie Same Day Surgery Center Inc,One Guthrie Square,Sayre,PA,18840,020551081,Ambulatory,NY,501(c)(3),9,TGC,false
201503209349305010,236408773,Sayre House of Hope,One Guthrie Square,Sayre,PA,18840,203979472,Healthcare,PA,501(c)(3),7,TGC,false
201503209349305010,236408773,Corning Hospital,1 Guthrie Drive,Corning,NY,14830,160393490,Healthcare,NY,501(c)(3),3,TGC,false
201503209349305010,236408773,Guthrie Risk Retention Group,151 Meeting Street,Charleston,SC,29401,201090801,Supporting,SC,501(c)(3),"11A,I",TGC,false
201503499349300910,237410494,NEW YORK GRADUATE SCHOOL OF,PSYCHOANALYSIS,16 WEST 10TH ST,NEW YORK,NY,10011,202280759,EDUCATION,NY,501C3,2,TRUSTEES,false
201513179349302526,311813143,UNIVERSITY OF MISSISSIPPI,PO BOX 1848,UNIVERSITY,MS,38677,646001159,EDUCATION,MS,N/A,NA,false
201503209349305875,461912064,Coker College,300 E College Avenue,Hartsville,SC,29550,570324916,Higher education,SC,501(c)(3),2,N/A,0
201523209349300502,630328640,Ninth Episcopal District AME Church,1040 19th Street North,Birmingham,AL,35202,364643253,CHURCH,AL,501 (3),Religious,false
201523209349300502,630328640,Daniel Payne College Village Foundation,7500 Wynnlakes Blvd,montgomery,AL,361177442,463950601
201523179349300947,042104258,Gordon College Foundation,255 Grapevine Road,Wenham,MA,01984,222610484,Advise on land use,MA,501(c)3,9,Gordon College,1
201502929349300700,464091111,UPPER VALLEY TEACHER TRAINING PROGRAM,194 DARTMOUTH COLLEGE HIHWAY,LEBANON,NH,03766,020423502,TEACHER & PRINCIPAL TRAINING,NH,501(C)(3),170(B)(1)(A)(II),UPPER VALLEY TEACHER TRAINING PROGRAM,false
201503119349300300,954366755,CESNA FOUNDATION,1520 W CAMERON AVE UNIT 275,West Covina,CA,91790,263023799,FOUNDATION,CA,N/A
201512949349300036,480556726,TABOR FOUNDATION INC,400 S JEFFERSON,HILLSBORO,KS,67063,237052414,FUND RAISING,KS,501(C)(3),PUBLIC CHARITY,0
201512949349300036,480556726,ASSOCIATED COLLEGES OF CENTRAL KANSAS,210 S MAIN,MCPHERSON,KS,67460,486127349,FACILITIES AND SERVICES,KS,501(C)(3),PUBLIC CHARITY,0
201523159349303112,800957275,COE COLLEGE,1220 FIRST AVENUE NE,CEDAR RAPIDS,IA,52402,420686467,EDUCATION,IA,501(C)(3),LINE 2,0
201503169349304560,350885591,WESLEYAN RETIREMENT CENTER,4201 S WASHINGTON STREET,MARION,IN,46953,351449080,ELDER CARE,IN,501(C)(3),11A,IWU,true
201503169349304560,350885591,WESLEYAN CHURCH CORPORATION,PO BOX 50434,INDIANAPOLIS,IN,46250,351148762,RELIGIOUS ORG,IN,501(C)(3),1,NA,false
201503169349304560,350885591,INDEPENDENT COLLEGES OF INDIANA INC,30 SOUTH MERIDIAN STREET SUITE 800,INDIANAPOLIS,IN,46204,310901001,EDUCATION,IN,501(c)(3),11A,NA,false
201513159349300991,570324916,Coker College Properties,300 E College Avenue,Hartsville,SC,29550,461912064,supporting organization,SC,501(c)(3),2,Coker College Properties,0
201523169349300122,204273074,Regent University,1000 Regent University Drive,Virginia Beach,VA,23464,541061178,Educational Institution,VA,501(c)3,2,N/A,0
201523169349300122,204273074,Henrico Inc,1000 Regent University Drive,Virginia Beach,VA,23464,541998119,Wholly owned title holding company,VA,501(c)2,Regent University,0
201503149349302635,200617900,NEWSEUM INC,555 PENNSYLVANIA AVENUE NW,WASHINGTON,DC,20001,203985447,MUSEUM,DC,501(C)(3),"LINE 11A, I",NEWSEUM INSTITUTE INC,1
201503149349302635,200617900,THE FREEDOM FORUM INC,555 PENNSYLVANIA AVENUE NW,WASHINGTON,DC,20001,541604427,PRIVATE OPERATING FOUNDATION,DC,501(C)(3),PF,N/A,0
201503149349302350,486106237,KANSAS STATE UNIVERSITY,110 ANDERSON HALL,MANHATTAN,KS,66506,480771751,HIGHER EDUCATION,KS,0
201503149349302350,486106237,KANSAS STATE UNIVERSITY INSTITUTE FOR COMMERCIALIZATION,2005 RESEARCH PARK CIRCLE,MANHATTAN,KS,66502,481150841,RESEARCH AND DEVELOPMENT AND CREATION OF INCUBATORS TO PRODUCE JOBS IN KS,KS,0
201503139349301900,341726619,MERCY HEALTH,615 ELSINORE PLACE,CINCINNATI,OH,45202,311161086,HEALTHCARE SYSTEM PARENT,OH,501(c)(3,3,NA,false
201503139349301900,341726619,MERCY HEALTH FOUNDATION,615 ELSINORE PLACE,CINCINNATI,OH,45202,201072726,FUNDRAISING,OH,501(c)(3,7,MERCY HEALTH,false
201503139349301900,341726619,MERCY HEALTH RETIREMENT TRUST,615 ELSINORE PLACE,CINCINNATI,OH,45202,316046304,RETIREMENT TRUST,OH,501(c)(3,7,MERCY HEALTH,false
201503139349301900,341726619,COMMUNITY HEALTH PARTNERS PHYSICIANS OFFICE BUILDINGS,3700 KOLBE ROAD,LORAIN,OH,44053,341268828,MEDICAL OFFICE RENTAL,OH,501(c)(3,9,MERCY HEALTH - REGIONAL MEDICAL CENTER LLC,false
201503139349301900,341726619,ALLEN MEDICAL CENTER MEDICAL OFFICE BUILDING,200 WEST LORAIN ST,OBERLIN,OH,44074,364504991,MEDICAL OFFICE RENTAL,OH,501(c)(3,Type II,MERCY HEALTH - ALLEN HOSPITAL LLC,false
201503139349301900,341726619,MERCY FRANCISCAN SENIOR HEALTH AND HOUSING SERVICES INC,7010 ROWAN HILLS DR,CINCINNATI,OH,45227,311308729,RETIREMENT HOME,OH,501(c)(3,9,MERCY HEALTH CINCINNATI LLC,false
201503139349301900,341726619,MERCY SACRED HEART INC,2120 PAYNE STREET,LOUISVILLE,KY,40206,611318326,RETIREMENT HOME,KY,501(c)(3,9,MERCY HEALTH CINCINNATI LLC,false
201503139349301900,341726619,MERCY LONG TERM CARE INITIATIVE,4915 CHARLESTOWN RD,NEW ALBANY,IN,47150,311332491,RETIREMENT HOME,IN,501(c)(3,9,MERCY HEALTH CINCINNATI LLC,false
201503139349301900,341726619,MERCY FRANCISCAN SOCIAL MINISTRIES INC,1800 LOGAN STREET,CINCINNATI,OH,45210,311222942,LOW INCOME HOUSING,OH,501(c)(3,7,MERCY HEALTH CINCINNATI LLC,false
201503139349301900,341726619,MERCY FRANCISCAN AT ST RAPHAEL INC,610 HIGH STREET,HAMILTON,OH,45011,202934871,SOCIAL SERVICES,OH,501(c)(3,7,MERCY HEALTH CINCINNATI LLC,false
201503139349301900,341726619,COMMUNITY MERCY HEALTH SYSTEM,ONE S LIMESTONE ST,SPRINGFIELD,OH,45502,300272454,MARKET PARENT,OH,501(c)(3,Type I,MERCY HEALTH,false
201503139349301900,341726619,COMMUNITY MERCY HEALTH PARTNERS,ONE S LIMESTONE ST,SPRINGFIELD,OH,45502,310785684,HOSPITAL,OH,501(c)(3,3,COMMUNITY MERCY HEALTH SYSTEM,false
201503139349301900,341726619,C H HEALTH SERVICES COMPANY,ONE S LIMESTONE ST,SPRINGFIELD,OH,45502,311181984,HOSPITAL,OH,501(c)(3,3,COMMUNITY MERCY HEALTH SYSTEM,false
201503139349301900,341726619,CLARKE & CHAMPAIGN COUNTIES HEALTH INFORMATION EXCHANGE,1150 E HOME ROAD,SPRINGFIELD,OH,45503,260698515,MEDICAL INFORMATION EXCHANGE,OH,501(c)(3,9,COMMUNITY MERCY HEALTH SYSTEM,false
201503139349301900,341726619,THE WALLACE S MURRAY AND FRANCES RABBITTS MURRAY MEMORIAL TRUST,ONE S LIMESTONE ST,SPRINGFIELD,OH,45502,346827136,INDIGENT MEDICAL CARE,OH,501(c)(3,Type I,NA,false
201503139349301900,341726619,MERCY PROPERTY HOLDINGS,2200 JEFFERSON AVENUE,TOLEDO,OH,43604,300699825,TITLE HOLDING COMPANY,OH,501(c)(2,MERCY HEALTH NORTH LLC,false
201503139349301900,341726619,MERCY HOME CARE INC,2200 JEFFERSON AVENUE,TOLEDO,OH,43604,341587572,HOME HEALTHCARE,OH,501(c)(3,9,MERCY HEALTH NORTH LLC,false
201503139349301900,341726619,MERCY COLLEGE OF OHIO,2221 MADISON AVENUE,TOLEDO,OH,43604,341726619,MEDICAL COLLEGE,OH,501(c)(3,2,MERCY HEALTH NORTH LLC,false
201503139349301900,341726619,MERCY COLLEGE OF OHIO FOUNDATION INC,2221 MADISON AVENUE,TOLEDO,OH,43604,141963204,FOUNDATION,OH,501(c)(3,Type I,MERCY COLLEGE OF OHIO,false
201503139349301900,341726619,LIFESTAR AMBULANCE INC,2200 JEFFERSON AVENUE,TOLEDO,OH,43604,341354653,MEDICAL TRANSPORTATION,OH,501(c)(3,Type II,MERCY HEALTH NORTH LLC,false
201503139349301900,341726619,RSM MEDICAL FOUNDATION,2200 JEFFERSON AVENUE,TOLEDO,OH,43624,341693671,HOSPITAL,OH,501(c)(3,3,MERCY HEALTH NORTH LLC,false
201503139349301900,341726619,SIMON OUTREACH SERVICES,2600 NAVARRE AVENUE,OREGON,OH,43616,341383325,MEDICAL OFFICE RENTAL,OH,501(c)(3,Type II,MERCY HEALTH - ST CHARLES HOSPITAL LLC,false
201503139349301900,341726619,FARLEY HEALTHCARE CORPORATION,2200 JEFFERSON AVENUE,TOLEDO,OH,43604,341363204,HEALTH SERVICES,OH,501(c)(3,9,MERCY HEALTH NORTH LLC,false
201503139349301900,341726619,NEW VISION MEDICAL LABORATORIES INC,750 W HIGH ST STE 400,LIMA,OH,45801,341937267,MEDICAL LAB SERVICES,OH,501(c)(3,Type II,ST RITA'S MEDICAL CENTER LLC,false
201503139349301900,341726619,THE ASSUMPTION VILLAGE,9800 N MARKET STREET,NORTH LIMA,OH,44452,341013695,NURSING HOME,OH,501(c)(3,9,MERCY HEALTH YOUNGSTOWN LLC,false
201503139349301900,341726619,HOSPICE OF THE VALLEY,5190 MARKET STREET,YOUNGSTOWN,OH,44512,341288745,HOSPICE SERVICES,OH,501(c)(3,9,MERCY HEALTH YOUNGSTOWN LLC,false
201503139349301900,341726619,HUMILITY HOUSE,755 OHLTOWN ROAD,AUSTINTOWN,OH,44515,341894783,NURSING HOME,OH,501(c)(3,9,MERCY HEALTH YOUNGSTOWN LLC,false
201503139349301900,341726619,ST JOSEPH HEALTH CENTER AUXILIARY,677 EASTLAND SE,WARREN,OH,44484,346556121,FUNDRAISING,OH,501(c)(3,9,MERCY HEALTH YOUNGSTOWN LLC,false
201503139349301900,341726619,MERCY HEALTH PARTNERS - LOURDES INC,1530 LONE OAK ROAD,PADUCAH,KY,42003,610600313,HOSPITAL,KY,501(c)(3,3,MERCY HEALTH,false
201503139349301900,341726619,LOURDES HOSPITAL AUXILIARY GIFT SHOP,1530 LONE OAK ROAD,PADUCAH,KY,42003,610927805,FUNDRAISING,KY,501(c)(3,Type I,MERCY HEALTH FOUNDATION,false
201503139349301900,341726619,MARCUM AND WALLACE MEMORIAL HOSPITAL INC,60 MERCY COURT,IRVINE,KY,40336,610927491,HOSPITAL,KY,501(c)(3,3,MERCY HEALTH PARTNERS - LOURDES INC,false
201503139349301900,341726619,MERCY HEALTH PARTNERS INC,615 ELSINORE PLACE,CINCINNATI,OH,45202,731627534,MARKET PARENT,TN,501(c)(3,Type I,MERCY HEALTH,false
201503139349301900,341726619,MERCY HEALTH PARTNERS - NORTHEAST REGION INC,615 ELSINORE PLACE,CINCINNATI,OH,45202,232813196,MARKET PARENT,PA,501(c)(3,Type I,MERCY HEALTH,false
201503139349301900,341726619,MERCY HOSPITAL OF WILKES-BARRE,746 JEFFERSON AVENUE,SCRANTON,PA,18510,240795625,HOSPITAL,PA,501(c)(3,3,MERCY HEALTH PARTNERS - NORTHEAST REGION INC,false
201503139349301900,341726619,MERCY HEALTH CARE CENTER,746 JEFFERSON AVENUE,SCRANTON,PA,18510,232322809,HOSPITAL,PA,501(c)(3,3,MERCY HEALTH PARTNERS - NORTHEAST REGION INC,false
201503139349301900,341726619,HEALTHSPAN PARTNERS,615 ELSINORE PLACE,CINCINNATI,OH,45202,463055925,MARKET PARENT,OH,501(c)(3,Type II,MERCY HEALTH,false
201503139349301900,341726619,HEALTHSPAN INTEGRATED CARE,1001 LAKESIDE AVE SUITE 1200,CLEVELAND,OH,44114,340922268,HMO,OH,501(c)(3,9,HEALTHSPAN PARTNERS,false
201503159349303900,580685908,Toccoa Falls College Foundation,c/o 1594 Rainier Falls Drive NE,Atlanta,GA,30329,311744028,Assist the College with capital and funding,GA,501(c)(3),Line 7,Toccoa Falls College
201503159349303900,580685908,Toccoa Falls Estates Foundation Inc,c/o 1594 Rainier Falls Drive NE,Atlanta,GA,30329,203785529,Land Development,GA,501(c)(3),"Line 11a, I",Toccoa Falls College
201513169349303321,541919810,PHC FOUNDATION,TEN PATRICK HENRY CIRCLE,PURCELLVILLE,VA,20132,542031700,SUPPORT PATRICK HENRY COLLEGE,VA,501(C)(3),11A,0
201533149349302808,161359213,UB ASSOCIATES INC,UB DOWNTOWN GATEWAY BUILDING 77 GOO,BUFFALO,NY,14203,161559460,PROVIDE ADMIN SUPPORT TO SUNY BUFFALO MEDICAL SCHOOL PRACTICE PLAN,NY,501(C)(3),LINE 9,N/A,0
201533149349302808,161359213,STATE OF NEW YORK,ONE COMMERCE PLAZA 99 WASHINGTON AV,ALBANY,NY,12231,146013200,GOVERNMENT,NY,501(C)(1),N/A,0
201533149349302808,161359213,UNIVERSITY AT BUFFALO FOUNDATION,PO BOX 900,BUFFALO,NY,14226,160865182,PROVIDES SUPPORT FOR AND PROMOTES THE ACTIVITIES OF THE UNIVERSITY,NY,501(C)(3),LINE 9,N/A,0
201533149349302808,161359213,UNIVERSITY PSYCHIATRIC PRACTICE INC,462 GRIDER STREET,BUFFALO,NY,14215,161426208,PROVIDES MEDICAL SERVICES AND SUPPORTS THE UNIVERSITY EDUCATION,NY,501(C)(3),LINE 9,N/A,0
201533149349302808,161359213,UNIVERSITY AT BUFFALO NEUROSURGERY INC,3980 SHERIDAN DRIVE SUITE 501,AMHERST,NY,14226,030445678,PROVIDES MEDICAL SERVICES AND SUPPORTS THE UNIVERSITY EDUCATION,NY,501(C)(3),LINE 9,N/A,0
201523149349300962,112206183,SEAFARERS HARRY LUNDEBERG SCHOOL OF SEAMANSHIP,5201 AUTH WAY,CAMP SPRINGS,MD,20746,112099708,FUNDING OF TRAINING AND UPGRADING MERCHANT SEAMEN,MD,501(C)(5),N/A,NONE,0
201543159349301319,550357056,WV CONF OF UNITED METHODIST,PO BOX 2469,CHARLESTON,WV,25329,550338659,RELIG. ORG,WV,501C3,1,NA,false
201533169349301933,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,910 WEST FRANKLIN STREET,RICHMOND,VA,23284,546001758,PROMOTE & AID SCIENTIFIC INVESTIGATION & RESEARCH AT VCU.,VA,SECTION 170(B)(1)(A),6,N/A,0
201543179349306324,362167773,LEWIS UNIVERSITY ENDOWMENT FUND INC,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,60441,510183519,ORGANIZATION IS DORMANT,IL,509(A)(3),0
201533179349304498,364303682,CHILDREN'S HOSPITAL AND HEALTH SYSTEM INC,9000 W WISCONSIN AVE PO BOX 1997,MILWAUKEE,WI,53201,391500074,OPERATIONAL SUPPORT SERVICES,WI,501(C)(3),LINE 3,N/A,0
201533179349304498,364303682,CHILDREN'S HOSPITAL OF WISCONSIN INC,9000 W WISCONSIN AVE PO BOX 1997,MILWAUKEE,WI,53201,390812532,PEDIATRIC HOSPITAL,WI,501(C)(3),LINE 3,CHILDREN'S HOSPITAL & HEALTH SYSTEM INC,0
201533179349304498,364303682,CHILDREN'S HOSPITAL OF WISCONSIN FOUNDATION INC,9000 W WISCONSIN AVE PO BOX 1997,MILWAUKEE,WI,53201,391500075,FUND DEVELOPMENT,WI,501(C)(3),LINE 7,CHILDREN'S HOSPITAL & HEALTH SYSTEM INC,0
201533179349304498,364303682,CHILDREN'S MEDICAL GROUP INC,9000 W WISCONSIN AVE PO BOX 1997,MILWAUKEE,WI,53201,391789197,PEDIATRIC PHYSICIAN SERVICES,WI,501(C)(3),LINE 3,CHILDREN'S HOSPITAL & HEALTH SYSTEM INC,0
201533179349304498,364303682,CHILDREN'S SERVICE SOCIETY OF WISCONSIN,9000 W WISCONSIN AVE PO BOX 1997,MILWAUKEE,WI,53201,390806380,CHILD WELL-BEING SERVICES,WI,501(C)(3),LINE 7,CHILDREN'S HOSPITAL & HEALTH SYSTEM INC,0
201533179349304498,364303682,CHILDREN'S COMMUNITY HEALTH PLAN INC,9000 W WISCONSIN AVE PO BOX 1997,MILWAUKEE,WI,53201,271494977,WISCONSIN MEDICAID HMO,WI,501(C)(3),LINE 9,CHILDREN'S HOSPITAL & HEALTH SYSTEM INC,0
201533229349300418,270932196,Independent Electrical Contractors Dakotas Inc,2520 East Franklin 201,Pierre,SD,57501,460311869,Membership support of Electrical Contractors,SD,501(C)(6),NA,false
201543179349303829,581418202,GEORGIA REGENTS UNIVERSITY,1120 15TH STREET,AUGUSTA,GA,30912,586002053,INSTITUTION OF HIGHER EDUCATION AND RESEARCH UNIVERSITY,GA,115(1),N/A,0
201533039349301233,942992642,ADOLESCENT TREATMENT CENTERS INC,390 40TH STREET,OAKLAND,CA,94609,680088443,HEALTHCARE,CA,501(C)(3),3,SUTTER EBH,true
201533039349301233,942992642,Better Health East Bay Foundation,3012 SUMMIT STREET 3RD FLOOR,OAKLAND,CA,94609,510160184,FUNDRAISING,CA,501(C)(3),7,SUTTER EBH,true
201533039349301233,942992642,CALIFORNIA PACIFIC MEDICAL CTR FOUND,2015 STEINER STREET 2ND FLOOR,SAN FRANCISCO,CA,94115,942728423,FUNDRAISING,CA,501(C)(3),7,SUTTER WBH,true
201533039349301233,942992642,EAST BAY PERINATAL CENTER,3012 SUMMIT STREET 3RD FLOOR,OAKLAND,CA,94609,510172285,HEALTHCARE,CA,501(C)(3),3,SUTTER EBH,true
201533039349301233,942992642,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,942948100,HOSPITAL,CA,501(C)(3),3,SUTTER HLTH,true
201533039349301233,942992642,MEMORIAL HOSPITAL FOUNDATION,1800 COFFEE ROAD SUITE 76,MODESTO,CA,95355,942290244,FUNDRAISING,CA,501(C)(3),11a - I,SUTTER CVH,true
