object_id,ein,Dsc,BkVlAmt
202013219349308856,201612906,OTHER RECEIVABLE,46850
202121309349302407,362167048,"RIGHT OF USE ASSETS, NET",90795555
202121309349302407,362167048,BENEFICIAL INTEREST IN TRUST,17626607
202121309349302407,362167048,MISCELLANEOUS,1287259
202111329349303741,860105586,OTHER ASSETS,177295
202111329349303741,860105586,DUE TO/FROM SUBSIDIARIES,957361
202041959349302569,237069639,INVESTMENT IN OTHER PROPERTY,295656559
202041959349302569,237069639,INVESTMENT IN AFFILIATE,53750295
202041959349302569,237069639,DUE FROM AFFILIATE,333548
202031939349300008,954366755,DEPOSITS,66
202021979349305387,640325640,ADVANCES RECEIVABLE,2430000
202131389349300608,580531392,PREPAID EXPENSE,101299
202131389349300608,580531392,ARTWORK,20000
202131389349300608,580531392,ARTWORK - AUDUBON PRINTS,47250
202131389349300608,580531392,BOND ISSUE COST,84558
202131389349300608,580531392,ACCUMULATED AMORTIZATION,-18593
202131389349300608,580531392,OTHER ASSETS,66032
202131389349300608,580531392,FUNDS HELD BY BOND TRUSTEE,5454833
202131389349300623,590668483,Beneficial Interest in FMU Foundation,13721591
202131389349300623,590668483,Other receivables,1487029
202111379349307901,956002998,OTHER,65471
202111379349307901,956002998,CONSIDERATION PAID TO ACQUIRE BUILDINGS AND EQUIPMENT,5500000
202111379349307901,956002998,DEFERRED LEASE PAYMENTS,19103
202111379349307901,956002998,OWNERSHIP INTEREST IN LEASE OF A COMMERICIAL BUILDING,507034
202002739349300300,731679393,SECURITY DEPOSIT,3744
202042939349300724,202506183,PREPAID LAND LEASE,1182001
202042939349300724,202506183,LOAN FEES,5600
202042939349300724,202506183,PROMISES TO GIVE - IN-KIND LAND LEASE,8970393
202042939349300724,202506183,ACCOUNTS RECEIVABLE FROM LLC,15000
202141329349301879,362270695,Beneficial interest in trusts,2668914
202141329349301879,362270695,Assets held in charitable remainder trusts,481621
202141329349301879,362270695,Assets held for capital projects,295674
202141329349301879,362270695,Assets held for Board designated reserves,100000
202101379349300770,610470593,ASSETS HELD IN TRUST BY OTHERS,13058332
202101379349300770,610470593,OTHER ASSETS,1483447
202101379349300770,610470593,ASSETS LIMITED AS TO USE,506727
202101379349300770,610470593,REAL ESTATE,24278601
202101379349301535,610444671,FUNDS HELD IN TRUST BY OTHERS,30727037
202101379349301535,610444671,BONDS HELD BY TRUSTEE,6834853
202101379349301535,610444671,OTHER RECEIVABLES,47248
202141319349301594,620483210,OTHER ASSETS,344156
202141319349301594,620483210,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,2005735
202141319349300829,200180768,HEBREW SCROLL,85800
202011979349302516,630302179,OTHER,1761771
202011979349302516,630302179,TRUSTS HELD BY 3RD PARTY,12896620
202011979349302516,630302179,BOND ISSUE/LOAN COSTS,871330
202141319349302784,475271468,DUE FROM CENTRAL ORGANIZATION,290311
202031969349303743,590624412,Collectibles/Life Insurance Policies,143022
202031969349303743,590624412,Permanent Art Collection,4189407
202031969349303743,590624412,Assets Limited to Use-Bond Reserve Accounts,47632791
202141379349307229,461482891,Other Current Assets,309811
202141379349307229,461482891,Prepaid Lease,2050000
202022729349300852,610482955,ENDOWMENT - REAL ESTATE,15443015
202121379349309852,510305893,DEFERRED OUT FLOWS RELATED TO PENSION,13645137
202121379349309852,510305893,DEFERRED OUT FLOWS RELARED TO LOSS ON REFUNDING,674990
202121379349309852,510305893,DEFERRED OUT FLOWS RELATED TO OPEB,15554706
202031979349304848,560554207,BENEFICIAL INTERESTS IN TRUSTS,11744579
202031979349304848,560554207,ASSETS HELD IN CHARITABLE REMAINDER TRUSTS,983187
202031979349304848,560554207,OTHER ASSETS,10668
202121379349309517,463187118,Advance for purchase of building,1037776
202121379349310347,364570934,SECURITY DEPOSIT,8527
202121379349310347,364570934,DUE FROM RELATED PARTY,1263307
202121379349310347,364570934,RESERVE ACCOUNT,167458
202121379349310347,364570934,DEPOSIT,4150
202041959349302509,810235407,FUNDS HELD IN TRUST,5464838
202002889349301720,344429091,CHARITABLE REMAINDER TRUSTS,1012516
202002889349301720,344429091,INTEREST IN PERPETUAL TRUSTS,15565264
202002889349301720,344429091,INTEREST IN REMAINDER TRUSTS,2893780
202002889349301720,344429091,OTHER RECEIVABLES,1376825
202002889349301720,344429091,"CASH, RESTRICTED ASSETS",2882911
202002889349301720,344429091,LAND HELD FOR SALE,61245
202002889349301720,344429091,CASH SURRENDER VALUE,813796
202041929349301619,160805158,DEBT SERVICE RESERVES,2423094
202041979349306034,060731360,CHARITABLE REMAINDER UNITRUSTS,1227848
202041979349306034,060731360,PERPETUAL TRUST,17666078
202041979349306034,060731360,SHORT-TERM HELD IN TRUST,482387
202041539349301884,141713034,BENEFICIAL INTEREST IN BARD ENDOWMENT TRUST,107224064
202041539349301884,141713034,BENEFICIAL INTEREST IN PERPETUAL TRUST,9362534
202041539349301884,141713034,DEPOSITS WITH BOND TRUSTEES,4208412
202041539349301884,141713034,OTHER ASSETS,1235126
202022689349300512,112705352,RECOVERABLE DEPOSITS,451913
202022689349300512,112705352,FINE ARTS,11176569
202022689349300512,112705352,LIBRARY BOOKS,386197
202022689349300512,112705352,PLEDGES & OTHER RECEIVABLE,75000
202041019349300229,620570060,Art Collection,100605
202041019349300229,620570060,Cash Value of Life Insurance,16624
202041019349300229,620570060,Deposits,26000
202041019349300229,620570060,Loan Escrow Deposits,1081039
202041019349300229,620570060,loan Financing Cost,1720705
202041019349300229,620570060,Real Estate,318592
202041019349300229,620570060,Restricted Deposits & Funded Reserves,2609233
202131379349301558,350868202,CSV LIFE INSURANCE,2343170
202131379349301558,350868202,INTEREST IN PERPETUAL TRUSTS,8285927
202131379349301558,350868202,REC-CHARITABLE REMAINDER TRUST,23307494
202021979349303727,830434307,FUNDS HELD ON BEHALF OF OTHERS,22058
202021979349303727,830434307,TRUST RECEIVABLE,28301
202021979349303727,830434307,TETON PASS,65000
202021979349303727,830434307,UNAMORTIZED VALUE OF DONATED FACILITIES,483666
202131349349300908,314379507,CONSTRUCTION IN PROGRESS,63865486
202131349349300908,314379507,INTEREST IN CHAR.TRUSTS,2621340
202131349349300908,314379507,OTHER ASSETS,3896476
202131349349302553,370661227,CAPITAL CAMPAIGN INVESTMENT,25816
202131349349302553,370661227,CHARITABLE REMAINDER TRUST - INVESTMENTS,888334
202131349349302553,370661227,LIFE INSURANCE - CSV,68469
202131349349302553,370661227,MUSEUM & ARTS COLLECTION,1747889
202021979349306947,530204707,UNEXPENDED BOND PROCEEDS,3104000
202021979349306947,530204707,DEPOSITS WITH TRUSTEES,15782000
202021979349306947,530204707,BENEFICIAL INTEREST IN TRUST,6212000
202021979349306947,530204707,OPERATING RIGHT OF USE ASSETS,4761000
202021979349306947,530204707,FINANCING RIGHT OF USE ASSET,51525000
202021979349306947,530204707,SELF-INSURED ASSETS,6248000
202021979349306947,530204707,INTELLECTUAL PROPERTY COSTS,1296000
202021979349306947,530204707,OTHER,1168000
202011889349301726,208096718,DUE FROM RELATED PARTY,9891979
202001909349302225,440562048,Funds Held in Trust,19318310
202001909349302225,440562048,FUNDS HELD AT TIAA,226999
202021979349306267,520805606,OTHER ASSETS,75028
202021979349306267,520805606,DUE FROM CTU FOUNDATION,3926017
202041969349304254,870641318,Rights in Subsidiary,10000
202001979349306610,113354073,Due from AFFILIATE,188061
202001979349306610,113354073,NET INTANGIBLE ASSETS,536
202001979349306610,113354073,Rounding,2
202021979349309002,591571122,Capital campaign escrow,986186
202021979349309002,591571122,DUE FROM MESIFTA,112522
202021979349309002,591571122,Due from S Fl Food for Thought,71994
202021979349309002,591571122,DUE FROM T4000,6493190
202021979349309002,591571122,DUE FROM YES,702606
202021979349309002,591571122,Due from Yes 13300,492625
202131379349307588,270932196,SD COMMUNITY FOUNDATION FUND,18907
202023109349301107,010681650,SECURITY DEPOSITS,49956
202023109349301107,010681650,TENANT RENT RECEIVBLE,155112
202023109349301107,010681650,RESTRICTED CASH DEBT SERVICE,2348093
202023109349301107,010681650,DEFERRED BOND,0
202023109349301107,010681650,DUE FROM VSU TROJAN DEVELOPMENT COMPANY,0
202023109349301107,010681650,DUE FROM VSU FOUNDATION,0
202121349349304077,930386892,DEPOSITS WITH BOND TRUSTEE,4592173
202121349349304077,930386892,FUNDS HELD IN TRUST BY OTHERS,23752240
202121349349304077,930386892,OPERATING LEASE ROU ASSETS,34458911
202032899349300418,272190032,Security deposit,4602
202031849349301123,262664906,SHOWER HOUSE CIP,259754
202011049349301161,941156628,Investments,334284527
202001959349300805,273645560,DUE FROM RELATED PARTIES,35398482
202001959349300805,273645560,OTHER RECEIVABLES,562335
202001979349304580,951246140,OTHER ASSETS,257561
202021969349304267,430654872,FUNDS HELD IN TRUST BY OTHERS,182148304
202021969349304267,430654872,SSM-SLUH INC INVESTMENT,65439776
202021969349304267,430654872,ARTWORK,13626153
202021969349304267,430654872,OTHER MISCELLANEOUS,6073493
202021979349306017,560532129,DEPOSITS WITH BOND TRUSTEE,5298
202021979349306017,560532129,INTEREST IN PERPETUAL TRUST HELD BY OTHERS,883475921
202001279349300800,570314380,CONTRIBUTIONS RECEIVABLE FROM CRT'S,11429343
202001279349300800,570314380,PERPETUAL TRUST HELD BY THIRD PARTY,4650327
202001279349300800,570314380,MISCELLANEOUS RECEIVABLES,51565
202001279349300800,570314380,PROPERTY HELD FOR SALE,175000
202021979349305962,741238438,Other Assets (Investment Property),309000
202021979349305962,741238438,Other Assets (Capitalization Loan Service,734776
202041979349303019,362270695,Beneficial interest in trusts,2618533
202041979349303019,362270695,Assets held in charitable remainder trusts,496765
202041979349303019,362270695,Assets held for capital projects,363556
202121349349302757,311308555,OTHER ASSETS - LOAN PROGRAMS,673968
202121349349302757,311308555,OPERATING LEASE RIGHT-OF-USE ASSETS,4273002
202121349349302757,311308555,INTERCOMPANY ACCOUNTS RECEIVABLES,239461
202011339349301211,391596986,"INTEREST IN NET ASSETS OF COLUMBIA ST. MARY'S FOUNDATION, INC.",1060192
202001989349300705,910916534,"Bond issuance costs, net",136875
202001989349300705,910916534,Right of use asset - operating,6164288
202001989349300705,910916534,Right of use asset - financing,7160012
202041979349303199,770495439,Deposit,1050000
202041979349303199,770495439,Deposit- PG&E,14764
202041979349303199,770495439,Deposit-Rent,554323
202041979349303199,770495439,Interest Receivable,102526
202041979349303199,770495439,Other Receivables,37015
202001979349304835,640303084,Funds Held in Trust,13450663
202001979349304835,640303084,Investment in Millsaps Dev Inc,3736668
202001979349304835,640303084,Cash Surrender Value Life Ins,2983980
202001979349304835,640303084,Other Assets,194
202041899349300549,362167048,"RIGHT OF USE ASSETS, NET",99875360
202041899349300549,362167048,BENEFICIAL INTEREST IN TRUST,17442486
202041899349300549,362167048,MISCELLANEOUS,976975
202011979349304846,381357980,BENEFICIAL INTERESTS IN PERPETUAL TRUSTS,24200321
202011979349304846,381357980,CASH SURRENDER VALUE OF LIFE INSURANCE,136882
202011979349304846,381357980,DEPOSITS,25000
202041979349308074,760057699,Endowment,85565
202003089349300855,750959996,ENDOWMENT ASSETS,1448319
202012949349301206,133459531,SECURITY DEPOSITS,9353
202141379349304189,370661491,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,4576536
202022759349301527,930391563,Cash surrender value of life insurance,59862
202022759349301527,930391563,Interest in net assets of Concordia University Foundation,12017842
202022759349301527,930391563,Funds held by a third party trustee,253502
202131379349307433,830434307,FUNDS HELD ON BEHALF OF OTHERS,22606
202131379349307433,830434307,TRUST RECEIVABLE,44416
202131379349307433,830434307,TETON PASS,65000
202131379349307433,830434307,UNAMORTIZED VALUE OF DONATED FACILITIES,309713
202003169349304725,263453472,ROUNDING
202003169349304725,263453472,LIBRARY BOOKS,184434
202003169349304725,263453472,UNDEPOSITED FUNDS,9325
202003169349304055,454620000,INTANGIBLES,15883104
202023239349300902,362167792,Investments in land and buildings,1060840
202023239349300902,362167792,Investments other,2367869
202023239349300902,362167792,Other Assets,437085
202023239349300902,362167792,Trust Holdings,146087862
202131379349308248,630302179,OTHER,1568481
202131379349308248,630302179,TRUSTS HELD BY 3RD PARTY,12941661
202131379349308248,630302179,BOND ISSUE/LOAN COSTS,854106
202032879349300123,455460170,SECURITY DEPOSIT,10189
202032879349300123,455460170,OTHER RECEIVABLES,4383
202033039349300808,570314408,TRUST FUND ASSETS,5069026
202033039349300808,570314408,CONTRIBUTIONS RECEIVABLE FROM TRUSTS,721418
202033039349300808,570314408,OTHER ASSETS,340359
202033039349300808,570314408,COLLECTIONS,3763877
202033119349301788,830621846,FUNDS HELD BY BOND TRUSTEES,12978374
202033119349301788,830621846,TRUSTS & SPLIT TRUST AGRMT.,12003127
202033119349301788,830621846,DEFERRED COMP PLAN ASSETS,21805321
202033119349301788,830621846,WORKERS COMP DEPOSIT,2926064
202033119349301788,830621846,RIGHT OF USE OPER LEASE ASSETS,57510337
202033119349301788,830621846,DUE FROM RELATED ORGANIZATIONS,5118989
202033119349301788,830621846,OTHER,467211
202023149349301002,010377494,PERPETUAL TRUST,328234
202043169349304724,800851368,ROUNDING
202013179349300406,550753754,"Affiliate Receivable - Charleston Area Medical Center, Inc.",1036154
202013179349300406,550753754,"Affiliate Receivable- CAMC Foundation, Inc.",285981
202013179349300406,550753754,"Interest in Net Assets - CAMC Foundation, Inc.",4369247
202013029349301981,386080947,LONG-TERM RECEIVABLE-CELL TOWER,200000
202040699349300954,330683684,"security deposits, non-current",41300
202040699349300954,330683684,"security deposits, current"
202010559349301346,753140593,BUILDING NOT IN SERVICE,163147
202130369349300308,237075717,CHARITABLE REMAINDER UNITRUST,96561
202130369349300308,237075717,CONSTRUCTION IN PROGRESS,5770823
202030989349301313,610466713,FUNDS HELD IN TRUST BY OTHERS,3993111
202030989349301313,610466713,CASH SURRENDER VALUE OF LIFE INSURANCE,556609
202110279349300531,410789402,OTHER REAL ESTATE OWNED,62000
202131049349300633,231352652,CASH SURRENDER VALUE OF LIFE INSURANCE,6246061
202131049349300633,231352652,FUNDS HELD IN TRUSTS BY OTHERS,3827004
202131049349300633,231352652,COLLECTIONS,1656432
202101059349300525,231352615,ASSETS HELD IN TRUST BY OTHERS,11774155
202101059349300525,231352615,OTHER RECEIVABLES,779506
202101059349300525,231352615,OTHER ASSETS,52813
202101059349300525,231352615,DUE FROM ALBRIGHT COLLEGE COSTA RICA,199451
202101059349300525,231352615,DEPOSITS HELD BY BOND TRUSTEES,2797823
202100429349301370,750851900,INSURANCE RECEIVABLE,2163497
202100429349301370,750851900,MINERAL INTERESTS,53598962
202100429349301370,750851900,OTHER INVESTMENTS,5811878
202100429349301370,750851900,ASSETS HELD BY EXTERNAL TRUSTEES,2614876
202030809349300923,580566143,WORKS OF ART,11420353
202030809349300923,580566143,OTHER ASSETS,487496
202140429349301504,910473310,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,28096134
202140429349301504,910473310,DEPOSITS HELD BY TRUSTEE,20008482
202140429349301504,910473310,OTHER ASSETS - COSTA RICA LAND,1000000
202021059349301022,730579264,Trusts administered by Southern Bapt Fdn,201921
202021059349301022,730579264,Trusts administered by Presbyterian Fdn,15847
202021059349301022,730579264,Zoll Trust,796741
202021059349301022,730579264,Toland Trust,1851234
202021059349301022,730579264,Trusts administered by OK City Comm Fdn,748831
202021059349301022,730579264,Funds held in trust-Baptist Fdn of OK,121435713
202011919349302361,730579265,BENEFICIAL INTERESTS IN TRUSTS,47381711
202011919349302361,730579265,OTHER,468045
202011919349302361,730579265,FEDERAL LOAN REIMBURSMENT,563535
202001019349300220,237121060,MINERAL INTEREST & REAL ESTATE,6093933
202001019349300220,237121060,ACCRUED INVESTMENT INCOME,251068
202031979349304473,721173156,INT. IN NET ASSETS OF OLOL FDN,10303954
202031979349304473,721173156,REFUNDABLE ADVANCE - OLOL FDN.,1362431
202031979349304473,721173156,DUE TO/FROM OTHERS,1381454
202021929349301697,550394213,FUNDS HELD IN TRUST BY OTHERS,2073460
202021929349301697,550394213,OTHER ASSETS,170912
202100579349300730,750808791,Beneficial Interests in Trusts,10738297
202100579349300730,750808791,Perpetual Trusts Held by Others,21616110
202131349349305838,362167842,BENEFICIAL INTEREST IN TRUST,12964877
202131349349305838,362167842,IRREVOCABLE TRUST RECEIVABLE,806356
202141379349308034,560532129,DEPOSITS WITH BOND TRUSTEE,131
202141379349308034,560532129,INTEREST IN PERPETUAL TRUST HELD BY OTHERS,852643964
202141379349308034,560532129,OPERATING LEASE RIGHT-OF-USE ASSET,706031984
202031899349302018,610444695,FUNDS HELD IN TRUST BY OTHERS,7098438
202031899349302018,610444695,OTHER ASSETS,480000
202100289349300020,231352692,ASSETS HELD IN TRUST UNDER SPLIT INTEREST AGREEMENTS,10859320
202021979349304457,522122145,OTHER SHORT TERM RECEIVABLES,1774240
202120609349301002,382333042,CONSTRUCTION IN PROGRESS,1225808
202100839349300040,141713034,BENEFICIAL INTEREST IN BARD ENDOWMENT TRUST,103971335
202100839349300040,141713034,BENEFICIAL INTEREST IN PERPETUAL TRUST,9507914
202100839349300040,141713034,DEPOSITS WITH BOND TRUSTEES,4211885
202100839349300040,141713034,OTHER ASSETS,1235126
202011369349302351,061614887,Due from Related Entity,78749863
202033099349302398,237008276,LIQUOR LICENSE,36852
202033099349302398,237008276,INTEREST RECEIVABLE,2433
202021969349302412,010802914,Related Party Receivables,2402211
202021979349305372,741357323,BENEFICIAL INTEREST IN CHARITABLE GIFT ANNUITIES,843092
202021979349305372,741357323,INVESTMENTS IN OIP TRUST,28656653
202021979349305372,741357323,CONSTRUCTION IN PROGRESS,31723
202110989349301211,111635105,CASH RESTRICTED FOR LOAN PROG.,10031163
202110989349301211,111635105,FUNDS HELD BY TRUSTEES,7333386
202110989349301211,111635105,OTHER RECEIVABLES,715739
202121349349306872,391097032,LIBRARY HOLDINGS,1528567
202121349349306872,391097032,NET CAPITALIZED CLOSING COSTS
202121349349306872,391097032,Rounding,1
202021969349305062,111633516,DEPOSITS WITH BOND TRUSTEES,11087922
202021969349305062,111633516,CONSTRUCTION CONTRACT REC.,32837597
202140909349300509,320105791,OTHER ASSETS,394022
202011079349300701,630288841,INTERESTS IN PERPETUAL TRUSTS,25278217
202011079349300701,630288841,STUDENT LOANS RECEIVABLE,580647
202101379349303750,910565006,Construction In Progress,65265378
202101379349303750,910565006,Right-of-Use Assets,17422380
202101379349303750,910565006,Assets Held Under Split-Interest Agreements,12663900
202101379349303750,910565006,Funds Held In Trust By Others,2004135
202111349349305246,741161941,CASH SURRENDER VALUE OF LIFE INSURANCE,471289
202111349349305246,741161941,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,6111891
202011609349301426,931139187,BENEFICIAL INTEREST IN CHARITABLE REMAINDER UNITRUST,37482
202011609349301426,931139187,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,815042
202011609349301426,931139187,BENEFICIAL INTEREST IN INVESTMENTS HELD AT OCF,1622173
202011609349301426,931139187,INVESTMENT IN AFFILIATES,5902696
202001369349300115,541743079,CONTRIBUTION RECEIVABLE,2454837
202130649349300128,420680332,BENEFICIAL INTEREST IN PERPETUAL TRU,6053251
202130649349300128,420680332,DEBT SERVICE RESERVE FUND,1234465
202130649349300128,420680332,COLLECTIONS,704794
202130649349300128,420680332,SAVINGS ACCTS & CDS,442259
202130649349300128,420680332,PROPERTY HELD FOR SALE,360000
202130649349300128,420680332,MINERAL RIGHTS,310000
202130649349300128,420680332,CASH SURRENDER VALUE OF LIFE INS,191502
202130649349300128,420680332,WRESTLING BUILDING CIP,130645
202130649349300128,420680332,REFUNDABLE GOVT LOAN PROGRAM,99295
202100939349300315,330704703,SECURITY DEPOSIT,50000
202101339349305510,430743910,Life estate,976000
202141309349301974,231409675,Beneficial interest in perpetual trusts,994364
202141309349301974,231409675,Due from Collegiate Housing Foundation,556905
202141309349301974,231409675,Beneficial interest in remainder trusts,126039
202141309349301974,231409675,Assets held for sale,8353964
202033219349316693,264509303,DEFERRED OUTFLOWS ON NET PENSION LIA,189432
202033219349316693,264509303,DEFERRED OUTFLOWS ON NET OPEB LIABIL,170781
202023159349303222,550357056,INTEREST IN PERPETUAL TRUSTS,11367238
202023159349303222,550357056,DEPOSIT HELD BY TRUSTEE,205746
202100989349300400,410918317,Beneficial interest in assets at foundation,41536
202111389349300416,465225793,SECURITY DEPOSIT,33596
202140699349301209,650683159,CSV-life insurance,148721
202140699349301209,650683159,other,6446
202131339349305908,362181973,DUE FROM RELATED ORGANIZATION,24061640
202131339349305908,362181973,ASSETS HELD IN TRUST,89042
202100429349300110,470376524,ASSETS HELD BY BOND TRUSTEE,1626913
202100429349300110,470376524,BENEF INTEREST IN PERPETUAL TRUSTS,4655559
202100429349300110,470376524,CHARITABLE REMAINDER TRUSTS HELD BY OTHERS,1095762
202100429349300110,470376524,CHARITABLE REMAINDER TRUSTS,110352
202121039349301502,630288811,ASSETS HELD FOR SALE,7725554
202121039349301502,630288811,BENEFICIAL INTEREST IN TRUSTS,1872615
202121039349301502,630288811,OTHER ASSETS,1559196
202121039349301502,630288811,BEQUESTS RECEIVABLE,49742
202121039349301852,953890724,Library Books,239425
202121039349301852,953890724,Security Deposits,5015
202131379349302073,530196640,ACCRUED INVESTMENT INCOME,102318
202131379349302073,530196640,FUNDS HELD IN TRUST BY OTHERS,11383711
202020699349300112,462881594,149699
202011769349301001,520591641,INTEREST IN KNOTT PERPERTUAL TRUST,18251806
202100119349301360,956001907,Future interest in split agreement,3603168
202100119349301360,956001907,Asset held for sale,1101612
202100119349301360,956001907,Asset held for investment,3698187
202111349349303976,560767736,BENEFICIAL INTEREST IN REMAINDER TRUSTS,5678589
202111349349303976,560767736,OTHER ASSETS,47229
202110589349300611,430653369,DEPOSITS HELD WITH TRUSTEES,15964660
202111209349301706,221815636,Pension Related,4572798
202011819349300016,383519708,CONSTRUCTION IN PROGRESS,1435741
202141039349300309,560554207,BENEFICIAL INTERESTS IN TRUSTS,10113897
202141039349300309,560554207,ASSETS HELD IN CHARITABLE REMAINDER TRUSTS,881642
202003429349301315,476025325,LIBRARY INVENTORY,301377
202101249349302355,221500645,DEPOSITS W/TRUSTEE,108142000
202033189349308048,264468758,ASSETS WHOSE USE IS LIMITED,1586703
202033189349308048,264468758,DEPOSITS,19925
202101379349306055,530204707,UNEXPENDED BOND PROCEEDS,3172000
202101379349306055,530204707,DEPOSITS WITH TRUSTEES,16160000
202101379349306055,530204707,BENEFICIAL INTEREST IN TRUST,6291000
202101379349306055,530204707,OPERATING RIGHT OF USE ASSETS,6209000
202101379349306055,530204707,FINANCING RIGHT OF USE ASSETS,44838000
202101379349306055,530204707,HEALTHCARE CONTRACT ASSETS,3239000
202101379349306055,530204707,SELF-INSURED ASSETS,5125000
202101379349306055,530204707,INTELLECTUAL PROPERTY COSTS,1121000
202101379349306055,530204707,OTHER,5992000
202041609349301359,660432514,Deferred Loss from Debt Refinancing,4312234
202041609349301359,660432514,Unrealized Pension Contributions & Losses,8524813
202101059349301220,640303086,REAL ESTATE - LAND,16794202
202101059349301220,640303086,REAL ESTATE - TIMBER,3270466
202101059349301220,640303086,COLLECTIONS,1530108
202101059349301220,640303086,OTHER,561334
202101059349301700,150543962,ASSET HELD BY AFFILIATE FOR LIFE INCOME TRUSTS,1084164
202101059349301700,150543962,INVESTMENT PROPERTY,62714
202141189349300909,520595110,INVESTMENTS IN AND LOANS TO AFFILIATES,83508000
202141189349300909,520595110,MCIC MALPRACTICE INSURANCE RECOVERIES RECEIVABLE,88310000
202141189349300909,520595110,MCIC INVESTMENT,61462000
202141189349300909,520595110,INTERESTS IN TRUSTS AND ENDOWMENTS HELD BY OTHERS,116032000
202141189349300909,520595110,DEFERRED COMPENSATION,139091000
202141189349300909,520595110,DONATED PROPERTY,1315000
202141189349300909,520595110,DEPOSIT ON REAL ESTATE,12500000
202141189349300909,520595110,OPERATING RIGHT OF USE ASSETS,226328000
202141189349300909,520595110,OTHER ASSETS,5189000
202121379349304182,340733165,FUNDS HELD IN TRUST,23433214
202121379349304182,340733165,BOND PROCEEDS,2980469
202121379349304182,340733165,BOND DEBT RESERVE,2101785
202003219349324920,116039909,MARKETABLE SECURITIES,37
202003219349324920,116039909,UNIVERSAL LIFE POLICIES,65898
