object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,ExclsnAmt
201513209349314151,261251815,INSURANCE CLAIMS,10000,10000
201513209349314151,261251815,HOUSE RENT,531110,3375,3375
201523179349307367,260030436,INSURANCE CLAIM PROCEEDS,20293,20293
201542949349300639,900131526,MISCELLANEOUS INCOME,531110,22193,22193
201502949349301150,800257911,Other Income,900099,7892,7892
201512959349301026,752760831,Library Use Fee,611310,21176,21176,0,0
201512959349301026,752760831,Computer Lab Income,611310,592,592,0,0
201512959349301026,752760831,Copier IIncome,611310,990,990,0,0
201503159349301005,580865852,INSURANCE REIMBURSEMENT,8605,8605
201503159349301005,580865852,MISCELLANEOUS REIMBURSEMENTS,3563,3563
201503159349301005,580865852,CONCESSIONS,137,137
201503159349302510,410698301,PARKING,812930,329758,329758
201503159349302510,410698301,INDIRECT COST RECOVERY,561000,149437,149437
201503159349302510,410698301,STUDENT LATE PMT FEES,900099,140423,140423
201513149349303106,954559065,OTHER REVENUE,1824,1824
201503139349301990,231382408,QUITCLAIM DEED AMORTIZATION,85472,85472
201542949349301154,460430791,OTHER,611600,3427,3427
201503139349303035,750859801,Administrative Allowances,29566,29566
201503139349303035,750859801,Athletics,33844,33844
201503139349303035,750859801,Miscellaneous,204231,204231
201503169349300420,201204071,OTHER REVENUE,10769,10769
201523159349303112,800957275,OTHER INCOME,900099,41572,41572
201513139349302806,451171945,OTHER INCOME,611710,773,773
201513149349301106,541851377,MISCELLANEOUS,611710,20131,20131
201513149349301106,541851377,TEXTBOOK SALES,611710,10314,10314
201523149349302637,111802808,Other Income,611710,22244,22244
201513169349302116,570314415,Other Revenue,900099,38586,38586,0,0
201503159349300445,251065148,MISC INCOME,900099,625392,625392
201503159349300445,251065148,SUMMER CONFERENCE/RENTALS,531390,339900,339900
201503169349304560,350885591,ACQUISITION OF EXCELSIA COLLEGE,1236862,1236862
201503169349304560,350885591,TRANSFER FROM WRC,1244178,1244178
201503169349304890,943200772,MERCHANDISE,290,290
201503169349304890,943200772,OTHER INCOME,43,43
201513159349300991,570324916,Miscellaneous,900099,88301,88301,0,0
201503149349302635,200617900,MISCELLANEOUS INCOME,900999,904,904
201503159349303900,580685908,Miscellaneous Revenue,900099,375153,375153,0,0
201523159349300987,260069167,OTHER,31751,31751
201513169349303321,541919810,OTHER,611710,331344,331344
201513169349303321,541919810,MANAGEMENT FEE - HSLDA,561000,103081,103081
201543149349301889,530174589,MISCELLANEOUS,999999,336722,336722
201533149349302808,161359213,MISCELLANEOUS INCOME,900099,23106,23106
201523149349300962,112206183,REIMB OF EXPENSES FROM RELATED OR,611519,14278046,14278046
201523149349300962,112206183,REIMBURSED CAFETERIA EXPENSES,611519,583537,583537
201523149349300962,112206183,REIMBURSED DISPATCHING EXPENSES,611519,446869,446869
201523169349300707,251450171,REFUNDS & MISCELLANEOUS,65,65
201523159349303777,386080947,CELL TOWER INCOME,517000,11897,11897
201543159349301319,550357056,OTHER INCOME,487691,487691
201543169349304754,370706154,INSURANCE PREM REVENUE,900099,835447,835447
201543169349304754,370706154,STUDENT FEES REVENUE,900099,165669,165669
201543169349304754,370706154,FINES REVENUE,900099,99727,99727
201533169349301933,541854399,INCOME FROM S-CORP,518210,6459,6459
201533169349301933,541854399,INCOME FROM PARTNERSHI,900099,-19723,-19723
201533179349305328,470377991,Insurance Claim,611600,568572,568572,0,0
201543209349303109,274600814,OTHER INCOME,611430,10494,10494
201543179349306324,362167773,MISCELLANEOUS,900099,1059259,1059259
201543179349306324,362167773,AVIATION SERVICES,611710,546248,546248
201543179349306324,362167773,CONFERENCING,900099,215278,215278
201533179349304498,364303682,OTHER MISCELLANEOUS,900099,1942,1942
201533209349316408,880320324,REIMBURSED EXPENSES,900099,1210,1210
201533039349300008,451732585,Other Income,900099,26799,26799
201543179349308294,263031521,MANAGEMENT FEE,900099,96624,96624
201543179349308294,263031521,POP SALES/MISC INCOME,900099,646,646
201533169349302953,231937954,MISCELLANEOUS REVENUE,900099,84023,84023
201543169349301839,263162145,CAFETERIA/FOOD SERVICE,722320,793831,793831
201543169349301839,263162145,GIFT SHOP,453220,157541,157541
201543169349301839,263162145,VENDING,900099,9756,9756
201503099349302055,954230730,DMH PROJECT INCOME,47569,47569
201503099349302055,954230730,OTHER INCOME,6607,6607
201543139349301679,341226547,Catering & Beverage,722320,67576,0,41765,25811
201523209349308027,362167855,PAYMENT PLAN FEES,900099,232512,232512
201523209349308027,362167855,MONTHLY FINANCE CHARGES,900099,170625,170625
201523209349308027,362167855,PARKING AND SECURITY,900099,134039,134039
201523109349300232,840600653,MISCELLANEOUS INCOME,531390,1397,1397
201543209349308314,591298070,OTHER INCOME,900099,5346,5346
201533179349308878,640329300,AUXILIARY INCOME,900099,3451783,3451783
201533179349308878,640329300,OTHER REVENUES,900099,418090,418090
201533179349308878,640329300,ENDOWMENT INCOME,900099,5347,5347
201533159349300908,430471057,STUDENT HOUSING,611710,567837,567837
201533159349300908,430471057,LAPTOP REVENUES,611710,135438,135438
201533159349300908,430471057,FEDERAL FINANCIAL AID REIMBURSEMENT,611710,113041,113041
201543209349316059,731679393,INTEREST INCOME,308,308
201523149349303137,420681049,ADVERTISING,541800,960,960
201533229349300718,880121831,Student AR Adjustments,611310,3498,3498,0,0
201533229349300718,880121831,Mgmt Fees (TCES),611310,4325,4325,0,0
201523069349300832,956192418,OTHER REVENUE,1313,1313
201533419349300518,590624401,OTHER PROGRAM REVENUE,900099,1955456,1955456
201533419349300518,590624401,STUDENT INSURANCE PREMIUMS,524292,344202,344202
201533419349300518,590624401,LESSONS/MEMBERSHIPS,900099,55717,55717
201543209349305519,610444671,Miscellaneous,900099,208790,208790
201543209349305519,610444671,Fitness Center,900099,84709,84709
201533179349303298,630771624,REALIZED GAINS ON INVESTMENTS,611310,602019,602019,0,0
201533179349303298,630771624,UNREALIZED LOSS ON INVESTMENTS,611310,-1484029,-1484029,0,0
201533179349303298,630771624,OTHER INCOME,611310,1105781,1105781,0,0
201513379349300701,150543658,MISCELLANEOUS,611600,80674,80674
201533359349301003,381627600,Contract Income,611310,2029953,2029953,0,0
201533359349301003,381627600,Change in Value Split Interest Agreements,525920,246933,246933,0,0
201533359349301003,381627600,Departmental Income,611710,3424908,3424908,0,0
201503379349300320,620812782,"WORKSHOP, SUPPLY, OTHER",68961,68961
201513289349300401,202184996,MISCELLANEOUS INCOME,611600,1808,1808
201543209349316234,753128625,Other,3500,3500
201513289349300321,390806297,MISCELLANEOUS,611710,421361,410256,11105
201533579349300803,370661217,Miscellaneous revenue,900099,98811,95881,2930,0
201533579349300803,370661217,Parking,900099,19275,19275,0,0
201533579349300803,370661217,Transcripts,900099,12480,12480,0,0
201533439349300103,590624459,Health Center Fees,621400,1062854,0,0,1062854
201533439349300103,590624459,Parking/Library Fines,900099,244047,244047,0,0
201533439349300103,590624459,Vending/Laundry,900099,151222,0,0,151222
201513509349300316,275316628,OTHER REVENUE,611710,39036,39036
201513489349300201,560767736,OTHER INCOME,900099,894032,894032
201513489349300201,560767736,INSURANCE PROCEEDS,900099,426103,426103
201513489349300201,560767736,CHANGE IN INTEREST RATE SWAP,70301,70301
201523499349300437,480623882,FOOD SERVICE INCOME,611710,67641,67641
201543519349300144,530196583,NonAcademic Registration Fees,900099,100432,100432
201543519349300144,530196583,Interest Income - Students,900099,539688,539688
201533559349300803,566049935,ATHLETIC INCOME,611310,103762,103762
201533559349300803,566049935,VEHICLE INCOME,611310,14110,14110
201533559349300803,566049935,NEWSPAPER,511110,-16763,-16763
201543439349300619,470553011,MISCELLANEOUS INCOME,900099,18584,18584
201503499349300615,363157451,RECOVERIES OF BAD DEBT,900099,17015,17015
201503499349300615,363157451,MISCELLANEOUS,900099,6897,6897
201543459349301024,460623034,Miscellaneous Revenue,900099,6,6
201513439349300141,980042539,Change in Accrued Pension Benefit,611710,914293,914293,0,0
201533529349300538,750851900,Other Income,611710,215578,215578
201513359349300211,237456795,MISC. INCOME,624100,68469,68469
201533379349300728,461812625,MISCELLANEOUS REVENUE,49301,49301
201503489349301060,610492351,OTHER INCOME,412197,412197
201503489349301060,610492351,ANNUITY INCOME,77530,77530
201503489349301060,610492351,OTHER AUXILIARY INCOME,12700,12700
201533459349300328,237013253,Miscellaneous revenue,900099,3020,3020
201513529349300801,362170999,CHARGE CARD FEES & COLLECTION AGE,900099,182273,182273
201513529349300801,362170999,ATHLETIC FUNDRAISING ACTIVITIES,900099,149382,149382
201513529349300801,362170999,FEES FOR ACTIVITIES,900099,107808,107808
201533499349300203,300639724,OTHER INCOME,900099,720,720
201543509349300704,590737882,GOLF COURSE REVENUE,713910,230024,23002,207022
201543509349300704,590737882,MISC INCOME,611710,34382,34382
201522959349300202,596605703,VENDING MACHINE,900099,28960,28960
201522959349300202,596605703,VIRTUAL BOOKSTORE COMMISSION,900099,17032,17032
201522879349301822,362515868,Conf. Services & Other,721000,11705,11705
201523169349303162,420730347,CONFERENCE INCOME,900099,147835,147835
201523169349303162,420730347,LEASED EMPLOYEES,541900,101978,101978
201523169349303162,420730347,REBATE INCOME,900099,97344,97344
201522889349301517,420680323,K-1 PAXTON/PATTERSON,310000,221371,221371
201522939349300037,580593438,Realized and Unrealized L,900099,420557,420557
201503199349300635,930999148,OTHER INCOME,611710,2400,2400
201503209349303390,550788917,MANAGEMENT FEES,29035,29035
201503209349303390,550788917,LICENSING AND ROYALTY INCOME,4824,4824
201503209349303390,550788917,OTHER INCOME,370,370
201513179349303146,311395941,PARKING LOT,531390,15000,15000
201513179349303146,311395941,OTHER,900099,238,238
201513209349306531,272793072,MISC REVENUE,611710,11851,11851
201513209349307971,470724387,MISCELLANEOUS INCOME,611710,113014,113014
201513099349301536,202884155,Other Program Revenue,900099,1761,1761
201513169349302691,421351526,MISCELLANEOUS REVENUE,900099,33898,33898
201513209349303201,480914282,MISCELLANEOUS REVENUE,611600,135677,135677
201532939349300213,420680460,OTHER INCOME,611710,1894354,19554,1874800
201532939349300213,420680460,PROGRAM SALES,511120,13055,13055
201532939349300213,420680460,ALUMNI FEES,611710,11566,11566
201542869349301084,460320561,UNREALIZED GAINS/LOSSE,900099,53518,53518
201542869349301414,566007078,Other Revenue,900099,68668,68668,0,0
201502799349300130,562231069,OTHER INCOME,611710,131077,131077
201523199349300622,550753754,Affiliate Transfer,900099,6436162,6436162
201523529349300627,381673400,DISTRIBUTIONS FROM LIA,900003,41193,41193
201523529349300627,381673400,MISCELLANEOUS INCOME,611710,9802,9802
201523559349300117,840442429,Investment property lo,900099,-529329,-529329
201523579349300502,010275130,Summer Program Food Sales,722210,33310,33310
201523179349309337,136171197,MASTERS PROGRAM TUITION & RELATED FEES,900099,6917504,6917504
201523179349309337,136171197,8 EAST 102ND STREET MANAGER LLC,525990,3094236,3094236
201523179349309337,136171197,PARKING GARAGE,611710,2450640,2450640
201522859349300807,954749034,OTHER MISC REVENUE,4,4
201522859349300807,954749034,REIMBURSED EXPENSES,52,52
201503499349300305,237069575,Unrealized Gains,900099,29589675,29589675,0,0
201600119349300525,620570060,Indirect Cost Reimb.,611710,40440,40440
201600119349300525,620570060,Non-operating income,611710,-99379,-99379
201600119349300525,620570060,OTHER SERVICES,611710,304406,304406
201610119349301091,481055185,ADMIN INCOME,809887,809887
201620139349300407,560530240,Revenue from Sale Leaseback,611310,3878708,3878708,0,0
201610129349300516,640303086,ADVERTISING,515100,143695,143695
201600199349300040,436052681,ACTUARIAL ADJUSTMENTS,900099,8712,8712
201600199349300040,436052681,MISCELLANEOUS,900099,42,42
201600199349300040,436052681,LOSSES FROM FLOW THROUGH ENTITIES,900099,-222,-222
201600129349301000,550370901,INCREASE IN CSV LIFE INSURANC,5503,5503
201600129349301000,550370901,MISCELLANEOUS,3370,3370
201600129349301000,550370901,PARTNERSHIP INVESTMENTS,531120,3278,3278
201600129349300900,310840764,OTHER INCOME,900099,26753,26753
201620099349300107,620475691,Campus vending and other,900099,303662,303662,0,0
201600139349300330,420680389,Finance Charges,611310,97652,97652,0,0
201600139349300330,420680389,Administrative cost reimbursements,611310,62963,62963,0,0
201600139349300330,420680389,Parking Fees,812930,53100,53100,0,0
201640099349300004,420680400,Present Value Adjustment,900099,18210,18210,0,0
201523229349300932,611531458,UNAM - MEXICO SUBSIDY,611600,2355515,2355515
201640149349300229,930386890,CANCELLATION FEE OFFSET,445000,445000
201640149349300229,930386890,RENTS,230366,230366
201640149349300229,930386890,MISC SERVICES FOR STUDENTS,185163,185163
201523239349300632,237424429,BUSINESS OFFICE,611710,43390,43390
201600159349300625,560532303,OTHER REVENUES,900099,1774168,1772731,1437
201600159349300625,560532303,ADVERTISING,900099,69160,69160
201600159349301560,460224589,OTHER INCOME,747166,747166
201630139349300313,510198454,Scholarships,813000,68480,68480
201630139349300313,510198454,Other income,813000,1342,1342
201630139349300313,510198454,813000
201630139349300638,430653369,COMMISSIONS,900099,23018,23018
201630139349300638,430653369,SOCCER CAMP REVENUE,611600,258715,258715
201630139349300638,430653369,OTHER CAMP REVENUE,611600,31144,31144
201600199349300640,440556862,MISCELLANEOUS INCOME,900099,672932,672932
201600199349300640,440556862,FARM INCOME,111000,61471,61471
201600199349300610,430764111,MISCELLANEOUS INCOME,900099,11464,11464
201600199349300610,430764111,CHANGE IN ACTUARIAL VA,900099,3463,3463
201600199349300610,430764111,RECOVERY OF BAD DEBTS,900099,835,835
201503099349300930,570329786,Miscellaneous,154931
201503099349300930,570329786,Bookstore,22319
201503099349300930,570329786,Homecoming,27219
201503179349308510,480543766,All Other Misc Revenue,900099,125071,125071
201503519349300545,730739626,Miscellaneous Income,611600,273018,194442,78576
201503579349300400,521010577,MISCELLANEOUS,900099,16243,16243
201503219349300305,274967732,CONSULTING SERVICES,900099,10661,10661
201503219349300305,274967732,MISC,900099,19692,19692
201503179349302825,621149976,OTHER INCOME,900099,1289,1289
201513489349300916,596046500,INSURANCE RECOVERY,46890,46890
201513159349301236,391894395,MISCELLANEOUS,621110,4562,4562
201513299349300701,330683684,Student Fees,611600,52686,52686
201513299349300701,330683684,Other Income,611600,32971,32971
201512789349300856,980149857,OTHER AGRICULTURAL/AGRIBUSINESS INCOME,611600,165268,165268
201512789349300856,980149857,TUITION INCOME (PY RECOGNIZED IN 14),611600,206735,206735
201512789349300856,980149857,OTHER TRUST INCOME,900099,46000,46000
201513099349301686,562195966,OTHER REVENUE,6392,6392
201513459349300301,231424055,OTHER INCOME,900099,581058,581058
201532589349300923,620548919,MISCELLANEOUS REVENUE,611710,19830,19830
201620159349300602,470376524,MISCELLANEOUS REVENUE,900099,245036,245036
201620159349300602,470376524,INCR IN CSV OF LIFE INSURANCE,900099,42610,42610
201620159349300602,470376524,ATHLETIC FACILITY RENTALS,713940,9650,9650
201620199349301057,141423161,OTHER INCOME,900099,1575179,1575179,0,0
201600219349300925,391201561,MISCELLANEOUS REVENUE,611710,341922,341922
201600209349300515,582533742,OTHER INCOME,900099,16715,16715
201640219349300534,620475690,Investment return appropriated operations,900099,1903388,1903388
201640219349300534,620475690,Other income,900099,269070,269070
201620199349300407,310544271,ACTUARIAL ADJUSTMENT,900099,14419,14419
201620199349300407,310544271,BAD DEBT RECOVERY,900099,13991,13991
201620199349300407,310544271,WORKERS COMP REBATE,900099,9861,9861
201640219349300324,730579264,Sponsorships,900099,20932,20932
201630159349301348,620476666,OTHER INCOME,611310,1517445,1517445
201630159349301348,620476666,DORM SUPPORT SERVICES,611310,105180,105180
201630159349301348,620476666,PASS-THROUGH,531390,-76115,-76115
201610419349300716,610444650,Child Dev Lab,624410,557382,557382
201610419349300716,610444650,Admin Cost Allowance,900099,144980,144980
201610419349300716,610444650,Gift Annuity Administration,525990,211435,211435
201610329349301156,042152671,MISCELLANEOUS INCOME,611110,79447,79447
201620339349301002,042111203,Energy Incentives/Grants,900099,665951,665951,0,0
201620339349301002,042111203,Workers Comp Incentive/Rebates,900099,30510,30510,0,0
201630229349300713,420698196,Athletic Camps,713940,60450,60450,0,0
201630229349300713,420698196,Washer and Dryers,812310,28785,28785,0,0
201630229349300713,420698196,Other Revenue,900099,34881,34881,0,0
201630359349301258,042103701,MISCELLANEOUS REVENUE,611310,701719,701719
201630359349301258,042103701,RENTAL INCOME,531190,3150,3150
201600359349301320,640923875,OTHER INCOME,900099,505122,505122
201532579349301228,611124267,75th Anniversary Gala,611710,13005,13005
201532579349301228,611124267,Transportation Fees,611710,20025,20025
201532579349301228,611124267,Miscellaneous Income,611710,1846,1846
201610339349300216,010271210,BOOKSTORE COMMISSION,611710,104607,104607
201610339349300216,010271210,THEATRE REVENUE,711130,89385,12713,76672
201610339349300216,010271210,GYM REVENUE,713940,51867,0,51867
201610429349300326,237075717,OTHER OPERATING REVENUE,611710,340847,340847
201600399349300540,521859814,MISCELLANEOUS,611710,70988,70988
201630339349301188,860294012,MISCELLANEOUS REVENUE,881782,881782
201600329349300960,560547478,Other Income,900099,151034,151034
201600429349301280,231526668,OTHER INCOME,900099,284520,6896,277624
201600429349301280,231526668,DIXON ATHLETIC CENTER MEMBERSHIPS,713940,68670,68670
201600429349301280,231526668,BOOKSTORE COMMISSION,900099,52834,52834
201610289349300326,010543513,SNACK SALES,453000,113,113
201610289349300326,010543513,MISCELLANEOUS INCOME,900099,100,100
201600269349300905,650807808,OTHER REVENUE,1950,1950
201600269349300905,650807808,INTEREST INCOME,142,142
201630209349300733,952113260,OTHER INCOME,900099,32589,32589
201630209349300733,952113260,IMPAIRMENT OF CIP,900099,-370767,-370767
201610229349300221,111733439,BOOKSTORE/VENDING & OTHER COMMISSIONS,611710,116095,116095
201610229349300221,111733439,PARKING & LIBRARY FINES,611710,15225,15225
201610229349300221,111733439,ATHLETICS REVENUE,611420,196001,196001
201600209349300030,941698615,SEMINARS,611710,37955,37955
201600209349300030,941698615,RETREATS,611710,19195,19195
201630299349300543,370864020,Housing,721310,3355950,3355950,0,0
201630299349300543,370864020,Auxiliary Sales Unrelated,451211,225482,0,225482,0
201630299349300543,370864020,Advertising Income,511110,370,0,370,0
201620309349300107,454135256,MISCELLANEOUS REVENUE,900099,215954,215954
201600419349300925,931139187,OTHER,900099,833402,833402
201610429349300136,980072997,Foreign Currency Gain,611310,51442,51442,0,0
201640349349300214,510109178,MISCELLANEOUS INCOME,900099,124844,124844
201600359349301105,461192687,MISCELLANEOUS INCOME,900099,8270,8270
201600359349301705,231352692,CONFERENCES,611710,231584,155651,75933
201600359349301705,231352692,CHILDCARE,624410,207899,207899
201600359349301705,231352692,FEES AND FINES,900099,52522,52522
201610339349301351,231522643,STUDENT FEES AND FINES,900099,315723,315723
201610339349301351,231522643,EVENT INCOME,900099,181446,181446
201610339349301351,231522643,COMMISSIONS AND REBATES,900099,128332,128332
201610419349300831,453912932,Auxilary income,611600,227966,227966
201610419349300831,453912932,Other Sources,611600,77108,77108
201610199349300801,370661211,OTHER INVESTMENT INCOME,900099,495348,495348
201610199349300801,370661211,COMMISSIONS,900099,48819,48819
201610199349300801,370661211,STUDENT FINES,900099,37235,37235
201610429349301321,431007642,OTHER SOURCES,611710,47565,47565
201610429349301321,431007642,INTEREST ON COLL/CAN L,6107,6107
201620159349301307,410970173,OTHER INCOME,900099,8393,8393
201610219349300411,410795255,Gain on proceeds from,900099,111636,111636
201610219349300411,410795255,Miscellaneous Income,900099,96548,96548
201620129349300412,208384273,INSURANCE CLAIM REVENUE,900099,77268,77268
201640149349301044,390806297,MISCELLANEOUS,611710,421361,410256,11105
201620219349300827,350867954,Finance Charges,611310,278179,278179
201640279349300934,221487354,INSURANCE RECOVERIES,900099,300288,300288
201640279349300934,221487354,AQUATICS,713940,217111,121126,95985
201640279349300934,221487354,PARKING,812930,448585,448585
201640289349300329,454475679,OTHER INCOME,900099,3400,3400
201513579349300301,480559090,OTHER INCOME,611600,54803,54803
201523209349309752,131662715,MISCELLANEOUS,900099,32663,32663
201600409349301545,310970262,Other revenue,611710,51792,0,0,51792
201600409349301545,310970262,Gathertorium,611710,5107,0,0,5107
201600409349301615,430652649,OTHER REVENUE,900099,185805,185805
201600139349300810,410695509,OTHER,900099,421590,421590
201600139349300810,410695509,PARKING,611600,251712,251712
201600139349300810,410695509,MEDICAL FEES,611600,203647,203647
201600119349301160,381977050,OTHER INCOME,611430,8757,8757
201600119349301160,381977050,OTHER INCOME - RADIOLOGY,611430,3670,3670
201543149349302634,541863192,MISCELLANEOUS INCOME,999999,42902,42902
201533219349301213,231416559,MISCELLANEOUS,900099,5012,5012
201600409349301610,570705675,OTHER INCOME,611710,11044655,11044655
201600409349301610,570705675,MISCELLANEOUS REVENUE,900099,50703,50703
201533209349312343,541031437,MISCELLANEOUS INCOME,900099,6253,6253
201533209349312343,541031437,BANQUET ROOM RENT,531120,5250,5250
201533179349302208,410706151,MISCELLANEOUS INCOME,900099,109163,109163
201533359349300638,272793072,MISC REVENUE,611710,11851,11851
201543169349302869,900893455,Cash Discounts,900099,14598,14598
201533209349314323,650216638,MISCELLANEOUS INCOME,611600,224387,224387
201533209349314323,650216638,EXCHANGE RATE DIFFERENCE,451211,10194,10194
201533209349314323,650216638,SALES TAX COLLECTION,522100,5871,5871
201543179349303589,250965603,STUDENT FEES,713940,126000,126000
201543179349303589,250965603,OTHER SOURCES,611600,54106,54106
201543179349303589,250965603,SUMMER CONFERENCES,531190,10893,10893
201533209349305753,231352008,Royalties,611310,400186,400186
201533209349305753,231352008,PACE fees,611310,365646,365646
201533209349305753,231352008,Membership fees,611310,243000,243000
201533179349306458,230973290,MISCELLANEOUS,900099,45558,45558
201533179349306458,230973290,LAUNDRY VENDING INCOME,900099,10115,10115
201533579349300018,370661231,FITNESS CENTER,713940,105630,105630
201533579349300018,370661231,MISCELLANEOUS,196689,196689
201533579349300018,370661231,VENDOR COMMISSIONS,900099,56325,56325
201533199349301153,710462177,OTHER EXEMPT REVENU,11870,11870
201533069349301488,362310478,Student Parking,900099,80032,0,80032
201533069349301488,362310478,Employee Parking,900099,89010,0,89010
201533069349301488,362310478,Catering - food service,900099,25309,25309
201640359349301314,951744369,Evoke,812900,173760,173760
201640359349301314,951744369,Partnership losses,525990,-1413,-1413
201640359349302109,943204136,OTHER REVENUE,900099,552486,552486
201640119349300789,650621012,OTHER INCOME,900099,23335,23335
201640149349301139,420707124,Other Income,611310,98638,98638,0,0
201640299349300539,731523469,MISCELLANEOUS,900099,2024,2024
201543499349301109,362581098,MISCELLANEOUS,900099,34950,34950
201630199349301033,593086453,F&A INCOME,900099,267713,267713
201630199349301033,593086453,REIMBURSE OF PATENT MA,900099,160097,160097
201630199349301033,593086453,MANAGEMENT FEE INCOME,900099,67877,67877
201542589349301204,240795460,Student Fees & Fines,611310,130594,130594,0,0
201542589349301204,240795460,Miscellaneous,611310,17537,17537,0,0
201542589349301204,240795460,Pass through entity income,900000,-17897,0,-17897,0
201543299349300119,233069199,MISCELLANEOUS INCOME,900099,5469,5469
201610159349301806,410693962,MISCELLANEOUS REVENUE,900099,1082082,1082082
201630359349301133,237032625,MUSEUM INCOME,611710,69453,69453
201600409349301625,930309970,MISCELLANEOUS,611710,100893,100893
201600409349301625,930309970,AUXILIARY SERVICES,611710,86886,86886
201600419349301000,420680404,CONFERENCE CENTER,721000,334818,334818
201600419349301000,420680404,INCOME FROM PARTNERSHIP FLOW-THRO,900099,131989,131989
201600419349301000,420680404,FITNESS CENTER,713940,10926,10926
201610369349300826,750827421,Change value split-int,611710,-182871,-182871
201630259349300208,381359570,AUXILIARY ACTIVITIES,1117696,1117696
201630259349300208,381359570,OTHER AUXILIARY AND COMMUNITY,250288,250288
201630259349300208,381359570,GAIN ON SALE OF FIXED ASSETS,19667,19667
201543209349313589,416059072,MISCELLANEOUS INCOME,1669,1669
201543569349301004,160909446,COPY MACHINE INCOME,561439,121305,121305
201543569349301004,160909446,TRAINING FEES,611710,10195,10195
201543569349301004,160909446,MISCELLANEOUS,611710,9797,9797
201630259349300718,440545280,CAFETERIA & VENDING,611710,407221,407221
201630259349300718,440545280,ALL OTHER MISC REVENUE,900099,249947,249947
201610259349300716,930461940,MISCELLANEOUS,900099,194775,194775
201610259349300716,930461940,TRANSPORTATION INCOME,900099,73617,73617
201630269349300618,956137481,MISCELLANEOUS,900099,700,700
201543439349300014,430817015,EDUCATIONAL SUPPORT,611710,304801,304801
