object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201523179349307722,390806325,TUITION AND FEES,900099,87701995,87701995
201523179349307722,390806325,AUXILIARY ENTERPRISES,611710,15986426,15986426
201513209349314151,261251815,309452,309452
201513209349314151,261251815,MISC PRIOR PD ADJ,1886,1886
201513209349312056,260811975,OTHER REVENUE,624110,4611,4611
201513209349312056,260811975,TUITION,624110,41536,41536
201523179349300947,042104258,Tuition & Fees,611310,60372076,60372076,0,0
201523179349300947,042104258,Residence Hall Revenue,611310,9708312,9708312,0,0
201523179349300947,042104258,Board Plan,611310,3852427,3852427,0,0
201523179349300947,042104258,Summer Programs,611310,632091,632091,0,0
201523179349300947,042104258,Balance and Mobility Center,621340,631795,631795,0,0
201523179349307367,260030436,TUITION AND PROGRAM FEES,6813,6813
201542949349300639,900131526,MANAGEMENT FEE INCOME,531110,2555237,2555237
201542949349300639,900131526,RENTAL INCOME,531110,1061065,1061065
201502949349301150,800257911,Student Tuition,611710,5419499,5419499
201502949349301150,800257911,Students with Disabilities,611710,906684,906684
201502949349301150,800257911,Food Service,611710,292623,292623
201502949349301150,800257911,Textbook Revenue,611710,16447,16447
201512959349301026,752760831,Tuition,611310,624714,624714,0,0
201512959349301026,752760831,Learning Resources Fee,611310,38287,38287,0,0
201512959349301026,752760831,Language Consultant Fee,611310,8880,8880,0,0
201512959349301026,752760831,Course Materials Fee,611310,16216,16216,0,0
201512959349301026,752760831,Registration Fee,611310,9530,9530,0,0
201502929349300700,464091111,SERVICE FEE REVENUE,611600,204180,204180
201503159349301005,580865852,TUITION REVENUE,22555,22555
201503119349300300,954366755,ACADEMIC SERVICE,611710,404734,404734
201512949349300036,480556726,STUDENT TUITION / FEES,611600,14032711,14032711
201512949349300036,480556726,AUXILIARY ENTERPRISES,611710,4525636,4498454,25676,1506
201512949349300036,480556726,ORG ACTIVITIES / OTHER,611710,545785,545785
201503159349302510,410698301,TUITION/FEES,900099,91654234,91654234
201503159349302510,410698301,AUXILIARY ENTERPRISES,900099,8439616,8439616
201503159349302510,410698301,SALES/SVCS EDUC ACT,541900,239139,224555,14584
201503159349302510,410698301,CONFERENCES/SPEC EVENTS,900099,101342,11258,90084
201513149349303106,954559065,TUITION & FEES,1027314,1027314
201513149349303106,954559065,SPECIAL LECTURE & FEES,138415,138415
201513149349303106,954559065,SCHLOARSHIPS,-201911,-201911
201503139349301990,231382408,TUITION AND FEES,13744703,13744703
201503139349301990,231382408,AUXILIARY ENTERPRISES,4470900,4470900
201503139349301990,231382408,OTHER,1263853,1263853
201542949349301154,460430791,TUITION AND FEES,611600,185713,185713
201503139349303035,750859801,Bookstore Comm,40387,40387
201503139349303035,750859801,Conferences and Camps,248175,248175
201503139349303035,750859801,Residence Halls,4291373,4291373
201503139349303035,750859801,Student Tuition,24194759,24194759
201503139349303035,750859801,Testing/Other Fees,97858,97858
201503159349301210,611103422,COLLEGE TUITION AND FEES,611600,438614,438614
201503159349301210,611103422,AUXILIARY ACTIVITIES,611710,233830,233830
201503159349301210,611103422,OTHER,900099,121080,121080
201503169349300420,201204071,BOOKS,81637,81637
201503169349300420,201204071,DISTANT LEADER TRAINING,2053,2053
201503169349300420,201204071,GRADUATION FEES,3657,3657
201503169349300420,201204071,SHIPPING FEES,27235,27235
201503169349300420,201204071,TUITION AND FEES,176531,176531
201523159349303112,800957275,MEMBERSHIP & FEE INCOM,713940,57065,57065
201513139349302806,451171945,STUDENT TUITION AND FEES,611600,449188,449188
201513149349301106,541851377,PROGRAM SERVICE REVENUE,611600,342028,342028
201503169349302985,810231774,TUITION AND FEES,611600,40707985,40707985
201503169349302985,810231774,AUXILIARY ENTERPRISES,611600,7155765,7155765
201503169349302985,810231774,OTHER SOURCES,611600,1350583,1350583
201503169349302985,810231774,ATHLETICS,611600,736978,736978
201523149349302637,111802808,Assoc Degree Tuition,611600,299348,299348
201523149349302637,111802808,Reg Architect Tuition,611600,36565,36565
201523149349302637,111802808,Registration Fees,611600,26444,26444
201523149349302637,111802808,Seminars,611600,16368,16368
201502949349300400,460515673,Teaching theology,611600,223846
201513169349302116,570314415,Tuition,900099,11856422,11856422,0,0
201513169349302116,570314415,Auxillary,611710,3986446,3986446,0,0
201503159349300445,251065148,ACADEMIC TUITION/FEES,611600,39506572,39506572
201503159349300445,251065148,ROOM AND BOARD FEES,611710,19709093,19709093
201503159349300445,251065148,BOOKSTORE/FOUNTAIN SALE,611710,1208018,1180615,27403
201503169349304560,350885591,TUITION AND FEES,900099,177781334,177781334
201503169349304560,350885591,BOOKSTORE,451211,10110978,10110978
201503169349304560,350885591,FOOD SERVICE,721310,9158472,9158472
201503169349304560,350885591,RESIDENCE HALLS,721310,8937357,8937357
201503169349304560,350885591,CONFERENCES,900099,2206074,2206074
201503169349304890,943200772,HIGH HOLY DAY SERVICES,72905,72905
201503169349304890,943200772,B'NAI MITZVAH,31720,31720
201503169349304890,943200772,PROGRAMMING INCOME,30129,30129
201503169349304890,943200772,TORAT HALEV,10510,10510
201513159349300991,570324916,Tuition/Room/Board,611310,17851643,17851643,0,0
201503149349302635,200617900,FREEDOM SINGS,900099,30662,30662
201503149349302635,200617900,FIRST AMENDMENT EDUCAT,900099,30000,30000
201503149349302635,200617900,RESEARCH,900099,16000,16000
201503149349302350,486106237,ROYALTIES,541700,2061500,2061500
201503149349302350,486106237,RESEARCH AGREEMENTS,541700,125000,125000
201503149349302350,486106237,OTHER,541700,85181,85181
201503149349302350,486106237,LEGAL REIMBURSEMENTS,541700,71347,71347
201503149349302350,486106237,MAINTENANCE FEE REIMBU,541700,39094,39094
201503139349301900,341726619,Tuition and Fees,611710,18097406,18097406
201503139349301900,341726619,Continuing Education,611710,527431,527431
201503139349302870,201116697,RENT INCOME,7888447,7888447
201503139349302870,201116697,STUDENT FEES,1314644,1314644
201503139349302870,201116697,OTHER INCOME,18310,18310
201503159349303900,580685908,Tuition & Fees,900099,14630752,14630752,0,0
201503159349303900,580685908,Auxiliary Enterprises,900099,3884678,3813422,71256,0
201503159349303900,580685908,Student Radio,900099,555969,541731,14238,0
201503159349303900,580685908,Conference Fees,900099,179321,179321,0,0
201503449349300525,274269892,TUITION,611600,154507,154507
201503449349300525,274269892,DAY & NIGHT COLLEGE FEES,611600,26284,26284
201523159349300987,260069167,TUITION & FEES,7534926,7534926
201523159349301977,753128625,Registrations,900099,152544,152544
201513169349303321,541919810,TUITION AND FEES,611600,8643981,8643981
201513169349303321,541919810,ROOM AND BOARD,721310,2623556,2623556
201513169349303321,541919810,SUMMER CAMPS,900099,156362,156362
201543149349301889,530174589,TUITION & FEES,900099
201543149349301889,530174589,STUDENT HOUSING,900099
201533149349302808,161359213,FEE FOR SERVICE,621110,6528645,6528645
201533149349302808,161359213,CONTRACT REVENUE,621110,3325575,3325575
201533149349302808,161359213,SALARY SUPPORT,621110,2362981,2362981
201533149349302808,161359213,GRADUATE MEDICAL DEUCATION REVENU,621110,559309,559309
201533149349302808,161359213,CLINICAL INCOME,621110,530697,530697
201523149349300962,112206183,VOCATIONAL TRAINING FEES & REIMBU,611519,1616980,1616980
201523149349300962,112206183,EXEMPT FUNCTION RENTS,611519,1282720,1282720
201523149349300962,112206183,STEWARD TRAINING REST. INCOME,611519,1220444,1220444
201523149349300962,112206183,RENTAL INCOME FROM AFFILIATE EXEM,900099,482243,482243
201523169349300707,251450171,PRODIGY PROGRAM FEES,8100,8100
201523169349300707,251450171,STUDENT ACCEPT/APPL FEES,5200,5200
201523169349300707,251450171,STUDENT BOOKS/SUPPLIES,4133,4133
201523169349300707,251450171,STUDENT CLINICAL FEES,156750,156750
201523169349300707,251450171,STUDENT TUITION,112560,112560
201523159349303777,386080947,TUITION AND FEES,611600,858120,858120
201523159349303777,386080947,AUXILLIARY SERVICES,900099,622335,622335
201523159349303777,386080947,REGISTRATION AND FEES,611600,194526,194526
201543159349301319,550357056,TUITION & FEES,39006122,39006122
201543159349301319,550357056,AUXILLARY INCOME,10407454,10407454
201543169349304754,370706154,TUITION & FEES,900099,57874633,57874633
201543169349304754,370706154,REVENUE-AUXILIARY,900099,7086775,7086775
201543169349304754,370706154,REVENUE-ED ACTIVITIES,900099,317578,317578
201533169349301933,541854399,ROYALTY/LICENSE FEES,900099,1227213,1227213
201533169349301933,541854399,PATENT COST REIMBURSED,900099,335765,335765
201533169349301933,541854399,TERMINATION FEE,900099,150000,150000
201543169349300044,410696906,Tuition and fees,611310,49264023,49264023,0,0
201543169349300044,410696906,Auxiliary enterprises,611310,6100793,6100793,0,0
201543169349300044,410696906,Conference rentals,711190,218243,0,218243,0
201533179349305328,470377991,Net Tuition and Fees,611600,37347291,37347291,0,0
201533179349305328,470377991,Auxiliary Enterprises,611600,5666963,5666963,0,0
201533179349305328,470377991,Other Program Services,611710,459639,441524,18115,0
201543179349310064,954457666,Other Income,41973,41973
201543179349310064,954457666,Tuition Income,981585,981585
201543209349303109,274600814,TUITION,611430,223029,223029
201543179349306324,362167773,STUDENT TUITION AND FEES,900099,130032665,130032665
201543179349306324,362167773,STUDENT HOUSING,611710,8497248,8497248
201543179349306324,362167773,STUDENT MEAL PLANS,611710,4453951,4453951
201533179349304498,364303682,NET PATIENT SERVICE RE,621990,17006,17006
201543289349300719,460229820,TUITION/EDUCATIONAL,657114,657114
201543289349300719,460229820,MUSEUM,5985,5985
201533229349300418,270932196,Education & Training Services,611430,291548
201543179349303829,581418202,INCOME FROM SUBCONTRACT WITH GEOR,900099,86848,86848
201533039349301233,942992642,TUITION & OTHER,611000,62823306,62823306
201533209349311038,200180768,TUITION,611310,308261,308261
201543179349308294,263031521,TUITION & FEES,611310,370266,370266
201533169349302953,231937954,STUDENT TUITION & FEES,900099,2636277,2636277
201533169349302953,231937954,AUXILIARY ENTERPRISE,611710,104208,104208
201533099349301888,942881684,TUITION,611600,1729065,1729065
201533099349301888,942881684,CLINICAL PRACTICE,611600,152850,152850
201533099349301888,942881684,FEDERAL REVENUE PROGRAM,611600,12241,12241
201533099349301888,942881684,OTHER REVENUE,611600,12803,12803
201543169349301839,263162145,NET PATIENT SERVICE REVENUE,621110,407633213,407633213
201543169349301839,263162145,EHRC INCENTIVE,900099,2482619,2482619
201543169349301839,263162145,PHARMACY,446110,4123667,3906029,217638
201543169349301839,263162145,INCOME (LOSS) FROM PARTNERSHIPS,900099,725735,468732,257003
201543169349301839,263162145,SHARED SERVICES,541700,1023123,1023123
201503099349302055,954230730,TUITION AND FEES,1571302,1571302
201503099349302055,954230730,FEDERAL FINANCIAL AID,281280,281280
201503099349302055,954230730,LESS:SCHOLARSHIP,-91182,-91182
201503099349302055,954230730,LESS: DISCOUNT,-195575,-195575
201503099349302055,954230730,LESS: TUITION ALLOWANCES,-275175,-275175
201543139349301679,341226547,Tuition/Fees/Room and Board,611310,27977275,27977275,0,0
201543139349301679,341226547,Performing Arts,711110,203,203,0,0
201543139349301679,341226547,Nature Center & Other Fees,611710,100582,100582,0,0
201543139349301679,341226547,Conferences and Hospitality,532000,89715,58059,31656,0
201523209349308027,362167855,TUITION & FEES,900099,77047554,77047554
201523209349308027,362167855,ROOM & BOARD,721310,5890882,5890882
201523209349308027,362167855,PERFORMING ARTS,900099,164893,164893
201533179349302578,752387636,C.S. LEWIS LECTURE,611600
201533179349302578,752387636,COMMON TRADITIONS TUITION,611600
201543209349308314,591298070,TUITION REVENUE,900099,1364296,1364296
201543209349308314,591298070,HOUSING REVENUE,900099,184330,184330
201533179349308878,640329300,EDUCATION & GENERAL REVEN,611600,48421099,48421099
201533179349308878,640329300,ADVERTISING,541800,96643,96643
201533159349300908,430471057,TUITION,611710,22898280,22898280
201533159349300908,430471057,FEES,611710,433916,433916
201543209349316059,731679393,EDUCATION SERVICE,147790,147790
201543209349316059,731679393,SCHOLARSHIPS,-106415,-106415
201523149349303137,420681049,TUITION & FEES,611600,39752647,39752647
201523149349303137,420681049,DORM & DINING HALL,611710,6220875,6220875
201523149349303137,420681049,BOOKSTORE,451211,830525,830525
201523149349303137,420681049,FINANCIAL AID FEES,611710,30182,30182
201533109349301303,208434503,TECHNOLOGY TRANSFER SE,541700,195690,195690
201533109349301303,208434503,CONTRACT INCOME - SSG,541700,12559,12559
201523169349301422,742841146,RENTAL INCOME,1527910,1527910
201523169349301422,742841146,DEPOSIT FORFEITURE,4750,4750
201523169349301422,742841146,FINES AND DAMAGE,3744,3744
201523169349304777,203287316,EVENT INCOME,900099,764601,764601
201523169349304777,203287316,RECRUITMENT INCENTIVES,900099,7590,7590
201523169349304777,203287316,AFFILITATE INCOME CONV,900099,4527,4527
201523169349304777,203287316,OTHER INCOME: SPONSORS,900099,1000,1000
201533209349314783,610461768,TUITION & FEES,10931647,10931647
201533209349314783,610461768,AUXILLARY,3049110,3049110
201533209349314783,610461768,OTHER SOURCES,213282,213282
201533209349314783,610461768,INTEREST AND LATE CHARGES,5336,5336
201533229349300718,880121831,Tuition Fees and Board,611310,21116247,21116247,0,0
201523069349300832,956192418,GRADUATION FEES,1017,1017
201523069349300832,956192418,REGISTRATION AND BOOKS,58709,58709
201533419349300518,590624401,TUITION AND FEES,611600,68405870,68405870
201533419349300518,590624401,DORMITORY & FOOD SERVICE,611710,16129136,16129136
201533419349300518,590624401,RENTAL TO STUDENTS/FACULTY,611710,248433,248433
201533419349300518,590624401,OTHER STUDENT FEES,611710,95472,95472
201533209349316058,113811029,TUITION,444157,444157
201543169349306164,953921204,TUITION & OTHER FEE,1703530,1703530
201543169349306164,953921204,SCHOOL CLINIC,337912,337912
201543169349306164,953921204,MISC INCOME,17505,17505
201543169349306164,953921204,SCHOLARSHIP,-2500,-2500
201543169349306164,953921204,REFUND TO STUDENT,-4409,-4409
201543209349305519,610444671,Comprehensive Fee,611710,63933479,63933479
201543209349305519,610444671,Auxiliary Services,611710,1140810,1140810
201513379349300701,150543658,TUITION AND FEES,611600,29906606,29906606
201513379349300701,150543658,AUXILIARY SERVICES,611600,11165402,10859750,305652
201513379349300701,150543658,INTEREST STUDENT LOANS,611600,131411,131411
201513379349300401,340737794,"TUITION, FEES, ETC",611710,38902800,38902800
201513379349300401,340737794,AUXILIARY REVENUE,900099,7748471,7748471
201513379349300401,340737794,PARKING FEES,812930,115343,115343
201513379349300401,340737794,TRANSCRIPT FEES,900099,21306,21306
201513379349300401,340737794,TESTING SERVICES,900099,17530,17530
201533359349301118,841567873,Training Income,3034,3034
201533359349301003,381627600,Tuition and Fees,611310,48485297,48485297,0,0
201533359349301003,381627600,Auxiliary Revenue,611710,19166712,19166712,0,0
201503379349300320,620812782,TUITION AND FEES,5485455,5485455
201503379349300320,620812782,STUDENT HOUSING,309875,309875
201503379349300320,620812782,BOOKSTORE & CAFETERIA,4595,4595
201543219349300944,630579249,TUITION,552099,552099
201543219349300944,630579249,ALL OTHER PROGRAM SERVICE REV,256467,256467
201543219349300944,630579249,ATHLETICS,61760,61760
201543219349300944,630579249,EXTRACURRICULAR ACTIVITIES,52161,52161
201543219349300809,861120719,EVENT REVENUE,969699,969699
201543219349300809,861120719,TUTORIAL SERVICES,10068,10068
201543219349300809,861120719,ATHLETIC PROGRAMS,2964,2964
201543209349316234,753128625,Registrations,900099,304478,304478
201513289349300321,390806297,TUITION AND FEES,611710,74334267,74334267
201513289349300321,390806297,AUXILIARY ENTERPRISE,611710,1793258,1793258
201513289349300321,390806297,EVENTS,611710,91640,91640
201513289349300321,390806297,CONSERVATORY,611710,43765,43765
201513289349300321,390806297,SUMMER CAMPS,611710,25977,25977
201533579349300803,370661217,Student Tuition & Fees,611310,12296143,12296143,0,0
201533579349300803,370661217,Sales & Service Auxiliary Enterprises,900099,2286939,2286939,0,0
201533439349300103,590624459,Tuition and Fees,900099,190750232,190750232,0,0
201533439349300103,590624459,Education Related Auxiliary Sales,900099,40996034,40996034,0,0
201533439349300103,590624459,Educational Services,611710,286376,286376,0,0
201533439349300103,590624459,Student Services,611710,140857,140857,0,0
201533439349300103,590624459,Administrative Fees,900099,115375,115375,0,0
201513509349300316,275316628,TUITION,611710,11634020,11634020
201513489349300201,560767736,TUITION AND FEES,611710,25767828,25767828
201513489349300201,560767736,AUXILIARY ENTERPRISES,611710,6753788,6753788
201513489349300201,560767736,SWANNANOA GATHERING,611600,1021801,1021801
201533359349300443,850164940,TUITION REVENUE GRADUATE,611600,6505070,6505070
201533359349300443,850164940,TUITION REVENUE UNDERGRADUATE,611600,4520473,4520473
201533359349300443,850164940,ROOM AND BOARD,611600,1196557,1196557
201533359349300443,850164940,OTHER PROGRAM SERVICE REVENUE,611600,78468,78468
201523499349300437,480623882,TUITION AND FEES,611600,3202384,3202384
201523499349300437,480623882,RESIDENT HALL INCOME,611710,85493,85493
201523499349300142,202280759,TUITION AND FEES,286715,286715
201513559349300621,541776238,"Tuition, Fees and Service",611600,175716,175716
201523449349300817,344427516,STUDENT TUITION & FEES,611600,52842477,52842477
201523449349300817,344427516,RESIDENCE HALL,611600,5286607,5286607
201523449349300817,344427516,HEALTH SERVICES,611600,23729,23729
201523449349300817,344427516,OTHER INCOME,611600,418783,418783
201523449349300817,344427516,TUITION & FEES FROM TEACH OUT OF JOINT VENTURE,611600,2578286,2578286
201543519349300144,530196583,Tuition and Fees,611600,214313364,214313364
201543519349300144,530196583,Federal and Private Grants,541700,26567638,26567638
201543519349300144,530196583,Housing,721310,18612947,18612947
201543519349300144,530196583,Food service,722210,12635302,12635302
201543519349300144,530196583,Bookstore,451211,287944,287944
201533559349300803,566049935,TUITION AND FEES,611310,66831671,66831671
201533559349300803,566049935,HOUSING,611310,14390577,14390577
201533559349300803,566049935,BOOKSTORE REVENUE,611310,1241308,1241308
201533559349300803,566049935,FOOD SERVICE REVENUE,611310,128207,128207
201543439349300619,470553011,PATIENT SVC-MEDICARE/M,624100,2137533,2137533
201543439349300619,470553011,PATIENT SVC-PRIVATE PA,624100,1563257,1563257
201543439349300619,470553011,TUITION,624100,159194,159194
201543439349300619,470553011,MEDICAL INFORMATION,624100,738,738
201503499349300615,363157451,TUITION AND FEES,611600,1508319,1508319
201503499349300615,363157451,JOSEPH PALOMBO CENTER,611710,5302,5302
201533509349300423,660191965,Tution & fees,611310,65087988,65087988,0,0
201533509349300423,660191965,Sales services & auxiliary services,611710,146943,146943,0,0
201533509349300423,660191965,Other sources income,611710,1308896,1308896,0,0
201543459349301024,460623034,STUDENT TRIP FEES,900099,630,630
