object_id,ein,OrgnztnBsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,FndrsrActvtyInf_ActvtyTxt,FndrsrActvtyInf_FndrsrCntrlOfFndsInd,FndrsrActvtyInf_GrssRcptsAmt,FndrsrActvtyInf_RtndByCntrctrAmt,FndrsrActvtyInf_NtTOrgnztnAmt
202021959349303612,050258810,PATRICIA VIENS,47 BERM DRIVE,CUMBERLAND,RI,02864,CAMPAIGN WRITER,false,5963
201933179349304883,420730347,THE STOCKADE CONSULTING GROUP,650 FRANKLIN ST STE 503,SCHENECTADY,NY,12305,TELE-FUNDRAISING,0,36070,28500,7570
202031479349301053,362167773,WILSON-BENNETT TECHNOLOGY,PHONATHON O,false,94411,66548,27863
202010429349300541,231352664,Community Counseling Service Co LLC,PO Box 824885,Philadelphia,PA,191824885,Community Counseling Service Co provided College with consulting services.,0,0,360000,-360000
202040849349300734,410695524,Reeher LLC,VB Box 159 PO Box 9202,Minneapolis,MN,554809202,Advancement Consultant,0,0,67420,-67420
202040849349300734,410695524,Bentz Whaley Flessner and Associates Inc,7251 Ohms Lane,Minneapolis,MN,55439,Advancement Consultant,0,0,32913,-32913
202040849349300734,410695524,Wilson-Bennett Technology Inc,PO Box 717,Cabot,AR,72023,Software Calling System,0,0,26397,-26397
202040849349300734,410695524,Evangelical Lutheran Church in America,PO Box 71256,Chicago,IL,606941256,Lutheran Planned Giving Partnership Fee,0,0,6910,-6910
202021899349300727,042103558,Marts Lundy Inc,160 Chubb Avenue Suite 303,Lyndhurst,NJ,07071,Profession al services,false,137135,-137135
202021899349300727,042103558,Carter Halliday Associates,107 South Street 5D,Boston,MA,02111,Profession al services,false,34132,-34132
202021899349300727,042103558,Michael Grinley,PO Box 611,Goshen,MA,01032,Profession al services,false,17958,-17958
202021899349300727,042103558,Ronald Joyce,39 Oakwood Drive,Yarmouth,ME,04096,Consultant,false,17473,-17473
202021899349300727,042103558,Give Campus Inc,903 G Street,Washington,DC,20003,Profession al services,true,3615409,181965,3433444
202030289349301768,420681046,RUFFALO NOEL LEVITZ,1025 PARKWAY SW,CEDAR RAPIDS,IA,52404,"RESEARCH, MAIL, EMAIL",0,95713,51620,44092
202010209349300716,750851900,RUFFALOCODY LLC,1025 KIRKWOOD,CEDARRAPID,IA,52404,FUNDRAISING,0,155813,81601,71867
201903509349300530,350845258,J F SMITH GROUP INC,CONSULTING,false,102348
202031679349300623,470378777,MEYER PARTNERS LLC,1701 E WOODFIELD RD STE 425,SCHAUMBURT,IL,601735313,CONSULTANT ON DIRECT MAIL PROGRAMS,0,1494416,47500,1446916
202031679349300623,470378777,GONSER GERBER LLP,1776 LEGACY CIR STE 10,NAPERVILLE,IL,605631673,FUNDRAISING CONSULTANT,0,0,3344,-3344
202031059349300313,590637903,KAREN EBER DAVIS CONSULTING,2707 GREENDALE DRIVE 101,SARASOTA,FL,34232,GRANT WRITER,0,5000,0,5000
202031059349300313,590637903,BENTZ WHALEY FLESSNER,7251 OHMS LANE,MINNEAPOLIS,MN,55439,STRATEGIC FUNDRAISING CONSULTANT,0,0,32105,-32105
202031059349300313,590637903,C-SQUARED ENTERPRISES LLC,7795 HOLIDAY DRIVE NORTH,SARASOTA,FL,34231,STRATEGIC FUNDRAISING CONSULTANT,0,0,48078,-48078
202041339349302344,250969449,RUFFALO NOEL LEVITZ,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,TELEMARKETING,0,421362,412916,8446
202041339349302344,250969449,GGA,401 N MICHIGAN AVENUE,CHICAGO,IL,60611,CAMPAIGN CONSULTATION,0,0,263358,-263358
202041339349302344,250969449,OLOGIE LLC,447 EAST MAIN STREET,COLUMBUS,OH,43215,CAMPAIGN MARKETING,0,0,157374,-157374
202001929349300200,042105776,BENTZ WHALEY FLESSNER,7251 OHMS LANE,MINNEAPOLIS,MN,55439,FEASABILITY STUDY FOR CAPITAL CAMPAIGN,0,0,17510,-17510
202001199349300140,231352613,SR WODJAK,200 SOUTH BROAD ST STE 850,PHILAELPHIA,PA,19102,GRANT SOLICITATION,0,0,61138,-61138
202031329349300908,231352683,MARTS LUNDY,1200 WALL STREET,LYNDHURST,NJ,07071,GENERAL CONSULTING,false,14879000,40720,14838280
202031979349303368,570314404,Jim Hale,2005 College Street,Newberry,SC,29108,Planned Giving,0,0,15836,-15836
202031979349303368,570314404,Ballentine Consulting Partners,PO Box 2585,Davidson,NC,28036,Consulting,0,0,10000,-10000
202020999349300017,410693979,GIVECAMPUS INC,903 G ST,WASHINGTON DC,DC,20003,CONSULTING AND TRAINING,0,0,27188,-27188
202020999349300017,410693979,REEHER LLC,VB BOX 159 PO BOX 9202,MINNEAPOLIS,MN,554809202,CONSULTING AND TRAINING,0,0,39850,-39850
202020999349300017,410693979,RUFFALO NOEL LEVITZ,PO BOX 718,DES MOINES,IA,50303,CONSULTING AND TRAINING,0,0,12538,-12538
202011149349300811,042108376,BRUCE BERG,699 HYDE PARK AVE,ROSLINDALE,MA,02131,CONSULTING,false,0,19800,-19800
202041009349300444,166031585,eAdvancement Consulting,5590 Main Street,Suite 2,Buffalo,NY,14221,Served as Interim Vice President for Institutional Advancement,0,0,90000,-90000
202000719349301410,730739626,Schnake Turnbo Frank Inc,20 E 5th St Ste 1500,Tulsa,OK,74103,Fundraising consulting,0,0,9848,-9848
202000719349301410,730739626,Byron R Whisler,10850 Church Street 1203,Rancho Cucamonga,CA,91730,Fundraising consulting,0,0,12000,-12000
202000719349301410,730739626,Freiling Agency LLC,10375 Welhams Ln,Marshall,VA,201152601,Regional development services,0,0,54400,-54400
202001349349302790,111630822,KX ASSOCIATES INC,PO BOX 231557,NEW YORK,NY,10023,EVENT MANAGEMENT,false,151320,31335,119985
202001349349302790,111630822,DWIGHT JOHNSON DESIGN,276 5TH AVENUE,NEW YORK,NY,10001,EVENT MANAGEMENT,false,260936,36796,224140
202021329349300207,250965591,DAVINCI DIRECT INC,36 CORDAGE PARK CIRCLE SUITE 339,PLYMOUTH,MA,02360,DIRECT MAIL SOLICITATION & CONSULTING,0,253724,164366,89358
202021329349300207,250965591,AMPLOSNAP ADVANCE,939 WESTLAKE AVE N,SEATTLE,WA,98109,CONSULTING-SEE PART IV,0,0,50000,-50000
202021329349300207,250965591,RUFFALO NOEL LEVITZ,65 KIRKWOOD NO RD SW,CEDAR RAPIDS,IA,52406,CONSULTING-SEE PART IV,0,0,152602,-152602
202031339349301533,231353385,JOHNSON GROSSNICKLE AND ASSOCIATES INC,29 SOUTH PARK BLVD,GREENWOOD,IN,46143,CONSULTING,0,0,61489,0
202020519349301127,231409675,Cedarstone Holdings LLC,209 E Liberty Drive,Wheaton,IL,60187,Capital Campaign,0,0,13000,-13000
202020519349301127,231409675,Brian Lacy and Associates,3122 Gannett St,Houston,TX,77025,Capital Campaign,0,0,7931,-7931
202010509349301416,951744369,Crescendo Interactive Inc,110 Camino Ruiz,Camarillo,CA,93012,Consulting,0,0,5268,-5268
202010509349301416,951744369,Randy Huston,4345 W Chama Dr,Glendale,AZ,85310,Consulting,0,0,45000,-45000
202001269349300605,020222120,Ruffalo Noel Levitz,1025 Kirkwood Parkway SW,Cedar Rapids,IA,52402,Solicitation and Consulting for Fundraising,0,0,26510,-26510
202001269349300605,020222120,Pentera,8650 Commerce Park Place Suite G,Indianapolis,IN,46268,Solicitation and Consulting for Fundraising,0,0,12432,-12432
202010429349300906,391399196,Ruffalo Noel Levitz,PO Box 718,Des Moines,IA,503030718,Consult on Phone-A-Thon,0,0,96744,-96744
202021269349301812,362167725,SD&A Teleservices Inc,5757 W Century Blvd,Los Angeles,CA,90045,Telemarketing,false,137560,95301,42259
202021269349301812,362167725,Lukens Company,2800 Shirlington Rd,Arlington,VA,22206,Direct Marketing,false,1295175,365859,929316
202021269349301812,362167725,Donald A Campell & CO,1 East Wacker Dr 2100,Chicago,IL,60601,Campaign Strategy,false,24250,-24250
201923189349304737,251065148,AMERICAN PHILANTHROPIC,119 N HIGH ST,WEST CHESTER,PA,193803012,0,0,18156,0
201923189349304737,251065148,MARKETSMART LLC,6404 IVY LANE STE 110,GREENBELT,MD,207701416,0,0,14000,0
202012279349300331,237135915,LAKOTA EXPRESS,287 WATER TOWER RD,KYLE,SD,57752,SOLICITING,false,1470549,833607,636942
202041719349301204,310820394,BENEFACTOR GROUP,450 S FRONT STREET,COLUMBUS,OH,43215,FEASIBILITY STUDY FOR CAPITAL CAMPAIGN,0,0,15810,-15810
202010979349300716,362191252,Advocace Media,702 S Denton Ta,Coppell,TX,75019,Messaging,false,24130
202010979349300716,362191252,Media Caz LLC,5273 Twin Pnes,Hermantown,MN,55811,false,9020
202010979349300716,362191252,false
202010979349300716,362191252,false
202010979349300716,362191252,false
202010979349300716,362191252,false
202030979349301043,221494428,Ruffalo Noel Levitz LLC,PO BOX 3018,CEDAR RAPIDS,IA,524063018,FUNDRAISING,false,32459,49843,-17384
202010949349300536,370864020,Ramona Munsell & Associates LLC,5208 Village Parkway,Rogers,AR,727588199,Services in connection with securing federal grant funds.,0,1463599,45929,1417670
202010949349300801,561065978,FINANCIAL PLANNING MINISTRY,2010 MAIN STREET,IRVINE,CA,926147265,"A PROGRAM TO ASSIST IN ""PLANNED GIVING"" BY SETTING UP AN EST",0,0,21524,-21524
202040909349300604,381358014,Wilson-Bennett Technology Inc,140 Professional Dr Ste 2,Cabot,AR,72023,"See Schedule G, Part IV, Statement 1",0,221597,54044,167553
202040869349300824,010263385,COMMUNITY COUNSELLING SERVICES,PO BOX 824885,PHILADELPHIA,PA,191824885,CONSULTING,0,0,180159,0
202030579349300223,440545914,GONSER GERBER LLP,CONSULTANT,false,66909
202021359349302327,050306206,EDUCATION ADVISORY BOARD,1920 E PURHAM ROAD,RICHMOND,VA,23228,ANNUAL GIVING PROGRAM CONSULTING,0,0,133888,0
202021359349302327,050306206,MCALLISTER & QUINN LLC,1030 15TH STREET,WASHINGTON,DC,20005,FEDERAL GRANT CONSULTANT,0,0,31996,0
202040569349300809,410693960,Aria Communications Corporation,717 West St Germain Street,St Cloud,MN,56301,Consultant,0,0,24789,-24789
202040569349300809,410693960,BetterWorld Partners LLC,370 Selby Avenue,Suite 207,St Paul,MN,55102,Consultant,0,0,5000,-5000
202040979349300944,350867977,MARTS AND LUNDY,1200 WALL STREET WEST 5TH FLOOR,LYNDHURST,NJ,07071,CONSULTING,false,16841759,94847,16746912
202011069349300021,150545841,HARVEST FRC INC,CONSULTANT,true
202021819349300727,042103576,HERB TOBIN,297 MARKED TREE ROAD,NEEDHAM,MA,02492,CONSULTING,0,0,43875,0
202021819349300727,042103576,DIRECTORPOINT,1500 FIRST AVENUE NORTH MAILBOX 6,BIRMINGHAM,AL,35203,CONSULTING,0,0,5250,0
202010869349300601,580593414,DON A HARP JR,2720 WINDING LANE,ATLANTA,GA,30319,FUNDRAISING CONSULTING,0,0,14400,-14400
202041349349302239,350868149,RUFFALOCODY,PO BOX 3018,CEDAR RAPIDS,IA,52406,PHONE-ATHON,false,463012,178900,284112
201913109349300006,237242844,COMMUNITY COUNSELING SERVICES,527 MADISON AVENUE,NEW YORK,NY,10022,DEVELOPMENT CONSULTING,0,0,153000,-153000
202021969349303432,430743910,Dickerson Bakker & Associates LLC,PO Box 98685,Raleigh,NC,27624,Feasibilty study and consulting,0,0,46500,-46500
202001399349300870,310537177,RUFFALO NOEL LEVITZ LLC,PO BOX 718,DES MOINES,IA,503030718,STRATEGIC DEVELOPMENT AND DELIVERY OF SOLICITATIONS,0,0,116256,-116256
202001349349303510,133508093,MARTS & LUNDY,1200 WALL STREET WEST 5th FLOOR,LYNDHURST,NJ,07071,FUNDRAISING STRATEGIST,false,0,32700,-32700
202001349349303510,133508093,CONCOURSE CONSULTING LLC,35 STURBRIDGE PLACE,SCARSDALE,NY,10583,FUNDRAISING,false,0,65000,-65000
202010729349300801,410695527,BENTZ WHALEY FLESSNER INC,7251 OHMS LANE,MINNEAPOLIS,MN,55439,CAPITAL CAMPAIGN STRATEGIES AND PROSPECTING,0,0,35256,-35256
202001919349301975,560532314,Ruffalo Noel Levitz LLC,PO Box 3018,Cedar Rapids,IA,52406,Phone solicitations for Annual Fund,0,32531,34075,-1544
202001919349300145,020222111,Grenzebach Glier and Associates Inc,401 N Michigan Suite 2800,Chicago,IL,60611,Provide strategic counsel to the advancement program,false,0,167041,-167041
202040509349301019,426081293,GONSER GERBER,1776 LEGACY CIRCLE STE 100,NAPERVILLE,IL,60563,FUNDRAISING CONSULTING,0,0,24874,-24874
202040509349301019,426081293,WASTYN & ASSOCIATES,1300 LAKESIDE CT,PORT BYRON,IL,61275,FUNDRAISING CONSULTING,0,0,15500,-15500
202041349349301004,231355135,Pisgah Consulting LLC,1221 Briar Hills Dr NE,Atlanta,GA,30306,Solicit S. GA,false,28720
202010459349301421,440589787,WESTFALL GOLD,CONSULTING,false,224538,-224538
202010249349300211,231352648,Constellation Adv LLC,campaign initiative,false
202021359349303002,420680372,MCALLISTER & QUINN LLC,1030 15TH ST NW STE 590,WASHINGTON,DC,20005,"SEE LINE 2B, COLUMN (V) RESPONSE",0,445642,88825,356817
201923459349300107,350715530,WILSON BENNETT TECHNOLOGY,PHONATHON,false
202000079349300235,350868101,GONSER GERBER LLP,CONSULTING,false,60517
202001969349305815,912037146,CONTOUR STRATEGIES LLC,23330 SW RED FERN PLACE,SHERWOOD,OR,97140,STRATEGIC CONSULTING FOR FUNDRAISING,0,0,56934,-56934
202000649349301125,231526668,MCALLISTER QUINN,1368 N WASHINGTON AVE,SCRANTON,PA,18509,GRANT DEVELOPMENT CONSULTANT,0,226711,9090,217621
202000649349301125,231526668,JEROLD PANAS LINZY AND PARTNERS,500 N MICHIGAN AVENUE,CHICAGO,IL,60611,COMPREHENSIVE CAMPAIGN STRATEGY CONSULTANT,0,0,117818,0
202031009349300143,050277222,EAB Global,2445 M Street NW,Washington,DC,20037,"Execute all aspects of Roger Williams University annual fund planning, solicitation and analysis. Solicitation included direct mail and email campaigns.",0,594572,212229,382343
202020839349300562,640303086,PHILANTHROCORP INC,111 SOUTH TEJON STREET STE 520,COLORADO SPRINGS,CO,80903,PLANNED GIVING MARKETING & COUNSEL,0,0,33000,-33000
201901309349303300,420680387,BENTZ WHALEY FLESSNER,7251 OHMS LANE,MINNEAPOLIS,MN,55439,FUNDRAISING PLAN DEVELOPMENT,0,0,34969,0
201901309349303300,420680387,TREK ADVANCEMENT LLC,176 N MILL STREET,LEXINGTON,KY,40507,FUNDRAISING PLAN DEVELOPMENT,0,0,21632,0
202001399349300120,390806261,True Sense Donor Engagement Team In,telemarket services,false,89336,40447,48889
202021969349305657,160743209,RUFFALO NOEL LEVITZ LLC,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,524063018,PHONE SOLICITAT'N,false,379470,260891,118579
202041989349301289,150532239,Bentz Whaley Flessner and Assoc Inc,7271 Ohms Lane,Minneapolis,MN,55439,Campaign counsel,0,0,47750,-47750
202041989349301289,150532239,Washburn and McGoldrick LLC,24 N Bryn Mawr Ave 252,Bryn Mawr,PA,19010,Campaign counsel,0,0,23278,-23278
202041989349301289,150532239,McAllister and Quinn,1368 N Washington Ave,Scranton,PA,18509,Grant consulting services.,0,0,112952,-112952
202041959349303504,135562308,RUFFALO NOEL LEVITZ,1025 KIRKWOOD PKWY SW,CEDAR RAPIDS,IA,52404,PHONATHON,0,2157075,1150020,1007055
202030859349300133,570324906,PhilanthroCorp,111 South Tejon Street,Colorado Springs,CO,80903,Fundraising consultant,0,0,30000,-30000
202030859349300133,570324906,The Stockade Group,650 Franklin Street Suite 201,Schenectady,NY,12305,Fundraising consultant,0,0,12535,-12535
202030859349300133,570324906,Allegiance Fundraising LLC,PO Box 9132,Fargo,ND,58106,Fundraising consultant,0,0,5229,-5229
202030859349300133,570324906,Franklin Page,62 Devonhall Way,Taylors,SC,29687,Fundraising consultant,0,0,21415,-21415
201933179349302253,980148939,Angela Rosati,Consultant,false,158865
201933179349302253,980148939,Sue Sargent co Grestan Ltd,Consultant,false,28520
201933179349302253,980148939,AskRight Pty Limited,Consultant,false,14630
201933179349302253,980148939,Fundraising Research Consulting,Consultant,false,8275
202030719349300213,060646829,Ronald Joyce SEE PART IV,309 Oakwood Dr,Yarmouth,ME,04096,Fundraising Advisor,false,0,16000,-16000
202001349349302850,383071514,MARTS & LUNDY INC,1200 WALL STREET WEST,LUNDHURST,NJ,07071,CAMPAIGN CONSULTING,0,0,24168,-24168
202001349349302850,383071514,MONEY FOR MINISTRY,PO BOX 35,LOWELL,MI,49331,PLANNED GIVING CONSULTING,0,0,18000,-18000
202011709349301801,361408475,CAMPBELL COMPANY,CONSULTING,false,0,22888,-22888
202011709349301801,361408475,HURON CONSULTING GROUP,CONSULTING,false,0,30348,-30348
202031939349300723,231352689,Tom Dewitt,8052 Laurel Ridge Drive,Mount Dora,FL,32757,Fundraising consulting,0,0,56017,-56017
202001089349300505,141468399,The Stockade Consulting Group Inc,650 Franklin Street Suite 201,Schenectady,NY,12305,FUNDRAISING,false,16409,23673,-7264
202041199349300124,240795445,IDEAS UNITED LLC,200 ARIZONA AVE NE STE 104,ATLANTA,GA,30307,CAMPAIGN PRODUCTION,false,378182
202041199349300124,240795445,MARTS LUNDY,1200 WALLSTREET WEST,LYNDHURST,NJ,07071,CAMPAIGN STRATEGY,false,85677
202041199349300124,240795445,SIMPSONSCARBOROUGH,2122 P Street NW Suite 200,WASHINGTON,DC,20037,CAMPAIGN STRATEGY,false,47903
202041199349300124,240795445,THE STETLER COMPANY,10435 NEW YORK AVENUE,DES MOINES,IA,50322,MAILING STRATEGY,false,41177
202021209349301532,141338371,MPK&D PARTNERS,3114 HARFORD RD,HYDES,MD,21082,CAMPAIGN CONSULTANT,0,635000,260695,374305
202021209349301532,141338371,THE STOCKADE GROUP,650 FRANKLIN STREET,SCHENECTADY,NY,12305,PHONE SOLICITATION,0,52110,48500,3610
202021209349301532,141338371,FORT ORANGE PRESS,11 SAND CREEK RD,ALBANY,NY,12205,DIRECT MAIL,0,42916,7832,35084
202021209349301532,141338371,CVENT,81 HARTWELL AVE STE 210,LEXINGTON,MA,02421,FUNDRAISING EVENT,0,20037,12730,7307
202021209349301532,141338371,USHERWOOD INC,432 WESTERN AVE,ALBANY,NY,12203,DIRECT MAIL,0,9125,1034,8091
202021209349301532,141338371,RUFFALO NOEL LEVITZ,1025 KIRKWOOD PKWY SW,CEDAR RAPIDS,IA,52404,"CONSULTANT: DIRECT MAIL, E-MAIL",0,1815,15000,-13185
201943179349308769,237069575,KEA Canada,Canada,CA,"See Schedule G, Part IV, Statement",0,471114,22590,448524
202041339349302504,580566205,RH BOLTON,GALA CONSULTANT,false,1105012,10000,1095012
202021629349301692,310536647,PHILANTHROCORP,111 S TEJON ST STE 520,COLORADO SPRINGS,CO,80903,PLANNED GIVING SVCS,false,60000
202031049349300833,570474291,Ramona Munsell & Associates Consulting Inc,5208 Village Parkway Suite 1,Rogers,AR,72758,Title III grant consultant,0,0,42669,-42669
202031619349301713,240795686,CRESENDO INTERACTIVE INC,110 CAMINO RUIZ,CAMARILLO,CA,93012,GIFT LEGACY SERVICE & UPGRADE,0,0,5500,0
202031619349301713,240795686,STEEGE THOMSON COMMUNICATIONS,4606 SPRUCE STREET,PHILADELPHIA,PA,19139,CAMPAIGN MARKETING,0,0,209644,0
202031619349301713,240795686,WASHBURN & MCGOLDRICK,950 NEW LOUDON ROAD STE 210,LATHAM,NY,12110,CAMPAIGN CONSULTING,0,0,19363,0
202031619349301713,240795686,IMODULES SOFTWARE INC,PO BOX 25671,OVERLAND PARK,KS,66225,LICENSE AND CONSULTING SERVICE,0,0,22881,0
202021199349301122,540505922,McAllister and Quinn,1368 N Washington Ave,Scranton,PA,18509,Consultant for the University of Lynchburg Office of Advancement for particular assistance with Grant-writing.,0,0,81787,-81787
202021199349301122,540505922,Alexander Haas,3520 Piedmont Rd,Suite 300,Atlanta,GA,30305,Consultant for the University of Lynchburg Office of Advancement for the purpose of studying the feasibility of a capital campaign.,0,0,43331,-43331
202021199349301122,540505922,Ruffalo Noel,P O Box 718,Des Moines,IA,503030718,Consultant for the University of Lynchburg Office of Advancement for particular assistance in the area of Annual Giving.,0,0,10305,-10305
202041339349302559,410693970,RUFFALO NOEL LEVITZ,PO BOX 3018,CEDAR RAPIDS,IA,52406,TELEMARKETING COORDINATOR,false,318999,172278,146721
202011299349301766,340714629,Campbell Company,1 East Wacker Drive,Chicago,IL,60601,Consulting,false,145105
202000599349300830,610444650,AMERGENT,9 CENTENNIAL DR,PEABODY,MA,01960,"Amergent, a full-service direct response fundraising agency, provides a variety of services to Berea College including analysis of acquired and existing donor data, strategy for in-house and donor acquisition pieces, management of donor acquisition direct mail and digital efforts, and consultation for in-house digital marketing.",false,91086,514046,-422960
202000599349300830,610444650,THE ADVISORY BOARD,PO Box 79461,Baltimore,MD,212790461,"Research, consulting and management services",false,22500,-22500
202041559349301219,042463847,William R Hausman,10 Wallace Road,Rockport,MA,01966,Comprehensive Campaign Planning,0,1011300,93779,917521
202041559349301219,042463847,Alyssa Walker,5715 S Blackstone Ave 1,Chicago,IL,60637,Grant Writing,0,41000,12791,28209
202041559349301219,042463847,The Stelter Company,PO Box 5228,Des Moines,IA,50305,Consulting,0,0,5500,-5500
202011919349300441,440617326,JF ENTERPRISES,FUNDRAISING PROJECTS,false
202021969349302647,951890710,WESTFALL GOLD,75 14TH STREET NE SUITE 3050,ATLANTA,GA,30309,FUNDRAISING EVENT,0,1435000,198000,1237000
202031319349300503,350868127,Johnson Grossnickle & Assoc Inc,29 South Park Blvd,Greenwood,IN,46143,Consulting for major gift fundraising,0,0,49383,-49383
202001329349302540,210634981,Ruffalo Noel Levitz,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,fundraising,false,82555,62655,19900
202030979349300118,340714687,AMPLO,CONSULTING,false,260680,15000,245680
202041209349301534,370661496,BENTZ WHALEY FLESSNER,PO BOX 718,DES MOINES,IA,503030718,CONSULTING ON GIFT PROGRAMS,0,0,2639,0
202031009349301103,480730814,Hartsook Companies Inc,PO Box 21647,Shawnee Mission,KS,66225,Consulting & Introductions to Potential Donors,0,0,84591,-84591
202011709349301401,440545280,WILSON-BENNETT TECHNOLOGY,PHONE-A- THON,false,100800,32500,68300
202001129349301550,590722789,Generis Consulting Service,6455 E John Crossing STE 275,John Creek,GA,30097,Consulting Services,0,0,101235,-101235
202001129349301550,590722789,Wealth Engine,4340 East West Highway STE 900,Bethesda,MD,20814,Search Platform License & Consulting Services,0,0,8000,-8000
202031299349301698,410518750,JACKIE ANDERSON,7153 135TH AVENUE,BAY CITY,WI,54723,"DIRECT MAIL, EMAIL AND TELEMARKETING CONSULTING SERVICES",0,79971,8800,71171
