object_id,ein,BsnssNmLn1Txt,AddrssLn1Txt,CtyNm,SttAbbrvtnCd,ZIPCd,FcltyTxt
201822019349300547,900790361,Emory Clinic,1365 Clifton Road Building C,Atlanta,GA,30322,Clinic Center
201822019349300547,900790361,Emory Clinic,1525 Clifton Road 1525 Building,Atlanta,GA,30322,Clinic Center
201822019349300547,900790361,Emory Clinic,550 Peachtree St Medical Office To,Atlanta,GA,30308,Clinic Center
201822019349300547,900790361,Emory Women's Center,5673 Peachtree Dunwoody Rd Suite 7,Atlanta,GA,30342,Clinic Center
201822019349300547,900790361,Emory Heart & Vascular Center,1400 Wellbrook Circle,Conyers,GA,30207,Clinic Center
201822019349300547,900790361,Emory at Covington Hospital Drive,4181 Hospital Drive,Covington,GA,30014,Clinic Center
201822019349300547,900790361,Emory Heart & Vascular Center,634 Peachtree Parkway,Cumming,GA,30041,Clinic Center
201822019349300547,900790361,Emory at Cumming,610 Peachtree Parkway Suite 100,Cumming,GA,30041,Clinic Center
201822019349300547,900790361,EMORY DIALYSIS CENTER AT DECATUR,2165 N Decatur Road,Decatur,GA,30030,Clinic Center
201822019349300547,900790361,Emory Heart & Vascular Center,2801 North Decatur Road,Decatur,GA,30033,Clinic Center
201822019349300547,900790361,Emory Dialysis Center at Candler,2726 Candler Road,Decatur,GA,30034,Clinic Center
201822019349300547,900790361,EMORY COORDINATED CARE CENTER,484 Irvin Court,Decatur,GA,30030,Clinic Center
201822019349300547,900790361,Emory at Duluth Heart & Vascular,4245 Pleasant Hill Road,Duluth,GA,30096,Clinic Center
201822019349300547,900790361,Emory at Sugarloaf,1845 Satellite Blvd,Duluth,GA,30097,Clinic Center
201822019349300547,900790361,EMORY CLINIC ORTHOPAEDICS & ASC,4555 North Shallowford Road,Dunwoody,GA,30338,Clinic Center
201822019349300547,900790361,Emory at Dunwoody,4500 North Shallowford Road,Dunwoody,GA,30338,Clinic Center
201822019349300547,900790361,Emory at Dunwoody Family Practice,1776 Old Spring House Lane Suite 2,Dunwoody,GA,30338,Clinic Center
201822019349300547,900790361,Emory at Fayetteville Heart & Vascular,115 Sumner Road,Fayetteville,GA,30214,Clinic Center
201822019349300547,900790361,Emory Heart & Vascular Center,6335 Hospital Parkway Suite 110,Johns Creek,GA,30097,Clinic Center
201822019349300547,900790361,Emory Clinic Orthopaedics Sports & Spine,6335 Hospital Pkwy Suites 301302,Johns Creek,GA,30097,Clinic Center
201822019349300547,900790361,EMORY CLINIC,6335 Hospital Parkway Suite 203,Johns Creek,GA,30097,Clinic Center
201822019349300547,900790361,Emory at LaGrange Ambulatory Surgery,1805 Vernon Road,LaGrange,GA,30240,Clinic Center
201822019349300547,900790361,Emory at LaGrange Davis Road,380 South Davis Road Suites E F,LaGrange,GA,30241,Clinic Center
201822019349300547,900790361,Emory at LaGrange Smith Street,303 Smith Street,LaGrange,GA,30240,Clinic Center
201822019349300547,900790361,SOUTHERN CENTER FOR ORTHOPAEDICS,1801 Vernon Road,LaGrange,GA,30240,Clinic Center
201822019349300547,900790361,EMORY HEART & VASCULAR CENTER,5461 Hillandale Drive,Lithonia,GA,30058,Clinic Center
201822019349300547,900790361,Emory at Locust Grove Heart & Vascular,4851 Bill Gardner Pkwy,Locust Grove,GA,30248,Clinic Center
201822019349300547,900790361,Emory Women's Heart Center,137 Johnson Ferry Road,Marietta,GA,30068,Clinic Center
201822019349300547,900790361,Emory at East Cobb,137 Johnson Ferry Road,Marietta,GA,30068,Clinic Center
201822019349300547,900790361,Emory at McDonough,259 Jonesboro Road,McDonough,GA,30253,Clinic Center
201822019349300547,900790361,EUHM Imaging Center at McDonough,249 Jonesboro Road,McDonough,GA,30253,Clinic Center
201822019349300547,900790361,Emory at Peachtree City,3000 Shakerag Hill,Peachtree City,GA,30269,Clinic Center
201822019349300547,900790361,Emory at Riverdale,6507 Professional Place,Riverdale,GA,30274,Clinic Center
201822019349300547,900790361,Emory at Roswell,1400 Hembree Rd,Roswell,GA,30076,Clinic Center
201822019349300547,900790361,Emory at Sharpsburg,3345 E Highway 34 Suite 101,Sharpsburg,GA,30277,Clinic Center
201822019349300547,900790361,Emory at Snellville,1608 Tree Lane,Snellville,GA,30078,Clinic Center
201822019349300547,900790361,Emory at Stockbridge Highway 138,3579 Highway 138,Stockbridge,GA,30281,Clinic Center
201822019349300547,900790361,EMORY AT STOCKBRIDGE HEART & VASCULAR,1050 EAGLES LANDING PKWY SUITE 101,Stockbridge,GA,30281,Clinic Center
201822019349300547,900790361,Emory at Eagles Landing,1050 Eagles Landing Pkwy SUITE 20,Stockbridge,GA,30281,Clinic Center
201822019349300547,900790361,Emory at Suwanee,345 Peachtree Industrial Blvd,Suwanee,GA,30024,Clinic Center
201822019349300547,900790361,Emory Heart & Vascular CENTER,401 Permian Way,Villa Rica,GA,30180,Clinic Center
201822019349300547,900790361,Emory at West Point,1610 E 10th Street,West Point,GA,31833,Clinic Center
201822019349300547,900790361,EMORY ORTHOPAEDICS & SPINE CENTER,57 EXECUTIVE PARK SOUTH,ATLANTA,GA,30329,CLINIC CENTER
201822019349300547,900790361,EMORY AT SAINT JOSEPH'S PRIMARY CARE,5673 PEACHTREE DUNWOODY Rd NE Suit,ATLANTA,GA,30342,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,1845 Satellite Blvd SUITE 600,DULUTH,GA,30094,CLINIC CENTER
201822019349300547,900790361,EMORY AT AVALON,2795 OLD MILTON PARKWAY,ALPHARETTA,GA,30004,CLINIC CENTER
201822019349300547,900790361,EMORY AT BUFORD,3276 BUFORD DRIVE,BUFORD,GA,30519,CLINIC CENTER
201822019349300547,900790361,EMORY HEART & VASCULAR CENTER,110 SOUTH MAIN STREET,HIAWASSEE,GA,30546,CLINIC CENTER
201822019349300547,900790361,EMORY AT SMYRNA,3903 SOUTH COBB DRIVE SUITE 120,SMYRNA,GA,30080,CLINIC CENTER
201822019349300547,900790361,EMORY AT TUCKER,1459 MONTREAL ROAD SUITE 305,TUCKER,GA,30084,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC (HARKIN ROSWELL),1570 HOLCOMB BRIDGE ROAD,ROSWELL,GA,30076,CLINIC CENTER
201822019349300547,900790361,EMORY AT OLD FOURTH WARD,740 RALPH MC GILL BLVD NE,ATLANTA,GA,30312,CLINIC CENTER
201822019349300547,900790361,EMORY AT PEACHTREE HILLS,2200 PEACHTREE HILLS NW,ATLANTA,GA,30309,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,5671 PEACHTREE DUNWOODY ROAD SUITE,ATLANTA,GA,30342,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,5671 PEACHTREE DUNWOODY ROAD SUITE,ATLANTA,GA,30342,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC (HARKEN BROOKHAVEN),705 TOWN BOULEVARD,ATLANTA,GA,30219,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC (HARKEN AUSTELL),1850 EAST WEST CONNECTOR,AUSTELL,GA,30106,CLINIC CENTER
201822019349300547,900790361,EMORY SPORTS COMPLEX,1968 HAWKS WAY SUITE B,ATLANTA,GA,30329,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC ORTHOPAEDICSSPORTS & SPINE,1567 MILSTEAD ROAD SUITE B,CONYERS,GA,30012,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC (HARKEN DECATUR),158 PONCE DE LEON AVENUE,DECATUR,GA,30308,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC (HARKEN DULUTH),3780 OLD NORCROSS ROAD,DULUTH,GA,30096,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,6300 HOSPITAL PKWY SUITE 145,JOHNS CREEK,GA,30097,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,6335 HOSPITAL PKWY SUITE 115,JOHNS CREEK,GA,30097,CLINIC CENTER
201822019349300547,900790361,EMORY AMBULATORY SURG CTR,7813 SPIVEY STATION BLVD SUITE 100,JONESBORO,GA,30236,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,7823 SPIVEY STATION BLVD SUITE 230,JONESBORO,GA,30236,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,7823 SPIVEY STATION BLVD SUITE 100,JONESBORO,GA,30236,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,7823 SPIVEY STATION BLVD SUITE 200,JONESBORO,GA,30236,CLINIC CENTER
201822019349300547,900790361,EMORY ORTHOPAEDICS & SPINE CENTER,7813 SPIVEY STATION BLVD SUITE 220,JONESBORO,GA,30236,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC (HARKEN EAST COBB),2100 ROSWELL ROAD,MARIETTA,GA,30062,CLINIC CENTER
201822019349300547,900790361,EMORY AT BELMONT,1060 WINDY HILL ROAD SE,SMYRNA,GA,30080,CLINIC CENTER
201822019349300547,900790361,EMORY CLINIC,3903 SOUTH COBB DRIVE SUITE 275,SMYRNA,GA,30080,CLINIC CENTER
201822019349300547,900790361,EMORY HEART & VASCULAR CENTER,3903 SOUTH COBB DRIVE SUITE 110,SMYRNA,GA,30080,CLINIC CENTER
201822019349300547,900790361,EMORY COORDINATED CARE CENTER,3515 HIGHWAY 138 SE,STOCKBRIDGE,GA,30281,CLINIC CENTER
201841979349300874,580566256,EMORY AUTISM CENTER,1551 SHOOP CT,DECATUR,GA,30033,DIAGNOSTIC EVALUATION
201841979349300874,580566256,FACULTY STAFF ASSISTANCE PROGRAM,1762 CLIFTON RD,ATLANTA,GA,30322,FACULTY AND STAFF HEALTHCARE
201841979349300874,580566256,STUDENT HEALTH & COUNSELING SERVICES,1525 CLIFTON RD,ATLANTA,GA,30322,STUDENT HEALTHCARE
201821949349300022,900790361,Emory at Acworth,4769 South Main Street,Acworth,GA,30101,Clinic Center
201821949349300022,900790361,Emory at Acworth,4791 S Main St Units 100 110 120,Acworth,GA,30101,Clinic Center
201821949349300022,900790361,Emory Dialysis Center at Northside,610 Northside Drive,Atlanta,GA,30318,Clinic Center
201821949349300022,900790361,Emory Heart & Vascular Center,5665 Peachtree Dunwoody Road,Atlanta,GA,30342,Clinic Center
201821949349300022,900790361,Emory Dialysis at Greenbriar,2841 Greenbriar Prkwy,Atlanta,GA,30331,Clinic Center
201821949349300022,900790361,Emory Orthopaedics and Spine,59 Executive Park South,Atlanta,GA,30329,Clinic Center
201821949349300022,900790361,Emory Aesthetic Center,3200 Downwood Circle,Atlanta,GA,30327,Clinic Center
201821949349300022,900790361,Emory Clinic,5671 Peachtree Dunwoody Rd,Atlanta,GA,30342,Clinic Center
201821949349300022,900790361,Emory Brain Health & Sleep Center,12 Executive Park Drive NE,Atlanta,GA,30324,Clinic Center
201821949349300022,900790361,Emory Clinic,5673 Peachtree Dunwoody Rd Suite 6,Atlanta,GA,30342,Clinic Center
201821949349300022,900790361,Emory Clinic,5673 Peachtree Dunwoody Rd Suite 3,Atlanta,GA,30342,Clinic Center
201821949349300022,900790361,Emory Clinic,5673 Peachtree Dunwoody Rd Suite 5,Atlanta,GA,30342,Clinic Center
201821949349300022,900790361,Emory at St Joseph's Pulmonary Med,5673 Peachtree Dunwoody RdSuite 52,Atlanta,GA,30342,Clinic Center
201821949349300022,900790361,Emory Clinic,1365 Clifton Road Building A,Atlanta,GA,30322,Clinic Center
201821949349300022,900790361,Emory Clinic,1365 Clifton Road Building B,Atlanta,GA,30322,Clinic Center
201821949349300022,900790361,Emory Clinic,1365 Clifton Road Building C,Atlanta,GA,30322,Clinic Center
201821949349300022,900790361,Emory Clinic,1525 Clifton Road 1525 Building,Atlanta,GA,30322,Clinic Center
201821949349300022,900790361,Emory Clinic,550 Peachtree St Medical Office To,Atlanta,GA,30308,Clinic Center
201821949349300022,900790361,Emory Women's Center,5673 Peachtree Dunwoody Rd Suite 7,Atlanta,GA,30342,Clinic Center
201821949349300022,900790361,Emory Heart & Vascular Center,1400 Wellbrook Circle,Conyers,GA,30207,Clinic Center
201821949349300022,900790361,Emory at Covington Hospital Drive,4181 Hospital Drive,Covington,GA,30014,Clinic Center
201821949349300022,900790361,Emory Heart & Vascular Center,634 Peachtree Parkway,Cumming,GA,30041,Clinic Center
201821949349300022,900790361,Emory at Cumming,610 Peachtree Parkway Suite 100,Cumming,GA,30041,Clinic Center
201821949349300022,900790361,EMORY DIALYSIS CENTER AT DECATUR,2165 N Decatur Road,Decatur,GA,30030,Clinic Center
201821949349300022,900790361,Emory Heart & Vascular Center,2801 North Decatur Road,Decatur,GA,30033,Clinic Center
201821949349300022,900790361,Emory Dialysis Center at Candler,2726 Candler Road,Decatur,GA,30034,Clinic Center
201821949349300022,900790361,EMORY COORDINATED CARE CENTER,484 Irvin Court,Decatur,GA,30030,Clinic Center
201821949349300022,900790361,Emory at Duluth Heart & Vascular,4245 Pleasant Hill Road,Duluth,GA,30096,Clinic Center
201821949349300022,900790361,Emory at Sugarloaf,1845 Satellite Blvd,Duluth,GA,30097,Clinic Center
201821949349300022,900790361,EMORY CLINIC ORTHOPAEDICS & ASC,4555 North Shallowford Road,Dunwoody,GA,30338,Clinic Center
201821949349300022,900790361,Emory at Dunwoody,4500 North Shallowford Road,Dunwoody,GA,30338,Clinic Center
201821949349300022,900790361,Emory at Dunwoody Family Practice,1776 Old Spring House Lane Suite 2,Dunwoody,GA,30338,Clinic Center
201821949349300022,900790361,Emory at Fayetteville Heart & Vascular,115 Sumner Road,Fayetteville,GA,30214,Clinic Center
201821949349300022,900790361,Emory Heart & Vascular Center,6335 Hospital Parkway Suite 110,Johns Creek,GA,30097,Clinic Center
201821949349300022,900790361,Emory Clinic Orthopaedics Sports & Spine,6335 Hospital Pkwy Suites 301302,Johns Creek,GA,30097,Clinic Center
201821949349300022,900790361,EMORY CLINIC,6335 Hospital Parkway Suite 203,Johns Creek,GA,30097,Clinic Center
201821949349300022,900790361,Emory at LaGrange Ambulatory Surgery,1805 Vernon Road,LaGrange,GA,30240,Clinic Center
201821949349300022,900790361,Emory at LaGrange Davis Road,380 South Davis Road Suites E F,LaGrange,GA,30241,Clinic Center
201821949349300022,900790361,Emory at LaGrange Smith Street,303 Smith Street,LaGrange,GA,30240,Clinic Center
201821949349300022,900790361,SOUTHERN CENTER FOR ORTHOPAEDICS,1801 Vernon Road,LaGrange,GA,30240,Clinic Center
201821949349300022,900790361,EMORY HEART & VASCULAR CENTER,5461 Hillandale Drive,Lithonia,GA,30058,Clinic Center
201821949349300022,900790361,Emory at Locust Grove Heart & Vascular,4851 Bill Gardner Pkwy,Locust Grove,GA,30248,Clinic Center
201821949349300022,900790361,Emory Women's Heart Center,137 Johnson Ferry Road,Marietta,GA,30068,Clinic Center
201821949349300022,900790361,Emory at East Cobb,137 Johnson Ferry Road,Marietta,GA,30068,Clinic Center
201821949349300022,900790361,Emory at McDonough,259 Jonesboro Road,McDonough,GA,30253,Clinic Center
201821949349300022,900790361,EUHM Imaging Center at McDonough,249 Jonesboro Road,McDonough,GA,30253,Clinic Center
201821949349300022,900790361,Emory at Peachtree City,3000 Shakerag Hill,Peachtree City,GA,30269,Clinic Center
201821949349300022,900790361,Emory at Riverdale,6507 Professional Place,Riverdale,GA,30274,Clinic Center
201821949349300022,900790361,Emory at Roswell,1400 Hembree Rd,Roswell,GA,30076,Clinic Center
201821949349300022,900790361,Emory at Sharpsburg,3345 E Highway 34 Suite 101,Sharpsburg,GA,30277,Clinic Center
201821949349300022,900790361,Emory at Snellville,1608 Tree Lane,Snellville,GA,30078,Clinic Center
201821949349300022,900790361,Emory at Stockbridge Highway 138,3579 Highway 138,Stockbridge,GA,30281,Clinic Center
201821949349300022,900790361,EMORY AT STOCKBRIDGE HEART & VASCULAR,1050 EAGLES LANDING PKWY SUITE 101,Stockbridge,GA,30281,Clinic Center
201821949349300022,900790361,Emory at Eagles Landing,1050 Eagles Landing Pkwy SUITE 20,Stockbridge,GA,30281,Clinic Center
201821949349300022,900790361,Emory at Suwanee,345 Peachtree Industrial Blvd,Suwanee,GA,30024,Clinic Center
201821949349300022,900790361,Emory Heart & Vascular CENTER,401 Permian Way,Villa Rica,GA,30180,Clinic Center
201821949349300022,900790361,Emory at West Point,1610 E 10th Street,West Point,GA,31833,Clinic Center
201821949349300022,900790361,EMORY ORTHOPAEDICS & SPINE CENTER,57 EXECUTIVE PARK SOUTH,ATLANTA,GA,30329,CLINIC CENTER
201821949349300022,900790361,EMORY AT SAINT JOSEPH'S PRIMARY CARE,5673 PEACHTREE DUNWOODY Rd NE Suit,ATLANTA,GA,30342,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,1845 Satellite Blvd SUITE 600,DULUTH,GA,30094,CLINIC CENTER
201821949349300022,900790361,EMORY AT AVALON,2795 OLD MILTON PARKWAY,ALPHARETTA,GA,30004,CLINIC CENTER
201821949349300022,900790361,EMORY AT BUFORD,3276 BUFORD DRIVE,BUFORD,GA,30519,CLINIC CENTER
201821949349300022,900790361,EMORY HEART & VASCULAR CENTER,110 SOUTH MAIN STREET,HIAWASSEE,GA,30546,CLINIC CENTER
201821949349300022,900790361,EMORY AT SMYRNA,3903 SOUTH COBB DRIVE SUITE 120,SMYRNA,GA,30080,CLINIC CENTER
201821949349300022,900790361,EMORY AT TUCKER,1459 MONTREAL ROAD SUITE 305,TUCKER,GA,30084,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC (HARKIN ROSWELL),1570 HOLCOMB BRIDGE ROAD,ROSWELL,GA,30076,CLINIC CENTER
201821949349300022,900790361,EMORY AT OLD FOURTH WARD,740 RALPH MC GILL BLVD NE,ATLANTA,GA,30312,CLINIC CENTER
201821949349300022,900790361,EMORY AT PEACHTREE HILLS,2200 PEACHTREE HILLS NW,ATLANTA,GA,30309,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,5671 PEACHTREE DUNWOODY ROAD SUITE,ATLANTA,GA,30342,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,5671 PEACHTREE DUNWOODY ROAD SUITE,ATLANTA,GA,30342,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC (HARKEN BROOKHAVEN),705 TOWN BOULEVARD,ATLANTA,GA,30219,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC (HARKEN AUSTELL),1850 EAST WEST CONNECTOR,AUSTELL,GA,30106,CLINIC CENTER
201821949349300022,900790361,EMORY SPORTS COMPLEX,1968 HAWKS WAY SUITE B,ATLANTA,GA,30329,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC ORTHOPAEDICSSPORTS & SPINE,1567 MILSTEAD ROAD SUITE B,CONYERS,GA,30012,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC (HARKEN DECATUR),158 PONCE DE LEON AVENUE,DECATUR,GA,30308,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC (HARKEN DULUTH),3780 OLD NORCROSS ROAD,DULUTH,GA,30096,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,6300 HOSPITAL PKWY SUITE 145,JOHNS CREEK,GA,30097,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,6335 HOSPITAL PKWY SUITE 115,JOHNS CREEK,GA,30097,CLINIC CENTER
201821949349300022,900790361,EMORY AMBULATORY SURG CTR,7813 SPIVEY STATION BLVD SUITE 100,JONESBORO,GA,30236,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,7823 SPIVEY STATION BLVD SUITE 230,JONESBORO,GA,30236,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,7823 SPIVEY STATION BLVD SUITE 100,JONESBORO,GA,30236,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,7823 SPIVEY STATION BLVD SUITE 200,JONESBORO,GA,30236,CLINIC CENTER
201821949349300022,900790361,EMORY ORTHOPAEDICS & SPINE CENTER,7813 SPIVEY STATION BLVD SUITE 220,JONESBORO,GA,30236,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC (HARKEN EAST COBB),2100 ROSWELL ROAD,MARIETTA,GA,30062,CLINIC CENTER
201821949349300022,900790361,EMORY AT BELMONT,1060 WINDY HILL ROAD SE,SMYRNA,GA,30080,CLINIC CENTER
201821949349300022,900790361,EMORY CLINIC,3903 SOUTH COBB DRIVE SUITE 275,SMYRNA,GA,30080,CLINIC CENTER
201821949349300022,900790361,EMORY HEART & VASCULAR CENTER,3903 SOUTH COBB DRIVE SUITE 110,SMYRNA,GA,30080,CLINIC CENTER
201821949349300022,900790361,EMORY COORDINATED CARE CENTER,3515 HIGHWAY 138 SE,STOCKBRIDGE,GA,30281,CLINIC CENTER
201811319349305006,231352685,PENN MEDICINE AT RADNOR,250 KING OF PRUSSIA ROAD,BALA CYNWYD,PA,19004,OUTPATIENT FACILITY
201811319349305006,231352685,PENN MEDICINE AT BUCKS COUNTY,777 TOWNSHIP LINE ROAD,YARDLEY,PA,19067,OUTPATIENT FACILITY
201811319349305006,231352685,PENN MEDICINE AT VALLEY FORGE,1001 CHESTERBROOK BLVD,BERWYN,PA,19312,OUTPATIENT FACILITY
201811319349305006,231352685,PENN MEDICINE AT WOODBURY HEIGHTS,1006 MANTUA PIKE,WOODBURY HEIGHTS,NJ,08097,OUTPATIENT FACILITY
201811319349305006,231352685,PENN MEDICINE AT RITTENHOUSE,1800 LOMBARD STREET,PHILADELPHIA,PA,19146,INPATIENT REHABILITATION
201811319349305006,231352685,ANATOMY CHEMISTRY,420 GUARDIAN DRIVE,PHILADEPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,BIOMEDICAL RESEARCH BUILDING 2,500 OSLER CIRCLE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,BLOCKLEY HALL,423 GUARDIAN DRIVE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,CAROLYN HOFF LYNCH BIOLOGY LAB,435 S UNIVERSITY AVENUE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,CHEMISTRY LABORATORIES - 1958 WING,231 S 34TH STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,CHESTNUT HALL,3900 CHESTNUT STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,CLINICAL RESEARCH BUILDING,415 CURIE BLVD,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,GL LABORATORY BUILDING,500 S RIDGEWAY,GLENOLDEN,PA,19036,RESEARCH FACILITY
201811319349305006,231352685,GODDARD LABORATORIES,3710 HAMILTON WALK,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,HAYDEN HALL,3320 SMITH WALK,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201811319349305006,231352685,PERELMAN CENTER FOR ADVANCED MEDICINE,3400 CIVIC CENTER BOULEVARD,PHILADELPHIA,PA,19104,OUTPATIENT FACILITY
