object_id,ein,BsnssNmLn1Txt,EIN,OrgnztnCd,GvrnngDcmntLstdInd,SpprtAmt,OthrSpprtAmt
201931629349301003,521932054,JESUIT SCHOOL OF THEOLOGY,941156462,2,1,0,0
201931629349301003,521932054,JOHN LELAND CENTER FOR THEOLOGICAL STUDIES,541890249,2,1,0,0
201931629349301003,521932054,JOHNSON C SMITH THEOLOGICAL SEMINARY,581099447,2,1,0,0
201931629349301003,521932054,KNOX COLLEGE,107574923,2,1,10000,0
201931629349301003,521932054,KNOX THEOLOGICAL SEMINARY,250987250,2,1,0,0
201931629349301003,521932054,LANCASTER THEOLOGICAL SEMINARY,231353386,2,1,0,0
201931629349301003,521932054,LEXINGTON THEOLOGICAL SEMINARY,610479877,2,1,0,0
201931629349301003,521932054,LINCOLN CHRISTIAN UNIVERSITY,370711798,2,1,0,0
201931629349301003,521932054,LOGOS EVANGELICAL SEMINARY,954457666,2,1,0,0
201931629349301003,521932054,LOGSDON SCHOOL OF THEOLOGY OF HARDIN-SIMMONS UNIVERSITY,750808791,2,1,0,0
201931629349301003,521932054,LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,610444768,2,1,0,0
201931629349301003,521932054,LUTHER SEMINARY,411425961,2,1,10000,0
201931629349301003,521932054,LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,362246704,2,1,0,0
201931629349301003,521932054,LUTHERAN THEOLOGICAL SEMINARY,119026292,2,1,0,0
201931629349301003,521932054,LUTHERAN THEOLOGICAL SOUTHERN SEMINARY,570327888,2,1,0,0
201931629349301003,521932054,MCCORMICK THEOLOGICAL SEMINARY,362167802,2,1,0,0
201931629349301003,521932054,MCMASTER DIVINITY COLLEGE,119035970,2,1,0,0
201931629349301003,521932054,MEADVILLE LOMBARD THEOLOGICAL SCHOOL,366078270,2,1,0,0
201931629349301003,521932054,MEMPHIS THEOLOGICAL SEMINARY,626012228,2,1,9000,0
201931629349301003,521932054,METHODIST THEOLOGICAL SCHOOL IN OHIO,314421101,2,1,0,0
201931629349301003,521932054,MOODY THEOLOGICAL SEMINARY OF THE MOODY BIBLE INSTITUTE,362167792,2,1,0,0
201931629349301003,521932054,MORAVIAN THEOLOGICAL SEMINARY,240795460,2,1,0,0
201931629349301003,521932054,MOUNT ANGEL SEMINARY,043703021,2,1,0,0
201931629349301003,521932054,MULTNOMAH BIBLICAL SEMINARY,930398802,2,1,0,0
201931629349301003,521932054,NASHOTAH HOUSE,390806195,2,1,0,0
201931629349301003,521932054,NAZARENE THEOLOGICAL SEMINARY,436890529,2,1,10000,0
201931629349301003,521932054,NEW BRUNSWICK THEOLOGICAL SEMINARY,221994554,2,1,10000,0
201931629349301003,521932054,NEW YORK THEOLOGICAL SEMINARY,131628150,2,1,0,0
201931629349301003,521932054,NEWMAN THEOLOGICAL COLLEGE,107771321,2,1,0,0
201931629349301003,521932054,NORTH PARK THEOLOGICAL SEMINARY,361557840,2,1,0,0
201931629349301003,521932054,NORTHEASTERN SEMINARY AT ROBERTS WESLEYAN COLLEGE,161554414,2,1,8787,0
201931629349301003,521932054,NORTHERN SEMINARY,362169160,2,1,0,0
201931629349301003,521932054,NORTHWEST BAPTIST SEMINARY,107785610,2,1,8000,0
201931629349301003,521932054,OBLATE SCHOOL OF THEOLOGY,741357323,2,1,1845,0
201931629349301003,521932054,PACIFIC SCHOOL OF RELIGION,941186179,2,1,7000,0
201931629349301003,521932054,PALM BEACH ATLANTIC UNIVERSITY SCHOOL OF MINISTRY,858012530,2,1,0,0
201931629349301003,521932054,PALMER THEOLOGICAL SEMINARY OF EASTERN UNIVERSITY,231409675,2,1,0,0
201931629349301003,521932054,PAYNE THEOLOGICAL SEMINARY,316000921,2,1,0,0
201931629349301003,521932054,PENTECOSTAL THEOLOGICAL SEMINARY,510195363,2,1,0,0
201931629349301003,521932054,PERKINS SCHOOL OF THEOLOGY,750800689,2,1,10000,0
201931629349301003,521932054,PHILLIPS THEOLOGICAL SEMINARY,731303821,2,1,10000,0
201931629349301003,521932054,PITTSBURGH THEOLOGICAL SEMINARY,250965473,2,1,0,0
201931629349301003,521932054,PONTIFICAL COLLEGE JOSEPHINUM,314379535,2,1,0,0
201931629349301003,521932054,PORTLAND SEMINARY OF GEORGE FOX UNIVERSITY,930386839,2,1,0,0
201931629349301003,521932054,PRINCETON THEOLOGICAL SEMINARY,210635010,2,1,0,0
201931629349301003,521932054,PROVIDENCE UNIVERSITY COLLEGE AND SEMINARY,108216714,2,1,0,0
201931629349301003,521932054,PURITAN REFORMED SEMINARY,202394341,2,1,0,0
201931629349301003,521932054,QUEEN'S COLLEGE,990327976,2,1,0,0
201931629349301003,521932054,REFORMED EPISCOPAL SEMINARY,236004577,2,1,0,0
201931629349301003,521932054,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY,250987250,2,1,0,0
201931629349301003,521932054,REFORMED THEOLOGICAL SEMINARY,236004577,2,1,0,0
201931629349301003,521932054,REGENT COLLEGE,107881039,2,1,10000,0
201931629349301003,521932054,SACRED HEART MAJOR SEMINARY,380826300,2,1,0,0
201931629349301003,521932054,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,391248271,2,1,0,0
201931629349301003,521932054,SAINT JOHN'S SEMINARY (MA),951642384,2,1,10000,0
201931629349301003,521932054,SAINT MARY SEMINARY AND GRADUATE SCHOOL OF THEOLOGY,340714707,2,1,0,0
201931629349301003,521932054,SAINT MEINRAD SEMINARY AND SCHOOL OF THEOLOGY,350868161,2,1,3000,0
201931629349301003,521932054,SAINT PAUL SCHOOL OF THEOLOGY,440624810,2,1,0,0
201931629349301003,521932054,SAINT PAUL SEMINARY SCHOOL OF DIVINITY,410693970,2,1,0,0
201931629349301003,521932054,SAINT VINCENT SEMINARY,250964126,2,1,0,0
201931629349301003,521932054,SAMUEL DEWITT PROCTOR SCHOOL OF THEOLOGY OF VIRGINIA UNION UNIVERSITY,540524516,2,1,0,0
201931629349301003,521932054,SAN FRANCISCO THEOLOGICAL SEMINARY,941156302,2,1,0,0
201931629349301003,521932054,SEATTLE PACIFIC SEMINARY OF SEATTLE PACIFIC UNIVERSITY,910565553,2,1,0,0
201931629349301003,521932054,SEATTLE UNIVERSITY SCHOOL OF THEOLOGY & MINISTRY,910565006,2,1,0,0
201931629349301003,521932054,SEMINARY OF THE SOUTHWEST,741238448,2,1,0,0
201931629349301003,521932054,SEVENTH-DAY ADVENTIST THEOLOGICAL SEMINARY,381627600,2,1,0,0
201931629349301003,521932054,SHAW UNIVERSITY DIVINITY SCHOOL,560530235,2,1,0,0
201931629349301003,521932054,SIOUX FALLS SEMINARY,460237098,2,1,10000,0
201931629349301003,521932054,SOUTHEASTERN UNIVERSITY COLLEGE OF CHRISTIAN MINISTRIES & RELIGION,590722789,2,1,0,0
201931629349301003,521932054,SS CYRIL & METHODIUS SEMINARY,381358403,2,1,0,0
201931629349301003,521932054,ST ANDREW'S COLLEGE,108154808,2,1,0,0
201931629349301003,521932054,ST ANDREW'S HALL,119163558,2,1,0,0
201931629349301003,521932054,ST AUGUSTINE'S SEMINARY OF TORONTO,119168698,2,1,0,0
201931629349301003,521932054,ST BERNARD'S SCHOOL OF THEOLOGY AND MINISTRY,160743149,2,1,0,0
201931629349301003,521932054,ST CHARLES BORROMEO SEMINARY,231370450,2,1,0,0
201931629349301003,521932054,ST JOHN VIANNEY THEOLOGICAL SEMINARY,841495066,2,1,0,0
201931629349301003,521932054,ST JOHN'S SEMINARY (CA),951642384,2,1,0,0
201931629349301003,521932054,ST JOHN'S UNIVERSITY SCHOOL OF THEOLOGY AND SEMINARY,410693973,2,1,0,0
201931629349301003,521932054,ST JOSEPH'S SEMINARY,131740353,2,1,0,0
201931629349301003,521932054,ST MARY'S SEMINARY AND UNIVERSITY,521052508,2,1,10000,0
201931629349301003,521932054,ST PETER'S SEMINARY,119199016,2,1,0,0
201931629349301003,521932054,ST STEPHEN'S COLLEGE - UNIVERSITY OF ALBERTA,108042417,2,1,0,0
201931629349301003,521932054,ST VINCENT DE PAUL REGIONAL SEMINARY,591028326,2,1,0,0
201931629349301003,521932054,ST VLADIMIR'S ORTHODOX THEOLOGICAL SEMINARY,131656625,2,1,0,0
201931629349301003,521932054,STARR KING SCHOOL FOR THE MINISTRY,941196217,2,1,0,0
201931629349301003,521932054,TALBOT SCHOOL OF THEOLOGY,950549600,2,1,0,0
201931629349301003,521932054,TAYLOR COLLEGE AND SEMINARY,119058907,2,1,0,0
201931629349301003,521932054,THE MASTER'S INSTITUTE,411999800,2,1,0,0
201931629349301003,521932054,THE SEATTLE SCHOOL OF THEOLOGY & PSYCHOLOGY,912037146,2,1,0,0
201931629349301003,521932054,THEOLOGICAL COLLEGE,522058947,2,1,0,0
201931629349301003,521932054,TORONTO SCHOOL OF THEOLOGY,119267342,2,1,0,0
201931629349301003,521932054,TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,450306841,2,1,0,0
201931629349301003,521932054,TRINITY EVANGELICAL DIVINITY SCHOOL,362216176,2,1,0,0
201931629349301003,521932054,TRINITY LUTHERAN SEMINARY,310943182,2,1,0,0
201931629349301003,521932054,TRINITY SCHOOL FOR MINISTRY,251271008,2,1,0,0
201931629349301003,521932054,TYNDALE UNIVERSITY COLLEGE & SEMINARY,107796880,2,1,0,0
201931629349301003,521932054,UNION THEOLOGICAL SEMINARY,131624238,2,1,0,0
201931629349301003,521932054,UNITED LUTHERAN SEMINARY,231365169,2,1,0,0
201931629349301003,521932054,UNITED THEOLOGICAL SEMINARY,310568239,2,1,10000,0
201931629349301003,521932054,UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES,410854766,2,1,0,0
201931629349301003,521932054,UNIVERSITY OF NORTHWESTERN - ST PAUL,410711610,2,1,0,0
201931629349301003,521932054,UNIVERSITY OF THE SOUTH SCHOOL OF THEOLOGY,620475697,2,1,0,0
201931629349301003,521932054,URSHAN GRADUATE SCHOOL OF THEOLOGY,431897269,2,1,10000,0
201931629349301003,521932054,VANCOUVER SCHOOL OF THEOLOGY,108167743,2,1,0,0
201931629349301003,521932054,VIRGINIA THEOLOGICAL SEMINARY,540505937,2,1,0,0
201931629349301003,521932054,WAKE FOREST UNIVERSITY SCHOOL OF DIVINITY,560532138,2,1,10000,0
201931629349301003,521932054,WARTBURG THEOLOGICAL SEMINARY,420681105,2,1,0,0
201931629349301003,521932054,WESLEY BIBLICAL SEMINARY,640579585,2,1,0,0
201931629349301003,521932054,WESLEY SEMINARY AT INDIANA WESLEYAN UNIVERSITY,350885591,2,1,0,0
201931629349301003,521932054,WESLEY THEOLOGICAL SEMINARY,382009204,2,1,0,0
201931629349301003,521932054,WESTERN SEMINARY,930429022,2,1,10000,0
201931629349301003,521932054,WESTERN THEOLOGICAL SEMINARY,382009204,2,1,0,0
201931629349301003,521932054,WESTMINSTER SEMINARY CALIFORNIA,953457731,2,1,0,0
201931629349301003,521932054,WINEBRENNER THEOLOGICAL SEMINARY,340877803,2,1,0,0
201931629349301003,521932054,WYCLIFFE COLLEGE,108223389,2,1,10000,0
201931629349301003,521932054,MENNONITE BRETHREN BIBLICAL SEMINARY,941021104,2,1,10000,0
201931629349301003,521932054,UNIVERSITY OF ST MARY OF THE LAKE MUNDELEIN SEMINARY,362171077,2,1,0,0
201931629349301003,521932054,THE ROBERT E WEBBER INSTITUTE FOR WORSHIP STUDIES,593576254,2,1,0,0
201931629349301003,521932054,ST TIKHON'S ORTHODOX THEOLOGICAL SEMINARY,240798658,2,1,0,0
201931629349301003,521932054,ST PATRICK'S SEMINARY & UNIVERSITY,941156604,2,1,0,0
201931629349301003,521932054,PHOENIX SEMINARY,860711495,2,1,0,0
201931629349301003,521932054,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,440618839,2,1,0,0
201931629349301003,521932054,MISSIO SEMINARY,231937954,2,1,0,0
201931629349301003,521932054,MONTREAL SCHOOL OF THEOLOGY,822876611,2,1,0,0
201931629349301003,521932054,LANCASTER BIBLE COLLEGE,231484178,2,1,0,0
201931629349301003,521932054,COLUMBIA BIBLICAL SEMINARY OF COLUMBIA INTERNATIONAL UNIVERSITY,570352247,2,1,0,0
201901929349300315,900790361,EMORY UNIVERSITY,580566256,2,true,109164153,0
201931989349300848,201304472,UNIVERSITY OF TOLEDO,346401483,5,1,0,0
201901229349300345,061256949,UNIVERSITY OF HARTFORD,060731360,5,true,508622,0
201921349349300632,550788917,EAST TENNESSEE STATE UNIVERSITY,626021046,5,true,156805,0
201921359349204007,204273074,Regent University,541061178,2,1,0,0
201911309349302461,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,546001758,6,1,41460,0
201922419349300732,364500805,CENTRAL MICHIGAN UNIVERSITY,CENTRAL MICHIGAN UNIVERSITY,364500805,6,true,922308,0
201931349349306603,810703551,GOODWIN COLLEGE INC,061627882,2,1,0,0
201931969349301258,464071746,STANFORD HEALTH CARE,946174066,3,true,0,0
201911309349302021,262258318,UNIVERSITY OF LOUISVILLE FOUNDATION INC,237078461,5,1,0,0
201912829349301606,300793395,Loma Linda University,951816009,2,false,0,0
201912829349301606,300793395,Loma Linda University Medical Ctr,953522679,3,false,0,0
201900719349300640,364682140,Azusa Pacific University,951744369,2,1,0,0
201921359349312197,202951275,BAYLOR COLLEGE OF MEDICINE,741613878,2,true,9574827,0
201901419349301700,202834636,LOMA LINDA UNIVERSITY MEDICAL CENTER,953522679,3,1,0,0
201921359349301672,636053517,TUSKEGEE UNIVERSITY,630288878,2,1,0,0
