object_id,ein,BsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
201443189349305919,480554341,PBA ARCHITECTS,1133 EAST SECOND ST,WICHITA,KS,67214,ARCHITECTURAL WORK,180226
201433449349300008,620202000,THOMPSON HOSPITALITY,505 HUNTMAR PARK DRIVE SUITE 350,HERNDON,VA,20170,FOOD SERVICES,1814561
201433449349300008,620202000,BLUECROSS BLUESHIELD OF TN,PO BOX 6539,CAROL STREAM,IL,601976539,BENEFITS,1022086
201433449349300008,620202000,ANDERSON PIPING CO,PO BOX 23246,NASHVILLE,TN,37202,CONSTRUCTION,524801
201433449349300008,620202000,JIM CLARK BUILDERS INC,PO BOX 2243,BRENTWOOD,TN,37024,CONSTRUCTION,444821
201433449349300008,620202000,GCA SERVICES GROUP,PO BOX 534198,ATLANTA,GA,303534198,JANITORIAL SERVICES,393344
201413399349300426,541919810,BON APPETIT,91337 COLLECTIONS DRIVE,CHICAGO,IL,60693,FOOD SERVICE,1116666
201413399349300426,541919810,GROUP BENEFIT SERVICES,PO BOX 62383,BALTIMORE,MD,21264,THIRD PARTY ADMINISTRATOR,259227
201413399349300426,541919810,THE PRINTING EXPRESS,PO BOX 1975,HARRISONBURG,VA,22801,PRINTING SERVICE,128411
201413399349300426,541919810,RICOH USA INC,PO BOX 41564,PHILADELPHIA,PA,19101,OFFICE EQUIPMENT LEASING,118763
201433189349302568,610461768,PIONEER COLLEGE CATERERS,303 GLENROSE AVE,NASHVILLE,TN,372104831,FOOD SERVICE,950600
201433189349302568,610461768,NATIONAL MANAGEMENT RESOURCES CORP,PO BOX 1224,LA GRANGE,GA,30241,PHYSICAL PLANT,832998
201433189349302568,610461768,JENZABAR,PO BOX 845939,BOSTON,MA,022845939,TECHNOLOGY,210644
201433219349300213,262664906,None
201423189349304887,810661056,BOMEL CONSTRUCTION COMPANY INC,8195 E KAISER BLVD,ANAHEIM,CA,92808,CONSTRUCTION CONTRATOR,14906610
201423189349304887,810661056,LLU ADVENTIST HEALTH SCIENCES CENTER,101 REDLANDS BLVD,LOMA LINDA,CA,92354,INSURANCE AND MANAGEMENT,7422093
201423189349304887,810661056,LOMA LINDA UNIV MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,PUCHASED LABOR,2712776
201423189349304887,810661056,VERIZON,PO BOX 920041,DALLAS,TX,953920041,COMMUNICATION NETWORK SUPPORT SERVICES,973185
201423189349304887,810661056,USA MOBILITY WIRELESS,PO BOX 660770,DALLAS,TX,752660770,COMMUNICATION NETWORK SUPPORT SERVICES,864143
201433189349304123,390821861,FOLLETT HIGHER EDUCATION GROUP,1818 SWIFT DRIVE,OAK BROOK,IL,605231576,CAMPUS BOOK SHOP,662890
201433189349304123,390821861,LAMAR COMPANIES,PO BOX 96030,BATON ROUGE,LA,70896,ADVERTISING/MARKETING,457395
201433189349304123,390821861,O&W COMMUNICATION,2040 NORTH AVE,SHEBOYGAN,WI,53083,TELEPHONE PROFESSIONAL SERVICES,349505
201433189349304123,390821861,BLACKBOARD,PO BOX 200154,PITTSBURGH,PA,152510154,EDUCATION TECHNOLOGY,333900
201433189349304123,390821861,WAICU ETC,122 W WASHINGTON AVENUE SUITE 700,MADISON,WI,537032723,EDUCATION TECHNOLOGY,275361
201423219349310327,430652649,PFOODMAN,15480 CLAYTON ROAD SUITE 301,BALLWIN,MO,63011,FOOD SERVICES,6474935
201423219349310327,430652649,BLANTON CONSTRUCTION,550 TURNER BOULEVARD,ST PETERS,MO,63376,CONSTRUCTION,2892328
201423219349310327,430652649,MATHENY HEATING & COOLING SERVICES INC,6317 OLIVE STREET,ST LOUIS,MO,63130,A.C. & HEATING REPAIR SERVICE,1770208
201423219349310327,430652649,PYRAMID ELECTRICAL CONTRACTORS INC,300 MONTICELLO PLACE,FAIRVIEW HEIGHTS,IL,62208,ELECTRICAL WORK,1101614
201423219349310327,430652649,VANDALIA BUS LINES,PO BOX 400,CASEYVILLE,IL,62232,CHARTER BUS SERVICE,905228
201433239349300603,750827421,The Pursuant Group,PO Box 203421,Dallas,TX,753203421,Fundraising,616211
201433239349300603,750827421,Corgan Associates Inc,PO Box 910253,Dallas,TX,753910253,Architect,297059
201433239349300603,750827421,Presidio Networked Solutions Group,PO Box 677638,Dallas,TX,752677638,Phone system,262384
201433239349300603,750827421,Amity Construction,1404 Brookside Dr,Carrollton,TX,750076032,Building construct,224325
201433239349300603,750827421,Resilient Intelligent Networks,PO Box 1285,Argyle,TX,762261285,IT infrastructure,211498
201443369349300524,060646520,CHARTWELLS COMPASS GROUP,C/O ALBERTUS MAGNUS COLLEGE,NEW HAVEN,CT,06511,FOOD SERVICES,662891
201443369349300524,060646520,SSC,25 CONTROLS DRIVE,SHELTON,CT,06484,SECURITY SERVICES,367609
201443369349300524,060646520,LITCHFIELD BUILDERS,2199 STATE STREET,HAMDEN,CT,06517,CONSTRUCTION,299033
201443369349300524,060646520,GLOBAL ENTERTAINMENT,2558 WHITNEY AVENUE SUITE 104,HAMDEN,CT,06518,ADVERTISING/MARKETING,130000
201443369349300524,060646520,LITTLER MENDELSON PC,ONE CENTURY TOWER 265 CHURCH STREET,NEW HAVEN,CT,06510,ATTORNEY,124927
201433219349304933,263162145,THE CORNERSTONE COMPANIES INC,3755 E 82ND STREET SUITE 270,INDIANAPOLIS,IN,46240,CONSTRUCTION,4645932
201433219349304933,263162145,TRIMEDX INC,5451 LAKEVIEW PKWY S DR,INDIANAPOLIS,IN,46268,CLINICAL ENGINEERING,2617741
201433219349304933,263162145,SODEXO INC AFFILIATES,4880 PAYSPHERE CIRCLE,CHICAGO,IL,60674,VARIOUS MANAGEMENT,1814925
201433219349304933,263162145,HORIZON MEDICAL GROUP INC,1345 UNITY PLACE SUITE 345,LAFAYETTE,IN,47905,MEDICAL,1665508
201433219349304933,263162145,INDIANA HAND SHOULDER CENTER,8501 HARCOURT ROAD,INDIANAPOLIS,IN,46260,MEDICAL,680379
201401329349304310,264789471,STATE HIGHER EDUCATION EXECUTIVE OFFICERS,3035 CENTER GREEN DRIVE 100,BOULDER,CO,80301,CONSULTING SERVICES,153462
201401329349304310,264789471,FUTUREWORKS CONSULTING LLC,2800 EAST MADISON ST STE 305,SEATTLE,WA,98112,TECHNICAL ASSISTANCE,141525
201401329349304310,264789471,KSA-PLUS COMMUNICATIONS INC,2000 N 15TH STREET SUITE 200,ARLINGTON,VA,22201,PUBLIC RELATIONS SUPPORT,140547
201401329349304310,264789471,EDUCATION FIRST CONSULTING,PO BOX 22871,SEATTLE,WA,98122,TECHNICAL ASSISTANCE,108445
201401329349304310,264789471,BURNING GLASS INTERNATIONAL,1 FANEUIL HALL MARKET 4TH FLOOR,BOSTON,MA,02109,DATA AND REPORTS FOR EIGHT STATES,107250
201441609349300709,486106237,KSU-IC,2005 RESEARCH PARK CIRCLE,MANHATTAN,KS,66502,"MANAGEMENT, RENT AND ROYALTIES",217809
201441609349300709,486106237,HOVEY WILLIAMS,10801 MASTIN BLVD STE 1000,OVERLAND PARK,KS,66210,LEGAL SERVICES,182971
201442269349303034,480851998,NONE
201422169349300037,341037893,NA
201402769349300805,240795439,GEISINGER QUALITY OPTIONS INC,PO BOX 822434,PHILADELPHIA,PA,19182,HEALTH INSURANCE,430740
201402769349300805,240795439,SWEDA ADVERTISING LLC,201 LACKAWANNA AVE,SCRANTON,PA,18503,ADVERTISING FOR CAMPUS,381708
201402769349300805,240795439,METZ AND ASSOCIATES LTD,2 WOODLAND DR,DALLAS,PA,18612,FOOD SERVICE,151237
201402769349300805,240795439,BUSINESS CARD,PO BOX 15796,WILMINGTON,DE,19886,CREDIT CARDS-BUSINESS EXPENSES,141142
201402769349300805,240795439,KNOWLES ASSOCIATES INSURANCE,316 PENN AVE,SCRANTON,PA,18503,INSURANCE BROKER FOR CAMPUS,134749
201402559349300200,350715530,JIM INGLEDUE CONSTRUCTION INC,319 POKAGON TRAIL STE A,ANGOLA,IN,46703,CONSTRUCTION,5180972
201402559349300200,350715530,BON APPETIT MANAGEMENT COMPANY,91337 COLLECTIONS DRIVE PO BOX 9133,CHICAGO,IL,606931337,CATERING SERVICES,3878510
201402559349300200,350715530,JK ICE VENTURES INC,319 POKAGON TRL STE C,ANGOLA,IN,46703,CONSTRUCTION,770819
201402559349300200,350715530,GRAND HOME AUTOMATION,4246 CORPORATE EXCHANGE DR,HUDSONVILLE,MI,49426,CONSTRUCTION,480264
201402559349300200,350715530,FOLLETT HIGHER EDUCATION GROUP,STORE NO 300 MA 188 3146 SOLUTION,CHICAGO,IL,606773001,BOOKSTORE,426568
201442269349304709,942933165,Peter Hsieh,2 Itasca Place Unit 516,Itasca,IL,60143,Legal,110700
201412969349300241,237456795,ESSENTIA HEALTH SERVICES,407 EAST THIRD STREET,DULUTH,MN,55803,MANAGEMENT,6392844
201402879349301520,954529650,JAMES LIKENS,725 W 10TH STREET,CLAREMONT,CA,91711,PRES./DEAN/TRUSTEE,112680
201412879349300241,344429091,SODEXO INC AFFILIATES,4880 PAYSPHERE CIR,CHICAGO,IL,60674,MAINTENANCE SVCS,5222440
201412879349300241,344429091,SODEXO SERVICES INC,4880 PAYSPHERE CIR,CHICAGO,IL,60674,DINING SVCS,5160121
201412879349300241,344429091,TURNER CONSTRUCTION COMPANY,250 E WILSON BRIDGE RD STE 200,WORTHINGTON,OH,43085,CONSTRUCTION SVCS,3270264
201412879349300241,344429091,SPORTS CONTRACTING GROUP LLC,10303 BRECKSVILLE RD,BRECKSVILLE,OH,44141,CONSTRUCTION SVCS,1316463
201412879349300241,344429091,VORYS SATER SEYMOUR AND PEASE LL,PO BOX 73487,CLEVELAND,OH,44193,LEGAL SVCS,458810
201412879349300626,550370901,ALADDIN FOOD MANAGEMENT SERVICE,PO BOX 17506,PO BOX 17506,BALTIMORE,MD,21297,FOOD SERVICE,851112
201412879349301026,630329409,CULINARY MANAGEMENT SOLUTIONS,5345 ATLANTA HWY,MONTGOMERY,AL,36109,CAFETERIA & CATERING SERVICES,1840644
201412879349301026,630329409,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,MAINTENANCE OUTSOURCING,1496134
201412879349301026,630329409,EFC SYSTEMS INC,9015 OVERLOOK BLVD,BRENTWOOD,TN,37027,COMPUTER OUTSOURCING SERVICES,907348
201412879349301026,630329409,WALKER 360,2501 E 5TH STREET,MONTGOMERY,AL,36107,ADVERTISING,719873
201412879349301026,630329409,BEAR BROTHERS INC,P O BOX 2071,MONTGOMERY,AL,36102,CONSTRUCTION,312513
201442879349300724,350868095,ARAMARK,24818 NETWORK PLACE,CHICAGO,IL,606731225,MAINTENANCE,1444459
201442879349300724,350868095,BRANDPOET,5345 OVERBEND TRAIL,SUWANEE,GA,30024,MARKETING,514163
201442879349300724,350868095,SODEXHO INC,4880 PAYSPHERE CIRCLE,CHICAGO,IL,60674,FOOD SERVICE,2489424
201442879349300724,350868095,ROYALL COMPANY,1920 EAST PARHAM ROAD,RICHMOND,VA,232282208,RECRUITMENT,326365
201442879349300724,350868095,THE LEARNING HOUSE,427 SOUTH FOURTH STREET SUITE 300,LOUISVILLE,KY,402023493,ONLINE SERVICES,186600
201423149349302187,420686467,SODEXO INC,9801 WASHINGTON BLVD,GAITHERSBURG,MD,20878,FOOD SERVICE,2395249
201423149349302187,420686467,WEITZ COMPANY LLC,2801 6TH ST SW A,CEDAR RAPIDS,IA,52404,CONSTRUCTION,1379620
201423149349302187,420686467,ROYALL & COMPANY,1920 E PARHAM RD,RICHMOND,VA,23228,MARKETING,295454
201423149349302187,420686467,CULVER'S LAWN & LANDSCAPNG,1682 DUBUQUE RD,MARION,IA,52302,LAWN SERVICE,236924
201423149349302187,420686467,SECURITAS SECURITY SERVICES,160 SOUTHGATE,IOWA CITY,IA,52240,SECURITY SERVICE,228580
201413289349300436,610466713,SODEXO INC & AFFILIATES,3000 FREDERICA ST,OWENSBORO,KY,42301,FOOD SERVICE,1232422
201413289349300436,610466713,ERNIE DAVIS AND SONS MECHANICAL,1518 E 11TH STREET,OWENSBORO,KY,42303,CONTRACTOR,104723
201443179349304359,351065063,Sisters of Providence,1 Sisters of Providence,St Mary of the Woods,IN,47876,Security,225423
201443179349304359,351065063,Ricoh USA Inc,PO box 534777,Atlanta,GA,303534777,Management Services,102716
201443179349304359,351065063,Campus Management,777 Yamato Road,Boca Raton,FL,33431,Computer software,219598
201443179349304359,351065063,Sodexo Inc & Affiliates,PO Box 130,St Mary of the Woods,IN,47876,food services,916688
201443179349304359,351065063,FHEG,Store #1092,3146 Solutions Center,Chicago,IL,606773001,bookstore,336635
201433149349301113,390978445,ARAMARK,PO BOX 198532,ATLANTA,GA,30384,FOOD SERVICE,1723984
201433149349301113,390978445,FOWLER HAMMER,PO BOX 485,LA CROSSE,WI,546020485,CONSTRUCTION SERVICES,508472
201433149349301113,390978445,BORTON CONSTRUCTION,2 COPELAND AVE STE 201,LA CROSSE,WI,54603,CONSTRUCTION SERVICES,386062
201433149349301113,390978445,CHURCH INTERIORS,14877 750TH AVE,GLENVILLE,MN,56036,CONSTRUCTION SERVICES,157933
201433149349301113,390978445,PER MAR SECURITIES,PO BOX 1101,DAVENPORT,IA,528051101,SECURITY SERVICES,133556
201443159349300979,942515428,TICO CONSTRUCTION,1585 TERMINAL AVE,SAN JOSE,CA,95112,CONSTRUCTION,655141
201443159349300979,942515428,PARAGON MECHANICAL INC,PO BOX 58,SANTA CLARA,CA,95052,HVAC,258439
201443159349300979,942515428,XEROX CORPORATION,PO BOX 802555,CHICAGO,IL,60680,COPY & PRINTING SERVICE,186988
201443159349300979,942515428,TRANE,109 W 55TH ST,DAVENPORT,IA,52806,HVAC,183026
201443159349300979,942515428,ARAMARK CORPORATION,915 DEGUIGNE DR,SUNNYVALE,CA,94088,FOOD SERVICE,175927
201443169349304464,880121831,Sodexo Food Service,Dept 43283,Los Angeles,CA,900883283,Food Services,1011841
201443169349304464,880121831,Sodexo Inc,PO Box 360170,Pittsburgh,PA,152516170,Facilities Management,753538
201443169349304464,880121831,UC Davis Regents,PO Box 989062,West Sacramento,CA,95798,TCES Building Lease,696153
201443169349304464,880121831,Anthem Blue Cross & Blue Shield,PO Box 541029,Los Angeles,CA,90054,Health Care Insurance,503369
201443169349304464,880121831,Greenwood Homes,940 Southwood Blvd Ste 101,Incline Village,NV,89451,Art Building Improvments,502481
201443159349300804,350885591,INSTITUTE FOR PROFESSIONAL DEVELOPM,4025 S RIVERPOINT PARKWAY 6TH FLOO,PHOENIX,AZ,85040,MARKETING/ACCOUNTING,15954000
201443159349300804,350885591,PASKILL STAPLETON AND LORD,ONE ROBERTS AVENUE,GLENSIDE,PA,19038,MARKETING,3906593
201443159349300804,350885591,PIONEER COLLEGE CATERERS,303 GLENROSE AVENUE,NASHVILLE,TN,37210,FOOD SERVICE,4770408
201443159349300804,350885591,WEIGAND CONSTRUCTION,7808 HONEYWELL DRIVE,FORT WAYNE,IN,46825,CONSTRUCTION,12574431
201443159349300804,350885591,BEYNON SPORTS SURFACES,16 ALT RD,HUNT VALLEY,MD,21030,CONSTRUCTION,971735
201443179349306614,131662715,BEEKMAN MARKETING INC,49 EAST 21ST STREET,NEW YORK,NY,10010,ADVERTISING,347334
201443179349306614,131662715,WILKINSON O'GRADY CO INC,499 PARK AVENUE,NEW YORK,NY,10022,INVESTMENT MGMT FEES,169677
201433179349304333,250965603,VOLPATT CONSTRUCTION,100 CASTLEVIEW ROAD,PITTSBURGH,PA,15234,CONSTRUCTION,6809232
201433179349304333,250965603,ALADDIN FOOD MANAGEMENT,16567 COLLECTIONS CENTER DRIVE,CHICAGO,IL,60693,FOOD MANAGEMENT,2094152
201433179349304333,250965603,VEBH ARCHITECTS,470 WASHINGTON ROAD,PITTSBURGH,PA,15228,ARCHITECTS,421152
201433179349304333,250965603,EMBASSY PARK ASSOC,375 SOUTHPOINTE BLVD,CANONSBURG,PA,15317,RENTAL,365850
201433179349304333,250965603,EBSCO SUBSCRIPTIONS,PO BOX 204661,DALLAS,TX,75320,LIBRARY SUBSCRIPTIONS,332409
201423169349304852,810231774,SODEXO OPERATIONS LLC,9801 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,FOOD SERVICE,2366130
201423169349304852,810231774,DICK ANDERSON CONSTRUCTION INC,3424 E US HIGHWAY 12,HELENA,MT,59601,CONSTRUCTION CONTRACTOR,435107
201423169349304852,810231774,ROYALL & COMPANY,1920 E PARHAM RD,RICHMOND,VA,23228,PRINTING/PUBLICATION MATERIALS,390154
201423169349304852,810231774,HELENA SAND AND GRAVEL,2802 LAKE HELENA DR,HELENA,MT,59601,SUBCONTRACTOR,278775
201423169349304852,810231774,MORRISON-MAIERLE INC,1 ENGINEERING PL,HELENA,MT,59602,ENGINEERING SERVICES,249782
201423169349303627,350886846,Tonn and Blank Construction LLC,1623 Greenwood Ave,Michigan City,IN,46360,General Contractor,1864618
201423169349303627,350886846,AVI Foodsystems Inc,2590 Elm Rd NE,Warren,OH,44483,Dining Services,993384
201423169349303627,350886846,Capital Education LLC,200 South Wacker,Suite 1600,Chicago,IL,60606,Online Learning Service Provider,900060
201423169349303627,350886846,Lawnscape Land Management,6806 Parrott Road,Fort Wayne,IN,46803,Lawn maintenace and installation,245703
201443169349303414,541031437,ANTHEM BLUE CROSS BLUE SHIELD,PO BOX 580494,CHARLOTTE,NC,28258,INSURANCE,844018
201443169349303414,541031437,SYSCO FOOD SERVICE,PO BOX 20020,HARRISONBURG,VA,22801,FOOD SERVICE,350081
201443169349303414,541031437,BUSINESS CARD,PO BOX 15796,WILMINGTON,DE,19886,PAYMENT CARD SERVICES,272317
201443169349303414,541031437,CAVALIER MAINTENANCE SERVICES INC,2722 MERRILEE DRIVE SUITE 300,FAIRFAX,VA,22031,MAINTENANCE SERVICE,221377
201443169349303414,541031437,SYNTHETIC SPORTS TURF SOLUTIONS LLC,PO BOX 737,REMINGTON,VA,22734,FIELD INSTALLATION,169000
201433179349304828,362167773,MILLER CANFIELD PADDOCK AND STONE PL,225 W WASHINGTON SUITE 2600,CHICAGO,IL,60606,LEGAL SERVICES,186006
201423149349300402,362167792,The Pursuant Group,PO Box 203421,Dallas,TX,75320,Consultant Fdraising,2008326
201423149349300402,362167792,Berglund Construction,8410 S Chicago Ave,Chicago,IL,60617,Construction Service,658107
201423149349300402,362167792,Oracle America,PO Box 203448,Dallas,TX,75320,Software Support,440279
201423149349300402,362167792,Zera Construction,7800 N Lehigh Ave,Niles,IL,60714,Construction Service,630811
201423149349300402,362167792,Ingenooity Inc,25657 South Kensington Lane,Monee,IL,60449,Website development,808480
201423169349304367,541666531,RENTAL INVESTMENTS ONE LLC,2903-A BOULEVARD,COLONIAL HEIGHTS,VA,23834,CONSTRUCTION,2639539
201423169349304367,541666531,THE TRENT CORPORATION,1840 W BROAD STREET,RICHMOND,VA,23220,CONSTRUCTION,1591132
201423169349304367,541666531,KBS,8050 KIMWAY DRIVE,RICHMOND,VA,23228,CONSTRUCTION,503176
