object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdDsrgrddEntts_PrmryActvtsTxt,IdDsrgrddEntts_LglDmclSttCd,IdDsrgrddEntts_TtlIncmAmt,IdDsrgrddEntts_EndOfYrAsstsAmt,DrctCntrllngEnttyNm_BsnssNmLn1Txt
201911359349311381,540505990,ATLANTIC REAL ESTATE LLC,100 EAST QUEEN STREET,HAMPTON,VA,23668,MULTI TENANT OFFICE BUILDING,VA,33382,20750876,HAMPTON UNIVERSITY
201911359349311381,540505990,HAMPTON BB COMPANY LLC,100 EAST QUEEN STREET,HAMPTON,VA,23668,OPERATE BLACKSBURG HILTON HOTEL,VA,0,0,HAMPTON UNIVERSITY
201911359349311381,540505990,HAMPTON W COMPANY LLC,100 EAST QUEEN STREET,HAMPTON,VA,23668,OPERATE VIRGINIA BEACH WESTIN HOTEL,VA,61065,8353622,HAMPTON UNIVERSITY
201931209349301243,160743140,5257 W HENRIETTA ROAD LLC,5257 W HENRIETTA RD,HENRIETTA,NY,14586,161609483,OWN REAL PROPERTY,NY,5221180,25262914,ROCHESTER INSTITUTE OF TECHNOLOGY
201931209349301243,160743140,MAGIC SPELL STUDIOS LLC,ONE LOMB MEMORIAL DRIVE,ROCHESTER,NY,14623,464163650,DIGITAL RESEARCH CENTER,NY,2860,34685,ROCHESTER INSTITUTE OF TECHNOLOGY
201931209349301243,160743140,RIT VENTURE FUND I LLC,5 LOMB MEMORIAL DRIVE,ROCHESTER,NY,14623,455183880,INVESTMENTS,DE,0,56050,ROCHESTER INSTITUTE OF TECHNOLOGY
201921349349309062,260664313,GARY K HERBERGER YOUNG SCHOLARS ACA,4701 W THUNDERBIRD RD,GLENDALE,AZ,85306,452485965,SCHOOL,AZ,1590737,131508,ASU PREP
201901269349300335,240795445,LU PROPERTIES LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,454740928,REAL ESTATE,PA,LEHIGH UNIV
201901269349300335,240795445,LUP2 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455027811,REAL ESTATE,PA,2890,5268573,LEHIGH UNIV
201901269349300335,240795445,LUP3 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455027849,REAL ESTATE,PA,LEHIGH UNIV
201901269349300335,240795445,LUP4 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455028052,REAL ESTATE,PA,208742,11830787,LEHIGH UNIV
201901269349300335,240795445,LUP5 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455028099,REAL ESTATE,PA,1726206,LEHIGH UNIV
201901269349300335,240795445,LUP6 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455038258,REAL ESTATE,PA,2735116,LEHIGH UNIV
201901269349300335,240795445,LUP7 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455038269,REAL ESTATE,PA,1493029,LEHIGH UNIV
201901269349300335,240795445,LUP8 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455038294,REAL ESTATE,PA,1778167,LEHIGH UNIV
201901269349300335,240795445,LUP9 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455038318,REAL ESTATE,PA,1360,35554,LEHIGH UNIV
201901269349300335,240795445,LUP10 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455038335,REAL ESTATE,PA,510,186795,LEHIGH UNIV
201901269349300335,240795445,LUP11 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455055049,REAL ESTATE,PA,11674,LEHIGH UNIV
201901269349300335,240795445,LUP12 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455055141,REAL ESTATE,PA,1199554,LEHIGH UNIV
201901269349300335,240795445,LUP13 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455055212,REAL ESTATE,PA,31830,1039693,LEHIGH UNIV
201901269349300335,240795445,LUP14 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455055279,REAL ESTATE,PA,1263468,1652243,LEHIGH UNIV
201901269349300335,240795445,LUP15 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455055348,REAL ESTATE,PA,44173,1411647,LEHIGH UNIV
201901269349300335,240795445,LUP16 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455075242,REAL ESTATE,PA,114016,LEHIGH UNIV
201901269349300335,240795445,LUP17 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455075314,REAL ESTATE,PA,1190,3823695,LEHIGH UNIV
201901269349300335,240795445,LUP18 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455075370,REAL ESTATE,PA,510,227908,LEHIGH UNIV
201901269349300335,240795445,LUP19 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455081093,REAL ESTATE,PA,LEHIGH UNIV
201901269349300335,240795445,LUP20 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455081166,REAL ESTATE,PA,1020,LEHIGH UNIV
201901269349300335,240795445,LUP21 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455085420,REAL ESTATE,PA,510,149076,LEHIGH UNIV
201901269349300335,240795445,LUP22 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455094916,REAL ESTATE,PA,340,98198,LEHIGH UNIV
201901269349300335,240795445,LUP23 LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455094965,REAL ESTATE,PA,374041,LEHIGH UNIV
201901269349300335,240795445,LUPLT LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,455095007,REAL ESTATE,PA,LEHIGH UNIV
201901269349300335,240795445,SO-BETH FUNDING LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,454740873,STUDENT HOUS.,PA,25804,86885,LEHIGH UNIV
201901269349300335,240795445,SOUTH RIVER INVESTMENTS LLC,306 SOUTH NEW ST SUITE 451,BETHLEHEM,PA,18015,812135057,REAL ESTATE,PA,181397,2285878,LEHIGH UNIV
201931349349309638,042103558,Quinsigamond Village LLC,One College Street,Worcester,MA,01610,464605316,Real estate,MA,0,1190000,Holy Cross
201901149349300335,941156617,ADOBE MANAGEMENT A LLC,500 EL CAMINO REAL,SANTA CLARA,CA,95053,811570359,INVESTING PURPOSES,DE,0,2231495,SANTA CLARA UNIVERSITY
201901149349300335,941156617,MAKENA ABSOLUTE RETURN SPLITTER X LP,2755 SAND HILL ROAD SUITE 200,MENLO PARK,CA,94025,800804683,INVESTING PURPOSES,DE,-87576,0,SANTA CLARA UNIVERSITY
201910739349301401,240795406,MU REAL ESTATE LLC,301 LAKE STREET,DALLAS,PA,18612,813351641,REAL ESTATE HOLDING COMPANY,PA,0,3976,MISERICORDIA UNIVERSITY
201910249349300826,660177776,Empresas Interex Inc,PO BOX 195274,Hato Rey,PR,00918,660517257,Real Estate Operations,PR,164048,1176797,N/A
201910249349300826,660177776,Inter Agricola Corp,CALL BOX 10004,GUAYAMA,PR,00785,660859450,Agriculture,PR,8165,111529,N/A
201930669349300313,221500484,CENTENARY EQUESTRIAN FOUNDATION,400 JEFFERSON STREET,HACKETTSTOWN,NJ,07940,475219553,EQUESTRIAN ACTIVITIES,NJ,0,51456654,CENTENARY UNIVERSITY
201910189349301356,566049935,WINGATE HOLDINGS LLC,PO BOX 159,WINGATE,NC,28174,823719186,OPERATE GOLF COURSE,NC,549572,8369670,WINGATE UNIVERSITY
201910289349300681,420680466,LUTHER COLLEGE WIND ENERGY PROJECT LLC,700 COLLEGE DRIVE,DECORAH,IA,52101,352366881,PRODUCTION OF ELECTRICITY,IA,233836,1913917,LUTHER COLLEGE VENTURES INC
201803199349318125,263162145,ARNETT CLINIC LLC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,352030653,HEALTHCARE,IN,299828250,0,IUHA
201803199349318125,263162145,CAH PHYSICIANS LLC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,262769447,HEALTHCARE,IN,0,0,IUHA
