object_id,ein,Dsc,BkVlAmt
201813199349301911,133459531,SECURITY DEPOSITS,9353
201843189349301319,351148835,"Contribution Receivable-Leasehold Interest, Net of Amortization",29633333
201930449349300103,750950119,Annuity Funds,521044
201930449349300103,750950119,Endowment Funds,18949925
201930449349300103,750950119,Life Income Funds,1201533
201930449349300103,750950119,Restricted Funds Long Term Purposes,930041
201930449349300103,750950119,Unamortized Loan Costs,1662572
201940679349300114,461812625,PREPAID EXPENSES,230648
201940729349300424,611124267,Beneficial Interest in Foundation Assets,40332441
201940729349300424,611124267,Accounts Receivable- Foundation LOC
201940729349300424,611124267,Interest Receivable
201940729349300424,611124267,Other Assets,9499
201930319349301453,113811029,SECURITY DEPOSIT,10000
201843199349309869,454620000,INTANGIBLES,15883104
201930079349300353,344428207,REAL ESTATE,1548226
201930079349300353,344428207,CASH VALUE OF LIFE INSURANCE,476756
201930079349300353,344428207,BENEFICIAL INTEREST IN TRUSTS,5191364
201813199349303901,470938240,NOTES RECEIVABLE,29158
201813199349313631,137096544,North Grounds Holding Co.,500
201843179349304394,201612906,RESTRICTED DEPOSITS AND RESERVES,98408449
201843179349304394,201612906,ACCRUED INTEREST RECEIVABLE,1635191
201843179349304394,201612906,DUE FROM LONGWOOD,453188
201843179349304394,201612906,DUE FROM LONGWOOD FDN,37500
201843179349304394,201612906,OTHER RECEIVABLE,36405
201813199349308316,710959302,SECURITY DEPOSIT,20000
201803179349308380,472237488,Other Receivables,47032
201803179349308380,472237488,Deposits,1794717
201833179349307968,136171197,OTHER ASSETS,4615272
201833179349307968,136171197,DUE FROM MRO,56418340
201833179349307968,136171197,INSURANCE CLAIMS,176378400
201833179349307968,136171197,SEMA4 EQUIPMENT SUBLEASE REC,1814093
201910789349300126,710239383,CONTRIBUTIONS RECEIVABLE FROM REMAINDER TRUST,6432361
201910789349300126,710239383,INTEREST IN PERPETUAL TRUSTS,20491469
201910789349300126,710239383,OTHER ASSETS,1298362
201803199349312665,550753754,"Affiliate Receivable - Charleston Area Medical Center, Inc.",1288800
201803199349312665,550753754,"Affiliate Receivable - CAMC Foundation, Inc.",143833
201803199349312665,550753754,"Interest in Net Assets - CAMC Foundation, Inc.",3733786
201833189349302138,264509303,DEFERRED OUTFLOWS ON NET PENSION LIA,466106
201833189349302138,264509303,DEFERRED OUTFLOWS ON NET OPEB LIABIL,32344
201931349349306393,560623936,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,7450618
201931349349306393,560623936,CASH VALUE OF LIFE INSURANCE,376584
201931349349306393,560623936,OTHER ASSETS,833696
201931349349306393,560623936,INTEREST RATE SWAP,85473
201813189349310886,470724387,OTHER ASSETS,5827734
201813189349310886,470724387,BENEFICIAL INTEREST IN THE NET ASSETS OF THE FOUNDATION,10707207
201813189349310886,470724387,CONSTRUCTION IN PROGRESS,19377
201803189349311545,221508627,INSURANCE POLICIES,215202
201803189349311545,221508627,DUE FROM AFFILIATES,27756182
201803189349311545,221508627,OTHER RECEIVABLES AND ASSETS,181996
201940739349300829,420680335,ASSETS HELD IN TRUST,4855111
201940739349300829,420680335,UNITRUSTS,1610329
201940739349300829,420680335,CONTRACTS AND MISC,10342
201940739349300829,420680335,CSV LIFE INSURANCE,3736378
201940739349300829,420680335,OTHER,305282
201803179349308615,204075974,DONATED CAMERA FILM,2100
201931029349300538,560554207,BENEFICIAL INTERESTS IN TRUSTS,12045229
201931029349300538,560554207,ASSETS HELD IN CHARITABLE REMAINDER TRUSTS,1044506
201931029349300538,560554207,OTHER ASSETS,78184
201930719349300818,561212691,ENDOWMENT FUNDS,99538
201931299349301553,341018992,Funds Held By Others,347459365
201931369349300018,381357980,BENEFICIAL INTERESTS IN PERPETUAL TRUSTS,24001616
201931369349300018,381357980,CASH SURRENDER VALUE OF LIFE INSURANCE,136882
201931369349300018,381357980,DEPOSITS,25000
201931369349300018,381357980,INTEREST RATE SWAP ASSET,292461
201940419349300454,430610813,ASSETS HELD IN TRUST BY OTHERS,3793197
201931349349305288,941312349,Restricted Cash,1170944
201931349349305288,941312349,Misc Other Assets,577174
201901309349304340,570314408,TRUST FUND ASSETS,5254392
201901309349304340,570314408,CONTRIBUTIONS RECEIVABLE FROM TRUSTS,1056821
201901309349304340,570314408,OTHER ASSETS,649393
201901309349304340,570314408,COLLECTIONS,3763877
201931339349303113,650807808,LIBRARY COLLECTION,288370
201901449349300520,510305893,DEFERRED OUT FLOWS RELATED TO PENSION,17045180
201901449349300520,510305893,DEFERRED OUT FLOWS RELARED TO LOSS ON REFUNDING,638607
201901449349300520,510305893,DEFERRED OUT FLOWS RELATED TO OPEB,5361512
201901449349300520,510305893,DUE FROM AFFILIATE,7104
201930939349300228,470376551,CASH SURRENDER VALUE OF LIFE INSURANCE POLICIES,349622
201930939349300228,470376551,BENEFICIAL INTEREST IN TRUST,4589762
201930939349300228,470376551,ACCRUED INTEREST & OTHER ASSETS,139665
201901309349301845,261221063,DEFERRED OUTFLOWS OF RESOURCES,12489001
201941359349309259,042104300,DEBT SERVICE AND PAYMENT RESERVE FUND,404193
201941359349309259,042104300,RESTRICTED CASH,400116
201941359349309259,042104300,PROPERTY HELD FOR SALE,14583601
201901309349301750,620483210,OTHER ASSETS,1082671
201901309349301750,620483210,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,1939934
201911349349301751,530196640,ACCRUED INVESTMENT INCOME,91345
201911349349301751,530196640,FUNDS HELD IN TRUST BY OTHERS,11765462
201921209349300942,461482891,Other Curent Assets,171701
201921209349300942,461482891,Prepaid Lease,2650000
201911029349300701,330683684,"security deposits, non-current",41300
201911029349300701,330683684,"security deposits, current",41300
201911349349309336,990272261,INTEREST IN NET ASSETS OF CUEF,1455458
201911349349309336,990272261,COLLECTIONS,154104
201911349349309336,990272261,BENEFICIAL INTEREST IN REMAINDER TRUST,29457
201911349349309336,990272261,PREPAID RENT,3331000
201911239349300421,390806202,BENEFICIAL INTEREST IN PRIVATE FOUNDATION,15227625
201911239349300421,390806202,INVESTMENT IN JOINT VENTURE,116516
201911239349300421,390806202,INTEREST RATE EXCHANGE AGREEMENTS,225773
201931059349301338,231526668,DEPOSITS WITH BOND TRUSTEE,24793306
201931059349301338,231526668,BOOKSTORE PREPAID CARDS,18050
201931059349301338,231526668,CASH ESCROW DEPOSIT,60000
201931059349301338,231526668,LINCOLN STD PLAN PREFUND,5339
201911349349309416,610444695,FUNDS HELD IN TRUST BY OTHERS,6965734
201911349349309416,610444695,OTHER ASSETS,75994
201911239349300216,231177930,CASH SURRENDER VALUE OF LIFE INSURANCE,891171
201911239349300216,231177930,DEPOSITS HELD BY TRUSTEE,7222358
201911239349300216,231177930,COLLECTIONS,8818901
201931309349305053,560529933,LAND HELD FOR RESALE,37000
201931309349305053,560529933,BOND PROCEEDS HELD IN TRUST,14626554
201931309349305053,560529933,PERPETUAL TRUSTS HELD BY OTHERS,725278
201941209349301319,475271468,DUE FROM GROUP CENTRAL ORGANIZATION,1018178
201941229349301604,221500645,DEPOSITS W/TRUSTEE,29131000
201941229349301604,221500645,OTHER RECEIVABLES,8441000
201911349349307041,042103567,DEPOSITS WITH BOND TRUSTEE,19112601
201911349349307041,042103567,OTHER ASSETS,93694
201941359349311639,810235407,FUNDS HELD IN TRUST,5521504
201911359349301371,010802914,Related Party Receivables,1961969
201911359349304961,593086453,DUE FROM UCF,11180760
201911359349302901,550394213,FUNDS HELD IN TRUST BY OTHERS,2033802
201911359349302901,550394213,OTHER ASSETS,162580
201941299349300349,650683159,Other Assets,249402
201931269349301128,480547846,RESTR. FUNDS HELD BY TRUSTEE,166128
201931269349301128,480547846,DEFERRED BONDS,194526
201931269349301128,480547846,BENEFICIAL INT-PERPETUAL TRUST,5918483
201911359349304766,660561027,DUE FROM MEDICAL SCIENCES CAMPUS,10658611
201911359349304766,660561027,DUE FROM PR DEPARTMENT OF HEALTH,235090
201911359349304766,660561027,DUE FROM VETERANS ADVOCATE OFFICE,16080
201940499349300504,231413680,DUE TO/FROM SUBSIDIARY,3531964
201940499349300504,231413680,OTHER ASSETS,1105190
201941359349309904,273645560,DUE FROM RELATED PARTIES,2629043
201941359349309904,273645560,OTHER RECEIVABLES,3553084
201931339349306858,030179593,INTEREST IN SPLIT-INTEREST AGREEMENTS,511764
201931339349306858,030179593,ASSETS HELD FOR SALE,3015718
201901339349302675,480543729,INTEREST IN PERPETUAL TRUSTS,13186921
201901339349302675,480543729,OTHER ASSETS,53043
201901339349302675,480543729,INTERFUND RECEIVABLE - CURRENT,13387
201931359349304708,910654200,ASSETS HELD FOR SALE,395812
201941399349300254,471994752,SECURITY DEPOSIT,250
201941399349300254,471994752,AIRPLANES NOT IN SERVICE,168573
201941399349300254,471994752,HANGER 2 NOT COMPLETE,8637
201901339349303665,651059288,Other Prepaid Expenses,1369
201941359349309434,520805606,Other Assets,102160
201941359349309434,520805606,Due from CTU Foundation,4002408
201941299349302199,560594591,ASSETS HELD FOR SALE,6940000
201941299349302199,560594591,CEMETARY PLOTS,31650
201931349349304778,362167842,BENEFICIAL INTEREST IN TRUST,11941125
201931349349304778,362167842,IRREVOCABLE TRUST RECEIVABLE,538982
201931359349311513,391097032,LIBRARY HOLDINGS,1643642
201931359349311513,391097032,NET CAPITALIZED CLOSING COSTS
201931359349301093,381870664,MEDICAL EDUCATION FUNDING RECEIVABLE,920648
201941359349307904,952544535,ALTERNATIVE ASSET PARTNERSHIPS - DISTRESSED/DEBT RELATED,10072025
201941359349307904,952544535,ALTERNATIVE ASSET PARTNERSHIPS - ENERGY/RESOURCES,16705062
201941359349307904,952544535,ALTERNATIVE ASSET PARTNERSHIPS - INTERNATIONAL PRIVATE EQUITY,8020582
201941359349307904,952544535,ALTERNATIVE ASSET PARTNERSHIPS - REAL ESTATE,13239907
201941359349307904,952544535,ALTERNATIVE ASSET PARTNERSHIPS - U.S. PRIVATE EQUITY,18812282
201941359349307904,952544535,ALTERNATIVE ASSET PARTNERSHIPS - VENTURE CAPITAL,25252344
201941359349307904,952544535,MARKETABLE ALTERNATIVES - DISTRESSED,6000000
201941359349307904,952544535,MARKETABLE ALTERNATIVES - DIVERSIFIED ARBITRAGE,23400000
201941359349307904,952544535,MARKETABLE ALTERNATIVES - DIVERSIFIERS,21500000
201941359349307904,952544535,MARKETABLE ALTERNATIVES - EVENT DRIVEN,15600000
201941359349307904,952544535,MARKETABLE ALTERNATIVES - GLOBAL LONG/SHORT,35300000
201941359349307904,952544535,MARKETABLE ALTERNATIVES - OPPORTUNISTIC,8200000
201941359349307904,952544535,WEST COAST CONFERENCE,528715
201941359349307904,952544535,OTHER ASSETS,488615
201941359349307904,952544535,ALTERNATIVE ASSET PARTNERSHIPS - DIVERSIFIERS,613780
201940849349301044,391467668,"DUE FROM HERBERT V. PROCHNOW EDUCATIONAL FOUNDATION, INC.",60000
201941309349301074,166054295,CASH SURRENDER VALUE OF LIFE INSURANCE,226481
201941309349301074,166054295,DEFERRED COMPENSATION PLAN ASSETS,385974
201941309349301074,166054295,FUNDS HELD FOR DEFERRED GIVING,1160899
201941309349301074,166054295,OTHER RECEIVABLES,1438936
201931349349302733,720408915,FUNDS HELD IN TRUST BY OTHERS,28951833
201931349349302733,720408915,OTHER ASSETS,351974
201921309349303227,381358000,BENEFICIAL INTERESTS IN PERPETUAL TR,7427963
201921309349303227,381358000,STUDENT LOAN INTEREST RECEIVABLE,31747
201931359349301458,620511454,OTHER INVESTMENTS,427223
201931359349301458,620511454,CASH SURRENDER VALUE,40164
201931359349301458,620511454,CONSTRUCTIONIN PROGRESS,646346
201901359349309005,390806428,CONTRIBUTION RECEIVABLE FROM REMAINDER TRUSTS,758821
201901359349309005,390806428,BENEFICIAL INTEREST IN PERPETUAL TRUST,2390496
201901359349309005,390806428,DEPOSITS HELD BY TRUSTEE,30797
201901359349309005,390806428,SPLIT INTEREST AGREEMENTS,899304
201941059349300229,750800691,Beneficial Interest in Trusts,10799112
201941059349300229,750800691,Assets held for sale,7815870
201941059349300229,750800691,Restricted Cash,10363680
201941059349300229,750800691,Interest SWAP Agreement,99639
201902109349301380,237135915,CD'S MATURITIES OF MORE THAN 1YR,9384780
201902109349301380,237135915,CAPITAL CREDITS RECEIVABLE,1112992
201921359349304727,640325640,ADVANCES RECEIVABLE,2430000
201941059349300734,481249429,DEPOSITS,16701
201941059349300734,481249429,OTHER RECEIVABLES,6646
201941059349300734,481249429,INTERCOMPANY RECEIVABLES,1534049
201931359349310578,370661227,CAPITAL CAMPAIGN INVESTMENT,88387
201931359349310578,370661227,CHARITABLE REMAINDER TRUST - INVESTMENTS,918638
201931359349310578,370661227,LIFE INSURANCE - CSV,62672
201931359349310578,370661227,MUSEUM & ARTS COLLECTION,1751806
201941059349301704,350867977,BOND PROC & OTHER HELD IN ESCR,37119808
201941059349301704,350867977,RENEWAL & REPLACE IN PROGRESS,29752530
201941059349301704,350867977,BENEFICIAL INT PERPET TRUSTS,2586177
201941059349301704,350867977,UNAMORTIZED BOND ISSUE COSTS,1209954
201911429349300646,362167921,BENEFICIAL INTEREST IN IRREVOCABLE TRUST,4190091
201921359349307522,952798775,INTEREST IN NET ASSETS OF CONCORDIA UNIVERSITY FOUNDATION,6661791
201921359349307522,952798775,BENEFICIAL INTEREST IN PERPETUAL FUNDS,1037772
201921359349307522,952798775,BENEFICIAL INTEREST IN SPLIT INT AGREEMENTS,1078917
201921359349307522,952798775,CASH SURRENDER VALUE OF LIFE INSURANCE,528000
201921369349300622,381624684,Prepaid Deposits,215126
201922119349300817,470938240,NOTES RECEIVABLE,29160
201910549349300416,821654425,Deposit - 100 Cambridge St,685256
201910549349300416,821654425,Deposit - student housing,128480
201931919349300318,420681067,CSV OF LIFE INSURANCE,450000
201910779349300756,420698196,Interest Receivable,23281
201910779349300756,420698196,Construction in Progress,20711342
201813309349300911,480543728,BEQUEST RECEIVABLE,6600000
201813309349300911,480543728,RESTRICTED CASH FOR PROPERTY & EQUIP,1269155
201813309349300911,480543728,LOANS RECEIVABLE FROM STUDENTS,892402
201813309349300911,480543728,RESTRICTED CASH FOR BOND RESERVE,373427
201833549349300738,910473310,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,20572256
201833549349300738,910473310,DEPOSITS HELD BY TRUSTEE,4781160
201901349349301490,042103731,OTHER ASSETS,112853
201901349349301490,042103731,DEPOSITS WITH BOND TRUSTEES,25197483
201803529349300200,630771624,CASH - DEFERRED COMPENSATION,52261
201803529349300200,630771624,CASH - SCHOLARSHIP FUND,190495
201833389349300433,480548361,PREPAID LONG-TERM LEASE,969634
201833389349300433,480548361,INSURANCE DEPOSITS,926751
201833389349300433,480548361,TRUSTS & LIFE INCOME PLANS,211261
201833389349300433,480548361,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,210245
201920099349301107,330934393,ACCREDITATION PREPARATIONS,38247
201920099349301107,330934393,LIBRARY BOOKS,19569
201901349349302865,231352689,Interest in beneficial trust,10496694
201901349349302865,231352689,Due from related organization,99947
201910459349300831,640303086,REAL ESTATE - LAND,16809202
201910459349300831,640303086,REAL ESTATE - TIMBER,3016625
201910459349300831,640303086,COLLECTIONS,1475441
201910459349300831,640303086,HEALTH INSURANCE CLAIMS ACCOUNT,1147914
201910459349300831,640303086,OTHER,253281
201901029349300410,610482955,ENDOWMENT - REAL ESTATE,15124570
201823309349300207,476025325,LIBRARY INVENTORY,301377
201911069349300106,910916534,"Bond issuance costs, net",67700
201911069349300106,910916534,Right of use asset - operating,6424636
201911069349300106,910916534,Right of use asset - financing,7366056
201843489349301109,460623034,SECURITY DEPOSITS,2170
201920849349300412,330704703,SECURITY DEPOSIT,50000
201803539349301015,463187118,Advance for purchase of building,1022776
201921279349302022,452543410,Prepaid Ground lease,1514895
201843199349304644,230973290,ASSETS HELD IN TRUST BY AFFILIATE,14873011
201843199349304644,230973290,CONTRIBUTION RECEIVABLE,3430686
201843139349302649,464645902,SECURITY DEPOSITS,9350
201823519349300797,452494161,Security Deposit,10000
201823179349305917,274188208,SECURITY DEPOSITS,264870
201823179349305917,274188208,DUE FROM CKGSB-CHINA,850000
201823179349305917,274188208,OTHER DEPOSITS,49659
201901309349304870,570314380,CONTRIBUTIONS RECEIVABLE FROM CRT'S,12598322
201901309349304870,570314380,PERPETUAL TRUST HELD BY THIRD PARTY,4586085
201901309349304870,570314380,MISCELLANEOUS RECEIVABLES,6000
201901309349304870,570314380,PROPERTY HELD FOR SALE,175000
201921289349300112,541911091,Charitable Remainder Unitrust,507430
201910359349300011,231543518,BENEFICIAL INTEREST IN PERPETUAL TRUST - THE GARRISON FOUNDATION,2293852
201911359349312126,132676570,"DUE FROM/TO AFFILIATES, NET",51872281
201911359349312126,132676570,ESCROW DEPOSIT MTI BONDS,12461065
201911359349312126,132676570,ARTWORK,462074
201911359349312126,132676570,OTHER LONG TERM ASSETS,350000
201911359349312126,132676570,ADVANCES,19292
201921029349300642,610466713,FUNDS HELD IN TRUST BY OTHERS,4149605
201921029349300642,610466713,CASH SURRENDER VALUE OF LIFE INS.,543191
201921029349300642,610466713,BEQUEST RECEIVABLE,325495
201921029349300727,730555460,ASSETS RESTRICTED FOR LONG TERM PURPOSE,6780147
201921029349300727,730555460,FUNDS HELD BY OTHERS,1307274
