object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdTxExmptOrg_EIN,IdRltdTxExmptOrg_PrmryActvtsTxt,IdRltdTxExmptOrg_LglDmclSttCd,IdRltdTxExmptOrg_ExmptCdSctnTxt,IdRltdTxExmptOrg_PblcChrtySttsTxt,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdTxExmptOrg_CntrlldOrgnztnInd
201423219349308422,237275328,BIG BEND COMMUNITY COLLEGE,7662 CHANUTE STEET NE,MOSES LAKE,WA,98837,910826741,EDUCATION,WA,STATE AGENCY,LINE 2,0
201413399349300426,541919810,PHC FOUNDATION,TEN PATRICK HENRY CIRCLE,PURCELLVILLE,VA,20132,542031700,SUPPORT PATRICK HENRY COLLEGE,VA,501(C)(3),11A,0
201433219349300213,262664906,Maine 4-H Foundation,5717 Corbett Hall,Orono,ME,044695741,Financial resources for 4-H Developement,ME,N/A,false
201423189349304887,810661056,GENERAL CONFERENCE OF SEVENTH-DAY ADVENTISTS,12501 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,520643036,CHURCH,CA,501(C)(3),1,N/A,0
201423189349304887,810661056,LOMA LINDA MERCANTILE,PO BOX 2000,LOMA LINDA,CA,92354,953858272,PURCHASING COMPANY,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY,11145 ANDERSON ST,LOMA LINDA,CA,92350,951816009,UNIVERSITY,CA,501(C)(3),2,N/A,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,1710 BARTON RD,REDLANDS,CA,92373,330245579,PSYCHIATRIC HOSPITAL,CA,501(C)(3),3,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY HEALTH CARE,11175 CAMPUS ST,LOMA LINDA,CA,92354,330364239,HEALTHCARE MANAGEMENT SERVICE ORGANIZATION,CA,501(C)(3),11A,N/A,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON STREET,LOMA LINDA,CA,92354,953522679,HOSPITAL,CA,501(C)(3),3,LLUAHSC,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY MEDICAL ENTERPRISES,11234 ANDERSON ST,LOMA LINDA,CA,92354,330873998,OUTPATIENT PHARMACY,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201423189349304887,810661056,NATIONAL MEDICAL TECHNOLOGY TESTBED,11175 CAMPUS ST,LOMA LINDA,CA,92354,330578722,RESEARCH ORGANIZATION,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201423189349304887,810661056,UNIVERSITY INSURANCE COMPANY OF VERMONT,126 COLLEGE ST SUITE 400,BURLINGTON,VT,05401,030311174,CAPTIVE INSURANCE PROVIDER,VT,501(C)(3),1,N/A,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY ADVENTIST HEALTH SCIENCES CENTER,11175 CAMPUS ST,LOMA LINDA,CA,92354,953804495,PARENT COMPANY,CA,501(C)(3),1,N/A,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL FOUNDATION,PO BOX 2000,LOMA LINDA,CA,92354,330565591,FOUNDATION,CA,501(C)(3),11A,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201423189349304887,810661056,LOMA LINDA UNIVERSITY FACULTY PHARMACY,11234 ANDERSON ST,LOMA LINDA,CA,92354,202834636,OUTPATIENT PHARMACY,CA,501(C)(3),1,LOMA LINDA UNIVERSITY MEDICAL CENTER,0
201423189349304887,810661056,SOCIAL ACTION COMMUNITY HEALTH SYSTEM,1475 EAST 3RD ST,SAN BERNARDINO,CA,92504,330664371,COMMUNITY HEALTH CLINIC,CA,501(C)(3),11A,N/A,0
201433189349304123,390821861,LAKELAND COLLEGE FOUNDATION,PO BOX 359,SHEBOYGAN,WI,530820359,391655132,TO PROVIDE SCHOLARSHIPS TO LAKELAND COLLEGE STUDENTS,WI,501(C)(3),LINE 7,N/A,0
201433219349301053,470489031,Nebraska Christian College Foundation,12550 S 114th Street,Papillion,NE,68046,363447685,Receives donations and invests until transferred to College general fund,NE,501(c)(3),"Line 11a, I",0
201433239349300603,750827421,Dallas Seminary Foundation,3909 Swiss Avenue,Dallas,TX,75204,752188543,Foundation,TX,501c3,N/A,false
201433219349304933,263162145,CLARIAN TRANSPLANT INSTITUTE INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,134350599,HEALTHCARE,IN,501(C)(3),9,IUH,true
201433219349304933,263162145,GOSHEN HEALTH SYSTEM INC,200 HIGH PARK AVE,GOSHEN,IN,46527,351974765,HEALTHCARE,IN,501(C)(3),11 I,IUH,true
201433219349304933,263162145,GOSHEN HOSPITAL ASSOCIATION INC,200 HIGH PARK AVE,GOSHEN,IN,46527,356001540,HEALTHCARE,IN,501(C)(3),3,GHS,true
201433219349304933,263162145,HEALTHLINC INC,714 S ROGERS ST,BLOOMINGTON,IN,47403,263571507,HEALTHCARE,IN,501(C)(3),9,IUHB,true
201433219349304933,263162145,INDIANA RADIOLOGY PARTNERS INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,201017034,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,INDIANA UNIVERSITY HEALTH INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351955872,HEALTHCARE,IN,501(C)(3),3,NA,false
201433219349304933,263162145,IU HEALTH ARNETT FOUNDATION INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,356079797,FUNDRAISING,IN,501(C)(3),11 I,IUHA,true
201433219349304933,263162145,IU HEALTH BALL MEMORIAL HOSPITAL INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,350867958,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH BALL MEMORIAL PHYSICIANS INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351925641,HEALTHCARE,IN,501(C)(3),9,IUHBMH,true
201433219349304933,263162145,IU HEALTH BEDFORD INC,2900 W 16TH ST,BEDFORD,IN,47421,237042323,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH BLACKFORD HOSPITAL INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,010646166,HEALTHCARE,IN,501(C)(3),3,IUHBMH,true
201433219349304933,263162145,IU HEALTH BLOOMINGTON INC,PO BOX 1149,BLOOMINGTON,IN,47403,351720796,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH BMH FOUNDATION INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,311111784,FUNDRAISING,IN,501(C)(3),11 I,IUHBMH,true
201433219349304933,263162145,IU HEALTH CARE ASSOCIATES INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351747218,HEALTHCARE,IN,501(C)(3),9,IUH,true
201433219349304933,263162145,IU HEALTH LAPORTE HOSPITAL INC,PO BOX 250,LAPORTE,IN,46352,351125434,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH LAPORTE PHYSICIANS INC,PO BOX 250,LAPORTE,IN,46352,311070868,HEALTHCARE,IN,501(C)(3),3,IUHLH,true
201433219349304933,263162145,IU HEALTH MORGAN HOSPITAL INC,2209 JOHN R WOODEN DR,MARTINSVILLE,IN,46151,273533027,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH NORTH HOSPITAL INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351932442,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH PAOLI HOSP FOUNDATION INC,PO BOX 499,PAOLI,IN,47454,310992486,FUNDRAISING,IN,501(C)(3),11 III-O,IUHP,true
201433219349304933,263162145,IU HEALTH PAOLI INC,PO BOX 499,PAOLI,IN,47454,352090919,HEALTHCARE,IN,501(C)(3),3,IUHB,true
201433219349304933,263162145,IU HEALTH TIPTON HOSPITAL INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,262772226,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH WEST HOSPITAL INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351814660,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU HEALTH WHITE MEMORIAL HOSPITAL INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,273532963,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,IU MEDICAL GROUP FOUNDATION INC,340 W 10TH ST NO FS5100,INDIANAPOLIS,IN,46202,201093251,FUNDRAISING,IN,501(C)(3),11 II,NA,false
201433219349304933,263162145,METHODIST HEALTH FOUNDATION INC,1800 N CAPITOL AVE,INDIANAPOLIS,IN,46202,356043086,FUNDRAISING,IN,501(C)(3),11 I,IUH,true
201433219349304933,263162145,METHODIST HEALTH GROUP INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,350876390,HEALTHCARE,IN,501(C)(3),11 III-FI,NA,false
201433219349304933,263162145,METHODIST MEDICAL GROUP INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351945384,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,METHODIST OCCUP HEALTH CENTERS INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351844176,HEALTHCARE,IN,501(C)(3),3,IUH,true
201433219349304933,263162145,METHODIST RESEACH INSTITUTE INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,352023710,HEALTHCARE,IN,501(C)(3),11 I,IUH,true
201433219349304933,263162145,MH HEALTHCARE INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,351766531,HEALTHCARE,IN,501(C)(3),3,MMG,true
201433219349304933,263162145,MORGAN CO MEM HOSP FOUNDATION INC,2209 JOHN R WOODEN DR,MARTINSVILLE,IN,46151,352035162,FUNDRAISING,IN,501(C)(3),11 II,IUHMH,true
201433219349304933,263162145,MORGAN CO MEM HOSP GUILD INC,2209 JOHN R WOODEN DR,MARTINSVILLE,IN,46151,310886844,FUNDRAISING,IN,501(C)(3),11 III-FI,IUHMH,true
201433219349304933,263162145,MORGAN HEALTH SERVICES INC,1949 HOSPITAL DR,MARTINSVILLE,IN,46151,351968564,HEALTHCARE,IN,501(C)(3),3,IUHMH,true
201433219349304933,263162145,IU HEALTH WHITE MEMORIAL FOUNDATION,PO BOX 952,MONTICELLO,IN,47960,351671806,FUNDRAISING,IN,501(C)(3),11 III-O,IUHWMH,true
201433219349304933,263162145,UNIVERSITY FAMILY PHYSICIANS INC,950 N MERIDIAN ST STE 800,INDIANAPOLIS,IN,46204,237427350,HEALTHCARE,IN,501(C)(3),9,IUHCA,true
201433219349304933,263162145,REHABILITATION HOSPITAL OF INDIANA INC,4141 SHORE DR,INDIANAPOLIS,IN,46254,351786005,HEALTHCARE,IN,501(C)(3),3,MHH,true
201433219349304933,263162145,RHI FOUNDATION INC,4141 SHORE DR,INDIANAPOLIS,IN,46254,351932349,FUNDRAISING,IN,501(C)(3),11 I,RHI,true
201433219349304933,263162145,IU HEALTH GOSHEN FOUNDATION INC,200 HIGH PARK AVE,GOSHEN,IN,46527,462565300,FUNDRAISING,IN,501(C)(3),11 I,GHS,true
201433219349304933,263162145,LAPORTE HOSPITAL FOUNDATION INC,PO BOX 250,LAPORTE,IN,46352,310952775,FUNDRAISING,IN,501(C)(3),11 I,NA,false
201433219349304933,263162145,THE CHEER GUILD OF RILEY HOSP FOR CHILD,705 RILEY HOSPITAL DR,INDIANAPOLIS,IN,46202,356018517,FUNDRAISING,IN,501(C)(3),11 III-FI,NA,false
201433219349304933,263162145,INDIANA HEALTH INFORMATION EXCHANGE INC,846 N SENATE AVE,INDIANAPOLIS,IN,46202,364550324,HEALTHCARE,IN,501(C)(3),11 I,NA,false
201430929349300603,640902475,UNIVERSITY OF SOUTHERN MISSISSIPPI,118 COLLEGE DRIVE,HATTIESBURG,MS,39406,646000818,PUBLIC UNIVERSITY,MS,170(B)(1)A,0
201411259349301806,454971921,Lifeshape Inc,5200 Buffington Road,Atlanta,GA,30349,200249641,Educational,DE,501(c)(3),"Line 11a, I",National Christian Foundation,0
201432279349302928,237417722,INCAE EDUCATIONAL CENTER INC,APARTADO 960,ALAJUELA,CS,4050,592554797,EDUCATIONAL,CS,501(c)3,active
201402279349303295,571102885,WINTHROP UNIVERSITY,701 OAKLAND AVENUE,ROCK HILL,SC,29733,576001204,HIGHER ED,SC,N/A,false
201402279349303295,571102885,WINTHROP UNIVERSITY FOUNDATION,516 OAKLAND AVENUE,ROCK HILL,SC,29733,237378001,WU SUPPORT,SC,501C3,5,N/A,false
201412469349300551,610470593,Cumberland Wellness Properties Inc,6180 College Station Drive,Williamsburg,KY,40769,261289884,"Leases educational property to University of the Cumberlands, Inc.",KY,501 (c) (3),0
201421339349305372,651230483,CHRISTIAN EXTENSION MINISTRIES,1750 N UNIVERSITY DR,cORAL SPRINGS,FL,33071,650347808,CHURCH,FL,501C3,N/A
201442669349300809,311695478,THOMAS JEFFERSON UNIVERSITY,11TH WALNUT STREET,PHILADELPHIA,PA,19107,231352651,A SCHOOL DESCRIBED IN SECTION 501 (C)(3),PA,501 (C)(3),2,N/A,0
201442669349300809,311695478,THOMAS JEFFERSON UNIVERSITY HOSPITAL INC,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,232829095,A HOSPITAL DESCRIBED IN SECTION 501 (C)(3),PA,501 (C)(3),3,N/A,0
201442669349300809,311695478,THOMAS JEFFERSON UNIVERSITY -HEART INSTITUTE,9501 ROOSEVELT BLVD,PHILADELPHIA,PA,19114,232829095,AN INSTITUTION DESCRIBED IN SECTION 501(C)(3),PA,501 (C)(3),N/A,0
201422669349300042,850164940,University of the Southwest Foundation,6610 N Lovington Hwy,Hobbs,NM,88240,237424724,Support the mission and operations of University of the Southwest,NM,501(c)(3),Type III-Other,N/A,0
201441349349303199,540784341,ASSOCIATION FOR RESEARCH AND ENLIGHTENMENT INC,215 67TH ST,VIRGINIA BEACH,VA,23451,540573802,RESEARCH,VA,501(C)(3),LINE 9,0
201441349349303199,540784341,EDGAR CAYCE FOUNDATION,215 67TH ST,VIRGINIA BEACH,VA,23451,540538204,PERMANENT LEGAL & PHYSICAL CUSTODY OF HISTORICAL RESOURCES,VA,501(C)(3),"LINE 11A, I",ASSOCIATION FOR RESEARCH AND ENLIGHTENMENT INC,1
201441609349300709,486106237,KANSAS STATE UNIVERSITY,110 ANDERSON HALL,MANHATTAN,KS,66506,480771751,HIGHER EDUCATION,KS,0
201441609349300709,486106237,KANSAS STATE UNIVERSITY INSTITUTE FOR COMMERCIALIZATION,2005 RESEARCH PARK CIRCLE,MANHATTAN,KS,66502,481150841,RESEARCH AND DEVELOPMENT AND CREATION OF INCUBATORS TO PRODUCE JOBS IN KS,KS,0
201421679349300807,020332032,UNH (component of the University System of New Hampshire),25 Concord Road,Durham,NH,03824,Education,NH,501(c)(3),Line 2,N/A,0
201432259349301133,541744996,OLD DOMINION UNIVERSITY,5115 HAMPTON BLVD N,NORFOLK,VA,23529,546000884,SUPPORT AND ASSIST OLD DOMINION UNIVERSITY WITH ITS REAL ESTATE TRANSACTIONS,VA,115,N/A,0
201432259349301133,541744996,OLD DOMINION UNIVERSITY EDUCATIONAL FOUNDATION,4417 MONARCH WAY 4TH FLOOR,NORFOLK,VA,23529,546052014,EDUCATIONAL FOUNDATION MANAGES ENDOWMENTS FOR REF,VA,501(C)(3),170(B)(1)(A)(VI),N/A,0
201412029349300321,620481463,National Assoc of Free Will Baptists Inc,5233 Mt View Rd,Antioch,TN,37013,581542098,"Coordinates Annual Convention, Produces One Magazine",TN,170 (b)(1)(A)(l),Yes,N/A
201412029349300321,620481463,Free Will Baptist Foundation,5233 Mt View Road,Antioch,TN,37013,621172550,Holds and invests certain College funds; and is holder of mortgage on College properties,TN,170 (B)(1)(A)(l),Yes,N/A
201412029349300321,620481463,Randall House Publications of Natl Assoc of FWB,114 Bush Road,Nashville,TN,37217,620676318,Publishing house of Free Will Baptists,TN,170 (B)(1)(A)(l),yes,N/A
201402869349300200,480548361,MENNONITE EDUCATION AGENCY INC,3145 BENHAM AVE SUITE 2,ELKHART,IN,46517,352154781,OVERSEE CHURCH SCHOOLS,IN,501(C)(3),CHURCH AUXILIARY,0
201412809349300031,237428512,The New York Association for Analytical,28 East 39th Street,NEW YORK,NY,10016,510243845,A professional society of Jungian analysts,NY,N/A,false
201412879349300241,344429091,POLAR ENTERPRISES,402 WEST COLLEGE AVENUE UNIT 1089,ADA,OH,45810,272573390,ENTREPRENEUR,OH,501(c)(3),9,NA,true
201412979349301111,237008276,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,956006144,Supported Organization,CA,501(c)(3),"Line 11c, III-FI",0
201412879349300626,550370901,APPALACHIAN BIBLE FELLOWSHIP INC,161 COLLEGE DRIVE,MOUNT HOPE,WV,25880,273560790,HOLDASSETS,WV,501C3,2,N/A,false
201412879349301026,630329409,FAULKNER UNIVERSITY FOUNDATION,5345 ATLANTA HIGHWAY,MONTGOMERY,AL,36109,061697483,CHRISTIAN EDUCATION AT FAULKNER UNIVERSITY,AL,501(C)(3),170(B)(1)(A),0
201403009349300885,316064854,CINCINNATI FOUNDATION FOR MORTUARY EDUCA,645 W NORTH BEND ROAD,CINCINNATI,OH,45224,316258237,MORTUARY EDUC,OH,501(C)(3),11(A),NA,false
201442879349300724,350868095,GRACE COMMUNITY EDUCATION,200 SEMINARY DR,WINONA LAKE,IN,46590,460695402,EDUCATION,IN,501(C)(3),2,GRACE COLL,true
201433179349304223,421351526,ALLEN COLLEGE,1825 LOGAN AVENUE,WATERLOO,IA,50703,421351526,EDUCATE AND DEVELOP HEALTHCARE PROFESSIONALS,IA,501(C)(3),170(B)(1) (A)(II),ALLEN HEALTH SYSTEMS INC,0
201433179349304223,421351526,ALLEN HEALTH SYSTEMS INC,1825 LOGAN AVENUE,WATERLOO,IA,50703,421201924,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201433179349304223,421351526,ALLEN MEMORIAL HOSPITAL CORPORATION,1825 LOGAN AVENUE,WATERLOO,IA,50703,420698265,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),ALLEN HEALTH SYSTEMS INC,0
201433179349304223,421351526,ANAMOSA AREA AMBULANCE SERVICE,101 GRANT WOOD DRIVE,ANAMOSA,IA,52205,421466284,PROVIDE AMBULANCE SERVICES,IA,501(C)(3),509(A)(2),ST LUKE'SJONES REGIONAL MEDICAL CENTER,0
201433179349304223,421351526,CENTRAL IOWA HEALTH PROPERTIES CORPORATION,1200 PLEASANT STREET,DES MOINES,IA,50309,421233759,PROPERTY HOLDING COMPANY,IA,501(C)(2),CENTRAL IOWA HEALTH SYSTEM,0
201433179349304223,421351526,CENTRAL IOWA HEALTH SYSTEM,1200 PLEASANT STREET,DES MOINES,IA,50309,421189791,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201433179349304223,421351526,CENTRAL IOWA HOSPITAL CORPORATION,1200 PLEASANT STREET,DES MOINES,IA,50309,420680452,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),CENTRAL IOWA HEALTH SYSTEM,0
201433179349304223,421351526,FINLEY TRI-STATES HEALTH GROUP INC,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,421307495,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE II",IOWA HEALTH SYSTEM,0
201433179349304223,421351526,HULT CENTER FOR HEALTHY LIVING INC,5409 N KNOXVILLE AVE,PEORIA,IL,61614,363510390,HEALTH EDUCATION TO THE COMMUNITY,IL,501(C)(3),170(B)(1) (A)(VI),PROCTOR HOSPITAL,0
201433179349304223,421351526,IOWA HEALTH FOUNDATION,1415 WOODLAND AVE SUITE E-200,DES MOINES,IA,50309,421467682,CHARITABLE FUNDRAISING,IA,501(C)(3),170(B)(1) (A)(VI),CENTRAL IOWA HEALTH SYSTEM,0
201433179349304223,421351526,IOWA HEALTH SYSTEM,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,421435199,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IA,501(C)(3),"509(A)(3), TYPE III",0
201433179349304223,421351526,IOWA PHYSICIANS CLINIC MEDICAL FOUNDATION,8101 BIRCHWOOD COURT,JOHNSTON,IA,50131,421411630,PRIMARY HEALTH CARE SERVICES,IA,501(C)(3),170(B)(1) (A)(III),IOWA HEALTH SYSTEM,0
201433179349304223,421351526,MEMORIAL FOUNDATION OF ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,421201138,CHARITABLE FUNDRAISING,IA,501(C)(3),170(B)(1) (A)(VI),ALLEN HEALTH SYSTEMS INC,0
201433179349304223,421351526,METHODIST HEALTH SERVICES CORPORATION,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,371111135,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IL,501(C)(3),"509(A)(3), TYPE III",IOWA HEALTH SYSTEM,0
201433179349304223,421351526,METHODIST MEDICAL CENTER FOUNDATION,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,510186460,CHARITABLE FUNDRAISING,IL,501(C)(3),170(B)(1) (A)(VI),METHODIST HEALTH SERVICES CORPORATION,0
201433179349304223,421351526,METHODIST MEDICAL CENTER OF ILLINOIS,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,370661223,HOSPITAL,IL,501(C)(3),170(B)(1) (A)(III),METHODIST HEALTH SERVICES CORPORATION,0
201433179349304223,421351526,METHODIST SERVICES INC,221 NORTHEAST GLEN OAK AVENUE,PEORIA,IL,61636,371111134,OFFICE RENTAL,IL,501(C)(3),509(A)(2),METHODIST HEALTH SERVICES CORPORATION,0
201433179349304223,421351526,NELLIE R SHERWOOD TRUST,1026 A AVENUE NE,CEDAR RAPIDS,IA,52402,426061621,PAY MEDICAL BILLS OF RETIRED TEACHERS UNABLE TO PAY,IA,501(C)(3),"509(A)(3), TYPE I",ST LUKE'S METHODIST HOSPITAL,0
201433179349304223,421351526,NORTH CENTRAL IOWA MENTAL HEALTH CENTER INCORPORATED,720 KENYON DRIVE,FORT DODGE,IA,50501,420937390,MENTAL HEALTH CARE,IA,501(C)(3),170(B)(1) (A)(III),TRINITY HEALTH SYSTEMS INC,0
201433179349304223,421351526,NORTHWEST IOWA HOSPITAL CORPORATION,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,421019872,HOSPITAL,IA,501(C)(3),170(B)(1) (A)(III),IOWA HEALTH SYSTEM,0
201433179349304223,421351526,PROCTOR HEALTH CARE INCORPORATED,5409 N KNOXVILLE AVE,PEORIA,IL,61614,371133412,SUPPORT AFFILIATES' MISSION TO IMPROVE HEALTH CARE,IL,501(C)(3),170(B)(1) (A)(III),METHODIST HEALTH SERVICES CORPORATION,0
201433179349304223,421351526,PROCTOR HEALTH SYSTEMS,5409 N KNOXVILLE AVE,PEORIA,IL,61614,364147437,PRIMARY HEALTH CARE SERVICES,IL,501(C)(3),170(B)(1) (A)(III),PROCTOR HEALTH CARE INCORPORATED,0
