object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblCrpTr_EIN,IdRltdOrgTxblCrpTr_PrmryActvtsTxt,IdRltdOrgTxblCrpTr_LglDmclSttCd,IdRltdOrgTxblCrpTr_DrctCntrllngNACd,IdRltdOrgTxblCrpTr_EnttyTxt,IdRltdOrgTxblCrpTr_CntrlldOrgnztnInd
201443189349301864,420680452,BROADBAND INC,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,273819741,INFORMATION TECHNOLOGY MGMT.,IA,N/A,C,0
201443189349301864,420680452,DELHI POINT CONDO ASSOCIATION,350 N GRANDVIEW,DUBUQUE,IA,52001,421467002,REAL ESTATE MANAGEMENT,IA,N/A,C,0
201443189349301864,420680452,HEALTH PLUS INC,5409 N KNOXVILLE AVE,PEORIA,IL,61614,371295532,MANAGED CARE ADMINISTRATION,IL,N/A,C,0
201443189349301864,420680452,HNC SERVICES,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,270987243,FIBER OPTIC NETWORK SERVICES,IA,N/A,C,0
201443189349301864,420680452,MEDIMORE INC,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,421414390,MANAGED CARE,IA,N/A,C,0
201443189349301864,420680452,METHODIST HEALTH VENTURES INC,PO BOX 87,PEORIA,IL,61650,371140939,PHARMACY/OFFICE STAFFING,IL,N/A,C,0
201443189349301864,420680452,METHODIST PHYSICIAN SERVICES INC,PO BOX 87,PEORIA,IL,61650,363858550,MEDICAL SERVICES,IL,N/A,C,0
201443189349301864,420680452,PRECEDENCE INC,4622 PROGRESS DRIVE STE A,DAVENPORT,IA,52807,371288604,MANAGED MENTAL CARE,IA,N/A,C,0
201443189349301864,420680452,PROVIDER RESOURCE MANAGEMENT INC,PO BOX 87,PEORIA,IL,61650,371223550,RESOURCE MANAGEMENT,IL,N/A,C,0
201443189349301864,420680452,RURAL IOWA SPECIALTY PHYSICIAN CONSORTIUM INC,700 E UNIVERSITY AVE,DES MOINES,IA,50316,261271143,SPECIALTY PHYSICIANS MEDICAL CARE,IA,CENTRAL IOWA HOSPITAL CORPORATION,C,720455,223285,0.57000,1
201443189349301864,420680452,STL HEALTH RESOURCES CO,1026 A AVE NE,CEDAR RAPIDS,IA,52402,421193499,PHYSICIAN OFFICE RENTAL,IA,N/A,C,0
201443189349301864,420680452,TRINITY HEALTH ENTERPRISES INC,2701 17TH ST,ROCK ISLAND,IL,61201,363320141,RETAIL DURABLE MEDICAL EQUIPMENT & PHARMACY,IL,N/A,C,0
201443189349301864,420680452,TRINITY PHYSICIAN HOSPITAL ORGANIZATION LTD,4622 PROGRESS DRIVE STE A,DAVENPORT,IA,52807,363924720,MANAGED HEALTH CARE,IA,N/A,C,0
201433219349311983,550526150,Integrated Health Care Providers Inc,PO Box 1547,Charleston,WV,253261547,550751010,Specialty Physician Practices,WV,N/A,C,0
201423239349300212,221487258,ATLANTIC INSURANCE EXCHANGE LTD,98 JAMES STREET,EDISON,NJ,08820,999999999,INSURANCE,BD,JFKHS,C-CORP,false
201423239349300212,221487258,CENTRAL JERSEY MEDICAL GROUP PA,98 JAMES STREET,EDISON,NJ,08820,223477610,INACTIVE,NJ,MRMC,C-CORP,1.00000,true
201423239349300212,221487258,JFK MEDICAL GROUP PC,98 JAMES STREET,EDISON,NJ,08820,223482637,MEDICAL,NJ,JFKMC,C-CORP,false
201423239349300212,221487258,JFK HARTWYCK MGT & CONSULTING INC,98 JAMES STREET,EDISON,NJ,08820,223812130,INACTIVE,NJ,HARTWYCK WEST,C-CORP,false
201423239349300212,221487258,JFK HEALTHSHARE INC,98 JAMES STREET,EDISON,NJ,08820,222528967,MANAGEMENT,NJ,JFKHS,C-CORP,false
201423239349300212,221487258,MIDTOWN SHOPS INC,98 JAMES STREET,EDISON,NJ,08820,221536954,RETAIL COMPLE,NJ,MRMC,C-CORP,-29563,242787,1.00000,true
201423239349300212,221487258,PRIMARY CARE NETWORK,98 JAMES STREET,EDISON,NJ,08820,522069919,HEALTH ORG,NJ,JFKMC,C-CORP,false
201423239349300212,221487258,JFK MEDICAL ASSOCIATES PA,98 JAMES STREET,EDISON,NJ,08820,462219798,PHYSICIAN PRACTIC,NJ,JFKHS,C-CORP,false
201433189349300133,560554230,COMMUNICARE INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561952950,RENTAL REAL ESTATE,NC,N/A,C,0
201433189349300133,560554230,CHOICEHEALTH INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561896065,MANAGED CARE,NC,N/A,C,0
201433189349300133,560554230,NOVANT HEALTH SHARED SERVICES INC (FKA ADEPT HEALTH INC),2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,562226937,ADMIN SVCS,NC,N/A,C,0
201433189349300133,560554230,SALEM HEALTH SERVICES INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561342654,HEALTH RELATED,NC,N/A,C,0
201433189349300133,560554230,SALEM DIAGNOSTICS INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561513621,HEALTH RELATED,NC,N/A,C,0
201433189349300133,560554230,MEDQUEST ASSOCIATES INC,3480 PRESTON RIDGE RD STE 600,ALPHARETTA,GA,30005,223860764,DIAGNOSTIC IMAGING,DE,N/A,C,0
201433189349300133,560554230,TRINOVA INSURANCE LTD,58 PAR LA VILLE ROAD PO BOX 1995,HAMILTON,BERMUDA HMHX,BD,980615601,INSURANCE,BD,N/A,C,0
201433189349300133,560554230,PRESBYTERIAN WOMEN'S CARE CORP,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,562217545,HEALTHCARE,NC,N/A,C,0
201433189349300133,560554230,NOVANT HEALTH RISK RETENTION GROUP,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,203382230,INSURANCE,SC,N/A,C,0
201433189349300133,560554230,ROWAN MEDICAL FACILITIES INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561424672,MEDICAL SUPPLIES,NC,N/A,C,0
201433189349300133,560554230,ROWAN MEDICAL ALLIANCE INC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,561992669,INSURANCE,NC,N/A,C,0
201433189349300133,560554230,FISCAL CORP LTD,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,541282069,HEALTH RELATED,VA,N/A,C,0
201433189349300133,560554230,PRINCE WILLIAM FAMILY HEALTHCARE,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,541748199,HEALTH RELATED,VA,N/A,C,0
201433189349300133,560554230,PRINCE WILLIAM MEDICAL SUPPLY,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,541307554,HEALTH RELATED,VA,N/A,C,0
201403179349306545,111635088,RADIOLOGY CONSULTING OF LONG ISLANDPLLC,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,421646134,HEALTHCARE SVC,NY,GOOD SAMARITAN,C-CORP,false
201403179349306545,111635088,SAMARITAN PEDIATRIC SERVICES PC,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,208180263,HEALTHCARE SVC,NY,GOOD SAMARITAN,C-CORP,false
201403179349306545,111635088,SAMARITAN MEDICAL SERVICES PC,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,208088453,HEALTHCARE SVC,NY,GOOD SAMARITAN,C-CORP,false
201403179349306545,111635088,SOUTHWEST SUFFOLK MEDICAL PC,580 UNION BOULEVARD,WEST ISLIP,NY,11795,061603195,HEALTHCARE SVC,NY,GOOD SAMARITAN,C-CORP,false
201403179349306545,111635088,CARDIAC EKG INTERPRETATION PC,992 N VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,112924518,HEALTHCARE SVC,NY,GOOD SAMARITAN,C-CORP,false
201403179349306545,111635088,LI REGIONAL ARTHRITIS & OSTEOPOROSIS CAR,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,208964140,HEALTHCARE SVC,NY,GOOD SAMARITAN,C-CORP,false
201403179349306545,111635088,SAMARITAN MANAGEMENT SERVICES,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,112838185,HEALTHCARE SVC,NY,CHSLI,C-CORP,false
201403179349306545,111635088,FAIRVIEW HILL MANAGEMENT CO INC,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,112798383,HOLDING CO,NY,CHSLI,C-CORP,false
201403179349306545,111635088,ADVANCED REHABILIATION MEDICINE PLLC,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,113640709,HEALTHCARE SVC,NY,STCHARLES HOSP,C-CORP,false
201403179349306545,111635088,ST FRANCIS CARDIAC PREVENTION SERVICES,100 PORT WASHINGTON BLVD,ROSLYN,NY,11576,113224885,HEALTHCARE SVC,NY,STFRANCIS HOSP,C-CORP,false
201403179349306545,111635088,SOUTH SHORE PRACTICE MANAGEMENT,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,113307977,HEALTHCARE SVC,NY,SAMARITAN MGMT,C-CORP,false
201403179349306545,111635088,SAMARITAN HOME CARE AMERICA,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,113319259,HEALTHCARE SVC,NY,SAMARITAN MGMT,C-CORP,false
201403179349306545,111635088,HEALTH CARE TEMP SERVICES INC,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,112801136,EMPLOYMENT AGENCY,NY,FAIRVIEW HILL,C-CORP,false
201403179349306545,111635088,MERCY INTERNAL MEDICINE PC,992 N VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,510639649,HEALTHCARE SVC,NY,MERCY MED CTR,C-CORP,false
201403179349306545,111635088,LONG ISLAND EMERGENCY CARE PC,1000 N VILLAGE AVE,ROCKVILLE,NY,11571,113633515,PHYSICIAN SVC,NY,MERCY MED CTR,S-CORP,false
201413119349301266,540715569,General Business Concerns Inc,1920 Atherholt Road,Lynchburg,VA,24501,541299682,Real Estate-Physi,VA,NA,C Corp,708158,3078761,1.00000,true
201443189349304404,953797687,GIA INSTRUMENT (TAIWAN) CO,3F 270 NANJING EAST ROAD SEC 3,"TAIPEI, 105, ROC",TW,EDUCATIONAL SERVICES,TW,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,2447792,1872777,1.00000,1
201443189349304404,953797687,GEMOLOGICAL RESEARCH (THAILAND) COMPANY LTD,U-CHU-LIANG BLDG 10TH FL 968 RAM,"SILOM, BANGRAK, BANGKOK 10500",TH,LIMITED LABORATORY SERVICE,TH,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,7592419,4050679,1.00000,1
201443189349304404,953797687,GIA HONG KONG LIMITED,ROOM 301 3/F AON CHINA BUILDING,29 QUEEN'S ROAD CENTRAL,HK,EDUCATIONAL SERVICES,HK,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,2751674,3374968,1.00000,1
201443189349304404,953797687,GIA HONG KONG LABORATORY SERVICES CENTER LIMITED,C/O ROOM 1411 NEW WORLD TOWER,16-18 QUEEN'S ROAD CENTRAL,HK,LOGISTICAL SUPPORT,HK,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,1
201443189349304404,953797687,GIA BELGIUM NV,LANGE HERENTALSESTRAAT 20-26,B-2018 ANTWERP,BE,RESEARCH SERVICES,BE,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,755667,907699,0.78770,1
201443189349304404,953797687,GIA EDUCATION AND LABORATORY LIMITED,SUITE 106 THE ATRIUM DIAMOND TECHN,"PT 67782, BL 8 INDUSTRIAL GABORONE",BC,EDUCATIONAL AND LABORATORY SERVICES,BC,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,3333949,2376332,1.00000,1
201443189349304404,953797687,GEMOLOGICAL INSTITUTE INTERNATIONAL INC,5345 ARMADA DR,CARLSBAD,CA,92008,263688898,EDUCATIONAL AND TRAINING SERVICES,CA,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,4133174,2234641,1.00000,1
201443189349304404,953797687,GIA INDIA LABORATORY PRIVATE LIMITED,10TH FLOOR TRADE CENTRE BANDRA KUR,"BANDRA (EAST), MUMBAI, 400 051",IN,LABORATORY SERVICES,IN,GIA HOLDINGS INC,C,51700403,58992208,1.00000,1
201443189349304404,953797687,GIA MIDDLE EAST (LLC) BUILDING 6WA,OFFICE 801 DUBAI AIRPORT FREE ZONE,"P.O. BOX 293800, DUBAI",AE,EDUCATION AND LOGISTIC SUPPORT,AE,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,523630,2901096,1.00000,1
201443189349304404,953797687,GIA EDUCATION AND LABORATORY (PTY) LTD,512 5TH FL SA DIAMOND CENTRE,"JOHANNESBURG, 2001",SF,EDUCATION AND LAB SERVICES,SF,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,5164539,3243171,1.00000,1
201443189349304404,953797687,GIA HONG KONG LABORATORY LIMITED,ROOM 1411 NEW WORLD TOWER,16-18 QUEEN'S ROAD CENTRAL,HK,LABORATORY SERVICE,HK,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,7989793,4450670,1.00000,1
201443189349304404,953797687,GIA TOKYO GODO KAISHA,YAMAGUCHI BLDG 7 11TH FL 19-9 TAI,"4-CHOME TAITO-KU, TOKYO",JA,LABORATORY SERVICE,JA,GEMOLOGICAL INSTITUTE OF AMERICA INC,C,1597685,3244193,1.00000,1
201443189349300944,222325405,TOMPKINS OFFICE MANAGEMENT SYSTEM,101 DATES DRIVE,ITHACA,NY,14850,161437217,OFFICE MANAGEMENT,NY,CAYUGA MEDICAL CENTER AT ITHACA,C,-122111,703743,1.00000,1
201443189349300944,222325405,CAYUGA AREA PLAN INC,101 DATES DRIVE,ITHACA,NY,14850,161298390,HEALTHCARE,NY,C,453715,524000,0.50000,0
201443189349300944,222325405,CAYUGA AREA PREFERRED INC-(CONSOLIDATED W CAYUGA AREA PLAN),101 DATES DRIVE,ITHACA,NY,14850,161542122,HEALTHCARE,NY,C,0.50000,0
201443189349300944,222325405,CAP CONNECTLLC,101 DATES DRIVE,ITHACA,NY,14850,453969273,HEALTHCARE,NY,CAYUGA MEDICAL CENTER AT ITHACA,C,75141,0.85000,1
201443189349301014,586001901,University Health Resources Inc,1350 Walton Way,Augusta,GA,30901,581601372,Services to Physicians,GA,University Health Inc,C Corp,false
201433219349302893,710236856,MULTIMANAGEMENT SERVICES INC,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,722057299,710599194,MANAGEMENT,AR,BAPTIST HEALTH,C CORPORATION,51955993,68524852,1.00000,true
201433219349302893,710236856,MEDICAL LABORATORIES OF ARKANSAS INC,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,331133952,MEDICAL LAB,AR,NA,C CORPORATION,false
201433219349302893,710236856,BAPTIST MEDCARE INC,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,710678160,MEDICAL CARE,AR,NA,C CORPORATION,false
201433219349302893,710236856,HOMELINK HOME HEALTH CARE SERVICE INC,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,710599195,HOME CARE,AR,NA,C CORPORATION,false
201433219349302893,710236856,HOTEL PROPERTIES INC,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,710599188,HOTELS,AR,NA,C CORPORATION,false
201433219349302893,710236856,SERVICE FINANCE CORPORATION,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,710333251,FINANCE SERVI,AR,NA,C CORPORATION,false
201433219349302893,710236856,SERVICE PROFESSIONALS INC,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,710663406,HOUSEKEEPING,AR,NA,C CORPORATION,false
201433219349302893,710236856,WESTSIDE PROPERTIES INC,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,72205,710532013,REAL ESTATE,AR,NA,C CORPORATION,false
201433219349302893,710236856,INTEGRATED HEALTH RESOURCES LTD,9601 I-630,LITTLE ROCK,AR,72205,331133950,MEDICAL LAB,AR,NA,C CORPORATION,false
201443219349307559,310621866,Kettcor,2110 Leiter Road,Miamisburg,OH,45342,311078381,Health Services,OH,N/A,C,0
201413219349309851,221487307,VALLEY HEALTH MEDICAL GROUP INC,15 ESSEX ROAD,PARAMUS,NJ,07652,223475233,OPERATES URGENT/PRIMARY CARE CLINICS,NJ,VALLEY HEALTH SYSTEM INC,C,0
201413219349309851,221487307,VALLEY HEALTH MEDICAL GROUP NJPC,15 ESSEX ROAD,PARAMUS,NJ,07652,223475166,OPERATES URGENT/PRIMARY CARE CLINICS,NJ,N/A,C,0
201413219349309851,221487307,VALLEY PHYSICIAN SERVICE NY PC,15 ESSEX ROAD,PARAMUS,NJ,07652,453125678,OPERATES URGENT/PRIMARY CARE CLINICS,NY,VALLEY HEALTH SYSTEM INC,C,0
201413219349309851,221487307,VHS INSURANCE COMPANY LTD,010 MAIN STREET,CAYMAN ISLANDS,CJ,980408200,"PROVIDES PROFESSIONAL, MEDICAL AND COMMERCIAL GENERAL LIABILITY INSURANCE",CJ,THE VALLEY HOSPITAL INC,C,48390260,1.00000,1
201443219349303214,221487322,HEALTH PARTNER SERVICES INC,718 TEANECK ROAD,TEANECK,NJ,07666,223618636,MGMT SERVICES,NJ,HNMC,C CORP.,0,3216809,1.00000,true
201443219349303214,221487322,PEACE HEALTH PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,223618634,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,HOUSE PHYSICIANS PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,223808427,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,HEMATOLOGYONCOLOGY PHYSICIANS,718 TEANECK ROAD,TEANECK,NJ,07666,223808421,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,RIVERSIDE FAMILY CARE,718 TEANECK ROAD,TEANECK,NJ,07666,200446233,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,RADIATION ONCOLOGY PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,201104758,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,EXCELCARE MEDICAL ASSOCIATES,718 TEANECK ROAD,TEANECK,NJ,07666,203130405,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,BREAST IMAGING PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,753226059,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,HOLY NAME CARDIOLOGY ASSOCIATES PC,718 TEANECK ROAD,TEANECK,NJ,07666,753226063,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,BREAST CARE PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,113787403,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,HOLY NAME PULMONARY ASSOCIATES PC,718 TEANECK ROAD,TEANECK,NJ,07666,830511119,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,WOMEN'S CLINIC PARTNERS,718 TEANECK ROAD,TEANECK,NJ,07666,364635222,HLTHCARE SVCS,NJ,NA,C CORP.,false
201443219349303214,221487322,MULKAY CARDIOLOGY CONSULTANTS AT HNMC,718 TEANECK ROAD,TEANECK,NJ,07666,463392343,HLTHCARE SVCS,NJ,N/A,C CORP.,false
201423219349310827,741180155,ALLIED METHODIST HOSPITAL PHYSICIANS,6565 FANNIN,HOUSTON,TX,77030,760551274,PHYSICIAN GROUP,TX,N/A,C,0
201423219349310827,741180155,MEDVEST HOLDINGS INC,6565 FANNIN,HOUSTON,TX,77030,760667765,HEALTHCARE INVESTMENT,TX,N/A,C,0
201423219349310827,741180155,MEDVEST INCORPORATED,6565 FANNIN,HOUSTON,TX,77030,760182470,PHARMACY,TX,N/A,C,0
201423219349310827,741180155,METHODIST INTERNATIONAL,6565 FANNIN,HOUSTON,TX,77030,300347273,HEALTHCARE CONSULTING,TX,N/A,C,0
201423219349310827,741180155,METHODIST WILLOWBROOK MOB CONDOMINIUM ASSOCIATION,6565 FANNIN,HOUSTON,TX,77030,680500294,CONDO ASSOCIATION,TX,N/A,C,0
201423219349310827,741180155,METHODIST WILLOWBROOK MOB CONDO ASSOCIATION II,6565 FANNIN,HOUSTON,TX,77030,262137993,CONDO ASSOCIATION,TX,N/A,C,0
201423219349310827,741180155,SAN JACINTO METHODIST-ALEXANDER CONDOMINIUM ASSOCIATION,6565 FANNIN,HOUSTON,TX,77030,470921764,CONDO ASSOCIATION,TX,N/A,C,0
201423219349310827,741180155,SJMH CONDOMINIUM ASSOCIATION,6565 FANNIN,HOUSTON,TX,77030,412096917,CONDO ASSOCIATION,TX,N/A,C,0
201423219349310827,741180155,THE METHODIST HOSPITAL CONDOMINIUM ASSOCIATION,6565 FANNIN,HOUSTON,TX,77030,861065871,CONDO ASSOCIATION,TX,N/A,C,0
201423219349310827,741180155,TMH MEDICAL OFFICE BUILDINGS CONDOMINIUM ASSOCIATION,6565 FANNIN,HOUSTON,TX,77030,760287893,CONDO ASSOCIATION,TX,N/A,C,0
201423219349310827,741180155,METHODIST WEST HOUSTON MOB CONDOMINIUM ASSOC,6565 FANNIN,HOUSTON,TX,77030,300655123,CONDO ASSOCIATION,TX,N/A,C,0
201423219349310827,741180155,METHODIST DELAWARE,6565 FANNIN,HOUSTON,TX,77030,462417339,HEALTHCARE CONSULTING,DE,N/A,C,0
201423219349310827,741180155,METHODIST HEALTH CARE SYSTEM SHORT TERM DISABILITY PLAN TRUST,6565 FANNIN,HOUSTON,TX,77030,766161019,INSURANCE TRUST,TX,N/A,T,0
201443169349304594,111633486,WIN PHYS RECIPROCAL RISK RETENTION GRP,PO BOX 530,BURLINGTON,VT,05402,364634710,RECIPROCAL IN,VT,WUH,C,27837,2900602,1.00000,true
201443169349304594,111633486,WINTHROP CLINICAL PARTNERS INC,259 FIRST ST,MINEOLA,NY,11501,454088169,HEALTHCARE IN,NY,WUH,C,412798,3072567,1.00000,true
201433189349304708,160743310,Affiliated Management Services Corporation Inc,1300 Massachusetts Avenue,Troy,NY,12180,141668024,Real Estate,NY,N/A,C,1
201433189349304708,160743310,Carbondale Area Physicians' Association PC,100 Lincoln Ave,Carbondale,PA,18407,232801677,Medical Insurance Contracting,PA,N/A,C,1
201433189349304708,160743310,Carbondale Area Physicians' PHO Inc,100 Lincoln Ave,Carbondale,PA,18407,232801676,Inactive,PA,N/A,C,1
201433189349304708,160743310,Carbondale Physicians' Services Inc,100 Lincoln Ave,Carbondale,PA,18407,232365077,Pharmacy,PA,N/A,C,1
201433189349304708,160743310,Catherine Horan Building Inc,c/o SPHS 1221 Main Street Suite 108,Holyoke,MA,01040,042938160,Building Management,MA,N/A,C,1
201433189349304708,160743310,Catholic Health East Senior Services,3805 West Chester Pike Suite 100,Newtown Square,PA,19073,371572595,Senior Services,PA,N/A,C,1
201433189349304708,160743310,Chestnut Risk Services Ltd,11 Victoria Street,Hamilton,BD,Insurance,BD,N/A,C,1
201433189349304708,160743310,Community Health Ventures Inc,565 W Western Ave,Muskegon,MI,49440,383522260,Software Marketing,MI,N/A,C,1
201433189349304708,160743310,Diversified Community Services Inc,c/o SPHS 1221 Main Street Suite 108,Holyoke,MA,01040,043128890,Medical Services,MA,N/A,C,1
201433189349304708,160743310,Gateway Health Plan Inc,600 Grant Street,Pittsburgh,PA,15219,251505506,Health Care,PA,N/A,C,1
201433189349304708,160743310,Gateway Health Plan Inc of Ohio,600 Grant Street,Pittsburgh,PA,15219,300282076,Health Care,PA,N/A,C,1
201433189349304708,160743310,Georgia Health Enterprises LLC,1230 Baxter Street,Athens,GA,30606,541806329,Healthcare,GA,N/A,C,1
201433189349304708,160743310,GHE Physicians PC,3500 Piedmont Road,Atlanta,GA,30305,582277939,Practice Management,GA,N/A,C,1
