object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,IdRltdOrgTxblPrtnrshp_DrctCntrllngNACd
201521269349301862,590791034,BIG RUN MEDICAL OFFICE BUILDING LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311608125,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201521269349301862,590791034,CATHERINE HORAN BUILDING LIMITED PARTNERSHIP,1221 MAIN STREET ROOM 108,HOLYOKE,MA,01040,042723429,PROPERTY MANAGEMENT,MA,N/A
201521269349301862,590791034,CENTENNIAL SURGUNIT LLC,502 CENTENNIAL BLVD SUITE 1,VOORHEES,NJ,08043,223580847,HEALTHCARE SERVICES,NJ,N/A
201521269349301862,590791034,CENTER FOR DIGESTIVE CARE LLC,5300 ELLIOTT DRIVE,YPSILANTI,MI,48197,030447062,PROVIDE GASTROINTESTINAL SERVICES,MI,N/A
201521269349301862,590791034,CENTRAL NEW JERSEY HEART SERVICES LLC,PO BOX 148,BAYONNE,NJ,07002,208525458,CARDIAC PROGRAM,NJ,N/A
201521269349301862,590791034,CENTRAL OHIO SLEEP MEDICINE LTD,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311701029,SLEEP MEDICINE SERVICES,OH,N/A
201521269349301862,590791034,CLINTON IMAGING SERVICES LLC,615 VALLEY VIEW DR STE 202,MOLINE,IL,61265,412044739,MRI DIAGNOSTIC SERVICES,IA,N/A
201521269349301862,590791034,EAST NORRITON MEDICAL ASSOCIATES,ONE WEST ELM STREET,CONSHOHOCKEN,PA,19428,232319531,MEDICAL OFFICE BUILDING,PA,N/A
201521269349301862,590791034,FOREST PARK IMAGING LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134365966,X-RAY AND MAMMOGRAPHY SERVICES,IA,N/A
201521269349301862,590791034,FRANCES WARDE MEDICAL LABORATORY,300 WEST TEXTILE ROAD,ANN ARBOR,MI,48104,382648446,LABORATORY,MI,N/A
201521269349301862,590791034,FRESNO IMAGING CENTER,1303 E HERNDON AVE,FRESNO,CA,93720,770363563,DIAGNOSTIC IMAGING,CA,N/A
201521269349301862,590791034,GATEWAY HEALTH PLAN,300 GRANT STREET,PITTSBURGH,PA,15219,251691945,MEDICAID & MEDICARE/SPECIAL NEEDS MANAGED CARE ORGANIZATION,PA,N/A
201521269349301862,590791034,HAWARDEN REGIONAL HEALTH CLINICS LLC,1122 AVENUE L,HAWARDEN,IA,51023,201444339,MEDICAL CLINIC,IA,N/A
201521269349301862,590791034,IDAHO ASC HOLDINGS LLC,4400 E FLAMINGO AVE,NAMPA,ID,83687,364729605,HOLDING COMPANY FOR AMBULATORY SURGERY,ID,N/A
201521269349301862,590791034,LOYOLA AMBULATORY SURGERY CENTER AT OAKBROOK LP,3000 RIVERCHASE GALLERIA STE 500,BIRMINGHAM,AL,35244,364119522,SURGICAL SERVICES,IL,N/A
201521269349301862,590791034,MAGNETIC RESONANCE SERVICES PARTNERSHIP,1416 SIXTH STREET SW,MASON CITY,IA,50401,421328388,MRI SERVICES,IA,N/A
201521269349301862,590791034,MASON CITY AMBULATORY SURGERY CENTER LLC,990 4TH STREET SW,MASON CITY,IA,50401,201960348,SURGERY-SAME DAY,IA,N/A
201521269349301862,590791034,MCE MOB IV LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,421544707,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201521269349301862,590791034,MCMC POB III LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311392994,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201521269349301862,590791034,MEDILUCENT MOB I,793 W STATE STREET,COLUMBUS,OH,43222,204911370,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201521269349301862,590791034,MERCY ADVANCED MRI LLC,2525 SOUTH MICHIGAN AVE,CHICAGO,IL,60616,262116721,SUBLEASE MRI EQUIPMENT,IL,N/A
201521269349301862,590791034,MERCY HEART CTR OP SERVICES LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134237594,CARDIOVASCULAR SERVICES,IA,N/A
201521269349301862,590791034,MERCYMANOR PARTNERSHIP,PO BOX 10086,TOLEDO,OH,43699,521931012,NURSING HOME,PA,N/A
201521269349301862,590791034,MOUNT CARMEL EAST POB III LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311369473,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201521269349301862,590791034,NAZARETH MEDICAL OFFICE BUILDING ASSOCIATES LP,C/O NAZARETH HOSP 2601 HOLME AVE,PHILADELPHIA,PA,19152,232388040,MEDICAL OFFICE BUILDING,PA,N/A
201521269349301862,590791034,NEWCO AMBULATORY SURGERY CTR LLP,4190 24TH AVENUE,FORT GRATIOT,MI,48059,300136708,OUTPATIENT SURGERY CENTER,MI,N/A
201521269349301862,590791034,PHYSICIANS OUTPATIENT SURGERY CENTER LLC,1000 NE 56TH STREET,OAKLAND PARK,FL,33334,352325646,AMBULATORY SURGERY CENTER,FL,N/A
201521269349301862,590791034,SARMED OUTPATIENT PHARMACY LLC,999 N CURTIS RD STE 102,BOISE,ID,83706,510483218,PHARMACY,ID,N/A
201521269349301862,590791034,SIXTY FOURTH STREET LLC,2373 64TH ST STE 2200,BYRON CENTER,MI,49315,202443646,PROVIDE OUTPATIENT SURGICAL CARE,MI,N/A
201521269349301862,590791034,SJV MANAGEMENT LLC,200 CENTURY PKWY STE 200E,MOUNT LAUREL,NJ,08054,202273476,RADIOLOGY,NJ,N/A
201521269349301862,590791034,SMMC MOB II LP,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,364559869,INVESTMENT AND OPERATION OF A MEDICAL BUILDING,PA,N/A
201521269349301862,590791034,ST AGNES LONG-TERM INTENSIVE CARE LLP,C/O MHS ONE WEST ELM ST STE 100,CONSHOHOCKEN,PA,19428,200984882,LONG TERM INTENSIVE CARE,PA,N/A
201521269349301862,590791034,ST ALPHONSUS CALDWELL CANCER CTR LLC,3123 MEDICAL DR,CALDWELL,ID,83605,820526861,RADIATION ONCOLOGY,ID,N/A
201521269349301862,590791034,ST ANN'S MEDICAL OFFICE BLDG II LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311603660,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201521269349301862,590791034,ST MARY REHABILITATION HOSPITAL LLP,113 SEABOARD LANE SUITE B201,FRANKLIN,TN,37067,273938747,MEDICAL SERVICES,DE,N/A
201521269349301862,590791034,ST PETER'S AMBULATORY SURGERY CENTER LLC,1375 WASHINGTON AVENUE STE 201,ALBANY,NY,12206,460463892,OUTPATIENT SURGERY,NY,N/A
201521269349301862,590791034,TAMARACK MEDICAL CLINIC LLC,402 OLD STATE HWY,CASCADE,ID,83611,201637921,OUTPATIENT MEDICAL SERVICES,ID,N/A
201521269349301862,590791034,THE AMBULATORY SURGERY CENTER AT ST MARY LLC,1203 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,232871206,OUTPATIENT SURGERY,PA,N/A
201521269349301862,590791034,WESTAR MEDICAL OFFICE BUILDING LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311784409,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201521269349301862,590791034,WOODLAND IMAGING CENTER LLC,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,760820959,RADIOLOGY/IMAGING,MI,N/A
201521269349301337,520491660,Surgicenter at Pasadena LLC,5565 Sterrett Place 5th Floor,Columbia,MD,21044,522009504,MEDICAL SERVIces,MD,NA,false,false
201521269349301337,520491660,Physician Imaging of Washington Hospital,6525 Belcrest Road Suite G 50,Hyattsville,MD,20782,562616090,Lab Services,MD,NA,false,false
201511279349301166,520591685,SURGICENTER AT PASADENA LLC,5565 STERRETT PLACE 5TH FLOOR,COLUMBIA,MD,21044,522009504,MEDICAL SERVI,MD,NA,false
201511279349301166,520591685,PHYSICIAN IMAGING OF WASHINGTON HOSPITAL,6525 BELCREST ROAD SUITE G 50,HYATTSVILLE,MD,20782,562616090,LAB SERVICES,MD,NA,false
201521269349300102,560529988,PEACE COLLEGE AND FOUNDATION INVESTMENT,15 EAST PEACE STREET,RALEIGH,NC,27604,943481706,DEVELOPMENT,NC,INVESTMENT,168090,17761569,false,false,0.80335
201521219349300137,341018992,TRIANGLE RESIDENTIAL LP,10900 EUCLID AVENUE,CLEVELAND,OH,44106,202569698,REAL ESTATE MGMT,OH,N/A,EXCLUDED,3974918,20384952,false,false,0
201521219349300202,310536715,GCM GROSVENOR DAYTON INVESTMENT FUND LP,767 FIFTH AVE 14TH FLOOR,NEW YORK,NY,10153,272764289,INVESTMENTS,NY,UD,RELATED,415201,14174335,false,-27863,false,0.99502
201521629349300312,951644037,ANDURIL HOLDINGS LLC,310 ALDER ROAD PO BOX 841,DOVER,DE,19904,010935824,INVESTMENTS,DE,PEPPERDINE UNIVERSITY,EXCLUDED,179612,1157441,0,0,0.99000
201541259349300934,061645496,LANCASTER PET PARTNERSHIP LLP,PO BOX 4216,LANCASTER,PA,17604,233102793,MEDICAL SERVICES,PA,LANCASTER GENERAL IMAGING CORPORATION,RELATED,false,0
201541259349300934,061645496,MRI GROUP LLP,PO BOX 4216,LANCASTER,PA,17604,331011386,MEDICAL SERVICES,PA,LANCASTER GENERAL IMAGING CORPORATION,RELATED,false,0
201541259349300934,061645496,LG HEALTH COMMUNITY CARE COLLABORATIVE LLC,555 NORTH DUKE STREET,LANCASTER,PA,17604,455542179,ACCOUNTABLE CARE ORGANIZATION,PA,LANCASTER GENERAL HOSPITAL,RELATED,false,0
201541279349301094,430653611,6188 McPherson LLC,One Brookings Dr CB 1058,St Louis,MO,63130,460641754,Real Estate,MO,Parallel Properties LLC,Excluded,5155859,false,false,0.01100
201541279349301094,430653611,St Louis Internet2 Access Consortium LLC,700 Rosedale Ave CB 1034,St Louis,MO,63112,470849522,Internet Access,MO,Washington University,Unrelated,-32965,47682,false,true,0.33530
201541279349301094,430653611,St Louis Land Company LLC,4320 Forest Park Ave,St Louis,MO,63108,134229138,Real Estate,MO,Washington University,Excluded,997615,12579128,false,false,0.59340
201541279349301094,430653611,UV Partners IV-A LP,2755 E Cottonwood Parkway Ste 520,Salt Lake City,UT,84121,263732855,Investment,DE,Washington University,Excluded,3096,16124363,false,false,0.95010
201541279349301094,430653611,Elm Park Credit Opportunities Fund LP,2101 Cedar Springs Rd Suite 700,Dallas,TX,75201,452685002,Investment,DE,Washington University,Excluded,2148600,17889321,false,false,0.70360
201541279349301094,430653611,Kimmeridge Energy Net Profits Interest Fund LP,40 Worth St 10th Floor,New York,NY,10013,352441391,Investment,DE,Washington University,Excluded,12328884,false,false,0.97790
201541279349301094,430653611,LSLO Partners Fund LP,380 Lafayette St 6th Floor,New York,NY,10003,800787226,Investment,DE,Washington University,Excluded,33824035,176674309,false,false,0.95620
201541279349301094,430653611,Pelion Ventures V-A LP,2755 E Cottonwood Pkwy,Salt Lake City,UT,84121,453150283,Investment,DE,Washington University,Excluded,34469,4499881,false,false,0.74760
201541279349301094,430653611,The Retina Institute LLC,1600 Brentwood Blvd Suite 800,St Louis,MO,63144,431712437,Medical practice,MO,Washington University,Unrelated,4786,-7268,false,true,0.50000
201541279349301094,430653611,McPherson Master Tenant LLC,One Brookings Dr CB 1058,St Louis,MO,63130,383915678,Real Estate,MO,Parallel Properties LLC,Excluded,false,false,0.01000
201541279349301094,430653611,NDFY14 Master Tenant LLC,One Brookings Dr CB 1058,St Louis,MO,63130,464787961,Real Estate,MO,BOBB LLC,Excluded,1,false,false,0.01000
201541279349301094,430653611,North Delmar FY14 LLC,One Brookings Dr CB 1058,St Louis,MO,63130,901030904,Real Estate,MO,BOBB LLC,Excluded,10,5161153,false,false,0.89100
201501319349301510,231352213,WIND GAP PROF,3435 WINCHESTER ROAD SUITE 300,ALLENTOWN,PA,181042284,232641715,HEALTHCARE SVCS.,PA,BETHLEHEM,RELATED,0,0,false,0,false,0.67000
201511329349301416,520591667,Arundel Physicians Associates LLC,301 Hospital Drive,Glen Burnie,MD,20161,522000762,Healthcare,MD,N/A
201511329349301416,520591667,Baltimore Washington Imaging LLC,301 Hospital Drive,Glen Burnie,MD,20161,200806027,Healthcare,MD,N/A
201511329349301416,520591667,Central Maryland Radiology Oncology LLC,10710 Charter Drive,Columbia,MD,21044,270879418,Healthcare,MD,NA
201511329349301416,520591667,Innovative Health LLC,29165 Canvasback Drive Suite 100,Easton,MD,21601,521997287,Billing,MD,N/A
201511329349301416,520591667,NAHSunrise of Severna Park LLC,301 Hospital Drive,Glen Burnie,MD,20161,541810729,Healthcare,MD,N/A
201511329349301416,520591667,North Arundel Senior Living LLC,301 Hospital Drive,Glen Burnie,MD,20161,541810728,Healthcare,MD,N/A
201511329349301416,520591667,Shipley's Imaging Center LLC,22 South Greene Street,Baltimore,MD,21201,522040338,Healthcare,MD,N/A
201511329349301416,520591667,Universitycare LLC,22 South Greene Street,Baltimore,MD,21201,521914892,Healthcare,MD,NA
201511329349301416,520591667,O'Dea Medical Arts Limited Partnership,7601 Osler Drive,Towson,MD,21204,521682964,Rental,MD,NA
201511329349301416,520591667,Advanced Imaging at St Joseph Medical C,7601 Osler Drive,Towson,MD,21204,521958002,Healthcare,MD,N/A
201511329349301416,520591667,UCHSUMMS Real Estate Trust,520 Upper Chesapeake Dr,bel air,MD,21014,276803540,HOLD LAND,MD,N/A
201501349349303670,421315493,PLEASANT PLAIN INVESTMENT LTD,2000 N COURT 20D,FAIRFIELD,IA,52566,421326047,REAL ESTATE,IA,MAHARISHI UNIVERSITY,RENTS EXCLUDED 512B3,556516,232904,false,false,0.99000
201511329349302536,741109620,201 NORTH TRYON CO-INVESTMENT I LP,701 BRICKELL AVE SUITE 2020,MIAMI,FL,33131,455564948,REAL ESTATE,FL,WILLIAM MARSH RICE UNIVERSITY,EXCLUDED,533243,8644400,false,0,false,0.6667
201501349349306550,311308555,ADVENT REHABILITATION LLC,607 DEWEY AVENUE SUITE 300,GRAND RAPIDS,MI,49504,383306673,REHABILITATION THERAPY SERVICES,MI,N/A
201501349349306550,311308555,BIG RUN MEDICAL OFFICE BUILDING LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311608125,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201501349349306550,311308555,CATHERINE HORAN BUILDING LIMITED PARTNERSHIP,1221 MAIN STREET ROOM 108,HOLYOKE,MA,01040,042723429,PROPERTY MANAGEMENT,MA,N/A
201501349349306550,311308555,CENTENNIAL SURGUNIT LLC,502 CENTENNIAL BLVD SUITE 1,VOORHEES,NJ,08043,223580847,HEALTHCARE SERVICES,NJ,N/A
201501349349306550,311308555,CENTER FOR DIGESTIVE CARE LLC,5300 ELLIOTT DRIVE,YPSILANTI,MI,48197,030447062,PROVIDE GASTROINTESTINAL SERVICES,MI,N/A
201501349349306550,311308555,CENTRAL NEW JERSEY HEART SERVICES LLC,PO BOX 148,BAYONNE,NJ,07002,208525458,CARDIAC PROGRAM,NJ,N/A
201501349349306550,311308555,CENTRAL OHIO SLEEP MEDICINE LTD,6150 EAST BROAD STREET,COLUMBUS,OH,43213,311701029,SLEEP MEDICINE SERVICES,OH,N/A
201501349349306550,311308555,CLINTON IMAGING SERVICES LLC,615 VALLEY VIEW DR STE 202,MOLINE,IL,61265,412044739,MRI DIAGNOSTIC SERVICES,IA,N/A
201501349349306550,311308555,EAST NORRITON MEDICAL ASSOCIATES,ONE WEST ELM STREET,CONSHOHOCKEN,PA,19428,232319531,MEDICAL OFFICE BUILDING,PA,N/A
201501349349306550,311308555,FOREST PARK IMAGING LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134365966,X-RAY AND MAMMOGRAPHY SERVICES,IA,N/A
201501349349306550,311308555,FRANCES WARDE MEDICAL LABORATORY,300 WEST TEXTILE ROAD,ANN ARBOR,MI,48104,382648446,LABORATORY,MI,N/A
201501349349306550,311308555,FRESNO IMAGING CENTER,1303 E HERNDON AVE,FRESNO,CA,93720,770363563,DIAGNOSTIC IMAGING,CA,N/A
201501349349306550,311308555,GATEWAY HEALTH PLAN,300 GRANT STREET,PITTSBURGH,PA,15219,251691945,MEDICAID & MEDICARE/SPECIAL NEEDS MANAGED CARE ORGANIZATION,PA,N/A
201501349349306550,311308555,HAWARDEN REGIONAL HEALTH CLINICS LLC,1122 AVENUE L,HAWARDEN,IA,51023,201444339,MEDICAL CLINIC,IA,N/A
201501349349306550,311308555,IDAHO ASC HOLDINGS LLC,4400 E FLAMINGO AVE,NAMPA,ID,83687,364729605,HOLDING COMPANY FOR AMBULATORY SURGERY,ID,N/A
201501349349306550,311308555,LOYOLA AMBULATORY SURGERY CENTER AT OAKBROOK LP,3000 RIVERCHASE GALLERIA STE 500,BIRMINGHAM,AL,35244,364119522,SURGICAL SERVICES,IL,N/A
201501349349306550,311308555,MAGNETIC RESONANCE SERVICES PARTNERSHIP,1416 SIXTH STREET SW,MASON CITY,IA,50401,421328388,MRI SERVICES,IA,N/A
201501349349306550,311308555,MASON CITY AMBULATORY SURGERY CENTER LLC,990 4TH STREET SW,MASON CITY,IA,50401,201960348,SURGERY-SAME DAY,IA,N/A
201501349349306550,311308555,MCE MOB IV LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,421544707,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201501349349306550,311308555,MCMC POB III LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311392994,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201501349349306550,311308555,MEDILUCENT MOB I,793 W STATE STREET,COLUMBUS,OH,43222,204911370,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201501349349306550,311308555,MERCY ADVANCED MRI LLC,2525 SOUTH MICHIGAN AVE,CHICAGO,IL,60616,262116721,SUBLEASE MRI EQUIPMENT,IL,N/A
201501349349306550,311308555,MERCY HEART CTR OP SERVICES LLC,1000 4TH STREET SW,MASON CITY,IA,50401,134237594,CARDIOVASCULAR SERVICES,IA,N/A
201501349349306550,311308555,MERCYMANOR PARTNERSHIP,PO BOX 10086,TOLEDO,OH,43699,521931012,NURSING HOME,PA,N/A
201501349349306550,311308555,MOUNT CARMEL EAST POB III LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311369473,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201501349349306550,311308555,NAZARETH MEDICAL OFFICE BUILDING ASSOCIATES LP,C/O NAZARETH HOSP 2601 HOLME AVE,PHILADELPHIA,PA,19152,232388040,MEDICAL OFFICE BUILDING,PA,N/A
201501349349306550,311308555,NEWCO AMBULATORY SURGERY CTR LLP,4190 24TH AVENUE,FORT GRATIOT,MI,48059,300136708,OUTPATIENT SURGERY CENTER,MI,N/A
201501349349306550,311308555,PHYSICIANS OUTPATIENT SURGERY CENTER LLC,1000 NE 56TH STREET,OAKLAND PARK,FL,33334,352325646,AMBULATORY SURGERY CENTER,FL,N/A
201501349349306550,311308555,SARMED OUTPATIENT PHARMACY LLC,999 N CURTIS RD STE 102,BOISE,ID,83706,510483218,PHARMACY,ID,N/A
201501349349306550,311308555,SIXTY FOURTH STREET LLC,2373 64TH ST STE 2200,BYRON CENTER,MI,49315,202443646,PROVIDE OUTPATIENT SURGICAL CARE,MI,N/A
201501349349306550,311308555,SJV MANAGEMENT LLC,200 CENTURY PKWY STE 200E,MOUNT LAUREL,NJ,08054,202273476,RADIOLOGY,NJ,N/A
201501349349306550,311308555,SMMC MOB II LP,1201 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,364559869,INVESTMENT AND OPERATION OF A MEDICAL BUILDING,PA,N/A
201501349349306550,311308555,ST AGNES LONG-TERM INTENSIVE CARE LLP,C/O MHS ONE WEST ELM ST STE 100,CONSHOHOCKEN,PA,19428,200984882,LONG TERM INTENSIVE CARE,PA,N/A
201501349349306550,311308555,ST ALPHONSUS CALDWELL CANCER CTR LLC,3123 MEDICAL DR,CALDWELL,ID,83605,820526861,RADIATION ONCOLOGY,ID,N/A
201501349349306550,311308555,ST ANN'S MEDICAL OFFICE BLDG II LIMITED PARTNERSHIP,793 W STATE STREET,COLUMBUS,OH,43222,311603660,MEDICAL OFFICE BUILDING RENTAL,OH,N/A
201501349349306550,311308555,ST MARY REHABILITATION HOSPITAL LLP,113 SEABOARD LANE SUITE B201,FRANKLIN,TN,37067,273938747,MEDICAL SERVICES,DE,N/A
201501349349306550,311308555,ST PETER'S AMBULATORY SURGERY CENTER LLC,1375 WASHINGTON AVENUE STE 201,ALBANY,NY,12206,460463892,OUTPATIENT SURGERY,NY,N/A
201501349349306550,311308555,TAMARACK MEDICAL CLINIC LLC,402 OLD STATE HWY,CASCADE,ID,83611,201637921,OUTPATIENT MEDICAL SERVICES,ID,N/A
201501349349306550,311308555,THE AMBULATORY SURGERY CENTER AT ST MARY LLC,1203 LANGHORNE-NEWTOWN ROAD,LANGHORNE,PA,19047,232871206,OUTPATIENT SURGERY,PA,N/A
