object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdDsrgrddEntts_PrmryActvtsTxt,IdDsrgrddEntts_LglDmclSttCd,IdDsrgrddEntts_TtlIncmAmt,IdDsrgrddEntts_EndOfYrAsstsAmt,DrctCntrllngEnttyNm_BsnssNmLn1Txt
201532299349302483,581249683,Helms LLC,5171 Eisenhower Parkway,Macon,GA,31206,Educational and hospitality services as described in Part III,GA,4796961,485606,Goodwill Industries of Middle Georgia Inc
201541059349301134,590624440,220 Fairbanks LLC,1000 Holt Avenue - CB 2715,Winter Park,FL,327894499,462102091,Commercial Property Rental,FL,92063,804074,Rollins College
201541059349301134,590624440,400 Park South LLC,1000 Holt Avenue - CB 2715,Winter Park,FL,327894499,462075853,Commercial Property Rental,FL,285128,11058413,Rollins College
201541059349301134,590624440,Lawrence Center LLC,1000 Holt Avenue - CB 2715,Winter Park,FL,327894499,462088367,Commercial Property Rental,FL,-53831,1987600,Rollins College
201521109349300332,340714687,RAIDERS CORNER LLC,1972 CLARK AVE,ALLIANCE,OH,44601,340714687,RENTAL,OH,216490,2468131,MOUNT UNION
201531109349300123,716056774,UNIVERSITY OF ARKANSAS FOUNDATION REALTY LLC,535 RESEARCH CENTER BLVD SUITE 120,FAYETTEVILLE,AR,72701,716056774,REAL ESTATE MANAGEMENT,AR,759000,UNIVERSITY OF ARKANSAS FOUNDATION INC
201521049349300007,560529999,1924 HOLDINGS LLC,833 MONTLIEU AVENUE,HIGH POINT,NC,27262,900660924,RENTAL,NC,3405758,9583013,HIGH POINT UNIVERSITY
201521049349300007,560529999,LONGLEAF PINE REALTY LLC,101 NORTH TRYON STREET,SUITE 1900,CHARLOTTE,NC,28246,Real Estate Purchases,NC,0,0,HIGH POINT UNIVERSITY
201521049349300007,560529999,OLYMPUS REALTY LLC,101 NORTH TYRON STREET,SUITE 1900,CHARLOTTE,NC,28246,REAL ESTATE PURCHASES,NC,0,0,HIGH POINT UNIVERSITY
201511049349301106,750827465,MCM FUNDING LLC,7106 NORTHAVEN ROAD,DALLAS,TX,75230,270632967,REAL ESTATE,TX,43826,629800,TCU
201511049349301106,750827465,MEQUITY LLC,7106 NORTHAVEN ROAD,DALLAS,TX,75230,460904495,REAL ESTATE,TX,37926,1431900,TCU
201521049349301037,141338562,SKIDMORE EN FRANCE,94 BOULEVARD SEBASTOPOL,PARIS,FR,7500,981235361,SUPPORT FOR SKIDMORE PROGRAMS IN FRANCE,FR,0,65944
201501039349300135,383177823,ST FRANCIS SCHOOL LLC LAW SERIES,1733 WOODSIDE ROAD SUITE 230,REDWOOD CITY,CA,94061,273316808,LAW SCHOOL,CA,183318,2712760,BAKER ONLINE
201501039349300225,730555460,OC GmbH,Grunentorgasse 30 1090 Wien,Vienna,Vienna,AU,n\a,Student Housing for Study Abroad,AU,81710,3781481,NA
201501059349300625,710236897,The Village at Hendrix LLC,1600 Washington Avenue,Conway,AR,72032,204993068,Manage and sell real estate,AR,-962249,8796046,Hendrix College
201511129349300436,221508627,SPJC MANAGEMENT LLC,2641 KENNEDY BOULEVARD,JERSEY CITY,NJ,07306,201447046,REAL ESTATE,NJ,0,371032,SPU
201531039349300443,590624458,Biscayne View Properties LLC,1395 Brickell Avenue 14th Floor,Miami,FL,33131,590624458,Real Estate,FL,0,0,University of Miami
201531039349300443,590624458,Crestre LLC,1395 Brickell Avenue 14th Floor,Miami,FL,33131,202458426,Real Estate,FL,31038,721590,Biscayne View Properties LLC
201531039349300443,590624458,1509 Venture LLC,1395 Brickell Avenue 14th Floor,Miami,FL,33131,202458426,Real Estate,FL,0,1802245,Biscayne View Properties LLC
201531039349300443,590624458,East Urban LLC,200 E Las Olas Boulevard Suite 2100,Fort Lauderdale,FL,33301,202458426,Real Estate,FL,22747,1077534,Biscayne View Properties LLC
201531039349300443,590624458,Tripop LLC,1395 Brickell Avenue 14th Floor,Miami,FL,33131,202458426,Real Estate,FL,0,4320659,Biscayne View Properties LLC
201531039349300443,590624458,7th Avenue Market LLC,1320 South Dixie Hwy Suite 705,Coral Gables,FL,33146,202458426,Real Estate,FL,0,3027963,Biscayne View Properties LLC
201531039349300443,590624458,Equi Terra LLC,200 E Las Olas Boulevard Suite 2100,Fort Lauderdale,FL,33301,590624458,Real Estate,FL,0,0,University of Miami
201531039349300443,590624458,Ten Bor LLC,200 E Las Olas Boulevard Suite 2100,Fort Lauderdale,FL,33301,273025289,Real Estate,FL,0,0,Equi Terra LLC
201531039349300443,590624458,PT Property Holding LLC,200 E Las Olas Boulevard Suite 2100,Fort Lauderdale,FL,33301,273025289,Real Estate,FL,0,0,Equi Terra LLC
201531039349300443,590624458,University of Miami Preservation LLC,1252 Memorial Drive Room 230,Coral Gables,FL,33146,590624458,Hold UM Designated Easement,FL,0,0,University of Miami
201531039349300543,620465076,MIDTOWN CAPITAL INVESTMENTS LLC,2319 CRESTMOOR RD,NASHVILLE,TN,37215,DEVELOPMENT OF CAMPUS FACILITIES,TN,0,0,BELMONT UNIVERSITY
201511269349301446,710236896,Mediterranean Investment Properties LLC,123 Black Oak Place,Searcy,AR,72143,272348256,Real estate investments,AR,55438,1889117,Harding University Inc
201511209349301156,430652667,PRINCIPIA HOLDINGS LLC,13201 CLAYTON ROAD,ST LOUIS,MO,63131,INVESTING,MO,26533,682974,PRINCIPIA CORPORATION
201521189349300822,951684064,ZSRS FUND LLC,15760 VENTURA BLVD SUITE 801,ENCINO,CA,91436,202587256,REAL ESTATE INVESTMENTS,CA,403569,7179047,N/A
201521189349300822,951684064,AJU BBI HOLDINGS LLC,15600 MULHOLLAND DRIVE,LOS ANGELES,CA,90077,TITLE HOLDING,CA,14571461,N/A
201521269349301337,520491660,MEDSTAR HEALTH ANESTHESIA SERVICES C LLC,3001 South Hanover Street,BALTIMORE,MD,21225,205909818,HEALTH SVCS,MD,3817230,665876,NA
201511269349301761,314421101,MASON-REALTY COLUMBUS PROPERTIES LLC,3081 COLUMBUS PIKE,DELAWARE,OH,43015,311634963,RENTAL OF COMMERCIAL PROPERTY,OH,-126356,0,N/A
201511279349301166,520591685,MEDSTAR HEALTH ANESTHESIA SERVICES D LLC,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,205909921,HEALTH SVCS,MS,985428,1138777,NA
201511279349301166,520591685,BALTIMOREWASHINGTON PATHOLOGY GROUP LLC,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,522242146,HEALTH SVCS,MD,54754,183786,NA
201511279349301166,520591685,UNION MEMORIAL IMAGING LLC,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,272549579,HEALTH SVCS,MD,133519,520905,NA
201521269349300102,560529988,PEACE UNIVERSITY PROPERTIES LLC,15 EAST PEACE STREET,RALEIGH,NC,27604,560529988,REAL ESTATE,NC,50889,5857272,WPU
201541279349302104,231352683,PARRISH LLC,500 COLLEGE AVE,SWARTHMORE,PA,19081,460563007,INN/RESTAURAN,PA,0,522,SWARTHMORE
201511249349300871,240795445,LU PROPERTIES LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,454740928,REAL ESTATE,PA,LEHIGH UNIV
201511249349300871,240795445,LUP2 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455027811,REAL ESTATE,PA,3648626,LEHIGH UNIV
201511249349300871,240795445,LUP3 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455027849,REAL ESTATE,PA,LEHIGH UNIV
201511249349300871,240795445,LUP4 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455028052,REAL ESTATE,PA,21080,9229589,LEHIGH UNIV
201511249349300871,240795445,LUP5 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455028099,REAL ESTATE,PA,218557,1726774,LEHIGH UNIV
201511249349300871,240795445,LUP6 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455038258,REAL ESTATE,PA,345065,2735684,LEHIGH UNIV
201511249349300871,240795445,LUP7 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455038269,REAL ESTATE,PA,189551,1493597,LEHIGH UNIV
201511249349300871,240795445,LUP8 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455038294,REAL ESTATE,PA,623578,LEHIGH UNIV
201511249349300871,240795445,LUP9 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455038318,REAL ESTATE,PA,9258,LEHIGH UNIV
201511249349300871,240795445,LUP10 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455038335,REAL ESTATE,PA,531630,LEHIGH UNIV
201511249349300871,240795445,LUP11 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455055049,REAL ESTATE,PA,LEHIGH UNIV
201511249349300871,240795445,LUP12 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455055141,REAL ESTATE,PA,4011297,LEHIGH UNIV
201511249349300871,240795445,LUP13 LLC,524 BRODHEAD AVE,BETHLEHEM,PA,18015,455055212,REAL ESTATE,PA,18832,1021215,LEHIGH UNIV
201511249349300871,240795445,LUP14 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455055279,REAL ESTATE,PA,1686936,LEHIGH UNIV
201511249349300871,240795445,LUP15 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455055348,REAL ESTATE,PA,297300,2445943,LEHIGH UNIV
201511249349300871,240795445,LUP16 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455075242,REAL ESTATE,PA,13674,LEHIGH UNIV
201511249349300871,240795445,LUP17 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455075314,REAL ESTATE,PA,1200,3871192,LEHIGH UNIV
201511249349300871,240795445,LUP18 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455075370,REAL ESTATE,PA,188792,LEHIGH UNIV
201511249349300871,240795445,LUP19 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455081093,REAL ESTATE,PA,LEHIGH UNIV
201511249349300871,240795445,LUP20 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455081166,REAL ESTATE,PA,LEHIGH UNIV
201511249349300871,240795445,LUP21 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455085420,REAL ESTATE,PA,149891,LEHIGH UNIV
201511249349300871,240795445,LUP22 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455094916,REAL ESTATE,PA,101939,LEHIGH UNIV
201511249349300871,240795445,LUP23 LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455094965,REAL ESTATE,PA,59107,373145,LEHIGH UNIV
201511249349300871,240795445,LUPLT LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,455095007,REAL ESTATE,PA,LEHIGH UNIV
201511249349300871,240795445,SO-BETH FUNDING LLC,524 BRODHEAD AVENUE,BETHLEHEM,PA,18015,454740873,STUDENT HOUS.,PA,23716,LEHIGH UNIV
201521219349300137,341018992,TRIANGLE RESIDENTIAL LLC,10900 EUCLID AVENUE,CLEVELAND,OH,44106,341018992,REAL ESTATE MGMT,OH,1987459,2000,CASE WESTERN RESERVE UNIVERSITY
201521219349300137,341018992,ERIE TIMBER LLC,10900 EUCLID AVENUE,CLEVELAND,OH,44106,200409132,TIMBER FARM,OH,1839960,44887314,CASE WESTERN RESERVE UNIVERSITY
201521219349300137,341018992,ERIE FOREST INVESTMENTS LLC,10900 EUCLID AVENUE,CLEVELAND,OH,44106,205742452,TIMBER FARM,OH,0,0,ERIE TIMBER
201521219349300137,341018992,CASE DENTAL MEDICINE SUPPORT SERVICES LLC,1900 EUCLID AVENUE,CLEVELAND,OH,44106,264812902,HEALTH CARE,OH,797051,0,CASE WESTERN RESERVE UNIVERSITY
201521219349300137,341018992,CASE IMAGING CENTER LLC,1900 EUCLID AVENUE,CLEVELAND,OH,44106,205670613,EDUCATION/RESEARCH,OH,97071,0,CASE WESTERN RESERVE UNIVERSITY
201521219349300137,341018992,CWRU SCHOOL OF DENTISTRY ADMIN SUPPORT LLC,1900 EUCLID AVENUE,CLEVELAND,OH,44106,340437441,HEALTH CARE,OH,1449666,0,CASE WESTERN RESERVE UNIVERSITY
201521219349300202,310536715,EAST AQUA DEVELOPMENT LLC,300 COLLEGE PARK,DAYTON,OH,45469,202967521,REAL ESTATE,OH,0,15129657,UNIV OF DAYTON
201521219349300202,310536715,EAST AQUA DEVELOPEMENT II LLC,300 COLLEGE PARK,DAYTON,OH,45469,204504624,REAL ESTATE,OH,0,-317484,UNIV OF DAYTON
201521219349300202,310536715,EAST AQUA DEVELOPMENT III LLC,300 COLLEGE PARK,DAYTON,OH,45469,262559044,REAL ESTATE,OH,226072,3238309,UNIV OF DAYTON
201521219349300202,310536715,WEST AQUA DEVELOPMENT LLC,300 COLLEE PARK,DAYTON,OH,45469,202493883,REAL ESTATE,OH,1443768,0,UNIV OF DAYTON
201521219349300202,310536715,EAST AQUA DEVELOPMENT V,300 COLLEGE PARK,DAYTON,OH,45469,461988448,REAL ESTATE,OH,0,9373280,UNIV OF DAYTON
201521219349300202,310536715,EAST AQUA DEVELOPMENT IV LLC,300 COLLEGE PARK,DAYTON,OH,45469,270410571,REAL ESTATE,OH,0,0,UNIV OF DAYTON
201521219349300202,310536715,RIVER PARK DEVELOPMENT I LLC,300 COLLEGE PARK,DAYTON,OH,45469,452972241,REAL ESTATE,OH,0,0,UNIV OF DAYTON
201521219349300202,310536715,UDCI LTD,300 COLLEGE PARK,DAYTON,OH,45469,453245502,ACADEMIC INSTITUTION,OH,170940,1306129,UNIV OF DAYTON
201521219349300202,310536715,EAST AQUA DEVELOPMENT VI,300 COLLEGE PARK,DAYTON,OH,45469,463798327,REAL ESTATE,OH,0,0,UNIV OF DAYTON
201521219349300202,310536715,RIVER PARK DEVELOPMENT II LLC,300 COLLEGE PARK,DAYTON,OH,45469,452972333,REAL ESTATE,OH,0,1112985,RIVER PARK COMMUNITY CORP
201521219349300202,310536715,111 RIVER PARK LLC,300 COLLEGE PARK,DAYTON,OH,45469,452972059,REAL ESTATE,OH,0,54352386,RIVER PARK COMMUNITY CORP
201521629349300312,951644037,WAVE VENTURES LLC,24255 PACIFIC COAST HIGHWAY,MAILBU,CA,90263,464526544,SUPPORT PEPPERDINE UNIVERSITY,CA,0,0,PEPPERDINE UNIVERSITY
201541279349301094,430653611,Cardiothoracic Surgery North LLC,11155 Dunn Rd Suite 209E,St Louis,MO,63136,364301434,Patient Care,MO,1525364,653749,Washington University
201541279349301094,430653611,Quadrangle Pharmacy LLC,One Brookings Dr CB 1058,St Louis,MO,63130,430653611,Student pharmacy services,MO,881790,209517,Washington University
201541279349301094,430653611,SCHF I-3 Investor WU GP LLC,700 Rosedale Ave CB 1034,St Louis,MO,63112,430653611,Financial investment manager,DE,Washington University
201541279349301094,430653611,Washington University Clinical Associates LLC,660 South Euclid,St Louis,MO,63108,200708217,Patient Care,MO,6026401,5925402,Washington University
201541279349301094,430653611,Washington University Clinical Assoc - Child Neurology LLC,660 South Euclid,St Louis,MO,63108,364730841,Patient Care,MO,1015395,85872,WUCA LLC
201541279349301094,430653611,Washington University Clinical Assoc - MMG LLC,660 South Euclid,St Louis,MO,63108,272046978,Patient Care,MO,2090393,127953,WUCA LLC
201541279349301094,430653611,Washington University Clinical Assoc - Univ Pers Phys,660 South Euclid,St Louis,MO,63108,263917142,Patient Care,MO,1289950,716041,WUCA LLC
201541279349301094,430653611,Washington University Pain Control LLC,969 Mason Rd,St Louis,MO,63141,431852291,Patient Care,MO,1936694,118496,Washington University
201541279349301094,430653611,Washington University Clinical Associates - Forest Park Pediatrics LLC,660 South Euclid,St Louis,MO,63108,611696383,Patient Care,MO,4012114,419212,WUCA LLC
201541279349301094,430653611,Washington University Clinical Associates - Northwest Pediatrics LLC,660 South Euclid,St Louis,MO,63108,352458831,Patient Care,MO,6453840,969027,WUCA LLC
201541279349301094,430653611,WUSTL International LLC,One Brookings Dr CB 1058,St Louis,MO,63130,611711507,Manage international activity,MO,204580,Washington University
201541279349301094,430653611,BOBB LLC,One Brookings Dr CB 1058,St Louis,MO,63130,320423075,Real Estate,MO,177778,4478180,Parallel Properties LLC
201541279349301094,430653611,SKDB FY14 LLC,One Brookings Dr CB 1058,St Louis,MO,63130,383919595,Real Estate,MO,33757,BOBB LLC
201541279349301094,430653611,Washington University Clinical Associates - Blue Fish LLC,660 South Euclid,St Louis,MO,63108,611740030,Patient Care,MO,WUCA LLC
