object_id,ein,BsnssNmLn1Txt,EIN,OrgnztnCd,GvrnngDcmntLstdInd,SpprtAmt,OthrSpprtAmt
201702859349301155,521932054,DOMINICAN HOUSE OF STUDIES,314379535,2,1,0,0
201702859349301155,521932054,DREW UNIVERSITY THEOLOGICAL SCHOOL,221487164,2,1,0,0
201702859349301155,521932054,DUKE UNIVERSITY DIVINITY SCHOOL,560532129,2,1,0,0
201702859349301155,521932054,EARLHAM SCHOOL OF RELIGION,350868073,2,1,0,0
201702859349301155,521932054,EASTERN MENNONITE UNIVERSITY,540575812,2,1,0,0
201702859349301155,521932054,ECUMENICAL THEOLOGICAL SEMINARY,382385150,2,1,0,0
201702859349301155,521932054,EDEN THEOLOGICAL SEMINARY,430654855,2,1,0,0
201702859349301155,521932054,EMMANUEL CHRISTIAN SEMINARY AT MILLIGAN COLLEGE,620819352,2,1,0,0
201702859349301155,521932054,EMMANUEL COLLEGE OF VICTORIA UNIVERSITY,777777777,2,1,0,0
201702859349301155,521932054,EPISCOPAL DIVINITY SCHOOL,042105768,2,1,0,0
201702859349301155,521932054,EVANGELICAL SEMINARY OF PUERTO RICO,660192508,2,1,0,0
201702859349301155,521932054,FRANCISCAN SCHOOL OF THEOLOGY,941745605,2,1,0,0
201702859349301155,521932054,FRESNO PACIFIC BIBLICAL SEMINARY,941021164,2,1,0,0
201702859349301155,521932054,FULLER THEOLOGICAL SEMINARY,951699394,2,1,0,0
201702859349301155,521932054,GAMMON SCHOOL OF THEOLOGY,580622972,2,1,0,0
201702859349301155,521932054,GARRETT-EVANGELICAL THEOLOGICAL SEMINARY,363232201,2,1,0,0
201702859349301155,521932054,GATEWAY SEMINARY,941294918,2,1,0,0
201702859349301155,521932054,GENERAL THEOLOGICAL SEMINARY,135563022,2,1,0,0
201702859349301155,521932054,GORDON-CONWELL THEOLOGICAL SEMINARY,042463847,2,1,0,0
201702859349301155,521932054,GRACE THEOLOGICAL SEMINARY,350860095,2,1,0,0
201702859349301155,521932054,GRADUATE THEOLOGICAL UNION,941581707,2,1,0,0
201702859349301155,521932054,GRAND CANYON UNIVERSITY,203356091,2,1,0,0
201702859349301155,521932054,GRAND RAPIDS THEOLOGICAL SEMINARY,381443369,2,1,0,0
201702859349301155,521932054,HARDING SCHOOL OF THEOLOGY,710236896,2,1,0,0
201702859349301155,521932054,HARTFORD SEMINARY,060647016,2,1,0,0
201702859349301155,521932054,HARVARD DIVINITY SCHOOL,042103580,2,1,0,0
201702859349301155,521932054,HERITAGE THEOLOGICAL SEMINARY,777777777,2,1,0,0
201702859349301155,521932054,HOLY APOSTLES COLLEGE AND SEMINARY,061149131,2,1,0,0
201702859349301155,521932054,HOOD THEOLOGICAL SEMINARY,562231069,2,1,0,0
201702859349301155,521932054,HOUSTON GRADUATE SCHOOL OF THEOLOGY,760057699,2,1,0,0
201702859349301155,521932054,HOWARD UNIVERSITY SCHOOL OF DIVINITY,530204707,2,1,0,0
201702859349301155,521932054,HURON UNIVERSITY COLLEGE,777777777,2,1,0,0
201702859349301155,521932054,ILIFF SCHOOL OF THEOLOGY,840404244,2,1,0,0
201702859349301155,521932054,IMMACULATE CONCEPTION SEMINARY,221500645,2,1,0,0
201702859349301155,521932054,INTER-AMERICAN ADVENTIST THEOLOGICAL SEMINARY (IATS),660727703,2,1,0,0
201702859349301155,521932054,INTERDENOMINATIONAL THEOLOGICAL CENTER,580814544,2,1,0,0
201702859349301155,521932054,INTERNATIONAL THEOLOGICAL SEMINARY,953890724,2,1,0,0
201702859349301155,521932054,JAMES AND CAROLYN MCAFEE SCHOOL OF THEOLOGY OF MERCER UNIVERSITY,585066167,2,1,0,0
201702859349301155,521932054,JESUIT SCHOOL OF THEOLOGY,941156462,2,1,0,0
201702859349301155,521932054,JOHN LELAND CENTER FOR THEOLOGICAL STUDIES,541890249,2,1,0,0
201702859349301155,521932054,JOHNSON C SMITH THEOLOGICAL SEMINARY,581099447,2,1,0,0
201702859349301155,521932054,KENRICK-GLENNON SEMINARY,430653244,2,1,0,0
201702859349301155,521932054,KNOX COLLEGE,777777777,2,1,0,0
201702859349301155,521932054,KNOX THEOLOGICAL SEMINARY,250987250,2,1,0,0
201702859349301155,521932054,LANCASTER THEOLOGICAL SEMINARY,231353386,2,1,0,0
201702859349301155,521932054,LEXINGTON THEOLOGICAL SEMINARY,610479877,2,1,0,0
201702859349301155,521932054,LINCOLN CHRISTIAN UNIVERSITY,370711798,2,1,0,0
201702859349301155,521932054,LOGOS EVANGELICAL SEMINARY,954457666,2,1,0,0
201702859349301155,521932054,LOGSDON SCHOOL OF THEOLOGY OF HARDIN-SIMMONS UNIVERSITY,750808791,2,1,0,0
201702859349301155,521932054,LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,610444768,2,1,0,0
201702859349301155,521932054,LUTHER SEMINARY,411425961,2,1,0,0
201702859349301155,521932054,LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO,362246704,2,1,0,0
201702859349301155,521932054,LUTHERAN THEOLOGICAL SEMINARY,777777777,2,1,0,0
201702859349301155,521932054,LUTHERAN THEOLOGICAL SOUTHERN SEMINARY,570327888,2,1,0,0
201702859349301155,521932054,MCCORMICK THEOLOGICAL SEMINARY,362167802,2,1,0,0
201702859349301155,521932054,MCMASTER DIVINITY COLLEGE,777777777,2,1,0,0
201702859349301155,521932054,MEADVILLE LOMBARD THEOLOGICAL SCHOOL,366078270,2,1,0,0
201702859349301155,521932054,MEMPHIS THEOLOGICAL SEMINARY,626012228,2,1,0,0
201702859349301155,521932054,MENNONITE BRETHREN BIBLICAL SEMINARY,941021104,2,1,0,0
201702859349301155,521932054,METHODIST THEOLOGICAL SCHOOL IN OHIO,314421101,2,1,0,0
201702859349301155,521932054,MONTREAL SCHOOL OF THEOLOGY,777777777,2,1,0,0
201702859349301155,521932054,MOODY THEOLOGICAL SEMINARY OF THE MOODY BIBLE INSTITUTE,362167792,2,1,0,0
201702859349301155,521932054,MORAVIAN THEOLOGICAL SEMINARY,240795460,2,1,0,0
201702859349301155,521932054,MOUNT ANGEL SEMINARY,043703021,2,1,0,0
201702859349301155,521932054,MOUNT ST MARY'S SEMINARY,520591672,2,1,0,0
201702859349301155,521932054,MULTNOMAH BIBLICAL SEMINARY,930398802,2,1,0,0
201702859349301155,521932054,NASHOTAH HOUSE,390806195,2,1,0,0
201702859349301155,521932054,NAZARENE THEOLOGICAL SEMINARY,436890529,2,1,0,0
201702859349301155,521932054,NEW BRUNSWICK THEOLOGICAL SEMINARY,221994554,2,1,0,0
201702859349301155,521932054,NEW YORK THEOLOGICAL SEMINARY,131628150,2,1,0,0
201702859349301155,521932054,NEWMAN THEOLOGICAL COLLEGE,777777777,2,1,0,0
201702859349301155,521932054,NORTH PARK THEOLOGICAL SEMINARY,361557840,2,1,0,0
201702859349301155,521932054,NORTHEASTERN SEMINARY AT ROBERTS WESLEYAN COLLEGE,161554414,2,1,0,0
201702859349301155,521932054,NORTHERN SEMINARY,362169160,2,1,0,0
201702859349301155,521932054,NORTHWEST BAPTIST SEMINARY,777777777,2,1,0,0
201702859349301155,521932054,OBLATE SCHOOL OF THEOLOGY,741357323,2,1,0,0
201702859349301155,521932054,ORAL ROBERTS UNIVERSITY SCHOOL OF THEOLOGY,730739626,2,1,0,0
201702859349301155,521932054,PACIFIC LUTHERAN THEOLOGICAL SEMINARY,941384685,2,1,0,0
201702859349301155,521932054,PACIFIC SCHOOL OF RELIGION,941186179,2,1,0,0
201702859349301155,521932054,PALM BEACH ATLANTIC UNIVERSITY SCHOOL OF MINISTRY,777777777,2,1,0,0
201702859349301155,521932054,PALMER THEOLOGICAL SEMINARY OF EASTERN UNIVERSITY,231409675,2,1,0,0
201702859349301155,521932054,PAYNE THEOLOGICAL SEMINARY,316000921,2,1,0,0
201702859349301155,521932054,PENTECOSTAL THEOLOGICAL SEMINARY,510195363,2,1,0,0
201702859349301155,521932054,PERKINS SCHOOL OF THEOLOGY,750800689,2,1,0,0
201702859349301155,521932054,PHILLIPS THEOLOGICAL SEMINARY,731303821,2,1,0,0
201702859349301155,521932054,PITTSBURGH THEOLOGICAL SEMINARY,250965473,2,1,0,0
201702859349301155,521932054,PONTIFICAL COLLEGE JOSEPHINUM,314379535,2,1,0,0
201702859349301155,521932054,PORTLAND SEMINARY OF GEORGE FOX UNIVERSITY,930386839,2,1,0,0
201702859349301155,521932054,PRINCETON THEOLOGICAL SEMINARY,210635010,2,1,0,0
201702859349301155,521932054,PROVIDENCE UNIVERSITY COLLEGE AND SEMINARY,777777777,2,1,0,0
201702859349301155,521932054,PURITAN REFORMED SEMINARY,202394341,2,1,0,0
201702859349301155,521932054,QUEEN'S COLLEGE,777777777,2,1,0,0
201702859349301155,521932054,REFORMED EPISCOPAL SEMINARY,236004577,2,1,0,0
201702859349301155,521932054,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY,250987250,2,1,0,0
201702859349301155,521932054,REFORMED THEOLOGICAL SEMINARY,236004577,2,1,0,0
201702859349301155,521932054,REGENT COLLEGE,777777777,2,1,0,0
201702859349301155,521932054,SACRED HEART MAJOR SEMINARY,380826300,2,1,0,0
201702859349301155,521932054,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY,391248271,2,1,0,0
201702859349301155,521932054,SAINT JOHN'S SEMINARY,951642384,2,1,0,0
201702859349301155,521932054,SAINT MARY SEMINARY AND GRADUATE SCHOOL OF THEOLOGY,340714707,2,1,0,0
201702859349301155,521932054,SAINT MEINRAD SEMINARY AND SCHOOL OF THEOLOGY,350868161,2,1,0,0
201702859349301155,521932054,SAINT PAUL SCHOOL OF THEOLOGY,440624810,2,1,0,0
201702859349301155,521932054,SAINT PAUL SEMINARY SCHOOL OF DIVINITY,410693970,2,1,0,0
201702859349301155,521932054,SAINT PAUL UNIVERSITY FACULTY OF THEOLOGY,777777777,2,1,0,0
201702859349301155,521932054,SAINT VINCENT SEMINARY,250964126,2,1,0,0
201702859349301155,521932054,SAMUEL DEWITT PROCTOR SCHOOL OF THEOLOGY OF VIRGINIA UNION UNIVERSITY,540524516,2,1,0,0
201702859349301155,521932054,SAN FRANCISCO THEOLOGICAL SEMINARY,941156302,2,1,0,0
201702859349301155,521932054,SEATTLE PACIFIC SEMINARY OF SEATTLE PACIFIC UNIVERSITY,910565553,2,1,0,0
201702859349301155,521932054,SEATTLE UNIVERSITY SCHOOL OF THEOLOGY & MINISTRY,910565006,2,1,0,0
201702859349301155,521932054,SEMINARY OF THE SOUTHWEST,741238448,2,1,0,0
201702859349301155,521932054,SEVENTH-DAY ADVENTIST THEOLOGICAL SEMINARY,381627600,2,1,0,0
201702859349301155,521932054,SHAW UNIVERSITY DIVINITY SCHOOL,560530235,2,1,0,0
201702859349301155,521932054,SIOUX FALLS SEMINARY,460237098,2,1,0,0
201702859349301155,521932054,SOUTHEASTERN UNIVERSITY COLLEGE OF CHRISTIAN MINISTRIES & RELIGION,590722789,2,1,0,0
201702859349301155,521932054,SS CYRIL & METHODIUS SEMINARY,381358403,2,1,0,0
201702859349301155,521932054,ST ANDREW'S COLLEGE,777777777,2,1,0,0
201702859349301155,521932054,ST ANDREW'S HALL,777777777,2,1,0,0
201702859349301155,521932054,ST AUGUSTINE'S SEMINARY OF TORONTO,777777777,2,1,0,0
201702859349301155,521932054,ST BERNARD'S SCHOOL OF THEOLOGY AND MINISTRY,160743149,2,1,0,0
201702859349301155,521932054,ST CHARLES BORROMEO SEMINARY,231370450,2,1,0,0
201702859349301155,521932054,ST JOHN VIANNEY THEOLOGICAL SEMINARY,841495066,2,1,0,0
201702859349301155,521932054,ST JOHN'S SEMINARY,951642384,2,1,0,0
201702859349301155,521932054,ST JOHN'S UNIVERSITY SCHOOL OF THEOLOGY AND SEMINARY,410693973,2,1,0,0
201702859349301155,521932054,ST JOSEPH'S SEMINARY,131740353,2,1,0,0
201702859349301155,521932054,ST MARY'S SEMINARY AND UNIVERSITY,521052508,2,1,0,0
201702859349301155,521932054,ST PETER'S SEMINARY,777777777,2,1,0,0
201702859349301155,521932054,ST STEPHEN'S COLLEGE - UNIVERSITY OF ALBERTA,777777777,2,1,0,0
201702859349301155,521932054,ST VINCENT DE PAUL REGIONAL SEMINARY,591028326,2,1,0,0
201702859349301155,521932054,ST VLADIMIR'S ORTHODOX THEOLOGICAL SEMINARY,131656625,2,1,0,0
201702859349301155,521932054,STARR KING SCHOOL FOR THE MINISTRY,941196217,2,1,0,0
201702859349301155,521932054,TALBOT SCHOOL OF THEOLOGY,950549600,2,1,0,0
201702859349301155,521932054,TAYLOR COLLEGE AND SEMINARY,777777777,2,1,0,0
201702859349301155,521932054,TAYLOR UNIVERSITY,350868181,2,1,0,0
201702859349301155,521932054,THE MASTER'S INSTITUTE,411999800,2,1,0,0
201702859349301155,521932054,THE SEATTLE SCHOOL OF THEOLOGY & PSYCHOLOGY,912037146,2,1,0,0
201702859349301155,521932054,THEOLOGICAL COLLEGE,522058947,2,1,0,0
201702859349301155,521932054,TORONTO SCHOOL OF THEOLOGY,777777777,2,1,0,0
201702859349301155,521932054,TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,450306841,2,1,0,0
201702859349301155,521932054,TRINITY EVANGELICAL DIVINITY SCHOOL,362216176,2,1,0,0
201702859349301155,521932054,TRINITY LUTHERAN SEMINARY,310943182,2,1,0,0
201702859349301155,521932054,TRINITY SCHOOL FOR MINISTRY,251271008,2,1,0,0
201702859349301155,521932054,TYNDALE UNIVERSITY COLLEGE & SEMINARY,777777777,2,1,0,0
201702859349301155,521932054,UNION THEOLOGICAL SEMINARY,131624238,2,1,0,0
201702859349301155,521932054,UNITED LUTHERAN SEMINARY,231365169,2,1,0,0
201702859349301155,521932054,UNITED LUTHERAN SEMINARY,231365169,2,1,0,0
201702859349301155,521932054,UNITED THEOLOGICAL SEMINARY,310568239,2,1,0,0
201702859349301155,521932054,UNITED THEOLOGICAL SEMINARY OF THE TWIN CITIES,410854766,2,1,0,0
201702859349301155,521932054,UNIVERSITY OF DUBUQUE THEOLOGICAL SEMINARY,420680323,2,1,0,0
201702859349301155,521932054,UNIVERSITY OF NORTHWESTERN - ST PAUL,410711610,2,1,0,0
201702859349301155,521932054,UNIVERSITY OF THE SOUTH SCHOOL OF THEOLOGY,620475697,2,1,0,0
201702859349301155,521932054,URSHAN GRADUATE SCHOOL OF THEOLOGY,431897269,2,1,0,0
201702859349301155,521932054,VANCOUVER SCHOOL OF THEOLOGY,777777777,2,1,0,0
201702859349301155,521932054,VIRGINIA THEOLOGICAL SEMINARY,540505937,2,1,0,0
201702859349301155,521932054,WAKE FOREST UNIVERSITY SCHOOL OF DIVINITY,560532138,2,1,0,0
201702859349301155,521932054,WARTBURG THEOLOGICAL SEMINARY,420681105,2,1,0,0
201702859349301155,521932054,WESLEY BIBLICAL SEMINARY,640579585,2,1,0,0
201702859349301155,521932054,WESLEY SEMINARY AT INDIANA WESLEYAN UNIVERSITY,350885591,2,1,0,0
201702859349301155,521932054,WESLEY THEOLOGICAL SEMINARY,382009204,2,1,0,0
201702859349301155,521932054,WESTERN SEMINARY,930429022,2,1,0,0
