object_id,ein,OrgnztnBsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,FndrsrActvtyInf_ActvtyTxt,FndrsrActvtyInf_FndrsrCntrlOfFndsInd,FndrsrActvtyInf_GrssRcptsAmt,FndrsrActvtyInf_RtndByCntrctrAmt,FndrsrActvtyInf_NtTOrgnztnAmt
201403169349301835,390806325,SNAVELY ASSOCIATES,PO BOX 1139,STATE COLLEGE,PA,168041139,MARKETING AND COMMUNICATION MATERIALS CONSULTING,0,0,69509,0
201403169349301835,390806325,GONSER GERBER TINKER STUHR LLP,1776 LEGACY CIRCLE SUITE 100,NAPERVILLE,IL,60563,ADVICE & CONSULTING REGARDING SOLICITATIONS OF CONTRIBUTIONS,0,0,69598,0
201412879349300846,410694721,JOHNSON GROSSNICKLE & ASSOCIATES INC,29 SOUTH PARK BLVD,GREENWOOD,IN,46143,CAMPAIGN COUNSEL,0,0,93933,0
201412879349300846,410694721,GLENN THIEL & ASSOCIATES,813 E 96TH ST,BLOOMINGTON,MN,55420,GIFT PLANNING CONSULTANT,0,0,14110,0
201412889349300111,750891465,Gary Temple,212 Songbird Trail,Keene,TX,76059,Fund Raiser,0,412143,21050,391093
201412889349300111,750891465,Berney Neufeld,438 Alvarado St,Brisbane,CA,94005,Fund Raiser,0,412143,32009,380134
201412889349300111,750891465,RuffaloCODY,PO Box 718,Des Moines,IA,503030718,Phonathon,0,33673,24515,9158
201423189349307402,420681049,MARTHA WILLITS,4004 GRAND AVE 501,DES MOINES,IA,50312,CAMPAIGN CONSULTING,0,0,30000,-30000
201422879349301102,391399196,Green Bay Community Foundation,100 Grant St,De Pere,WI,54115,General Fundraising,0,0,10000,-10000
201422879349301102,391399196,Marts Lundy,100 Grant St,De Pere,WI,54115,Comp Campaign Planning,0,0,36928,-36928
201422879349301102,391399196,Ruffalo Cody,100 Grant St,De Pere,WI,54115,Consult on Phone-Athon,0,0,100000,-100000
201442799349300779,350869063,WESTFALL GROUP,PO BOX 341,SUWANEE,GA,30024,0,348559,7750,340809
201433159349303168,260833212,AMERICAN PHILANTHROPIC LLC,18 N CHURCH STREET STE 2,WESTCHESTER,PA,19380,false,20000,-20000
201422959349300417,410795255,The Focus Group,521 A1A Beach Blvd,St Augustine,FL,32080,Raise funds for capital campaign,0,1014454,39440,975014
