object_id,ein,BsnssNm_BsnssNmLn1Txt,CntrctrCmpnstn_CmpnstnAmt
201933199349307538,710236856,STUTTGART MEDICAL CLINIC LTD,PO BOX 1901,STUTTGART,AR,72160,PHYSICIAN SERVICES,3872143
201933199349307538,710236856,PATHOLOGY LAB OF ARKANSAS PA,1 LILE COURT SUITE 101,LITTLE ROCK,AR,72205,LABORATORY SERVICES,3282174
201943199349302004,160743102,COMPLETEREX LTD,3100 S GESSNER SUITE 640,HOUSTON,TX,77063,PHARMACY MANAGEMENT SERVICES,13288419
201943199349302004,160743102,PA MOUTAIN HEALTHCARE,150 MCCRACKEN RUN ROAD,DUBOIS,PA,15801,HEALTH INSURANCE,10317782
201943199349302004,160743102,ASSOCIATED CLINICAL LABORATORY,1526 PEACH STREET,ERIE,PA,16501,LABORATORY SERVICE,5157818
201943199349302004,160743102,QUEST DIAGNOSTIC INC,500 PLAZA DRIVE,SECAUCUS,NJ,07094,LABORATORY SERVICE,4526050
201943199349302004,160743102,APOGEE PHYSICIANS,15059 N SCOTTSDALE ROAD SUITE 600,SCOTTSDALE,AZ,85254,PHYSICIANS AND HOSPITALISTS SERVICES,3494809
201943169349302724,541547408,WHITING TURNER CONTRACTING COMPANY,PO BOX 17596,BALTIMORE,MD,21297,CONSTRUCTION,53678467
201943169349302724,541547408,EASTERN VIRGINIA MEDICAL SCHOOL,PO BOX 1980,NORFOLK,VA,23501,MEDICAL PROFESSIONAL SERVICES,26652065
201943169349302724,541547408,HOURIGAN CONSTRUCTION CORP,4429 BONNEY RD STE 200,VIRGINIA BEACH,VA,23462,CONSTRUCTION,15489647
201943169349302724,541547408,ARAMARK HEALTHCARE TECHNOLOGIES LLC,12483 COLLECTIONS CTR DR,CHICAGO,IL,60693,MEDICAL TECHNOLOGIES & SERVICES,10560225
201943169349302724,541547408,MORRISON MANAGEMENT SPECIALISTS INC,PO BOX 160266,MOBILE,AL,36625,FOOD AND FACILITIEIS MANAGEMENT,8691285
201912889349300246,344429091,SODEXO SERVICES,9801 WASHINGTONIAN BLVD STE 1446,GAITHERSBURG,MD,208785355,DINING SERVICES,6985132
201912889349300246,344429091,SODEXO INC AND AFFILIATES,10 EARHART DR,WILLIAMSVILLE,NY,142217078,MAINTENANCE SERVICES,5242101
201912889349300246,344429091,INNOVATIVE OFFICE SOLUTIONS INC,8016 INDUSTRIAL DRIVE,MARIA STEIN,OH,458609546,OFFICE FURNITURE,758077
201912889349300246,344429091,FIRST AMERICAN EQUIPMENT FINANCE,225 WOODCLIFF DR,FAIRPORT,NY,144504218,LEASING SERVICES,657027
201912889349300246,344429091,IVIDEO TECHNOLOGIES,14885 W SPRAGUE RD,CLEVELAND,OH,441361769,AUDIO VISUAL EQUIP,495495
201912849349301461,480543782,ALADDIN FOOD MGMT SERVICES LLC,16567 COLLECTIONS CENTER DR,CHICAGO,IL,60693,FOOD SERVICE FOR STUDENTS,984624
201912849349301461,480543782,HELLAS CONSTRUCTION INC,12710 RESEARCH BLVD STE 240,AUSTIN,TX,78759,CONSTRUCTION,343479
201912849349301461,480543782,CAPTURE LLC,2303 RIVER RD STE 201,LOUISVILLE,KY,40206,ENROLLMENT MGMT SERVICES,119800
201913439349300841,620548913,LEWIS THOMASON KING KRIEG AND WALDRO,424 CHURCH ST 2500,NASHVILLE,TN,37219,LEGAL SERVICES,284774
201913519349300816,750827421,Todd Dexter Associates,17950 Preston Rd Ste 340,Dallas,TX,75252,Fundraising,437203
201913519349300816,750827421,Pavilion Advisory Group Inc,227 W Monroe St Ste 2020,Chicago,IL,60606,Investment Mgmt,118796
201913519349300816,750827421,Westfall Group Inc,75 14th St NE Ste 3050,Atlanta,GA,303097731,Fundraising,202465
201913519349300816,750827421,Next After LLC,6175 Main Street Ste 385,Frisco,TX,75034,Fundraising,176086
201913519349300816,750827421,Hill Wilkinson,2703 Telecom Pkwy Ste 120,Richardson,TX,750823555,Construction,554035
201903089349301190,350895832,ARUP LABORATORIES,500 CHIPETA WAY,SALT LAKE CITY,UT,84108,LABORATORY SERVICES,1047885
201903089349301190,350895832,EMCARE INC,7032 COLLECTION CENTER DRIVE,CHICAGO,IL,60693,CONTRACTED PHYSICIAN & MID LEVEL PROVIDE,942038
201903089349301190,350895832,COMPREHENSIVE MEDICAL MANAGEMENT,300 DAVE COWENS DRIVE STE 600,NEWPORT,KY,41071,CONTRACTED PHYSICIAN BILLING SERVICES,768178
201903089349301190,350895832,WEATHERBY LOCUMS INC,PO BOX 972633,DALLAS,TX,75397,CONTRACTED PHYSICIAN & MID LEVEL PROVIDE,726590
201903089349301190,350895832,NORTON HEALTHCARE,PO BOX 35070 N-52,LOUISVILLE,KY,40232,CONTRACTED PHSICIAN PROVIDER SERVICES,486204
202001929349301615,231365353,BENCHMARK CONSTRUCTION COMPANY,PO BOX 806,BROWNSTOWN,PA,17508,CONSTRUCTION,18943189
202001929349301615,231365353,THE WHITING-TURNER CONTRACTING COMP,300 EAST JOPPA RD 8TH FL PO BOX 1,BALTIMORE,MD,212863048,CONSTRUCTION,13309455
202001929349301615,231365353,ACCLARA SOLUTIONS LLC,13201 NORTHWEST FREEWAY SUITE 600,HOUSTON,TX,77040,COLLECTIONS,6999840
202001929349301615,231365353,TRUSTMARK HEALTH BENEFITS INC,62707 COLLECTION CENTER DR,CHICAGO,IL,606930627,HLTH BENEFITS ADMIN,5176274
202001929349301615,231365353,EPIC SYSTEMS CORP,PO BOX 88314,MILWAUKEE,WI,532880314,SOFTWARE MAINTENANCE,4074914
201913169349306776,550643304,Health Carousel LLC,3805 Edwards Road Suite 700,Cincinnati,OH,45209,Healthcare Staffing Services,6321898
201913169349306776,550643304,Mayo Collaborative Services Inc,200 SW 1st Street,Rochester,MN,559050001,Laboratory Services,4512357
201913169349306776,550643304,R Smith International LLC,433 Plaza Real Suite 345,Boca Raton,FL,33432,Receivables Management Services,1011146
201913169349306776,550643304,National Marrow Donor Program,500 N 5th Street,Minneapolis,MN,554011206,Research Services,897565
201913169349306776,550643304,C & A Industries,13609 California Street,Omaha,NE,681545233,Healthcare Staffing Services,765391
202041979349305184,042103542,Barr Barr Inc,24 Prime Parkway 301,NATICK,MA,02139,Construction Service,32219770
202041979349305184,042103542,Daniel O'Connell's Sons Inc,480 Hampden Street,HOLYOKE,MA,01041,Construction Service,2734266
202041979349305184,042103542,Sequoia Capital,3000 Sand Hill Road,WEST MENLO PARK,CA,94025,Investment Manager,4264275
202041979349305184,042103542,The Baupost Group LLC,10 Saint Avenue Suite 1700,BOSTON,MA,02116,Investment Manager,2335760
202041979349305184,042103542,Kierantimberlake LLC,841 N American Street,PHILADELPHIA,PA,19123,Architecture Service,2328201
202041979349307414,951664112,Cambridge Associates LLC,PO Box 412015,Boston,MA,022412015,INVESTMENT ADVISORY,1494185
202041979349307414,951664112,Hirschfeld Kraemer LLP,505 Montgomery Street 13th floor,San Francisco,CA,94111,LEGAL,1114633
202041979349307414,951664112,Tortoise Capital Advisors LLC,11550 Ash St Ste 300,Leawood,KS,66211,INVESTMENT ADVISORY,556822
202041979349307414,951664112,Acadian Asset Management LLC,PO Box 412216,Boston,MA,022412216,INVESTMENT ADVISORY,491729
202041979349307414,951664112,KPMG LLP,PO Box 120922,Dallas,TX,753120922,AUDIT & TAX,474556
202031969349302723,580603153,METZ CULINARY MANAGEMENT,2 WOODLAND DRIVE,DALLAS,GA,18612,FOOD SERVICE,2256649
202031969349302723,580603153,NATIONAL MANAGEMENT RESOURCES CORPORATIO,PO BOX 1224,LAGRANGE,GA,30241,FACILITIES MANAGEMENT,1263641
202021929349302767,820200907,HILL CONSTRUCTION CO LLC,760 E KING ST STE 107,MERIDIAN,ID,83642,BUILDING CONSTRUCTION,6783303
202021929349302767,820200907,SODEXO INC & AFFILIATES,4880 PAYSPHERE CIRCLE,CHICAGO,IL,60674,BOARD/CATERING/FOOD SERVICE/FACILITIES M,3838423
202021929349302767,820200907,MCALVAIN CONCRETE INC,5559 W GOWEN RD,BOISE,ID,83709,CONCRETE,965904
202021929349302767,820200907,BARGREEN ELLINGSON INC,6626 TACOMA MALL BLVD,TACOMA,WA,98409,RESTAURANT SUPPLIES AND EQUIPMENT,381864
202021929349302767,820200907,RUFFALO NOEL LEVITZ LLC,PO BOX 718,DES MOINES,IA,50303,CONSULTING/MARKETING,262152
201912849349300401,381443369,Progressive Architecture Plan,1811 4 Mile Rd NE,Grand Rapids,MI,49525,Architect service,301462
201912849349300401,381443369,The Christman Company,208 N Capitol Ave,Lansing,MI,48933,Construction contractor,7660661
201912849349300401,381443369,Weather Shield Roofing,1197 Hoyt St,Grand Rapids,MI,49507,Roofing,373984
201912849349300401,381443369,EAB Global Inc,2445 M St NW,Washington,DC,20037,Marketing advertising,729525
201912849349300401,381443369,Paley Studios LTD,1677 Lyell Ave Ste A,Rochester,NY,14606,Artist/sculpture design production,368901
202001929349302775,521272129,DIAMOND HEALTHCARE,PO BOX 85050,RICHMOND,VA,23285,MEDICAL STAFFING,14712693
202001929349302775,521272129,AMN HEALTHCARE INC,2735 COLLECTION CENTER DR,CHICAGO,IL,60693,STAFFING SERVICES,12856922
202001929349302775,521272129,MORRISON MANAGEMENT SPECIALIST,4721 MORRISON DRIVE SUITE 300,MOBILE,AL,36609,FOOD SERVICES,6009123
202001929349302775,521272129,METRO AVIATION,PO BOX 7008,SHREVEPORT,LA,71137,CONSULTING SERVICES,5656965
202001929349302775,521272129,TOTAL RENAL CARE INC,5615 Old National Hwy,ATLANTA,GA,30349,Medical services,4322754
202041069349300824,160743040,Sodexo Inc Affiliates,300 Pulteney St,Geneva,NY,14456,Plant & Dining,14073269
202041069349300824,160743040,Clark Companies,41155 State Highway PO Box 427 10,Delhi,NY,13753,Construction Svcs,2528719
202041069349300824,160743040,Pepper Hamilton LLP,3000 Two Logan Square 18th Arch,Philadelphia,NY,19103,Legal Services,708410
202041069349300824,160743040,The Pike Company Inc,One Circle Street,Rochester,NY,14607,Construction Svcs,398877
202041069349300824,160743040,Onondaga Coach Corporation,8659 North Street Road PO Box 277,Auburn,NY,13021,Transportation Svcs,324820
202001909349302800,942340692,STANFORD UNIVERSITY,401 QUARRY ROAD RM 3208,STANFORD,CA,94035,CONSORTIUM,2941967
202001909349302800,942340692,PATRICIA ANN ZAPF,16206 BRIDGEPARK DRIVE,LITHIA,FL,33547,CONSULTING SERVICES,750000
202001909349302800,942340692,REGISTRY FOR COLLEGE AND UNIVERSITY PRES,3 CENTENNIAL DRIVE SUITE 320,PEABODY,MA,01960,CONSULTING SERVICES,373733
202001909349302800,942340692,STATEWIDE CALIFORNIA ELECTRONIC LIBRARY,PO BOX 29007,GLENDALE,CA,91209,E-LIBRARY CONSORTIUM,181554
202001909349302800,942340692,DE ANZA COLLEGE,21250 STEVENS CREEK BLVD,CUPERTINO,CA,95014,CONSORTIUM,178319
202020699349301007,042111203,Sodexo Inc Affiliates,9801 Washingtonian Blvd,Gaithersburg,MD,20878,Food services,5375906
202020699349301007,042111203,DelSignore Electrical Contractors,849 West Boylston Street,Worcester,MA,01606,Electrical,1023333
202020699349301007,042111203,J Calnan and Associates Inc,3 Batterymarch Park,Quincy,MA,02169,Construction,769519
202020699349301007,042111203,ACME Waterproofing Co Inc,21 Nightingale Ave,Quincy,MA,02169,Waterproofing,655717
202020699349301007,042111203,CIEE Council International Study Programs Inc,300 Fore Street,Portland,ME,04101,Study abroad programs,538320
202020319349300222,620485733,CASE RESTORATION CO,1115 POLK AVE,NASHVILLE,TN,372104330,CONSTRUCTION,7138802
202020319349300222,620485733,SODEXO INC AND AFFILIATES,1 UNIVERSITY PARK DR,NASHVILLE,TN,372043956,FOOD SERVICE,5856700
202020319349300222,620485733,AMERICAN CONSTRUCTORS INC,PO BOX 120129,NASHVILLE,TN,372120129,CONSTRUCTION,5119408
202020319349300222,620485733,US BANK,80 S 8TH STREET STE 224,SAINT PAUL,MN,551700001,FINANCIAL SERVICES,2239400
202020319349300222,620485733,FIRST AMERICAN EQUIPMENT FINANCE,1801 W OLYMPIC BLVD,PASADENA,CA,911990001,FINANCIAL SERVICES,1862803
201943189349303504,131624135,TURNER CONSTRUCTION CO,375 HUDSON ST,NEW YORK,NY,10014,CONSTRUCTION,10441789
201943189349303504,131624135,CONSTRUCTION CONTRACTORS OF NY COR,208 RUSSELL PLACE,HACKENSACK,NJ,07601,CONSTRUCTION,8622614
201943189349303504,131624135,Proskauer Rose LLP,Eleven Times Square,NEW YORK,NY,10036,LEGAL SERVICES,3880216
201943189349303504,131624135,STRUCTURE TONE LLC,330 W 34TH ST,NEW YORK,NY,10001,CONSTRUCTION,3645084
201943189349303504,131624135,EPIC SYSTEMS CORPORATION,PO BOX 88314,MILWAUKEE,WI,53288,EHR SYSTEM SERVICES,3197235
201933269349301003,930386890,SODEXO INC,DEPT 43283,LOS ANGELES,CA,90088,DINING HALL MGT,566757
201933269349301003,930386890,AFFILIATED MEDIA LLC,7080 SW BEVELAND ST,PORTLAND,OR,97223,ADVERTISING,357954
201933269349301003,930386890,ELLUCIAN INC,62814 COLLECTIONS CENTER DR,CHICAGO,IL,60693,SOFTWARE SUPPOR,224684
201933269349301003,930386890,PROFECTUS INC,11851 NE GLEN WIDING DR B,PORTLAND,OR,97220,CUSTODIAL,187680
202020639349301012,231627436,Harmelin Media,525 Righters Ferry Road,BALA CYNWYN,PA,19004,Advertising,659495
202020639349301012,231627436,A Book Company,28312 Network Place,CHICAGO,IL,60673,Book Provider,579444
202020639349301012,231627436,Allied Universal Security Services,161 Washington Street Suite 600,CONSHOHOCKEN,PA,19428,Security,305260
202020639349301012,231627436,Grant Thornton LLP,2001 Market Street Suite 700,PHILADELPHIA,PA,19103,Audit and Tax,136872
202020639349301012,231627436,Duane Morris LLP,30 South 17th Street,PHILADELPHIA,PA,19103,Legal,159596
201923179349308327,742358522,GH Phipps Construction Co,5995 Greenwood Plaza Blvd Suite 10,Greenwood Village,CO,80111,General Contractor,1325113
201923179349308327,742358522,WSP USA Corp JPM,PO Box 21120,New York,NY,10087,MEP Contractor,359778
201923179349308327,742358522,Elder Construction Inc,7380 Greendale Rd Suite A,Windsor,CO,80550,General Contractor,233771
201923179349308327,742358522,Braconier Plumbing Heating,2626 S Raitan Cir,Englewood,CO,80110,Plumbing/Heating,231112
201923179349308327,742358522,Whiting-Turner Contracting,300 E Joppa Rd,Baltimore,MD,21286,General Contractor,225033
202011689349300911,630312914,Hoar Construction LLC,PO Box 660400,Birmingham,AL,35266,Construction contractor,14256027
202011689349300911,630312914,Sodexo Inc & Affiliates,PO Box 536922,Atlanta,GA,303536922,Dining service,5566775
202011689349300911,630312914,Southeast Service Corporation,PO Box 50196,Los Angeles,CA,900740196,Cleaning service,2345541
202011689349300911,630312914,Davis Architects Inc,120 Twenty Third Street South,Birmingham,AL,35233,Architectural services,1355730
202011689349300911,630312914,CSI Leasing Inc,PO Box 95531,Grapevine,TX,760999703,Leasing company,1306223
202001149349301525,951641455,BON APPETIT MANAGEMENT COMPANY,1200 GETTY CENTER TRAM 100,LOS ANGELES,CA,90049,RESTAURANT MANAGEMENT,3008496
202001149349301525,951641455,ELLUCIAN COMPANY,13377 COLLECTION CENTER DR,CHICAGO,IL,60693,COMPUTER SUPPORT,1286821
202001149349301525,951641455,MANATT PHELPS & PHILLIPS LLP,11355 WEST OLYMPIC BLVD,LOS ANGELES,CA,900641614,LEGAL,1057843
202001149349301525,951641455,ALLIED UNIVERSAL SECURITY SERVCIES,161 WASHINGTON STREET STE 600,CONSHOHOCKEN,PA,19428,SECURITY,922769
202001149349301525,951641455,LPA INC,PO BOX 7399,NEWPORT BEACH,CA,926587399,ARCHITECT,690168
202000799349300935,520705392,SODEXO OPERATIONS LLC,1525 GREENSPRING VALLEY ROAD,STEVENSON,MD,21153,FOOD SERVICE,5879071
202000799349300935,520705392,PROFESSIONAL MAINTENANCE MANAGEMENT,15938 DERWOOD ROAD,ROCKVILLE,MD,20855,CLEANING SERVICES,2169094
202000799349300935,520705392,ALPHA LANDSCAPE CONTRACTORS,2823 FLINTSTONE ROAD,MILLERS,MD,21102,GROUND REPAIRS,1333224
202000799349300935,520705392,RHFEWSTER PAINTING CO INC,2710 FOX STREET,BALTIMORE,MD,21211,PAINTING CONTRACTOR,531943
202000799349300935,520705392,CAMBRIDGE BALTIMORE SERIES,PO BOX 1388 ONE BERRY LANE,ROSS,CA,94957,SPEAKER SERIES,450000
201933369349300203,160909446,LAMAR TEXAS LIMITED PARTNERSHIP,PO BOX 96030,BATON ROUGE,LA,70896,ADVERTISING,101501
202002529349300650,340714460,SODEXO OPERATIONS LLC,115 PHEASANT RUN SUITE 106,NEWTON,PA,18940,MANAGEMENT COMPANY,3634062
202010569349300701,560657294,M&E CONTRACTING INC,1032 71ST SCHOOL ROAD,FAYETTEVILLE,NC,28314,CONSTRUCTION,4438859
202010569349300701,560657294,ARAMARK EDUCATIONAL SVCS LLC,5400 RAMSEY STREET,FAYETTEVILLE,NC,28311,FOOD SERVICE,2665453
202010569349300701,560657294,BOB MCCLOSKEY AGENCY LLC,PO BOX 511,MATAWAN,NJ,07747,INSURANCE,293863
202010569349300701,560657294,BRADY TRANE SVCS,1915 CHURCH STREET,GREENSBORO,NC,27405,HVAC,203147
202010569349300701,560657294,BLUE DIAMOND TRANSPORT,6512 CHAPEL HILL RD STE A,RALEIGH,NC,27604,TRANSPORTATION,192900
201913119349301796,810231774,SODEXO OPERATIONS LLC,9801 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,FOOD SERVICE,2625595
201913119349301796,810231774,DICK ANDERSON CONSTRUCTION INC,3424 E US HIGHWAY 12,HELENA,MT,59601,CONSTRUCTION CONTRACTOR,1325198
201913119349301796,810231774,EAB,2445 M ST NW,WASHINGTON,DC,20037,CONSULTING,445692
201913119349301796,810231774,MOSAIC ARCHITECTURE,428 N LAST CHANCE GULCH,HELENA,MT,59601,ARCHITECT,312758
201913119349301796,810231774,HIGH POINT NETWORKS LLC,145 REGAL ST SUITE 8,BILLINGS,MT,59101,TECHNOLOGY EQUIPMENT & SOFTWARE,242374
202010079349300536,362216176,CREATIVE DINING SERVICE INC,1 ROYAL PARK DR STE 3,ZEELAND,MI,49464,FOOD SERVICE,2047709
202010079349300536,362216176,GORDON FOOD SERVICE,5665 28TH ST SE,GRAND RAPIDS,MI,49546,FOOD SERVICE,392294
202010079349300536,362216176,JENZABAR INC,1401 TECHNOLOGY DR,HARRISONBURG,VA,22802,SOFTWARE MAINTENANCE,315679
202010079349300536,362216176,ARCHER EDUCATION,12555 W JEFFERSON BLVD,LOS ANGELES,CA,90066,EDUCATIONAL SOFTWARE,313720
202010079349300536,362216176,CORPORATE BUSINESS INTERIORS,305 JAMBOREE RD,NEWPORT BEACH,CA,92660,FURNISHINGS,287248
202041369349305314,951664123,KAR Construction Inc,1306 W Brooks Street,Ontario,CA,917623611,Construction,8133382
202041369349305314,951664123,Sodexo Inc,1000 El Camino Real,Atherton,CA,94027,Food Service,2230327
202041369349305314,951664123,Brian R Bloom Architect,350 South Milliken Avenue Suite G,Ontario,CA,917617844,Architect,959834
202041369349305314,951664123,Cambridge Associates LLC,13528 Collection Center Drive,Chicago,IL,60693,Investment Management Investment,736161
202041369349305314,951664123,Invero Group,8560 Vineyard Avenue Ste 504,Rancho Cucamonga,CA,91730,Temporary Employment Agency,534724
202040949349300014,560556753,DAVID E LOOPER & CO,PO BOX 3224,HICKORY,NC,28603,CONSTRUCTION NEEDS,2111692
202040949349300014,560556753,ARAMARK CAMPUS SERVICES,LR BOX 7476,HICKORY,NC,28603,FOOD SERVICES,1871488
202040949349300014,560556753,ARAMARK FACILITIES SERVICES,1255 CRESCENT GREEN DRIVE STE 210,CARY,NC,27518,MAINTENANCE & HOUSEKEEPING,1038270
202040949349300014,560556753,ELLUCIAN COMPANY LP,4 COUNTRY VIEW ROAD,MALVERN,PA,19355,INFORMATION TECH CONSULTING,780290
202040949349300014,560556753,WM C REYNOLDS CO INC,PO BOX 2068,HICKORY,NC,28603,CONSTRUCTION NEEDS,296138
202000379349300105,131624158,TURNER CONSTRUCTION CO,375 HUDSON STREET,NEW YORK,NY,10014,CONSTRUCTION SERVICES,113491387
202000379349300105,131624158,RAFAEL VINOLY ARCHITECTS PC,50 VANDAM STREET,NEW YORK,NY,10013,ARCHITECTURAL SERVICES,3940375
202000379349300105,131624158,RESTURANT ASSOCIATES CORP,120 WEST 45TH STREET,NEW YORK,NY,10036,FOOD SERVICES,2361010
202000379349300105,131624158,DANIG CONSTRUCTION INC,82 PARK AVE UNIT 201,GLEN RIDGE,NJ,07028,CONSTRUCTION SERVICES,1252537
202000379349300105,131624158,CTE INCORPORATED,450 WESTBURY AVE,CARLE PLACE,NY,11514,CLEANING SERVICES,1195573
202010919349301701,952962604,WE O'NEIL CONSTRUCTION CO OF CALIFORN,909 N SEPULVEDA BLVD SUITE 400,EL SEGUNDO,CA,90245,CONSTRUCTION,2492655
202010919349301701,952962604,KIOSK CREATIVE LLC,750 GRANT AVENUE 200,NOVATO,CA,94945,MEDIA PLANNING & BUYING,991924
202010919349301701,952962604,LARRY RASMUSSEN INC,21 S CALIFORNIA STREET FOURTH FLO,VENTURA,CA,93001,CONSTRUCTION,844271
202010919349301701,952962604,CHRISTIE BUILDING AND DEVELOPMENT INC,1000 BUSINESS CENTER CIRCLE 102,NEWBURY PARK,CA,91320,CONSTRUCTION,716493
202010919349301701,952962604,HIRSCHFELD KRAEMER LLP,505 MONTGOMERY ST 13TH FLOOR,SAN FRANCISCO,CA,94111,LEGAL,465507
201932959349300308,340909974,KCFS LLC,326 S ROSE BLVD,AKRON,OH,44313,MANAGED IT & SECURITY SERVICES,137937
201933199349317668,521241927,COMP BUS SVCHORACE CRAWFORD,2383 CRIPPLE CREEK DR,ST LOUIS,MO,63129,COMPUTER/ACC/ SERVICES,143000
202030509349301018,942515428,MAXIM SERVICES LTD INC,2470 ESTAND WAY,PLEASANT HILL,CA,94523,JANITORIAL,370849
202030509349301018,942515428,ARAMARK CORPORATION,915 DEGUIGNE DR,SUNNYVALE,CA,94088,FOOD SERVICE,249950
202030509349301018,942515428,XEROX CORPORATION,PO BOX 802555,CHICAGO,IL,60680,COPY & PRINTING,221654
202030509349301018,942515428,FIRST ALARM SECURITY & PATROL,1731 TECHNOLOGY DRIVE 800,SAN JOSE,CA,95110,SECURITY SERVICES,184386
202021399349300237,540573801,SODEXHO INC AFFILIATES,500 ROSS STREET 154-0455,PITTSBURG,PA,15262,FOOD AND CLEANING SERVICES,5703244
202021399349300237,540573801,CFO AV 4040 BENEFICIARY LLC,PO BOX 37075,BALTIMORE,MD,21297,PROPERTY MANAGEMENT,1878459
202021399349300237,540573801,BENNETT GROUP,1230 31ST STREET NW,WASHINGTON,DC,20007,CONSTRUCTION SERVICES,1315738
202021399349300237,540573801,INTERNATIONAL LIMOUSINE SERVICES INC,2300 9TH STREET SUITE 505,ARLINGTON,VA,22204,CORPORATED TRANSPORTATION,1147634
202021399349300237,540573801,WHITEBOARD CUMMUNICATION LLC,62814 COLLECTIONS CENTER DRIVE,CHICAGO,IL,60693,ENROLLMENT SERVICES,949024
202011899349301786,050312747,MARILYN RIZA,12 TATTAN FARM ROAD,WORCESTER,MA,01605,CONSULTING,108486
202041419349301659,951699394,EBSCO Subscription Services,PO Box 92901,Los Angeles,CA,90009,Magazine Subscriptions,257345
202041419349301659,951699394,Ellucian Company LP,62578 Collections Center Drive,Chicago,IL,60693,Software Maintenance,249553
202041419349301659,951699394,RR Donnelly & Sons Company,PO Box 100112,Pasadena,CA,91189,Communications,218388
202041419349301659,951699394,Hassle Free Plumbing,220 E Foothill Blvd,Monrovia,CA,91016,Plumbing,183426
202041419349301659,951699394,Simply Gourmet Plus,135 N Oakland Ave,Pasadena,CA,91101,Catering,168437
202031609349300923,431560263,MCCARTHY BUILDING CO,1341 N Rock Hill Rd,ST LOUIS,MO,63124,Capital Construction,3429807
