object_id,ein,Dsc,BkVlAmt
201423019349300242,580593438,Construction in Progress,2309973
201402809349300800,560530251,"LOANS TO STUDENTS, NET",2989661
201402809349300800,560530251,"LOAN COSTS, NET",252776
201402809349300800,560530251,BENEFICIAL INTERESTS IN TRUSTS,3386799
201402809349300800,560530251,CASH SURRENDER VALUE OF LIFE INSURANCE,821572
201402909349300505,562195966,ART COLLECTION,116275
201412959349300126,480543782,STUDENT LOAN FUNDS RECEIVABLE,2816855
201412959349300126,480543782,CASH SURRENDER VALUE OF LIFE INSURANCE,56675
201412959349300126,480543782,DEPOSITS WITH BOND TRUSTEE,208407
201412959349300126,480543782,CONSTRUCTION IN PROGRESS,483597
201413009349300501,200617900,DUE TO/FROM RELATED ORGS,107407
201403459349300820,560767736,BENEFICIAL INTEREST IN CHARITABLE RE,5979420
201403459349300820,560767736,CASH/EQUIVALENTS RESTRICTED TO INVES,1571309
201403459349300820,560767736,CONSTRUCTION IN PROGRESS,307518
201403459349300820,560767736,OTHER ASSETS,25763
201433499349301358,720467515,ACCRUED INTEREST RECEIVABLE,41514
201433499349301358,720467515,FUNDS HELD BY TRUSTEE,25134563
201433499349301358,720467515,DEPOSITS - CATERING CONTRACT,91906
201433499349301358,720467515,DEBT SERVICE FUND - TIME DEPOSITS,4
201443189349304694,540646523,CONTRUCTION IN PROGRESS,1535392
201443189349304694,540646523,NET INTANGIBLE ASSETS,78607
201443189349304694,540646523,PREPAID EXPENSE,88415
201443189349304694,540646523,REFUNDABLE ADVANCES - FEDERAL GRANTS,9910
201443189349304694,540646523,"ART, ARTIFACTS AND VALUABLE PAPERS",204385
201443189349304694,540646523,PREPAID UST ACCOUNT,108772
201403219349306475,381673400,INVESTMENT IN LIMITED LIABILITY COMPANY,1005000
201403529349300400,741357323,CONSTRUCTION IN PROGRESS,8715
201403529349300400,741357323,CONTRIBUTIONS RECEIVABLE,915099
201443519349300024,541854399,PREPAYMENT TO VIRGINIA COMMONWEALTH UNIVERSTITY,361156
201443189349306734,550357056,INTEREST IN PERPETUAL TRUSTS,10948507
201443189349306734,550357056,DEPOSIT HELD BY TRUSTEE,8311966
201413229349300806,800454615,RENT SECURITY DEPOSIT,2500
201423219349305487,476025325,LIBRARY INVENTORY,301377
201413199349300141,954366755,DEPOSITS,66
201403189349307150,141338310,Intercompany LT,4823686
201403189349307150,141338310,Intercompany ST,3842760
201403189349307150,141338310,Other Assets,3173893
201403189349307150,141338310,Pension LT,11845030
201403189349307200,742269704,UNBILLED RECEIVABLES,1408826
201403189349307200,742269704,INVESTMENT IN AFFILIATE LLC,400
201413339349300001,530174589,DEPOSIT,11233
201413339349300001,530174589,DEFERRED CHARGES,64042
201403219349306785,640303094,Funds Held in Trusts by Others,101652
201403219349306900,201612906,DUE FROM LONGWOOD UNIVERSITY,285818
201403219349306900,201612906,NET LOAN COSTS,794291
201403219349306900,201612906,RESTRICTED DEPOSITS AND FUNDED RESERVES,4504611
201403219349306900,201612906,DUE FROM LONGWOOD UNIVERSITY FOUNDATION,57676
201443379349300009,352194526,OTHER ASSETS(DETAIL)-990,144830
201433109349301543,203695075,SECURITY DEPOSIT,6500
201443079349301744,980149857,DUE FROM RELATED PARTIES,1919869
201443079349301744,980149857,INTEREST RECEIVABLE,17346
201443079349301744,980149857,EDUCATIONAL BOOKS,67675
201443079349301744,980149857,BIOLOGICAL ASSETS,5040764
201423179349304652,136171197,OTHER ASSETS,12133090
201423179349304652,136171197,DUE FROM NYCH&H CORP.,7364843
201423179349304652,136171197,INSURANCE CLAIMS,130869600
201423179349304652,136171197,DUE FROM MRO,5772712
201423179349305337,043663198,Due from affiliates,467831
201423169349304182,541954969,Art paintings,64300
201423169349304182,541954969,Deposits,30168
201423169349304182,541954969,Investment in subsidiary
201423169349304182,541954969,Long-lived Assets Held for Sale
201423169349304182,541954969,Service Agreement,20971
201402949349300735,561065978,OTHER ASSETS,656031
201402949349300735,561065978,CASH SURRENDER VALUE OF LIFE INSURANCE,54136
201403189349303550,274188208,SECURITY DEPOSITS,264870
201403219349308850,230973290,ASSETS HELD IN TRUST BY AFFILIATE,16508340
201423039349301757,942992642,TUITION RECEIVABLE,18759127
201423039349301757,942992642,STUDENT LOANS RECEIVABLE,4836357
201423039349301757,942992642,NOTES RECEIVABLE,1381228
201423039349301757,942992642,OTHER RECEIVABLES,834062
201422909349300327,410696906,Funds held by third-party trustees,12809336
201422909349300327,410696906,Cash value of life insurance policies,756927
201422909349300327,410696906,Un-amortized bond issuance costs,518536
201422909349300327,410696906,Funds on deposit with bond trustee,469188
201423189349307402,420681049,OTHER ASSETS,895548
201423189349307402,420681049,DEBT SERVICE RESERVE FUND,2010080
201423189349307402,420681049,UNEXPENDED BOND PROCEEDS,4391279
201413229349300811,260337511,Library book,13720
201420729349300812,030461931,PREPAID EXPENSES,18012
201413389349300801,741238438,BENEFICIAL INTEREST IN PERPETUAL TRUST,2849342
201413389349300801,741238438,REAL ESTATE HELD FOR INVESTMENT,309000
201413219349309506,116039909,UNIVERSAL LIFE POLICIES,557557
201413219349309506,116039909,YEDID ADVANTAGE FUNDS,331307
201413219349309506,116039909,MARKETABLE SECURITIES,23827
201413219349311906,550753754,Interest in Net Asset: CAMC Foundation,3763772
201413219349311906,550753754,Affiliate Receivables,744835
201441289349302209,363085682,CASH SURRENDER VALUE OF L.I.,173553
201441289349302209,363085682,DEPOSIT,600
201441289349302209,363085682,PREPAID EXPENSES,6944
201441349349308124,743134282,SECURITY DEPOSIT,10000
201441149349300244,866042458,UNDEPOSITED FUNDS
201433219349310303,410789402,CASH SURRENDER VALUE OF LIFE INSURANCE,67715
201433219349310303,410789402,CHARITABLE REMAINDER UNITRUST,140949
201433219349310303,410789402,BENEFICIAL INTEREST IN LIFE INSURANCE,277566
201433219349310303,410789402,INTEREST IN NET ASSETS OF CROSSROADS COLLEGE FOUNDATION,130060
201432829349301033,610510937,"DUE FROM RELATED PARTY (HILLCREST BURIAL PARK, INC.)",12791
201432829349301033,610510937,"DEBT ISSUANCE COSTS, NET",101229
201432829349301033,610510937,RELATED PARTY NOTES RECEIVABLE,70644
201432829349301033,610510937,BENEFICIAL INTEREST IN PERPETUAL TRUST,985492
201432829349301033,610510937,STUDENT LOANS RECEIVABLE,796658
201433359349300038,133459531,SECURITY DEPOSITS,9353
201443259349300014,743095284,SECURITY DEPOSIT,343087
201441359349304759,330704703,SECURITY DEPOSIT,50000
201412839349300546,750855633,Beneficial interest,28855762
201402949349301055,840600653,EQUITY IN Y-CROSS RANCH,4421570
201402949349301055,840600653,PROPERTY HELD FOR CSU,4808700
201402949349301055,840600653,LONG-TERM RECEIVABLES,452361
201402949349301055,840600653,DEPOSITS AND DEFERRED COSTS,52083
201402949349301055,840600653,CONSTRUCTION IN PROGRESS - POWERHOUSE ENERGY INSTITUE,16591047
201402949349301055,840600653,CONSTRUCTION IN PROGRESS - OTHER,2578025
201402949349301055,840600653,INVESTMENT IN CSURF AC,546575
201422539349300442,112705352,SECURITY DEPOSITS AND PROGRAM DEVELOPMENT,534602
201422539349300442,112705352,LIBRARY COLLECTION AND FINE ARTS,11519371
201422539349300442,112705352,INTANGIBLE ASSETS,22918821
201423219349303617,264468758,CERTIFICATE OF NEED,1560000
201423219349303617,264468758,DEPOSIT,19925
201423219349303617,264468758,DEVELOPMENT COSTS,812590
201413509349300036,951916051,Trust and Annuity Assets,2364723
201413509349300036,951916051,Interest Receivable,330366
201413509349300036,951916051,Other Receivable,55237
