object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201520419349300632,660350945,DEBT FORGIVENESS,400000,400000
201520419349300632,660350945,FED GRANTS & SOURCES,611710,258880,258880
201510429349300816,042103701,MISCELLANEOUS REVENUE,611310,608178,608178
201510429349300816,042103701,RENTAL INCOME,531190,5850,5850
201530439349301688,590949880,FINANCIAL AID OVERHEAD,39310,39310
201530439349301688,590949880,COMMISSION FEES,50460,50460
201530439349301688,590949880,MISC. ATHLETICS,10441,10441
201530439349301828,150532239,Advertising,900099,7000,0,7000,0
201540419349301529,231352236,Room and Board,611310,1790520,1790520,0,0
201540419349301529,231352236,Auxiliary Income,611310,269506,269506,0,0
201540419349301529,231352236,Unrealized Gains/Losses,611310,1727717,1727717,0,0
201520379349301037,941698615,SEMINARS,611710,32350,32350
201520379349301037,941698615,RETREATS,611710,29545,29545
201500409349301010,233102135,MISCELLANEOUS,611710,23821,23821
201520429349300812,620484185,ENDOWMENT INCOME (LOSS),611710,790229,790229
201540379349301234,620570060,Indirect Cost Reimb.,611710,120155,120155
201540379349301234,620570060,OTHER SERVICES,611710,76876,76876
201520439349301002,930634049,Billing Fees,611310,42639,0,0,42639
201520439349301002,930634049,Library Fees,611310,8822,0,0,8822
201510419349301561,341226547,Catering & Beverage,722320,73248,0,43206,30042
201500379349300110,208939971,CONTRACT SALES REFERRA,541610,88809,88809
201500379349300110,208939971,PARTNERSHIP INCOME,541610,19004,19004
201500379349300110,208939971,GDA SALES,541610,1784,1784
201500429349301255,440556862,MISCELLANEOUS INCOME,900099,509048,509048
201500429349301255,440556862,FARM INCOME,111000,58493,58493
201520409349300407,980072997,Foreign Currency Gain,611310,223245,223245,0,0
201530419349300023,470376525,OTHER REVENUE,900099,516586,516586
201520409349300862,391024723,MISCELLANOUS INCOME,900099,106276,106276
201520409349300862,391024723,PARKING FEES,900099,33302,33302
201520409349300862,391024723,STUDENT INTEREST,900099,25834,25834
201510379349301001,237067667,Special Events - Learning,611600
201520429349300032,430652675,HOLIDAY DANCE,900099,21450,21450
201520429349300032,430652675,PROFESSIONAL PROGRAM FEE,611710,9882,9882
201520429349300032,430652675,VENDING MACHINES,722210,6437,6437
201530419349300438,135647700,CAREER PLACEMENT SERVICES,900099,409838,409838
201530419349300438,135647700,CAR/BUS SERVICES,900099,587935,587935
201530419349300438,135647700,OTHER REFUNDS,900099,603763,603763
201500419349300505,591237047,POOL MEMBERSHIP,713940,2294,2294
201500419349300505,591237047,ALL OTHER REVENUES,900099,1959066,1959066
201510439349301791,956001907,Workmans Comp Rebate,524298,27096,27096
201510439349301791,956001907,Other Miscellaneous,900099,4622,4622
201540409349301259,581438873,OTHER SOURCES,900099,1577588,1577588
201510409349300951,362177133,RESTAURANT FOOD SALES,722210,631490,631490
201510409349300951,362177133,PARKING FEE REVENUE,611600,328884,328884
201510409349300951,362177133,CONFERENCE REVENUE,611710,243802,243802
201500409349300005,030179299,OTHER FEES/DAMAGES,729103,729103
201520379349301252,381374230,Misc Revenue,900099,2419940,2205789,214151,0
201500409349300870,640923875,OTHER INCOME,900099,423270,423270
201500409349300870,640923875,LICENSING FEES,900099,200,200
201510419349301001,820200906,Other,900099,691902,0,0,691902
201510419349301001,820200906,Conference Services,900099,101030,0,89193,11837
201500439349302020,131628149,Conference,900099,475355,475355,0,0
201500439349302020,131628149,Other auxiliary,900099,395846,395846,0,0
201500439349302020,131628149,Other fees & penalties,900099,355832,355832,0,0
201520429349301992,770342669,MISCELLANEOUS REVENUE,611600,1777,1777
201500419349301715,390477970,OTHER INCOME,900099,1073627,1073627
201500439349300400,860949264,Other income,900099,16377,16377
201520429349301712,630288850,Vending,900099,1124,1124
201500439349300100,951744369,Prtg/grphcs/media/etc,812900,319201,319201
201500439349300100,951744369,Banquet sales,722320,63319,63319
201500439349300100,951744369,Partnership losses,525990,-2533,-2533
201520409349301312,221912028,OTHER,900099,582286,582286
201530479349302208,432003552,Other Income,900099,4506,4506
201540459349300014,560529982,STUDENT AUXILARY SERVICES INCOME,900099,353241,353241
201510479349302121,460224603,TRASCRIPT FEES,265,265
201510479349302121,460224603,E-NEWS LETTER,250,250
201510479349302121,460224603,SHIPPING,201,201
201530509349300018,620475690,Investment return appropriated operations,900099,1629362,1629362
201530509349300018,620475690,Other income,900099,199657,199657
201510459349300701,042152671,MISCELLANEOUS INCOME,611110,86208,86208
201510479349302316,950549600,ADVERTISING INCOME,541800,3440,3440
201510479349302316,950549600,OTHER REVENUE,900099,83372,83372
201530479349301653,750917417,Other Income,900099,24830,24830
201510479349301931,760057699,OTHER REVENUE,900099,751,751
201510449349302496,530196640,ROOM AND BOARD,721310,2801041,2801041
201510449349302496,530196640,MISCELLANEOUS,900099,222847,222847
201510449349302496,530196640,ATHLETIC MBRSHP FEES,713940,203482,203482
201530479349301393,362593545,MISCELLANEOUS,900099,57679,57679
201530479349301393,362593545,0
201530479349301393,362593545,0
201530459349300613,030179419,Miscellaneous,60532,60532
201530479349301843,570314408,STANDARD CANDY K1,311000,343056,343056
201530479349301843,570314408,OTHER INVESTMENT K1S,900099,62988,62988
201530479349301933,351148835,Recoveries of Old Accounts,611110,19547,19547,0,0
201530479349301933,351148835,Insurance Recoveries,611310,4485,4485,0,0
201530479349301933,351148835,Vending Commissions,611310,1105,1105,0,0
201520449349302627,133508093,NCAA DISTRIBUTION,611710,433479,433479
201520449349302627,133508093,SPORTS CAMPS,713940,392765,392765
201520449349302627,133508093,AQUATICS CLUB,713940,254741,254741
201520449349302667,431007642,OTHER SOURCES,611710,25705,25705
201520449349302667,431007642,INTEREST ON COLL/CAN L,3968,3968
201530449349302668,430610813,ENDOWMENT INCOME,1956868,1956868
201530449349302668,430610813,OTHER INCOME,611710,198343,198343
201540449349302909,480547846,All Other Misc Revenue,900099,54422,54422
201510479349301641,391894395,RESIDENT FICA REFUNDS,621110,2499,2499
201510479349301641,391894395,MISCELLANEOUS,621110,8138,8138
201520449349302342,430356250,Miscellaneous Income,900099,845483,845483
201520449349302387,370661227,MISCELLANEOUS,175170,175170
201500489349301365,610444763,OTHER REVENUE,611310,597044,597044
201510449349301416,237367633,0
201510449349301416,237367633,0
201510449349301416,237367633,0
201540449349301184,750827409,OTHER SOURCES,822166,822166
201540449349301184,750827409,TRAVEL COMMISSIONS,713990,3932,3932
201530489349300713,620483210,SPECIAL EVENTS INCOME,900099,154071,154071
201530489349300713,620483210,MISCELLANEOUS INCOME,900099,132516,132516
201530489349300713,620483210,PLANT FUND INCOME,900099,30244,30244
201530449349300408,620488046,Other Sources,611310,4426893,4426893,0,0
201530449349300408,620488046,Net gain (loss) on investments,611310,9449426,9449426,0,0
201530449349301713,540506306,Various plant incomes,611710,154737,0,0,154737
201530449349301713,540506306,Student activities and fees,611710,485801,0,1161,484640
201530449349301713,540506306,Student loan administrative allowance,611710,55681,0,0,55681
201520559349300512,131740469,BOOKSTORE AND OTHER COMMISSIONS,611710,184460,34891,149569
201520559349300512,131740469,EDUCATION/STUDENT PROGRAMS,900099,56317,56317
201520559349300512,131740469,ALUMNI EVENTS,900099,38369,38369
201500559349300700,660362666,RENTAL INCOME,900099,284710,284710
201530479349300633,300639724,OTHER INCOME,900099,4092,4092
201510449349300026,141468399,0
201510449349300026,141468399,0
201510449349300026,141468399,0
201540449349301429,410747165,OTHER INCOME,900099,133483,133483
201540449349301429,410747165,FINANCE CHARGES & COST RECOVERIES,900099,58593,58593
201540449349301429,410747165,CONVENTIONS,900099,22845,22845
201520449349301697,741180151,FEE INCOME,611710,343060,343060
201520449349301697,741180151,MISCELLANEOUS INCOME,611710,77860,77860
201520489349302187,620814498,MISCELLANEOUS REVENUE,900099,55454,55454
201520489349302232,931022351,OTHER INCOME,900099,101058,101058
201510519349300311,480543736,OTHER INCOME,611710,537111,537111
201500449349301620,381624684,Other income,459784,459784
201520489349300717,860711495,Other income,611600,35612,35612
201530449349301608,314379435,MISCELLANEOUS REVENUE,611710,91218,91218
201530449349301608,314379435,0
201530449349301608,314379435,0
201540579349300304,344428219,MISCELLANEOUS,611710,61535,61535
201500559349300515,420680466,MISCELLANEOUS,611310,980704,980704
201500559349300515,420680466,ALTERNATIVE INVESTMENTS,611310,603753,603753
201500559349300515,420680466,SUMMER PROGRAMS,721000,504895,13238,491657
201530549349300703,160759798,Bookstore/Food Commissions,900099,131845,131845,0,0
201530549349300703,160759798,Student Activities Revenue,900099,150824,150824,0,0
201530549349300703,160759798,Overhead Recoveries,900099,91767,91767,0,0
201530489349302263,942382546,LOSS FROM INVESTMENT IN JOINT VEN,621300,-79000,-79000
201500449349302690,451171945,OTHER INCOME,611710,91698,91698
201510559349300331,470724387,MISCELLANEOUS INCOME,611710,202859,202859
201500479349301665,350868086,MISCELLANEOUS INCOME,900099,26210,26210
201500479349301665,350868086,FITNESS FACILITY,713940,725,725
201500479349301665,350868086,0
201510559349300726,470491571,Miscellaneous Income,900099,547206,547206
201510559349300726,470491571,Testing Center,611710,32686,32686
201510559349300726,470491571,Fireworks Stand,453000,22267,22267
201520489349301002,420680404,CONFERENCE CENTER,721000,284633,284633
201520489349301002,420680404,FITNESS CENTER,713940,10742,10742
201520489349301002,420680404,INCOME FROM PARTNERSHIP FLOW-THRO,900099,1599,1599
201510449349302006,237050293,MISCELLANEOUS,900099,5373,5373
201500649349300005,930634049,Billing Fees,611310,42639,0,0,42639
201500649349300005,930634049,Library Fees,611310,8822,0,0,8822
201530639349300113,930391586,Athletics,611310,463061,463061,0,0
201530639349300113,930391586,Parking,611310,52995,52995,0,0
201520589349300817,231365953,DINING FEES,611600,1294462,1294462
201520589349300817,231365953,BOOKSTORE,611600,74148,74148
201520589349300817,231365953,COMMISSIONS,900099,16020,16020
201500619349300775,231526668,OTHER INCOME,900099,383076,10662,372414
201500619349300775,231526668,DIXON ATHLETIC CENTER MEMBERSHIPS,713940,115166,115166
201500619349300775,231526668,BOOKSTORE COMMISSION,900099,54027,54027
201540639349300514,750818183,Other Income,900099,46908,46908
201500639349300210,582624570,Insurance proceeds,900099,111867,111867
201530659349300738,237179567,FACILITIES RENTAL,531190,233013,56995,176018
201530659349300738,237179567,BOOKSTORE,611710,62482,62482
201530659349300738,237179567,OTHER,900099,265653,265653
201520709349301002,452586013,WASHER/DRYER INCOME,611710,1025,1025
201530719349301038,350935587,CONFERENCE SERVICES,611710,201289,298,200991
201540719349300029,363912263,OTHER INCOME,183,183
201500699349300310,240795506,ENDOWMENT DRAWDOWNS,900099,1675800,1675800
201500699349300310,240795506,MISCELLANEOUS INCOME,900099,225688,225688
201500699349300310,240795506,TEAM PROGRAM REVENUE,900099,117430,117430
201520709349300217,231657958,CHILD DEVELOPMENT CTR,611310,239747,239747
201520709349300217,231657958,CAFETERIA & MEAL REV,722210,185372,185372
201520709349300217,231657958,INSURANCE RECOVERY,900099,62578,62578
201520659349300232,750926755,PERKINS FEES,522291,34805,34805
201520659349300232,750926755,K-1 PARTNERSHIP INCOME,900099,1713,1713
201510719349300041,660259904,AUXILIARY ENTERPRISES,611710,204622,204622
201510719349300041,660259904,CONTRIBUTIONS,25000,25000
201500709349300435,760690847,Other,900099,35549,35549
201540729349300509,237213309,ANCILLARY OPERATIONS,26187750,26187750
201540729349300509,237213309,ALL OTHER REVENUE,99177428,99177428
201530709349300823,231627436,BOOKSTORE,812900,62735,62735
201530709349300823,231627436,VENDING FEES,812900,9151,9151
201530709349300823,231627436,ALL OTHER,812900,18626,18626
201530719349300423,440617326,FOOD SERVICE INCOME,611710,1204306,1204306
201520699349300502,480777079,COMSPEC,611710,12000,12000
201520699349300502,480777079,CATERING SERVICES,722320,96382,96382
201520699349300502,480777079,CONFERENCES,541900,133259,133259
201540709349300964,870212470,Commissions,611710,94525,94525
201540709349300964,870212470,Interest-Accts Receivable,525990,196399,196399
201540709349300964,870212470,Other Revenue,150149,150149
201530729349300518,660201206,Miscellaneous Revenue,611710,4677666,4677666,0,0
201530729349300518,660201206,Continuing Education,611710,1968134,1968134,0,0
201530729349300518,660201206,F&A Recovery,611710,1752904,1752904,0,0
201510729349300926,420680372,ENERGY REBATES,900099,162780,162780
201510729349300926,420680372,REC CENTER INCOME,611710,28750,28750
201510729349300926,420680372,HEARTLANDING INCOME,611710,27273,27273
201520769349300527,640428676,COUNSELING INCOME,900099,64275,64275
201520769349300527,640428676,FINANCE CHARGES,900099,33156,33156
201520769349300527,640428676,COPY INCOME,900099,2986,2986
201510729349300346,986001062,Exchange reserve,900099,8736400,8736400,0,0
201510729349300346,986001062,Other Revenue,900099,2686974,2686974,0,0
201510729349300346,986001062,Revaluation reserve,900099,-595307,-595307,0,0
201510759349300206,620516509,Miscellaneous other revenues,611310,1223163,1223163,0,0
201510759349300206,620516509,Change in value of interest rate swap,611310,435277,435277,0,0
201510759349300206,620516509,Realized Gains on Investments,611310,1999296,1999296,0,0
201510759349300806,952944594,OTHER REVENUE,611600,23493,23493
201500769349300605,562574128,Other Income,611710,180,180
201530769349301008,930386858,OTHER REVENUE,900099,3140064,3185567,-45503
201540779349300624,231352620,Food.Vend/Bkstore Commissions,611310,79000,0,0,79000
201520729349300742,730739626,Miscellaneous Income,611600,508700,394478,114222
201540759349300624,131967322,ATHLETICS CAMPS,900099,84064,84064
201540759349300624,131967322,PARKING FINES & MISC FEES,900099,22864,22864
201540759349300624,131967322,APPLICATION FEES,900099,40795,31459,9336
201520729349300602,610444708,RECOVERIES OF LOSSES ON UNCOLLECT,900099,340264,340264
201520729349300602,610444708,MISCELLANEOUS INCOME,900099,17520,17520
201520729349300602,610444708,HORSE BOARDING INCOME,721310,1131,1131
201530779349300613,061395640,EXCHANGE GAIN,900099,41889,41889
201500759349300845,391453493,LIBRARY USE FEES,531120,22782,22782
201500759349300845,391453493,CSA SHARES,111000,2237,2237
201500759349300845,391453493,FACILITY RENTAL,531120,1760,1760
201500729349301160,381945965,OTHER INCOME,990009,74342,74342
201540769349300104,840402707,INVESTMENT INCOME,900001,4602331,4602331,0,0
201540769349300104,840402707,OTHER REVENUE,900099,121570,117337,4233,0
201540769349300104,840402707,CHANGE IN VALUE OF EFFECTIVE INTEREST RATE SWAP,900001,2314949,2314949,0,0
201520759349300002,440589787,GAIN (LOSS) ON FUNDS HELD IN TRUST,900099,246984,246984
201540909349300434,860931108,MISCELLANEOUS,900099,155440,155440
201520829349300007,352158366,REC-FITNESS CENTER,713940,172385,170593,1792
201520829349300007,352158366,"COPIERS, PRINTING, FEES AND FINES",900099,50076,50076
201520829349300007,352158366,5CORE MEDIA,900099,7654,7654
201500999349300615,340714681,SPINNAKER GLOBAL EMERGING,236000,1028,1028
201500999349300615,340714681,DAVIDSON KEMPNER INST PARTNRS,236000,350,350
201500999349300615,340714681,COMMONFUND CAPITAL VENTURE VI,236000,-402,-402
201540829349300124,340714777,ALUMNAE SNACK BAR,4048,4048
201500929349300400,160743942,MISCELLANEOUS,531190,438917,434193,4724
201540929349300409,660277132,OTHER REVENUES,184217,184217
201540929349300409,660277132,GRADUATION,38858,38858
201540929349300409,660277132,EDUCATIONAL SUPPORT SERVICES,15525,15525
201540999349301034,720642832,MISCELLANEOUS REVENUE,900099,73542,73542
201540999349301034,720642832,LOYOLA CONTRACTED INSTRUCTION,900099,39921,39921
201540999349301034,720642832,COUNSELING CENTER,624100,25110,25110
201530909349300818,231352621,Miscellaneous sales and services,900099,424078,0,0,424078
201530909349300818,231352621,Miscellaneous fees,900099,49257,0,0,49257
201530909349300818,231352621,Vending income,900099,28300,0,0,28300
201520839349300532,344431169,INTEREST ON STUDENT ACCOUNTS,990009,188882,188882
201520839349300532,344431169,OVERSEAS PROGRAM,611710,51821,51821
201520839349300532,344431169,MISCELLANEOUS,990009,1101249,1101249
201510919349300216,231522643,STUDENT FEES AND FINES,900099,350191,350191
201510919349300216,231522643,EVENT INCOME,900099,189198,189198
201510919349300216,231522643,COMMISSIONS AND REBATES,900099,123147,123147
201540919349300139,462847593,OTHER INCOME,900099,1967,1967
201520839349300777,910565571,UNDERWRITING REVENUE,541800,2072270,2072270
201520849349300107,660349669,Continued education,611310,310352,310352,0,0
201520849349300322,231352613,FORFEITED DEPOSITS/ED ROOM RENTAL,900099,198000,198000
201520849349300322,231352613,ATHLETIC EVENTS,900099,159000,159000
201520849349300322,231352613,RECOVERY OF BAD DEBT,900099,111000,111000
201530899349300023,362166962,DEPARTMENTAL DESIGNATED,611710,233550,233550
201530899349300023,362166962,FMV/PV ADJUSTMENTS,900001,1399455,1399455
201530899349300023,362166962,ANNUITANT PAYMENTS,900001,-182856,-182856
201500979349300030,362169145,OUTSIDE CONFERENCE & FACILITIES RENTAL,900099,325746,107741,218005
201500979349300030,362169145,FOOD SERVICE,722320,201501,80522,120979
201500979349300030,362169145,OUTSIDE PRINTING,561000,3287,0,3287
201530799349300438,344427951,GAIN ON EXTINGUISHMENT OF DEBT,711120,357246,357246
201530799349300438,344427951,MISCELLANEOUS INCOME,611710,173381,156413,16968
201510989349300631,420680389,Finance charges,611310,41386,41386,0,0
201510989349300631,420680389,Administrative cost reimbursements,611310,71526,71526,0,0
201510989349300631,420680389,Parking Fees,812930,51450,51450,0,0
201510859349300331,135562314,NON-PROGRAM REVENUE,900099,2415528,2415528
201510859349300331,135562314,INVESTMENTS IN FUNDS HELD BY TRUSTEE,900099,2618,2618
201510859349300331,135562314,ATHLETIC MEMBERSHIP,900099,655118,655118
201530919349300233,850365964,MISCELLANEOUS INCOME,611600,68916,68916
201530919349300233,850365964,CONFERENCE REGISTRATIO,611600,2200,2200
201540909349300004,550559322,Expense Reimbursement,900099,44564,44564
201540909349300004,550559322,Purchase Rebates,900099,13843,13843
201540909349300004,550559322,Collection Income,900099,12222,12222
201510909349300771,231639911,PEW/PEI OVERHEAD,900099,165925,165925
201510909349300771,231639911,ADMISSIONS APPLICATION FEES,900099,119280,119280
201510909349300771,231639911,MISC REVENUE,900099,101263,101263
201510899349300616,560532297,MISCELLANEOUS,900099,220083,220083
201500909349300210,820200907,OTHER SERVICES,900099,967452,248774,718678
201500909349300210,820200907,STUDENT LOAN INTEREST,900099,13213,13213
201501059349300730,030179424,STUDENT LOAN INTEREST,900099,204958,204958
201501059349300825,480543772,Transcript Fees,611710,30496,30496
201501059349300825,480543772,Commissions,541900,8121,8121
201501059349300825,480543772,ALL OTHER MISC REVENUE,900099,449326,449326
201511039349300231,380321740,DAYCARE INCOME,624410,2538,2538
201511039349300231,380321740,MISCELLANEOUS INCOME,900099,40492,40492
201511039349300231,380321740,0
201541109349300314,560532144,OTHER INCOME,611710,338251,9900,328351
201531129349300433,210634981,OTHER STUDENT ACTIVITIES/MISCELLANEOUS,900099,291821,291821
201531129349300433,210634981,Insurance Reimbursement - Hurricanes,900099,228914,228914
201531129349300433,210634981,CATERING,900099,159369,159369
201511079349300616,133643485,SALE OF ART,900099,58089,58089
201511079349300616,133643485,OTHER,900099,10605,10605
