object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201520139349301112,370661231,TUITION AND FEES,611430,28408839,28408839
201540099349301174,750859801,Bookstore Comm,37279,37279
201540099349301174,750859801,Conferences and Camps,183326,183326
201540099349301174,750859801,Residence Halls,3259217,3259217
201540099349301174,750859801,Student Tuition,22734090,22734090
201540099349301174,750859801,Testing/Other Fees,67508,67508
201510099349301271,560547478,Tuition and Fees,611600,18803908,18803908
201510099349301271,560547478,Sales and Services of Auxiliary Enterprises,611710,11769217,11769217
201500129349301310,390806297,TUITION AND FEES,611710,69905405,69905405
201500129349301310,390806297,AUXILIARY ENTERPRISE,611710,1752055,1752055
201500129349301310,390806297,CONSERVATORY,611710,145099,145099
201500129349301310,390806297,EVENTS,611710,52287,52287
201500129349301310,390806297,SUMMER CAMPS,611710,35796,35796
201510159349300311,420707124,Student Tuition and Fees,611310,25835128,25835128,0,0
201520149349301257,560532303,TUITION & FEES,900099,193131718,193131718
201520149349301257,560532303,AUXILIARY ENTERPRISES,900099,36041360,36041360
201520149349301257,560532303,ATHLETICS,900099,3584723,3584723
201520149349301262,620518288,OPERATING REVENUE,611000,32162922,32162922
201520149349301262,620518288,AUXILIARY ENTERPRISES,611000,8493898,8493898
201510129349300731,620548913,INSTRUCTIONAL,611310,68600519,68600519
201510129349300731,620548913,STUDENT AND AUXILIARY SERVICES,611310,10214656,10214656
201520129349301462,710239383,TUITION & FEES,611310,33258553,33258553
201520129349301462,710239383,ROOM & BOARD,611310,9011348,9011348
201530149349300748,370661217,Student Tuition & Fees,611310,11469579,11469579,0,0
201530149349300748,370661217,Sales & Service Auxiliary Enterprises,900099,2215810,2215810,0,0
201500089349300400,610444825,Tuition and fees,611310,33691111,33691111,0,0
201500089349300400,610444825,"Room, board, other auxiliaries",611710,7564729,7564729,0,0
201500139349300035,560554199,STUDENT TUITION AND FE,611310,28052687,28052687
201500139349300035,560554199,AUXILIARY ENTERPRI,611310,8422669,8422669
201500099349301400,330934393,88225,88225
201520129349301107,240795495,TUITION AND FEES,611310,169339609,169339609
201520129349301107,240795495,AUXILIARY ENTERPRISES,721310,34882905,34882905
201540219349300119,610444671,COMPREHENSIVE FEE,611710,61691017,61691017
201540219349300119,610444671,AUXILIARY SERVICES,611710,969569,969569
201540219349300119,610444671,0
201540219349300119,610444671,0
201540219349300119,610444671,0
201510209349300866,860671074,BOOK SALES,611600,325,325
201510209349300866,860671074,COURSE TUITION,611600,40225,40225
201500219349300605,420698196,Tuition and Fees,611310,30211163,30211163,0,0
201500219349300605,420698196,Auxiliary Enterprises,611710,8025556,8025556,0,0
201500219349300605,420698196,Sales and Service,611710,330354,330354,0,0
201500169349300030,042720310,TUITION AND FEES,900099,3205689,3205689
201500169349300030,042720310,AUXILIARY INCOME,900099,694593,694593
201510139349301301,042596491,TUITION AND FEES,900099,505500,505500
201510139349301301,042596491,PROJECT & WORKSHOP FEE,900099,80423,80423
201500129349300125,582533742,STUDENT AND OTHER SERVICES,900099,240,240
201520229349300902,131740285,Gross tuition and fees,611600,48669375,48669375
201520229349300902,131740285,Auxiliary enterprises,611710,7016889,7016889
201530229349300623,271870108,RENTAL INCOME,531120,6484144,6484144
201510199349300201,020309681,"TUITION, ROOM, & BOARD - NET",611600,1251901,1251901
201510199349300201,020309681,SUMMER PROGRAM,611600,6250,6250
201540209349300429,980426561,EDUCATION AND RESEARCH,611600,358876107,358876107
201540209349300429,980426561,EDUCATION AND RESEARCH,611710,1926232,1926232
201540209349300429,980426561,ALL OTHER PROGRAM SERVICE REVENUE,900099,8897716,8897716,0,0
201530219349300203,133800725,COMMISSION INCOME,868,868
201530219349300203,133800725,SALES OF INVENTORY
201530219349300203,133800725,TUITION AND FEES,496424,496424
201530219349300213,391201561,TUITION AND FEES,611600,20809283,20809283
201530219349300503,381977050,MICHIGAN STATE UNIV,611430,1138425,1138425
201530219349300503,381977050,RADIOLOGY PROGRAM,611430,1137979,1137979
201530219349300503,381977050,MEDICAL EDUCATION,611430,367385,367385
201530219349300503,381977050,MSU OSTEOPATHIC,611430,30000,30000
201520169349300027,362216176,TUITION AND FEES,611710,37592599,37592599
201520169349300027,362216176,AUXILIARY,611710,6181733,6181733
201520169349300027,362216176,STUDENT FEES,611710,722162,722162
201530229349300913,381393841,TUITION AND FEES,611600,6646792,6646792
201530229349300913,381393841,OTHER PROGRAM SERVICE,611600,113930,113930
201520169349300922,480623882,TUITION AND FEES,611600,2966483,2966483
201520169349300922,480623882,RESIDENT HALL INCOME,611710,89476,89476
201530139349301413,480914282,TUITION AND FEES,611110,5324332,5324332
201530139349301413,480914282,LUNCH PROGRAM,611110,187480,187480
201530139349301413,480914282,OTHER TUITION,611110,103541,103541
201530139349301413,480914282,AFTER SCHOOL CARE,611110,47372,47372
201540229349301114,650621012,TUITION AND FEES,900099,980977,980977
201540229349301114,650621012,CLINICAL TREATMENTS,900099,112979,112979
201540229349301114,650621012,BOOK STORE SALES,900099,15492,15492
201520099349301152,310970262,TUITION AND FEES,4905835,4905835
201520099349301257,460224589,TUITION & FEES,16334407,16334407
201520099349301257,460224589,SALES & SERVICES OF AUX ENT,3109960,3109960
201500219349300245,610444788,TUITION & FEES,611310,39463956,39463956
201500219349300245,610444788,AUXILARY SERVICES,611310,5272824,5272824
201500219349300245,610444788,FINES & OTHER CHARGES,611310,154998,154998
201500219349300245,610444788,SALES & SERVICE,611310,50852,50852
201500129349301275,382333042,EDUCATIONAL SERVICES,611600,3156280,3156280
201520299349300737,510175975,TUITION AND FEES,611310,10972538,10972538
201520299349300737,510175975,APPLICATION FEES,611310,151605,151605
201520299349300007,430653369,STUDENT TUITION & FEES,611600,73157982,73157982
201520299349300007,430653369,HOUSING AND MEALS,721310,6960311,6960311
201520299349300007,430653369,BOOK SALES,451211,1206792,1206792
201520299349300007,430653369,STORE SALES,453000,765527,765527
201520239349300007,951716809,Tuition & Fee Revenue,611310,18612832,18612832
201530299349300113,541251090,TUITION,611600,858781,858781
201530299349300113,541251090,FEES,611600,117891,117891
201520239349300722,430655867,TUITION AND FEES,611710,98462943,98462943
201520239349300722,430655867,HOUSING AND BOARD FEES,611710,2166878,2166878
201520239349300722,430655867,TEXTBOOK COMMISSIONS,611710,933152,933152
201520239349300722,430655867,APPLICATION FEES,611710,430232,430232
201520239349300722,430655867,GRADUATION FEES,611710,367289,367289
201500239349300505,800477644,Tuition,611310,8472958,8472958
201500239349300505,800477644,School Revenue,611310,651386,651386
201520279349300217,440545280,Net Patient Revenue,621110,902307,902307
201520279349300217,440545280,Student Fees & Revenue,611600,44204549,44204549
201500239349300105,952592468,Tuition & Fee Revenue,611310,2324687,2324687
201500239349300145,460229820,TUITION/EDUCATIONAL,636734,636734
201500239349300145,460229820,MUSEUM,2013,2013
201530269349300908,912037146,TUITION FEES,900099,3386378,3386378
201530269349300908,912037146,SEMINAR/CONFERENCE INC,900099,779609,779609
201530269349300908,912037146,OTHER SCHOOL PROGRAM R,900099,26709,26709
201540239349300839,111733439,TUITION AND FEES,900099,95689584,95689584
201540239349300839,111733439,CHILD STUDY CENTER,900099,1566110,1566110
201540239349300839,111733439,PERFORMANCE FEES,711130,19168,19168
201500289349301350,042325504,TUITION & FEES,900099,2067808,2067808
201520289349300407,941021164,STUDENT TUITION & FEES,900099,58319750,58319750
201520289349300407,941021164,AUXILIARIES,900099,3151331,3151331
201520289349300407,941021164,PUBLIC SERVICE,900099,1579730,1579730
201520289349300407,941021164,UNDERGRAD STUDENTS,900099,406186,406186
201520289349300407,941021164,GOV'T CONTRACTS & FEES,900099,23241,23241
201510239349300106,363005527,Tuition and Fee Revenue,611310,42108588,42108588
201510239349300106,363005527,Other School Revenue,611310,170167,170167
201500359349300125,131632522,STUDENT TUITION FEES,611600,12175055,12175055
201500359349300125,131632522,RESIDENCY LECTURE,611600,1012044,1012044
201500359349300125,131632522,CLINIC SERVICE,621400,588090,588090
201500359349300125,131632522,RESIDENCY PROGRAM,611600,420287,420287
201500359349300125,131632522,CONTINUING EDUCATION,611600,403376,403376
201500309349301800,042111203,Tuition and fees,611310,117346960,117346960,0,0
201500309349301800,042111203,Geographic Software,443120,523486,523486,0,0
201500309349301800,042111203,Auxiliary,611710,14031647,14031647,0,0
201500309349301800,042111203,Student Loan,522291,189081,189081,0,0
201500309349301800,042111203,All Other,900099,977670,977670,0,0
201520369349300042,231608264,TUITION,611600,9482074
201520369349300042,231608264,WORKSHOPS,611600,131753
201520369349300042,231608264,RESIDENCE HALLS,611600,116844
201520369349300042,231608264,DENTAL HEALTH CENTER,621300,313155
201520369349300042,231608264,DINING HALL,611600,389206
201540339349300639,942401323,Tuition & Fees,611600,20881,20881
201510309349300546,340868798,TUITION AND FEES,611310,60261990,60261990
201510309349300546,340868798,SALES/SERVICE AUXILIARY,611310,11882124,11882124
201500349349300965,910473310,TUITION AND FEES,611710,86729045,86729045
201500349349300965,910473310,AUXILIARY ENTERPRISES,611710,12595272,12595272
201500349349300965,910473310,SALES AND SERVICES,611710,1657524,1657524
201530369349300718,362181973,TUITION & FEES,611310,77126622,77126622
201530369349300718,362181973,PATIENT CARE,621400,4673072,4673072
201530369349300718,362181973,STUDENT HOUSING REVENUE,611310,2548394,2548394
201530369349300718,362181973,CONTINUING EDUCATION,611310,4130,4130
201530369349300718,362181973,0
201500309349300205,350845258,TUITION & FEES,611710,69520018,69520018
201500309349300205,350845258,RESIDENCE HALLS,611710,4929678,4929678
201500309349300205,350845258,MISCELLANEOUS,611710,142816,142816
201510369349301501,930309970,TUITION AND FEES,611600,16742231,16742231
201510369349301501,930309970,CLINIC REVENUE,621400,550581,550581
201510369349301501,930309970,CONTINUING EDUCATION,611600,332006,332006
201530349349300408,410693977,"EDUCATION, GENERAL",611710,81770040,81770040
201530349349300408,410693977,LANGUAGE VILLAGES,611710,9905498,9905498
201530349349300408,410693977,DINING SERVICES REVENU,611710,8724181,7685238,1038943
201530349349300408,410693977,RESIDENCE HALLS REVENU,611710,5039339,5039339
201530349349300408,410693977,DAY CARE SERVICES REVE,611710,394026,394026
201500349349300345,742599785,TUITION,611310,1051481,1051481
201500349349300345,742599785,HOUSING,721310,391646,391646
201500349349300345,742599785,FEES,611310,177124,177124
201500349349300345,742599785,FOOD SERVICES,541900,79781,79781
201500349349300345,742599785,BOOKSTORE,611310,25730,25730
201500349349300510,310544271,TUITION & FEES,900099,1992977,1992977
201500349349300510,310544271,AUXILIARY SERVICES,900099,662730,662730
201500349349300510,310544271,SALES & SUBSCRIPTIONS,900099,133570,133570
201500349349300510,310544271,OHIO STATE REIMBURSEMENTS,900099,42777,42777
201500349349300510,310544271,DAY CARE SERVICES,624410,5399,5399
201500339349300905,233069199,CONTINUING EDUCATION,900099,1330070,1330070
201500339349300905,233069199,SUPPORT SERVICES FEES,900099,835200,835200
201500339349300905,233069199,TUITION AND FEES,611600,303254,303254
201500339349300705,470377991,NET TUITION AND FEES,611600,37883188,37883188
201500339349300705,470377991,AUXILIARY ENTERPRISE,611600,5880719,5880719
201500339349300705,470377991,OTHER PROGRAM SERVICES,611710,613912,579575,34337
201500339349300735,250912618,AVIATION PROGRAM,611519,6244788,6244788
201500339349300735,250912618,CAREER SERVICE PROGRAM,611519,2011029,2011029
201500339349300735,250912618,BOOKSTORE,611519,219758,219758
201500339349300735,250912618,AVIATION CONTRACT TRAI,611519,6550,6550
201510359349300401,030213180,AUXILIARY ENTERPRISES,1152395,1152395
201510359349300401,030213180,OTHER SOURCES,8838,8838
201510359349300401,030213180,TUITION AND FEES,3768486,3768486
201530309349301008,231382408,TUITION AND FEES,14089773,14089773
201530309349301008,231382408,AUXILIARY ENTERPRISES,4664659,4664659
201530309349301008,231382408,OTHER,585757,585757
201530309349301108,420680351,TUITION & FEES,611310,56538434,56538434
201530309349301108,420680351,AUXILIARY ENTERPRISES,611710,15921845,15702591,219254
201530309349301658,381369604,EDUCATIONAL SERVICES,611310,48531554,48531554,0,0
201530309349301658,381369604,AUXILIARY SERVICES,722310,2662090,2662090,0,0
201530309349301658,381369604,STUDENT SERVICES,611710,217168,217168,0,0
201510339349300726,161476258,Student Tuition and Fees,611710,85800561,85800561,0,0
201510339349300726,161476258,Auxiliary Enterprises,611710,11671475,11636475,35000,0
201500409349300225,510578495,TUITION AND FEES,900099,12878,12878
201520419349301407,150533545,STUDENT TUITION AND FEES,22108180,22108180
201520419349301407,150533545,AUXILIARY ENTERPRISES,8546178,8546178
201500409349300625,860294012,CESLL,60685,60685
201500409349300625,860294012,EXTERNAL DEGREE PROGRAM,7744118,7744118
201500409349300625,860294012,LIBRARY,5424,5424
201500409349300625,860294012,RESIDENT DEGREE PROGRAM,11133579,11133579
201520419349301982,540505922,Tuition and Fees,611310,71159516,71159516,0,0
201520419349301982,540505922,Auxiliary Services,900099,14442212,14442212,0,0
201520419349301982,540505922,Miscellaneous Income,900099,2599662,2599662,0,0
201520419349301982,540505922,Auxiliary-External Catering,900099,130912,0,130912,0
201530409349300408,420772559,Tuition and Fees,611310,35844548,35844548,0,0
201530409349300408,420772559,Educational Sales and Services,611310,645442,645442,0,0
201530409349300408,420772559,Auxiliary Sales and Services,611310,8259438,8149130,110308,0
201530409349300408,420772559,Student Loans and Misc,611310,206975,206975,0,0
201520419349300217,340714629,TUITION,95525488,95525488
201520419349300217,340714629,STUDENT RESIDENCE HALLS,8062803,8062803
201520419349300217,340714629,SPONSORED PROGRAMS AND RESEARCH,390991,390991
201520419349300217,340714629,CONCERT AND THEATRE TICKETS,75172,75172
201520419349300217,340714629,ATHLETIC TICKETS,18850,18850
201530439349302343,930845182,TUITION AND FEES,611600,5168335,5168335
201530439349302343,930845182,CLINIC FEES,621400,458441,458441
201500439349302555,364479457,TUITION & FEES,611710,692214,692214
201520439349301372,510413351,COLLEGE TUITION,611600,268757,268757
201540429349301964,010271210,TUITION AND FEES,42215660,42215660
201540429349301964,010271210,ROOM AND BOARD,8037517,8037517
201540429349301964,010271210,CAFETERIA,716047,716047
201540429349301964,010271210,SUMMER AND SPORTS CAMPS,239763,28977,210786
201540429349301289,231352652,TUITION & FEES,611310,56426693,56426693
201540429349301289,231352652,AUXILIARY ENTERPRISES,611310,12153241,12153241
201530429349300843,930461940,TUITION FEES,611600,15980328,15980328
201530429349300843,930461940,CLINIC,621400,2629927,2629927
201530429349301023,440545271,Tuition and Auxiliary,611310,6749906,6749906,0,0
201530429349301023,440545271,Student Federal Financial Aid,611310,615401,615401,0,0
201530429349301108,237373765,GOVERNMENTAL PROGRAM GRANTS,611600,9252403,9252403
201530429349301108,237373765,TUITION AND OTHER LOCAL PROGRAM R,611600,1669035,1669035
201530429349301108,237373765,BOOKSTORE SALES,611600,365399,365399
201510429349301656,721226741,HONORARIUM
201510429349301656,721226741,RESEARCH FEE
201510429349301656,721226741,STUDENT HOUSING,135096,135096
201510429349301656,721226741,STUDENT INCOME AND FEES,20365,20365
201510429349301656,721226741,TUITION,3736842,3736842
201510429349301836,043349703,TUITION & FEES,5271500,5271500
201510429349301836,043349703,ROOM & BOARD,18313,18313
201510429349301836,043349703,MEDIA CAMP,12370,12370
201510429349301836,043349703,NESCOM PRODUCTION INCO,12332,12332
201510429349301836,043349703,WORKSHOP INCOME,2932,2932
201530439349301208,440545286,TUITION AND FEES,900099,24601797,24601797
201530439349301208,440545286,ROOM AND BOARD,900099,7434155,7434155
201530439349301208,440545286,OTHER PROGRAM RELATED REVENUES,900099,192897,192897
201530439349301208,440545286,BOOKSTORE,900099,45741,45741
201540429349301729,061013935,STUDENT INCOME,900099,23205,23205
201540429349301729,061013935,CONTRACT INC-NON GOVT,541700,10066,10066
201510409349300646,370864020,Tuition and fees,611310,85434731,85434731,0,0
201510409349300646,370864020,Bookstore sales related,451211,2828884,2828884,0,0
201530409349300913,310536647,Tuition & fees,611710,87155298,87155298
201530409349300913,310536647,Auxiliary fees,611710,16736693,16736693
201530409349300913,310536647,Other program revenue,611710,3521313,3521313
201530379349301253,470378777,Tuition and Fees,900099,32826929,32826929,0,0
201530379349301253,470378777,Auxiliary Services,900099,6043602,6043602,0,0
201530379349301253,470378777,Other Income,900099,1129033,1064103,64930,0
201530379349301253,470378777,Collaborative Arrangement Revenue,900099,604510,604510,0,0
201530419349301803,042104778,TUITION & RELATED FEES,611710,36871493,36871493
201530419349301803,042104778,AUXILIARY REVENUE,611710,10826102,10826102
201530439349301003,640303805,STUDENT TUITION AND FEES,611310,7736109,7736109,0,0
201530439349301003,640303805,STUDENT FOOD AND RESIDENCE,611310,2954811,2954811,0,0
201530439349301003,640303805,INDIRECT COST REIMBURSEMENT,611310,121984,121984,0,0
201530439349301108,560657294,TUITION AND FEES,611310,54863564,54863564
201530439349301108,560657294,DORM REVENUES,611310,6182192,6182192
201530439349301108,560657294,BOARD REVENUES,611310,3781094,3781094
201530439349301108,560657294,GOLF COURSE REVENUES,713910,492730,492730
201510419349300416,440545914,TUITION & FEES,611600,31410351,31410351
201510419349300416,440545914,RESIDENCE HALL,611710,4215949,4215949
201510419349300416,440545914,DINING SERVICES,611710,2746862,2746862
201510419349300416,440545914,STUDENT SERVICES,611710,1042969,1042969
201510419349300416,440545914,FINE ARTS,611710,772637,772637
201530429349301473,941585735,TUITION AND FEES,611710,59202730,59202730
201530429349301473,941585735,ELS TUITION,611710,329642,329642
201500439349301035,042104258,Tuition and fees,611310,57275629,57275629,0,0
201500439349301035,042104258,Residence Hall Revenue,611310,9316030,9316030,0,0
201500439349301035,042104258,Board Plan Revenue,611310,3651689,3651689,0,0
201500439349301035,042104258,Summer Programs,611310,808869,808869,0,0
201500439349301035,042104258,Balance and Mobility Center,621340,548817,548817,0,0
201510409349300126,237032625,TUITION & FEES,611600,13850105,13850105
201510409349300126,237032625,HOUSING & MEALS,611600,1423594,1423594
201510409349300126,237032625,RESEARCH PROJECTS,541700,1128131,1128131
201510409349300126,237032625,SUMMER SCHOOL PROGRAMS,611600,675017,675017
201540409349300919,911559533,TUITION FEES,611600,2708430,2708430
201500439349301630,660379122,TUITION AND FEES,611600,11995613,11995613
201500409349301105,952882724,TUITION AND FEES,611600,21339289,21339289
201520419349300632,660350945,AUXILIARY ENTERPRISES,152316,152316
201520419349300632,660350945,DONATIONS,611710,491183,491183
201520419349300632,660350945,GROSS TUITION AND FEES,611710,10421662,10421662
201510429349300816,042103701,UNDERGRADUATE & GRADUATE TUITION,611310,64385364,64385364
201510429349300816,042103701,RESIDENCE HALLS,611310,4710691,4710691
201510429349300816,042103701,DINING COMMONS AND BOOKSTORE,611310,3936819,3936819
201510429349300816,042103701,BLAKE DEVELOPMENT CENTER,611110,2273669,2273669
201510429349300816,042103701,FOLLETT COMMISSIONS,611310,100787,100787
201530439349301688,590949880,TUITION & FEES NET,45216199,45216199
201530439349301688,590949880,ROOM AND BOARD,2917378,2917378
201530439349301688,590949880,ESL ROOM & BOARD,125187,125187
201530439349301828,150532239,Tuition,611310,112744156,112744156,0,0
201530439349301828,150532239,Campus Housing,721000,14111661,14111661,0,0
201530439349301828,150532239,Food service,722210,11974058,11974058,0,0
201530439349301828,150532239,Hotel,721110,3798131,242494,3555637,0
201530439349301828,150532239,Other,611710,3135264,2858917,276347,0
201540419349301529,231352236,Bachelor of Fine Arts,611310,14577622,14577622,0,0
201540419349301529,231352236,Master of Fine Arts,611310,1379950,1379950,0,0
201540419349301529,231352236,Continuing Education Program Adult,611310,513385,513385,0,0
201540419349301529,231352236,Young Artist Programs,611310,507055,507055,0,0
201520379349301037,941698615,TUITION,611600,8799465,8799465
201520379349301037,941698615,AUXILIARY,611710,2986933,2986933
201500409349301010,233102135,TUITION,611600,1071344
201500409349301010,233102135,ACUPUNCTURE FEES,611600,154057
201510379349300531,836007943,TUITION,307201,307201
201510379349300531,836007943,ROOM AND BOARD,473619,473619
201510379349300531,836007943,STUDENT FEES AND MISC.,69700,69700
201510379349300531,836007943,STUDENT BOOKSTORE,59680,59680
201520429349300812,620484185,TUITION AND FEES,611710,28340556,28340556
201520429349300812,620484185,AUXILIARY ENTERPRISES,611710,7161489,7161489
201520429349300812,620484185,OTHER INCOME,611710,476660,395478,81182
201540379349301234,620570060,Auxiliary Enterprises,611710,5918241,5918241
201540379349301234,620570060,Student tuition and fees,611710,14064401,14064401
201520439349301002,930634049,Tuition,611310,18093765,18093765,0,0
201510419349301561,341226547,Tuition/Fees/Room and Board,611310,31318082,31318082,0,0
201510419349301561,341226547,Performing Arts,711110,1397,1397,0,0
201510419349301561,341226547,Nature Center & Ohter Fees,611710,110711,110711,0,0
201510419349301561,341226547,Conferences and Hospitality,532000,86073,57105,28968,0
201510439349300711,390806263,Tuition and Fees,611310,46717838,46717838,0,0
201510439349300711,390806263,Auxiliary Enterprises,611310,5297516,5297516,0,0
201510439349300711,390806263,Other Income,611310,142321,142321,0,0
201500379349300110,208939971,CONTRACT INSTRUCTION,611600,265801,265801
201500379349300110,208939971,RETREAT,611600,75612,75612
201500429349301255,440556862,STUDENT TUITION FEES,611710,26933820,26933820
201500429349301255,440556862,ROOM AND BOARD,611710,8437061,8437061
201500429349301255,440556862,CAMPUS INDUSTRIES,611710,5193335,5193335
201540439349301559,951644048,Meal Plan/Housing,9652868,9652868
201540439349301559,951644048,Other auxiliaires service,1848590,1848590
201540439349301559,951644048,Other sources,611710,2269203,2269203
201540439349301559,951644048,Student tuition and fees,611710,56725859,56725859
201520409349300407,980072997,Tuition and Fees,611310,25074248,25074248,0,0
201520409349300407,980072997,Housing and Meal Plan,611310,5579931,5579931,0,0
201520409349300407,980072997,Other Services to Students,611310,567652,567652,0,0
201530419349300023,470376525,TUITION AND FEES,900099,26308758,26308758
201530419349300023,470376525,SALES AND SERVICES OF AUXILIARY ENTERPRISES,900099,5886361,5886361
201520409349300862,391024723,TUITION AND FEES - UNDERGRAD,900099,34339393,34339393
201520409349300862,391024723,GRADUATE PROGRAM TUITION,900099,2839637,2839637
201520409349300862,391024723,DORMITORY AND APARTMENT RENTAL,721310,2800663,2800663
201520409349300862,391024723,EAA REVENUE AND STAYER CENTER REV,721310,82888,8140,74748
201520409349300862,391024723,BOARD PLAN REVENUE,722210,51708,51708
201510379349301001,237067667,SERVICES,611710,55981,55981
201510379349301001,237067667,TUITION & FEES,611600,3805075,3805075
201520429349300032,430652675,TUITION & HOUSING,611600,41357611,41357611
201530419349300438,135647700,STUDENT TUITION AND FEES,900099,105419959,105419959
201530419349300438,135647700,EDUCATIONAL DEPARTMENTS SERVICES,900099,1953685,1953685
201530419349300438,135647700,AUXILIARY ENTERPRISES SERVICES,900099,1691812,1691812
201500419349300505,591237047,TUITION AND FEES,162590837,162590837
201500419349300505,591237047,SALE OF AUXILIARY ENTERPRISES,14816201,14816201
201510439349301791,956001907,Student Tuition and Fe,611710,32013795,32013795
201510439349301791,956001907,Auxiliary Enterprises,611710,7236582,7236582
201510439349301791,956001907,Other Program Service,611710,417888,417888
201520419349301562,540505892,Tuition and Fees,611310,25722802,25722802,0,0
201520419349301562,540505892,Sales & Services for Educ Auxiliaries,611310,8661578,8661578,0,0
201520419349301562,540505892,Sales & Services for Educ Other,611310,269132,269132,0,0
201540409349301259,581438873,TUITION AND FEES,611710,12759978,12759978
201510409349300951,362177133,TUITION,611310,88878762,88878762
201510409349300951,362177133,ROOM AND BOARD,611310,6938689,6938689
201510409349300951,362177133,WORKSHOP REVENUE,611310,160295,160295
201510409349300951,362177133,BOOKSTORE REVENUE,611310,132758,132758
201530429349300323,382410852,Tuition Undergraduate,611310,37176808,37176808,0,0
201530429349300323,382410852,Tuition & Fees Graduate,611310,4490584,4490584,0,0
201530429349300323,382410852,Research,611310,1367638,1367638,0,0
201530429349300323,382410852,Continuing Education,611310,234663,234663,0,0
201530429349300323,382410852,Auxiliary Services,611310,3747659,0,0,3747659
201500409349300435,540505945,Tuition and Student Fees,611310,70177699,70177699,0,0
201500409349300435,540505945,Dining Services,722212,9760672,9760672,0,0
201500409349300435,540505945,Residence Halls,721310,9002415,9002415,0,0
201500409349300435,540505945,College Bookstore,451211,1225393,1225393,0,0
201530439349302123,591146751,Tuition Fees,611600,9396497,9396497
201530439349302123,591146751,Sales Services of Auxiliary Enterprises,611710,3411341,3411341
201500409349300005,030179299,CONFERENCES,503841,503841
201500409349300005,030179299,FEES,555803,555803
201500409349300005,030179299,ROOM AND BOARD,5443962,5443962
201500409349300005,030179299,TUITION,19665123,19665123
201520379349301252,381374230,Tuition and Fees,611310,35143982,35143982,0,0
201520379349301252,381374230,Other Auxiliary,721110,1342427,392403,950024,0
201520379349301252,381374230,Auxiliary,611310,9968744,9880519,88225,0
201500409349300870,640923875,PROG.SERV.REVENUE-RELATED-990,900099,11829,11829
201510419349301001,820200906,Tuition and fees,611600,25348746,25348746,0,0
201510419349301001,820200906,Room and board,611600,5539365,5539365,0,0
201510419349301001,820200906,Athletics,611600,317936,308508,9428,0
201500439349302020,131628149,Tuition and Fees,900099,106466699,106466699,0,0
